GeographyCode,QS207NI0001,QS207NI0002,QS207NI0003,QS207NI0004,QS207NI0005,QS207NI0006,QS207NI0007,QS207NI0008,QS207NI0009,QS207NI0010,QS207NI0011,QS207NI0012,QS207NI0013,QS207NI0014,QS207NI0015,QS207NI0016,QS207NI0017,QS207NI0018,QS207NI0019,QS207NI0020,QS207NI0021
95BB05,3401,3347,3281,148,25,3103,5,0,45,0,2,19,18,1,13,20,19,0,0,2,0
95BB06,2870,2799,2694,101,26,2564,3,0,23,0,2,80,77,3,5,47,10,1,1,7,0
95BB07,2953,2906,2818,100,30,2681,7,0,33,0,1,54,50,4,7,24,14,0,1,1,0
95BB08,2625,2590,2528,83,26,2418,1,0,21,0,0,41,38,3,6,23,3,0,0,3,0
95BB09,2943,2896,2819,100,33,2680,6,0,29,0,1,47,44,3,11,16,13,0,1,6,0
95BB10,3327,3241,3161,198,50,2898,15,0,53,0,2,25,22,3,18,53,10,2,1,2,0
95BB11,2955,2917,2851,144,34,2664,9,0,36,0,6,24,21,3,4,20,10,0,1,3,0
95BB12,2776,2722,2653,110,26,2506,11,0,25,0,0,44,39,5,5,28,11,1,4,5,0
95BB13,4444,4400,4301,172,42,4075,12,0,26,0,0,73,69,4,7,18,14,0,0,5,0
95BB14,3116,3073,2969,169,39,2756,5,0,41,0,0,63,58,5,5,15,12,0,4,7,0
95BB15,3489,3451,3368,102,34,3228,4,0,38,0,2,43,39,4,6,15,14,0,0,3,0
95BB16,3136,3110,3041,114,18,2906,3,0,43,0,2,24,23,1,8,4,7,1,3,3,0
95BB17,3556,3525,3446,166,41,3234,5,0,26,0,1,52,47,5,6,11,8,1,1,4,0
95BB18,4279,4236,4166,224,43,3890,9,0,26,0,1,43,37,6,10,12,10,1,3,7,0
95BB19,4788,4711,4631,152,42,4427,10,0,25,0,2,53,48,5,11,42,17,1,0,6,0
95BB20,3413,3384,3295,138,20,3132,5,0,57,0,2,30,28,2,6,9,10,0,1,3,0
95BB21,4719,4685,4576,208,59,4301,8,0,33,0,2,74,67,7,6,8,11,0,3,6,0
95BB22,3040,3007,2932,132,39,2759,2,0,20,0,0,55,48,7,4,11,12,0,1,5,0
95BB23,3025,2979,2879,83,31,2759,6,0,41,0,1,58,52,6,13,21,8,0,1,3,0
95CC01,2558,2519,2257,79,17,2160,1,0,90,2,2,168,166,2,3,20,12,0,0,4,0
95CC02,2725,2702,2613,67,8,2534,4,0,69,0,0,20,20,0,3,3,11,1,4,1,0
95CC03,2817,2752,2287,77,18,2192,0,0,114,0,1,350,338,12,2,46,8,0,3,6,0
95CC04,2440,2425,2245,47,6,2191,1,0,136,0,0,44,44,0,1,3,7,0,0,4,0
95CC05,2774,2749,2585,69,7,2505,4,0,49,1,0,114,112,2,2,17,6,0,0,0,0
95CC06,2776,2738,2495,96,18,2373,7,1,114,0,0,129,119,10,5,15,16,0,1,1,0
95CC07,3475,3443,3137,108,16,3010,2,1,252,0,0,54,52,2,1,3,21,0,0,7,0
95CC08,2565,2533,2323,75,10,2235,3,0,80,0,1,129,127,2,1,18,7,0,4,2,0
95CC09,3354,3325,3211,83,13,3106,9,0,44,0,1,69,68,1,4,11,6,0,3,5,0
95CC10,2577,2552,2446,68,10,2367,1,0,45,0,0,61,52,9,9,6,5,0,1,4,0
95CC11,1795,1783,1551,67,9,1473,2,0,112,1,0,119,119,0,0,3,8,0,0,1,0
95CC12,2785,2768,2681,36,15,2627,3,0,60,0,1,26,23,3,1,10,4,0,2,0,0
95CC13,2474,2462,2282,48,8,2225,1,0,139,0,1,40,35,5,2,3,6,0,0,1,0
95CC14,3035,3008,2924,108,23,2788,5,0,38,0,2,44,42,2,8,6,7,0,2,4,0
95CC15,2903,2887,2758,69,15,2674,0,0,35,0,1,93,90,3,0,4,7,0,3,2,0
95CC16,2820,2798,2678,91,11,2571,5,0,42,0,5,73,73,0,7,3,6,0,3,3,0
95CC17,2730,2703,2549,62,9,2478,0,0,105,0,0,49,47,2,0,3,22,0,0,2,0
95CC18,2342,2294,2022,93,24,1890,14,1,92,0,0,180,168,12,6,30,8,0,3,1,0
95CC19,2720,2696,2597,72,13,2509,3,0,56,0,2,41,36,5,3,4,14,0,1,2,0
95CC20,3010,2984,2804,113,25,2654,12,0,39,0,1,140,134,6,7,5,8,0,1,5,0
95CC21,2925,2902,2789,137,34,2617,1,0,45,0,0,68,61,7,6,7,7,0,0,3,0
95CC22,1740,1697,1493,74,17,1400,2,0,46,0,0,158,152,6,4,29,5,0,3,2,0
95DD01,2099,2054,1934,70,20,1843,1,0,23,0,1,96,96,0,7,29,4,0,1,4,0
95DD02,3888,3841,3799,122,40,3634,3,0,8,0,0,34,30,4,8,21,8,0,0,10,0
95DD03,3503,3433,3190,125,31,3028,6,0,33,0,4,206,204,2,17,39,5,1,2,6,0
95DD04,1926,1914,1879,62,28,1784,5,0,14,0,1,20,18,2,0,4,6,0,2,0,0
95DD05,1739,1717,1695,52,20,1621,2,0,7,0,0,15,15,0,10,2,4,2,1,3,0
95DD06,2588,2563,2416,87,24,2303,2,0,30,0,0,117,116,1,3,15,6,0,0,1,0
95DD07,3363,3320,3260,101,30,3122,7,0,25,0,0,35,31,4,8,9,16,0,3,7,0
95DD08,2126,2065,1642,63,22,1557,0,0,31,0,1,391,389,2,0,52,6,1,0,2,0
95DD09,2590,2566,2525,57,13,2454,1,0,15,0,0,26,26,0,7,2,9,0,1,5,0
95DD10,2805,2788,2724,57,30,2632,5,0,7,0,0,57,54,3,0,8,5,0,0,4,0
95DD11,2363,2339,2013,73,19,1916,5,0,27,0,0,299,295,4,5,14,4,0,0,1,0
95DD12,2610,2591,2557,57,15,2484,1,0,26,0,0,8,8,0,5,3,7,0,0,4,0
95DD13,1784,1754,1524,46,14,1461,3,0,27,0,0,203,203,0,4,21,4,0,0,1,0
95DD14,3277,3207,3149,85,51,3010,3,0,18,0,2,38,37,1,13,35,14,0,0,8,0
95DD15,3451,3430,3372,65,38,3267,2,0,36,0,1,21,19,2,6,1,11,0,1,2,0
95DD16,2981,2947,2896,82,22,2791,1,0,31,0,0,20,19,1,6,13,11,0,0,4,0
95DD17,3461,3439,3407,90,26,3288,3,0,24,0,0,8,5,3,3,3,10,0,0,6,0
95DD18,1885,1846,1757,39,16,1701,1,0,8,0,1,80,79,1,9,21,5,0,3,1,0
95DD19,3364,3338,3277,105,32,3133,7,0,10,0,1,50,48,2,6,12,4,1,0,3,0
95DD20,1746,1741,1680,57,25,1596,2,0,10,0,1,50,46,4,0,2,1,0,0,2,0
95DD21,2139,2102,1824,83,15,1725,1,0,21,0,0,257,254,3,7,20,9,0,0,1,0
95DD22,3136,3105,3036,63,21,2948,4,0,21,0,0,48,46,2,6,11,7,1,2,4,0
95DD23,2509,2487,2462,57,14,2387,4,0,9,0,0,16,16,0,9,4,2,0,3,4,0
95DD24,2711,2677,2449,92,33,2322,2,0,48,2,0,178,174,4,0,16,9,0,1,8,0
95EE01,1895,1892,1863,43,5,1815,0,0,22,0,0,7,7,0,1,0,2,0,0,0,0
95EE02,2095,2080,2068,67,21,1979,1,0,6,0,0,6,6,0,3,5,3,0,2,2,0
95EE03,1999,1987,1913,85,22,1804,2,0,12,0,0,62,59,3,0,5,5,1,1,0,0
95EE04,1993,1981,1950,45,16,1888,1,0,17,0,0,14,12,2,2,2,4,0,2,2,0
95EE05,1509,1501,1474,59,10,1392,13,0,12,0,0,15,15,0,3,0,3,0,1,1,0
95EE06,2278,2269,2178,24,8,2143,3,0,34,0,0,57,56,1,0,2,5,0,0,2,0
95EE07,1798,1792,1765,42,15,1707,1,0,17,0,1,9,9,0,0,4,2,0,0,0,0
95EE08,1719,1698,1638,48,17,1572,1,0,19,0,2,39,37,2,1,15,3,0,1,1,0
95EE09,1890,1881,1844,40,19,1783,2,0,17,0,0,20,20,0,1,0,7,0,0,1,0
95EE10,1797,1784,1673,43,4,1626,0,0,21,0,2,88,81,7,2,0,8,1,0,2,0
95EE11,1677,1670,1654,44,19,1588,3,0,8,0,1,7,6,1,1,1,1,0,0,4,0
95EE12,2507,2498,2420,115,26,2272,7,0,13,0,2,63,63,0,0,7,0,0,1,1,0
95EE13,1529,1508,1463,72,16,1374,1,0,21,0,0,24,23,1,5,9,5,0,0,2,0
95EE14,2684,2666,2613,124,29,2457,3,0,26,0,3,24,20,4,5,8,4,0,0,1,0
95EE15,1728,1720,1704,61,11,1629,3,0,7,0,0,9,8,1,2,0,4,0,0,2,0
95EE16,2126,2115,2087,79,23,1983,2,0,16,0,2,10,10,0,0,1,5,0,0,5,0
95FF01,4796,4703,4510,224,36,4243,7,0,88,0,3,102,93,9,37,31,16,2,0,7,0
95FF02,2817,2801,2731,52,18,2660,1,0,26,0,0,44,42,2,5,5,4,0,0,2,0
95FF03,3006,2972,2871,123,21,2720,7,0,31,0,2,68,65,3,10,13,8,0,1,2,0
95FF04,2629,2610,2567,67,17,2478,5,0,33,0,2,8,7,1,3,8,7,0,1,0,0
95FF05,2563,2523,2408,89,21,2294,4,0,36,0,1,78,77,1,5,22,5,2,2,4,0
95FF06,4116,4060,3928,136,45,3736,10,1,44,0,0,88,83,5,12,23,11,2,5,3,0
95FF07,2769,2725,2631,104,15,2509,3,0,49,0,1,44,43,1,10,11,11,0,0,12,0
95FF08,2364,2337,2276,88,20,2163,4,1,32,0,2,27,26,1,8,12,2,0,0,5,0
95FF09,2522,2496,2417,96,25,2292,2,2,36,0,0,43,41,2,5,12,5,0,0,4,0
95FF10,3473,3436,3383,109,12,3260,2,0,22,0,2,29,23,6,10,11,9,2,0,5,0
95FF11,2582,2555,2514,73,20,2416,5,0,25,0,1,15,14,1,5,3,14,0,1,4,0
95FF12,2724,2692,2643,88,19,2532,4,0,37,0,0,12,11,1,2,5,17,0,4,4,0
95FF13,2708,2684,2614,81,16,2517,0,0,43,0,0,27,26,1,7,6,11,0,0,0,0
95FF14,2432,2419,2375,55,20,2296,4,0,30,0,1,13,12,1,2,2,5,0,0,4,0
95FF15,2740,2718,2595,77,21,2493,4,0,31,0,1,91,85,6,2,11,8,0,1,0,0
95FF16,2374,2350,2300,91,30,2170,9,0,32,0,1,17,16,1,3,6,11,1,1,2,0
95FF17,1724,1700,1634,77,13,1543,1,0,25,0,2,39,38,1,7,12,4,0,0,1,0
95GG01,4907,4865,4740,57,15,4665,3,0,102,0,2,21,19,2,5,22,13,0,1,1,0
95GG02,5987,5943,5843,101,22,5717,3,0,62,0,4,34,28,6,11,7,17,0,4,5,0
95GG03,5939,5636,5391,274,68,5036,12,1,111,0,3,131,123,8,56,171,46,0,7,23,0
95GG04,4908,4783,4558,93,40,4419,6,0,68,0,0,157,147,10,19,80,15,1,1,9,0
95GG05,5928,5428,4735,280,56,4388,10,1,258,0,1,434,415,19,74,287,95,2,12,30,0
95GG06,5626,5503,5381,129,42,5199,11,0,27,0,0,95,87,8,32,63,16,1,1,10,0
95GG07,5485,5220,5047,73,15,4956,3,0,105,0,0,68,61,7,21,215,19,0,4,6,0
95GG08,4910,4821,4571,149,42,4371,9,0,79,0,7,164,159,5,18,41,20,0,1,9,0
95GG09,6165,6020,5854,218,73,5552,10,1,60,0,2,104,100,4,32,69,27,1,2,14,0
95GG10,3998,3838,3459,170,47,3234,8,0,26,0,1,352,339,13,46,65,21,0,19,9,0
95GG11,5453,5316,4831,218,60,4543,10,0,72,0,3,410,398,12,43,57,21,2,6,8,0
95GG12,8945,8188,7290,475,72,6722,21,0,382,0,2,514,492,22,166,452,94,6,15,24,0
95GG13,4722,4618,4439,139,38,4254,8,0,74,0,1,104,100,4,19,57,19,0,1,8,0
95GG14,4820,4756,4613,120,25,4467,1,0,100,1,3,39,39,0,17,19,21,1,3,3,0
95GG15,5920,5761,5556,233,48,5267,8,0,112,0,1,92,88,4,27,80,32,1,5,14,0
95GG16,5452,5280,4967,173,39,4751,4,0,155,0,4,154,145,9,27,81,42,0,8,14,0
95GG17,5330,5265,5097,109,25,4957,6,0,76,0,4,88,81,7,9,23,29,0,2,2,0
95GG18,4975,4842,4646,61,8,4577,0,0,97,0,1,98,95,3,18,87,16,1,4,7,0
95GG19,4582,4534,4466,99,42,4320,5,0,10,0,2,56,52,4,18,16,8,0,1,5,0
95GG20,4901,4687,4352,153,77,4112,10,0,43,0,1,291,283,8,55,112,31,2,3,11,0
95GG21,5184,4989,4826,77,19,4726,4,0,64,0,0,99,94,5,13,159,20,0,1,2,0
95GG22,5343,5241,5079,65,16,4997,1,0,119,0,2,41,36,5,20,49,28,0,3,2,0
95GG23,4555,4346,4192,130,22,4037,2,1,100,0,0,54,45,9,16,159,23,0,1,10,0
95GG24,4561,4398,4171,138,46,3984,3,0,93,0,0,134,127,7,12,113,29,0,2,7,0
95GG25,5573,5500,5357,83,18,5251,5,0,110,1,1,31,28,3,1,49,14,0,0,9,0
95GG26,3749,3717,3655,58,46,3548,3,0,16,0,0,46,43,3,16,7,8,0,0,1,0
95GG27,6498,6446,6330,103,22,6199,5,1,70,0,1,45,38,7,5,17,24,0,0,6,0
95GG28,5651,5569,5454,137,41,5271,5,0,25,0,0,90,79,11,22,46,10,0,2,2,0
95GG29,5014,4699,4323,180,69,4067,6,1,40,0,2,334,329,5,46,225,29,0,6,9,0
95GG30,4827,4744,4612,142,31,4428,11,0,68,0,0,64,54,10,13,41,21,0,3,5,0
95GG31,6519,6438,6261,120,19,6117,5,0,92,0,1,84,71,13,20,18,35,0,0,8,0
95GG32,6409,6186,5931,170,47,5710,4,0,85,0,3,167,163,4,39,161,16,1,0,6,0
95GG33,5555,5315,4996,251,61,4668,13,3,230,0,2,87,80,7,48,119,49,3,4,17,0
95GG34,4927,4700,4500,119,35,4344,2,0,122,0,1,77,70,7,35,152,20,0,9,11,0
95GG35,4950,4871,4674,75,12,4586,1,0,67,0,0,130,124,6,32,36,10,0,0,1,0
95GG36,5619,5523,5291,171,51,5049,20,0,79,0,1,152,149,3,15,35,29,1,7,9,0
95GG37,6041,5867,5234,281,59,4884,9,1,227,0,2,404,393,11,44,60,42,0,9,19,0
95GG38,6564,6312,5827,263,88,5467,9,0,298,0,0,187,166,21,46,121,60,1,5,19,0
95GG39,7214,6385,5883,233,62,5572,14,2,164,1,3,334,311,23,70,691,41,2,9,16,0
95GG40,3816,3766,3697,92,69,3533,3,0,12,0,0,57,53,4,6,32,8,0,1,3,0
95GG41,5548,5377,5221,236,48,4926,11,0,111,0,0,45,38,7,33,81,37,2,1,17,0
95GG42,8139,7611,7021,591,80,6330,20,0,379,2,4,205,182,23,65,324,96,6,8,29,0
95GG43,4874,4733,4470,176,53,4231,10,0,49,0,3,211,196,15,28,84,20,0,1,8,0
95GG44,5591,5411,4861,174,69,4609,9,0,26,0,0,524,507,17,47,97,28,1,1,6,0
95GG45,4841,4638,4453,174,66,4203,10,0,96,0,1,88,83,5,32,128,23,0,4,16,0
95GG46,5250,5208,5119,72,12,5034,1,0,62,0,0,27,27,0,8,27,3,0,1,3,0
95GG47,5829,5676,5332,177,35,5118,2,0,136,0,0,208,202,6,26,75,38,1,1,12,0
95GG48,5694,5664,5561,100,14,5445,2,0,70,0,0,33,28,5,8,10,6,0,1,5,0
95GG49,8141,7265,6402,458,72,5858,13,1,313,0,2,548,495,53,98,617,91,2,26,42,0
95GG50,5445,5147,4576,181,45,4342,7,1,71,0,1,499,481,18,109,132,31,3,5,18,0
95GG51,4088,4048,3975,123,52,3798,2,0,9,1,0,63,58,5,13,16,8,0,0,3,0
95HH01,2059,2024,1979,134,35,1806,4,0,16,0,0,29,27,2,12,8,11,0,3,1,0
95HH02,2962,2906,2879,123,34,2717,5,0,9,0,0,18,12,6,8,32,9,0,1,5,1
95HH03,1663,1631,1587,78,20,1484,5,0,29,0,1,14,12,2,8,5,12,0,3,4,0
95HH04,3067,3035,2990,118,37,2832,3,0,20,0,1,24,24,0,8,11,7,0,1,5,0
95HH05,2171,2143,2084,70,24,1988,2,0,8,0,2,49,46,3,8,10,7,0,0,3,0
95HH06,4797,4723,4660,192,59,4404,5,0,23,0,1,39,37,2,15,30,16,0,2,11,0
95HH07,1493,1467,1434,57,19,1356,2,0,9,0,1,23,21,2,8,7,8,1,0,2,0
95HH08,2619,2569,2473,114,37,2318,4,0,38,0,1,57,51,6,6,28,12,0,0,4,0
95HH09,2620,2546,2429,115,43,2260,11,0,36,0,0,81,77,4,18,36,14,1,3,2,0
95HH10,2489,2459,2392,98,39,2251,4,0,40,0,1,26,22,4,9,9,8,0,0,4,0
95HH11,1417,1403,1390,52,29,1307,2,0,5,0,0,8,8,0,5,3,2,0,0,4,0
95HH12,1552,1535,1508,75,13,1413,7,0,7,0,2,18,18,0,3,11,2,0,0,1,0
95HH13,1407,1398,1385,51,17,1316,1,0,2,0,0,11,11,0,6,1,2,0,0,0,0
95HH14,1530,1516,1473,52,17,1403,1,0,9,0,2,32,30,2,6,4,3,0,0,1,0
95HH15,2630,2579,2525,111,24,2382,8,0,20,0,3,31,23,8,20,18,6,0,2,5,0
95HH16,2159,2101,2025,136,43,1839,5,2,46,0,1,29,26,3,13,31,11,0,0,3,0
95HH17,2479,2454,2409,89,29,2287,4,0,15,0,3,27,25,2,7,6,8,1,0,3,0
95II01,3084,3012,2933,100,32,2795,6,0,48,0,1,30,26,4,8,42,17,0,0,5,0
95II02,4961,4776,4636,148,45,4430,12,1,76,1,0,63,56,7,35,111,24,1,3,11,0
95II03,3523,3388,3262,78,18,3160,5,1,70,0,1,55,47,8,18,100,11,1,1,4,0
95II04,4317,4206,4136,117,41,3968,10,0,30,0,0,40,38,2,19,78,8,0,0,6,0
95II05,3546,3447,3347,92,35,3215,4,1,64,0,1,35,29,6,8,73,12,0,0,6,0
95II06,3398,3317,3225,104,38,3082,1,0,53,0,0,39,35,4,16,34,20,1,5,5,0
95II07,2090,2056,1999,83,23,1886,7,0,14,0,0,43,39,4,12,11,10,0,0,1,0
95II08,2417,2378,2286,84,26,2170,6,0,30,0,1,61,58,3,14,7,10,0,3,5,0
95II09,3363,3202,3098,131,28,2935,4,0,47,0,0,57,49,8,9,123,18,1,4,6,0
95II10,2592,2552,2506,90,29,2383,4,0,11,0,1,34,30,4,9,12,13,0,3,3,0
95II11,2567,2499,2389,82,19,2287,1,0,67,0,1,42,39,3,13,34,15,0,4,2,0
95II12,2512,2472,2396,88,31,2265,12,0,40,0,0,36,32,4,16,6,15,0,3,0,0
95II13,2702,2565,2509,77,16,2410,6,0,20,0,0,36,30,6,21,107,4,1,1,3,0
95II14,2561,2526,2425,71,22,2326,6,0,60,0,0,41,39,2,7,11,6,0,4,7,0
95II15,3357,3235,3069,143,25,2893,8,0,96,0,2,68,63,5,18,84,15,0,0,5,0
95II16,2126,2107,2065,53,14,1997,1,0,11,0,0,31,28,3,3,8,5,0,0,3,0
95II17,2493,2441,2396,79,24,2292,1,0,15,0,0,30,27,3,12,31,8,0,0,1,0
95II18,2226,2155,2091,61,24,2001,1,4,12,0,2,50,45,5,16,42,10,0,2,1,0
95II19,3770,3719,3660,93,37,3525,3,2,28,0,0,31,28,3,20,13,12,3,0,3,0
95II20,2780,2657,2499,75,31,2388,5,0,78,0,0,80,77,3,8,94,16,0,2,3,0
95II21,2419,2389,2361,73,25,2262,1,0,7,0,0,21,19,2,6,10,9,1,0,4,0
95II22,2248,2214,2151,66,12,2072,1,0,17,0,1,45,44,1,9,11,8,0,0,6,0
95II23,2190,2135,2028,75,14,1937,2,0,62,0,1,44,40,4,10,23,14,0,4,4,0
95JJ01,2499,2465,2420,82,15,2320,3,0,24,0,3,18,17,1,7,15,6,0,2,4,0
95JJ02,2374,2348,2218,129,34,2050,5,0,55,0,1,74,73,1,7,4,10,0,0,5,0
95JJ03,2470,2447,2407,101,39,2264,3,0,11,0,1,28,26,2,0,15,6,0,0,2,0
95JJ04,3111,3060,2990,147,46,2790,7,0,32,0,4,34,32,2,11,25,8,0,1,6,0
95JJ05,1835,1777,1605,54,8,1541,2,0,19,0,0,153,153,0,3,44,7,0,1,3,0
95JJ06,2472,2445,2268,96,28,2140,4,0,22,0,0,155,154,1,4,14,6,0,0,3,0
95JJ07,2665,2642,2546,86,36,2420,4,0,19,0,0,77,74,3,3,13,1,1,2,3,0
95JJ08,3276,3233,3116,142,41,2925,8,0,68,0,2,47,43,4,8,12,16,1,1,5,0
95JJ09,1990,1966,1933,76,19,1837,1,0,20,0,1,12,12,0,5,8,4,0,4,3,0
95JJ10,2795,2776,2713,62,19,2632,0,0,31,0,0,32,31,1,3,5,8,0,1,2,0
95JJ11,3770,3705,3541,191,41,3294,15,0,73,0,1,90,84,6,10,23,20,1,1,10,0
95JJ12,2724,2690,2569,67,30,2469,3,0,36,0,0,85,84,1,4,9,15,0,0,6,0
95JJ13,3895,3805,3645,167,48,3419,9,2,62,0,1,97,93,4,16,53,17,1,1,2,0
95JJ14,2325,2301,2260,83,16,2157,4,0,28,0,0,13,11,2,2,11,7,0,0,4,0
95JJ15,1879,1809,1637,64,28,1542,3,0,50,0,0,122,121,1,19,35,12,0,0,4,0
95JJ16,1799,1758,1664,104,24,1534,2,0,54,0,0,40,34,6,13,17,11,0,0,0,0
95JJ17,2455,2437,2395,94,27,2274,0,0,30,0,0,12,11,1,4,7,4,0,0,3,0
95JJ18,2032,1995,1883,126,31,1725,1,0,26,0,2,84,84,0,4,24,3,0,0,6,0
95JJ19,2942,2877,2693,128,26,2527,12,0,136,0,1,47,43,4,6,23,27,0,1,8,0
95JJ20,4092,4040,3928,182,52,3686,8,0,48,0,2,62,59,3,9,24,11,2,0,6,0
95JJ21,2873,2744,2607,133,33,2434,7,0,80,0,1,56,49,7,23,86,11,0,4,5,0
95JJ22,2794,2738,2605,167,35,2397,6,0,54,0,0,79,75,4,4,37,11,1,2,1,0
95KK01,2578,2568,2524,51,7,2464,2,0,31,0,0,13,9,4,0,3,5,0,0,2,0
95KK02,2029,2019,1976,33,7,1933,3,0,12,0,0,31,30,1,2,2,4,0,2,0,0
95KK03,2357,2344,2295,67,6,2222,0,0,35,0,1,13,13,0,6,1,5,0,0,1,0
95KK04,2787,2753,2433,100,20,2309,2,2,58,0,2,260,254,6,4,15,12,0,0,3,0
95KK05,2616,2593,2556,56,11,2488,1,0,24,0,1,12,12,0,2,9,12,0,0,0,0
95KK06,1885,1873,1745,59,22,1663,1,0,16,0,0,112,108,4,5,4,3,0,0,0,0
95KK07,2045,2037,2007,31,4,1970,2,0,16,0,0,14,14,0,1,0,6,0,0,1,0
95KK08,2646,2607,2518,62,24,2430,2,0,44,0,0,45,45,0,7,24,5,0,1,2,0
95KK09,2187,2126,1812,92,5,1711,4,0,23,0,0,291,284,7,20,27,10,0,3,1,0
95KK10,2181,2171,2153,42,11,2098,0,2,13,0,1,4,4,0,1,0,8,0,0,1,0
95KK11,2373,2347,2191,60,25,2102,4,0,22,0,0,134,130,4,12,9,1,0,4,0,0
95KK12,2309,2287,2176,55,9,2112,0,0,28,0,1,82,81,1,5,2,13,0,2,0,0
95KK13,1817,1805,1775,38,10,1723,4,0,15,0,1,14,14,0,3,4,3,0,1,1,0
95KK14,2041,2026,1998,56,5,1937,0,0,21,0,0,7,6,1,2,0,10,0,3,0,0
95KK15,2946,2929,2894,67,16,2810,1,0,26,0,0,9,9,0,1,5,7,0,0,4,0
95KK16,2216,2173,1949,57,16,1872,4,0,45,0,2,177,175,2,2,23,15,0,0,3,0
95LL01,4931,4899,4775,116,16,4639,4,0,63,0,0,61,60,1,6,13,5,0,0,8,0
95LL02,3042,2912,2393,85,15,2288,4,1,39,0,1,479,473,6,26,86,7,2,3,6,0
95LL03,2436,2395,2214,72,31,2106,5,0,21,0,6,154,153,1,5,23,7,0,3,3,0
95LL04,2985,2944,2752,73,7,2672,0,0,40,0,1,151,148,3,7,15,13,0,6,0,0
95LL05,4119,4016,3921,136,28,3748,9,0,47,0,1,47,44,3,13,76,3,0,7,4,0
95LL06,3372,3329,3056,104,31,2913,8,0,31,0,3,239,233,6,12,18,8,0,2,3,0
95LL07,2131,2102,1869,89,21,1757,1,1,7,0,1,225,221,4,4,19,3,0,2,1,0
95LL08,3320,3184,2578,65,14,2495,3,1,47,0,0,559,558,1,27,94,9,0,6,0,0
95LL09,3150,3119,2865,67,22,2773,2,1,47,0,2,205,193,12,4,21,3,0,0,3,0
95LL10,5475,5437,5243,102,31,5109,1,0,70,0,2,122,120,2,3,16,13,0,1,5,0
95LL11,3989,3918,3874,133,28,3706,7,0,21,0,0,23,18,5,10,39,13,0,3,6,0
95LL12,4212,4143,3834,125,30,3677,2,0,70,0,16,223,220,3,4,49,6,0,2,8,0
95LL13,2745,2692,2323,114,13,2189,4,3,43,0,4,322,322,0,4,41,3,0,2,3,0
95LL14,2651,2629,2554,57,12,2484,1,0,26,0,4,45,45,0,9,5,6,1,1,0,0
95LL15,3048,2965,2744,101,37,2599,7,0,40,0,0,181,174,7,17,53,8,0,3,2,0
95LL16,6107,5899,5266,247,45,4966,8,0,87,0,2,544,529,15,25,153,8,3,14,5,0
95LL17,2539,2427,2243,88,30,2118,7,0,29,0,0,155,152,3,14,87,5,1,3,2,0
