GeographyCode,QS404NI0001,QS404NI0002,QS404NI0003,QS404NI0004,QS404NI0005,QS404NI0006,QS404NI0007
95DD17,292,245,0,12,1,15,19
95DD18,269,201,0,26,0,25,17
95DD19,298,220,1,41,0,10,26
95DD20,229,135,0,64,5,10,15
95DD21,253,210,0,7,0,22,14
95DD22,329,231,0,30,22,22,24
95DD23,267,224,1,1,0,19,22
95DD24,232,170,0,23,18,16,5
95EE01,136,104,1,17,0,6,8
95EE02,171,131,0,21,0,11,8
95EE03,196,143,1,33,0,10,9
95EE04,203,144,1,20,0,24,14
95EE05,165,133,0,5,0,12,15
95EE06,173,130,0,23,0,10,10
95EE07,234,160,1,37,0,19,17
95EE08,217,182,1,7,0,12,15
95EE09,160,124,0,22,0,6,8
95EE10,140,108,0,9,0,12,11
95EE11,156,127,0,12,0,13,4
95EE12,195,102,1,43,10,18,21
95EE13,279,156,1,27,57,25,13
95EE14,253,196,0,29,0,15,13
95EE15,162,113,2,25,0,6,16
95EE16,167,135,0,14,0,8,10
95FF01,327,292,0,0,1,22,12
95FF02,228,192,0,10,0,14,12
95FF03,199,143,0,19,12,11,14
95FF04,224,198,0,8,2,4,12
95FF05,328,211,2,53,17,11,34
95FF06,297,224,1,23,5,26,18
95FF07,229,132,0,63,0,9,25
95FF08,331,201,0,58,25,17,30
95FF09,230,148,0,39,2,20,21
95FF10,234,199,1,5,1,11,17
95FF11,229,200,0,10,0,8,11
95FF12,240,195,0,20,0,10,15
95FF13,240,191,0,18,2,10,19
95FF14,236,208,0,6,0,12,10
95FF15,323,188,2,60,18,28,27
95FF16,250,198,0,13,15,12,12
95FF17,248,133,1,62,7,19,26
95GG01,739,513,2,39,84,81,20
95GG02,572,268,3,158,58,42,43
95GG03,676,519,3,31,64,35,24
95GG04,537,165,3,227,69,26,47
95GG05,370,221,1,53,50,30,15
95GG06,572,425,0,97,6,25,19
95GG07,460,323,0,62,35,25,15
95GG08,510,381,1,82,8,20,18
95GG09,691,491,0,81,54,40,25
95GG10,374,195,1,110,21,26,21
95GG11,552,356,2,35,97,45,17
95GG12,253,108,1,56,50,35,3
95GG13,614,385,0,142,24,24,39
95GG14,544,509,0,4,0,18,13
95GG15,845,704,2,78,21,17,23
95GG16,472,313,0,43,57,41,18
95GG17,509,347,1,82,39,23,17
95GG18,433,214,1,115,61,17,25
95GG19,680,129,0,269,158,33,91
95GG20,528,147,1,215,95,23,47
95GG21,524,193,1,224,52,13,41
95GG22,730,490,0,52,128,29,31
95GG23,597,528,0,40,3,14,12
95GG24,587,464,0,41,37,33,12
95GG25,614,415,1,100,60,18,20
95GG26,481,298,2,119,19,29,14
95GG27,489,354,0,108,5,9,13
95GG28,537,381,1,112,8,13,22
95GG29,477,176,3,84,147,41,26
95GG30,656,508,2,68,29,20,29
95GG31,575,445,3,68,25,10,24
95GG32,645,421,0,107,54,28,35
95GG33,587,534,1,5,8,36,3
95GG34,530,424,2,60,19,9,16
95GG35,518,175,2,220,57,20,44
95GG36,692,532,8,27,91,21,13
95GG37,475,368,3,16,35,39,14
95GG38,662,457,1,51,93,32,28
95GG39,704,164,0,313,116,33,78
95GG40,479,65,1,227,105,13,68
95GG41,736,662,1,18,22,17,16
95GG42,592,537,2,5,2,32,14
95GG43,548,326,0,67,104,32,19
95GG44,464,163,0,123,97,39,42
95GG45,675,506,0,125,12,9,23
95GG46,452,278,3,124,25,5,17
95GG47,515,224,1,64,169,32,25
95GG48,323,167,2,110,17,11,16
95GG49,431,268,1,31,64,49,18
95GG50,499,212,0,124,90,38,35
95GG51,587,231,0,112,132,63,49
95HH01,285,193,2,59,1,21,9
95HH02,195,183,0,1,2,2,7
95HH03,292,241,0,2,39,4,6
95HH04,262,217,2,2,26,5,10
95HH05,174,102,0,51,1,8,12
95HH06,245,197,2,9,18,11,8
95HH07,197,110,0,38,26,10,13
95HH08,272,224,1,23,0,15,9
95HH09,441,227,0,47,93,48,26
95HH10,239,219,0,13,0,3,4
95HH11,192,89,0,59,28,9,7
95HH12,163,142,2,6,0,6,7
95HH13,106,60,0,21,9,11,5
95HH14,253,142,0,90,0,3,18
95HH15,304,181,0,55,43,11,14
95HH16,308,242,0,26,16,10,14
95HH17,208,186,3,9,0,2,8
95II01,406,378,0,13,1,5,9
95II02,436,291,1,102,18,4,20
95II03,237,225,1,0,0,6,5
95II04,305,241,0,45,1,3,15
95II05,392,310,2,26,28,12,14
95II06,279,265,2,1,0,8,3
95II07,306,134,2,94,46,8,22
95II08,326,244,0,47,18,10,7
95II09,397,286,1,4,67,28,11
95II10,325,169,1,125,0,6,24
95II11,310,286,1,3,8,8,4
95II12,354,339,1,1,0,6,7
95II13,397,241,1,92,31,7,25
95II14,371,365,1,0,0,2,3
95II15,357,324,5,1,15,5,7
95II16,310,238,0,27,30,7,8
95II17,391,265,1,68,25,11,21
95II18,387,206,0,124,28,8,21
95II19,390,334,1,28,0,7,20
95II20,336,288,2,13,13,12,8
95II21,242,151,2,64,0,3,22
95II22,323,271,2,35,0,3,12
95II23,285,242,1,22,1,8,11
95JJ01,248,204,1,16,0,13,14
95JJ02,315,257,0,35,0,13,10
95JJ03,133,63,3,51,1,6,9
95JJ04,376,295,1,35,0,28,17
95JJ05,305,142,2,45,63,33,20
95JJ06,223,103,4,70,3,16,27
95JJ07,222,88,1,90,15,7,21
95JJ08,318,258,3,23,1,15,18
95JJ09,336,295,0,20,0,8,13
95JJ10,329,215,1,44,16,27,26
95JJ11,435,365,4,29,1,24,12
95JJ12,254,170,0,44,9,15,16
95JJ13,269,224,4,11,0,20,10
95JJ14,237,185,0,28,1,12,11
95JJ15,266,238,2,1,0,19,6
95JJ16,313,185,3,55,25,29,16
95JJ17,237,204,1,10,1,8,13
95JJ18,301,181,0,28,39,35,18
95JJ19,366,293,2,5,36,19,11
95JJ20,375,309,1,32,1,17,15
95JJ21,283,171,0,58,0,31,23
95JJ22,339,288,2,4,22,16,7
95KK01,204,185,0,3,3,8,5
95KK02,195,158,0,15,2,10,10
95KK03,174,162,0,0,0,5,7
95KK04,152,111,0,21,0,10,10
95KK05,186,160,2,4,0,8,12
95KK06,173,121,2,30,0,12,8
95KK07,210,192,0,3,3,4,8
95KK08,220,173,1,10,0,24,12
95KK09,257,166,1,17,32,32,9
95KK10,190,167,1,4,0,6,12
95KK11,238,162,3,46,0,16,11
95KK12,174,136,1,13,0,11,13
95KK13,200,165,0,9,1,9,16
95KK14,179,135,1,19,0,7,17
95KK15,186,156,1,5,0,10,14
95KK16,217,157,1,11,25,16,7
95LL01,335,291,1,12,0,14,17
95LL02,308,180,1,4,36,76,11
95LL03,275,153,0,65,21,14,22
95LL04,282,178,3,46,0,31,24
95LL05,313,258,4,14,1,25,11
95LL06,400,288,4,42,18,26,22
95LL07,356,214,0,89,5,22,26
95LL08,224,90,0,65,31,17,21
95LL09,405,158,1,114,66,37,29
95LL10,311,277,1,4,0,16,13
95LL11,282,220,0,24,9,13,16
95LL12,192,104,1,53,6,17,11
95LL13,208,133,3,45,2,17,8
95LL14,271,183,0,57,2,8,21
95LL15,420,287,0,20,61,41,11
95LL16,412,335,2,34,1,24,16
95LL17,376,273,3,40,21,20,19
95LL18,426,379,1,2,4,18,22
95LL19,427,324,2,52,4,19,26
95LL20,234,156,1,53,3,6,15
95LL21,470,277,0,64,60,46,23
95LL22,247,193,0,27,0,17,10
95LL23,294,169,1,83,1,24,16
95LL24,292,235,0,7,2,23,25
95LL25,389,323,2,26,2,18,18
95LL26,262,207,4,8,8,27,8
95MM01,325,231,1,63,6,13,11
95MM02,341,301,0,17,1,14,8
95MM03,274,236,1,15,1,7,14
95MM04,285,188,2,42,35,8,10
95MM05,249,98,0,78,46,10,17
95MM06,220,151,0,45,1,10,13
95MM07,351,203,2,96,19,14,17
95MM08,375,209,0,42,95,12,17
95MM09,279,210,0,24,10,11,24
95MM10,138,70,1,46,6,5,10
95MM11,179,104,1,51,5,2,16
95MM12,194,100,0,45,19,15,15
95MM13,417,205,3,75,10,111,13
95MM14,338,169,0,69,61,24,15
95MM15,334,242,0,28,33,20,11
95MM16,305,212,0,52,2,29,10
95MM17,264,192,1,29,15,13,14
95MM18,272,215,0,23,0,21,13
95MM19,237,209,10,0,0,16,2
95MM20,498,347,0,84,9,24,34
95MM21,281,234,1,27,1,10,8
95MM22,380,307,2,4,39,16,12
95MM23,230,153,1,32,14,22,8
95MM24,231,154,0,59,3,4,11
95MM25,223,83,0,75,46,9,10
95MM26,165,124,5,17,0,12,7
95MM27,313,190,0,32,56,27,8
95MM28,216,95,1,55,32,19,14
95MM29,244,158,2,51,0,21,12
95MM30,263,160,1,48,39,6,9
95NN01,305,236,2,29,0,27,11
95NN02,239,207,1,13,4,7,7
95NN03,306,195,3,32,34,16,26
95NN04,232,145,0,44,1,19,23
95NN05,256,178,0,40,2,19,17
95NN06,255,187,0,19,7,19,23
95NN07,254,140,4,25,43,28,14
95NN08,303,251,0,17,1,15,19
95NN09,284,220,2,34,0,13,15
95NN10,411,285,0,11,68,31,16
95NN11,287,232,1,24,0,12,18
95NN12,281,202,1,31,0,26,21
95NN13,294,254,1,6,0,21,12
95NN14,276,219,0,17,2,26,12
95NN15,336,204,0,61,6,44,21
95NN16,323,280,3,6,0,18,16
95NN17,244,184,1,22,2,19,16
95NN18,259,209,0,21,0,19,10
95NN19,373,306,0,23,0,23,21
95NN20,291,230,0,16,7,14,24
95NN21,387,300,3,25,0,36,23
95NN22,295,238,1,16,0,25,15
95NN23,273,234,0,11,1,21,6
95OO01,202,174,1,3,0,10,14
95OO02,186,162,0,8,0,5,11
95OO03,239,196,0,20,4,10,9
95OO04,230,180,0,23,0,17,10
95OO05,174,115,1,39,4,7,8
95OO06,217,190,1,7,0,12,7
95OO07,226,189,0,14,0,10,13
95OO08,233,197,1,9,1,14,11
95OO09,210,168,1,19,0,9,13
95OO10,229,166,0,25,1,22,15
95OO11,182,111,1,26,9,18,17
95OO12,213,176,0,10,5,15,7
95OO13,196,157,0,14,1,14,10
95OO14,215,172,1,13,1,14,14
95OO15,195,137,1,24,0,17,16
95OO16,261,170,1,30,14,25,21
95OO17,251,214,0,13,0,8,16
95OO18,260,180,0,20,26,14,20
95OO19,222,182,0,13,0,15,12
95OO20,246,181,1,29,7,9,19
95OO21,235,161,0,24,19,21,10
95OO22,205,183,0,2,0,10,10
95PP01,238,198,0,14,0,12,14
95PP02,299,239,1,22,1,18,18
95PP03,272,221,2,19,4,11,15
95PP04,284,247,0,3,0,17,17
95PP05,245,204,0,12,0,16,13
95PP06,296,217,2,28,21,18,10
95PP07,250,200,1,18,0,20,11
95PP08,257,206,0,11,7,13,20
95PP09,233,164,2,37,0,10,20
95PP10,226,190,0,9,2,7,18
95PP11,272,209,1,37,2,10,13
95PP12,237,216,0,3,2,9,7
95PP13,282,172,2,28,36,17,27
95PP14,366,269,3,30,7,33,24
95PP15,235,197,0,13,0,9,16
95PP16,218,197,0,1,0,14,6
95PP17,262,176,0,32,0,29,25
95PP18,277,237,0,9,0,14,17
95PP19,228,168,1,20,4,12,23
95PP20,332,199,1,22,52,30,28
95PP21,238,182,0,26,9,7,14
95PP22,287,215,1,22,25,12,12
95PP23,234,192,0,10,0,17,15
95QQ01,229,145,1,36,16,20,11
95QQ02,211,175,0,10,0,18,8
95QQ03,143,95,2,32,0,4,10
95QQ04,168,105,2,41,0,8,12
95QQ05,331,293,1,6,1,20,10
95QQ06,202,150,0,16,0,26,10
95QQ07,316,158,0,44,59,40,15
95QQ08,260,163,0,69,2,10,16
95QQ09,353,255,1,18,47,20,12
95QQ10,185,141,1,6,10,15,12
95QQ11,217,177,2,15,1,6,16
95QQ12,218,167,0,13,0,26,12
95QQ13,263,224,0,17,0,13,9
95QQ14,303,255,1,7,1,25,14
95QQ15,234,181,2,9,3,32,7
95RR01,254,202,0,12,6,19,15
95RR02,167,116,0,32,6,7,6
95RR03,129,68,1,41,1,9,9
95RR04,188,136,1,15,13,16,7
95RR05,201,134,1,44,5,9,8
95RR06,167,122,0,11,0,18,16
95RR07,190,146,2,11,0,17,14
95RR08,175,152,1,8,0,5,9
95RR09,188,138,0,24,0,14,12
95RR10,151,91,1,36,0,10,13
95RR11,178,137,3,17,1,15,5
95RR12,198,160,1,19,0,9,9
95RR13,252,150,1,32,35,23,11
95RR14,150,126,0,10,0,4,10
95RR15,172,143,0,11,0,14,4
95SS01,360,315,1,16,1,16,11
95SS02,389,358,0,8,1,4,18
95SS03,380,344,0,2,0,17,17
95SS04,409,220,2,87,59,19,22
95SS05,428,357,1,27,0,23,20
95SS06,172,70,1,67,16,4,14
95SS07,479,324,2,111,10,15,17
95SS08,414,356,1,16,1,16,24
95SS09,386,346,0,13,2,12,13
95SS10,303,204,0,26,52,8,13
95SS11,366,314,2,18,0,11,21
95SS12,416,339,2,25,22,16,12
95SS13,347,208,3,91,10,10,25
95SS14,369,244,0,90,3,13,19
95SS15,517,404,0,40,24,23,26
95SS16,200,129,0,35,22,0,14
95SS17,367,224,4,95,5,16,23
95SS18,433,229,0,76,100,10,18
95SS19,296,193,0,74,5,9,15
95SS20,442,392,0,2,11,20,17
95SS21,331,295,2,10,0,9,15
95SS22,370,330,1,11,15,7,6
95SS23,379,320,2,37,2,5,13
95SS24,409,313,1,23,33,24,15
95SS25,260,98,0,105,29,8,20
95SS26,186,126,2,24,25,4,5
95SS27,380,210,2,122,10,10,26
95SS28,306,188,0,67,4,26,21
95SS29,224,128,2,75,2,3,14
95SS30,394,363,1,1,8,13,8
95TT01,212,189,0,0,0,8,15
95TT02,200,168,0,8,0,9,15
95TT03,247,185,1,22,2,26,11
95TT04,236,186,0,19,11,11,9
95TT05,243,157,1,22,19,27,17
95TT06,226,160,0,19,18,8,21
95TT07,215,185,0,8,0,8,14
95TT08,211,184,1,7,0,16,3
95TT09,247,220,0,7,0,6,14
95TT10,232,135,0,49,8,20,20
95TT11,225,197,1,3,0,6,18
95TT12,263,219,1,23,1,9,10
95TT13,227,133,2,38,1,35,18
95TT14,214,150,0,23,17,10,14
95TT15,230,173,3,21,0,15,18
95TT16,224,189,0,15,0,5,15
95UU01,87,56,0,17,0,10,4
95UU02,152,113,2,14,0,14,9
95UU03,150,117,1,4,11,12,5
95UU04,109,59,0,24,11,5,10
95UU05,120,92,0,16,0,4,8
95UU06,166,138,0,11,0,8,9
95UU07,99,82,0,7,0,5,5
95UU08,150,109,0,9,9,11,12
95UU09,139,112,1,8,0,9,9
95UU10,129,99,0,6,1,16,7
95UU11,120,96,0,8,0,8,8
95UU12,148,91,0,15,10,22,10
95UU13,103,79,0,9,0,9,6
95UU14,166,107,0,25,13,17,4
95UU15,96,66,0,13,0,6,11
95VV01,322,250,3,17,2,25,25
95VV02,295,180,2,55,26,15,17
95VV03,266,186,0,40,1,28,11
95VV04,280,238,0,10,0,15,17
95VV05,246,215,0,6,1,9,15
95VV06,245,209,0,13,0,11,12
95VV07,341,260,1,27,3,31,19
95VV08,233,202,1,9,1,9,11
95VV09,220,167,3,19,10,12,9
95VV10,238,177,1,32,3,14,11
95VV11,279,237,0,10,0,17,15
95VV12,242,170,0,36,6,18,12
95VV13,237,207,1,1,0,13,15
95VV14,300,223,0,31,0,30,16
95VV15,232,163,1,37,6,13,12
95VV16,250,219,0,5,2,13,11
95VV17,291,234,5,17,2,16,17
95VV18,377,256,5,42,21,34,19
95VV19,310,232,4,23,0,38,13
95VV20,240,206,0,4,3,11,16
95VV21,247,216,0,5,0,11,15
95VV22,234,170,0,29,3,11,21
95VV23,335,238,3,13,30,38,13
95VV24,390,252,4,37,37,34,26
95VV25,282,234,1,19,5,10,13
95VV26,241,199,1,17,1,11,12
95VV27,243,175,1,29,4,16,18
95VV28,295,198,0,33,26,29,9
95VV29,244,205,1,14,0,8,16
95VV30,275,222,1,19,9,16,8
95WW01,382,274,2,37,31,25,13
95WW02,394,259,1,89,17,9,19
95WW03,392,253,2,52,28,32,25
95WW04,265,227,0,24,1,5,8
95WW05,347,274,1,34,22,6,10
95WW06,312,274,1,5,1,15,16
95WW07,400,370,0,0,0,18,12
95WW08,353,319,1,0,22,5,6
95WW09,418,340,1,31,24,6,16
95WW10,326,266,4,24,5,9,18
95WW11,280,266,3,1,0,4,6
95WW12,292,172,2,84,0,11,23
95WW13,318,257,1,26,0,20,14
95WW14,278,112,0,110,31,6,19
95WW15,291,279,0,1,0,6,5
95WW16,358,238,2,38,55,15,10
95WW17,329,253,0,36,30,2,8
95WW18,379,333,1,5,9,22,9
95WW19,501,454,0,9,16,10,12
95WW20,340,297,0,14,3,16,10
95WW21,281,151,0,99,3,8,20
95WW22,279,172,1,85,0,4,17
95WW23,410,325,1,28,27,14,15
95WW24,390,217,1,75,39,43,15
95WW25,374,153,0,169,11,15,26
95XX01,272,257,4,2,2,0,7
95XX02,347,318,0,2,6,13,8
95XX03,305,293,3,1,0,5,3
95XX04,277,255,7,0,0,9,6
95XX05,454,337,4,23,36,43,11
95XX06,348,197,3,62,45,23,18
95XX07,522,369,1,12,106,19,15
95XX08,517,431,1,3,13,56,13
95XX09,496,347,1,21,94,22,11
95XX10,255,192,4,35,0,12,12
95XX11,354,182,2,115,19,8,28
95XX12,360,328,1,11,2,11,7
95XX13,480,453,0,3,3,9,12
95XX14,352,341,2,0,0,4,5
95XX15,315,189,0,97,2,9,18
95XX16,587,513,5,31,11,15,12
95XX17,295,220,1,4,6,56,8
95XX18,414,266,0,38,68,26,16
95XX19,348,294,1,17,16,11,9
95XX20,323,226,4,62,3,11,17
95XX21,490,404,1,0,53,28,4
95XX22,287,259,1,0,4,16,7
95XX23,292,220,6,18,17,22,9
95XX24,439,380,3,0,4,48,4
95XX25,310,202,0,68,9,5,26
95YY01,222,169,0,19,0,20,14
95YY02,226,152,0,46,0,15,13
95YY03,229,190,0,2,0,22,15
95YY04,239,182,0,25,4,14,14
95YY05,249,185,3,28,0,13,20
95YY06,213,158,0,15,3,13,24
95YY07,218,181,0,6,0,15,16
95YY08,198,154,0,18,0,15,11
95YY09,284,225,1,16,6,14,22
95YY10,222,195,0,5,2,7,13
95YY11,226,165,0,27,1,14,19
95YY12,207,165,1,11,0,12,18
95YY13,214,129,1,42,8,14,20
95YY14,166,127,3,7,0,17,12
95YY15,189,99,0,34,27,18,11
95YY16,210,184,0,5,0,10,11
95YY17,180,157,0,3,0,11,9
95YY18,178,156,0,2,3,6,11
95YY19,222,153,0,25,20,14,10
95YY20,197,163,0,8,1,17,8
95YY21,212,176,2,4,0,16,14
95ZZ01,250,197,3,21,0,13,16
95ZZ02,183,128,0,39,2,2,12
95ZZ03,272,172,1,36,19,25,19
95ZZ04,251,180,0,16,1,27,27
95ZZ05,204,157,0,21,1,12,13
95ZZ06,229,97,0,83,17,17,15
95ZZ07,228,178,2,20,1,11,16
95ZZ08,250,197,0,20,2,15,16
95ZZ09,241,140,0,37,16,23,25
95ZZ10,274,215,0,12,7,29,11
95ZZ11,231,175,1,10,2,24,19
95ZZ12,219,150,2,40,2,7,18
95ZZ13,209,159,0,19,3,13,15
95ZZ14,191,141,2,27,4,8,9
95ZZ15,229,181,0,15,10,6,17
95ZZ16,265,178,1,38,18,14,16
