GeographyCode,QS412NI0001,QS412NI0002,QS412NI0003,QS412NI0004
95GG12,219,208,3,8
95GG13,25,19,0,6
95GG14,0,0,0,0
95GG15,230,229,0,1
95GG16,86,84,0,2
95GG17,0,0,0,0
95GG18,0,0,0,0
95GG19,58,51,0,7
95GG20,109,106,3,0
95GG21,105,98,1,6
95GG22,53,42,1,10
95GG23,56,37,0,19
95GG24,197,187,0,10
95GG25,46,43,3,0
95GG26,74,59,0,15
95GG27,92,30,55,7
95GG28,16,16,0,0
95GG29,10,9,0,1
95GG30,0,0,0,0
95GG31,0,0,0,0
95GG32,18,18,0,0
95GG33,103,86,9,8
95GG34,61,55,0,6
95GG35,81,74,1,6
95GG36,0,0,0,0
95GG37,150,131,0,19
95GG38,185,151,4,30
95GG39,42,41,1,0
95GG40,111,94,6,11
95GG41,276,245,5,26
95GG42,1547,1538,7,2
95GG43,91,90,1,0
95GG44,0,0,0,0
95GG45,24,23,0,1
95GG46,46,43,0,3
95GG47,65,64,0,1
95GG48,93,71,0,22
95GG49,105,103,2,0
95GG50,0,0,0,0
95GG51,15,15,0,0
95HH01,78,78,0,0
95HH02,0,0,0,0
95HH03,0,0,0,0
95HH04,0,0,0,0
95HH05,0,0,0,0
95HH06,9,9,0,0
95HH07,0,0,0,0
95HH08,66,66,0,0
95HH09,77,77,0,0
95HH10,1,0,0,1
95HH11,51,51,0,0
95HH12,0,0,0,0
95HH13,0,0,0,0
95HH14,0,0,0,0
95HH15,45,45,0,0
95HH16,0,0,0,0
95HH17,2,0,2,0
95II01,18,13,0,5
95II02,361,329,1,31
95II03,0,0,0,0
95II04,72,40,5,27
95II05,134,127,1,6
95II06,0,0,0,0
95II07,13,9,0,4
95II08,0,0,0,0
95II09,16,12,4,0
95II10,0,0,0,0
95II11,12,9,0,3
95II12,31,28,3,0
95II13,1,0,0,1
95II14,40,35,0,5
95II15,0,0,0,0
95II16,0,0,0,0
95II17,0,0,0,0
95II18,0,0,0,0
95II19,5,2,3,0
95II20,37,32,0,5
95II21,0,0,0,0
95II22,0,0,0,0
95II23,0,0,0,0
95JJ01,4,0,0,4
95JJ02,7,6,1,0
95JJ03,0,0,0,0
95JJ04,0,0,0,0
95JJ05,60,53,0,7
95JJ06,40,40,0,0
95JJ07,69,66,0,3
95JJ08,179,168,2,9
95JJ09,4,0,2,2
95JJ10,0,0,0,0
95JJ11,6,0,3,3
95JJ12,15,15,0,0
95JJ13,0,0,0,0
95JJ14,0,0,0,0
95JJ15,117,93,3,21
95JJ16,44,34,4,6
95JJ17,12,8,2,2
95JJ18,95,84,7,4
95JJ19,46,31,12,3
95JJ20,0,0,0,0
95JJ21,581,580,1,0
95JJ22,27,26,0,1
95KK01,0,0,0,0
95KK02,29,29,0,0
95KK03,13,13,0,0
95KK04,0,0,0,0
95KK05,29,29,0,0
95KK06,0,0,0,0
95KK07,0,0,0,0
95KK08,34,25,0,9
95KK09,33,29,0,4
95KK10,0,0,0,0
95KK11,0,0,0,0
95KK12,0,0,0,0
95KK13,48,47,0,1
95KK14,0,0,0,0
95KK15,28,27,0,1
95KK16,88,86,0,2
95LL01,0,0,0,0
95LL02,19,19,0,0
95LL03,0,0,0,0
95LL04,47,47,0,0
95LL05,38,36,0,2
95LL06,44,37,0,7
95LL07,0,0,0,0
95LL08,20,14,0,6
95LL09,137,114,3,20
95LL10,0,0,0,0
95LL11,23,23,0,0
95LL12,0,0,0,0
95LL13,0,0,0,0
95LL14,0,0,0,0
95LL15,62,59,0,3
95LL16,62,61,1,0
95LL17,10,9,1,0
95LL18,20,15,0,5
95LL19,0,0,0,0
95LL20,0,0,0,0
95LL21,0,0,0,0
95LL22,0,0,0,0
95LL23,0,0,0,0
95LL24,26,25,0,1
95LL25,0,0,0,0
95LL26,2,1,0,1
95MM01,87,86,0,1
95MM02,52,23,27,2
95MM03,0,0,0,0
95MM04,0,0,0,0
95MM05,22,22,0,0
95MM06,51,45,0,6
95MM07,23,23,0,0
95MM08,5,5,0,0
95MM09,0,0,0,0
95MM10,0,0,0,0
95MM11,0,0,0,0
95MM12,0,0,0,0
95MM13,0,0,0,0
95MM14,125,114,3,8
95MM15,72,71,0,1
95MM16,67,57,10,0
95MM17,0,0,0,0
95MM18,64,64,0,0
95MM19,0,0,0,0
95MM20,8,7,1,0
95MM21,25,25,0,0
95MM22,20,20,0,0
95MM23,45,45,0,0
95MM24,0,0,0,0
95MM25,9,7,0,2
95MM26,2,2,0,0
95MM27,616,595,4,17
95MM28,82,67,3,12
95MM29,2,2,0,0
95MM30,0,0,0,0
95NN01,44,39,0,5
95NN02,0,0,0,0
95NN03,96,96,0,0
95NN04,73,69,4,0
95NN05,25,17,0,8
95NN06,92,88,3,1
95NN07,30,28,2,0
95NN08,0,0,0,0
95NN09,39,27,0,12
95NN10,82,68,2,12
95NN11,0,0,0,0
95NN12,0,0,0,0
95NN13,46,45,0,1
95NN14,217,216,0,1
95NN15,50,48,0,2
95NN16,56,42,0,14
95NN17,4,0,4,0
95NN18,84,77,1,6
95NN19,0,0,0,0
95NN20,21,17,0,4
95NN21,7,1,2,4
95NN22,1,1,0,0
95NN23,50,41,4,5
95OO01,46,43,0,3
95OO02,0,0,0,0
95OO03,30,30,0,0
95OO04,8,8,0,0
95OO05,42,41,0,1
95OO06,0,0,0,0
95OO07,0,0,0,0
95OO08,39,27,0,12
95OO09,29,29,0,0
95OO10,70,65,0,5
95OO11,0,0,0,0
95OO12,15,15,0,0
95OO13,49,47,2,0
95OO14,0,0,0,0
95OO15,4,4,0,0
95OO16,0,0,0,0
95OO17,0,0,0,0
95OO18,0,0,0,0
95OO19,20,20,0,0
95OO20,34,28,1,5
95OO21,0,0,0,0
95OO22,4,4,0,0
95PP01,0,0,0,0
95PP02,0,0,0,0
95PP03,28,20,1,7
95PP04,14,7,1,6
95PP05,38,32,2,4
95PP06,83,77,0,6
95PP07,84,84,0,0
95PP08,0,0,0,0
95PP09,100,87,4,9
95PP10,0,0,0,0
95PP11,74,61,1,12
95PP12,28,15,0,13
95PP13,3,3,0,0
95PP14,51,45,3,3
95PP15,8,1,2,5
95PP16,31,23,1,7
95PP17,94,94,0,0
95PP18,14,7,3,4
95PP19,0,0,0,0
95PP20,14,14,0,0
95PP21,0,0,0,0
95PP22,2,0,0,2
95PP23,75,73,1,1
95QQ01,0,0,0,0
95QQ02,0,0,0,0
95QQ03,0,0,0,0
95QQ04,0,0,0,0
95QQ05,3,2,1,0
95QQ06,36,34,0,2
95QQ07,42,40,0,2
95QQ08,0,0,0,0
95QQ09,70,67,0,3
95QQ10,0,0,0,0
95QQ11,0,0,0,0
95QQ12,114,82,32,0
95QQ13,0,0,0,0
95QQ14,0,0,0,0
95QQ15,1,1,0,0
95RR01,0,0,0,0
95RR02,2,0,2,0
95RR03,0,0,0,0
95RR04,0,0,0,0
95RR05,18,7,0,11
95RR06,0,0,0,0
95RR07,0,0,0,0
95RR08,0,0,0,0
95RR09,0,0,0,0
95RR10,0,0,0,0
95RR11,604,584,0,20
95RR12,0,0,0,0
95RR13,62,58,4,0
95RR14,0,0,0,0
95RR15,0,0,0,0
95SS01,378,369,1,8
95SS02,69,63,0,6
95SS03,2,0,1,1
95SS04,20,19,0,1
95SS05,0,0,0,0
95SS06,0,0,0,0
95SS07,120,118,1,1
95SS08,40,36,0,4
95SS09,0,0,0,0
95SS10,44,44,0,0
95SS11,0,0,0,0
95SS12,0,0,0,0
95SS13,0,0,0,0
95SS14,0,0,0,0
95SS15,40,34,0,6
95SS16,50,37,0,13
95SS17,74,74,0,0
95SS18,112,102,0,10
95SS19,0,0,0,0
95SS20,0,0,0,0
95SS21,2,1,0,1
95SS22,45,33,0,12
95SS23,3,0,1,2
95SS24,65,56,1,8
95SS25,0,0,0,0
95SS26,0,0,0,0
95SS27,31,31,0,0
95SS28,37,37,0,0
95SS29,0,0,0,0
95SS30,508,491,0,17
95TT01,0,0,0,0
95TT02,0,0,0,0
95TT03,36,33,2,1
95TT04,0,0,0,0
95TT05,61,60,0,1
95TT06,0,0,0,0
95TT07,43,42,0,1
95TT08,0,0,0,0
95TT09,0,0,0,0
95TT10,0,0,0,0
95TT11,58,55,1,2
95TT12,0,0,0,0
95TT13,0,0,0,0
95TT14,0,0,0,0
95TT15,18,18,0,0
95TT16,0,0,0,0
95UU01,0,0,0,0
95UU02,0,0,0,0
95UU03,77,54,7,16
95UU04,4,0,2,2
95UU05,2,2,0,0
95UU06,0,0,0,0
95UU07,2,0,1,1
95UU08,0,0,0,0
95UU09,2,2,0,0
95UU10,38,29,0,9
95UU11,0,0,0,0
95UU12,0,0,0,0
95UU13,6,0,5,1
95UU14,9,9,0,0
95UU15,3,3,0,0
95VV01,6,0,1,5
95VV02,10,3,0,7
95VV03,36,35,0,1
95VV04,0,0,0,0
95VV05,15,15,0,0
95VV06,0,0,0,0
95VV07,0,0,0,0
95VV08,36,36,0,0
95VV09,0,0,0,0
95VV10,0,0,0,0
95VV11,32,26,0,6
95VV12,20,20,0,0
95VV13,10,5,4,1
95VV14,16,16,0,0
95VV15,14,14,0,0
95VV16,0,0,0,0
95VV17,0,0,0,0
95VV18,45,42,0,3
95VV19,14,13,0,1
95VV20,0,0,0,0
95VV21,0,0,0,0
95VV22,0,0,0,0
95VV23,17,9,3,5
95VV24,53,53,0,0
95VV25,0,0,0,0
95VV26,0,0,0,0
95VV27,47,46,1,0
95VV28,89,86,0,3
95VV29,0,0,0,0
95VV30,98,98,0,0
95WW01,72,72,0,0
95WW02,75,69,0,6
95WW03,11,11,0,0
95WW04,0,0,0,0
95WW05,19,19,0,0
95WW06,21,21,0,0
95WW07,68,61,0,7
95WW08,0,0,0,0
95WW09,0,0,0,0
95WW10,0,0,0,0
95WW11,0,0,0,0
95WW12,32,27,0,5
95WW13,4,2,0,2
95WW14,33,22,0,11
95WW15,62,51,0,11
95WW16,32,29,0,3
95WW17,0,0,0,0
95WW18,9,9,0,0
95WW19,0,0,0,0
95WW20,0,0,0,0
95WW21,36,36,0,0
95WW22,0,0,0,0
95WW23,1454,1422,7,25
95WW24,70,68,2,0
95WW25,0,0,0,0
95XX01,35,26,6,3
95XX02,79,71,2,6
95XX03,0,0,0,0
95XX04,61,61,0,0
95XX05,36,36,0,0
95XX06,0,0,0,0
95XX07,0,0,0,0
95XX08,0,0,0,0
95XX09,108,101,0,7
95XX10,73,68,2,3
95XX11,16,16,0,0
95XX12,110,105,3,2
95XX13,35,21,0,14
95XX14,74,56,5,13
95XX15,16,16,0,0
95XX16,10,9,0,1
95XX17,26,25,1,0
95XX18,165,161,3,1
95XX19,42,41,1,0
95XX20,329,311,5,13
95XX21,133,126,4,3
95XX22,0,0,0,0
95XX23,90,72,0,18
95XX24,0,0,0,0
95XX25,24,19,0,5
95YY01,5,3,0,2
95YY02,132,110,3,19
95YY03,62,53,1,8
95YY04,56,53,0,3
95YY05,45,36,1,8
95YY06,5,1,2,2
95YY07,0,0,0,0
95YY08,0,0,0,0
95YY09,65,63,2,0
95YY10,2,0,1,1
95YY11,0,0,0,0
95YY12,88,88,0,0
95YY13,0,0,0,0
95YY14,2,2,0,0
95YY15,0,0,0,0
95YY16,2,0,0,2
95YY17,0,0,0,0
95YY18,0,0,0,0
95YY19,17,12,5,0
95YY20,0,0,0,0
95YY21,3,1,2,0
95ZZ01,0,0,0,0
95ZZ02,0,0,0,0
95ZZ03,36,24,4,8
95ZZ04,42,35,0,7
95ZZ05,0,0,0,0
95ZZ06,0,0,0,0
95ZZ07,0,0,0,0
95ZZ08,6,0,2,4
95ZZ09,26,22,1,3
95ZZ10,10,10,0,0
95ZZ11,0,0,0,0
95ZZ12,0,0,0,0
95ZZ13,0,0,0,0
95ZZ14,97,91,0,6
95ZZ15,0,0,0,0
95ZZ16,31,31,0,0
