GeographyCode,QS603NI0001,QS603NI0002,QS603NI0003,QS603NI0004
95WW12,95,31,9,55
95WW13,193,57,5,131
95WW14,108,26,12,70
95WW15,227,89,19,119
95WW16,188,67,28,93
95WW17,111,37,9,65
95WW18,105,30,12,63
95WW19,507,170,27,310
95WW20,597,216,45,336
95WW21,201,55,16,130
95WW22,186,71,5,110
95WW23,1575,584,181,810
95WW24,201,78,12,111
95WW25,80,25,4,51
95XX01,411,147,50,214
95XX02,163,41,14,108
95XX03,177,64,14,99
95XX04,233,92,16,125
95XX05,132,54,6,72
95XX06,217,74,20,123
95XX07,145,39,18,88
95XX08,153,51,10,92
95XX09,121,31,16,74
95XX10,279,82,41,156
95XX11,301,82,41,178
95XX12,209,63,9,137
95XX13,108,25,3,80
95XX14,153,54,2,97
95XX15,109,41,12,56
95XX16,117,41,7,69
95XX17,171,52,20,99
95XX18,171,56,7,108
95XX19,147,43,8,96
95XX20,134,46,7,81
95XX21,181,52,11,118
95XX22,114,47,8,59
95XX23,157,46,11,100
95XX24,129,41,8,80
95XX25,131,48,6,77
95YY01,179,37,7,135
95YY02,165,41,16,108
95YY03,195,48,12,135
95YY04,205,54,12,139
95YY05,74,16,1,57
95YY06,167,44,10,113
95YY07,248,49,22,177
95YY08,137,28,5,104
95YY09,145,37,4,104
95YY10,165,43,2,120
95YY11,124,28,9,87
95YY12,198,41,10,147
95YY13,173,31,10,132
95YY14,254,75,20,159
95YY15,116,23,6,87
95YY16,172,42,8,122
95YY17,150,38,9,103
95YY18,201,47,15,139
95YY19,75,23,8,44
95YY20,197,31,10,156
95YY21,148,34,13,101
95ZZ01,180,40,14,126
95ZZ02,135,21,15,99
95ZZ03,135,22,3,110
95ZZ04,172,40,8,124
95ZZ05,145,16,9,120
95ZZ06,98,17,3,78
95ZZ07,195,45,15,135
95ZZ08,182,23,6,153
95ZZ09,126,30,4,92
95ZZ10,211,51,29,131
95ZZ11,152,39,9,104
95ZZ12,116,30,6,80
95ZZ13,153,40,12,101
95ZZ14,242,63,26,153
95ZZ15,147,38,6,103
95ZZ16,195,56,28,111
