GeographyCode,QS602NI0001,QS602NI0002,QS602NI0003,QS602NI0004,QS602NI0005,QS602NI0006,QS602NI0007,QS602NI0008,QS602NI0009,QS602NI0010,QS602NI0011,QS602NI0012,QS602NI0013,QS602NI0014,QS602NI0015,QS602NI0016
95DD24,882,675,77,476,1,29,9,53,28,2,207,134,4,20,36,13
95EE01,534,401,31,201,1,31,15,97,24,1,133,78,2,14,30,9
95EE02,708,524,52,304,1,37,11,81,36,2,184,94,2,19,52,17
95EE03,722,482,63,302,1,22,12,35,43,4,240,102,2,37,71,28
95EE04,631,479,46,301,1,36,10,56,26,3,152,93,0,14,27,18
95EE05,502,373,36,202,2,37,15,60,20,1,129,87,0,7,27,8
95EE06,608,487,46,274,1,29,15,94,24,4,121,72,1,12,20,16
95EE07,619,418,75,258,0,11,13,35,26,0,201,111,4,28,45,13
95EE08,600,425,35,284,1,30,8,32,34,1,175,114,2,12,32,15
95EE09,522,413,45,209,1,35,10,94,17,2,109,56,2,12,28,11
95EE10,536,416,36,236,1,31,6,79,26,1,120,75,0,14,21,10
95EE11,474,373,28,183,1,43,13,93,11,1,101,68,0,10,17,6
95EE12,980,667,114,403,0,22,11,44,68,5,313,128,5,52,92,36
95EE13,572,327,56,180,3,24,13,22,28,1,245,136,4,19,62,24
95EE14,889,658,73,416,1,39,22,70,34,3,231,130,0,26,58,17
95EE15,530,396,35,199,6,43,8,85,19,1,134,80,3,8,33,10
95EE16,625,479,39,280,2,50,13,80,15,0,146,89,1,20,26,10
95FF01,1596,1334,135,937,4,78,26,114,32,8,262,182,4,25,33,18
95FF02,810,654,56,301,3,57,26,174,33,4,156,92,2,12,33,17
95FF03,1075,834,117,571,1,18,23,64,35,5,241,112,2,35,71,21
95FF04,742,612,48,319,2,57,22,142,20,2,130,84,0,10,27,9
95FF05,948,680,87,468,1,26,8,57,32,1,268,159,5,25,64,15
95FF06,1399,1169,107,843,5,48,22,106,35,3,230,147,5,20,38,20
95FF07,1050,696,122,416,2,21,14,42,75,4,354,138,9,42,129,36
95FF08,812,559,72,366,5,23,15,45,30,3,253,153,3,13,67,17
95FF09,890,626,68,399,2,44,19,67,23,4,264,127,4,22,83,28
95FF10,1126,948,68,572,1,67,27,179,31,3,178,117,0,14,37,10
95FF11,759,625,38,353,3,44,19,148,17,3,134,90,0,10,24,10
95FF12,916,687,70,448,1,57,14,72,21,4,229,145,0,20,53,11
95FF13,866,662,67,378,3,66,23,106,16,3,204,126,5,12,49,12
95FF14,757,606,32,375,4,68,21,94,8,4,151,116,0,8,20,7
95FF15,911,622,86,393,2,28,12,67,29,5,289,159,5,39,63,23
95FF16,816,579,56,391,1,35,15,57,20,4,237,143,0,15,67,12
95FF17,736,457,59,306,0,13,5,40,32,2,279,132,7,19,95,26
95GG01,1582,923,199,541,1,33,25,69,51,4,659,330,5,68,216,40
95GG02,2338,1105,360,460,2,7,21,19,215,21,1233,354,17,250,495,117
95GG03,2304,1813,185,1313,4,83,33,131,49,15,491,332,12,31,91,25
95GG04,2053,1084,274,617,0,11,18,31,122,11,969,306,10,163,384,106
95GG05,2600,2123,222,1553,6,42,38,123,99,40,477,196,12,51,151,67
95GG06,2060,1460,276,960,4,20,21,62,106,11,600,262,7,82,199,50
95GG07,2049,1202,317,688,1,11,20,37,105,23,847,264,13,156,312,102
95GG08,1895,1332,259,812,5,40,31,73,102,10,563,262,19,80,146,56
95GG09,2243,1676,222,1189,3,69,32,105,51,5,567,357,6,58,114,32
95GG10,1833,1302,211,834,3,5,12,31,147,59,531,201,9,75,195,51
95GG11,2411,1782,230,1243,1,44,29,95,123,17,629,305,12,69,187,56
95GG12,3322,2567,252,1300,9,17,26,77,165,721,755,162,175,72,264,82
95GG13,1773,1239,175,804,3,57,20,83,90,7,534,280,1,53,137,63
95GG14,1512,1212,126,850,5,80,26,84,30,11,300,228,2,16,36,18
95GG15,2049,1589,135,1157,9,78,37,124,38,11,460,345,10,25,60,20
95GG16,1969,1391,214,918,2,39,24,87,96,11,578,228,13,84,194,59
95GG17,1895,1154,233,677,3,29,24,72,99,17,741,296,22,128,213,82
95GG18,1921,1001,240,587,1,6,12,25,115,15,920,220,22,167,398,113
95GG19,1886,837,226,435,4,10,8,22,125,7,1049,351,13,166,422,97
95GG20,2087,1244,250,741,5,13,21,64,118,32,843,280,13,109,348,93
95GG21,2011,902,266,443,2,7,10,18,136,20,1109,290,17,171,517,114
95GG22,1799,1110,238,677,1,38,30,69,48,9,689,345,8,79,203,54
95GG23,1527,1145,136,788,4,74,22,84,30,7,382,314,3,16,36,13
95GG24,1632,1182,182,801,2,51,20,68,49,9,450,282,5,45,89,29
95GG25,1814,1151,267,683,5,27,20,58,80,11,663,270,12,94,225,62
95GG26,1420,822,199,476,2,5,11,39,79,11,598,257,6,95,170,70
95GG27,2263,1372,332,742,7,27,30,75,142,17,891,300,16,116,373,86
95GG28,2045,1396,271,900,1,30,12,71,94,17,649,286,6,91,206,60
95GG29,2193,1512,214,1093,0,16,18,69,86,16,681,283,9,90,237,62
95GG30,1714,1284,170,895,0,54,30,92,30,13,430,291,6,24,86,23
95GG31,2237,1416,305,828,5,38,31,88,106,15,821,379,13,131,239,59
95GG32,2318,1466,284,932,3,19,25,73,120,10,852,349,15,153,251,84
95GG33,1868,1531,101,960,4,219,44,156,28,19,337,260,12,17,33,15
95GG34,1710,1308,172,928,0,47,33,80,41,7,402,252,7,32,85,26
95GG35,2020,926,266,447,2,13,14,17,154,13,1094,296,14,160,471,153
95GG36,2048,1661,182,1219,8,71,37,111,27,6,387,287,4,27,56,13
95GG37,2437,2045,149,1571,5,65,31,147,62,15,392,248,13,23,76,32
95GG38,2501,2085,182,1499,3,108,42,163,61,27,416,280,14,26,74,22
95GG39,3270,1984,266,1316,2,28,23,95,149,105,1286,407,52,152,526,149
95GG40,1638,789,195,391,3,9,4,32,145,10,849,292,1,155,316,85
95GG41,1756,1359,123,915,9,128,35,127,19,3,397,324,1,15,43,14
95GG42,2266,1932,123,1239,12,150,43,140,30,195,334,238,47,17,22,10
95GG43,2033,1497,218,1057,2,27,29,68,79,17,536,307,6,39,142,42
95GG44,2506,1571,268,1035,0,13,18,56,158,23,935,305,7,146,371,106
95GG45,1723,1199,188,775,1,78,9,90,45,13,524,272,11,65,142,34
95GG46,1722,852,269,382,5,10,27,29,116,14,870,253,11,143,380,83
95GG47,2388,1298,228,728,3,11,27,63,214,24,1090,308,19,180,448,135
95GG48,1902,908,353,398,2,7,7,16,111,14,994,207,15,220,428,124
95GG49,3105,2530,205,1566,6,68,37,95,83,470,575,185,192,23,138,37
95GG50,2401,1619,222,1120,2,25,18,58,153,21,782,267,18,138,284,75
95GG51,1759,936,243,507,1,6,8,23,139,9,823,272,4,124,337,86
95HH01,751,515,66,349,1,10,15,39,34,1,236,167,1,12,42,14
95HH02,993,822,93,597,2,29,17,58,22,4,171,144,0,12,12,3
95HH03,569,381,38,262,1,18,14,31,16,1,188,164,3,3,15,3
95HH04,1047,823,77,644,3,20,17,48,11,3,224,183,2,6,26,7
95HH05,833,581,106,374,0,12,4,26,56,3,252,116,2,36,76,22
95HH06,1577,1337,141,986,2,55,22,98,29,4,240,156,4,25,39,16
95HH07,618,438,90,262,3,7,6,19,46,5,180,86,3,15,59,17
95HH08,963,741,60,528,8,38,22,55,21,9,222,155,3,16,38,10
95HH09,1171,783,118,518,1,16,16,37,65,12,388,219,4,26,110,29
95HH10,833,677,63,497,1,41,16,37,19,3,156,115,2,9,23,7
95HH11,563,371,79,213,0,5,7,18,47,2,192,85,3,23,63,18
95HH12,570,401,68,274,0,5,11,26,17,0,169,112,1,21,27,8
95HH13,565,371,79,227,2,2,7,18,32,4,194,58,2,39,76,19
95HH14,636,372,72,230,0,4,5,14,43,4,264,140,3,28,74,19
95HH15,910,699,84,513,1,7,17,45,28,4,211,140,3,13,46,9
95HH16,759,553,62,375,0,24,18,43,28,3,206,147,3,19,29,8
95HH17,855,679,63,468,8,26,12,79,17,6,176,126,2,9,25,14
95II01,1077,820,85,581,4,60,17,59,11,3,257,220,2,9,18,8
95II02,1687,1289,137,934,4,58,25,77,49,5,398,231,4,25,119,19
95II03,1210,1025,77,794,1,43,16,76,11,7,185,151,2,7,14,11
95II04,1564,1219,164,873,2,39,20,72,40,9,345,201,7,39,78,20
95II05,1077,839,88,609,2,37,12,70,14,7,238,183,2,4,35,14
95II06,1165,961,94,713,3,47,13,66,24,1,204,157,4,12,21,10
95II07,816,521,96,339,1,15,9,27,31,3,295,150,4,30,87,24
95II08,867,667,75,478,3,17,13,49,27,5,200,138,1,11,39,11
95II09,1175,948,113,719,1,19,14,63,14,5,227,170,4,8,31,14
95II10,996,665,114,441,2,16,12,34,40,6,331,198,2,34,79,18
95II11,893,716,84,535,2,16,14,49,12,4,177,148,5,9,11,4
95II12,779,616,55,460,2,20,22,44,10,3,163,136,1,3,18,5
95II13,1033,745,114,486,2,20,21,46,52,4,288,172,2,30,66,18
95II14,824,634,56,469,0,31,22,50,6,0,190,168,2,5,11,4
95II15,1126,913,69,693,2,45,17,72,14,1,213,181,1,11,16,4
95II16,693,494,72,355,0,9,8,27,21,2,199,125,3,20,42,9
95II17,946,697,100,474,1,23,17,47,34,1,249,160,3,16,58,12
95II18,877,579,91,415,0,6,8,26,28,5,298,169,4,26,80,19
95II19,1195,950,99,625,2,89,19,100,13,3,245,192,3,11,24,15
95II20,1020,825,82,635,2,18,16,47,19,6,195,138,4,14,21,18
95II21,944,621,118,389,2,17,12,28,45,10,323,141,2,50,106,24
95II22,829,604,88,398,2,19,11,61,22,3,225,168,0,12,33,12
95II23,723,565,62,406,0,30,15,36,12,4,158,103,3,10,28,14
95JJ01,771,616,57,340,2,56,28,123,10,0,155,106,8,6,22,13
95JJ02,929,608,90,341,5,56,18,37,49,12,321,176,12,29,64,40
95JJ03,980,620,148,332,3,14,13,25,74,11,360,94,8,75,139,44
95JJ04,1108,780,97,472,1,49,12,90,55,4,328,217,7,27,50,27
95JJ05,711,423,70,260,2,10,11,20,41,9,288,139,4,28,85,32
95JJ06,936,598,109,377,0,5,18,27,60,2,338,110,7,51,129,41
95JJ07,1002,643,183,349,2,10,11,20,62,6,359,148,5,58,109,39
95JJ08,1046,786,88,424,7,61,21,105,25,55,260,166,15,16,45,18
95JJ09,674,472,62,236,3,59,21,81,10,0,202,162,1,10,16,13
95JJ10,867,629,70,320,2,50,22,124,37,4,238,134,1,24,54,25
95JJ11,1334,955,145,580,3,60,29,85,40,13,379,249,10,34,58,28
95JJ12,869,629,78,334,8,57,12,96,43,1,240,111,3,39,58,29
95JJ13,1345,1095,155,752,1,52,30,75,25,5,250,166,6,29,27,22
95JJ14,750,564,69,311,4,53,12,91,18,6,186,121,0,18,33,14
95JJ15,646,464,71,297,5,30,9,32,19,1,182,134,1,13,16,18
95JJ16,759,474,82,262,2,24,19,33,29,23,285,174,5,18,67,21
95JJ17,723,548,46,277,2,41,14,151,14,3,175,118,1,11,31,14
95JJ18,817,536,84,295,4,46,14,43,45,5,281,161,6,20,69,25
95JJ19,935,692,54,337,5,54,17,52,17,156,243,175,27,14,20,7
95JJ20,1447,1095,150,755,5,46,21,70,42,6,352,219,7,38,51,37
95JJ21,813,551,89,326,2,18,14,37,39,26,262,129,11,28,70,24
95JJ22,936,675,76,459,5,37,25,46,21,6,261,219,5,12,19,6
95KK01,757,500,69,230,5,34,31,95,34,2,257,122,5,26,77,27
95KK02,624,461,54,253,3,43,19,71,16,2,163,89,2,14,52,6
95KK03,624,468,62,217,6,41,23,102,15,2,156,68,3,14,55,16
95KK04,923,657,118,404,4,23,23,44,39,2,266,110,1,28,84,43
95KK05,713,510,70,231,1,53,19,105,26,5,203,91,1,29,65,17
95KK06,663,443,84,267,1,22,10,30,24,5,220,101,1,21,76,21
95KK07,596,446,37,261,4,30,12,92,10,0,150,96,1,10,31,12
95KK08,850,655,75,410,1,41,15,78,30,5,195,92,2,25,59,17
95KK09,801,544,75,343,1,30,8,48,37,2,257,123,3,28,75,28
95KK10,614,476,53,241,2,65,16,91,7,1,138,77,3,13,31,14
95KK11,867,595,116,350,0,27,14,39,45,4,272,148,2,21,78,23
95KK12,691,498,68,242,2,30,22,94,40,0,193,73,2,31,65,22
95KK13,548,404,43,185,4,51,20,82,16,3,144,92,1,6,29,16
95KK14,621,407,54,201,3,34,11,79,22,3,214,103,4,27,53,27
95KK15,824,662,85,361,2,51,23,116,23,1,162,79,0,29,40,14
95KK16,696,483,76,282,4,30,6,44,33,8,213,103,3,22,68,17
95LL01,1405,1140,118,719,5,74,29,145,45,5,265,155,1,18,73,18
95LL02,1206,856,115,598,0,24,13,58,43,5,350,162,5,32,107,44
95LL03,940,645,84,433,1,11,17,34,61,4,295,130,6,40,92,27
95LL04,957,662,119,401,1,24,12,52,46,7,295,146,6,37,81,25
95LL05,1320,1051,93,689,6,73,36,129,18,7,269,181,5,20,44,19
95LL06,1233,866,102,598,5,23,15,70,48,5,367,221,2,41,75,28
95LL07,813,497,82,322,0,9,5,14,60,5,316,154,4,36,86,36
95LL08,1217,784,131,500,6,15,9,26,91,6,433,132,3,66,160,72
95LL09,1191,667,155,384,2,13,9,26,74,4,524,212,5,57,198,52
95LL10,1599,1303,138,861,4,88,26,134,43,9,296,172,3,32,67,22
95LL11,1295,1074,83,729,2,64,26,133,28,9,221,136,5,28,43,9
95LL12,1436,908,176,554,3,16,8,49,91,11,528,169,11,95,199,54
95LL13,1029,658,107,445,0,22,10,23,46,5,371,160,3,54,122,32
95LL14,863,468,104,262,4,18,4,29,44,3,395,161,2,55,142,35
95LL15,1119,757,103,526,1,24,19,49,29,6,362,229,3,15,86,29
95LL16,2115,1690,156,1283,7,78,17,103,39,7,425,259,3,30,100,33
95LL17,904,625,79,440,1,17,16,38,32,2,279,187,5,25,47,15
95LL18,1108,825,86,606,0,36,17,54,24,2,283,204,3,27,38,11
95LL19,1702,1359,129,938,5,71,29,139,44,4,343,237,2,23,63,18
95LL20,844,570,85,375,1,9,9,42,40,9,274,146,1,21,75,31
95LL21,1399,1007,124,689,3,36,18,61,67,9,392,211,1,45,93,42
95LL22,1329,928,185,568,1,23,13,48,83,7,401,140,10,74,139,38
95LL23,833,515,88,359,0,15,7,9,35,2,318,162,2,23,103,28
95LL24,1171,964,90,584,6,77,30,147,28,2,207,115,0,21,44,27
95LL25,1542,1271,111,910,5,74,33,109,27,2,271,182,6,13,55,15
95LL26,1386,983,124,646,4,36,18,66,78,11,403,162,8,32,155,46
95MM01,1752,1230,183,790,6,37,31,76,99,8,522,231,6,95,136,54
95MM02,1011,708,78,420,3,89,22,69,23,4,303,217,2,21,48,15
95MM03,1020,777,78,402,4,58,24,151,55,5,243,125,5,25,58,30
95MM04,753,402,74,219,1,5,10,23,64,6,351,158,5,31,129,28
95MM05,947,432,119,155,1,5,12,31,102,7,515,164,12,59,232,48
95MM06,887,479,122,219,2,12,18,31,66,9,408,176,3,56,139,34
95MM07,1027,617,136,350,3,26,16,29,52,5,410,188,7,44,138,33
95MM08,1053,663,117,388,4,26,21,54,48,5,390,185,5,46,125,29
95MM09,1094,765,86,408,4,71,17,127,48,4,329,162,4,38,102,23
95MM10,942,456,126,178,2,5,13,25,98,9,486,116,8,118,187,57
95MM11,752,371,108,134,0,7,12,14,88,8,381,79,5,79,170,48
95MM12,1918,1178,270,572,4,53,36,87,129,27,740,154,14,180,321,71
95MM13,2845,1877,355,1096,5,71,47,135,153,15,968,314,22,202,335,95
95MM14,986,590,97,337,2,14,5,35,90,10,396,160,12,40,130,54
95MM15,1418,1047,140,665,6,62,21,102,48,3,371,197,7,35,98,34
95MM16,1974,1474,186,949,3,92,38,110,86,10,500,220,12,72,149,47
95MM17,1242,857,136,521,2,31,38,58,58,13,385,182,6,52,114,31
95MM18,1657,1272,159,799,5,83,40,118,60,8,385,165,14,46,124,36
95MM19,1182,884,115,616,4,23,19,43,56,8,298,164,6,26,68,34
95MM20,1205,764,137,487,2,13,16,43,59,7,441,251,10,36,112,32
95MM21,1131,835,122,538,4,40,16,70,42,3,296,157,3,38,71,27
95MM22,796,477,68,295,0,31,21,29,28,5,319,225,7,21,49,17
95MM23,965,627,95,318,2,14,16,30,131,21,338,124,21,37,131,25
95MM24,804,372,106,149,1,7,14,21,65,9,432,154,9,70,141,58
95MM25,2117,1227,285,601,1,31,39,69,184,17,890,195,28,231,344,92
95MM26,999,639,109,367,2,25,21,45,64,6,360,132,6,67,128,27
95MM27,1445,882,120,401,5,26,17,38,213,62,563,171,32,39,254,67
95MM28,996,548,121,256,1,2,10,26,121,11,448,147,8,44,191,58
95MM29,1372,921,162,515,3,31,18,49,131,12,451,148,8,67,167,61
95MM30,749,397,76,167,2,15,14,26,94,3,352,116,4,54,140,38
95NN01,1061,724,128,355,8,41,27,106,56,3,337,154,6,39,105,33
95NN02,726,527,75,360,1,20,12,34,25,0,199,131,2,18,35,13
95NN03,986,723,90,466,3,29,10,72,49,4,263,164,1,22,60,16
95NN04,1054,662,133,380,0,10,11,51,73,4,392,108,12,82,157,33
95NN05,963,683,97,414,3,28,17,77,41,6,280,134,5,32,82,27
95NN06,1108,804,132,436,2,44,15,117,53,5,304,131,5,51,88,29
95NN07,1122,749,149,436,1,26,19,63,48,7,373,147,11,44,122,49
95NN08,1048,821,91,485,5,75,27,108,27,3,227,147,0,23,42,15
95NN09,963,774,54,452,5,73,21,145,20,4,189,133,4,12,28,12
95NN10,1089,768,115,442,5,66,17,78,42,3,321,214,4,18,69,16
95NN11,1174,910,99,535,5,67,22,141,35,6,264,147,6,27,59,25
95NN12,1003,735,96,405,4,46,23,103,54,4,268,135,5,28,72,28
95NN13,944,730,69,422,7,63,32,123,11,3,214,148,1,15,31,19
95NN14,1088,780,100,442,7,57,18,114,39,3,308,162,6,41,68,31
95NN15,1056,763,110,492,2,28,17,57,53,4,293,165,4,32,60,32
95NN16,984,786,73,451,5,77,23,143,10,4,198,152,3,10,17,16
95NN17,800,507,100,255,2,29,13,56,51,1,293,121,5,36,101,30
95NN18,890,625,73,390,1,45,16,50,50,0,265,142,5,29,69,20
95NN19,1169,903,89,641,3,51,22,78,14,5,266,202,3,9,36,16
95NN20,935,724,61,382,0,63,23,166,24,5,211,129,2,18,44,18
95NN21,922,626,95,324,5,67,21,58,50,6,296,165,4,23,83,21
95NN22,869,650,81,361,4,44,18,119,18,5,219,156,2,9,34,18
95NN23,1032,749,107,360,1,73,23,132,50,3,283,147,6,23,85,22
95OO01,724,534,67,265,0,48,28,109,16,1,190,85,3,27,58,17
95OO02,614,503,57,261,0,42,24,100,17,2,111,64,0,7,30,10
95OO03,794,607,64,352,5,51,18,93,23,1,187,102,2,20,52,11
95OO04,767,539,68,285,4,41,16,105,18,2,228,111,6,28,61,22
95OO05,945,623,96,414,0,20,9,37,43,4,322,94,5,43,124,56
95OO06,855,663,64,362,4,60,25,123,23,2,192,110,4,14,43,21
95OO07,737,587,66,292,0,57,22,130,16,4,150,90,3,12,35,10
95OO08,780,603,55,327,1,70,24,104,18,4,177,107,1,8,39,22
95OO09,646,481,57,243,4,38,15,105,15,4,165,94,0,13,42,16
95OO10,1050,677,98,378,6,47,23,75,44,6,373,119,5,55,143,51
95OO11,883,520,90,300,2,10,18,40,53,7,363,120,7,64,128,44
95OO12,903,638,86,382,2,35,18,73,38,4,265,114,5,44,72,30
95OO13,885,699,81,506,1,16,19,39,30,7,186,115,3,17,39,12
95OO14,764,573,62,297,0,71,21,101,19,2,191,105,1,15,56,14
95OO15,764,497,68,318,3,15,12,40,33,8,267,108,10,33,88,28
95OO16,725,519,54,307,0,38,9,71,35,5,206,129,3,13,43,18
95OO17,860,675,70,407,2,62,21,86,22,5,185,121,2,15,34,13
95OO18,978,723,86,489,5,40,10,45,40,8,255,141,5,17,73,19
95OO19,925,753,79,464,3,70,16,97,18,6,172,85,1,16,50,20
95OO20,731,542,65,349,2,44,12,42,26,2,189,126,3,11,37,12
95OO21,792,549,91,342,0,36,12,35,30,3,243,128,5,13,72,25
95OO22,852,623,84,316,1,52,23,115,29,3,229,103,12,21,69,24
95PP01,835,653,73,403,1,51,15,92,13,5,182,124,2,7,32,17
95PP02,774,559,65,284,3,37,29,113,26,2,215,129,1,22,39,24
95PP03,848,577,77,266,1,52,26,110,44,1,271,138,2,32,58,41
95PP04,938,744,86,393,3,62,26,150,23,1,194,120,6,18,30,20
95PP05,703,544,75,260,2,54,23,114,14,2,159,92,3,13,33,18
95PP06,1400,1056,157,689,0,56,15,85,51,3,344,151,6,42,110,35
95PP07,863,663,70,363,2,54,32,115,25,2,200,114,0,23,39,24
95PP08,820,655,61,401,0,43,20,101,25,4,165,101,1,14,33,16
95PP09,614,373,68,213,2,8,9,21,50,2,241,98,6,25,82,30
95PP10,686,518,62,274,3,45,11,96,24,3,168,112,1,11,30,14
95PP11,932,620,109,353,6,43,18,47,38,6,312,151,9,36,80,36
95PP12,765,595,57,317,3,44,15,127,29,3,170,106,4,16,30,14
