GeographyCode,QS111NI0001,QS111NI0002,QS111NI0003,QS111NI0004,QS111NI0005,QS111NI0006,QS111NI0007,QS111NI0008,QS111NI0009,QS111NI0010,QS111NI0011,QS111NI0012,QS111NI0013,QS111NI0014,QS111NI0015,QS111NI0016,QS111NI0017,QS111NI0018,QS111NI0019,QS111NI0020,QS111NI0021,QS111NI0022,QS111NI0023,QS111NI0024,QS111NI0025,QS111NI0026,QS111NI0027
95DD16,1019,197,93,104,758,65,583,149,94,181,159,1,35,15,7,8,5,74,14,20,40,64,14,17,0,8,25
95DD17,1148,192,93,99,883,83,667,159,106,253,149,0,46,19,16,7,4,87,22,22,43,73,14,21,0,14,24
95DD18,873,311,118,193,513,85,263,109,39,48,67,0,49,33,8,6,2,116,39,20,57,49,8,5,1,3,32
95DD19,1275,297,123,174,918,102,605,181,124,180,120,0,60,32,8,16,4,151,41,57,53,60,12,11,0,3,34
95DD20,826,330,101,229,442,65,169,55,23,42,49,1,50,29,13,6,2,157,52,35,70,54,13,9,0,4,28
95DD21,891,242,108,134,578,76,305,114,54,73,64,0,57,27,14,12,4,140,60,36,44,71,12,12,0,3,44
95DD22,1156,309,146,163,773,76,546,138,106,174,128,0,34,21,8,4,1,117,32,30,55,74,13,21,0,8,32
95DD23,881,154,81,73,670,85,472,110,88,160,114,0,36,20,2,12,2,77,14,15,48,57,9,14,0,9,25
95DD24,990,198,93,105,720,75,449,114,77,151,107,0,51,26,14,7,4,145,49,36,60,72,15,13,0,2,42
95EE01,592,93,35,58,444,37,319,59,45,142,73,2,31,12,12,5,2,55,11,19,25,55,15,11,0,7,22
95EE02,790,186,71,115,562,35,381,116,55,127,83,1,54,24,16,11,3,91,15,23,53,42,9,10,0,2,21
95EE03,808,231,85,146,530,62,307,87,67,92,61,0,52,22,12,14,4,109,30,30,49,47,12,7,1,3,24
95EE04,736,168,75,93,509,55,327,89,48,110,80,0,47,28,9,7,3,80,25,19,36,59,13,11,0,5,30
95EE05,577,135,64,71,406,49,259,81,43,81,54,0,42,29,8,3,2,56,7,9,40,36,9,8,0,2,17
95EE06,692,123,72,51,502,35,371,42,70,175,84,0,34,14,8,9,3,62,25,16,21,67,16,16,0,10,25
95EE07,740,207,107,100,487,79,264,71,49,94,50,0,44,23,13,7,1,100,33,32,35,46,13,11,0,5,17
95EE08,711,224,94,130,450,69,268,95,33,71,69,0,32,21,7,3,1,81,26,17,38,37,7,7,0,2,21
95EE09,605,95,40,55,455,40,313,65,55,111,82,0,40,12,6,20,2,62,10,13,39,55,11,13,1,4,26
95EE10,598,116,48,68,406,34,284,59,47,108,70,0,41,23,7,7,4,47,9,12,26,76,20,19,0,11,26
95EE11,551,82,46,36,419,46,292,66,43,101,82,1,26,11,5,6,4,54,7,9,38,50,11,10,0,8,21
95EE12,1059,310,88,222,680,44,354,110,72,111,61,0,98,61,21,15,1,184,74,54,56,69,10,14,0,3,42
95EE13,718,297,155,142,381,71,204,56,32,63,53,0,33,18,4,10,1,73,15,19,39,40,7,1,0,5,27
95EE14,1016,213,99,114,749,81,469,133,100,164,72,0,74,35,13,22,4,125,36,30,59,54,11,7,0,5,31
95EE15,606,129,61,68,429,37,315,84,46,110,75,0,31,9,9,11,2,46,11,7,28,48,14,9,0,8,17
95EE16,709,132,52,80,522,45,385,90,65,146,84,0,36,16,9,10,1,56,11,15,30,55,10,20,0,6,19
95FF01,1740,335,119,216,1333,122,886,224,174,332,156,1,122,75,24,21,2,202,82,70,50,72,7,18,0,3,44
95FF02,923,190,90,100,674,49,513,106,76,223,108,0,36,19,8,9,0,76,15,18,43,59,13,11,0,4,31
95FF03,1169,268,88,180,842,58,500,133,111,162,94,0,87,59,15,10,3,197,95,55,47,59,9,10,0,1,39
95FF04,862,136,77,59,659,62,496,111,82,192,111,2,31,14,6,8,3,68,12,12,44,67,13,10,0,9,35
95FF05,1119,367,145,222,695,93,382,121,72,115,74,1,67,32,16,13,6,152,54,47,51,57,15,5,0,11,26
95FF06,1540,354,123,231,1105,99,752,224,134,311,83,1,94,56,21,17,0,159,72,35,52,81,11,17,0,11,42
95FF07,1154,363,111,252,730,54,352,93,57,134,68,0,70,33,18,17,2,254,94,79,81,61,18,8,0,3,32
95FF08,993,351,184,167,607,84,366,96,73,112,85,0,58,23,17,16,2,99,32,31,36,35,6,6,0,5,18
95FF09,1000,300,111,189,640,57,398,108,69,146,75,0,70,30,21,15,4,115,40,38,37,60,8,9,0,9,34
95FF10,1216,228,69,159,935,75,646,156,121,250,119,2,91,50,26,13,2,121,42,22,57,53,9,12,0,4,28
95FF11,873,157,85,72,665,53,507,123,90,189,105,1,28,15,5,3,5,76,10,12,54,51,9,8,0,7,27
95FF12,1018,229,86,143,728,59,484,129,79,156,120,0,58,36,9,10,3,127,42,25,60,61,8,16,0,6,31
95FF13,977,218,89,129,707,68,489,120,75,172,122,0,52,33,9,10,0,98,20,33,45,52,7,13,0,2,30
95FF14,862,149,68,81,665,76,507,136,69,192,110,1,29,20,2,5,2,52,8,8,36,48,3,4,0,8,33
95FF15,1073,335,170,165,672,58,388,98,65,138,87,0,57,26,10,19,2,169,56,44,69,66,16,10,0,7,33
95FF16,927,255,104,151,632,86,415,112,74,133,96,0,34,16,7,9,2,97,32,28,37,40,9,6,0,4,21
95FF17,857,378,143,235,443,58,211,80,31,54,46,2,61,32,13,16,0,111,40,27,44,36,2,4,0,4,26
95GG01,2004,649,340,309,1163,163,541,101,99,122,219,0,64,32,7,18,7,395,102,100,193,192,43,35,2,23,89
95GG02,2568,885,307,578,1390,74,328,79,58,83,108,1,95,39,24,27,5,892,340,346,206,293,67,62,2,16,146
95GG03,2667,979,358,621,1491,171,886,287,168,281,150,7,184,123,31,26,4,243,83,60,100,197,25,16,2,20,134
95GG04,2297,960,323,637,1138,71,349,97,73,82,97,1,116,62,27,22,5,601,231,194,176,199,42,37,1,10,109
95GG05,2800,1078,225,853,1165,52,508,164,114,151,79,4,285,197,35,41,12,316,132,78,106,557,33,20,16,9,479
95GG06,2381,723,289,434,1508,144,718,214,173,179,152,4,157,68,48,31,10,485,200,122,163,150,31,24,1,10,84
95GG07,2269,742,217,525,1250,77,450,80,105,113,152,1,104,52,26,23,3,618,251,197,170,277,70,65,6,10,126
95GG08,2151,735,253,482,1256,132,572,148,125,167,132,5,156,95,30,28,3,391,156,127,108,160,26,30,5,13,86
95GG09,2604,802,321,481,1634,229,919,290,172,274,183,3,158,92,28,29,9,325,105,98,122,168,31,26,2,11,98
95GG10,2017,883,227,656,841,66,294,115,67,44,68,2,175,111,34,23,7,304,117,91,96,293,17,20,38,6,212
95GG11,2686,1162,315,847,1289,110,590,237,105,156,92,4,242,162,43,30,7,343,162,77,104,235,32,18,1,15,169
95GG12,3429,1140,142,998,897,28,296,98,59,91,48,3,252,195,19,34,4,318,103,103,112,1392,41,41,690,3,617
95GG13,2116,819,339,480,1191,131,628,173,108,199,148,2,106,57,20,20,9,324,107,92,125,106,25,11,0,13,57
95GG14,1817,440,227,213,1270,179,833,217,145,281,190,0,71,38,13,16,4,187,41,60,86,107,25,15,0,13,54
95GG15,2544,889,455,434,1541,251,951,298,186,318,149,2,143,96,23,18,6,194,65,46,83,114,13,13,0,10,78
95GG16,2230,776,248,528,1239,88,597,143,118,181,155,6,139,72,37,18,12,409,146,129,134,215,45,37,4,7,122
95GG17,2137,636,255,381,1333,114,602,150,116,191,145,1,93,41,23,24,5,523,174,203,146,168,38,35,0,12,83
95GG18,2143,746,221,525,1111,58,299,72,59,86,82,1,118,52,29,33,4,635,243,201,191,286,46,51,1,11,177
95GG19,2239,1004,424,580,1100,113,345,129,53,73,90,1,99,38,27,29,5,542,201,198,143,135,30,22,0,6,77
95GG20,2359,1008,324,684,1045,79,368,143,72,80,73,2,157,93,34,25,5,439,191,144,104,306,42,42,6,15,201
95GG21,2262,854,268,586,1117,44,299,81,51,58,109,0,98,57,11,20,10,676,246,197,233,291,55,63,8,11,154
95GG22,2208,783,388,395,1218,133,627,142,116,175,194,1,70,31,15,21,3,387,133,100,154,207,46,42,2,26,91
95GG23,1821,490,243,247,1230,203,783,230,126,220,207,2,79,40,16,17,6,163,50,41,72,101,21,10,1,9,60
95GG24,1945,714,306,408,1111,147,602,175,107,177,143,2,124,74,19,22,9,236,89,63,84,120,26,15,2,14,63
95GG25,2194,668,290,378,1294,101,572,107,125,184,156,1,73,39,16,14,4,547,171,149,227,232,50,51,0,15,116
95GG26,1654,563,211,352,979,124,360,113,62,74,111,1,77,39,15,19,4,417,145,137,135,112,27,29,0,9,47
95GG27,2467,686,172,514,1490,108,624,126,121,199,178,1,91,38,22,25,6,666,221,217,228,291,58,86,2,11,134
95GG28,2325,636,232,404,1537,154,765,222,162,208,173,2,138,66,33,30,9,478,171,166,141,152,33,31,4,15,69
95GG29,2430,1001,298,703,1209,85,488,175,127,123,63,3,212,152,36,17,7,421,168,148,105,220,29,26,1,7,157
95GG30,2083,632,294,338,1346,246,776,257,133,245,141,0,104,59,15,22,8,220,76,55,89,105,19,18,2,9,57
95GG31,2463,567,204,363,1689,215,760,180,127,224,229,0,113,52,24,29,8,601,226,211,164,207,66,48,2,7,84
95GG32,2649,838,333,505,1609,146,767,217,152,227,171,2,156,81,32,36,7,538,200,209,129,202,46,49,1,10,96
95GG33,2195,641,259,382,1373,176,937,267,135,345,190,1,109,89,6,12,2,150,36,37,77,181,12,7,6,10,146
95GG34,1999,595,253,342,1252,135,760,201,156,218,185,2,116,63,30,21,2,239,67,70,102,152,25,17,0,9,101
95GG35,2244,897,247,650,1074,61,285,75,58,53,99,1,79,41,16,18,4,648,235,190,223,273,59,53,3,25,133
95GG36,2481,840,390,450,1488,180,917,272,181,274,190,6,171,105,43,15,8,214,76,52,86,153,24,21,0,12,96
95GG37,2687,931,247,684,1405,126,802,280,155,240,127,3,270,210,35,23,2,204,66,53,85,351,28,10,4,3,306
95GG38,2915,1099,381,718,1423,144,833,255,167,283,128,0,198,152,29,16,1,248,93,58,97,393,29,15,8,23,318
95GG39,3616,1667,452,1215,1313,69,466,172,110,97,87,1,249,196,22,22,9,528,187,168,173,636,64,48,76,31,417
95GG40,1861,856,304,552,865,72,263,93,47,60,63,1,91,40,22,21,8,438,183,151,104,140,35,25,0,17,63
95GG41,2173,605,323,282,1481,273,979,300,166,323,190,5,90,52,18,18,2,134,32,34,68,87,7,12,2,7,59
95GG42,2606,741,257,484,1333,201,826,244,145,308,129,3,165,124,19,19,3,138,32,39,67,532,23,16,181,15,297
95GG43,2316,889,305,584,1290,134,624,248,109,150,117,3,197,138,34,15,10,332,124,84,124,137,26,12,4,4,91
95GG44,2705,1151,260,891,1249,87,378,147,75,90,66,3,266,159,51,46,10,515,214,155,146,305,46,36,8,8,207
95GG45,2129,712,306,406,1266,232,608,187,122,169,130,0,114,63,23,23,5,312,96,110,106,151,28,19,6,12,86
95GG46,1932,485,155,330,1188,83,391,73,80,96,142,0,70,15,18,31,6,644,179,219,246,259,68,67,1,7,116
95GG47,2641,1159,316,843,1156,61,397,114,70,115,98,0,135,71,32,27,5,563,212,194,157,326,57,60,5,14,190
95GG48,2051,478,114,364,1285,34,337,66,60,97,114,0,85,30,20,28,7,829,261,331,237,288,60,94,0,5,129
95GG49,3351,1134,278,856,956,71,422,146,87,144,45,5,282,237,26,15,4,176,68,30,78,1261,29,13,483,12,724
95GG50,2653,1090,316,774,1238,73,436,156,88,102,90,3,257,161,51,39,6,469,208,128,133,325,33,27,3,11,251
95GG51,2081,943,343,600,999,127,342,133,66,66,77,2,123,56,35,27,5,405,188,119,98,139,28,23,0,14,74
95HH01,890,292,129,163,569,93,308,97,70,81,60,0,68,45,11,9,3,100,34,29,37,29,6,4,0,2,17
95HH02,1063,172,71,101,849,81,614,159,137,210,108,0,51,28,11,9,3,103,47,33,23,42,9,8,0,2,23
95HH03,726,207,123,84,493,107,313,126,40,68,79,0,18,12,3,3,0,55,17,20,18,26,5,6,0,1,14
95HH04,1160,214,102,112,901,105,634,195,134,160,145,2,50,20,13,12,5,110,39,36,35,45,10,4,0,2,29
95HH05,908,254,88,166,614,49,270,76,55,86,53,0,66,32,17,11,6,229,100,75,54,40,4,6,0,0,30
95HH06,1682,302,97,205,1307,94,924,231,193,356,144,0,94,44,22,23,5,195,60,76,59,73,17,17,1,3,35
95HH07,733,313,104,209,385,42,170,55,32,37,46,0,39,24,5,8,2,134,53,34,47,35,8,6,0,1,20
95HH08,1083,310,103,207,711,109,425,128,85,122,90,2,72,45,13,9,5,103,43,24,36,62,11,7,5,6,33
95HH09,1423,731,292,439,615,82,282,136,54,49,43,3,97,63,19,13,2,151,80,22,49,77,13,4,0,3,57
95HH10,945,188,80,108,723,101,471,131,89,167,84,1,44,21,13,5,5,106,41,31,34,34,7,8,0,2,17
95HH11,655,252,113,139,364,41,156,60,29,32,35,0,35,18,7,8,2,132,60,34,38,39,9,8,0,1,21
95HH12,626,130,58,72,459,63,265,108,36,53,68,1,26,13,8,3,2,104,42,32,30,37,7,11,0,1,18
95HH13,614,188,48,140,393,31,153,54,27,42,30,0,49,24,14,8,3,160,73,54,33,33,8,4,0,0,21
95HH14,764,319,138,181,405,67,160,60,24,28,48,0,45,26,8,8,3,133,53,33,47,40,8,9,0,2,21
95HH15,1083,334,180,154,696,65,407,127,78,114,88,1,65,31,18,11,5,158,59,37,62,53,8,13,0,3,29
95HH16,917,286,146,140,583,97,348,107,71,99,71,2,44,28,10,6,0,92,33,27,32,48,13,12,0,2,21
95HH17,928,182,78,104,701,60,485,150,104,147,84,0,47,28,11,6,2,109,48,34,27,45,12,9,0,3,21
95II01,1260,307,145,162,895,159,581,199,102,158,122,0,49,38,3,4,4,106,31,18,57,58,17,7,0,4,30
95II02,1911,641,226,415,1186,109,768,201,141,315,111,1,119,71,30,11,7,189,66,38,85,84,8,14,0,8,54
95II03,1304,285,81,204,963,98,685,163,145,251,126,1,77,45,21,8,3,102,37,35,30,56,5,10,0,2,39
95II04,1672,401,120,281,1206,110,744,225,158,243,118,4,118,74,21,18,5,230,67,74,89,65,19,14,0,2,30
95II05,1301,355,199,156,888,110,577,129,112,213,123,1,50,29,8,12,1,150,50,28,72,58,8,14,1,7,28
95II06,1285,284,116,168,936,94,620,171,125,223,101,0,101,61,25,10,5,121,38,31,52,65,12,14,0,2,37
95II07,991,436,202,234,499,46,235,81,31,72,51,0,62,30,11,19,2,156,58,44,54,56,15,7,0,2,32
95II08,1073,393,179,214,621,84,356,97,68,115,76,0,67,43,12,8,4,114,32,25,57,59,9,6,2,4,38
95II09,1417,435,209,226,917,113,591,185,126,187,93,0,84,47,22,13,2,129,36,29,64,65,15,12,0,10,28
95II10,1144,395,169,226,689,86,331,91,75,83,82,1,64,28,17,13,6,207,72,54,81,60,13,11,1,8,27
95II11,1055,259,118,141,738,122,449,139,67,150,93,1,68,44,21,2,1,98,32,23,43,58,8,3,0,6,41
95II12,1007,267,153,114,697,129,448,120,74,164,90,1,42,27,6,8,1,77,12,27,38,43,6,9,0,9,19
95II13,1253,445,204,241,749,106,382,137,73,104,68,1,86,48,21,13,4,174,79,38,57,59,8,9,0,4,38
95II14,1026,251,135,116,734,154,452,123,87,141,101,1,52,34,5,10,3,75,18,14,43,41,5,5,0,8,23
95II15,1319,316,154,162,928,141,611,183,130,216,82,1,96,59,20,10,7,79,20,23,36,75,13,12,1,5,44
95II16,890,257,151,106,586,102,329,100,68,76,85,0,48,19,8,12,9,107,33,36,38,47,9,10,0,1,27
95II17,1190,450,197,253,684,122,351,110,79,93,69,0,55,33,7,13,2,156,52,37,67,56,7,7,0,4,38
95II18,1090,453,206,247,588,91,266,97,49,61,59,0,68,40,16,12,0,163,54,44,65,49,11,9,1,5,23
95II19,1389,269,138,131,1069,154,751,203,127,250,171,0,43,19,13,8,3,121,28,27,66,51,14,10,0,2,25
95II20,1211,392,156,236,738,108,404,123,89,121,71,0,110,77,16,13,4,116,39,33,44,81,9,14,1,3,54
95II21,1045,331,111,220,661,65,293,100,66,61,66,0,73,29,15,24,5,230,77,78,75,53,16,11,0,2,24
95II22,990,315,152,163,627,104,364,115,72,99,78,0,48,36,9,3,0,111,34,31,46,48,8,10,0,4,26
95II23,910,273,137,136,573,85,337,90,59,112,76,2,43,26,9,5,3,106,39,17,50,64,9,7,2,6,40
95JJ01,892,167,77,90,658,74,468,127,81,151,109,1,32,22,3,3,4,83,23,10,50,67,14,15,0,5,33
95JJ02,1074,369,139,230,636,102,336,139,47,80,70,0,63,34,10,16,3,135,47,39,49,69,11,9,7,6,36
95JJ03,1023,299,62,237,661,22,311,102,38,105,66,1,76,25,22,24,5,251,110,89,52,63,12,8,3,8,32
95JJ04,1279,340,151,189,863,131,519,170,95,143,111,0,64,30,14,16,4,149,55,48,46,76,18,9,2,4,43
95JJ05,892,397,199,198,412,56,177,70,32,37,38,0,60,36,15,5,4,119,48,22,49,83,10,13,3,5,52
95JJ06,1063,386,120,266,594,33,302,75,59,109,59,0,67,33,11,21,2,192,84,50,58,83,14,18,0,6,45
95JJ07,1092,316,117,199,714,41,290,95,52,84,59,0,83,35,21,21,6,300,111,103,86,62,14,12,0,2,34
95JJ08,1187,285,124,161,773,97,514,139,91,166,118,1,48,22,12,13,1,113,30,43,40,129,12,11,60,6,40
95JJ09,839,240,138,102,552,100,354,136,46,92,80,0,36,24,6,4,2,62,12,12,38,47,12,5,0,7,23
95JJ10,1027,284,153,131,679,69,436,93,62,177,104,0,56,22,18,13,3,118,44,29,45,64,14,14,0,11,25
95JJ11,1542,418,173,245,1039,167,583,201,87,205,90,1,94,45,25,21,3,194,64,67,63,85,19,19,2,4,41
95JJ12,1002,237,106,131,695,78,431,105,70,164,92,0,54,32,9,10,3,132,52,36,44,70,11,13,1,4,41
95JJ13,1457,297,92,205,1073,100,714,198,129,244,143,0,88,41,20,21,6,171,55,65,51,87,29,12,1,0,45
95JJ14,849,171,82,89,623,74,424,129,43,144,108,0,36,13,13,8,2,89,28,24,37,55,14,13,0,2,26
