GeographyCode,QS604NI0001,QS604NI0002,QS604NI0003,QS604NI0004,QS604NI0005,QS604NI0006,QS604NI0007,QS604NI0008,QS604NI0009,QS604NI0010,QS604NI0011,QS604NI0012,QS604NI0013,QS604NI0014,QS604NI0015,QS604NI0016,QS604NI0017,QS604NI0018,QS604NI0019,QS604NI0020,QS604NI0021,QS604NI0022,QS604NI0023,QS604NI0024,QS604NI0025,QS604NI0026,QS604NI0027,QS604NI0028
95CC15,1318,63,5,172,55,14,4,17,19,32,31,3,11,109,239,77,41,14,34,10,51,41,79,118,188,59,3,1
95CC16,1217,65,7,162,29,5,11,31,26,28,32,4,12,112,240,37,69,17,26,7,25,43,71,106,164,50,0,0
95CC17,1337,91,9,131,45,6,1,10,25,20,24,5,21,136,227,63,58,22,25,11,57,38,72,135,189,46,1,0
95CC18,1049,29,0,97,21,4,3,16,14,6,33,4,16,61,171,36,47,27,16,13,55,34,95,134,166,46,2,0
95CC19,1283,107,3,125,32,8,4,22,19,23,17,3,10,116,240,52,46,23,31,10,39,37,90,118,193,38,2,0
95CC20,1455,25,3,208,61,14,2,27,24,35,45,6,6,88,251,49,53,22,35,10,58,74,132,141,236,56,2,0
95CC21,1384,25,2,206,80,23,2,30,24,26,21,3,11,112,277,56,43,21,36,10,47,79,116,87,182,71,0,0
95CC22,747,27,1,99,33,2,2,10,13,15,24,1,8,52,134,23,36,6,16,4,32,32,56,52,137,31,0,0
95DD01,897,5,0,137,48,2,0,28,9,32,18,3,8,67,151,27,31,14,24,9,36,33,72,121,118,41,0,0
95DD02,1960,30,3,356,126,6,7,53,19,111,34,12,14,160,370,78,76,26,33,17,61,69,126,156,293,80,0,0
95DD03,1747,20,1,237,65,6,4,41,17,68,36,11,11,109,297,69,83,46,47,14,77,61,134,184,264,81,1,0
95DD04,704,9,3,119,41,4,1,12,14,35,12,2,10,42,162,37,53,8,9,5,15,38,32,34,89,34,3,0
95DD05,674,8,2,117,53,3,0,20,7,25,9,2,5,45,159,37,39,10,2,3,12,51,37,35,80,29,1,0
95DD06,1167,10,2,174,54,3,2,41,13,40,21,9,16,86,192,42,51,24,27,9,43,35,89,130,173,54,0,1
95DD07,1505,52,5,212,58,4,3,62,17,49,19,16,9,141,258,73,55,20,40,12,61,43,97,135,207,67,1,1
95DD08,943,25,2,195,108,9,3,27,7,21,20,7,20,50,161,40,81,9,9,8,22,58,61,43,104,47,1,0
95DD09,1276,104,9,162,47,6,3,38,9,41,18,7,13,118,214,46,47,25,13,15,64,30,87,121,151,49,1,0
95DD10,1277,17,1,232,97,5,3,31,14,60,22,2,17,97,253,45,55,18,22,11,36,38,84,117,171,61,0,0
95DD11,918,10,2,159,79,2,2,34,7,16,19,2,20,79,211,34,69,17,14,10,18,32,50,47,106,38,0,0
95DD12,1268,84,2,191,65,8,2,25,18,51,22,5,8,157,234,41,42,14,33,5,47,35,74,106,141,49,0,0
95DD13,727,7,0,140,64,2,0,33,3,24,14,3,15,49,134,20,49,10,16,6,23,27,53,46,94,34,0,1
95DD14,1649,15,2,281,93,5,6,44,20,85,28,11,9,107,302,34,54,36,52,24,64,51,125,182,233,65,2,0
95DD15,1694,98,4,200,60,7,1,34,23,46,29,12,29,232,271,62,72,34,31,11,67,33,114,162,212,47,1,2
95DD16,1548,100,8,186,41,8,1,20,29,59,28,10,10,179,288,90,45,23,27,9,67,40,91,136,180,58,1,0
95DD17,1720,96,3,187,41,5,2,25,33,54,27,5,15,223,298,50,52,27,43,11,67,60,106,142,276,59,0,0
95DD18,820,6,1,139,53,4,1,27,18,23,13,2,8,58,176,36,39,13,16,7,22,45,52,57,103,40,0,0
95DD19,1619,48,5,193,34,19,1,29,20,63,27,7,23,111,315,94,62,26,32,14,47,68,126,127,260,61,0,0
95DD20,666,15,3,112,51,4,0,18,9,21,9,2,9,42,154,31,34,3,12,3,11,43,32,40,90,30,0,0
95DD21,1050,18,1,173,72,4,2,39,12,29,15,6,19,66,222,30,73,16,27,6,26,50,78,62,132,45,0,0
95DD22,1466,55,7,182,43,11,1,27,24,52,24,9,14,212,253,55,57,23,31,9,51,34,100,110,213,50,1,0
95DD23,1311,126,13,163,56,2,4,22,24,41,14,7,12,141,233,58,41,18,28,7,51,38,72,116,144,42,1,0
95DD24,1314,20,2,179,64,3,0,48,23,24,17,10,9,108,251,51,62,22,28,8,55,38,101,128,193,49,0,0
95EE01,785,52,2,69,24,3,2,11,6,10,13,4,12,169,94,33,30,4,16,12,29,12,63,61,86,36,1,0
95EE02,936,66,2,91,32,2,4,6,9,23,15,1,5,90,154,41,53,7,23,13,32,35,64,86,130,43,0,0
95EE03,815,6,2,104,40,1,1,13,18,13,18,0,3,59,154,37,39,10,15,8,30,35,65,76,128,43,0,1
95EE04,904,37,4,128,42,5,2,23,10,28,18,7,10,115,156,32,61,3,20,15,35,28,54,56,113,29,1,0
95EE05,699,48,1,94,30,1,0,11,20,24,8,1,3,64,122,21,30,4,15,6,39,20,42,62,100,26,1,0
95EE06,974,22,1,130,36,3,5,18,28,21,19,11,8,211,135,44,31,10,18,12,23,16,56,82,129,35,0,0
95EE07,702,10,1,97,27,0,1,15,24,25,5,2,3,59,136,27,45,7,10,4,24,27,42,63,103,42,0,0
95EE08,720,7,1,80,28,1,2,6,17,17,9,2,6,43,135,19,31,6,20,8,47,34,45,72,112,52,0,0
95EE09,855,62,4,98,32,0,0,5,20,19,22,3,2,111,146,28,33,9,15,7,24,31,37,71,128,46,0,0
95EE10,803,35,0,135,43,3,2,2,28,36,21,0,9,138,134,31,27,9,15,5,29,19,42,52,105,18,0,0
95EE11,776,57,6,71,19,4,1,3,14,19,11,4,10,125,130,30,25,11,10,9,35,19,60,54,87,32,1,0
95EE12,1024,10,2,137,44,1,2,13,33,27,17,1,6,76,229,35,56,17,20,9,40,47,67,83,152,36,1,0
95EE13,539,4,3,74,33,0,1,7,11,15,7,3,0,40,119,17,22,10,21,7,20,15,31,51,69,32,0,1
95EE14,1167,31,3,136,40,2,2,16,28,31,17,3,7,83,232,39,57,17,29,16,51,45,78,105,177,58,0,0
95EE15,782,60,4,81,32,1,4,7,14,13,10,2,3,114,110,33,28,10,16,8,17,28,40,84,117,26,0,1
95EE16,945,73,1,120,34,6,1,3,30,26,20,1,7,110,181,37,33,12,23,8,27,31,54,81,120,25,1,0
95FF01,2430,36,3,204,51,13,7,40,23,33,37,8,14,160,471,73,102,68,85,16,162,107,283,240,281,117,0,0
95FF02,1309,95,2,124,15,9,4,14,18,44,20,2,10,238,185,55,38,14,24,8,64,22,91,125,154,58,0,0
95FF03,1458,12,5,160,29,19,6,26,20,24,36,6,13,114,317,67,78,30,37,5,53,61,143,116,172,67,2,0
95FF04,1290,111,8,105,26,5,1,19,15,21,18,5,2,151,215,50,56,21,27,11,61,49,75,118,181,44,0,0
95FF05,1139,12,1,107,20,9,1,19,12,26,20,1,5,108,199,53,57,18,39,11,51,59,96,86,181,54,0,1
95FF06,2058,36,2,198,46,16,3,21,25,50,37,14,12,175,343,102,81,38,69,21,91,93,218,177,290,98,0,0
95FF07,1086,6,2,120,23,10,2,34,13,18,20,3,6,112,239,46,76,19,15,5,32,54,87,75,145,44,0,0
95FF08,978,7,1,105,18,10,1,24,11,22,19,5,8,63,183,31,45,21,32,18,52,56,111,96,110,34,0,0
95FF09,1049,29,5,180,47,13,6,33,26,26,29,1,12,87,163,55,45,15,22,10,46,51,64,71,149,43,1,0
95FF10,1744,76,6,165,32,13,3,19,31,37,30,11,5,233,291,67,45,28,52,11,89,66,162,145,224,67,0,1
95FF11,1292,109,8,118,26,6,7,13,23,18,25,2,9,201,189,44,33,15,27,8,51,55,80,127,168,48,0,0
95FF12,1345,34,4,177,42,15,7,27,30,21,35,6,10,136,230,51,68,30,37,8,59,59,116,108,175,36,0,1
95FF13,1288,68,7,119,34,7,1,24,16,14,23,4,11,121,229,78,53,31,17,10,67,37,93,114,195,34,0,0
95FF14,1194,75,3,98,19,7,1,7,15,34,15,4,11,110,212,36,40,28,30,6,69,48,99,127,150,48,0,0
95FF15,1145,28,3,115,23,11,3,21,13,25,19,4,13,140,244,73,44,13,20,8,42,44,70,85,148,51,0,0
95FF16,1089,10,4,119,24,7,3,25,13,21,26,7,11,83,208,26,46,21,34,8,51,60,117,114,132,38,0,0
95FF17,727,8,0,84,14,7,5,21,12,13,12,2,8,59,166,25,48,14,10,4,24,46,54,42,95,35,3,0
95GG01,1805,0,1,71,13,2,2,5,9,28,12,6,9,105,327,94,109,42,72,15,68,79,167,213,315,109,1,2
95GG02,1575,3,0,59,8,4,3,4,9,24,7,4,18,76,344,128,145,46,70,11,58,69,107,134,204,99,0,0
95GG03,3077,6,3,171,16,1,3,16,15,85,35,19,21,104,406,80,178,168,150,46,273,89,344,338,492,187,0,2
95GG04,1629,0,0,109,20,3,1,7,9,42,27,10,14,81,268,94,202,65,66,11,46,104,128,96,228,106,0,1
95GG05,3481,1,4,160,23,2,1,30,11,59,34,10,17,94,416,82,316,215,158,29,297,144,373,404,518,241,2,0
95GG06,2437,0,0,218,20,2,4,20,24,104,44,16,35,127,453,126,134,51,84,16,89,166,229,217,333,142,1,0
95GG07,1974,1,1,95,7,4,1,6,11,32,34,9,16,71,315,74,124,48,78,26,62,101,170,154,540,89,0,0
95GG08,2085,1,1,121,19,7,1,9,13,50,22,8,20,98,368,127,155,73,77,29,107,113,185,178,289,132,1,2
95GG09,2892,4,2,187,28,7,4,18,16,81,33,10,13,99,494,119,126,138,141,32,202,127,349,281,421,146,0,1
95GG10,1844,4,3,131,27,4,2,14,9,49,26,9,25,73,342,58,189,64,79,9,79,136,108,137,309,87,2,0
95GG11,2654,4,2,190,41,1,3,20,22,63,40,9,15,99,437,102,207,123,136,38,192,139,282,229,332,113,2,3
95GG12,4561,3,1,139,22,4,0,11,16,48,38,11,12,88,1291,75,758,209,195,43,256,174,226,434,400,244,1,1
95GG13,2023,2,1,150,24,6,2,14,17,62,25,4,15,99,317,118,109,89,79,27,127,95,170,240,278,100,2,1
95GG14,2368,2,0,158,15,6,0,14,13,75,35,7,14,104,332,90,97,86,107,45,156,83,244,337,390,113,1,2
95GG15,2754,3,0,170,23,5,1,21,16,64,40,18,11,120,321,73,113,130,147,35,214,80,382,344,430,159,1,3
95GG16,2404,1,1,112,17,9,2,13,9,39,23,9,21,106,348,123,149,116,95,36,146,94,226,296,400,123,0,2
95GG17,1981,2,1,112,15,1,1,13,13,43,26,3,15,116,361,131,120,59,83,31,77,77,172,181,303,134,3,0
95GG18,1611,2,0,91,8,3,0,10,7,52,11,7,15,83,254,83,120,30,57,14,63,73,137,111,367,102,2,0
95GG19,1197,0,0,90,8,1,0,13,10,37,21,6,14,69,252,66,70,31,19,13,47,91,77,87,202,60,2,1
95GG20,1835,1,3,116,17,7,2,12,10,41,27,9,15,83,338,94,145,99,99,21,88,133,116,113,248,112,0,2
95GG21,1471,1,1,54,6,3,0,0,4,31,10,3,10,67,261,62,146,72,52,15,45,90,114,93,309,76,0,0
95GG22,2098,0,0,112,19,6,0,13,11,38,25,3,14,128,353,111,114,66,80,25,77,67,206,249,381,112,0,0
95GG23,2182,0,1,117,13,1,3,16,14,42,28,14,17,65,384,68,102,81,106,28,151,57,203,299,401,88,0,0
95GG24,2028,4,3,130,15,4,4,8,16,56,27,8,15,115,365,85,98,70,89,17,144,87,174,221,287,112,3,1
95GG25,2202,1,1,99,17,4,0,10,14,38,16,7,10,131,404,108,168,53,96,27,84,86,214,221,366,121,5,0
95GG26,1292,1,0,108,10,8,2,7,9,50,22,3,17,61,239,106,77,25,47,17,32,109,85,78,235,52,0,0
95GG27,2416,4,2,120,16,5,2,12,12,43,30,2,28,147,466,166,156,71,106,23,83,85,214,224,400,118,1,0
95GG28,2369,0,3,251,21,7,4,19,29,114,57,11,31,146,452,133,109,48,96,28,77,155,185,152,367,124,1,0
95GG29,2262,6,3,170,31,9,1,15,7,68,39,9,22,70,354,85,172,135,146,33,119,149,232,160,278,118,0,1
95GG30,2301,1,1,180,25,7,3,7,20,72,46,12,17,120,392,76,116,75,102,22,151,108,276,191,344,116,1,0
95GG31,2576,1,1,128,15,5,1,9,16,61,21,9,20,134,509,141,143,80,90,38,106,79,265,249,447,135,0,1
95GG32,2474,2,0,153,13,5,2,13,18,71,31,6,27,113,458,158,131,79,100,40,109,131,183,205,457,122,0,0
95GG33,2733,2,3,93,15,5,0,15,13,32,13,12,11,92,289,45,141,153,153,66,388,75,199,343,554,111,0,3
95GG34,2394,1,2,124,8,7,1,15,12,49,32,17,7,99,357,95,99,117,109,34,165,79,208,310,465,104,1,1
95GG35,1440,1,1,63,6,4,1,6,12,23,11,3,10,71,292,93,125,40,56,13,49,91,98,132,217,85,0,0
95GG36,2907,4,2,240,33,8,3,30,20,99,47,15,17,161,460,128,143,130,139,28,167,122,323,281,356,186,2,3
95GG37,3458,2,0,200,38,4,4,26,12,72,44,26,18,101,402,90,199,272,196,50,311,112,341,455,525,158,0,0
95GG38,3585,5,0,161,30,6,1,25,13,51,35,20,16,113,348,65,150,242,200,55,399,113,372,500,681,141,1,3
95GG39,3077,6,0,140,15,6,4,16,13,55,31,14,23,91,440,80,335,325,227,26,197,171,194,247,423,135,1,2
95GG40,1057,1,0,105,10,5,0,7,19,37,27,2,7,44,189,40,83,28,32,5,39,89,79,78,175,59,1,1
95GG41,2471,7,2,147,23,5,1,19,11,53,35,14,6,102,287,61,86,119,152,49,279,87,284,316,348,125,0,0
95GG42,4117,11,1,156,21,5,3,15,21,59,32,15,8,91,807,53,419,217,172,40,445,107,273,498,577,221,1,5
95GG43,2383,3,0,211,32,8,4,12,14,100,41,10,17,103,430,104,148,108,111,21,142,145,233,181,304,111,0,1
95GG44,2305,6,0,193,41,9,3,24,13,55,48,7,31,74,414,93,251,98,66,18,130,212,171,133,275,133,0,0
95GG45,2000,1,2,128,14,3,4,18,15,44,30,12,11,88,307,58,103,71,87,36,160,85,141,257,337,115,1,0
95GG46,1532,0,1,72,8,3,3,3,8,29,18,3,11,91,302,84,111,40,32,19,42,98,87,165,288,86,0,0
95GG47,1937,1,3,97,10,2,1,3,12,44,25,13,24,93,377,114,140,84,69,18,84,104,149,148,320,98,1,0
95GG48,1478,3,0,77,11,9,1,6,8,24,18,1,12,63,272,62,113,30,39,12,54,95,86,126,342,90,1,0
95GG49,4321,15,4,146,18,6,3,36,17,38,28,17,17,105,1020,54,507,231,191,49,368,165,255,453,549,172,2,1
95GG50,2415,4,1,165,34,6,0,14,17,52,42,9,27,107,351,85,281,120,122,19,138,168,217,158,294,149,0,0
95GG51,1286,0,1,116,16,16,1,10,10,48,15,4,16,65,263,92,79,21,31,14,24,109,70,86,212,79,4,0
95HH01,848,1,4,83,4,0,0,10,18,39,12,23,8,60,119,41,44,34,33,9,42,38,85,71,117,36,0,0
95HH02,1523,4,3,135,7,4,4,18,12,69,21,19,9,80,233,86,79,40,83,24,68,68,162,135,224,71,0,0
95HH03,676,2,3,59,5,1,2,3,8,30,10,6,4,45,106,35,26,26,27,10,34,28,62,78,95,30,0,0
95HH04,1593,1,1,184,11,3,1,13,25,95,36,23,8,93,287,104,66,35,76,21,62,63,148,165,190,63,0,3
95HH05,882,0,2,104,13,4,3,5,16,52,11,5,6,58,184,68,67,11,31,3,31,53,55,46,107,51,0,0
95HH06,2494,13,8,270,19,4,5,25,40,127,50,29,15,167,455,156,117,63,133,34,86,111,227,225,281,104,0,0
95HH07,635,3,1,66,10,2,1,1,9,31,12,6,8,39,117,43,25,24,19,7,23,37,36,64,77,38,0,2
95HH08,1311,3,1,135,14,5,6,12,12,54,32,14,10,55,200,73,53,49,74,13,59,58,140,151,153,69,1,0
95HH09,1091,4,2,104,10,3,0,13,16,46,16,8,4,68,167,82,87,24,50,11,63,49,109,70,144,44,0,1
95HH10,1221,0,0,91,7,2,1,11,6,44,20,6,7,56,206,54,40,41,59,15,80,49,127,158,172,58,1,1
95HH11,548,1,2,55,3,0,3,4,9,30,6,2,4,34,141,41,30,7,19,7,16,38,26,28,79,17,1,0
95HH12,705,4,3,65,8,3,1,2,11,25,15,8,4,53,131,45,32,21,23,3,26,33,67,53,99,35,0,0
95HH13,536,0,0,67,9,1,0,6,13,26,12,6,8,31,106,53,32,11,22,3,11,38,32,22,62,32,0,0
95HH14,556,3,1,73,7,2,1,16,9,28,10,6,7,38,94,43,36,9,24,2,10,28,47,38,62,35,0,0
95HH15,1273,3,0,108,12,2,0,9,17,49,19,15,6,74,229,73,82,44,52,11,52,48,115,128,180,53,0,0
95HH16,958,7,10,75,9,0,2,4,18,23,19,12,6,67,127,44,25,34,35,13,61,43,91,110,141,57,0,0
95HH17,1254,29,5,136,17,4,1,21,18,55,20,13,10,90,227,64,50,24,71,13,58,57,105,122,122,57,1,0
95II01,1518,17,0,97,16,7,1,10,10,37,16,10,7,86,237,57,70,48,64,23,103,80,206,135,194,84,0,0
95II02,2228,5,1,146,18,4,3,14,18,59,30,27,8,78,326,54,83,109,125,28,155,76,224,273,402,108,0,0
95II03,1936,1,0,115,12,4,1,10,8,44,36,10,5,77,295,45,110,111,117,24,136,48,252,217,307,63,0,3
95II04,2162,13,3,192,17,6,1,14,7,105,42,8,7,123,335,70,112,63,114,17,92,108,278,148,374,105,0,0
95II05,1673,6,2,91,8,5,1,9,12,33,23,3,7,99,244,40,105,62,97,21,74,49,178,204,315,75,0,1
95II06,1751,7,2,108,8,3,4,8,9,48,28,12,9,99,242,53,86,80,100,20,125,54,221,178,275,78,1,1
95II07,822,1,1,81,13,4,4,9,11,24,16,3,11,36,149,49,52,24,34,10,27,49,66,47,136,46,0,0
95II08,1176,2,1,102,13,2,3,14,10,43,17,7,8,65,213,54,64,38,40,25,50,49,119,123,161,55,0,0
95II09,1727,4,1,137,27,1,1,7,13,73,15,7,13,71,268,58,64,64,80,23,73,69,236,125,339,95,0,0
95II10,1119,1,0,93,8,2,0,13,8,43,19,2,8,48,225,51,53,26,62,7,35,73,86,82,211,56,0,0
95II11,1310,1,0,71,6,1,0,11,6,34,13,11,6,47,165,36,40,80,58,22,93,24,164,198,235,58,0,1
95II12,1148,1,0,81,7,3,0,7,7,41,16,8,5,59,132,34,36,49,59,8,75,36,178,149,163,72,1,2
95II13,1200,2,1,96,16,1,0,10,3,40,26,7,6,62,219,44,59,33,47,5,47,68,114,79,247,63,0,1
95II14,1223,3,1,69,4,2,0,1,7,35,20,9,6,46,190,28,51,70,75,15,95,44,146,152,159,62,2,0
95II15,1675,1,0,97,10,5,5,9,11,39,18,12,5,57,194,34,75,90,91,29,113,43,202,260,298,74,0,0
95II16,926,1,6,96,13,4,1,15,9,31,23,6,10,49,182,30,57,27,43,9,35,34,96,64,126,54,0,1
95II17,1132,2,0,94,13,0,4,10,8,40,19,5,5,66,207,48,52,40,51,10,60,53,124,106,143,64,1,1
95II18,943,1,0,64,12,4,1,4,4,23,16,0,6,51,183,35,51,21,26,12,55,48,81,70,189,48,0,2
95II19,1917,52,5,167,29,0,4,23,22,53,36,10,7,167,276,55,79,53,75,31,103,63,239,184,271,77,2,1
95II20,1406,0,1,77,11,3,0,7,11,26,19,10,8,49,239,34,59,70,56,21,115,48,168,140,259,52,0,0
95II21,1016,0,1,65,9,1,1,7,1,27,19,6,11,64,175,52,58,19,38,12,39,81,78,77,176,64,0,0
95II22,1049,4,0,95,9,3,2,9,11,43,18,8,9,58,187,55,47,51,47,9,51,46,104,76,136,63,3,0
95II23,1059,2,0,70,8,2,1,16,5,27,11,5,9,36,149,33,48,61,37,15,105,28,119,130,160,50,1,1
95JJ01,1210,90,2,134,38,4,5,5,24,36,22,3,7,117,186,29,57,18,28,12,48,49,76,130,169,53,0,2
95JJ02,964,9,1,68,16,2,1,5,13,15,16,2,1,42,153,20,96,16,20,14,47,43,72,165,137,54,4,0
95JJ03,917,9,4,80,33,3,0,8,13,14,9,4,3,56,215,45,86,9,11,11,18,44,59,96,103,64,0,0
95JJ04,1316,26,0,128,27,6,7,6,19,20,43,4,6,115,231,43,68,21,30,15,54,72,130,139,166,67,0,1
95JJ05,678,1,0,103,47,3,2,8,20,9,14,2,6,31,147,35,68,11,10,8,18,35,41,56,77,29,0,0
95JJ06,910,7,1,104,42,5,7,7,14,18,11,1,8,44,226,36,91,15,16,8,19,52,59,65,113,45,0,0
95JJ07,1013,13,2,133,49,0,9,9,27,27,12,2,2,47,232,42,106,12,18,6,22,51,53,85,133,54,0,0
