GeographyCode,QS219NI0001,QS219NI0002,QS219NI0003,QS219NI0004,QS219NI0005,QS219NI0006,QS219NI0007,QS219NI0008,QS219NI0009
95DD03,1389,170,565,181,30,158,18,164,103
95DD04,859,45,386,145,19,84,9,75,96
95DD05,685,24,302,135,13,59,9,68,75
95DD06,944,153,408,118,39,90,7,85,44
95DD07,1412,56,725,255,20,132,7,143,74
95DD08,1041,331,277,98,17,77,8,115,118
95DD09,929,52,577,62,33,98,3,66,38
95DD10,1180,30,596,133,120,134,14,92,61
95DD11,955,478,165,72,7,46,4,73,110
95DD12,890,101,435,71,54,110,6,66,47
95DD13,741,354,140,48,6,33,3,70,87
95DD14,1233,67,572,175,41,185,12,122,59
95DD15,1174,630,312,43,9,59,10,55,56
95DD16,1019,112,527,96,19,116,9,94,46
95DD17,1148,387,428,67,11,114,5,82,54
95DD18,873,50,464,90,15,94,12,81,67
95DD19,1275,50,693,216,23,107,6,118,62
95DD20,826,42,390,138,22,66,5,76,87
95DD21,891,241,294,89,22,60,8,101,76
95DD22,1156,352,489,86,9,88,8,51,73
95DD23,881,99,498,64,6,94,8,73,39
95DD24,990,586,152,47,14,51,2,83,55
95EE01,592,510,26,6,2,9,0,17,22
95EE02,790,25,362,208,9,69,3,68,46
95EE03,808,102,330,151,12,80,6,80,47
95EE04,736,248,250,86,5,54,2,53,38
95EE05,577,39,315,90,5,44,3,47,34
95EE06,692,535,85,7,0,13,1,16,35
95EE07,740,112,325,110,4,87,9,53,40
95EE08,711,90,314,108,8,69,8,67,47
95EE09,605,195,239,45,3,47,4,43,29
95EE10,598,323,156,24,1,43,4,21,26
95EE11,551,149,236,57,2,44,5,38,20
95EE12,1059,118,442,215,9,99,5,100,71
95EE13,718,143,281,106,8,67,9,62,42
95EE14,1016,118,439,182,6,118,7,93,53
95EE15,606,101,277,98,3,40,3,52,32
95EE16,709,157,317,68,9,76,7,43,32
95FF01,1740,480,480,317,43,141,11,193,75
95FF02,923,469,223,73,8,50,2,56,42
95FF03,1169,413,255,203,19,74,7,126,72
95FF04,862,283,303,83,9,66,7,58,53
95FF05,1119,182,319,234,42,118,14,139,71
95FF06,1540,188,490,322,61,174,13,202,90
95FF07,1154,462,194,209,21,54,7,119,88
95FF08,993,239,285,218,28,75,3,84,61
95FF09,1000,345,158,255,21,59,8,81,73
95FF10,1216,140,499,180,18,150,7,155,67
95FF11,873,228,393,65,5,84,7,58,33
95FF12,1018,489,164,141,23,64,13,58,66
95FF13,977,299,283,171,9,80,5,81,49
95FF14,862,103,320,176,14,116,8,81,44
95FF15,1073,356,407,101,3,74,11,59,62
95FF16,927,162,282,240,26,71,5,90,51
95FF17,857,261,207,169,18,54,9,83,56
95GG01,2004,1745,6,10,0,6,5,61,171
95GG02,2568,2100,9,17,7,9,4,75,347
95GG03,2667,304,677,474,143,258,36,590,185
95GG04,2297,871,363,355,89,100,24,218,277
95GG05,2800,1197,222,193,57,92,51,690,298
95GG06,2381,99,729,602,221,198,24,302,206
95GG07,2269,1847,17,21,1,21,13,99,250
95GG08,2151,1134,248,152,77,79,18,235,208
95GG09,2604,146,803,596,194,229,18,463,155
95GG10,2017,162,435,500,171,137,38,341,233
95GG11,2686,251,638,492,150,252,30,554,319
95GG12,3429,1618,180,135,34,84,110,720,548
95GG13,2116,568,498,346,150,111,31,256,156
95GG14,1817,850,325,173,76,60,22,178,133
95GG15,2544,237,837,482,157,201,21,467,142
95GG16,2230,1360,110,97,34,48,32,321,228
95GG17,2137,1273,191,187,57,46,12,165,206
95GG18,2143,1735,9,10,9,10,11,80,279
95GG19,2239,114,706,698,159,141,11,175,235
95GG20,2359,327,693,389,181,136,38,325,270
95GG21,2262,1737,16,9,2,22,48,99,329
95GG22,2208,1905,12,6,1,10,12,85,177
95GG23,1821,683,327,245,127,89,39,211,100
95GG24,1945,630,459,211,112,102,24,247,160
95GG25,2194,1899,5,9,1,6,11,72,191
95GG26,1654,192,423,536,91,87,12,125,188
95GG27,2467,2093,9,8,2,12,7,72,264
95GG28,2325,131,752,741,127,162,17,230,165
95GG29,2430,225,556,531,166,185,84,458,225
95GG30,2083,114,626,426,210,199,22,354,132
95GG31,2463,1835,60,132,27,31,16,138,224
95GG32,2649,997,491,437,80,140,20,253,231
95GG33,2195,1068,272,206,31,64,53,369,132
95GG34,1999,990,233,221,95,97,24,217,122
95GG35,2244,1774,12,22,3,13,13,79,328
95GG36,2481,191,766,432,200,260,25,460,147
95GG37,2687,749,422,318,141,155,45,655,202
95GG38,2915,1372,310,284,83,103,51,543,169
95GG39,3616,976,486,565,176,159,177,623,454
95GG40,1861,54,578,625,101,98,9,147,249
95GG41,2173,178,710,429,132,176,15,408,125
95GG42,2606,967,361,305,53,120,69,564,167
95GG43,2316,123,580,509,239,201,32,448,184
95GG44,2705,240,751,477,115,203,35,510,374
95GG45,2129,475,525,421,114,106,39,291,158
95GG46,1932,1662,8,6,2,7,3,55,189
95GG47,2641,2003,49,31,4,26,24,236,268
95GG48,2051,1753,13,8,2,10,7,51,207
95GG49,3351,1106,410,284,80,208,142,794,327
95GG50,2653,345,665,478,129,185,62,537,252
95GG51,2081,62,610,666,147,144,9,170,273
95HH01,890,102,247,150,54,73,8,172,84
95HH02,1063,57,350,206,97,124,7,183,39
95HH03,726,54,262,147,52,74,3,98,36
95HH04,1160,58,373,242,122,112,14,191,48
95HH05,908,44,279,204,85,68,3,145,80
95HH06,1682,91,553,339,130,198,13,282,76
95HH07,733,44,174,178,88,61,7,112,69
95HH08,1083,118,322,166,67,111,10,228,61
95HH09,1423,166,376,244,119,124,21,271,102
95HH10,945,75,313,175,65,87,9,187,34
95HH11,655,27,217,152,48,55,4,100,52
95HH12,626,29,188,110,85,59,3,115,37
95HH13,614,22,173,143,61,62,4,97,52
95HH14,764,54,219,161,66,82,4,110,68
95HH15,1083,89,335,202,97,120,16,168,56
95HH16,917,123,263,162,48,65,14,200,42
95HH17,928,36,364,151,63,109,9,140,56
95II01,1260,39,440,252,96,146,15,226,46
95II02,1911,458,391,354,112,133,37,300,126
95II03,1304,494,235,156,57,74,21,209,58
95II04,1672,45,558,377,106,193,16,283,94
95II05,1301,495,275,157,35,89,13,161,76
95II06,1285,508,232,168,41,89,14,169,64
95II07,991,64,308,208,70,79,11,159,92
95II08,1073,74,300,229,118,103,5,177,67
95II09,1417,89,413,337,93,164,16,222,83
95II10,1144,25,356,293,111,105,9,182,63
95II11,1055,399,178,146,45,61,10,162,54
95II12,1007,58,333,196,70,109,8,193,40
95II13,1253,49,368,274,94,134,21,208,105
95II14,1026,216,270,160,94,91,8,139,48
95II15,1319,491,233,152,58,92,15,199,79
95II16,890,30,270,192,146,83,6,112,51
95II17,1190,40,396,241,122,119,17,180,75
95II18,1090,56,291,288,78,125,13,151,88
95II19,1389,109,599,193,55,143,12,196,82
95II20,1211,370,225,194,58,72,16,191,85
95II21,1045,14,371,251,74,80,5,146,104
95II22,990,48,323,181,120,96,4,163,55
95II23,910,329,169,111,51,44,10,146,50
95JJ01,892,179,359,162,9,68,3,72,40
95JJ02,1074,242,267,200,31,68,7,150,109
95JJ03,1023,110,280,321,20,68,13,135,76
95JJ04,1279,176,538,305,11,53,12,122,62
95JJ05,892,191,211,217,16,64,4,100,89
95JJ06,1063,371,171,253,7,49,10,92,110
95JJ07,1092,196,271,348,14,59,7,95,102
95JJ08,1187,205,388,285,11,82,7,130,79
95JJ09,839,33,405,201,11,47,7,68,67
95JJ10,1027,405,317,154,1,34,7,39,70
95JJ11,1542,249,466,380,35,84,17,188,123
95JJ12,1002,603,179,72,3,33,6,52,54
95JJ13,1457,196,463,332,24,153,18,173,98
95JJ14,849,72,373,213,7,66,3,77,38
95JJ15,779,200,199,154,21,56,5,90,54
95JJ16,916,251,209,163,20,51,8,108,106
95JJ17,824,355,253,82,4,35,5,54,36
95JJ18,975,206,245,220,24,46,11,138,85
95JJ19,1128,332,278,178,32,70,9,156,73
95JJ20,1618,307,492,408,26,122,10,165,88
95JJ21,962,152,217,315,16,81,11,103,67
95JJ22,1088,236,328,226,25,79,20,125,49
95KK01,836,743,11,9,2,5,2,11,53
95KK02,722,226,166,165,11,69,12,31,42
95KK03,704,603,20,14,0,8,1,10,48
95KK04,974,690,48,70,6,24,4,61,71
95KK05,803,637,43,22,1,21,1,16,62
95KK06,737,310,99,174,12,33,4,44,61
95KK07,682,263,200,111,10,58,2,13,25
95KK08,967,337,187,241,17,73,5,50,57
95KK09,947,320,190,185,26,71,5,76,74
95KK10,699,241,168,170,17,42,3,18,40
95KK11,982,245,204,271,47,74,2,69,70
95KK12,776,569,69,46,1,7,1,21,62
95KK13,642,68,197,225,14,55,4,41,38
95KK14,703,296,162,120,8,42,1,20,54
95KK15,921,553,105,145,4,34,5,31,44
95KK16,809,511,65,77,7,22,3,57,67
95LL01,1579,1203,43,73,21,24,8,118,89
95LL02,1367,274,167,378,109,125,19,169,126
95LL03,1092,81,145,480,80,99,10,120,77
95LL04,1090,813,27,75,20,27,3,34,91
95LL05,1454,245,290,428,95,160,19,132,85
95LL06,1408,122,197,524,155,166,11,137,96
95LL07,1001,68,154,392,64,115,14,109,85
95LL08,1326,920,16,69,24,21,7,94,175
95LL09,1395,1038,30,87,12,38,12,73,105
95LL10,1741,1417,27,59,21,57,2,70,88
95LL11,1424,97,428,398,98,170,13,144,76
95LL12,1492,1177,29,45,5,14,16,100,106
95LL13,1097,588,79,125,17,38,17,121,112
95LL14,970,870,2,7,1,3,1,14,72
95LL15,1330,70,258,446,133,172,17,124,110
95LL16,2282,443,380,598,176,250,27,280,128
95LL17,1106,61,223,377,88,157,12,125,63
95LL18,1331,54,274,477,80,234,13,133,66
95LL19,1904,368,310,627,67,230,19,177,106
95LL20,942,346,117,240,28,85,7,61,58
95LL21,1662,722,164,348,51,118,9,119,131
95LL22,1424,1177,9,19,5,8,4,74,128
95LL23,973,80,124,399,107,92,3,101,67
95LL24,1312,372,166,442,71,105,4,64,88
95LL25,1739,115,469,557,88,221,19,183,87
95LL26,1490,1232,10,18,4,16,11,74,125
95MM01,1897,659,470,371,24,72,22,120,159
95MM02,1144,996,18,6,0,8,7,42,67
95MM03,1155,713,184,141,1,10,8,46,52
95MM04,890,764,5,4,1,7,2,36,71
95MM05,1062,909,6,1,0,6,1,19,120
95MM06,949,815,4,6,0,0,3,23,98
95MM07,1201,148,380,402,46,59,12,82,72
95MM08,1238,687,183,141,18,37,4,49,119
95MM09,1220,792,168,115,4,13,5,42,81
95MM10,987,856,3,3,2,2,0,23,98
95MM11,855,756,3,2,0,5,0,14,75
95MM12,1976,1620,75,32,2,16,9,58,164
95MM13,2990,2496,54,52,4,37,8,109,230
95MM14,1176,415,256,214,33,42,19,94,103
95MM15,1570,703,314,273,15,45,7,110,103
95MM16,2079,1217,291,172,15,44,31,170,139
95MM17,1347,1112,37,27,2,11,5,66,87
95MM18,1766,1050,282,182,19,36,11,89,97
95MM19,1269,381,355,256,34,51,12,95,85
95MM20,1469,238,510,386,54,61,10,105,105
95MM21,1254,392,298,325,56,31,6,68,78
95MM22,973,828,10,9,0,6,3,50,67
95MM23,1074,772,11,18,1,15,11,94,152
95MM24,892,803,12,4,0,2,3,23,45
95MM25,2188,1871,9,9,0,18,10,49,222
95MM26,1056,942,6,4,0,3,3,40,58
95MM27,1614,1110,21,27,7,24,30,144,251
95MM28,1095,691,57,65,6,16,2,70,188
95MM29,1490,864,168,137,14,32,17,105,153
95MM30,903,774,3,3,0,1,3,36,83
95NN01,1201,933,39,57,2,16,6,58,90
95NN02,836,697,23,29,0,9,1,33,44
95NN03,1133,159,350,212,50,169,4,118,71
95NN04,1175,909,25,18,2,15,8,59,139
95NN05,1075,488,196,120,10,73,9,99,80
95NN06,1237,999,34,43,0,18,10,59,74
95NN07,1246,1009,23,50,6,19,4,56,79
95NN08,1196,548,229,151,11,61,12,115,69
95NN09,1092,295,407,124,9,70,7,124,56
95NN10,1290,707,146,122,28,67,9,125,86
95NN11,1297,968,78,53,7,33,4,91,63
95NN12,1128,612,136,145,11,44,6,115,59
95NN13,1064,361,266,134,22,97,12,129,43
95NN14,1205,758,55,86,6,75,10,108,107
95NN15,1230,341,368,228,10,40,5,163,75
95NN16,1128,230,377,175,17,128,7,144,50
95NN17,928,614,78,71,6,18,1,69,71
95NN18,1023,647,74,113,5,28,7,84,65
95NN19,1336,278,446,250,12,77,8,198,67
95NN20,1073,527,198,135,11,53,8,80,61
95NN21,1151,698,147,86,10,38,6,86,80
95NN22,1003,728,21,68,1,15,7,98,65
95NN23,1159,857,75,50,2,15,6,75,79
95OO01,809,587,65,60,2,9,1,18,67
95OO02,703,353,98,119,20,33,5,18,57
95OO03,914,309,242,214,11,43,5,32,58
95OO04,877,568,110,65,5,35,3,23,68
95OO05,1021,707,38,62,7,24,9,37,137
95OO06,941,473,138,120,14,62,6,44,84
95OO07,854,360,176,160,9,56,3,37,53
95OO08,887,445,156,150,16,38,6,29,47
95OO09,744,419,98,123,8,32,2,21,41
95OO10,1163,1005,16,19,0,10,5,22,86
95OO11,956,803,11,23,4,5,4,22,84
95OO12,999,621,81,150,7,32,3,26,79
95OO13,976,293,173,267,49,46,5,83,60
95OO14,866,537,101,112,2,24,7,35,48
95OO15,870,658,32,40,6,15,7,33,79
95OO16,853,186,118,331,54,62,6,44,52
95OO17,978,156,123,426,65,105,17,38,48
95OO18,1099,466,134,223,28,74,10,69,95
95OO19,1046,548,70,178,29,49,2,52,118
95OO20,854,176,187,280,33,65,4,61,48
95OO21,904,686,22,36,6,20,3,44,87
95OO22,956,849,13,13,0,3,1,18,59
95PP01,950,157,58,447,118,75,10,46,39
95PP02,933,729,8,74,6,17,7,57,35
95PP03,971,640,35,132,26,22,2,62,52
95PP04,1081,539,20,277,70,53,7,68,47
95PP05,822,310,42,256,94,51,4,37,28
95PP06,1554,660,80,386,82,89,9,114,134
95PP07,987,547,19,204,46,42,7,80,42
95PP08,960,741,7,120,4,6,6,33,43
95PP09,757,537,11,43,6,15,6,36,103
95PP10,798,592,8,123,20,10,4,18,23
95PP11,1040,660,35,113,30,37,8,65,92
95PP12,891,558,7,223,26,12,1,32,32
95PP13,1060,675,33,175,30,34,10,28,75
95PP14,1347,439,68,578,69,47,7,66,73
95PP15,1089,289,67,437,98,77,5,60,56
95PP16,705,183,46,310,39,45,4,43,35
95PP17,1028,691,21,169,26,19,3,43,56
95PP18,1093,400,47,417,84,50,6,51,38
95PP19,933,666,17,128,26,9,2,34,51
95PP20,1379,649,60,298,59,58,13,113,129
95PP21,783,618,7,86,11,11,2,10,38
95PP22,1010,467,30,258,49,37,7,64,98
95PP23,898,421,42,222,81,44,4,40,44
95QQ01,707,130,269,103,27,34,3,71,70
95QQ02,996,20,494,176,30,70,12,146,48
95QQ03,507,95,192,64,37,21,3,51,44
95QQ04,692,172,268,84,23,52,4,58,31
95QQ05,1127,251,410,126,65,72,4,129,70
95QQ06,754,543,70,50,9,7,2,30,43
95QQ07,919,219,315,108,37,62,9,91,78
95QQ08,698,166,248,92,45,34,3,60,50
95QQ09,838,256,267,101,31,42,0,84,57
95QQ10,688,240,226,58,1,39,6,62,56
95QQ11,776,39,386,117,28,68,5,92,41
95QQ12,758,120,305,99,30,52,2,95,55
95QQ13,1031,31,493,140,54,70,7,193,43
95QQ14,2045,286,870,231,101,184,13,241,119
95QQ15,761,209,239,92,25,45,4,74,73
95RR01,1502,527,465,251,19,64,5,100,71
95RR02,647,287,154,121,2,17,3,34,29
95RR03,617,358,103,90,3,4,2,31,26
95RR04,752,668,9,16,0,3,1,16,39
95RR05,966,319,291,191,13,35,5,76,36
95RR06,708,570,32,35,0,5,1,19,46
95RR07,859,396,203,119,7,37,1,50,46
95RR08,713,412,161,68,2,14,1,26,29
95RR09,1381,930,140,105,8,24,8,85,81
95RR10,582,283,123,107,6,20,2,25,16
95RR11,652,336,152,70,2,19,7,32,34
95RR12,606,200,175,145,6,21,1,40,18
95RR13,657,221,181,141,8,34,5,39,28
95RR14,654,275,178,130,0,16,2,20,33
95RR15,802,639,46,45,1,6,1,10,54
95SS01,1681,281,326,528,84,146,7,242,67
95SS02,1530,260,412,369,109,113,17,179,71
95SS03,1189,64,526,220,26,147,12,140,54
95SS04,2935,443,629,798,176,259,21,450,159
95SS05,1441,166,448,323,65,141,18,196,84
95SS06,1935,1622,12,13,3,14,6,38,227
95SS07,3406,2019,290,328,74,104,26,264,301
95SS08,1670,158,635,303,38,215,12,217,92
95SS09,1334,186,410,284,45,109,13,222,65
95SS10,1607,1086,100,106,15,44,14,158,84
95SS11,1863,979,219,254,45,90,11,155,110
95SS12,1251,275,297,282,67,92,7,163,68
95SS13,1336,274,255,330,83,93,12,181,108
95SS14,1246,83,430,267,72,126,12,161,95
95SS15,1516,129,502,426,50,140,14,184,71
95SS16,1152,967,13,4,0,7,3,50,108
95SS17,1749,344,365,430,104,138,13,226,129
95SS18,1342,197,294,378,63,105,14,170,121
95SS19,1236,70,343,343,74,87,24,201,94
95SS20,1096,119,278,321,68,116,12,123,59
95SS21,1656,159,357,520,127,181,15,219,78
95SS22,1254,289,251,252,58,124,13,202,65
95SS23,1532,101,458,458,88,118,19,214,76
95SS24,1914,284,402,599,80,170,18,268,93
95SS25,1117,225,231,311,47,56,9,143,95
95SS26,1314,1144,13,5,1,10,0,43,98
95SS27,1194,91,337,303,94,101,22,155,91
95SS28,1071,364,166,256,32,60,6,114,73
95SS29,1031,858,8,7,0,5,3,37,113
95SS30,1125,191,297,237,52,124,11,152,61
95TT01,838,591,77,71,4,31,3,22,39
95TT02,857,656,70,43,2,19,0,16,51
95TT03,1175,526,233,194,12,74,7,61,68
95TT04,1018,875,20,12,1,15,1,29,65
95TT05,1129,662,98,134,13,71,13,62,76
95TT06,886,532,165,106,1,17,2,23,40
95TT07,874,372,215,125,11,63,7,40,41
95TT08,851,339,196,138,4,90,5,46,33
95TT09,874,765,27,7,0,17,1,14,43
95TT10,1056,751,101,83,2,17,3,43,56
95TT11,945,780,59,18,6,31,1,16,34
95TT12,898,254,179,250,9,114,8,46,38
95TT13,1107,508,146,186,13,95,12,72,75
95TT14,830,389,111,139,5,65,8,53,60
95TT15,833,205,292,170,0,58,4,42,62
95TT16,866,545,122,89,2,25,0,37,46
95UU01,384,154,75,102,2,8,0,24,19
95UU02,439,5,173,177,3,16,1,35,29
95UU03,381,207,44,37,0,6,4,45,38
95UU04,350,8,128,145,1,11,1,25,31
95UU05,373,15,187,92,0,29,1,25,24
95UU06,569,398,35,36,2,8,2,52,36
95UU07,307,18,117,77,3,35,6,31,20
95UU08,461,376,4,6,0,2,1,14,58
95UU09,594,507,12,10,0,1,2,22,40
95UU10,420,361,2,9,0,6,1,13,28
95UU11,355,289,7,15,1,2,1,12,28
95UU12,564,398,29,44,1,9,2,33,48
95UU13,333,119,65,92,0,8,0,24,25
95UU14,718,476,55,74,0,9,2,43,59
95UU15,360,46,162,84,2,18,0,27,21
95VV01,1171,441,304,203,11,71,3,64,74
95VV02,985,776,19,4,3,9,14,49,111
95VV03,996,562,130,119,27,24,4,42,88
95VV04,1052,445,306,82,0,105,4,48,62
95VV05,1364,1133,30,13,3,15,6,47,117
95VV06,1153,1002,13,3,1,5,1,31,97
95VV07,1657,1286,53,36,7,49,6,81,139
95VV08,1006,841,18,8,0,1,1,23,114
95VV09,967,790,1,3,0,5,1,14,153
95VV10,1186,948,10,3,2,12,10,58,143
95VV11,1484,1151,79,35,10,25,7,67,110
95VV12,1164,920,27,40,3,13,6,39,116
95VV13,1054,588,274,41,10,44,7,33,57
95VV14,1287,1047,11,3,0,22,8,59,137
95VV15,1140,880,28,29,13,28,7,53,102
95VV16,1043,897,0,3,1,12,3,32,95
95VV17,1410,1186,7,5,0,11,2,51,148
95VV18,1402,320,578,195,3,93,9,99,105
95VV19,1172,602,296,104,4,30,5,46,85
95VV20,925,543,210,27,0,43,0,38,64
95VV21,1253,995,114,19,3,34,3,33,52
95VV22,956,518,137,88,1,54,6,30,122
95VV23,1123,825,31,36,2,15,6,93,115
95VV24,1258,956,31,47,4,21,5,80,114
95VV25,1227,1042,4,4,0,2,2,48,125
95VV26,1172,917,114,13,1,15,1,33,78
95VV27,912,767,11,8,2,12,5,41,66
95VV28,1343,1066,31,28,7,24,5,62,120
95VV29,1071,600,235,106,10,43,4,25,48
95VV30,1098,706,120,76,16,25,12,79,64
95WW01,1257,199,293,180,94,131,24,226,110
95WW02,1533,44,645,284,124,135,9,196,96
95WW03,1583,80,639,261,130,130,8,248,87
95WW04,1098,94,386,197,82,76,5,182,76
95WW05,1157,278,307,166,96,66,17,162,65
95WW06,1198,30,546,155,88,160,5,157,57
95WW07,1602,58,712,239,103,194,7,230,59
95WW08,1037,161,370,142,94,69,5,152,44
95WW09,1111,105,442,179,98,67,11,133,76
95WW10,1176,62,408,241,88,124,13,181,59
95WW11,1106,739,107,52,17,25,10,92,64
95WW12,1100,21,330,259,131,90,13,161,95
95WW13,1433,23,687,276,109,102,4,185,47
95WW14,1043,15,349,247,99,90,7,150,86
95WW15,1229,702,158,81,51,39,19,123,56
95WW16,1260,429,253,179,86,45,10,162,96
95WW17,991,59,357,173,89,102,6,127,78
95WW18,1000,256,231,150,85,67,14,136,61
95WW19,2204,210,687,465,132,209,28,367,106
95WW20,2974,1137,632,263,120,203,37,392,190
95WW21,1481,100,433,311,138,141,20,237,101
95WW22,1228,64,455,221,114,110,12,184,68
95WW23,1455,335,322,251,52,88,38,248,121
95WW24,1578,677,291,171,66,52,11,181,129
95WW25,1137,36,282,243,173,100,13,175,115
95XX01,1849,128,643,327,113,180,18,354,86
95XX02,1066,73,292,254,62,72,7,247,59
95XX03,1057,86,336,203,70,99,13,188,62
95XX04,1402,113,458,245,100,160,13,249,64
95XX05,1238,104,422,223,72,103,11,221,82
95XX06,1598,103,516,281,109,120,11,332,126
95XX07,1278,104,421,272,96,80,7,231,67
95XX08,1173,259,317,200,52,83,11,194,57
95XX09,1255,96,444,241,73,114,8,205,74
95XX10,1842,122,577,350,74,172,18,400,129
95XX11,2621,160,921,366,142,239,29,565,199
95XX12,1002,105,303,192,37,72,7,216,70
95XX13,1176,98,366,261,67,61,12,238,73
95XX14,955,146,241,216,47,46,12,193,54
95XX15,1192,67,435,217,73,77,10,214,99
95XX16,1392,74,485,307,86,109,10,239,82
95XX17,1425,225,288,188,52,94,24,407,147
95XX18,1348,304,253,259,50,80,13,293,96
95XX19,1106,197,254,228,58,55,11,232,71
95XX20,1363,239,260,290,58,172,20,239,85
95XX21,1176,130,374,216,68,77,15,216,80
95XX22,1010,99,333,181,46,90,8,183,70
95XX23,1451,174,445,232,71,97,16,308,108
95XX24,1184,115,424,211,100,89,11,177,57
95XX25,1096,90,372,180,45,79,12,220,98
95YY01,861,330,226,166,12,35,9,33,50
95YY02,883,416,141,169,18,31,13,59,36
95YY03,991,576,140,119,24,41,7,35,49
95YY04,1270,968,53,71,8,12,9,75,74
95YY05,745,410,120,79,12,12,5,42,65
95YY06,858,629,34,90,11,14,5,28,47
95YY07,912,674,44,80,23,13,1,26,51
95YY08,789,505,71,110,20,17,2,20,44
95YY09,1014,208,269,293,44,55,14,55,76
95YY10,705,283,210,115,12,31,0,23,31
95YY11,820,503,87,86,16,31,3,22,72
95YY12,932,467,174,152,5,37,4,37,56
95YY13,1118,920,29,28,4,10,2,44,81
95YY14,1147,916,33,45,2,9,6,48,88
95YY15,889,574,61,76,9,22,1,43,103
95YY16,798,461,152,99,3,32,2,14,35
95YY17,746,630,7,33,0,2,1,15,58
95YY18,746,510,64,79,0,22,0,12,59
95YY19,707,455,60,68,6,12,3,29,74
95YY20,721,645,4,19,0,3,0,8,42
95YY21,791,483,18,155,31,33,8,17,46
95ZZ01,994,387,302,200,5,23,6,30,41
95ZZ02,751,649,6,3,2,6,1,10,74
95ZZ03,884,498,125,136,24,30,0,15,56
95ZZ04,911,212,318,219,77,27,4,19,35
95ZZ05,769,325,224,147,2,10,3,16,42
95ZZ06,786,677,4,7,1,2,1,14,80
95ZZ07,1010,668,126,90,19,15,0,22,70
95ZZ08,934,589,132,110,19,9,3,16,56
95ZZ09,881,361,226,192,5,16,2,22,57
95ZZ10,1262,994,57,46,4,15,4,37,105
95ZZ11,745,450,132,76,1,13,2,18,53
95ZZ12,868,456,151,156,4,20,2,23,56
95ZZ13,879,140,362,205,8,61,2,49,52
95ZZ14,1111,951,19,14,2,10,5,30,80
95ZZ15,804,356,240,97,17,23,2,24,45
95ZZ16,1228,1012,33,38,5,4,4,38,94
