GeographyCode,LC6102NI0001,LC6102NI0002,LC6102NI0003,LC6102NI0004,LC6102NI0005,LC6102NI0006,LC6102NI0007,LC6102NI0008,LC6102NI0009,LC6102NI0010,LC6102NI0011,LC6102NI0012,LC6102NI0013,LC6102NI0014,LC6102NI0015,LC6102NI0016,LC6102NI0017,LC6102NI0018,LC6102NI0019,LC6102NI0020,LC6102NI0021,LC6102NI0022,LC6102NI0023,LC6102NI0024,LC6102NI0025,LC6102NI0026,LC6102NI0027
N00001949,297,6,23,9,66,11,47,118,17,144,2,11,3,42,7,16,49,14,153,4,12,6,24,4,31,69,3
N00001950,71,2,7,3,25,3,2,23,6,52,0,4,2,23,2,0,17,4,19,2,3,1,2,1,2,6,2
N00001951,120,0,4,6,31,3,17,54,5,57,0,2,4,19,2,6,23,1,63,0,2,2,12,1,11,31,4
N00001952,103,0,12,6,24,4,14,36,7,69,0,8,4,17,2,11,21,6,34,0,4,2,7,2,3,15,1
N00001953,59,0,5,4,14,6,9,20,1,32,0,3,4,7,4,6,8,0,27,0,2,0,7,2,3,12,1
N00001954,115,0,5,4,30,1,14,53,8,44,0,1,1,18,1,5,15,3,71,0,4,3,12,0,9,38,5
N00001955,130,4,5,7,36,5,11,52,10,65,1,4,5,19,5,6,20,5,65,3,1,2,17,0,5,32,5
N00001956,60,0,2,3,23,3,8,17,4,37,0,1,2,14,2,4,12,2,23,0,1,1,9,1,4,5,2
N00001957,131,4,17,8,30,7,10,45,10,75,1,9,4,25,5,5,21,5,56,3,8,4,5,2,5,24,5
N00001958,101,4,11,7,32,5,8,28,6,68,1,7,4,24,3,3,20,6,33,3,4,3,8,2,5,8,0
N00001959,87,1,8,5,29,6,9,23,6,50,1,4,2,17,1,7,12,6,37,0,4,3,12,5,2,11,0
N00001960,93,3,8,7,23,5,13,28,6,55,2,5,5,16,1,7,15,4,38,1,3,2,7,4,6,13,2
N00001961,206,5,13,10,77,14,17,56,14,135,2,8,4,51,11,12,36,11,71,3,5,6,26,3,5,20,3
N00001962,112,2,8,6,43,4,9,28,12,56,1,4,2,25,2,1,14,7,56,1,4,4,18,2,8,14,5
N00001963,41,0,6,3,17,0,4,10,1,29,0,4,1,15,0,3,5,1,12,0,2,2,2,0,1,5,0
N00001964,86,1,7,7,27,10,6,23,5,52,1,4,5,18,3,4,12,5,34,0,3,2,9,7,2,11,0
N00001965,129,3,11,7,28,7,21,47,5,66,1,7,5,20,4,13,13,3,63,2,4,2,8,3,8,34,2
N00001966,192,6,25,23,45,8,23,54,8,115,3,16,16,26,4,15,29,6,77,3,9,7,19,4,8,25,2
N00001967,225,16,23,25,54,13,29,57,8,121,4,11,18,32,7,16,28,5,104,12,12,7,22,6,13,29,3
N00001968,105,1,10,12,29,6,14,26,7,74,1,7,9,23,4,10,16,4,31,0,3,3,6,2,4,10,3
N00001969,231,2,18,10,46,12,32,97,14,115,1,9,7,31,5,20,35,7,116,1,9,3,15,7,12,62,7
N00001970,106,0,10,9,28,4,8,40,7,56,0,5,3,14,2,6,21,5,50,0,5,6,14,2,2,19,2
N00001971,204,7,19,23,43,8,29,63,12,128,3,10,18,27,5,21,38,6,76,4,9,5,16,3,8,25,6
N00001972,124,1,12,6,26,6,15,51,7,70,0,6,1,17,5,7,28,6,54,1,6,5,9,1,8,23,1
N00001973,103,0,11,3,32,8,11,32,6,71,0,6,3,25,6,8,19,4,32,0,5,0,7,2,3,13,2
N00001974,85,0,12,4,30,5,9,21,4,61,0,11,3,20,2,7,14,4,24,0,1,1,10,3,2,7,0
N00001975,114,2,15,7,34,3,13,29,11,60,1,12,4,22,0,9,6,6,54,1,3,3,12,3,4,23,5
N00001976,159,5,27,5,55,15,16,34,2,99,4,21,1,32,11,8,20,2,60,1,6,4,23,4,8,14,0
N00001977,104,0,23,5,30,9,10,24,3,71,0,18,2,21,8,8,11,3,33,0,5,3,9,1,2,13,0
N00001978,113,2,15,7,34,6,12,34,3,61,0,11,4,22,4,8,12,0,52,2,4,3,12,2,4,22,3
N00001979,88,1,6,0,42,7,9,22,1,55,0,6,0,29,3,5,12,0,33,1,0,0,13,4,4,10,1
N00001980,104,1,19,7,42,2,11,19,3,82,1,16,7,35,0,8,13,2,22,0,3,0,7,2,3,6,1
N00001981,62,2,7,4,16,7,7,13,6,42,2,4,2,13,3,5,7,6,20,0,3,2,3,4,2,6,0
N00001982,330,7,28,17,103,19,33,106,17,224,5,16,10,70,12,30,67,14,106,2,12,7,33,7,3,39,3
N00001983,101,1,15,7,34,6,11,23,4,67,1,10,3,22,4,7,17,3,34,0,5,4,12,2,4,6,1
N00001984,139,3,19,4,44,5,18,36,10,81,1,14,2,25,2,13,17,7,58,2,5,2,19,3,5,19,3
N00001985,86,2,10,5,36,5,6,18,4,55,0,4,2,27,4,4,10,4,31,2,6,3,9,1,2,8,0
N00001986,170,3,23,3,58,14,13,47,9,117,0,17,1,43,9,7,32,8,53,3,6,2,15,5,6,15,1
N00001987,166,5,21,5,50,7,13,58,7,115,2,16,4,42,5,10,31,5,51,3,5,1,8,2,3,27,2
N00001988,141,3,21,8,47,8,12,31,11,95,2,13,4,34,6,11,18,7,46,1,8,4,13,2,1,13,4
N00001989,161,4,12,10,43,12,17,50,13,102,2,5,6,32,11,10,29,7,59,2,7,4,11,1,7,21,6
N00001990,87,2,9,6,35,4,8,22,1,58,1,6,2,26,3,8,11,1,29,1,3,4,9,1,0,11,0
N00001991,115,1,12,6,46,3,19,22,6,88,1,10,4,37,2,14,15,5,27,0,2,2,9,1,5,7,1
N00001992,86,0,24,7,22,3,11,17,2,60,0,15,4,17,3,5,14,2,26,0,9,3,5,0,6,3,0
N00001993,87,1,11,2,37,3,4,24,5,51,0,7,1,27,1,2,10,3,36,1,4,1,10,2,2,14,2
N00001994,159,10,7,16,34,7,19,57,9,74,2,5,5,19,4,10,27,2,85,8,2,11,15,3,9,30,7
N00001995,142,14,15,12,35,9,14,34,9,81,6,11,7,23,7,11,12,4,61,8,4,5,12,2,3,22,5
N00001996,146,12,21,15,33,11,11,39,4,72,5,5,9,20,5,9,17,2,74,7,16,6,13,6,2,22,2
N00001997,167,15,21,10,38,7,25,39,12,72,3,13,1,23,2,10,12,8,95,12,8,9,15,5,15,27,4
N00001998,116,3,6,8,41,2,15,39,2,78,1,3,5,26,2,12,28,1,38,2,3,3,15,0,3,11,1
N00001999,638,11,33,18,237,27,66,208,38,455,3,19,10,204,18,47,124,30,183,8,14,8,33,9,19,84,8
N00002000,130,4,9,5,26,6,15,58,7,50,2,3,3,12,3,9,18,0,80,2,6,2,14,3,6,40,7
N00002001,187,32,12,11,40,9,16,57,10,86,12,3,4,23,4,11,24,5,101,20,9,7,17,5,5,33,5
N00002002,139,16,12,11,39,7,9,39,6,59,4,5,4,21,3,8,12,2,80,12,7,7,18,4,1,27,4
N00002003,133,4,7,11,42,8,17,38,6,58,2,2,3,24,4,7,13,3,75,2,5,8,18,4,10,25,3
N00002004,182,18,17,10,42,8,20,58,9,93,3,9,4,24,5,14,30,4,89,15,8,6,18,3,6,28,5
N00002005,66,0,11,5,13,2,15,20,0,24,0,5,1,4,0,6,8,0,42,0,6,4,9,2,9,12,0
N00002006,87,2,8,5,30,3,8,26,5,37,0,5,2,15,1,4,7,3,50,2,3,3,15,2,4,19,2
N00002007,92,1,10,5,26,1,18,25,6,42,0,3,2,17,0,6,10,4,50,1,7,3,9,1,12,15,2
N00002008,242,16,40,28,53,7,25,56,17,130,5,27,17,29,3,12,30,7,112,11,13,11,24,4,13,26,10
N00002009,111,5,7,8,29,5,16,34,7,74,3,6,4,18,2,11,25,5,37,2,1,4,11,3,5,9,2
N00002010,202,10,17,37,53,16,18,42,9,127,6,9,21,36,8,13,28,6,75,4,8,16,17,8,5,14,3
N00002011,269,20,34,39,59,16,17,76,8,176,9,23,26,43,10,10,50,5,93,11,11,13,16,6,7,26,3
N00002012,205,18,20,45,37,7,18,53,7,136,5,16,32,27,5,15,34,2,69,13,4,13,10,2,3,19,5
N00002013,118,6,18,18,28,5,13,24,6,71,1,14,8,21,1,9,14,3,47,5,4,10,7,4,4,10,3
N00002014,420,14,29,16,101,18,73,140,29,232,4,16,8,67,13,43,65,16,188,10,13,8,34,5,30,75,13
N00002015,128,0,8,6,33,3,15,54,9,57,0,5,2,16,0,6,23,5,71,0,3,4,17,3,9,31,4
N00002016,77,0,4,1,34,4,4,21,9,46,0,2,0,21,2,2,12,7,31,0,2,1,13,2,2,9,2
N00002017,118,4,7,2,32,5,8,49,11,48,2,2,1,15,3,3,20,2,70,2,5,1,17,2,5,29,9
N00002018,618,9,36,27,171,31,79,217,48,387,8,25,16,119,18,54,119,28,231,1,11,11,52,13,25,98,20
N00002019,96,2,3,6,30,5,9,36,5,56,1,0,5,18,4,8,19,1,40,1,3,1,12,1,1,17,4
N00002020,119,2,9,6,27,2,13,49,11,63,1,6,3,18,1,4,26,4,56,1,3,3,9,1,9,23,7
N00002021,207,12,30,34,48,10,22,42,9,124,5,21,22,32,5,13,19,7,83,7,9,12,16,5,9,23,2
N00002022,170,5,21,27,36,8,13,47,13,94,2,11,18,17,6,5,27,8,76,3,10,9,19,2,8,20,5
N00002023,227,11,34,33,41,7,22,69,10,142,6,21,21,27,5,17,42,3,85,5,13,12,14,2,5,27,7
N00002024,224,7,23,38,50,9,26,57,14,141,3,20,29,28,2,18,34,7,83,4,3,9,22,7,8,23,7
N00002025,76,2,12,11,22,5,7,13,4,48,1,10,9,14,1,3,9,1,28,1,2,2,8,4,4,4,3
N00002026,145,12,26,21,27,4,11,37,7,110,8,22,15,17,4,10,27,7,35,4,4,6,10,0,1,10,0
N00002027,93,7,9,22,24,3,5,18,5,57,3,4,13,16,1,5,12,3,36,4,5,9,8,2,0,6,2
N00002028,628,13,56,30,187,28,73,210,31,389,5,35,17,133,17,41,123,18,239,8,21,13,54,11,32,87,13
N00002029,295,7,24,15,64,18,53,103,11,196,5,17,8,41,8,40,70,7,99,2,7,7,23,10,13,33,4
N00002030,127,2,20,10,35,6,16,31,7,69,0,10,5,24,4,5,15,6,58,2,10,5,11,2,11,16,1
N00002031,170,3,16,7,43,6,15,75,5,92,0,8,3,29,3,6,40,3,78,3,8,4,14,3,9,35,2
N00002032,241,6,12,22,53,13,38,84,13,121,4,9,10,28,9,18,38,5,120,2,3,12,25,4,20,46,8
N00002033,121,3,11,11,22,3,17,48,6,52,0,7,4,8,0,10,18,5,69,3,4,7,14,3,7,30,1
N00002034,172,0,14,9,39,5,26,66,13,62,0,3,3,19,2,9,24,2,110,0,11,6,20,3,17,42,11
N00002035,163,3,7,8,36,13,18,72,6,67,1,3,5,18,6,4,27,3,96,2,4,3,18,7,14,45,3
N00002036,147,8,9,14,44,5,19,42,6,79,0,5,5,29,3,13,20,4,68,8,4,9,15,2,6,22,2
N00002037,279,31,10,26,58,12,35,92,15,140,11,7,16,33,5,18,42,8,139,20,3,10,25,7,17,50,7
N00002038,191,15,15,10,50,6,23,64,8,104,5,13,5,34,4,11,28,4,87,10,2,5,16,2,12,36,4
N00002039,119,4,15,10,45,7,13,25,0,81,1,12,7,32,4,7,18,0,38,3,3,3,13,3,6,7,0
N00002040,175,26,16,11,43,9,20,43,7,90,7,6,6,26,4,9,28,4,85,19,10,5,17,5,11,15,3
N00002041,162,22,15,13,36,6,16,47,7,84,7,12,8,20,2,10,22,3,78,15,3,5,16,4,6,25,4
N00002042,107,1,8,4,25,2,18,44,5,42,0,4,2,15,1,5,13,2,65,1,4,2,10,1,13,31,3
N00002043,163,1,13,5,41,8,15,62,18,113,1,10,4,31,6,5,43,13,50,0,3,1,10,2,10,19,5
N00002044,248,2,16,12,76,3,31,95,13,159,1,10,8,54,0,21,54,11,89,1,6,4,22,3,10,41,2
N00002045,149,4,18,8,27,12,20,53,7,92,1,11,4,22,9,14,27,4,57,3,7,4,5,3,6,26,3
N00002046,111,2,5,6,27,6,12,45,8,50,0,4,2,14,2,6,16,6,61,2,1,4,13,4,6,29,2
N00002047,81,1,6,3,28,1,7,30,5,49,0,2,2,23,1,4,13,4,32,1,4,1,5,0,3,17,1
N00002048,68,2,4,6,19,6,10,17,4,39,2,2,2,13,1,7,9,3,29,0,2,4,6,5,3,8,1
N00002049,98,2,4,6,34,6,11,28,7,59,1,3,5,20,2,6,16,6,39,1,1,1,14,4,5,12,1
N00002050,64,0,5,4,29,2,7,15,2,32,0,3,2,17,0,2,6,2,32,0,2,2,12,2,5,9,0
N00002051,201,5,7,7,82,5,25,62,8,130,3,4,6,59,4,15,37,2,71,2,3,1,23,1,10,25,6
N00002052,128,4,7,4,41,5,14,48,5,71,2,5,3,29,2,7,19,4,57,2,2,1,12,3,7,29,1
N00002053,72,1,1,2,26,2,11,26,3,42,0,0,1,14,1,7,19,0,30,1,1,1,12,1,4,7,3
N00002054,204,29,17,20,33,11,26,62,6,107,12,9,9,23,7,14,32,1,97,17,8,11,10,4,12,30,5
N00002055,209,11,15,46,54,6,18,51,8,127,3,5,36,34,3,13,27,6,82,8,10,10,20,3,5,24,2
N00002056,230,35,22,11,43,10,30,72,7,105,13,9,4,27,4,16,30,2,125,22,13,7,16,6,14,42,5
N00002057,182,24,17,25,34,4,18,54,6,94,12,7,12,20,3,13,23,4,88,12,10,13,14,1,5,31,2
N00002058,266,30,22,50,49,8,25,78,4,167,14,14,33,31,4,21,48,2,99,16,8,17,18,4,4,30,2
N00002059,90,1,7,4,29,4,10,27,8,54,0,3,0,22,3,5,17,4,36,1,4,4,7,1,5,10,4
N00002060,346,9,25,15,112,20,37,105,23,189,3,13,11,66,7,23,52,14,157,6,12,4,46,13,14,53,9
N00002061,313,9,26,17,88,10,41,101,21,173,5,11,6,59,4,21,57,10,140,4,15,11,29,6,20,44,11
N00002062,84,0,9,4,25,4,8,29,5,39,0,5,1,14,2,3,11,3,45,0,4,3,11,2,5,18,2
N00002063,132,2,4,8,48,4,10,48,8,68,1,2,0,33,2,5,22,3,64,1,2,8,15,2,5,26,5
N00002064,333,4,12,8,109,16,34,136,14,199,3,7,5,92,5,21,57,9,134,1,5,3,17,11,13,79,5
N00002065,116,4,13,9,28,6,17,34,5,60,1,8,6,21,3,8,9,4,56,3,5,3,7,3,9,25,1
N00002066,143,1,7,4,35,3,21,62,10,78,1,6,1,24,2,9,28,7,65,0,1,3,11,1,12,34,3
N00002067,521,17,15,16,269,10,47,121,26,403,17,11,11,246,5,26,65,22,118,0,4,5,23,5,21,56,4
N00002068,101,2,3,6,20,3,18,41,8,51,2,2,3,12,2,9,18,3,50,0,1,3,8,1,9,23,5
N00002069,188,5,12,6,48,14,28,69,6,116,4,6,4,29,10,16,42,5,72,1,6,2,19,4,12,27,1
N00002070,575,7,32,29,145,28,75,235,24,375,2,24,19,97,21,56,141,15,200,5,8,10,48,7,19,94,9
N00002071,139,3,11,6,40,6,18,45,10,57,1,5,4,18,2,9,12,6,82,2,6,2,22,4,9,33,4
N00002072,135,2,9,9,42,3,17,51,2,76,1,8,5,30,2,9,21,0,59,1,1,4,12,1,8,30,2
N00002073,102,5,6,2,41,7,11,28,2,56,4,2,1,22,3,9,14,1,46,1,4,1,19,4,2,14,1
N00002074,404,6,30,17,119,34,48,136,14,217,3,20,8,75,16,25,59,11,187,3,10,9,44,18,23,77,3
N00002075,185,4,14,17,37,12,27,67,7,93,1,6,6,22,5,13,35,5,92,3,8,11,15,7,14,32,2
N00002076,81,0,6,3,28,5,10,25,4,53,0,3,0,23,4,7,14,2,28,0,3,3,5,1,3,11,2
N00002077,106,2,6,4,37,10,8,36,3,60,0,3,3,26,5,3,18,2,46,2,3,1,11,5,5,18,1
N00002078,90,4,10,4,29,3,7,30,3,57,2,6,3,20,0,5,20,1,33,2,4,1,9,3,2,10,2
N00002079,257,3,26,14,53,14,28,105,14,128,2,13,8,32,3,14,47,9,129,1,13,6,21,11,14,58,5
N00002080,111,2,13,4,33,7,9,34,9,61,0,6,2,25,2,4,16,6,50,2,7,2,8,5,5,18,3
N00002081,95,4,11,5,37,2,7,21,8,60,3,4,4,24,1,5,13,6,35,1,7,1,13,1,2,8,2
N00002082,574,9,24,15,295,31,58,120,22,429,8,15,5,267,18,36,66,14,145,1,9,10,28,13,22,54,8
N00002083,133,6,6,5,29,4,19,55,9,61,2,3,3,18,2,10,20,3,72,4,3,2,11,2,9,35,6
N00002084,192,1,12,9,47,9,32,77,5,111,0,8,6,30,5,21,37,4,81,1,4,3,17,4,11,40,1
N00002085,288,1,30,10,79,11,49,95,13,147,1,15,6,52,3,25,38,7,141,0,15,4,27,8,24,57,6
N00002086,221,4,12,13,54,10,37,80,11,98,1,5,5,37,4,14,28,4,123,3,7,8,17,6,23,52,7
N00002087,90,0,10,7,25,5,12,27,4,61,0,8,5,23,4,6,14,1,29,0,2,2,2,1,6,13,3
N00002088,130,1,12,6,30,4,13,53,11,76,0,8,4,23,2,10,24,5,54,1,4,2,7,2,3,29,6
N00002089,169,2,6,7,31,8,24,84,7,67,1,2,2,18,3,9,30,2,102,1,4,5,13,5,15,54,5
N00002090,200,14,22,25,44,8,16,65,6,132,6,12,20,35,4,13,38,4,68,8,10,5,9,4,3,27,2
N00002091,367,33,49,69,65,14,27,95,15,266,18,39,49,50,12,21,64,13,101,15,10,20,15,2,6,31,2
N00002092,176,15,22,33,31,7,13,45,10,142,8,17,26,27,7,10,38,9,34,7,5,7,4,0,3,7,1
N00002093,244,10,30,47,44,12,21,72,8,188,4,22,42,34,8,17,56,5,56,6,8,5,10,4,4,16,3
N00002094,317,12,49,40,68,17,32,90,9,208,4,30,26,49,12,20,60,7,109,8,19,14,19,5,12,30,2
N00002095,206,10,35,31,45,14,22,46,3,133,5,26,19,31,9,15,27,1,73,5,9,12,14,5,7,19,2
N00002096,213,22,26,25,41,17,23,49,10,140,7,20,22,27,11,17,28,8,73,15,6,3,14,6,6,21,2
N00002097,177,14,15,20,45,5,22,51,5,101,10,6,11,28,1,16,25,4,76,4,9,9,17,4,6,26,1
N00002098,160,18,22,31,28,5,12,40,4,104,6,17,23,21,1,8,25,3,56,12,5,8,7,4,4,15,1
N00002099,201,14,30,48,33,7,11,54,4,129,5,21,35,24,3,6,33,2,72,9,9,13,9,4,5,21,2
N00002100,200,21,20,39,41,9,18,45,7,148,12,18,31,31,6,14,31,5,52,9,2,8,10,3,4,14,2
N00002101,257,27,37,48,65,10,7,57,6,177,14,23,36,48,3,6,42,5,80,13,14,12,17,7,1,15,1
N00002102,173,21,19,28,40,7,12,39,7,118,7,14,22,30,5,9,28,3,55,14,5,6,10,2,3,11,4
N00002103,341,8,71,37,82,17,34,78,14,231,5,53,26,60,10,23,47,7,110,3,18,11,22,7,11,31,7
N00002104,99,2,19,10,31,5,9,21,2,64,1,13,6,21,3,5,13,2,35,1,6,4,10,2,4,8,0
N00002105,182,3,46,18,52,3,21,34,5,138,2,39,12,40,1,14,26,4,44,1,7,6,12,2,7,8,1
N00002106,168,8,34,17,48,3,11,37,10,110,7,17,12,34,3,8,21,8,58,1,17,5,14,0,3,16,2
N00002107,267,3,54,24,73,12,21,70,10,182,1,36,20,58,8,14,39,6,85,2,18,4,15,4,7,31,4
N00002108,126,3,25,7,34,5,13,29,10,97,1,21,3,29,4,12,21,6,29,2,4,4,5,1,1,8,4
N00002109,215,16,33,40,45,8,17,46,10,136,8,23,27,29,5,12,27,5,79,8,10,13,16,3,5,19,5
N00002110,201,13,35,31,41,7,15,46,13,157,6,27,24,33,7,11,37,12,44,7,8,7,8,0,4,9,1
N00002111,237,23,28,32,43,9,20,72,10,155,11,14,23,33,6,16,45,7,82,12,14,9,10,3,4,27,3
N00002112,205,18,27,37,47,4,20,45,7,137,8,21,27,34,3,13,25,6,68,10,6,10,13,1,7,20,1
N00002113,246,26,33,42,44,5,19,72,5,164,9,24,27,34,4,14,49,3,82,17,9,15,10,1,5,23,2
N00002114,150,7,27,12,51,9,9,30,5,94,3,20,9,35,4,7,14,2,56,4,7,3,16,5,2,16,3
N00002115,106,3,27,8,26,2,8,25,7,69,0,17,3,21,0,5,17,6,37,3,10,5,5,2,3,8,1
N00002116,103,3,34,9,25,1,8,17,6,67,3,22,6,18,1,5,7,5,36,0,12,3,7,0,3,10,1
N00002117,145,4,23,6,38,8,17,39,10,82,3,16,4,19,3,9,23,5,63,1,7,2,19,5,8,16,5
N00002118,188,1,51,17,54,5,16,33,11,126,1,35,12,38,5,13,13,9,62,0,16,5,16,0,3,20,2
N00002119,102,3,19,14,25,5,9,19,8,70,3,12,9,21,2,4,13,6,32,0,7,5,4,3,5,6,2
N00002120,114,11,10,14,28,7,11,30,3,64,4,7,12,17,4,6,12,2,50,7,3,2,11,3,5,18,1
N00002121,207,21,29,27,40,13,21,52,4,130,8,21,18,29,8,15,28,3,77,13,8,9,11,5,6,24,1
N00002122,250,27,30,33,53,10,20,67,10,163,8,27,20,40,4,15,42,7,87,19,3,13,13,6,5,25,3
N00002123,207,26,20,35,45,12,24,38,7,121,5,12,20,33,8,16,22,5,86,21,8,15,12,4,8,16,2
N00002124,172,12,32,21,42,6,14,36,9,103,6,20,12,30,2,9,19,5,69,6,12,9,12,4,5,17,4
N00002125,594,38,89,75,104,38,56,163,31,392,17,66,52,70,22,39,102,24,202,21,23,23,34,16,17,61,7
N00002126,199,6,27,21,49,14,19,56,7,151,6,21,15,33,7,17,46,6,48,0,6,6,16,7,2,10,1
N00002127,368,9,52,54,94,23,29,84,23,255,6,36,36,70,13,22,58,14,113,3,16,18,24,10,7,26,9
N00002128,367,8,86,23,97,17,39,76,21,261,6,68,16,74,10,23,51,13,106,2,18,7,23,7,16,25,8
N00002129,407,15,99,32,115,15,41,70,20,297,13,72,23,90,10,33,43,13,110,2,27,9,25,5,8,27,7
N00002130,184,6,50,14,45,6,14,42,7,132,3,45,8,33,5,7,26,5,52,3,5,6,12,1,7,16,2
N00002131,197,27,37,16,49,15,13,36,4,116,8,26,12,31,9,7,21,2,81,19,11,4,18,6,6,15,2
N00002132,175,14,24,28,53,5,19,25,7,119,5,14,19,42,4,14,15,6,56,9,10,9,11,1,5,10,1
N00002133,256,26,32,25,67,17,31,53,5,165,10,27,17,43,9,20,35,4,91,16,5,8,24,8,11,18,1
N00002134,169,25,23,18,46,6,14,32,5,108,14,13,9,35,3,9,21,4,61,11,10,9,11,3,5,11,1
N00002135,236,24,27,42,44,8,21,59,11,154,10,17,27,36,4,17,37,6,82,14,10,15,8,4,4,22,5
N00002136,126,1,43,7,35,3,12,17,8,100,1,33,6,30,1,9,12,8,26,0,10,1,5,2,3,5,0
N00002137,125,0,22,9,39,5,19,29,2,82,0,18,5,28,1,10,18,2,43,0,4,4,11,4,9,11,0
N00002138,113,1,17,15,34,11,9,20,6,56,1,10,4,17,4,5,10,5,57,0,7,11,17,7,4,10,1
N00002139,344,7,64,33,86,9,41,90,14,265,7,53,26,72,7,30,59,11,79,0,11,7,14,2,11,31,3
N00002140,122,1,6,11,35,5,19,38,7,69,1,2,7,26,2,9,17,5,53,0,4,4,9,3,10,21,2
N00002141,84,3,17,4,28,3,7,20,2,60,2,10,3,22,3,7,11,2,24,1,7,1,6,0,0,9,0
N00002142,80,2,17,5,29,4,12,9,2,58,1,11,4,20,3,11,6,2,22,1,6,1,9,1,1,3,0
N00002143,190,14,31,29,47,7,9,47,6,122,10,19,16,36,6,6,26,3,68,4,12,13,11,1,3,21,3
N00002144,248,12,47,43,46,10,15,66,9,174,2,37,29,35,10,12,42,7,74,10,10,14,11,0,3,24,2
N00002145,216,20,26,37,38,14,15,62,4,134,10,18,23,23,10,11,37,2,82,10,8,14,15,4,4,25,2
N00002146,175,17,22,24,34,7,13,51,7,106,6,15,16,26,2,9,28,4,69,11,7,8,8,5,4,23,3
N00002147,147,8,33,20,35,4,10,35,2,103,4,27,12,26,2,10,20,2,44,4,6,8,9,2,0,15,0
N00002148,200,30,22,21,45,11,17,39,15,103,12,14,11,26,5,11,15,9,97,18,8,10,19,6,6,24,6
N00002149,189,16,19,20,48,14,19,47,6,102,7,14,10,31,5,9,22,4,87,9,5,10,17,9,10,25,2
N00002150,145,15,20,11,35,5,19,35,5,96,10,12,9,24,3,11,23,4,49,5,8,2,11,2,8,12,1
N00002151,134,10,21,16,29,7,11,29,11,69,4,9,8,15,3,9,15,6,65,6,12,8,14,4,2,14,5
N00002152,138,9,23,15,45,6,10,23,7,102,6,15,9,38,1,8,18,7,36,3,8,6,7,5,2,5,0
N00002153,237,32,35,25,43,8,17,65,12,138,15,24,13,28,4,10,36,8,99,17,11,12,15,4,7,29,4
N00002154,174,17,29,17,39,11,13,44,4,98,5,20,10,23,8,10,20,2,76,12,9,7,16,3,3,24,2
N00002155,221,22,27,25,52,9,21,56,9,139,9,16,14,35,7,15,36,7,82,13,11,11,17,2,6,20,2
N00002156,141,6,28,22,28,8,13,29,7,97,3,19,15,19,4,13,18,6,44,3,9,7,9,4,0,11,1
N00002157,81,1,21,7,15,2,4,28,3,64,1,17,7,12,1,3,23,0,17,0,4,0,3,1,1,5,3
N00002158,213,16,28,32,51,6,23,51,6,137,4,22,24,31,4,17,32,3,76,12,6,8,20,2,6,19,3
N00002159,257,19,34,40,55,14,24,62,9,168,10,19,28,37,8,16,41,9,89,9,15,12,18,6,8,21,0
N00002160,174,16,30,18,28,4,19,50,9,113,6,19,14,18,3,15,30,8,61,10,11,4,10,1,4,20,1
N00002161,212,18,26,24,34,9,26,70,5,134,5,15,14,20,7,22,47,4,78,13,11,10,14,2,4,23,1
N00002162,208,17,27,36,33,6,20,65,4,139,6,20,23,25,4,16,43,2,69,11,7,13,8,2,4,22,2
N00002163,280,12,33,45,42,15,30,90,13,222,9,27,35,33,12,25,68,13,58,3,6,10,9,3,5,22,0
N00002164,123,5,19,9,37,6,6,34,7,68,3,13,3,26,1,5,12,5,55,2,6,6,11,5,1,22,2
N00002165,169,5,22,18,55,4,17,40,8,113,3,15,10,41,2,11,23,8,56,2,7,8,14,2,6,17,0
N00002166,151,5,23,18,42,6,18,34,5,84,2,14,12,26,5,11,12,2,67,3,9,6,16,1,7,22,3
N00002167,131,1,31,12,31,7,9,33,7,94,1,27,7,24,6,7,18,4,37,0,4,5,7,1,2,15,3
N00002168,151,5,30,10,34,9,12,40,11,82,2,21,4,23,5,6,14,7,69,3,9,6,11,4,6,26,4
N00002169,223,2,53,14,60,6,22,49,17,161,1,42,6,42,5,17,35,13,62,1,11,8,18,1,5,14,4
N00002170,116,8,12,14,31,9,15,24,3,69,3,5,10,21,7,9,12,2,47,5,7,4,10,2,6,12,1
N00002171,269,12,38,34,49,11,34,81,10,165,4,27,17,35,9,22,45,6,104,8,11,17,14,2,12,36,4
N00002172,305,10,33,26,75,20,29,102,10,216,5,25,20,60,11,21,70,4,89,5,8,6,15,9,8,32,6
N00002173,240,17,21,25,53,7,26,81,10,118,2,12,14,30,1,15,37,7,122,15,9,11,23,6,11,44,3
N00002174,232,15,24,23,59,11,30,64,6,136,6,13,11,38,6,21,37,4,96,9,11,12,21,5,9,27,2
N00002175,376,9,47,29,95,17,55,111,13,277,6,34,23,70,13,38,83,10,99,3,13,6,25,4,17,28,3
N00002176,287,4,54,28,54,13,22,96,16,179,3,33,21,35,8,14,55,10,108,1,21,7,19,5,8,41,6
N00002177,296,17,25,44,48,27,27,99,9,195,5,17,30,39,21,18,60,5,101,12,8,14,9,6,9,39,4
N00002178,224,8,22,30,53,15,23,65,8,164,3,15,23,40,9,20,46,8,60,5,7,7,13,6,3,19,0
N00002179,167,2,33,11,36,13,23,39,10,106,2,21,6,24,7,15,23,8,61,0,12,5,12,6,8,16,2
N00002180,101,2,20,8,30,5,7,23,6,65,1,16,4,18,5,2,15,4,36,1,4,4,12,0,5,8,2
N00002181,359,3,48,29,71,29,52,112,15,255,1,37,22,54,14,37,76,14,104,2,11,7,17,15,15,36,1
