GeographyCode,LC4404NI0001,LC4404NI0002,LC4404NI0003,LC4404NI0004,LC4404NI0005,LC4404NI0006,LC4404NI0007,LC4404NI0008,LC4404NI0009,LC4404NI0010,LC4404NI0011,LC4404NI0012,LC4404NI0013,LC4404NI0014,LC4404NI0015,LC4404NI0016,LC4404NI0017,LC4404NI0018,LC4404NI0019,LC4404NI0020,LC4404NI0021,LC4404NI0022,LC4404NI0023,LC4404NI0024,LC4404NI0025,LC4404NI0026,LC4404NI0027,LC4404NI0028,LC4404NI0029,LC4404NI0030,LC4404NI0031,LC4404NI0032,LC4404NI0033,LC4404NI0034,LC4404NI0035,LC4404NI0036,LC4404NI0037,LC4404NI0038,LC4404NI0039,LC4404NI0040,LC4404NI0041,LC4404NI0042,LC4404NI0043,LC4404NI0044,LC4404NI0045,LC4404NI0046,LC4404NI0047,LC4404NI0048,LC4404NI0049,LC4404NI0050,LC4404NI0051,LC4404NI0052,LC4404NI0053,LC4404NI0054,LC4404NI0055,LC4404NI0056,LC4404NI0057,LC4404NI0058,LC4404NI0059,LC4404NI0060
N00000022,126,126,0,89,89,0,34,34,0,3,3,0,0,0,0,74,74,0,53,53,0,19,19,0,2,2,0,0,0,0,30,30,0,23,23,0,6,6,0,1,1,0,0,0,0,22,22,0,13,13,0,9,9,0,0,0,0,0,0,0
N00000023,115,114,1,92,91,1,23,23,0,0,0,0,0,0,0,60,60,0,45,45,0,15,15,0,0,0,0,0,0,0,41,40,1,34,33,1,7,7,0,0,0,0,0,0,0,14,14,0,13,13,0,1,1,0,0,0,0,0,0,0
N00000024,174,172,2,139,138,1,35,34,1,0,0,0,0,0,0,159,158,1,127,127,0,32,31,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,14,13,1,11,10,1,3,3,0,0,0,0,0,0,0
N00000025,159,156,3,125,124,1,31,30,1,2,1,1,1,1,0,147,144,3,114,113,1,30,29,1,2,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0
N00000026,151,147,4,112,111,1,37,35,2,2,1,1,0,0,0,139,137,2,105,104,1,32,32,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,10,9,1,7,7,0,3,2,1,0,0,0,0,0,0
N00000027,178,176,2,119,118,1,54,53,1,5,5,0,0,0,0,154,152,2,103,102,1,47,46,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,16,16,0,7,7,0,1,1,0,0,0,0
N00000028,85,81,4,58,54,4,27,27,0,0,0,0,0,0,0,80,76,4,56,52,4,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,0,3,3,0,0,0,0,0,0,0
N00000029,136,131,5,111,109,2,25,22,3,0,0,0,0,0,0,125,120,5,101,99,2,24,21,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0
N00000030,131,128,3,99,97,2,31,30,1,1,1,0,0,0,0,120,118,2,92,90,2,27,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,7,7,0,4,3,1,0,0,0,0,0,0
N00000031,201,200,1,127,127,0,68,67,1,4,4,0,2,2,0,180,179,1,114,114,0,61,60,1,4,4,0,1,1,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,17,17,0,12,12,0,4,4,0,0,0,0,1,1,0
N00000032,133,133,0,87,87,0,43,43,0,1,1,0,2,2,0,118,118,0,75,75,0,40,40,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,12,12,0,3,3,0,0,0,0,0,0,0
N00000033,166,164,2,118,117,1,43,42,1,4,4,0,1,1,0,145,144,1,102,101,1,38,38,0,4,4,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,20,19,1,16,16,0,4,3,1,0,0,0,0,0,0
N00000034,158,155,3,115,113,2,42,42,0,0,0,0,1,0,1,132,132,0,96,96,0,36,36,0,0,0,0,0,0,0,5,3,2,4,2,2,1,1,0,0,0,0,0,0,0,21,20,1,15,15,0,5,5,0,0,0,0,1,0,1
N00000035,128,124,4,90,88,2,36,34,2,2,2,0,0,0,0,64,63,1,43,42,1,20,20,0,1,1,0,0,0,0,39,39,0,32,32,0,7,7,0,0,0,0,0,0,0,25,22,3,15,14,1,9,7,2,1,1,0,0,0,0
N00000036,134,132,2,96,95,1,37,36,1,1,1,0,0,0,0,91,90,1,62,62,0,28,27,1,1,1,0,0,0,0,19,18,1,14,13,1,5,5,0,0,0,0,0,0,0,24,24,0,20,20,0,4,4,0,0,0,0,0,0,0
N00000037,124,116,8,91,83,8,32,32,0,1,1,0,0,0,0,111,107,4,80,76,4,30,30,0,1,1,0,0,0,0,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,9,5,4,8,4,4,1,1,0,0,0,0,0,0,0
N00000038,138,137,1,92,92,0,43,43,0,2,2,0,1,0,1,113,113,0,78,78,0,34,34,0,1,1,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,20,19,1,9,9,0,9,9,0,1,1,0,1,0,1
N00000039,448,390,58,258,210,48,179,170,9,9,9,0,2,1,1,328,314,14,184,171,13,138,137,1,5,5,0,1,1,0,65,36,29,53,25,28,12,11,1,0,0,0,0,0,0,55,40,15,21,14,7,29,22,7,4,4,0,1,0,1
N00000040,114,97,17,71,55,16,41,40,1,1,1,0,1,1,0,62,59,3,32,30,2,29,28,1,0,0,0,1,1,0,31,18,13,26,13,13,4,4,0,1,1,0,0,0,0,21,20,1,13,12,1,8,8,0,0,0,0,0,0,0
N00000041,144,141,3,79,77,2,64,63,1,1,1,0,0,0,0,123,123,0,66,66,0,56,56,0,1,1,0,0,0,0,3,1,2,1,0,1,2,1,1,0,0,0,0,0,0,18,17,1,12,11,1,6,6,0,0,0,0,0,0,0
N00000042,126,125,1,76,75,1,46,46,0,4,4,0,0,0,0,116,115,1,68,67,1,44,44,0,4,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9,9,0,8,8,0,1,1,0,0,0,0,0,0,0
N00000043,368,345,23,200,185,15,161,153,8,6,6,0,1,1,0,297,294,3,156,154,2,136,135,1,4,4,0,1,1,0,34,21,13,19,10,9,13,9,4,2,2,0,0,0,0,37,30,7,25,21,4,12,9,3,0,0,0,0,0,0
N00000044,108,106,2,59,57,2,45,45,0,3,3,0,1,1,0,81,81,0,49,49,0,29,29,0,2,2,0,1,1,0,16,15,1,3,2,1,12,12,0,1,1,0,0,0,0,11,10,1,7,6,1,4,4,0,0,0,0,0,0,0
N00000045,170,170,0,131,131,0,36,36,0,3,3,0,0,0,0,151,151,0,117,117,0,31,31,0,3,3,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,17,17,0,13,13,0,4,4,0,0,0,0,0,0,0
N00000046,129,128,1,90,90,0,37,36,1,2,2,0,0,0,0,114,113,1,81,81,0,31,30,1,2,2,0,0,0,0,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,9,9,0,5,5,0,4,4,0,0,0,0,0,0,0
N00000047,138,137,1,107,106,1,30,30,0,1,1,0,0,0,0,118,117,1,95,94,1,22,22,0,1,1,0,0,0,0,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,16,16,0,10,10,0,6,6,0,0,0,0,0,0,0
N00000048,125,115,10,74,68,6,49,46,3,1,0,1,1,1,0,70,69,1,41,40,1,29,29,0,0,0,0,0,0,0,23,18,5,13,9,4,9,8,1,0,0,0,1,1,0,32,28,4,20,19,1,11,9,2,1,0,1,0,0,0
N00000049,123,119,4,87,83,4,35,35,0,1,1,0,0,0,0,64,64,0,44,44,0,20,20,0,0,0,0,0,0,0,30,26,4,23,19,4,6,6,0,1,1,0,0,0,0,29,29,0,20,20,0,9,9,0,0,0,0,0,0,0
N00000050,135,134,1,110,110,0,25,24,1,0,0,0,0,0,0,101,100,1,81,81,0,20,19,1,0,0,0,0,0,0,5,5,0,3,3,0,2,2,0,0,0,0,0,0,0,29,29,0,26,26,0,3,3,0,0,0,0,0,0,0
N00000051,124,123,1,78,77,1,44,44,0,2,2,0,0,0,0,56,56,0,38,38,0,18,18,0,0,0,0,0,0,0,58,57,1,33,32,1,24,24,0,1,1,0,0,0,0,10,10,0,7,7,0,2,2,0,1,1,0,0,0,0
N00000052,120,119,1,78,78,0,39,38,1,3,3,0,0,0,0,66,66,0,44,44,0,21,21,0,1,1,0,0,0,0,35,34,1,20,20,0,13,12,1,2,2,0,0,0,0,19,19,0,14,14,0,5,5,0,0,0,0,0,0,0
N00000053,108,88,20,72,55,17,34,31,3,1,1,0,1,1,0,56,53,3,33,30,3,21,21,0,1,1,0,1,1,0,14,10,4,10,7,3,4,3,1,0,0,0,0,0,0,38,25,13,29,18,11,9,7,2,0,0,0,0,0,0
N00000054,111,111,0,76,76,0,34,34,0,1,1,0,0,0,0,66,66,0,47,47,0,19,19,0,0,0,0,0,0,0,25,25,0,17,17,0,8,8,0,0,0,0,0,0,0,20,20,0,12,12,0,7,7,0,1,1,0,0,0,0
N00000055,117,117,0,84,84,0,31,31,0,2,2,0,0,0,0,92,92,0,67,67,0,24,24,0,1,1,0,0,0,0,8,8,0,6,6,0,2,2,0,0,0,0,0,0,0,17,17,0,11,11,0,5,5,0,1,1,0,0,0,0
N00000056,119,112,7,76,70,6,42,41,1,1,1,0,0,0,0,80,78,2,52,50,2,27,27,0,1,1,0,0,0,0,21,17,4,13,10,3,8,7,1,0,0,0,0,0,0,18,17,1,11,10,1,7,7,0,0,0,0,0,0,0
N00000057,118,101,17,71,55,16,42,41,1,4,4,0,1,1,0,40,40,0,21,21,0,18,18,0,1,1,0,0,0,0,58,45,13,37,25,12,17,16,1,3,3,0,1,1,0,20,16,4,13,9,4,7,7,0,0,0,0,0,0,0
N00000058,121,109,12,80,69,11,40,39,1,1,1,0,0,0,0,58,55,3,40,38,2,18,17,1,0,0,0,0,0,0,40,32,8,30,22,8,10,10,0,0,0,0,0,0,0,23,22,1,10,9,1,12,12,0,1,1,0,0,0,0
N00000059,110,79,31,77,52,25,31,25,6,2,2,0,0,0,0,41,39,2,27,26,1,12,11,1,2,2,0,0,0,0,48,23,25,37,15,22,11,8,3,0,0,0,0,0,0,21,17,4,13,11,2,8,6,2,0,0,0,0,0,0
N00000060,180,151,29,116,91,25,63,59,4,1,1,0,0,0,0,80,78,2,54,52,2,26,26,0,0,0,0,0,0,0,67,44,23,45,24,21,21,19,2,1,1,0,0,0,0,33,29,4,17,15,2,16,14,2,0,0,0,0,0,0
N00000061,129,117,12,111,100,11,18,17,1,0,0,0,0,0,0,106,106,0,93,93,0,13,13,0,0,0,0,0,0,0,11,1,10,9,0,9,2,1,1,0,0,0,0,0,0,12,10,2,9,7,2,3,3,0,0,0,0,0,0,0
N00000062,130,130,0,102,102,0,28,28,0,0,0,0,0,0,0,116,116,0,97,97,0,19,19,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,10,10,0,5,5,0,5,5,0,0,0,0,0,0,0
N00000063,155,132,23,107,89,18,47,42,5,1,1,0,0,0,0,75,69,6,51,46,5,23,22,1,1,1,0,0,0,0,48,38,10,32,25,7,16,13,3,0,0,0,0,0,0,32,25,7,24,18,6,8,7,1,0,0,0,0,0,0
N00000064,133,88,45,98,56,42,33,30,3,2,2,0,0,0,0,36,30,6,25,20,5,11,10,1,0,0,0,0,0,0,75,42,33,58,27,31,16,14,2,1,1,0,0,0,0,22,16,6,15,9,6,6,6,0,1,1,0,0,0,0
N00000065,146,146,0,105,105,0,41,41,0,0,0,0,0,0,0,135,135,0,99,99,0,36,36,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8,0,6,6,0,2,2,0,0,0,0,0,0,0
N00000066,110,110,0,85,85,0,24,24,0,1,1,0,0,0,0,98,98,0,79,79,0,18,18,0,1,1,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,9,9,0,6,6,0,3,3,0,0,0,0,0,0,0
N00000067,134,122,12,91,82,9,41,38,3,2,2,0,0,0,0,65,63,2,48,46,2,16,16,0,1,1,0,0,0,0,53,44,9,35,28,7,17,15,2,1,1,0,0,0,0,16,15,1,8,8,0,8,7,1,0,0,0,0,0,0
N00000068,124,123,1,95,94,1,28,28,0,1,1,0,0,0,0,113,113,0,88,88,0,25,25,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,10,10,0,6,6,0,3,3,0,1,1,0,0,0,0
N00000069,145,120,25,92,70,22,50,47,3,3,3,0,0,0,0,42,41,1,23,22,1,18,18,0,1,1,0,0,0,0,87,65,22,56,37,19,29,26,3,2,2,0,0,0,0,16,14,2,13,11,2,3,3,0,0,0,0,0,0,0
N00000070,104,104,0,89,89,0,15,15,0,0,0,0,0,0,0,96,96,0,85,85,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0
N00000071,136,124,12,109,102,7,26,21,5,1,1,0,0,0,0,86,84,2,72,71,1,14,13,1,0,0,0,0,0,0,10,10,0,6,6,0,4,4,0,0,0,0,0,0,0,40,30,10,31,25,6,8,4,4,1,1,0,0,0,0
N00000072,634,620,14,416,408,8,214,208,6,3,3,0,1,1,0,496,490,6,332,329,3,162,159,3,1,1,0,1,1,0,36,34,2,29,28,1,6,5,1,1,1,0,0,0,0,102,96,6,55,51,4,46,44,2,1,1,0,0,0,0
N00000073,249,176,73,193,138,55,53,38,15,3,0,3,0,0,0,122,112,10,94,87,7,27,25,2,1,0,1,0,0,0,42,12,30,36,9,27,5,3,2,1,0,1,0,0,0,85,52,33,63,42,21,21,10,11,1,0,1,0,0,0
N00000074,386,377,9,258,250,8,126,125,1,1,1,0,1,1,0,323,318,5,218,213,5,103,103,0,1,1,0,1,1,0,7,6,1,6,6,0,1,0,1,0,0,0,0,0,0,56,53,3,34,31,3,22,22,0,0,0,0,0,0,0
N00000075,111,105,6,80,78,2,30,26,4,1,1,0,0,0,0,88,88,0,67,67,0,21,21,0,0,0,0,0,0,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,19,13,6,12,10,2,6,2,4,1,1,0,0,0,0
N00000076,114,114,0,73,73,0,39,39,0,1,1,0,1,1,0,99,99,0,68,68,0,30,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,5,5,0,9,9,0,1,1,0,0,0,0
N00000077,98,98,0,62,62,0,35,35,0,1,1,0,0,0,0,89,89,0,55,55,0,33,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,7,7,0,2,2,0,0,0,0,0,0,0
N00000078,161,159,2,93,92,1,68,67,1,0,0,0,0,0,0,146,146,0,83,83,0,63,63,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,14,12,2,10,9,1,4,3,1,0,0,0,0,0,0
N00000079,192,191,1,159,158,1,29,29,0,3,3,0,1,1,0,172,172,0,143,143,0,26,26,0,3,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,19,18,1,15,14,1,3,3,0,0,0,0,1,1,0
N00000080,146,146,0,106,106,0,39,39,0,1,1,0,0,0,0,131,131,0,96,96,0,34,34,0,1,1,0,0,0,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,12,12,0,9,9,0,3,3,0,0,0,0,0,0,0
N00000081,140,138,2,111,109,2,28,28,0,1,1,0,0,0,0,89,89,0,72,72,0,16,16,0,1,1,0,0,0,0,27,27,0,18,18,0,9,9,0,0,0,0,0,0,0,24,22,2,21,19,2,3,3,0,0,0,0,0,0,0
N00000082,132,131,1,115,114,1,17,17,0,0,0,0,0,0,0,114,114,0,100,100,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,15,14,1,3,3,0,0,0,0,0,0,0
N00000083,208,207,1,160,159,1,47,47,0,0,0,0,1,1,0,193,192,1,146,145,1,46,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,14,14,0,1,1,0,0,0,0,0,0,0
N00000084,153,152,1,126,125,1,26,26,0,1,1,0,0,0,0,139,139,0,114,114,0,24,24,0,1,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,12,11,1,10,9,1,2,2,0,0,0,0,0,0,0
N00000085,180,134,46,129,95,34,48,39,9,1,0,1,2,0,2,84,77,7,65,60,5,19,17,2,0,0,0,0,0,0,42,31,11,31,21,10,11,10,1,0,0,0,0,0,0,54,26,28,33,14,19,18,12,6,1,0,1,2,0,2
N00000086,142,138,4,80,79,1,59,57,2,3,2,1,0,0,0,91,90,1,53,53,0,37,37,0,1,0,1,0,0,0,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0,48,46,2,25,25,0,21,19,2,2,2,0,0,0,0
N00000087,303,301,2,212,211,1,86,86,0,3,2,1,2,2,0,255,255,0,180,180,0,73,73,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,47,45,2,31,30,1,13,13,0,2,1,1,1,1,0
N00000088,136,107,29,113,86,27,23,21,2,0,0,0,0,0,0,46,46,0,37,37,0,9,9,0,0,0,0,0,0,0,66,40,26,57,32,25,9,8,1,0,0,0,0,0,0,24,21,3,19,17,2,5,4,1,0,0,0,0,0,0
N00000089,164,164,0,87,87,0,73,73,0,3,3,0,1,1,0,139,139,0,74,74,0,61,61,0,3,3,0,1,1,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,22,22,0,12,12,0,10,10,0,0,0,0,0,0,0
N00000090,138,137,1,89,88,1,44,44,0,5,5,0,0,0,0,116,116,0,77,77,0,37,37,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,21,20,1,12,11,1,6,6,0,3,3,0,0,0,0
N00000091,176,165,11,124,116,8,50,47,3,2,2,0,0,0,0,119,117,2,84,82,2,34,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,48,9,40,34,6,16,13,3,1,1,0,0,0,0
N00000092,168,166,2,125,124,1,43,42,1,0,0,0,0,0,0,152,151,1,115,115,0,37,36,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,15,14,1,10,9,1,5,5,0,0,0,0,0,0,0
N00000093,140,140,0,101,101,0,34,34,0,5,5,0,0,0,0,123,123,0,89,89,0,32,32,0,2,2,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,15,15,0,10,10,0,2,2,0,3,3,0,0,0,0
N00000094,161,161,0,124,124,0,35,35,0,2,2,0,0,0,0,149,149,0,114,114,0,33,33,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,10,10,0,2,2,0,0,0,0,0,0,0
N00000095,152,151,1,107,106,1,42,42,0,1,1,0,2,2,0,137,136,1,95,94,1,39,39,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,12,12,0,3,3,0,0,0,0,0,0,0
N00000096,158,154,4,132,131,1,26,23,3,0,0,0,0,0,0,146,143,3,122,122,0,24,21,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,11,0,9,9,0,2,2,0,0,0,0,0,0,0
N00000097,296,271,25,171,153,18,122,115,7,2,2,0,1,1,0,233,219,14,141,129,12,90,88,2,1,1,0,1,1,0,6,5,1,5,4,1,1,1,0,0,0,0,0,0,0,57,47,10,25,20,5,31,26,5,1,1,0,0,0,0
N00000098,446,428,18,278,266,12,162,156,6,6,6,0,0,0,0,347,337,10,227,219,8,118,116,2,2,2,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,97,89,8,49,45,4,44,40,4,4,4,0,0,0,0
N00000099,107,102,5,72,67,5,32,32,0,2,2,0,1,1,0,53,53,0,33,33,0,18,18,0,1,1,0,1,1,0,40,36,4,29,25,4,10,10,0,1,1,0,0,0,0,14,13,1,10,9,1,4,4,0,0,0,0,0,0,0
N00000100,164,102,62,120,67,53,42,33,9,2,2,0,0,0,0,81,59,22,56,36,20,24,22,2,1,1,0,0,0,0,49,19,30,45,17,28,4,2,2,0,0,0,0,0,0,34,24,10,19,14,5,14,9,5,1,1,0,0,0,0
N00000101,122,111,11,77,70,7,40,36,4,4,4,0,1,1,0,30,30,0,22,22,0,8,8,0,0,0,0,0,0,0,67,59,8,41,34,7,24,23,1,1,1,0,1,1,0,25,22,3,14,14,0,8,5,3,3,3,0,0,0,0
N00000102,125,113,12,86,75,11,37,36,1,2,2,0,0,0,0,80,79,1,56,55,1,24,24,0,0,0,0,0,0,0,31,21,10,20,11,9,9,8,1,2,2,0,0,0,0,14,13,1,10,9,1,4,4,0,0,0,0,0,0,0
N00000103,205,194,11,127,118,9,71,70,1,6,5,1,1,1,0,108,103,5,77,72,5,27,27,0,4,4,0,0,0,0,51,48,3,26,23,3,23,23,0,1,1,0,1,1,0,46,43,3,24,23,1,21,20,1,1,0,1,0,0,0
