GeographyCode,LC4401NI0001,LC4401NI0002,LC4401NI0003,LC4401NI0004,LC4401NI0005,LC4401NI0006,LC4401NI0007,LC4401NI0008,LC4401NI0009,LC4401NI0010,LC4401NI0011,LC4401NI0012,LC4401NI0013,LC4401NI0014,LC4401NI0015,LC4401NI0016,LC4401NI0017,LC4401NI0018,LC4401NI0019,LC4401NI0020,LC4401NI0021,LC4401NI0022,LC4401NI0023,LC4401NI0024,LC4401NI0025,LC4401NI0026,LC4401NI0027,LC4401NI0028,LC4401NI0029,LC4401NI0030,LC4401NI0031,LC4401NI0032,LC4401NI0033,LC4401NI0034,LC4401NI0035,LC4401NI0036,LC4401NI0037,LC4401NI0038,LC4401NI0039,LC4401NI0040,LC4401NI0041,LC4401NI0042,LC4401NI0043,LC4401NI0044,LC4401NI0045,LC4401NI0046,LC4401NI0047,LC4401NI0048
N00002386,127,66,61,67,45,22,50,20,30,10,1,9,75,28,47,35,20,15,31,8,23,9,0,9,7,6,1,4,3,1,2,2,0,1,1,0,45,32,13,28,22,6,17,10,7,0,0,0
N00002387,266,168,98,144,112,32,107,51,56,15,5,10,107,53,54,38,29,9,56,19,37,13,5,8,74,59,15,55,48,7,18,11,7,1,0,1,85,56,29,51,35,16,33,21,12,1,0,1
N00002388,92,45,47,39,22,17,43,23,20,10,0,10,47,19,28,15,9,6,23,10,13,9,0,9,8,4,4,4,2,2,4,2,2,0,0,0,37,22,15,20,11,9,16,11,5,1,0,1
N00002389,134,52,82,56,36,20,59,16,43,19,0,19,83,23,60,22,13,9,43,10,33,18,0,18,1,0,1,1,0,1,0,0,0,0,0,0,50,29,21,33,23,10,16,6,10,1,0,1
N00002390,142,71,71,59,40,19,65,31,34,18,0,18,68,33,35,22,14,8,31,19,12,15,0,15,14,8,6,9,7,2,4,1,3,1,0,1,60,30,30,28,19,9,30,11,19,2,0,2
N00002391,136,26,110,7,4,3,50,21,29,79,1,78,122,20,102,4,3,1,41,16,25,77,1,76,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,3,1,2,9,5,4,2,0,2
N00002392,116,17,99,8,4,4,47,13,34,61,0,61,99,10,89,5,2,3,36,8,28,58,0,58,2,0,2,0,0,0,2,0,2,0,0,0,15,7,8,3,2,1,9,5,4,3,0,3
N00002393,197,35,162,14,9,5,77,25,52,106,1,105,184,30,154,12,9,3,70,21,49,102,0,102,1,1,0,0,0,0,1,1,0,0,0,0,12,4,8,2,0,2,6,3,3,4,1,3
N00002394,154,70,84,41,32,9,83,36,47,30,2,28,92,35,57,14,11,3,52,22,30,26,2,24,5,2,3,3,2,1,2,0,2,0,0,0,57,33,24,24,19,5,29,14,15,4,0,4
N00002395,126,30,96,10,6,4,66,24,42,50,0,50,107,19,88,4,2,2,54,17,37,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,19,11,8,6,4,2,12,7,5,1,0,1
N00002396,132,62,70,56,39,17,56,23,33,20,0,20,57,15,42,11,8,3,29,7,22,17,0,17,45,28,17,26,18,8,16,10,6,3,0,3,30,19,11,19,13,6,11,6,5,0,0,0
N00002397,147,78,69,70,55,15,57,21,36,20,2,18,35,13,22,6,5,1,18,7,11,11,1,10,88,50,38,50,41,9,30,8,22,8,1,7,24,15,9,14,9,5,9,6,3,1,0,1
N00002398,137,58,79,65,39,26,57,19,38,15,0,15,49,12,37,7,5,2,30,7,23,12,0,12,71,39,32,46,29,17,23,10,13,2,0,2,17,7,10,12,5,7,4,2,2,1,0,1
N00002399,117,65,52,55,36,19,47,28,19,15,1,14,36,16,20,9,7,2,16,8,8,11,1,10,68,41,27,41,25,16,24,16,8,3,0,3,13,8,5,5,4,1,7,4,3,1,0,1
N00002400,70,15,55,9,4,5,33,8,25,28,3,25,56,12,44,6,3,3,26,7,19,24,2,22,6,2,4,2,1,1,3,0,3,1,1,0,8,1,7,1,0,1,4,1,3,3,0,3
N00002401,555,186,369,67,44,23,302,133,169,186,9,177,361,101,260,15,8,7,197,86,111,149,7,142,12,5,7,6,3,3,5,2,3,1,0,1,182,80,102,46,33,13,100,45,55,36,2,34
N00002402,96,23,73,6,5,1,40,16,24,50,2,48,87,19,68,6,5,1,32,12,20,49,2,47,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,8,4,4,1,0,1
N00002403,176,61,115,16,13,3,92,45,47,68,3,65,135,36,99,2,2,0,72,32,40,61,2,59,0,0,0,0,0,0,0,0,0,0,0,0,41,25,16,14,11,3,20,13,7,7,1,6
N00002404,339,98,241,50,31,19,165,62,103,124,5,119,245,52,193,13,7,6,120,40,80,112,5,107,45,18,27,18,12,6,22,6,16,5,0,5,49,28,21,19,12,7,23,16,7,7,0,7
N00002405,128,39,89,22,15,7,54,23,31,52,1,51,90,18,72,6,5,1,35,13,22,49,0,49,11,5,6,6,3,3,5,2,3,0,0,0,27,16,11,10,7,3,14,8,6,3,1,2
N00002406,109,20,89,6,4,2,39,13,26,64,3,61,100,17,83,3,3,0,38,12,26,59,2,57,2,0,2,1,0,1,0,0,0,1,0,1,7,3,4,2,1,1,1,1,0,4,1,3
N00002407,112,37,75,20,13,7,50,24,26,42,0,42,92,27,65,7,6,1,45,21,24,40,0,40,8,1,7,6,0,6,1,1,0,1,0,1,12,9,3,7,7,0,4,2,2,1,0,1
N00002408,129,30,99,12,5,7,44,24,20,73,1,72,121,27,94,9,5,4,41,21,20,71,1,70,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,0,3,3,3,0,2,0,2
N00002409,131,51,80,47,34,13,55,16,39,29,1,28,89,30,59,22,16,6,43,13,30,24,1,23,23,12,11,14,11,3,6,1,5,3,0,3,19,9,10,11,7,4,6,2,4,2,0,2
N00002410,117,42,75,34,21,13,56,21,35,27,0,27,84,24,60,14,9,5,45,15,30,25,0,25,15,8,7,7,4,3,6,4,2,2,0,2,18,10,8,13,8,5,5,2,3,0,0,0
N00002411,107,15,92,2,0,2,29,12,17,76,3,73,104,15,89,0,0,0,28,12,16,76,3,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,2,1,0,1,0,0,0
N00002412,110,9,101,4,2,2,30,7,23,76,0,76,103,8,95,2,2,0,26,6,20,75,0,75,1,0,1,1,0,1,0,0,0,0,0,0,6,1,5,1,0,1,4,1,3,1,0,1
N00002413,123,23,100,5,4,1,43,18,25,75,1,74,110,20,90,4,3,1,34,16,18,72,1,71,1,0,1,0,0,0,0,0,0,1,0,1,12,3,9,1,1,0,9,2,7,2,0,2
N00002414,103,24,79,5,5,0,35,19,16,63,0,63,90,15,75,3,3,0,27,12,15,60,0,60,1,1,0,1,1,0,0,0,0,0,0,0,12,8,4,1,1,0,8,7,1,3,0,3
N00002415,103,26,77,11,9,2,54,16,38,38,1,37,89,22,67,7,6,1,45,15,30,37,1,36,1,0,1,0,0,0,1,0,1,0,0,0,13,4,9,4,3,1,8,1,7,1,0,1
N00002416,180,57,123,31,27,4,72,26,46,77,4,73,121,23,98,10,9,1,41,11,30,70,3,67,40,23,17,12,12,0,24,11,13,4,0,4,19,11,8,9,6,3,7,4,3,3,1,2
N00002417,120,34,86,17,13,4,48,21,27,55,0,55,93,15,78,10,6,4,30,9,21,53,0,53,8,6,2,3,3,0,4,3,1,1,0,1,19,13,6,4,4,0,14,9,5,1,0,1
N00002418,169,35,134,19,10,9,51,18,33,99,7,92,140,18,122,11,4,7,33,8,25,96,6,90,11,7,4,5,4,1,4,3,1,2,0,2,18,10,8,3,2,1,14,7,7,1,1,0
N00002419,230,61,169,31,22,9,67,34,33,132,5,127,175,33,142,11,7,4,43,25,18,121,1,120,5,2,3,4,2,2,0,0,0,1,0,1,50,26,24,16,13,3,24,9,15,10,4,6
N00002420,163,31,132,20,10,10,59,19,40,84,2,82,139,23,116,11,6,5,48,15,33,80,2,78,3,0,3,2,0,2,1,0,1,0,0,0,21,8,13,7,4,3,10,4,6,4,0,4
N00002421,131,29,102,15,10,5,37,14,23,79,5,74,115,25,90,8,6,2,34,14,20,73,5,68,5,0,5,2,0,2,2,0,2,1,0,1,11,4,7,5,4,1,1,0,1,5,0,5
N00002422,162,36,126,18,15,3,46,14,32,98,7,91,135,22,113,7,5,2,36,10,26,92,7,85,9,6,3,5,5,0,3,1,2,1,0,1,18,8,10,6,5,1,7,3,4,5,0,5
N00002423,115,66,49,70,50,20,34,15,19,11,1,10,43,15,28,15,8,7,18,6,12,10,1,9,62,46,16,49,39,10,12,7,5,1,0,1,10,5,5,6,3,3,4,2,2,0,0,0
N00002424,129,44,85,42,23,19,65,21,44,22,0,22,98,26,72,22,8,14,54,18,36,22,0,22,10,6,4,7,5,2,3,1,2,0,0,0,21,12,9,13,10,3,8,2,6,0,0,0
N00002425,127,53,74,49,32,17,58,21,37,20,0,20,89,24,65,24,12,12,46,12,34,19,0,19,8,7,1,5,4,1,3,3,0,0,0,0,30,22,8,20,16,4,9,6,3,1,0,1
N00002426,132,49,83,41,29,12,59,19,40,32,1,31,108,36,72,26,17,9,50,18,32,32,1,31,5,1,4,0,0,0,5,1,4,0,0,0,19,12,7,15,12,3,4,0,4,0,0,0
N00002427,127,44,83,57,27,30,48,17,31,22,0,22,71,22,49,19,9,10,34,13,21,18,0,18,34,12,22,27,11,16,5,1,4,2,0,2,22,10,12,11,7,4,9,3,6,2,0,2
N00002428,125,50,75,53,32,21,59,16,43,13,2,11,71,21,50,24,11,13,34,8,26,13,2,11,36,20,16,23,16,7,13,4,9,0,0,0,18,9,9,6,5,1,12,4,8,0,0,0
N00002429,135,56,79,69,41,28,61,15,46,5,0,5,70,25,45,23,14,9,44,11,33,3,0,3,51,24,27,39,21,18,10,3,7,2,0,2,14,7,7,7,6,1,7,1,6,0,0,0
N00002430,131,63,68,68,42,26,55,19,36,8,2,6,45,17,28,23,13,10,16,2,14,6,2,4,77,41,36,42,27,15,33,14,19,2,0,2,9,5,4,3,2,1,6,3,3,0,0,0
N00002431,423,221,202,248,157,91,148,61,87,27,3,24,112,40,72,41,20,21,54,18,36,17,2,15,241,124,117,155,93,62,78,31,47,8,0,8,70,57,13,52,44,8,16,12,4,2,1,1
N00002432,119,79,40,82,65,17,31,13,18,6,1,5,41,17,24,21,11,10,18,6,12,2,0,2,59,47,12,47,42,5,8,4,4,4,1,3,19,15,4,14,12,2,5,3,2,0,0,0
N00002433,135,44,91,49,26,23,70,18,52,16,0,16,88,16,72,16,6,10,56,10,46,16,0,16,26,10,16,17,6,11,9,4,5,0,0,0,21,18,3,16,14,2,5,4,1,0,0,0
N00002434,102,62,40,68,48,20,28,13,15,6,1,5,21,8,13,11,5,6,5,2,3,5,1,4,70,46,24,51,39,12,18,7,11,1,0,1,11,8,3,6,4,2,5,4,1,0,0,0
N00002435,152,96,56,89,73,16,47,21,26,16,2,14,51,15,36,19,8,11,20,6,14,12,1,11,81,68,13,59,56,3,20,11,9,2,1,1,20,13,7,11,9,2,7,4,3,2,0,2
N00002436,154,63,91,58,33,25,82,30,52,14,0,14,80,22,58,18,8,10,52,14,38,10,0,10,48,26,22,30,20,10,14,6,8,4,0,4,26,15,11,10,5,5,16,10,6,0,0,0
N00002437,88,18,70,15,4,11,49,13,36,24,1,23,68,10,58,4,2,2,41,7,34,23,1,22,4,0,4,4,0,4,0,0,0,0,0,0,16,8,8,7,2,5,8,6,2,1,0,1
N00002438,127,47,80,40,27,13,70,20,50,17,0,17,80,18,62,11,5,6,54,13,41,15,0,15,30,16,14,16,11,5,12,5,7,2,0,2,17,13,4,13,11,2,4,2,2,0,0,0
N00002439,120,48,72,54,38,16,49,10,39,17,0,17,66,17,49,18,13,5,33,4,29,15,0,15,36,20,16,25,15,10,9,5,4,2,0,2,18,11,7,11,10,1,7,1,6,0,0,0
N00002440,110,39,71,47,27,20,49,12,37,14,0,14,53,13,40,14,7,7,26,6,20,13,0,13,30,8,22,18,7,11,11,1,10,1,0,1,27,18,9,15,13,2,12,5,7,0,0,0
N00002441,112,64,48,62,49,13,39,13,26,11,2,9,47,19,28,18,14,4,22,5,17,7,0,7,48,32,16,33,25,8,12,5,7,3,2,1,17,13,4,11,10,1,5,3,2,1,0,1
N00002442,110,52,58,40,29,11,62,22,40,8,1,7,46,10,36,6,3,3,33,6,27,7,1,6,48,29,19,27,19,8,20,10,10,1,0,1,16,13,3,7,7,0,9,6,3,0,0,0
N00002443,128,51,77,48,27,21,66,23,43,14,1,13,66,23,43,14,10,4,40,12,28,12,1,11,36,10,26,21,6,15,14,4,10,1,0,1,26,18,8,13,11,2,12,7,5,1,0,1
N00002444,372,180,192,125,94,31,154,79,75,93,7,86,187,64,123,26,20,6,82,39,43,79,5,74,122,80,42,71,56,15,42,22,20,9,2,7,63,36,27,28,18,10,30,18,12,5,0,5
N00002445,147,59,88,14,11,3,79,46,33,54,2,52,125,49,76,8,7,1,70,40,30,47,2,45,2,1,1,1,1,0,0,0,0,1,0,1,20,9,11,5,3,2,9,6,3,6,0,6
N00002446,133,77,56,62,47,15,59,30,29,12,0,12,42,18,24,8,5,3,25,13,12,9,0,9,75,50,25,43,35,8,30,15,15,2,0,2,16,9,7,11,7,4,4,2,2,1,0,1
N00002447,153,88,65,79,55,24,63,32,31,11,1,10,44,17,27,10,6,4,24,10,14,10,1,9,90,59,31,55,40,15,35,19,16,0,0,0,19,12,7,14,9,5,4,3,1,1,0,1
N00002448,131,64,67,56,38,18,59,26,33,16,0,16,51,20,31,11,8,3,30,12,18,10,0,10,62,34,28,34,23,11,23,11,12,5,0,5,18,10,8,11,7,4,6,3,3,1,0,1
N00002449,134,63,71,43,33,10,50,27,23,41,3,38,73,24,49,6,6,0,30,15,15,37,3,34,46,31,15,30,21,9,15,10,5,1,0,1,15,8,7,7,6,1,5,2,3,3,0,3
N00002450,131,63,68,39,27,12,68,36,32,24,0,24,72,23,49,10,6,4,39,17,22,23,0,23,41,25,16,23,15,8,18,10,8,0,0,0,18,15,3,6,6,0,11,9,2,1,0,1
N00002451,284,170,114,170,119,51,97,47,50,17,4,13,82,37,45,28,18,10,41,17,24,13,2,11,134,79,55,90,61,29,40,16,24,4,2,2,68,54,14,52,40,12,16,14,2,0,0,0
N00002452,121,48,73,37,25,12,63,23,40,21,0,21,66,16,50,12,7,5,37,9,28,17,0,17,33,19,14,15,12,3,15,7,8,3,0,3,22,13,9,10,6,4,11,7,4,1,0,1
N00002453,157,71,86,48,36,12,75,33,42,34,2,32,85,20,65,4,2,2,49,17,32,32,1,31,48,42,6,34,29,5,13,12,1,1,1,0,24,9,15,10,5,5,13,4,9,1,0,1
N00002454,200,121,79,97,85,12,73,35,38,30,1,29,80,23,57,12,8,4,40,14,26,28,1,27,108,90,18,76,70,6,30,20,10,2,0,2,12,8,4,9,7,2,3,1,2,0,0,0
N00002455,128,26,102,8,7,1,47,19,28,73,0,73,111,17,94,6,6,0,36,11,25,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,17,9,8,2,1,1,11,8,3,4,0,4
N00002456,146,37,109,13,11,2,56,24,32,77,2,75,127,25,102,7,5,2,46,19,27,74,1,73,1,1,0,0,0,0,1,1,0,0,0,0,18,11,7,6,6,0,9,4,5,3,1,2
N00002457,202,56,146,24,14,10,85,37,48,93,5,88,165,42,123,13,8,5,64,29,35,88,5,83,1,1,0,1,1,0,0,0,0,0,0,0,36,13,23,10,5,5,21,8,13,5,0,5
N00002458,134,61,73,51,32,19,56,27,29,27,2,25,74,24,50,17,11,6,35,12,23,22,1,21,30,18,12,16,9,7,13,9,4,1,0,1,30,19,11,18,12,6,8,6,2,4,1,3
N00002459,296,97,199,70,52,18,113,45,68,113,0,113,195,31,164,15,7,8,74,24,50,106,0,106,54,34,20,29,21,8,21,13,8,4,0,4,47,32,15,26,24,2,18,8,10,3,0,3
N00002460,154,40,114,16,14,2,66,22,44,72,4,68,114,15,99,2,2,0,42,10,32,70,3,67,5,2,3,3,2,1,2,0,2,0,0,0,35,23,12,11,10,1,22,12,10,2,1,1
N00002461,180,36,144,15,9,6,67,22,45,98,5,93,163,31,132,10,6,4,62,22,40,91,3,88,3,0,3,2,0,2,1,0,1,0,0,0,14,5,9,3,3,0,4,0,4,7,2,5
N00002462,178,46,132,16,13,3,76,31,45,86,2,84,155,32,123,10,8,2,63,22,41,82,2,80,3,2,1,0,0,0,3,2,1,0,0,0,20,12,8,6,5,1,10,7,3,4,0,4
N00002463,136,35,101,14,11,3,40,22,18,82,2,80,116,22,94,8,6,2,29,14,15,79,2,77,3,1,2,1,1,0,1,0,1,1,0,1,17,12,5,5,4,1,10,8,2,2,0,2
N00002464,142,36,106,17,11,6,49,22,27,76,3,73,114,17,97,6,2,4,36,13,23,72,2,70,9,6,3,6,4,2,3,2,1,0,0,0,19,13,6,5,5,0,10,7,3,4,1,3
N00002465,270,127,143,163,98,65,88,28,60,19,1,18,45,13,32,16,9,7,19,4,15,10,0,10,201,99,102,127,76,51,66,22,44,8,1,7,24,15,9,20,13,7,3,2,1,1,0,1
N00002466,110,53,57,61,39,22,37,13,24,12,1,11,32,5,27,7,2,5,15,2,13,10,1,9,66,38,28,47,32,15,17,6,11,2,0,2,12,10,2,7,5,2,5,5,0,0,0,0
N00002467,115,52,63,64,35,29,43,17,26,8,0,8,43,18,25,15,7,8,24,11,13,4,0,4,57,25,32,39,21,18,14,4,10,4,0,4,15,9,6,10,7,3,5,2,3,0,0,0
N00002468,116,49,67,52,37,15,47,11,36,17,1,16,71,18,53,18,10,8,37,7,30,16,1,15,18,9,9,13,8,5,4,1,3,1,0,1,27,22,5,21,19,2,6,3,3,0,0,0
N00002469,232,93,139,97,52,45,114,39,75,21,2,19,96,25,71,20,9,11,60,15,45,16,1,15,94,42,52,55,26,29,37,16,21,2,0,2,42,26,16,22,17,5,17,8,9,3,1,2
N00002470,144,56,88,73,40,33,57,16,41,14,0,14,90,28,62,34,19,15,43,9,34,13,0,13,43,19,24,31,14,17,12,5,7,0,0,0,11,9,2,8,7,1,2,2,0,1,0,1
N00002471,118,38,80,58,28,30,52,10,42,8,0,8,62,12,50,21,7,14,33,5,28,8,0,8,43,19,24,28,15,13,15,4,11,0,0,0,13,7,6,9,6,3,4,1,3,0,0,0
N00002472,167,75,92,96,57,39,59,18,41,12,0,12,58,16,42,21,11,10,30,5,25,7,0,7,99,53,46,69,41,28,25,12,13,5,0,5,10,6,4,6,5,1,4,1,3,0,0,0
N00002473,125,49,76,74,40,34,40,7,33,11,2,9,35,7,28,8,4,4,20,2,18,7,1,6,81,37,44,58,31,27,19,5,14,4,1,3,9,5,4,8,5,3,1,0,1,0,0,0
N00002474,135,60,75,66,37,29,53,23,30,16,0,16,56,14,42,16,8,8,29,6,23,11,0,11,63,33,30,38,19,19,21,14,7,4,0,4,16,13,3,12,10,2,3,3,0,1,0,1
N00002475,164,76,88,91,56,35,60,17,43,13,3,10,57,15,42,16,7,9,28,5,23,13,3,10,87,51,36,62,42,20,25,9,16,0,0,0,20,10,10,13,7,6,7,3,4,0,0,0
N00002476,146,56,90,80,41,39,52,15,37,14,0,14,80,21,59,29,14,15,37,7,30,14,0,14,46,21,25,37,17,20,9,4,5,0,0,0,20,14,6,14,10,4,6,4,2,0,0,0
N00002477,115,39,76,39,22,17,54,16,38,22,1,21,57,6,51,6,1,5,30,5,25,21,0,21,39,21,18,23,13,10,16,8,8,0,0,0,19,12,7,10,8,2,8,3,5,1,1,0
N00002478,191,103,88,72,49,23,93,52,41,26,2,24,47,16,31,5,1,4,29,14,15,13,1,12,123,75,48,55,42,13,57,33,24,11,0,11,21,12,9,12,6,6,7,5,2,2,1,1
N00002479,140,20,120,7,5,2,41,15,26,92,0,92,120,9,111,1,0,1,33,9,24,86,0,86,4,1,3,2,1,1,0,0,0,2,0,2,16,10,6,4,4,0,8,6,2,4,0,4
N00002480,216,48,168,14,8,6,111,39,72,91,1,90,168,28,140,4,3,1,76,24,52,88,1,87,17,5,12,3,2,1,13,3,10,1,0,1,31,15,16,7,3,4,22,12,10,2,0,2
N00002481,127,73,54,81,49,32,38,24,14,8,0,8,40,16,24,18,8,10,15,8,7,7,0,7,65,44,21,48,33,15,16,11,5,1,0,1,22,13,9,15,8,7,7,5,2,0,0,0
N00002482,118,54,64,63,40,23,41,12,29,14,2,12,37,8,29,10,3,7,19,4,15,8,1,7,66,36,30,42,28,14,19,7,12,5,1,4,15,10,5,11,9,2,3,1,2,1,0,1
N00002483,125,65,60,70,44,26,50,21,29,5,0,5,29,7,22,7,5,2,18,2,16,4,0,4,78,45,33,51,30,21,26,15,11,1,0,1,18,13,5,12,9,3,6,4,2,0,0,0
N00002484,129,64,65,69,45,24,55,19,36,5,0,5,35,12,23,10,8,2,21,4,17,4,0,4,77,44,33,46,31,15,30,13,17,1,0,1,17,8,9,13,6,7,4,2,2,0,0,0
N00002485,103,43,60,53,29,24,42,14,28,8,0,8,35,11,24,11,5,6,18,6,12,6,0,6,47,24,23,29,17,12,17,7,10,1,0,1,21,8,13,13,7,6,7,1,6,1,0,1
N00002486,153,65,88,62,38,24,70,27,43,21,0,21,53,13,40,6,2,4,30,11,19,17,0,17,78,41,37,41,27,14,33,14,19,4,0,4,22,11,11,15,9,6,7,2,5,0,0,0
N00002487,142,42,100,26,20,6,60,16,44,56,6,50,108,23,85,5,4,1,50,13,37,53,6,47,15,10,5,11,8,3,4,2,2,0,0,0,19,9,10,10,8,2,6,1,5,3,0,3
N00002488,417,149,268,101,64,37,214,83,131,102,2,100,189,29,160,9,7,2,87,21,66,93,1,92,130,67,63,54,34,20,73,33,40,3,0,3,98,53,45,38,23,15,54,29,25,6,1,5
N00002489,263,50,213,12,6,6,100,42,58,151,2,149,231,30,201,4,1,3,83,28,55,144,1,143,4,3,1,1,1,0,2,2,0,1,0,1,28,17,11,7,4,3,15,12,3,6,1,5
N00002490,138,42,96,17,10,7,69,30,39,52,2,50,102,23,79,9,5,4,44,16,28,49,2,47,11,6,5,5,3,2,5,3,2,1,0,1,25,13,12,3,2,1,20,11,9,2,0,2
N00002491,138,75,63,71,47,24,54,27,27,13,1,12,41,9,32,12,3,9,20,6,14,9,0,9,78,53,25,48,35,13,28,17,11,2,1,1,19,13,6,11,9,2,6,4,2,2,0,2
N00002492,114,57,57,64,40,24,41,17,24,9,0,9,38,13,25,10,6,4,21,7,14,7,0,7,63,34,29,42,25,17,19,9,10,2,0,2,13,10,3,12,9,3,1,1,0,0,0,0
N00002493,136,67,69,68,47,21,56,20,36,12,0,12,38,11,27,8,5,3,25,6,19,5,0,5,83,45,38,49,33,16,29,12,17,5,0,5,15,11,4,11,9,2,2,2,0,2,0,2
N00002494,105,49,56,59,34,25,42,15,27,4,0,4,26,10,16,11,5,6,12,5,7,3,0,3,70,34,36,42,25,17,27,9,18,1,0,1,9,5,4,6,4,2,3,1,2,0,0,0
N00002495,208,76,132,55,31,24,98,42,56,55,3,52,107,27,80,13,7,6,46,17,29,48,3,45,57,26,31,22,13,9,32,13,19,3,0,3,44,23,21,20,11,9,20,12,8,4,0,4
N00002496,121,36,85,41,21,20,64,15,49,16,0,16,46,10,36,8,3,5,32,7,25,6,0,6,62,21,41,28,15,13,26,6,20,8,0,8,13,5,8,5,3,2,6,2,4,2,0,2
N00002497,222,113,109,89,69,20,96,42,54,37,2,35,65,12,53,7,5,2,31,6,25,27,1,26,132,85,47,68,50,18,56,34,22,8,1,7,25,16,9,14,14,0,9,2,7,2,0,2
N00002498,431,190,241,125,91,34,219,98,121,87,1,86,158,33,125,8,7,1,78,25,53,72,1,71,194,109,85,87,57,30,100,52,48,7,0,7,79,48,31,30,27,3,41,21,20,8,0,8
N00002499,239,72,167,31,24,7,121,47,74,87,1,86,119,20,99,3,2,1,43,17,26,73,1,72,8,5,3,6,4,2,2,1,1,0,0,0,112,47,65,22,18,4,76,29,47,14,0,14
N00002500,179,44,135,29,15,14,79,28,51,71,1,70,132,21,111,10,3,7,57,17,40,65,1,64,7,4,3,5,3,2,1,1,0,1,0,1,40,19,21,14,9,5,21,10,11,5,0,5
N00002501,523,112,411,40,26,14,189,80,109,294,6,288,436,78,358,13,9,4,143,63,80,280,6,274,5,1,4,2,1,1,3,0,3,0,0,0,82,33,49,25,16,9,43,17,26,14,0,14
N00002502,173,41,132,10,8,2,80,33,47,83,0,83,134,21,113,5,5,0,50,16,34,79,0,79,10,6,4,2,2,0,7,4,3,1,0,1,29,14,15,3,1,2,23,13,10,3,0,3
N00002503,106,32,74,19,15,4,34,16,18,53,1,52,89,19,70,7,6,1,30,12,18,52,1,51,10,8,2,10,8,2,0,0,0,0,0,0,7,5,2,2,1,1,4,4,0,1,0,1
N00002504,136,88,48,76,65,11,48,23,25,12,0,12,35,8,27,5,3,2,18,5,13,12,0,12,85,67,18,58,52,6,27,15,12,0,0,0,16,13,3,13,10,3,3,3,0,0,0,0
N00002505,129,68,61,58,42,16,58,24,34,13,2,11,62,33,29,16,15,1,35,16,19,11,2,9,16,7,9,13,7,6,3,0,3,0,0,0,51,28,23,29,20,9,20,8,12,2,0,2
N00002506,128,60,68,54,38,16,59,20,39,15,2,13,65,25,40,17,14,3,35,9,26,13,2,11,5,3,2,2,2,0,3,1,2,0,0,0,58,32,26,35,22,13,21,10,11,2,0,2
N00002507,114,44,70,57,28,29,44,14,30,13,2,11,52,15,37,14,6,8,26,7,19,12,2,10,45,19,26,29,13,16,16,6,10,0,0,0,17,10,7,14,9,5,2,1,1,1,0,1
N00002508,102,68,34,62,52,10,28,15,13,12,1,11,34,17,17,12,10,2,12,6,6,10,1,9,9,8,1,6,6,0,3,2,1,0,0,0,59,43,16,44,36,8,13,7,6,2,0,2
N00002509,151,99,52,85,68,17,59,31,28,7,0,7,43,22,21,15,12,3,22,10,12,6,0,6,47,38,9,30,28,2,16,10,6,1,0,1,61,39,22,40,28,12,21,11,10,0,0,0
N00002510,216,110,106,93,74,19,104,36,68,19,0,19,88,31,57,18,11,7,56,20,36,14,0,14,32,25,7,26,23,3,6,2,4,0,0,0,96,54,42,49,40,9,42,14,28,5,0,5
N00002511,94,64,30,66,47,19,28,17,11,0,0,0,19,11,8,10,8,2,9,3,6,0,0,0,50,37,13,38,26,12,12,11,1,0,0,0,25,16,9,18,13,5,7,3,4,0,0,0
N00002512,311,128,183,74,60,14,147,65,82,90,3,87,167,40,127,8,5,3,76,32,44,83,3,80,85,50,35,46,38,8,37,12,25,2,0,2,59,38,21,20,17,3,34,21,13,5,0,5
N00002513,116,24,92,6,3,3,40,20,20,70,1,69,101,18,83,3,2,1,33,15,18,65,1,64,3,0,3,1,0,1,0,0,0,2,0,2,12,6,6,2,1,1,7,5,2,3,0,3
N00002514,122,17,105,2,1,1,30,14,16,90,2,88,115,15,100,1,1,0,27,12,15,87,2,85,2,1,1,0,0,0,2,1,1,0,0,0,5,1,4,1,0,1,1,1,0,3,0,3
N00002515,107,26,81,9,9,0,35,13,22,63,4,59,89,18,71,5,5,0,24,9,15,60,4,56,2,1,1,1,1,0,1,0,1,0,0,0,16,7,9,3,3,0,10,4,6,3,0,3
N00002516,125,20,105,6,4,2,37,15,22,82,1,81,108,13,95,5,3,2,27,9,18,76,1,75,2,0,2,0,0,0,1,0,1,1,0,1,15,7,8,1,1,0,9,6,3,5,0,5
N00002517,133,49,84,28,24,4,48,25,23,57,0,57,88,17,71,6,5,1,30,12,18,52,0,52,27,21,6,16,13,3,11,8,3,0,0,0,18,11,7,6,6,0,7,5,2,5,0,5
N00002518,251,71,180,49,31,18,87,31,56,115,9,106,162,31,131,12,8,4,44,14,30,106,9,97,13,4,9,4,3,1,6,1,5,3,0,3,76,36,40,33,20,13,37,16,21,6,0,6
N00002519,131,53,78,29,20,9,52,30,22,50,3,47,91,28,63,6,6,0,37,19,18,48,3,45,5,3,2,3,1,2,2,2,0,0,0,0,35,22,13,20,13,7,13,9,4,2,0,2
