GeographyCode,LC4401NI0001,LC4401NI0002,LC4401NI0003,LC4401NI0004,LC4401NI0005,LC4401NI0006,LC4401NI0007,LC4401NI0008,LC4401NI0009,LC4401NI0010,LC4401NI0011,LC4401NI0012,LC4401NI0013,LC4401NI0014,LC4401NI0015,LC4401NI0016,LC4401NI0017,LC4401NI0018,LC4401NI0019,LC4401NI0020,LC4401NI0021,LC4401NI0022,LC4401NI0023,LC4401NI0024,LC4401NI0025,LC4401NI0026,LC4401NI0027,LC4401NI0028,LC4401NI0029,LC4401NI0030,LC4401NI0031,LC4401NI0032,LC4401NI0033,LC4401NI0034,LC4401NI0035,LC4401NI0036,LC4401NI0037,LC4401NI0038,LC4401NI0039,LC4401NI0040,LC4401NI0041,LC4401NI0042,LC4401NI0043,LC4401NI0044,LC4401NI0045,LC4401NI0046,LC4401NI0047,LC4401NI0048
N00000037,124,49,75,18,12,6,74,36,38,32,1,31,111,40,71,14,10,4,66,29,37,31,1,30,4,2,2,1,0,1,3,2,1,0,0,0,9,7,2,3,2,1,5,5,0,1,0,1
N00000038,138,31,107,15,14,1,54,14,40,69,3,66,113,21,92,7,7,0,39,11,28,67,3,64,5,3,2,3,3,0,2,0,2,0,0,0,20,7,13,5,4,1,13,3,10,2,0,2
N00000039,448,158,290,92,69,23,174,82,92,182,7,175,328,86,242,28,19,9,125,60,65,175,7,168,65,48,17,39,32,7,26,16,10,0,0,0,55,24,31,25,18,7,23,6,17,7,0,7
N00000040,114,55,59,37,29,8,50,25,25,27,1,26,62,20,42,8,8,0,28,11,17,26,1,25,31,21,10,19,13,6,12,8,4,0,0,0,21,14,7,10,8,2,10,6,4,1,0,1
N00000041,144,33,111,11,7,4,62,25,37,71,1,70,123,20,103,7,3,4,46,17,29,70,0,70,3,2,1,2,2,0,1,0,1,0,0,0,18,11,7,2,2,0,15,8,7,1,1,0
N00000042,126,25,101,8,7,1,54,18,36,64,0,64,116,17,99,5,4,1,48,13,35,63,0,63,1,0,1,0,0,0,1,0,1,0,0,0,9,8,1,3,3,0,5,5,0,1,0,1
N00000043,368,92,276,50,35,15,142,52,90,176,5,171,297,57,240,19,14,5,109,39,70,169,4,165,34,18,16,17,11,6,17,7,10,0,0,0,37,17,20,14,10,4,16,6,10,7,1,6
N00000044,108,44,64,20,16,4,59,25,34,29,3,26,81,28,53,9,7,2,46,18,28,26,3,23,16,9,7,7,6,1,7,3,4,2,0,2,11,7,4,4,3,1,6,4,2,1,0,1
N00000045,170,26,144,7,6,1,41,16,25,122,4,118,151,22,129,6,5,1,34,13,21,111,4,107,2,0,2,0,0,0,2,0,2,0,0,0,17,4,13,1,1,0,5,3,2,11,0,11
N00000046,129,24,105,7,4,3,42,20,22,80,0,80,114,18,96,1,0,1,36,18,18,77,0,77,6,3,3,4,2,2,1,1,0,1,0,1,9,3,6,2,2,0,5,1,4,2,0,2
N00000047,138,31,107,9,4,5,48,24,24,81,3,78,118,21,97,4,2,2,36,18,18,78,1,77,4,1,3,2,1,1,2,0,2,0,0,0,16,9,7,3,1,2,10,6,4,3,2,1
N00000048,125,48,77,31,20,11,70,28,42,24,0,24,70,21,49,6,4,2,42,17,25,22,0,22,23,11,12,12,7,5,11,4,7,0,0,0,32,16,16,13,9,4,17,7,10,2,0,2
N00000049,123,62,61,33,24,9,65,37,28,25,1,24,64,20,44,4,4,0,38,16,22,22,0,22,30,23,7,14,11,3,14,11,3,2,1,1,29,19,10,15,9,6,13,10,3,1,0,1
N00000050,135,48,87,20,19,1,53,27,26,62,2,60,101,28,73,11,10,1,35,17,18,55,1,54,5,2,3,1,1,0,3,1,2,1,0,1,29,18,11,8,8,0,15,9,6,6,1,5
N00000051,124,57,67,56,39,17,56,18,38,12,0,12,56,21,35,15,9,6,31,12,19,10,0,10,58,28,30,33,23,10,24,5,19,1,0,1,10,8,2,8,7,1,1,1,0,1,0,1
N00000052,120,47,73,38,29,9,53,17,36,29,1,28,66,21,45,10,6,4,31,14,17,25,1,24,35,19,16,20,17,3,13,2,11,2,0,2,19,7,12,8,6,2,9,1,8,2,0,2
N00000053,108,47,61,46,28,18,46,18,28,16,1,15,56,18,38,16,6,10,26,11,15,14,1,13,14,7,7,8,5,3,6,2,4,0,0,0,38,22,16,22,17,5,14,5,9,2,0,2
N00000054,111,50,61,29,18,11,57,30,27,25,2,23,66,26,40,9,4,5,35,20,15,22,2,20,25,12,13,10,7,3,14,5,9,1,0,1,20,12,8,10,7,3,8,5,3,2,0,2
N00000055,117,44,73,22,15,7,71,29,42,24,0,24,92,30,62,9,5,4,59,25,34,24,0,24,8,5,3,5,5,0,3,0,3,0,0,0,17,9,8,8,5,3,9,4,5,0,0,0
N00000056,119,45,74,39,27,12,50,18,32,30,0,30,80,22,58,15,9,6,41,13,28,24,0,24,21,15,6,16,13,3,3,2,1,2,0,2,18,8,10,8,5,3,6,3,3,4,0,4
N00000057,118,65,53,62,42,20,44,23,21,12,0,12,40,13,27,10,7,3,19,6,13,11,0,11,58,39,19,41,28,13,17,11,6,0,0,0,20,13,7,11,7,4,8,6,2,1,0,1
N00000058,121,67,54,48,37,11,55,27,28,18,3,15,58,27,31,12,10,2,32,14,18,14,3,11,40,30,10,22,19,3,14,11,3,4,0,4,23,10,13,14,8,6,9,2,7,0,0,0
N00000059,110,56,54,57,39,18,46,16,30,7,1,6,41,14,27,11,6,5,25,7,18,5,1,4,48,30,18,29,21,8,18,9,9,1,0,1,21,12,9,17,12,5,3,0,3,1,0,1
N00000060,180,92,88,90,65,25,76,27,49,14,0,14,80,34,46,26,18,8,40,16,24,14,0,14,67,45,22,46,38,8,21,7,14,0,0,0,33,13,20,18,9,9,15,4,11,0,0,0
N00000061,129,46,83,22,17,5,54,27,27,53,2,51,106,32,74,9,6,3,46,24,22,51,2,49,11,8,3,7,6,1,4,2,2,0,0,0,12,6,6,6,5,1,4,1,3,2,0,2
N00000062,130,21,109,12,7,5,41,12,29,77,2,75,116,17,99,7,4,3,36,11,25,73,2,71,4,0,4,2,0,2,1,0,1,1,0,1,10,4,6,3,3,0,4,1,3,3,0,3
N00000063,155,69,86,66,45,21,54,24,30,35,0,35,75,14,61,16,7,9,28,7,21,31,0,31,48,34,14,35,27,8,12,7,5,1,0,1,32,21,11,15,11,4,14,10,4,3,0,3
N00000064,133,73,60,58,38,20,63,35,28,12,0,12,36,12,24,10,4,6,18,8,10,8,0,8,75,50,25,36,28,8,36,22,14,3,0,3,22,11,11,12,6,6,9,5,4,1,0,1
N00000065,146,19,127,8,3,5,79,16,63,59,0,59,135,17,118,5,3,2,71,14,57,59,0,59,3,0,3,1,0,1,2,0,2,0,0,0,8,2,6,2,0,2,6,2,4,0,0,0
N00000066,110,24,86,10,6,4,50,17,33,50,1,49,98,19,79,8,5,3,41,13,28,49,1,48,3,1,2,1,1,0,2,0,2,0,0,0,9,4,5,1,0,1,7,4,3,1,0,1
N00000067,134,58,76,54,35,19,56,22,34,24,1,23,65,20,45,15,7,8,29,13,16,21,0,21,53,31,22,31,22,9,21,8,13,1,1,0,16,7,9,8,6,2,6,1,5,2,0,2
N00000068,124,16,108,6,2,4,46,13,33,72,1,71,113,15,98,3,2,1,40,12,28,70,1,69,1,0,1,1,0,1,0,0,0,0,0,0,10,1,9,2,0,2,6,1,5,2,0,2
N00000069,145,79,66,92,58,34,41,20,21,12,1,11,42,12,30,15,7,8,17,5,12,10,0,10,87,55,32,64,42,22,22,13,9,1,0,1,16,12,4,13,9,4,2,2,0,1,1,0
N00000070,104,26,78,18,12,6,45,14,31,41,0,41,96,23,73,12,10,2,44,13,31,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,6,2,4,1,1,0,1,0,1
N00000071,136,68,68,39,31,8,69,35,34,28,2,26,86,34,52,17,10,7,45,22,23,24,2,22,10,9,1,5,5,0,4,4,0,1,0,1,40,25,15,17,16,1,20,9,11,3,0,3
N00000072,634,164,470,73,42,31,275,111,164,286,11,275,496,113,383,24,15,9,210,88,122,262,10,252,36,19,17,27,17,10,8,2,6,1,0,1,102,32,70,22,10,12,57,21,36,23,1,22
N00000073,249,140,109,99,74,25,110,63,47,40,3,37,122,59,63,23,16,7,65,40,25,34,3,31,42,32,10,34,29,5,7,3,4,1,0,1,85,49,36,42,29,13,38,20,18,5,0,5
N00000074,386,97,289,29,21,8,163,72,91,194,4,190,323,73,250,12,8,4,132,61,71,179,4,175,7,3,4,6,3,3,1,0,1,0,0,0,56,21,35,11,10,1,30,11,19,15,0,15
N00000075,111,37,74,16,11,5,55,23,32,40,3,37,88,26,62,9,7,2,42,17,25,37,2,35,4,2,2,1,0,1,1,1,0,2,1,1,19,9,10,6,4,2,12,5,7,1,0,1
N00000076,114,15,99,15,4,11,49,11,38,50,0,50,99,13,86,7,4,3,43,9,34,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,15,2,13,8,0,8,6,2,4,1,0,1
N00000077,98,18,80,8,5,3,48,12,36,42,1,41,89,15,74,5,3,2,43,11,32,41,1,40,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,3,2,1,5,1,4,1,0,1
N00000078,161,37,124,6,4,2,70,32,38,85,1,84,146,30,116,3,3,0,59,27,32,84,0,84,1,1,0,0,0,0,1,1,0,0,0,0,14,6,8,3,1,2,10,4,6,1,1,0
N00000079,192,45,147,6,3,3,58,36,22,128,6,122,172,33,139,4,2,2,44,26,18,124,5,119,1,1,0,0,0,0,1,1,0,0,0,0,19,11,8,2,1,1,13,9,4,4,1,3
N00000080,146,28,118,3,2,1,33,20,13,110,6,104,131,22,109,2,1,1,25,16,9,104,5,99,3,2,1,1,1,0,1,0,1,1,1,0,12,4,8,0,0,0,7,4,3,5,0,5
N00000081,140,47,93,20,14,6,48,31,17,72,2,70,89,21,68,8,5,3,21,15,6,60,1,59,27,12,15,7,5,2,14,7,7,6,0,6,24,14,10,5,4,1,13,9,4,6,1,5
N00000082,132,39,93,2,2,0,43,32,11,87,5,82,114,27,87,1,1,0,31,22,9,82,4,78,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,1,1,0,12,10,2,5,1,4
N00000083,208,24,184,7,5,2,45,16,29,156,3,153,193,20,173,7,5,2,35,12,23,151,3,148,0,0,0,0,0,0,0,0,0,0,0,0,15,4,11,0,0,0,10,4,6,5,0,5
N00000084,153,22,131,8,8,0,24,13,11,121,1,120,139,15,124,6,6,0,18,8,10,115,1,114,2,1,1,1,1,0,0,0,0,1,0,1,12,6,6,1,1,0,6,5,1,5,0,5
N00000085,180,85,95,59,43,16,80,41,39,41,1,40,84,28,56,15,10,5,40,17,23,29,1,28,42,28,14,22,18,4,16,10,6,4,0,4,54,29,25,22,15,7,24,14,10,8,0,8
N00000086,142,46,96,24,13,11,56,26,30,62,7,55,91,21,70,8,3,5,30,14,16,53,4,49,3,2,1,1,1,0,2,1,1,0,0,0,48,23,25,15,9,6,24,11,13,9,3,6
N00000087,303,63,240,21,12,9,104,47,57,178,4,174,255,44,211,7,3,4,82,37,45,166,4,162,1,1,0,1,1,0,0,0,0,0,0,0,47,18,29,13,8,5,22,10,12,12,0,12
N00000088,136,91,45,60,53,7,64,38,26,12,0,12,46,22,24,12,9,3,27,13,14,7,0,7,66,52,14,38,34,4,24,18,6,4,0,4,24,17,7,10,10,0,13,7,6,1,0,1
N00000089,164,41,123,14,10,4,71,29,42,79,2,77,139,32,107,8,6,2,58,24,34,73,2,71,3,1,2,1,1,0,0,0,0,2,0,2,22,8,14,5,3,2,13,5,8,4,0,4
N00000090,138,36,102,15,12,3,61,24,37,62,0,62,116,30,86,9,9,0,50,21,29,57,0,57,1,0,1,0,0,0,1,0,1,0,0,0,21,6,15,6,3,3,10,3,7,5,0,5
N00000091,176,54,122,28,15,13,80,39,41,68,0,68,119,29,90,5,4,1,50,25,25,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,57,25,32,23,11,12,30,14,16,4,0,4
N00000092,168,33,135,17,12,5,43,17,26,108,4,104,152,25,127,9,7,2,39,14,25,104,4,100,1,0,1,1,0,1,0,0,0,0,0,0,15,8,7,7,5,2,4,3,1,4,0,4
N00000093,140,37,103,11,10,1,49,25,24,80,2,78,123,32,91,10,10,0,39,20,19,74,2,72,2,0,2,0,0,0,2,0,2,0,0,0,15,5,10,1,0,1,8,5,3,6,0,6
N00000094,161,21,140,6,6,0,40,14,26,115,1,114,149,17,132,5,5,0,31,11,20,113,1,112,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,1,1,0,9,3,6,2,0,2
N00000095,152,37,115,5,5,0,51,28,23,96,4,92,137,32,105,2,2,0,42,26,16,93,4,89,0,0,0,0,0,0,0,0,0,0,0,0,15,5,10,3,3,0,9,2,7,3,0,3
N00000096,158,22,136,6,5,1,47,16,31,105,1,104,146,20,126,4,3,1,43,16,27,99,1,98,1,1,0,1,1,0,0,0,0,0,0,0,11,1,10,1,1,0,4,0,4,6,0,6
N00000097,296,65,231,25,13,12,138,48,90,133,4,129,233,48,185,10,4,6,101,40,61,122,4,118,6,4,2,4,4,0,2,0,2,0,0,0,57,13,44,11,5,6,35,8,27,11,0,11
N00000098,446,113,333,27,14,13,235,94,141,184,5,179,347,76,271,8,6,2,173,65,108,166,5,161,2,1,1,0,0,0,2,1,1,0,0,0,97,36,61,19,8,11,60,28,32,18,0,18
N00000099,107,37,70,43,22,21,40,14,26,24,1,23,53,12,41,9,3,6,23,9,14,21,0,21,40,18,22,29,15,14,9,3,6,2,0,2,14,7,7,5,4,1,8,2,6,1,1,0
N00000100,164,86,78,58,48,10,76,37,39,30,1,29,81,29,52,14,13,1,43,16,27,24,0,24,49,38,11,30,27,3,17,11,6,2,0,2,34,19,15,14,8,6,16,10,6,4,1,3
N00000101,122,72,50,54,38,16,59,34,25,9,0,9,30,15,15,4,3,1,21,12,9,5,0,5,67,45,22,37,28,9,29,17,12,1,0,1,25,12,13,13,7,6,9,5,4,3,0,3
N00000102,125,44,81,20,15,5,60,26,34,45,3,42,80,15,65,2,1,1,37,12,25,41,2,39,31,23,8,13,9,4,16,13,3,2,1,1,14,6,8,5,5,0,7,1,6,2,0,2
N00000103,205,81,124,51,35,16,80,44,36,74,2,72,108,33,75,12,8,4,39,24,15,57,1,56,51,32,19,30,21,9,17,11,6,4,0,4,46,16,30,9,6,3,24,9,15,13,1,12
N00000104,130,49,81,41,27,14,65,22,43,24,0,24,65,16,49,8,4,4,37,12,25,20,0,20,34,22,12,17,14,3,13,8,5,4,0,4,31,11,20,16,9,7,15,2,13,0,0,0
N00000105,148,67,81,60,39,21,71,28,43,17,0,17,89,35,54,18,13,5,58,22,36,13,0,13,31,22,9,24,19,5,6,3,3,1,0,1,28,10,18,18,7,11,7,3,4,3,0,3
N00000106,103,67,36,48,41,7,48,25,23,7,1,6,31,16,15,6,4,2,20,11,9,5,1,4,58,46,12,35,33,2,21,13,8,2,0,2,14,5,9,7,4,3,7,1,6,0,0,0
N00000107,120,54,66,51,33,18,56,21,35,13,0,13,56,13,43,11,5,6,32,8,24,13,0,13,42,28,14,25,16,9,17,12,5,0,0,0,22,13,9,15,12,3,7,1,6,0,0,0
N00000108,110,39,71,25,18,7,47,21,26,38,0,38,83,24,59,13,9,4,34,15,19,36,0,36,11,7,4,5,5,0,6,2,4,0,0,0,16,8,8,7,4,3,7,4,3,2,0,2
N00000109,229,94,135,67,39,28,125,54,71,37,1,36,126,46,80,17,12,5,79,33,46,30,1,29,39,22,17,21,13,8,17,9,8,1,0,1,64,26,38,29,14,15,29,12,17,6,0,6
N00000110,122,55,67,39,24,15,64,30,34,19,1,18,68,29,39,12,9,3,39,19,20,17,1,16,26,17,9,15,9,6,10,8,2,1,0,1,28,9,19,12,6,6,15,3,12,1,0,1
N00000111,136,37,99,7,6,1,74,30,44,55,1,54,121,30,91,5,5,0,65,24,41,51,1,50,1,0,1,0,0,0,0,0,0,1,0,1,14,7,7,2,1,1,9,6,3,3,0,3
N00000112,143,43,100,31,17,14,66,22,44,46,4,42,111,28,83,12,6,6,55,18,37,44,4,40,17,8,9,12,7,5,3,1,2,2,0,2,15,7,8,7,4,3,8,3,5,0,0,0
N00000113,122,41,81,29,18,11,59,23,36,34,0,34,88,23,65,12,6,6,44,17,27,32,0,32,13,7,6,9,6,3,4,1,3,0,0,0,21,11,10,8,6,2,11,5,6,2,0,2
N00000114,121,26,95,10,5,5,67,21,46,44,0,44,109,23,86,6,4,2,60,19,41,43,0,43,3,0,3,3,0,3,0,0,0,0,0,0,9,3,6,1,1,0,7,2,5,1,0,1
N00000115,128,53,75,48,32,16,60,18,42,20,3,17,76,24,52,22,11,11,37,10,27,17,3,14,37,22,15,20,16,4,15,6,9,2,0,2,15,7,8,6,5,1,8,2,6,1,0,1
N00000116,119,54,65,35,26,9,58,28,30,26,0,26,70,21,49,11,5,6,34,16,18,25,0,25,36,27,9,22,20,2,14,7,7,0,0,0,13,6,7,2,1,1,10,5,5,1,0,1
N00000117,86,58,28,60,50,10,21,8,13,5,0,5,23,10,13,13,10,3,6,0,6,4,0,4,51,41,10,39,35,4,11,6,5,1,0,1,12,7,5,8,5,3,4,2,2,0,0,0
N00000118,143,50,93,19,12,7,59,36,23,65,2,63,96,23,73,9,6,3,31,16,15,56,1,55,2,1,1,2,1,1,0,0,0,0,0,0,45,26,19,8,5,3,28,20,8,9,1,8
N00000119,125,32,93,5,2,3,50,28,22,70,2,68,121,32,89,5,2,3,48,28,20,68,2,66,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,2,2,0,2
N00000120,127,33,94,5,4,1,47,26,21,75,3,72,112,25,87,3,2,1,39,20,19,70,3,67,1,1,0,1,1,0,0,0,0,0,0,0,14,7,7,1,1,0,8,6,2,5,0,5
N00000121,124,37,87,15,7,8,65,26,39,44,4,40,93,24,69,8,4,4,48,18,30,37,2,35,5,2,3,2,1,1,2,1,1,1,0,1,26,11,15,5,2,3,15,7,8,6,2,4
N00000122,199,59,140,4,3,1,81,51,30,114,5,109,164,43,121,1,0,1,61,38,23,102,5,97,1,0,1,0,0,0,1,0,1,0,0,0,34,16,18,3,3,0,19,13,6,12,0,12
N00000123,143,36,107,7,6,1,53,26,27,83,4,79,134,30,104,6,5,1,47,22,25,81,3,78,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,1,1,0,6,4,2,2,1,1
N00000124,143,36,107,11,8,3,49,26,23,83,2,81,122,30,92,5,4,1,42,24,18,75,2,73,1,0,1,1,0,1,0,0,0,0,0,0,20,6,14,5,4,1,7,2,5,8,0,8
N00000125,148,37,111,10,8,2,60,22,38,78,7,71,121,22,99,5,4,1,46,13,33,70,5,65,6,3,3,3,2,1,3,1,2,0,0,0,21,12,9,2,2,0,11,8,3,8,2,6
N00000126,134,28,106,11,8,3,48,18,30,75,2,73,118,19,99,7,5,2,40,12,28,71,2,69,2,1,1,1,1,0,1,0,1,0,0,0,14,8,6,3,2,1,7,6,1,4,0,4
N00000127,130,34,96,11,7,4,63,25,38,56,2,54,93,19,74,2,2,0,40,15,25,51,2,49,17,10,7,5,4,1,9,6,3,3,0,3,20,5,15,4,1,3,14,4,10,2,0,2
N00000128,282,48,234,26,14,12,77,25,52,179,9,170,237,39,198,15,10,5,57,21,36,165,8,157,9,2,7,2,1,1,3,1,2,4,0,4,36,7,29,9,3,6,17,3,14,10,1,9
N00000129,138,63,75,50,32,18,73,31,42,15,0,15,35,9,26,6,2,4,18,7,11,11,0,11,76,42,34,31,22,9,41,20,21,4,0,4,27,12,15,13,8,5,14,4,10,0,0,0
