GeographyCode,LC5101NI0001,LC5101NI0002,LC5101NI0003,LC5101NI0004,LC5101NI0005,LC5101NI0006,LC5101NI0007,LC5101NI0008,LC5101NI0009,LC5101NI0010,LC5101NI0011,LC5101NI0012,LC5101NI0013,LC5101NI0014,LC5101NI0015,LC5101NI0016,LC5101NI0017,LC5101NI0018,LC5101NI0019,LC5101NI0020,LC5101NI0021,LC5101NI0022,LC5101NI0023,LC5101NI0024,LC5101NI0025,LC5101NI0026,LC5101NI0027,LC5101NI0028,LC5101NI0029,LC5101NI0030,LC5101NI0031,LC5101NI0032,LC5101NI0033,LC5101NI0034,LC5101NI0035,LC5101NI0036,LC5101NI0037,LC5101NI0038,LC5101NI0039,LC5101NI0040,LC5101NI0041,LC5101NI0042,LC5101NI0043,LC5101NI0044,LC5101NI0045,LC5101NI0046,LC5101NI0047,LC5101NI0048,LC5101NI0049
N00002664,245,95,35,37,23,29,26,44,2,17,8,9,5,3,49,9,7,12,9,8,4,41,13,3,9,3,6,7,31,12,7,3,0,4,5,29,14,1,2,2,6,4,51,45,0,3,0,0,3
N00002665,227,61,32,35,29,41,29,26,4,4,9,5,2,2,36,5,1,8,7,10,5,45,4,9,7,7,12,6,35,8,8,4,4,5,6,41,14,8,3,6,6,4,44,26,2,4,0,6,6
N00002666,212,58,28,33,28,48,17,28,6,6,10,5,0,1,29,3,2,5,7,12,0,37,4,7,3,9,13,1,35,7,7,6,0,13,2,39,16,2,3,6,8,4,44,22,4,6,1,2,9
N00002667,639,233,80,100,69,96,61,98,14,15,32,21,8,8,111,18,9,20,17,38,9,102,26,18,12,15,19,12,94,38,16,14,7,10,9,98,37,14,16,7,11,13,136,100,8,6,2,10,10
N00002668,231,61,34,40,32,43,21,40,8,12,9,9,1,1,47,4,2,9,12,18,2,37,9,8,4,5,9,2,49,16,11,6,3,5,8,30,10,1,9,2,7,1,28,14,0,3,1,3,7
N00002669,391,95,43,62,64,89,38,62,8,11,18,11,8,6,76,5,5,5,25,28,8,78,3,12,17,13,22,11,59,15,9,11,4,15,5,52,22,5,3,7,11,4,64,42,1,8,4,5,4
N00002670,1392,368,167,233,193,306,125,254,36,47,71,56,28,16,253,22,16,42,60,94,19,299,49,52,53,43,76,26,229,51,33,31,27,60,27,134,39,18,19,6,30,22,223,171,1,17,1,18,15
N00002671,1021,207,124,226,143,232,89,194,20,29,77,49,10,9,207,13,23,53,30,72,16,202,28,35,41,39,45,14,178,45,24,34,14,49,12,161,58,11,17,8,37,30,79,43,2,4,3,19,8
N00002672,233,101,35,38,23,22,14,61,23,17,15,4,1,1,59,13,6,14,7,14,5,32,10,8,5,4,2,3,38,23,3,4,5,1,2,22,16,1,0,2,2,1,21,16,0,0,1,2,2
N00002673,1021,343,118,164,123,196,77,156,28,22,44,28,19,15,173,19,18,38,40,47,11,190,41,32,37,23,48,9,169,65,27,22,17,26,12,115,49,13,12,11,19,11,218,141,6,11,4,37,19
N00002674,223,105,31,31,26,17,13,54,18,10,8,12,1,5,36,7,7,12,4,4,2,41,17,8,5,6,5,0,36,20,3,3,2,4,4,28,20,3,1,1,2,1,28,23,0,2,1,1,1
N00002675,311,67,38,52,37,83,34,59,10,7,16,12,8,6,17,0,2,2,2,10,1,54,4,8,6,8,23,5,76,7,10,17,11,20,11,56,13,8,8,3,15,9,49,33,3,3,1,7,2
N00002676,584,183,67,102,80,103,49,102,12,18,43,22,6,1,90,14,4,16,23,26,7,87,15,18,14,4,24,12,112,27,20,17,18,19,11,92,47,4,4,10,19,8,101,68,3,8,3,9,10
N00002677,342,86,35,65,47,77,32,51,9,7,17,13,2,3,26,3,3,3,8,5,4,56,5,7,13,8,19,4,90,13,12,12,14,30,9,45,14,2,13,1,9,6,74,42,4,7,3,12,6
N00002678,296,57,42,47,40,75,35,60,12,11,16,11,6,4,54,4,8,5,8,19,10,43,4,8,7,5,14,5,58,5,8,11,11,15,8,37,6,5,4,4,14,4,44,26,2,4,1,7,4
N00002679,399,102,38,57,55,101,46,72,10,11,23,19,3,6,84,3,5,7,17,38,14,84,8,9,14,11,30,12,52,13,6,6,3,20,4,41,16,5,6,5,3,6,66,52,2,1,0,7,4
N00002680,343,71,28,46,58,113,27,61,6,5,15,21,10,4,29,1,1,3,9,14,1,59,6,7,9,8,26,3,75,8,10,11,13,30,3,57,14,5,4,6,20,8,62,36,0,4,1,13,8
N00002681,337,64,32,44,46,118,33,37,1,4,13,15,3,1,31,2,3,4,7,12,3,72,7,12,7,1,38,7,67,8,6,7,12,27,7,59,11,5,7,10,21,5,71,35,2,6,1,17,10
N00002682,341,67,30,48,61,114,21,62,9,7,20,13,10,3,59,5,4,8,9,29,4,80,10,6,4,21,31,8,70,11,8,9,10,27,5,37,15,3,1,5,13,0,33,17,2,6,3,4,1
N00002683,315,76,23,55,42,85,34,47,6,5,13,18,1,4,37,4,1,9,4,19,0,46,3,8,10,6,13,6,80,9,4,13,9,33,12,42,9,1,6,5,13,8,63,45,4,4,0,6,4
N00002684,364,76,35,47,43,132,31,42,3,7,13,8,8,3,61,3,5,1,13,37,2,66,6,6,7,10,33,4,60,3,10,12,6,21,8,60,15,3,9,5,19,9,75,46,4,5,1,14,5
N00002685,301,53,32,64,46,89,17,58,10,3,20,17,6,2,32,2,4,6,4,16,0,40,1,6,9,8,14,2,82,7,13,15,10,33,4,55,12,5,9,6,15,8,34,21,1,5,1,5,1
N00002686,280,71,31,32,38,93,15,35,2,3,12,10,8,0,18,2,1,3,3,7,2,45,3,8,9,6,16,3,61,8,11,5,9,25,3,54,14,4,2,8,24,2,67,42,4,1,2,13,5
N00002687,240,62,24,55,23,57,19,27,4,5,7,8,3,0,34,5,2,10,7,8,2,42,8,6,8,4,14,2,48,7,4,12,3,17,5,34,8,2,12,0,9,3,55,30,5,6,1,6,7
N00002688,323,86,25,51,47,81,33,48,3,4,14,19,5,3,25,0,2,3,6,10,4,37,2,7,14,6,5,3,64,7,7,10,6,24,10,52,11,5,5,5,20,6,97,63,0,5,5,17,7
N00002689,240,101,29,43,24,27,16,33,4,8,12,4,5,0,40,2,5,8,15,7,3,42,12,7,11,2,9,1,43,16,6,5,2,6,8,34,21,2,6,1,0,4,48,46,1,1,0,0,0
N00002690,215,61,20,28,20,68,18,31,7,4,7,7,3,3,26,4,4,2,2,12,2,32,2,3,9,3,11,4,23,2,3,2,3,10,3,29,7,2,2,3,14,1,74,39,4,6,2,18,5
N00002691,257,58,24,45,27,79,24,35,4,1,13,8,7,2,31,6,2,6,4,12,1,49,5,8,9,6,17,4,45,4,4,10,6,13,8,45,11,5,4,2,17,6,52,28,4,3,1,13,3
N00002692,238,70,22,27,22,81,16,16,5,2,3,3,3,0,31,4,5,2,6,14,0,29,5,6,4,3,7,4,50,8,5,6,6,23,2,46,11,2,6,3,19,5,66,37,2,6,1,15,5
N00002693,316,147,28,29,23,68,21,31,4,5,10,9,3,0,18,3,4,3,1,7,0,28,7,5,3,3,8,2,33,8,5,5,3,11,1,37,13,2,3,4,13,2,169,112,7,5,3,26,16
N00002694,268,44,28,57,22,91,26,46,4,9,11,7,10,5,22,0,2,7,3,9,1,39,5,4,13,4,11,2,49,5,9,10,3,19,3,61,9,4,10,2,27,9,51,21,0,6,3,15,6
N00002695,318,42,33,62,44,114,23,51,12,7,16,12,2,2,49,1,6,12,7,21,2,89,14,9,11,13,38,4,74,4,7,15,9,30,9,33,6,2,4,2,14,5,22,5,2,4,1,9,1
N00002696,260,55,19,45,40,85,16,43,8,7,12,11,5,0,25,2,0,3,7,13,0,40,6,1,7,6,13,7,40,8,5,10,7,7,3,47,5,4,9,5,23,1,65,26,2,4,4,24,5
N00002697,283,52,25,54,28,91,33,47,8,5,20,6,2,6,30,2,1,7,5,14,1,48,4,5,5,5,27,2,65,9,4,11,7,25,9,45,12,5,8,5,8,7,48,17,5,3,0,15,8
N00002698,419,56,41,54,51,188,29,47,8,5,12,13,9,0,71,6,6,3,18,32,6,70,8,12,8,4,34,4,74,7,7,7,6,39,8,71,4,9,16,5,30,7,86,23,2,8,5,44,4
N00002699,283,111,30,49,39,37,17,50,6,11,12,13,5,3,49,6,5,14,12,11,1,35,4,6,6,7,7,5,58,29,6,10,4,4,5,31,18,2,2,2,6,1,60,48,0,5,1,4,2
N00002700,401,80,51,81,75,80,34,97,13,18,25,27,9,5,74,3,6,17,17,29,2,87,10,12,19,16,23,7,75,15,11,16,10,14,9,42,16,4,4,5,5,8,26,23,0,0,0,0,3
N00002701,402,101,52,55,50,99,45,79,20,11,15,17,6,10,61,2,4,9,17,25,4,83,13,16,17,7,25,5,75,19,12,7,4,23,10,42,13,3,5,4,12,5,62,34,6,2,1,8,11
N00002702,291,93,27,61,41,39,30,48,3,5,23,11,0,6,61,8,4,11,15,17,6,46,7,5,13,8,11,2,51,13,6,10,7,7,8,37,23,5,2,0,3,4,48,39,2,2,0,1,4
N00002703,461,91,57,65,71,134,43,88,9,13,24,21,12,9,59,2,2,10,15,27,3,104,13,17,12,14,37,11,82,15,10,10,13,28,6,68,16,12,4,7,20,9,60,36,3,5,1,10,5
N00002704,419,62,51,70,64,136,36,90,11,11,30,23,11,4,50,2,6,6,11,23,2,71,2,10,12,13,27,7,114,7,18,17,15,46,11,37,9,4,3,2,14,5,57,31,2,2,0,15,7
N00002705,351,70,33,63,52,94,39,67,11,10,23,14,3,6,54,1,1,13,11,22,6,84,7,15,10,15,28,9,58,7,6,7,7,24,7,48,19,1,8,4,10,6,40,25,0,2,1,7,5
N00002706,343,99,29,41,49,73,52,42,6,4,9,14,7,2,35,3,5,4,6,9,8,81,15,15,9,11,21,10,66,14,2,7,10,17,16,46,18,1,6,5,10,6,73,43,2,6,3,9,10
N00002707,423,85,44,63,61,131,39,72,8,7,20,19,12,6,80,4,12,10,17,31,6,86,13,11,13,12,35,2,68,9,7,11,8,26,7,66,22,7,4,3,19,11,51,29,0,5,2,8,7
N00002708,214,110,30,27,16,18,13,32,7,7,11,5,0,2,37,10,7,8,6,3,3,33,14,8,4,1,4,2,31,15,5,3,1,5,2,31,18,2,1,3,3,4,50,46,1,0,0,3,0
N00002709,362,56,42,62,47,121,34,51,7,9,18,12,2,3,46,3,7,10,9,14,3,71,1,10,11,10,33,6,65,4,6,15,11,23,6,57,12,7,3,2,26,7,72,29,3,5,3,23,9
N00002710,325,90,30,64,52,67,22,53,12,14,18,6,2,1,92,3,5,21,21,35,7,56,12,5,10,14,13,2,42,20,3,10,3,4,2,37,10,2,4,7,9,5,45,33,1,1,1,4,5
N00002711,595,142,51,86,74,189,53,84,12,11,20,23,14,4,83,6,5,17,22,31,2,115,11,16,22,17,40,9,106,22,10,15,6,38,15,70,23,4,6,4,28,5,137,68,5,6,2,38,18
N00002712,285,79,34,42,37,55,38,54,1,8,17,15,8,5,28,3,3,3,7,9,3,58,6,5,9,6,20,12,56,18,11,6,7,5,9,42,17,5,6,2,8,4,47,34,2,1,0,5,5
N00002713,308,83,37,41,38,80,29,39,7,11,12,4,4,1,62,9,5,9,13,22,4,70,9,11,8,12,19,11,47,17,2,4,6,13,5,44,15,7,6,1,11,4,46,26,1,2,2,11,4
N00002714,406,89,35,66,60,118,38,65,8,4,21,23,6,3,36,2,2,6,11,12,3,68,3,8,11,10,32,4,83,5,10,16,12,33,7,65,19,2,11,2,23,8,89,52,9,1,2,12,13
N00002715,330,80,31,52,37,94,36,35,6,5,14,4,5,1,33,2,3,7,1,16,4,60,4,9,8,13,21,5,66,8,7,12,10,21,8,58,22,5,6,7,13,5,78,38,2,5,2,18,13
N00002716,277,69,24,44,40,71,29,34,4,5,12,8,5,0,39,0,3,2,12,16,6,52,5,5,10,9,16,7,43,10,4,7,5,13,4,38,11,3,5,3,12,4,71,39,4,8,3,9,8
N00002717,428,111,44,75,64,93,41,69,10,8,23,15,9,4,70,4,4,12,16,27,7,98,19,13,20,18,22,6,72,20,11,11,10,15,5,49,10,5,8,5,11,10,70,48,3,1,0,9,9
N00002718,368,78,32,64,53,105,36,35,3,4,7,13,5,3,45,4,4,11,6,17,3,92,7,2,23,16,35,9,62,6,7,11,9,22,7,52,13,9,6,3,15,6,82,45,6,6,6,11,8
N00002719,273,55,22,33,40,87,36,31,5,3,5,12,4,2,31,1,2,1,10,13,4,43,4,3,12,5,16,3,48,8,4,5,5,22,4,61,13,7,4,7,22,8,59,24,3,6,1,10,15
N00002720,257,64,24,49,38,58,24,45,4,2,17,9,10,3,42,1,7,10,12,8,4,41,8,6,10,5,10,2,51,14,8,6,7,12,4,45,15,1,6,5,12,6,33,22,0,0,0,6,5
N00002721,281,73,23,36,41,79,29,51,6,7,15,13,5,5,33,2,0,2,13,16,0,38,6,2,4,9,16,1,51,10,7,7,1,14,12,48,24,5,3,2,12,2,60,25,2,5,3,16,9
N00002722,325,71,32,52,43,102,25,58,13,11,14,13,3,4,40,2,5,5,5,23,0,62,11,4,10,11,23,3,65,11,8,13,5,26,2,45,12,2,4,6,12,9,55,22,2,6,3,15,7
N00002723,310,97,30,51,39,69,24,57,10,4,19,11,10,3,53,5,6,9,14,17,2,64,17,9,11,5,14,8,45,16,6,6,4,9,4,39,16,2,5,4,9,3,52,33,3,1,1,10,4
N00002724,197,57,18,35,24,43,20,30,0,1,10,9,7,3,34,3,7,8,6,8,2,28,7,3,5,2,8,3,33,10,4,5,6,5,3,31,10,2,4,0,11,4,41,27,1,3,1,4,5
N00002725,317,71,50,50,39,76,31,47,7,9,15,8,5,3,44,1,8,6,14,12,3,77,7,19,15,10,19,7,52,13,10,4,5,14,6,36,9,2,5,1,13,6,61,34,2,5,1,13,6
N00002726,1025,224,180,207,122,189,103,299,49,77,95,35,19,24,251,21,35,51,53,64,27,177,23,31,33,23,48,19,116,33,20,19,10,21,13,92,43,10,8,1,22,8,90,55,7,1,0,15,12
N00002727,316,83,55,68,32,45,33,63,9,15,23,10,2,4,24,3,2,4,7,3,5,53,9,12,15,5,10,2,74,10,19,15,6,14,10,43,13,2,8,4,9,7,59,39,5,3,0,7,5
N00002728,823,220,133,117,96,188,69,100,17,21,30,20,9,3,138,13,24,15,22,55,9,167,16,33,26,24,57,11,144,26,39,28,11,27,13,96,36,5,9,12,20,14,178,112,11,9,7,20,19
N00002729,218,95,37,31,23,23,9,35,7,8,8,8,3,1,45,8,11,11,4,9,2,45,14,9,5,7,8,2,33,18,5,4,2,1,3,19,14,0,3,0,1,1,41,34,4,0,2,1,0
N00002730,223,88,30,41,17,24,23,32,2,8,14,6,0,2,37,4,7,11,6,5,4,33,14,5,3,3,6,2,29,10,4,6,1,5,3,33,15,2,6,0,4,6,59,43,4,1,1,4,6
N00002731,225,82,29,38,22,24,30,24,3,8,7,4,2,0,52,8,7,11,9,13,4,25,2,4,7,3,5,4,37,11,9,7,2,2,6,34,16,1,5,4,1,7,53,42,0,1,0,1,9
N00002732,236,67,33,32,30,40,34,32,3,7,12,4,2,4,38,7,3,8,12,5,3,40,4,15,4,3,10,4,46,13,5,4,4,9,11,41,18,2,3,4,7,7,39,22,1,1,3,7,5
N00002733,340,98,29,54,49,83,27,45,6,5,15,12,6,1,52,6,8,8,8,15,7,58,7,3,12,10,23,3,54,10,9,7,9,15,4,44,20,1,6,5,10,2,87,49,3,6,5,14,10
N00002734,351,63,32,62,47,117,30,42,1,4,20,12,4,1,36,2,1,6,3,21,3,86,3,11,11,14,40,7,76,8,9,18,11,26,4,31,4,2,3,7,10,5,80,45,5,4,0,16,10
N00002735,339,85,26,45,38,111,34,41,5,5,12,9,9,1,29,0,3,5,5,13,3,53,5,4,5,8,26,5,62,7,6,10,11,26,2,59,12,4,8,4,23,8,95,56,4,5,1,14,15
N00002736,299,69,28,43,44,83,32,46,3,3,17,14,6,3,20,2,1,3,7,3,4,45,2,7,9,9,14,4,68,14,6,8,8,25,7,46,8,5,3,3,20,7,74,40,6,3,3,15,7
N00002737,271,64,22,39,35,87,24,33,3,3,12,9,6,0,20,1,2,1,4,12,0,39,3,2,11,5,17,1,41,3,6,8,7,15,2,65,18,5,4,6,24,8,73,36,4,3,4,13,13
N00002738,378,88,41,52,47,115,35,75,10,8,16,26,12,3,33,1,3,7,3,17,2,67,5,15,6,4,30,7,69,14,9,13,8,17,8,62,16,4,7,2,27,6,72,42,2,3,4,12,9
N00002739,328,60,33,55,44,114,22,59,6,7,17,20,8,1,38,0,3,10,4,20,1,50,3,7,7,5,27,1,53,6,6,11,8,16,6,71,14,9,7,6,28,7,57,31,1,3,1,15,6
N00002740,293,62,34,47,39,80,31,46,6,11,14,8,5,2,46,4,4,8,5,22,3,61,6,8,5,10,21,11,49,14,5,8,3,13,6,33,9,1,5,8,10,0,58,23,5,7,5,9,9
N00002741,340,59,43,54,41,109,34,52,6,12,18,8,6,2,52,2,5,11,12,19,3,67,7,10,5,10,31,4,61,9,9,9,5,23,6,54,10,6,6,4,19,9,54,25,1,5,2,11,10
N00002742,302,85,57,62,40,46,12,63,6,16,21,13,6,1,51,5,12,10,10,11,3,42,4,11,10,8,8,1,59,24,10,11,5,8,1,41,18,5,5,3,7,3,46,28,3,5,1,6,3
N00002743,292,91,26,48,34,63,30,34,5,2,9,13,5,0,44,6,5,9,7,13,4,37,7,4,7,7,9,3,52,12,6,8,5,14,7,46,16,6,11,1,7,5,79,45,3,4,1,15,11
N00002744,216,92,30,35,18,16,25,42,9,8,11,8,2,4,42,19,4,8,3,4,4,29,8,4,7,2,5,3,38,15,8,4,4,0,7,40,23,6,4,1,2,4,25,18,0,1,0,3,3
N00002745,251,106,34,41,28,23,19,41,9,6,18,5,1,2,31,5,6,3,5,8,4,38,9,7,7,8,6,1,39,15,7,9,3,3,2,63,38,5,3,6,3,8,39,30,3,1,1,2,2
N00002746,235,61,24,41,33,47,29,43,4,5,13,11,5,5,42,5,8,5,5,15,4,35,2,6,10,5,5,7,46,12,4,9,8,9,4,28,15,1,1,2,3,6,41,23,0,3,2,10,3
N00002747,227,75,23,32,21,55,21,20,2,2,5,4,4,3,38,2,2,8,12,10,4,18,4,5,4,1,2,2,26,7,5,3,0,7,4,37,14,5,4,2,7,5,88,46,4,8,2,25,3
N00002748,259,66,32,54,29,62,16,36,7,7,14,5,2,1,49,6,4,8,13,15,3,51,7,11,9,6,15,3,51,13,4,13,4,11,6,36,11,6,7,1,10,1,36,22,0,3,0,9,2
N00002749,268,66,19,45,42,54,42,50,10,5,17,11,2,5,59,7,2,9,19,11,11,31,6,1,5,3,11,5,59,16,5,6,7,18,7,29,8,4,4,1,6,6,40,19,2,4,1,6,8
N00002750,213,83,26,37,22,32,13,26,8,6,5,3,2,2,49,13,5,15,7,7,2,28,6,2,6,2,9,3,33,13,3,6,3,6,2,38,18,4,3,7,5,1,39,25,6,2,0,3,3
N00002751,252,97,24,32,32,56,11,39,12,5,8,8,3,3,54,19,4,3,10,14,4,49,12,10,10,6,7,4,35,18,2,2,4,9,0,36,13,1,6,3,13,0,39,23,2,3,1,10,0
N00002752,261,73,24,42,21,84,17,33,6,5,11,4,6,1,26,1,2,4,5,13,1,21,2,2,5,2,10,0,39,12,6,5,3,10,3,57,19,3,6,4,19,6,85,33,6,11,3,26,6
N00002753,415,75,29,67,52,167,25,84,12,4,25,28,12,3,56,5,3,15,5,26,2,66,7,8,7,6,33,5,91,6,8,11,7,55,4,55,13,3,3,4,25,7,63,32,3,6,2,16,4
N00002754,320,49,29,37,54,126,25,50,9,6,14,12,8,1,58,4,6,6,17,18,7,44,7,7,4,6,16,4,58,6,3,7,8,32,2,60,5,4,3,7,36,5,50,18,3,3,4,16,6
N00002755,452,123,35,60,52,158,24,62,5,4,28,17,7,1,33,9,1,2,5,15,1,54,5,7,2,11,28,1,101,9,13,19,13,38,9,69,22,3,3,4,36,1,133,73,7,6,2,34,11
N00002756,269,46,26,46,31,100,20,27,0,3,8,11,5,0,29,1,0,3,4,21,0,29,1,4,3,1,20,0,42,3,5,11,8,12,3,65,10,9,8,5,25,8,77,31,5,13,2,17,9
N00002757,375,84,42,59,54,103,33,45,4,11,14,12,3,1,77,5,4,8,15,36,9,70,7,9,7,11,31,5,72,13,13,17,7,18,4,40,9,4,6,6,7,8,71,46,1,7,3,8,6
N00002758,208,72,24,39,16,43,14,36,6,2,18,4,6,0,39,5,9,5,3,16,1,27,8,4,6,3,5,1,38,3,5,7,3,14,6,23,13,4,0,2,1,3,45,37,0,3,1,1,3
N00002759,246,49,31,47,38,64,17,39,3,4,15,14,2,1,29,4,4,8,6,6,1,64,7,9,12,9,23,4,59,12,9,7,6,22,3,17,2,3,2,3,6,1,38,21,2,3,0,5,7
N00002760,247,43,33,40,30,81,20,43,3,7,18,11,3,1,33,1,5,4,4,18,1,49,3,7,4,6,25,4,60,11,9,6,6,23,5,33,9,3,3,3,8,7,29,16,2,5,0,4,2
N00002761,760,108,74,131,108,294,45,119,10,11,43,34,17,4,127,3,9,16,17,78,4,137,10,17,22,20,62,6,168,17,18,23,25,73,12,97,17,12,19,5,39,5,112,51,7,8,7,25,14
N00002762,297,50,19,44,31,132,21,41,4,3,13,12,7,2,16,1,1,3,2,8,1,33,1,2,6,2,22,0,66,5,6,10,5,35,5,55,7,3,6,4,35,0,86,32,4,6,6,25,13
N00002763,321,83,29,38,43,101,27,51,7,9,13,11,8,3,37,3,3,3,6,21,1,35,1,2,5,9,16,2,57,11,9,8,5,20,4,60,17,5,6,7,15,10,81,44,1,3,5,21,7
N00002764,348,73,36,55,45,112,27,59,5,9,18,15,6,6,44,0,2,9,9,21,3,48,1,8,9,4,24,2,64,12,9,10,10,22,1,66,17,6,6,5,26,6,67,38,2,3,2,13,9
N00002765,304,81,39,41,40,71,32,48,7,11,8,11,8,3,33,3,3,3,9,13,2,60,9,14,8,9,17,3,50,15,5,8,6,8,8,40,7,3,7,3,16,4,73,40,3,7,2,9,12
N00002766,372,86,40,67,48,94,37,49,6,8,16,9,9,1,60,4,4,9,15,20,8,68,2,13,16,12,16,9,73,15,5,11,10,26,6,65,24,7,11,0,15,8,57,35,3,4,2,8,5
N00002767,293,62,36,48,44,77,26,35,5,5,10,10,2,3,38,5,6,5,10,12,0,64,3,8,16,11,17,9,72,11,9,9,9,28,6,37,11,4,3,3,14,2,47,27,4,5,1,4,6
N00002768,296,94,30,52,51,43,26,37,1,4,14,9,7,2,51,5,3,12,15,11,5,52,10,13,13,7,7,2,51,18,4,6,6,11,6,38,19,2,6,6,2,3,67,41,4,1,8,5,8
N00002769,381,86,44,47,53,115,36,50,6,12,12,15,3,2,48,5,4,2,12,22,3,80,10,9,13,8,35,5,69,13,10,9,10,20,7,69,16,6,9,6,24,8,65,36,3,2,2,11,11
N00002770,373,79,43,56,60,98,37,75,10,13,21,14,13,4,66,3,9,9,16,24,5,50,4,3,9,14,16,4,78,18,14,8,8,21,9,55,16,2,9,6,13,9,49,28,2,0,2,11,6
N00002771,226,91,24,33,20,36,22,31,11,3,7,4,2,4,39,4,4,6,5,15,5,19,3,4,10,1,1,0,46,14,10,6,6,6,4,32,16,1,2,2,8,3,59,43,2,2,2,4,6
N00002772,252,65,33,31,25,68,30,28,6,2,12,5,1,2,26,6,5,4,2,7,2,25,4,6,1,3,9,2,42,7,8,5,2,14,6,49,8,5,3,4,23,6,82,34,7,6,9,14,12
N00002773,173,69,32,21,20,16,15,19,2,5,7,3,2,0,30,2,7,4,10,3,4,25,8,7,3,3,2,2,25,4,8,2,2,4,5,17,11,1,1,1,3,0,57,42,4,4,1,2,4
N00002774,486,51,42,82,60,206,45,77,5,9,27,21,12,3,64,2,2,10,5,39,6,89,7,12,17,12,36,5,95,3,6,15,13,44,14,90,14,10,7,7,42,10,71,20,3,6,2,33,7
N00002775,381,74,42,51,44,137,33,44,5,4,17,13,4,1,60,1,7,6,9,34,3,50,4,3,4,5,29,5,58,4,13,6,6,22,7,67,12,8,7,7,26,7,102,48,7,11,4,22,10
N00002776,251,59,27,38,26,75,26,37,3,3,11,8,9,3,28,2,2,3,7,12,2,20,1,5,4,2,5,3,35,4,9,3,3,12,4,55,12,4,8,4,21,6,76,37,4,9,2,16,8
N00002777,184,60,34,27,31,24,8,42,9,14,8,6,3,2,20,6,4,3,4,2,1,47,9,9,7,13,7,2,25,11,4,3,5,2,0,20,8,2,3,1,6,0,30,17,1,3,2,4,3
N00002778,228,73,27,38,30,48,12,23,4,5,8,4,1,1,24,5,5,4,3,4,3,32,5,7,6,5,8,1,42,8,4,12,7,7,4,32,10,3,1,9,8,1,75,41,3,7,2,20,2
N00002779,367,76,35,58,55,105,38,46,5,4,18,11,6,2,65,2,4,10,16,28,5,78,4,9,10,13,32,10,62,10,13,9,6,15,9,61,16,5,9,4,20,7,55,39,0,2,5,4,5
N00002780,311,82,23,35,47,99,25,37,5,5,6,13,8,0,45,4,7,8,12,13,1,30,5,4,2,4,12,3,46,12,4,9,2,18,1,57,18,2,3,9,17,8,96,38,1,7,7,31,12
N00002781,334,57,28,43,40,133,33,27,3,3,11,3,3,4,52,3,6,9,10,21,3,51,3,7,6,7,25,3,53,4,7,4,6,30,2,55,9,3,4,9,27,3,96,35,2,9,5,27,18
N00002782,391,88,30,59,52,134,28,59,5,6,28,11,3,6,55,5,4,11,9,25,1,78,9,7,8,14,34,6,66,10,9,5,13,20,9,60,17,4,3,3,29,4,73,42,0,4,2,23,2
N00002783,329,67,38,57,42,101,24,60,7,10,20,14,6,3,48,3,4,7,8,24,2,48,8,5,7,10,14,4,58,9,8,10,7,20,4,69,17,7,10,1,27,7,46,23,4,3,2,10,4
N00002784,413,86,48,76,57,97,49,78,5,11,25,14,16,7,60,5,9,10,14,15,7,70,5,12,12,13,20,8,77,17,9,15,9,20,7,68,20,7,10,7,16,8,60,34,0,4,0,10,12
N00002785,436,131,42,60,70,97,36,62,5,8,22,19,5,3,103,4,5,13,36,33,12,75,8,11,16,9,25,6,76,31,12,7,4,14,8,63,44,3,1,2,11,2,57,39,3,1,0,9,5
N00002786,397,95,33,70,58,98,43,86,12,13,27,17,11,6,71,5,2,15,18,24,7,60,12,7,12,9,13,7,76,23,5,13,6,19,10,61,19,5,3,5,20,9,43,24,1,0,3,11,4
N00002787,359,114,40,57,38,70,40,74,9,12,24,19,3,7,64,10,4,7,10,24,9,51,13,7,11,3,11,6,66,23,12,8,2,16,5,55,21,4,5,4,11,10,49,38,1,2,0,5,3
N00002788,321,82,41,45,41,85,27,62,4,9,17,16,9,7,29,2,4,2,8,10,3,41,7,9,8,4,12,1,65,17,10,9,7,19,3,57,18,8,3,5,19,4,67,34,1,6,1,16,9
N00002789,414,138,50,62,52,82,30,62,17,8,15,14,3,5,98,9,13,17,13,38,8,76,17,16,9,11,16,7,52,16,7,13,8,6,2,55,29,5,5,4,9,3,71,50,1,3,2,10,5
N00002790,384,83,41,60,51,100,49,69,5,11,25,13,9,6,52,5,5,2,8,26,6,53,8,8,8,6,17,6,73,16,8,8,15,14,12,67,16,6,7,7,21,10,70,33,3,10,2,13,9
N00002791,336,66,28,48,32,121,41,48,6,13,14,10,1,4,47,3,5,8,8,16,7,61,4,2,9,6,29,11,66,7,5,11,2,33,8,44,11,2,3,3,19,6,70,35,1,3,3,23,5
N00002792,368,119,41,61,33,89,25,65,13,5,20,13,13,1,60,3,9,10,7,28,3,69,9,12,13,7,21,7,56,20,8,13,2,9,4,58,22,6,4,3,15,8,60,52,1,1,1,3,2
N00002793,346,138,46,37,42,57,26,66,13,15,10,16,8,4,68,6,7,7,18,25,5,58,20,10,7,3,13,5,56,21,9,12,2,8,4,51,34,5,0,3,1,8,47,44,0,1,0,2,0
N00002794,436,171,45,53,47,85,35,70,12,4,17,15,14,8,60,6,9,6,11,23,5,70,13,12,10,10,21,4,69,21,13,8,9,8,10,56,33,4,6,2,6,5,111,86,3,6,0,13,3
