GeographyCode,LC2609NI0001,LC2609NI0002,LC2609NI0003,LC2609NI0004,LC2609NI0005,LC2609NI0006,LC2609NI0007,LC2609NI0008,LC2609NI0009,LC2609NI0010,LC2609NI0011,LC2609NI0012,LC2609NI0013,LC2609NI0014,LC2609NI0015,LC2609NI0016,LC2609NI0017,LC2609NI0018,LC2609NI0019,LC2609NI0020,LC2609NI0021,LC2609NI0022,LC2609NI0023,LC2609NI0024,LC2609NI0025,LC2609NI0026,LC2609NI0027,LC2609NI0028,LC2609NI0029,LC2609NI0030,LC2609NI0031,LC2609NI0032,LC2609NI0033,LC2609NI0034,LC2609NI0035
N00000015,85,23,41,24,15,2,21,6,4,1,1,0,0,1,19,3,9,8,1,0,7,34,11,15,8,7,0,8,26,5,16,7,7,2,5
N00000016,98,18,60,33,19,8,20,15,6,7,4,3,0,2,30,6,18,9,6,3,6,38,3,28,15,8,5,7,15,3,7,5,2,0,5
N00000017,150,14,98,54,28,16,38,18,6,9,5,0,4,3,33,3,21,11,6,4,9,70,5,44,24,15,5,21,29,0,24,14,7,3,5
N00000018,109,16,69,41,19,9,24,19,2,9,5,3,1,8,21,5,10,7,2,1,6,52,7,39,22,11,6,6,17,2,11,7,3,1,4
N00000019,116,2,83,40,38,5,31,12,0,7,6,1,0,5,21,0,14,9,5,0,7,49,0,36,16,17,3,13,34,2,26,9,15,2,6
N00000020,88,3,57,32,13,12,28,4,0,4,3,0,1,0,16,0,8,5,1,2,8,43,3,26,15,5,6,14,25,0,19,9,7,3,6
N00000021,114,19,61,40,18,3,34,15,2,8,4,3,1,5,35,6,22,17,5,0,7,42,9,17,11,5,1,16,22,2,14,8,5,1,6
N00000022,110,10,70,39,16,15,30,11,1,5,4,0,1,5,19,3,12,5,3,4,4,62,4,43,24,11,8,15,18,2,10,6,2,2,6
N00000023,88,1,59,39,12,8,28,9,0,2,0,2,0,7,25,0,18,11,3,4,7,39,1,28,18,6,4,10,15,0,11,10,1,0,4
N00000024,281,35,199,134,32,33,47,77,6,57,41,10,6,14,102,13,71,44,10,17,18,86,16,57,42,9,6,13,16,0,14,7,3,4,2
N00000025,241,33,162,115,19,28,46,53,10,28,17,2,9,15,73,8,50,40,3,7,15,96,12,69,47,13,9,15,19,3,15,11,1,3,1
N00000026,260,43,176,116,38,22,41,63,8,44,28,9,7,11,91,21,59,43,9,7,11,85,9,61,37,18,6,15,21,5,12,8,2,2,4
N00000027,257,126,94,60,21,13,37,50,24,18,11,5,2,8,85,34,35,24,7,4,16,104,60,35,21,7,7,9,18,8,6,4,2,0,4
N00000028,123,91,24,11,11,2,8,18,13,4,2,1,1,1,32,21,8,5,3,0,3,62,49,10,3,6,1,3,11,8,2,1,1,0,1
N00000029,218,22,164,127,21,16,32,57,10,38,25,9,4,9,74,5,59,50,2,7,10,71,6,54,41,10,3,11,16,1,13,11,0,2,2
N00000030,190,33,122,78,22,22,35,37,9,21,10,7,4,7,74,9,53,36,6,11,12,67,13,41,26,8,7,13,12,2,7,6,1,0,3
N00000031,338,290,28,17,4,7,20,92,81,7,5,1,1,4,109,89,12,6,2,4,8,118,102,9,6,1,2,7,19,18,0,0,0,0,1
N00000032,174,88,64,35,17,12,22,44,18,19,12,3,4,7,51,29,16,9,7,0,6,69,36,24,11,7,6,9,10,5,5,3,0,2,0
N00000033,246,144,79,58,11,10,23,55,37,12,9,2,1,6,81,40,34,27,4,3,7,87,52,28,18,5,5,7,23,15,5,4,0,1,3
N00000034,224,82,94,63,13,18,48,60,21,27,21,3,3,12,63,23,22,13,3,6,18,82,32,36,22,6,8,14,19,6,9,7,1,1,4
N00000035,120,52,47,25,7,15,21,18,9,7,4,0,3,2,33,15,13,9,1,3,5,48,21,16,8,2,6,11,21,7,11,4,4,3,3
N00000036,174,90,46,18,22,6,38,48,25,10,4,6,0,13,37,25,7,3,3,1,5,73,31,23,8,10,5,19,16,9,6,3,3,0,1
N00000037,120,82,18,10,5,3,20,17,7,7,3,2,2,3,23,16,2,2,0,0,5,66,47,7,4,2,1,12,14,12,2,1,1,0,0
N00000038,182,131,32,11,17,4,19,33,20,8,1,7,0,5,52,32,13,6,4,3,7,82,69,7,4,2,1,6,15,10,4,0,4,0,1
N00000039,590,456,66,15,39,12,68,98,81,7,0,6,1,10,141,95,19,5,8,6,27,293,240,29,5,19,5,24,58,40,11,5,6,0,7
N00000040,118,81,24,12,9,3,13,9,6,1,0,1,0,2,22,17,2,2,0,0,3,68,49,13,6,5,2,6,19,9,8,4,3,1,2
N00000041,225,195,15,9,4,2,15,49,44,2,1,0,1,3,48,42,2,2,0,0,4,111,95,9,5,3,1,7,17,14,2,1,1,0,1
N00000042,198,150,32,13,13,6,16,32,23,5,1,2,2,4,48,41,4,2,2,0,3,98,74,15,7,7,1,9,20,12,8,3,2,3,0
N00000043,547,412,68,31,28,9,67,126,101,11,4,4,3,14,124,83,22,13,7,2,19,239,185,26,10,12,4,28,58,43,9,4,5,0,6
N00000044,113,75,20,8,10,2,18,13,12,0,0,0,0,1,24,16,2,2,0,0,6,63,36,16,6,8,2,11,13,11,2,0,2,0,0
N00000045,269,32,213,135,39,39,24,73,12,54,37,12,5,7,88,8,73,46,11,16,7,89,9,73,45,14,14,7,19,3,13,7,2,4,3
N00000046,191,16,145,104,15,26,30,43,4,32,26,4,2,7,68,5,56,42,3,11,7,61,7,45,29,5,11,9,19,0,12,7,3,2,7
N00000047,184,26,125,74,35,16,33,42,6,23,11,6,6,13,53,8,38,25,9,4,7,78,11,54,29,19,6,13,11,1,10,9,1,0,0
N00000048,135,19,96,54,34,8,20,9,1,5,2,3,0,3,26,2,19,12,5,2,5,72,10,52,30,18,4,10,28,6,20,10,8,2,2
N00000049,120,27,70,45,19,6,23,11,4,3,2,1,0,4,18,4,8,4,2,2,6,66,10,46,26,16,4,10,25,9,13,13,0,0,3
N00000050,147,26,104,79,15,10,17,45,9,28,20,3,5,8,35,8,25,17,5,3,2,49,7,37,33,3,1,5,18,2,14,9,4,1,2
N00000051,110,76,17,5,3,9,17,12,7,2,2,0,0,3,25,15,6,1,2,3,4,46,34,5,1,0,4,7,27,20,4,1,1,2,3
N00000052,124,58,26,13,10,3,40,24,9,6,2,4,0,9,28,15,7,6,1,0,6,55,26,9,4,3,2,20,17,8,4,1,2,1,5
N00000053,112,56,28,15,4,9,28,10,3,5,3,1,1,2,18,8,7,5,0,2,3,58,30,11,4,2,5,17,26,15,5,3,1,1,6
N00000054,116,15,69,42,25,2,32,11,2,6,4,1,1,3,23,2,15,8,7,0,6,62,7,37,25,12,0,18,20,4,11,5,5,1,5
N00000055,113,20,69,36,25,8,24,11,1,6,1,2,3,4,28,5,16,9,5,2,7,53,7,36,20,13,3,10,21,7,11,6,5,0,3
N00000056,125,27,72,53,15,4,26,7,1,5,3,1,1,1,28,2,19,17,2,0,7,66,18,34,22,10,2,14,24,6,14,11,2,1,4
N00000057,106,21,43,18,20,5,42,9,3,2,0,2,0,4,13,3,6,2,2,2,4,51,12,20,7,11,2,19,33,3,15,9,5,1,15
N00000058,120,20,76,40,26,10,24,15,3,10,6,4,0,2,22,3,13,7,5,1,6,58,10,34,18,11,5,14,25,4,19,9,6,4,2
N00000059,99,18,41,28,9,4,40,10,4,4,2,0,2,2,16,2,8,4,3,1,6,53,3,23,17,5,1,27,20,9,6,5,1,0,5
N00000060,161,36,84,40,37,7,41,15,4,9,3,3,3,2,32,6,16,5,10,1,10,74,17,40,21,18,1,17,40,9,19,11,6,2,12
N00000061,124,16,66,46,16,4,42,37,5,21,16,4,1,11,29,2,14,11,3,0,13,43,5,25,14,8,3,13,15,4,6,5,1,0,5
N00000062,159,33,87,42,23,22,39,52,9,29,13,4,12,14,37,9,19,10,6,3,9,60,11,35,17,13,5,14,10,4,4,2,0,2,2
N00000063,146,23,69,35,20,14,54,24,3,11,9,1,1,10,31,4,15,8,4,3,12,58,12,24,12,9,3,22,33,4,19,6,6,7,10
N00000064,88,50,18,5,7,6,20,8,6,1,0,0,1,1,21,11,3,1,1,1,7,39,23,9,2,5,2,7,20,10,5,2,1,2,5
N00000065,192,53,112,59,29,24,27,40,12,23,11,7,5,5,40,12,22,9,7,6,6,88,20,55,28,15,12,13,24,9,12,11,0,1,3
N00000066,146,56,60,39,13,8,30,40,19,13,9,3,1,8,25,8,9,6,3,0,8,66,24,31,19,6,6,11,15,5,7,5,1,1,3
N00000067,111,36,34,19,5,10,41,10,3,6,4,0,2,1,20,6,5,3,1,1,9,47,19,14,6,2,6,14,34,8,9,6,2,1,17
N00000068,183,46,87,48,25,14,50,45,10,25,15,6,4,10,40,10,14,12,1,1,16,75,18,39,18,14,7,18,23,8,9,3,4,2,6
N00000069,87,32,33,13,15,5,22,7,1,3,2,1,0,3,19,6,6,4,2,0,7,43,13,20,6,9,5,10,18,12,4,1,3,0,2
N00000070,102,40,52,31,14,7,10,27,16,9,5,1,3,2,27,5,18,10,5,3,4,38,16,18,12,6,0,4,10,3,7,4,2,1,0
N00000071,123,54,37,21,14,2,32,16,4,7,2,5,0,5,28,12,10,9,1,0,6,58,27,16,6,8,2,15,21,11,4,4,0,0,6
N00000072,943,277,447,225,145,77,219,205,60,105,53,31,21,40,209,51,100,52,31,17,58,406,120,195,96,67,32,91,123,46,47,24,16,7,30
N00000073,237,82,79,46,23,10,76,43,19,8,3,3,2,16,39,10,15,9,5,1,14,104,30,46,27,13,6,28,51,23,10,7,2,1,18
N00000074,593,227,240,133,72,35,126,177,68,76,44,20,12,33,137,52,62,33,21,8,23,231,95,76,46,18,12,60,48,12,26,10,13,3,10
N00000075,216,78,83,21,25,37,55,36,17,14,3,7,4,5,81,22,35,7,5,23,24,78,32,24,9,7,8,22,21,7,10,2,6,2,4
N00000076,182,71,77,41,19,17,34,47,21,17,10,2,5,9,45,15,20,12,7,1,10,69,23,36,19,8,9,10,21,12,4,0,2,2,5
N00000077,141,75,49,21,15,13,17,30,19,9,4,3,2,2,33,16,11,2,5,4,6,58,25,24,13,4,7,9,20,15,5,2,3,0,0
N00000078,263,104,105,68,28,9,54,59,28,17,11,4,2,14,67,25,27,15,10,2,15,109,38,52,34,13,5,19,28,13,9,8,1,0,6
N00000079,300,21,219,154,33,32,60,95,9,69,46,10,13,17,101,6,73,57,7,9,22,89,5,69,45,15,9,15,15,1,8,6,1,1,6
N00000080,225,12,178,114,27,37,35,64,4,48,34,4,10,12,55,3,44,28,6,10,8,84,4,67,42,16,9,13,22,1,19,10,1,8,2
N00000081,166,4,130,85,29,16,32,59,2,48,30,9,9,9,49,2,36,24,9,3,11,41,0,32,20,10,2,9,17,0,14,11,1,2,3
N00000082,181,15,137,95,21,21,29,57,6,41,24,8,9,10,52,2,45,34,5,6,5,62,6,45,31,8,6,11,10,1,6,6,0,0,3
N00000083,358,14,273,190,45,38,71,88,4,63,34,16,13,21,117,2,98,75,10,13,17,126,8,90,66,14,10,28,27,0,22,15,5,2,5
N00000084,229,3,195,140,26,29,31,63,1,47,32,9,6,15,72,0,65,45,8,12,7,76,2,66,46,9,11,8,18,0,17,17,0,0,1
N00000085,159,94,45,29,9,7,20,31,12,9,6,1,2,10,32,22,7,5,2,0,3,68,42,22,12,5,5,4,28,18,7,6,1,0,3
N00000086,189,147,13,4,8,1,29,36,32,2,1,0,1,2,59,48,2,0,2,0,9,71,51,9,3,6,0,11,23,16,0,0,0,0,7
N00000087,475,305,113,68,22,23,57,142,91,33,19,4,10,18,135,82,33,21,6,6,20,164,114,34,17,10,7,16,34,18,13,11,2,0,3
N00000088,74,11,48,24,14,10,15,9,2,3,3,0,0,4,25,1,17,12,2,3,7,33,7,22,7,8,7,4,7,1,6,2,4,0,0
N00000089,236,179,24,14,2,8,33,56,41,4,3,0,1,11,64,47,9,5,0,4,8,100,80,9,5,1,3,11,16,11,2,1,1,0,3
N00000090,197,149,20,5,13,2,28,52,40,7,2,4,1,5,40,32,3,0,3,0,5,82,64,6,2,3,1,12,23,13,4,1,3,0,6
N00000091,243,156,46,28,11,7,41,65,44,14,8,4,2,7,64,37,11,5,2,4,16,85,57,15,11,3,1,13,29,18,6,4,2,0,5
N00000092,231,20,168,128,24,16,43,55,6,38,25,8,5,11,75,9,52,38,6,8,14,85,4,67,57,8,2,14,16,1,11,8,2,1,4
N00000093,186,91,70,46,7,17,25,39,21,12,6,0,6,6,54,25,26,17,2,7,3,73,36,25,19,4,2,12,20,9,7,4,1,2,4
N00000094,254,104,129,89,14,26,21,77,31,37,25,2,10,9,87,31,50,33,7,10,6,83,38,39,28,5,6,6,7,4,3,3,0,0,0
N00000095,235,152,61,41,11,9,22,57,40,11,5,3,3,6,70,44,20,13,5,2,6,89,58,25,21,3,1,6,19,10,5,2,0,3,4
N00000096,245,30,182,120,28,34,33,66,8,48,26,9,13,10,84,11,66,47,7,12,7,82,11,57,40,9,8,14,13,0,11,7,3,1,2
N00000097,467,150,203,117,54,32,114,93,37,29,12,11,6,27,113,28,57,36,12,9,28,196,71,88,51,24,13,37,65,14,29,18,7,4,22
N00000098,698,248,299,161,70,68,151,210,67,90,39,24,27,53,138,38,65,36,20,9,35,243,84,120,73,24,23,39,107,59,24,13,2,9,24
N00000099,99,40,33,17,8,8,26,12,4,4,2,0,2,4,23,9,7,4,3,0,7,47,20,15,6,4,5,12,17,7,7,5,1,1,3
N00000100,164,94,34,23,8,3,36,29,19,2,0,1,1,8,28,16,6,6,0,0,6,80,43,18,14,2,2,19,27,16,8,3,5,0,3
N00000101,112,50,32,13,11,8,30,18,7,4,2,1,1,7,20,8,6,0,2,4,6,45,24,11,4,5,2,10,29,11,11,7,3,1,7
N00000102,159,52,64,43,17,4,43,41,17,9,6,3,0,15,31,7,19,12,5,2,5,73,22,31,23,7,1,20,14,6,5,2,2,1,3
N00000103,253,97,86,56,15,15,70,36,14,11,9,1,1,11,54,19,20,12,4,4,15,109,42,41,25,7,9,26,54,22,14,10,3,1,18
N00000104,163,91,42,19,13,10,30,22,9,6,4,0,2,7,31,15,8,5,2,1,8,81,50,18,6,9,3,13,29,17,10,4,2,4,2
N00000105,163,35,94,61,25,8,34,9,2,5,1,4,0,2,28,5,19,13,5,1,4,78,14,43,30,9,4,21,48,14,27,17,7,3,7
N00000106,67,7,40,26,10,4,20,4,0,4,3,0,1,0,10,1,6,4,2,0,3,30,5,15,10,5,0,10,23,1,15,9,3,3,7
N00000107,93,14,61,41,13,7,18,11,1,9,6,2,1,1,18,6,8,5,1,2,4,37,2,29,19,7,3,6,27,5,15,11,3,1,7
N00000108,108,24,74,34,18,22,10,19,6,12,6,3,3,1,22,4,16,8,3,5,2,44,8,32,15,6,11,4,23,6,14,5,6,3,3
N00000109,264,62,150,79,53,18,52,38,6,26,15,8,3,6,47,6,30,17,11,2,11,126,33,71,34,30,7,22,53,17,23,13,4,6,13
N00000110,133,22,63,36,16,11,48,10,0,5,4,1,0,5,26,6,8,6,2,0,12,66,11,33,19,9,5,22,31,5,17,7,4,6,9
N00000111,182,69,69,30,30,9,44,50,20,19,4,10,5,11,44,20,14,7,7,0,10,71,23,30,17,10,3,18,17,6,6,2,3,1,5
N00000112,201,54,85,39,28,18,62,34,7,13,6,4,3,14,38,11,13,5,6,2,14,87,24,40,20,12,8,23,42,12,19,8,6,5,11
N00000113,160,54,70,39,18,13,36,34,10,16,9,3,4,8,26,12,5,4,1,0,9,71,18,40,24,11,5,13,29,14,9,2,3,4,6
N00000114,169,65,59,28,20,11,45,37,11,19,7,7,5,7,38,11,13,5,6,2,14,63,27,19,12,4,3,17,31,16,8,4,3,1,7
N00000115,119,50,41,17,16,8,28,13,7,3,2,1,0,3,29,10,13,7,4,2,6,54,24,18,6,8,4,12,23,9,7,2,3,2,7
N00000116,132,40,55,30,18,7,37,16,6,4,3,1,0,6,25,8,11,7,3,1,6,74,22,33,19,11,3,19,17,4,7,1,3,3,6
N00000117,46,9,23,14,7,2,14,4,0,3,3,0,0,1,8,0,6,4,2,0,2,18,4,7,2,4,1,7,16,5,7,5,1,1,4
N00000118,166,17,95,62,23,10,54,59,7,31,18,8,5,21,48,4,25,15,8,2,19,44,6,29,21,7,1,9,15,0,10,8,0,2,5
N00000119,120,11,79,47,17,15,30,50,7,30,16,4,10,13,22,0,17,13,4,0,5,41,4,26,14,7,5,11,7,0,6,4,2,0,1
N00000120,145,16,98,75,10,13,31,50,6,36,29,2,5,8,34,4,24,19,4,1,6,51,6,33,23,3,7,12,10,0,5,4,1,0,5
N00000121,126,17,78,53,13,12,31,26,6,13,6,4,3,7,28,1,23,18,2,3,4,65,10,39,28,6,5,16,7,0,3,1,1,1,4
N00000122,247,42,150,92,33,25,55,85,15,51,33,11,7,19,75,13,44,26,12,6,18,75,12,48,31,9,8,15,12,2,7,2,1,4,3
N00000123,157,30,102,61,19,22,25,65,12,46,32,7,7,7,48,15,26,16,4,6,7,42,3,28,11,8,9,11,2,0,2,2,0,0,0
N00000124,162,22,106,66,29,11,34,56,8,36,20,11,5,12,46,4,34,24,6,4,8,52,9,31,18,11,2,12,8,1,5,4,1,0,2
N00000125,215,169,35,19,8,8,11,51,38,9,6,2,1,4,77,61,15,10,1,4,1,70,55,10,3,4,3,5,17,15,1,0,1,0,1
N00000126,207,197,6,0,6,0,4,42,42,0,0,0,0,0,80,72,4,0,4,0,4,72,70,2,0,2,0,0,13,13,0,0,0,0,0
N00000127,177,145,24,14,4,6,8,27,21,5,3,2,0,1,58,41,14,10,2,2,3,77,69,5,1,0,4,3,15,14,0,0,0,0,1
N00000128,485,442,10,4,2,4,33,124,110,4,0,2,2,10,169,157,4,2,0,2,8,148,134,2,2,0,0,12,44,41,0,0,0,0,3
N00000129,102,87,1,1,0,0,14,11,10,0,0,0,0,1,33,30,0,0,0,0,3,46,37,1,1,0,0,8,12,10,0,0,0,0,2
N00000130,279,11,213,116,44,53,55,58,2,47,27,12,8,9,69,2,53,28,11,14,14,134,5,101,52,19,30,28,18,2,12,9,2,1,4
N00000131,212,10,165,102,22,41,37,56,4,38,21,7,10,14,56,3,44,28,4,12,9,84,2,71,44,11,16,11,16,1,12,9,0,3,3
N00000132,187,52,105,81,7,17,30,30,7,19,15,2,2,4,78,20,45,36,2,7,13,68,21,36,25,3,8,11,11,4,5,5,0,0,2
N00000133,145,37,75,52,14,9,33,28,6,13,5,5,3,9,53,10,29,23,2,4,14,57,21,28,20,6,2,8,7,0,5,4,1,0,2
N00000134,241,20,159,98,26,35,62,61,2,45,27,8,10,14,63,8,36,22,7,7,19,104,10,68,42,11,15,26,13,0,10,7,0,3,3
N00000135,127,20,72,60,7,5,35,12,1,9,6,2,1,2,23,5,11,8,2,1,7,72,12,40,35,3,2,20,20,2,12,11,0,1,6
N00000136,277,16,202,129,33,40,59,64,3,49,33,7,9,12,76,5,53,36,6,11,18,113,6,85,50,17,18,22,24,2,15,10,3,2,7
N00000137,159,13,124,81,21,22,22,24,2,20,10,5,5,2,39,2,29,21,3,5,8,77,9,60,40,10,10,8,19,0,15,10,3,2,4
N00000138,251,10,195,104,52,39,46,62,0,50,29,12,9,12,62,2,48,27,15,6,12,112,6,87,41,25,21,19,15,2,10,7,0,3,3
N00000139,130,13,84,46,25,13,33,29,3,18,10,5,3,8,26,3,16,9,6,1,7,62,2,44,26,11,7,16,13,5,6,1,3,2,2
N00000140,142,9,93,50,28,15,40,31,2,23,10,9,4,6,31,2,19,8,7,4,10,65,4,41,23,11,7,20,15,1,10,9,1,0,4
N00000141,153,12,101,63,19,19,40,10,0,4,3,1,0,6,28,0,23,16,4,3,5,86,7,58,34,10,14,21,29,5,16,10,4,2,8
N00000142,74,6,45,17,19,9,23,11,1,5,3,2,0,5,21,1,14,7,4,3,6,30,3,18,6,10,2,9,12,1,8,1,3,4,3
N00000143,80,6,45,32,8,5,29,6,1,5,3,2,0,0,19,0,12,8,1,3,7,40,3,25,18,5,2,12,15,2,3,3,0,0,10
N00000144,92,3,63,31,16,16,26,7,0,4,3,0,1,3,22,0,14,5,4,5,8,45,2,32,14,9,9,11,18,1,13,9,3,1,4
N00000145,34,4,18,10,3,5,12,1,0,0,0,0,0,1,8,1,3,1,1,1,4,18,1,11,6,1,4,6,7,2,4,3,1,0,1
N00000146,132,18,91,63,17,11,23,46,3,32,20,5,7,11,30,2,22,17,4,1,6,42,5,31,21,7,3,6,14,8,6,5,1,0,0
N00000147,92,7,51,30,12,9,34,11,0,6,4,1,1,5,19,3,8,5,2,1,8,48,4,31,17,8,6,13,14,0,6,4,1,1,8
N00000148,278,7,224,109,70,45,47,35,1,26,9,8,9,8,61,2,47,21,18,8,12,142,4,117,57,33,27,21,40,0,34,22,11,1,6
N00000149,175,4,138,71,54,13,33,22,1,18,8,7,3,3,53,2,43,22,18,3,8,88,1,69,38,27,4,18,12,0,8,3,2,3,4
N00000150,135,3,101,60,28,13,31,31,1,24,16,4,4,6,41,1,27,13,11,3,13,56,1,44,28,11,5,11,7,0,6,3,2,1,1
N00000151,111,8,78,37,33,8,25,17,0,13,5,3,5,4,30,6,19,8,10,1,5,48,2,35,18,17,0,11,16,0,11,6,3,2,5
N00000152,100,4,79,40,26,13,17,5,0,3,1,0,2,2,27,1,24,12,9,3,2,49,3,37,19,12,6,9,19,0,15,8,5,2,4
N00000153,70,1,61,26,25,10,8,4,0,3,2,1,0,1,17,0,13,7,3,3,4,39,1,35,11,18,6,3,10,0,10,6,3,1,0
N00000154,111,3,81,53,10,18,27,15,1,8,4,1,3,6,39,1,32,24,2,6,6,44,0,32,21,3,8,12,13,1,9,4,4,1,3
N00000155,166,14,106,55,34,17,46,27,1,18,9,2,7,8,57,6,31,16,12,3,20,67,5,46,24,17,5,16,15,2,11,6,3,2,2
N00000156,128,8,95,46,38,11,25,23,2,15,9,6,0,6,40,1,30,16,10,4,9,47,4,35,16,15,4,8,18,1,15,5,7,3,2
N00000157,183,24,109,67,15,27,50,56,12,31,16,4,11,13,57,4,40,26,6,8,13,56,7,32,21,4,7,17,14,1,6,4,1,1,7
N00000158,253,11,170,87,35,48,72,42,4,26,13,6,7,12,89,4,54,28,14,12,31,104,3,76,41,12,23,25,18,0,14,5,3,6,4
N00000159,83,9,51,28,10,13,23,16,2,10,3,4,3,4,24,3,12,7,1,4,9,34,4,23,14,5,4,7,9,0,6,4,0,2,3
N00000160,132,8,85,42,14,29,39,43,2,30,14,2,14,11,29,3,17,7,6,4,9,50,1,34,17,6,11,15,10,2,4,4,0,0,4
N00000161,165,7,111,54,32,25,47,66,4,45,20,13,12,17,38,3,22,9,6,7,13,57,0,42,24,12,6,15,4,0,2,1,1,0,2
N00000162,123,9,85,51,16,18,29,15,0,10,4,3,3,5,30,2,21,14,4,3,7,65,6,45,28,8,9,14,13,1,9,5,1,3,3
N00000163,107,11,50,33,13,4,46,14,2,6,3,2,1,6,27,4,10,8,1,1,13,51,4,26,16,8,2,21,15,1,8,6,2,0,6
N00000164,136,2,107,58,28,21,27,40,0,31,15,8,8,9,48,2,38,22,7,9,8,42,0,35,19,13,3,7,6,0,3,2,0,1,3
N00000165,140,11,98,42,26,30,31,43,3,29,13,8,8,11,44,3,29,11,6,12,12,50,4,38,18,11,9,8,3,1,2,0,1,1,0
N00000166,106,8,73,36,15,22,25,25,0,17,9,3,5,8,22,2,13,5,4,4,7,49,5,41,22,7,12,3,10,1,2,0,1,1,7
N00000167,175,10,131,57,38,36,34,50,0,41,20,6,15,9,36,2,25,11,9,5,9,71,5,50,20,16,14,16,18,3,15,6,7,2,0
N00000168,159,14,112,54,36,22,33,45,6,29,16,10,3,10,38,3,25,8,7,10,10,65,4,50,25,16,9,11,11,1,8,5,3,0,2
N00000169,370,14,286,185,37,64,70,99,4,72,47,10,15,23,118,4,87,54,13,20,27,130,5,106,69,10,27,19,23,1,21,15,4,2,1
N00000170,170,0,134,77,28,29,36,27,0,21,8,6,7,6,48,0,35,22,8,5,13,79,0,66,39,12,15,13,16,0,12,8,2,2,4
N00000171,216,11,155,95,39,21,50,41,1,31,19,5,7,9,76,5,57,35,18,4,14,90,4,61,35,16,10,25,9,1,6,6,0,0,2
N00000172,388,13,274,160,55,59,101,87,7,59,24,18,17,21,119,1,81,47,19,15,37,150,1,112,73,15,24,37,32,4,22,16,3,3,6
N00000173,185,1,144,97,22,25,40,36,0,24,14,4,6,12,75,1,56,45,3,8,18,61,0,54,32,13,9,7,13,0,10,6,2,2,3
N00000174,168,2,128,62,52,14,38,26,0,19,8,7,4,7,37,0,26,12,11,3,11,74,2,55,30,19,6,17,31,0,28,12,15,1,3
N00000175,199,4,155,92,43,20,40,32,1,25,15,7,3,6,57,2,46,21,17,8,9,87,1,66,47,10,9,20,23,0,18,9,9,0,5
N00000176,211,13,132,79,29,24,66,19,2,11,8,1,2,6,49,4,28,18,7,3,17,106,4,70,32,20,18,32,37,3,23,21,1,1,11
N00000177,134,18,72,47,14,11,44,22,2,9,5,2,2,11,27,5,10,8,1,1,12,67,10,40,24,10,6,17,18,1,13,10,1,2,4
N00000178,256,35,149,82,41,26,72,40,5,22,13,6,3,13,48,10,28,13,8,7,10,130,16,78,43,20,15,36,38,4,21,13,7,1,13
