GeographyCode,LC1103NI0001,LC1103NI0002,LC1103NI0003,LC1103NI0004,LC1103NI0005,LC1103NI0006,LC1103NI0007,LC1103NI0008,LC1103NI0009,LC1103NI0010,LC1103NI0011,LC1103NI0012,LC1103NI0013,LC1103NI0014,LC1103NI0015,LC1103NI0016,LC1103NI0017,LC1103NI0018,LC1103NI0019,LC1103NI0020,LC1103NI0021,LC1103NI0022,LC1103NI0023,LC1103NI0024,LC1103NI0025,LC1103NI0026,LC1103NI0027,LC1103NI0028,LC1103NI0029,LC1103NI0030,LC1103NI0031,LC1103NI0032,LC1103NI0033,LC1103NI0034,LC1103NI0035,LC1103NI0036
N00000019,116,44,72,68,36,32,48,8,40,40,11,29,20,8,12,20,3,17,45,19,26,28,15,13,17,4,13,31,14,17,20,13,7,11,1,10
N00000020,122,25,97,49,19,30,73,6,67,59,11,48,21,8,13,38,3,35,37,7,30,17,5,12,20,2,18,26,7,19,11,6,5,15,1,14
N00000021,128,42,86,68,31,37,60,11,49,51,15,36,29,12,17,22,3,19,45,15,30,29,13,16,16,2,14,32,12,20,10,6,4,22,6,16
N00000022,126,38,88,58,21,37,68,17,51,45,10,35,21,6,15,24,4,20,39,17,22,21,9,12,18,8,10,42,11,31,16,6,10,26,5,21
N00000023,115,37,78,56,26,30,59,11,48,37,10,27,20,7,13,17,3,14,30,11,19,16,8,8,14,3,11,48,16,32,20,11,9,28,5,23
N00000024,174,126,48,134,108,26,40,18,22,56,44,12,44,39,5,12,5,7,82,61,21,67,52,15,15,9,6,36,21,15,23,17,6,13,4,9
N00000025,159,115,44,124,95,29,35,20,15,31,20,11,27,16,11,4,4,0,92,74,18,74,63,11,18,11,7,36,21,15,23,16,7,13,5,8
N00000026,151,106,45,94,78,16,57,28,29,38,26,12,27,22,5,11,4,7,78,60,18,49,42,7,29,18,11,35,20,15,18,14,4,17,6,11
N00000027,178,109,69,121,85,36,57,24,33,69,39,30,44,29,15,25,10,15,75,52,23,59,44,15,16,8,8,34,18,16,18,12,6,16,6,10
N00000028,85,46,39,47,33,14,38,13,25,23,12,11,14,9,5,9,3,6,49,29,20,29,22,7,20,7,13,13,5,8,4,2,2,9,3,6
N00000029,136,102,34,103,88,15,33,14,19,36,26,10,30,24,6,6,2,4,63,53,10,52,46,6,11,7,4,37,23,14,21,18,3,16,5,11
N00000030,131,84,47,91,64,27,40,20,20,25,18,7,18,15,3,7,3,4,68,42,26,50,33,17,18,9,9,38,24,14,23,16,7,15,8,7
N00000031,201,143,58,137,110,27,64,33,31,65,51,14,43,40,3,22,11,11,97,74,23,73,57,16,24,17,7,39,18,21,21,13,8,18,5,13
N00000032,133,86,47,76,63,13,57,23,34,41,28,13,21,17,4,20,11,9,50,37,13,34,30,4,16,7,9,42,21,21,21,16,5,21,5,16
N00000033,166,116,50,117,91,26,49,25,24,54,42,12,37,32,5,17,10,7,71,54,17,54,44,10,17,10,7,41,20,21,26,15,11,15,5,10
N00000034,158,104,54,107,86,21,51,18,33,60,35,25,40,30,10,20,5,15,57,46,11,38,35,3,19,11,8,41,23,18,29,21,8,12,2,10
N00000035,128,50,78,72,38,34,56,12,44,57,15,42,28,12,16,29,3,26,47,24,23,28,17,11,19,7,12,24,11,13,16,9,7,8,2,6
N00000036,134,71,63,77,51,26,57,20,37,46,21,25,27,17,10,19,4,15,59,39,20,36,27,9,23,12,11,29,11,18,14,7,7,15,4,11
N00000037,124,51,73,66,41,25,58,10,48,32,11,21,21,9,12,11,2,9,49,23,26,24,17,7,25,6,19,43,17,26,21,15,6,22,2,20
N00000038,138,89,49,84,68,16,54,21,33,35,19,16,18,14,4,17,5,12,65,46,19,46,36,10,19,10,9,38,24,14,20,18,2,18,6,12
N00000039,448,226,222,251,170,81,197,56,141,219,114,105,137,91,46,82,23,59,138,83,55,80,57,23,58,26,32,91,29,62,34,22,12,57,7,50
N00000040,114,41,73,51,28,23,63,13,50,47,15,32,22,11,11,25,4,21,38,18,20,17,13,4,21,5,16,29,8,21,12,4,8,17,4,13
N00000041,144,92,52,89,66,23,55,26,29,73,43,30,44,29,15,29,14,15,57,40,17,36,31,5,21,9,12,14,9,5,9,6,3,5,3,2
N00000042,126,85,41,77,63,14,49,22,27,43,24,19,25,19,6,18,5,13,64,51,13,42,36,6,22,15,7,19,10,9,10,8,2,9,2,7
N00000043,368,232,136,218,177,41,150,55,95,190,121,69,111,92,19,79,29,50,133,94,39,85,70,15,48,24,24,45,17,28,22,15,7,23,2,21
N00000044,108,41,67,54,34,20,54,7,47,47,13,34,19,10,9,28,3,25,36,20,16,20,16,4,16,4,12,25,8,17,15,8,7,10,0,10
N00000045,170,120,50,124,99,25,46,21,25,69,52,17,46,37,9,23,15,8,66,47,19,55,43,12,11,4,7,35,21,14,23,19,4,12,2,10
N00000046,129,91,38,92,73,19,37,18,19,31,22,9,22,17,5,9,5,4,62,49,13,46,38,8,16,11,5,36,20,16,24,18,6,12,2,10
N00000047,138,91,47,91,70,21,47,21,26,27,19,8,19,14,5,8,5,3,67,48,19,49,38,11,18,10,8,44,24,20,23,18,5,21,6,15
N00000048,125,52,73,66,36,30,59,16,43,53,15,38,27,8,19,26,7,19,42,20,22,22,15,7,20,5,15,30,17,13,17,13,4,13,4,9
N00000049,123,37,86,58,25,33,65,12,53,53,10,43,27,6,21,26,4,22,48,18,30,21,12,9,27,6,21,22,9,13,10,7,3,12,2,10
N00000050,135,70,65,83,56,27,52,14,38,36,13,23,26,10,16,10,3,7,57,36,21,39,30,9,18,6,12,42,21,21,18,16,2,24,5,19
N00000051,124,34,90,45,20,25,79,14,65,46,9,37,14,5,9,32,4,28,50,18,32,21,11,10,29,7,22,28,7,21,10,4,6,18,3,15
N00000052,120,54,66,64,33,31,56,21,35,40,9,31,20,8,12,20,1,19,52,26,26,27,14,13,25,12,13,28,19,9,17,11,6,11,8,3
N00000053,108,32,76,59,22,37,49,10,39,56,14,42,28,10,18,28,4,24,38,13,25,24,9,15,14,4,10,14,5,9,7,3,4,7,2,5
N00000054,111,34,77,49,25,24,62,9,53,56,11,45,21,9,12,35,2,33,42,18,24,21,13,8,21,5,16,13,5,8,7,3,4,6,2,4
N00000055,117,50,67,60,36,24,57,14,43,30,12,18,16,8,8,14,4,10,47,20,27,23,13,10,24,7,17,40,18,22,21,15,6,19,3,16
N00000056,119,47,72,62,33,29,57,14,43,40,14,26,18,9,9,22,5,17,40,18,22,23,12,11,17,6,11,39,15,24,21,12,9,18,3,15
N00000057,118,31,87,60,22,38,58,9,49,65,10,55,29,7,22,36,3,33,39,16,23,21,11,10,18,5,13,14,5,9,10,4,6,4,1,3
N00000058,121,32,89,58,26,32,63,6,57,62,14,48,29,12,17,33,2,31,45,12,33,24,10,14,21,2,19,14,6,8,5,4,1,9,2,7
N00000059,110,27,83,62,22,40,48,5,43,56,9,47,27,8,19,29,1,28,35,13,22,26,11,15,9,2,7,19,5,14,9,3,6,10,2,8
N00000060,180,51,129,81,39,42,99,12,87,86,17,69,40,13,27,46,4,42,56,19,37,26,16,10,30,3,27,38,15,23,15,10,5,23,5,18
N00000061,129,74,55,85,57,28,44,17,27,23,11,12,17,8,9,6,3,3,50,29,21,30,20,10,20,9,11,56,34,22,38,29,9,18,5,13
N00000062,130,95,35,84,71,13,46,24,22,31,17,14,18,13,5,13,4,9,57,45,12,35,32,3,22,13,9,42,33,9,31,26,5,11,7,4
N00000063,155,58,97,84,52,32,71,6,65,74,19,55,36,17,19,38,2,36,57,32,25,34,28,6,23,4,19,24,7,17,14,7,7,10,0,10
N00000064,133,31,102,68,21,47,65,10,55,58,9,49,23,6,17,35,3,32,50,18,32,34,14,20,16,4,12,25,4,21,11,1,10,14,3,11
N00000065,146,95,51,89,74,15,57,21,36,34,19,15,24,17,7,10,2,8,71,49,22,38,34,4,33,15,18,41,27,14,27,23,4,14,4,10
N00000066,110,72,38,71,60,11,39,12,27,25,13,12,14,11,3,11,2,9,43,31,12,32,28,4,11,3,8,42,28,14,25,21,4,17,7,10
N00000067,134,47,87,56,28,28,78,19,59,59,13,46,25,9,16,34,4,30,49,23,26,20,12,8,29,11,18,26,11,15,11,7,4,15,4,11
N00000068,124,91,33,80,65,15,44,26,18,33,20,13,23,14,9,10,6,4,57,44,13,34,29,5,23,15,8,34,27,7,23,22,1,11,5,6
N00000069,145,30,115,60,22,38,85,8,77,73,10,63,25,5,20,48,5,43,47,12,35,20,10,10,27,2,25,25,8,17,15,7,8,10,1,9
N00000070,104,67,37,63,51,12,41,16,25,12,6,6,5,4,1,7,2,5,43,28,15,27,21,6,16,7,9,49,33,16,31,26,5,18,7,11
N00000071,136,52,84,71,36,35,65,16,49,36,9,27,21,7,14,15,2,13,48,22,26,24,12,12,24,10,14,52,21,31,26,17,9,26,4,22
N00000072,634,361,273,411,272,139,223,89,134,373,201,172,238,151,87,135,50,85,189,121,68,132,93,39,57,28,29,72,39,33,41,28,13,31,11,20
N00000073,249,61,188,123,45,78,126,16,110,102,21,81,55,15,40,47,6,41,77,22,55,40,18,22,37,4,33,70,18,52,28,12,16,42,6,36
N00000074,386,238,148,244,173,71,142,65,77,266,163,103,171,118,53,95,45,50,93,59,34,57,42,15,36,17,19,27,16,11,16,13,3,11,3,8
N00000075,111,57,54,66,46,20,45,11,34,38,15,23,17,11,6,21,4,17,40,26,14,29,21,8,11,5,6,33,16,17,20,14,6,13,2,11
N00000076,114,82,32,81,65,16,33,17,16,45,33,12,34,28,6,11,5,6,41,33,8,30,25,5,11,8,3,28,16,12,17,12,5,11,4,7
N00000077,98,61,37,66,50,16,32,11,21,27,14,13,17,13,4,10,1,9,47,32,15,37,27,10,10,5,5,24,15,9,12,10,2,12,5,7
N00000078,161,108,53,109,82,27,52,26,26,99,66,33,67,50,17,32,16,16,43,30,13,31,22,9,12,8,4,19,12,7,11,10,1,8,2,6
N00000079,192,128,64,129,104,25,63,24,39,64,46,18,49,40,9,15,6,9,90,65,25,65,51,14,25,14,11,38,17,21,15,13,2,23,4,19
N00000080,146,104,42,107,87,20,39,17,22,46,35,11,34,30,4,12,5,7,74,55,19,57,47,10,17,8,9,26,14,12,16,10,6,10,4,6
N00000081,140,78,62,87,60,27,53,18,35,38,20,18,25,15,10,13,5,8,56,43,13,41,34,7,15,9,6,46,15,31,21,11,10,25,4,21
N00000082,132,83,49,88,68,20,44,15,29,32,18,14,20,14,6,12,4,8,57,42,15,42,35,7,15,7,8,43,23,20,26,19,7,17,4,13
N00000083,208,162,46,153,134,19,55,28,27,67,51,16,52,44,8,15,7,8,105,91,14,78,71,7,27,20,7,36,20,16,23,19,4,13,1,12
N00000084,153,121,32,112,99,13,41,22,19,34,27,7,20,18,2,14,9,5,78,66,12,65,58,7,13,8,5,41,28,13,27,23,4,14,5,9
N00000085,180,58,122,98,40,58,82,18,64,68,21,47,38,17,21,30,4,26,66,22,44,35,12,23,31,10,21,46,15,31,25,11,14,21,4,17
N00000086,142,61,81,76,43,33,66,18,48,61,20,41,24,9,15,37,11,26,56,29,27,37,22,15,19,7,12,25,12,13,15,12,3,10,0,10
N00000087,303,207,96,188,155,33,115,52,63,103,65,38,66,48,18,37,17,20,143,104,39,91,80,11,52,24,28,57,38,19,31,27,4,26,11,15
N00000088,136,28,108,59,20,39,77,8,69,34,7,27,17,5,12,17,2,15,30,8,22,16,6,10,14,2,12,72,13,59,26,9,17,46,4,42
N00000089,164,97,67,100,75,25,64,22,42,70,39,31,43,32,11,27,7,20,69,48,21,43,34,9,26,14,12,25,10,15,14,9,5,11,1,10
N00000090,138,76,62,78,51,27,60,25,35,57,27,30,32,20,12,25,7,18,58,36,22,30,22,8,28,14,14,23,13,10,16,9,7,7,4,3
N00000091,176,92,84,105,77,28,71,15,56,87,41,46,48,33,15,39,8,31,61,32,29,38,27,11,23,5,18,28,19,9,19,17,2,9,2,7
N00000092,168,124,44,116,103,13,52,21,31,49,38,11,38,33,5,11,5,6,71,63,8,52,49,3,19,14,5,48,23,25,26,21,5,22,2,20
N00000093,140,89,51,87,68,19,53,21,32,27,19,8,19,15,4,8,4,4,62,47,15,41,34,7,21,13,8,51,23,28,27,19,8,24,4,20
N00000094,161,122,39,113,99,14,48,23,25,40,34,6,32,27,5,8,7,1,75,62,13,55,49,6,20,13,7,46,26,20,26,23,3,20,3,17
N00000095,152,98,54,92,74,18,60,24,36,41,27,14,25,21,4,16,6,10,76,54,22,51,41,10,25,13,12,35,17,18,16,12,4,19,5,14
N00000096,158,116,42,111,93,18,47,23,24,36,26,10,27,23,4,9,3,6,83,69,14,60,51,9,23,18,5,39,21,18,24,19,5,15,2,13
N00000097,296,168,128,197,138,59,99,30,69,188,97,91,128,80,48,60,17,43,84,52,32,51,43,8,33,9,24,24,19,5,18,15,3,6,4,2
N00000098,446,255,191,252,183,69,194,72,122,285,142,143,157,101,56,128,41,87,115,80,35,69,57,12,46,23,23,46,33,13,26,25,1,20,8,12
N00000099,107,46,61,52,32,20,55,14,41,34,12,22,17,9,8,17,3,14,44,21,23,24,15,9,20,6,14,29,13,16,11,8,3,18,5,13
N00000100,164,54,110,75,36,39,89,18,71,69,20,49,35,17,18,34,3,31,60,23,37,28,14,14,32,9,23,35,11,24,12,5,7,23,6,17
N00000101,122,21,101,51,13,38,71,8,63,74,15,59,28,9,19,46,6,40,40,4,36,19,2,17,21,2,19,8,2,6,4,2,2,4,0,4
N00000102,125,61,64,86,56,30,39,5,34,45,21,24,26,19,7,19,2,17,58,31,27,43,28,15,15,3,12,22,9,13,17,9,8,5,0,5
N00000103,205,82,123,104,64,40,101,18,83,127,52,75,60,39,21,67,13,54,57,21,36,32,17,15,25,4,21,21,9,12,12,8,4,9,1,8
N00000104,130,50,80,76,39,37,54,11,43,83,32,51,48,27,21,35,5,30,40,17,23,24,11,13,16,6,10,7,1,6,4,1,3,3,0,3
N00000105,148,56,92,81,44,37,67,12,55,51,14,37,27,10,17,24,4,20,55,24,31,31,19,12,24,5,19,42,18,24,23,15,8,19,3,16
N00000106,103,23,80,45,15,30,58,8,50,53,9,44,25,8,17,28,1,27,31,6,25,14,3,11,17,3,14,19,8,11,6,4,2,13,4,9
N00000107,120,36,84,61,30,31,59,6,53,56,13,43,25,11,14,31,2,29,41,14,27,24,12,12,17,2,15,23,9,14,12,7,5,11,2,9
N00000108,110,57,53,67,44,23,43,13,30,21,10,11,16,9,7,5,1,4,46,27,19,28,18,10,18,9,9,43,20,23,23,17,6,20,3,17
N00000109,229,88,141,133,70,63,96,18,78,136,47,89,84,39,45,52,8,44,49,18,31,26,15,11,23,3,20,44,23,21,23,16,7,21,7,14
N00000110,122,42,80,72,35,37,50,7,43,49,12,37,33,11,22,16,1,15,45,19,26,25,15,10,20,4,16,28,11,17,14,9,5,14,2,12
N00000111,136,87,49,83,63,20,53,24,29,40,24,16,24,17,7,16,7,9,59,42,17,39,33,6,20,9,11,37,21,16,20,13,7,17,8,9
N00000112,143,71,72,81,57,24,62,14,48,73,28,45,38,20,18,35,8,27,54,34,20,35,29,6,19,5,14,16,9,7,8,8,0,8,1,7
N00000113,122,59,63,63,42,21,59,17,42,50,23,27,29,18,11,21,5,16,57,30,27,29,19,10,28,11,17,15,6,9,5,5,0,10,1,9
N00000114,121,71,50,68,50,18,53,21,32,31,11,20,18,9,9,13,2,11,60,40,20,33,27,6,27,13,14,30,20,10,17,14,3,13,6,7
N00000115,128,46,82,58,34,24,70,12,58,54,17,37,24,14,10,30,3,27,46,19,27,24,14,10,22,5,17,28,10,18,10,6,4,18,4,14
N00000116,119,38,81,61,25,36,58,13,45,58,11,47,30,8,22,28,3,25,40,19,21,18,10,8,22,9,13,21,8,13,13,7,6,8,1,7
N00000117,86,9,77,43,8,35,43,1,42,33,5,28,15,4,11,18,1,17,39,2,37,22,2,20,17,0,17,14,2,12,6,2,4,8,0,8
N00000118,143,75,68,82,57,25,61,18,43,43,15,28,23,13,10,20,2,18,58,37,21,36,27,9,22,10,12,42,23,19,23,17,6,19,6,13
N00000119,125,85,40,79,65,14,46,20,26,18,12,6,12,8,4,6,4,2,54,43,11,41,35,6,13,8,5,53,30,23,26,22,4,27,8,19
N00000120,127,86,41,84,72,12,43,14,29,15,9,6,10,8,2,5,1,4,60,48,12,46,41,5,14,7,7,52,29,23,28,23,5,24,6,18
N00000121,124,61,63,76,48,28,48,13,35,50,19,31,28,15,13,22,4,18,33,17,16,24,14,10,9,3,6,41,25,16,24,19,5,17,6,11
N00000122,199,120,79,126,92,34,73,28,45,63,32,31,42,25,17,21,7,14,85,57,28,56,42,14,29,15,14,51,31,20,28,25,3,23,6,17
N00000123,143,99,44,93,79,14,50,20,30,21,15,6,17,14,3,4,1,3,68,47,21,47,39,8,21,8,13,54,37,17,29,26,3,25,11,14
N00000124,143,87,56,97,72,25,46,15,31,37,21,16,25,19,6,12,2,10,55,37,18,40,28,12,15,9,6,51,29,22,32,25,7,19,4,15
N00000125,148,92,56,92,69,23,56,23,33,52,36,16,35,28,7,17,8,9,62,43,19,43,32,11,19,11,8,34,13,21,14,9,5,20,4,16
N00000126,134,91,43,86,72,14,48,19,29,46,33,13,29,25,4,17,8,9,51,40,11,35,30,5,16,10,6,37,18,19,22,17,5,15,1,14
N00000127,130,76,54,77,59,18,53,17,36,53,34,19,32,28,4,21,6,15,43,28,15,29,21,8,14,7,7,34,14,20,16,10,6,18,4,14
N00000128,282,202,80,199,162,37,83,40,43,86,64,22,60,47,13,26,17,9,134,98,36,96,80,16,38,18,20,62,40,22,43,35,8,19,5,14
N00000129,138,48,90,63,38,25,75,10,65,58,15,43,22,11,11,36,4,32,54,25,29,32,21,11,22,4,18,26,8,18,9,6,3,17,2,15
N00000130,152,115,37,103,89,14,49,26,23,76,59,17,50,44,6,26,15,11,64,45,19,44,37,7,20,8,12,12,11,1,9,8,1,3,3,0
N00000131,136,97,39,82,70,12,54,27,27,27,15,12,17,12,5,10,3,7,85,65,20,52,47,5,33,18,15,24,17,7,13,11,2,11,6,5
N00000132,121,79,42,83,67,16,38,12,26,17,13,4,14,13,1,3,0,3,60,47,13,44,37,7,16,10,6,44,19,25,25,17,8,19,2,17
N00000133,139,67,72,77,53,24,62,14,48,40,17,23,22,12,10,18,5,13,48,29,19,33,25,8,15,4,11,51,21,30,22,16,6,29,5,24
N00000134,177,96,81,106,71,35,71,25,46,63,30,33,37,24,13,26,6,20,76,48,28,47,34,13,29,14,15,38,18,20,22,13,9,16,5,11
N00000135,119,51,68,73,44,29,46,7,39,34,9,25,20,7,13,14,2,12,47,24,23,32,22,10,15,2,13,38,18,20,21,15,6,17,3,14
N00000136,188,126,62,117,95,22,71,31,40,71,43,28,48,35,13,23,8,15,88,64,24,55,48,7,33,16,17,29,19,10,14,12,2,15,7,8
N00000137,120,79,41,79,59,20,41,20,21,39,27,12,27,17,10,12,10,2,51,34,17,36,29,7,15,5,10,30,18,12,16,13,3,14,5,9
N00000138,155,118,37,102,89,13,53,29,24,54,41,13,40,35,5,14,6,8,87,69,18,56,48,8,31,21,10,14,8,6,6,6,0,8,2,6
N00000139,133,73,60,79,52,27,54,21,33,35,16,19,24,13,11,11,3,8,55,29,26,31,18,13,24,11,13,43,28,15,24,21,3,19,7,12
N00000140,158,72,86,96,50,46,62,22,40,42,10,32,27,6,21,15,4,11,60,33,27,37,21,16,23,12,11,56,29,27,32,23,9,24,6,18
N00000141,220,79,141,105,56,49,115,23,92,66,19,47,35,16,19,31,3,28,59,30,29,35,21,14,24,9,15,95,30,65,35,19,16,60,11,49
N00000142,96,31,65,47,23,24,49,8,41,25,6,19,14,6,8,11,0,11,35,16,19,17,10,7,18,6,12,36,9,27,16,7,9,20,2,18
N00000143,123,27,96,64,19,45,59,8,51,42,11,31,19,7,12,23,4,19,38,5,33,21,4,17,17,1,16,43,11,32,24,8,16,19,3,16
N00000144,110,33,77,67,28,39,43,5,38,42,8,34,25,7,18,17,1,16,41,15,26,26,13,13,15,2,13,27,10,17,16,8,8,11,2,9
N00000145,75,12,63,24,8,16,51,4,47,10,2,8,5,2,3,5,0,5,19,7,12,9,4,5,10,3,7,46,3,43,10,2,8,36,1,35
N00000146,105,63,42,62,47,15,43,16,27,18,7,11,13,5,8,5,2,3,50,37,13,30,26,4,20,11,9,37,19,18,19,16,3,18,3,15
N00000147,106,38,68,63,31,32,43,7,36,44,17,27,23,12,11,21,5,16,35,10,25,25,8,17,10,2,8,27,11,16,15,11,4,12,0,12
N00000148,279,111,168,152,86,66,127,25,102,140,57,83,80,47,33,60,10,50,83,29,54,43,21,22,40,8,32,56,25,31,29,18,11,27,7,20
N00000149,187,94,93,95,62,33,92,32,60,75,41,34,44,28,16,31,13,18,42,26,16,23,17,6,19,9,10,70,27,43,28,17,11,42,10,32
N00000150,149,100,49,93,76,17,56,24,32,37,25,12,27,22,5,10,3,7,55,42,13,33,29,4,22,13,9,57,33,24,33,25,8,24,8,16
N00000151,131,62,69,73,45,28,58,17,41,34,13,21,20,10,10,14,3,11,52,27,25,29,16,13,23,11,12,45,22,23,24,19,5,21,3,18
N00000152,131,55,76,69,37,32,62,18,44,40,15,25,20,12,8,20,3,17,47,22,25,25,13,12,22,9,13,44,18,26,24,12,12,20,6,14
N00000153,111,46,65,63,39,24,48,7,41,35,13,22,22,12,10,13,1,12,29,11,18,18,10,8,11,1,10,47,22,25,23,17,6,24,5,19
N00000154,108,57,51,71,44,27,37,13,24,37,20,17,27,17,10,10,3,7,37,24,13,26,17,9,11,7,4,34,13,21,18,10,8,16,3,13
N00000155,128,73,55,76,53,23,52,20,32,35,20,15,25,17,8,10,3,7,58,38,20,36,27,9,22,11,11,35,15,20,15,9,6,20,6,14
N00000156,127,80,47,82,68,14,45,12,33,29,19,10,20,16,4,9,3,6,46,25,21,28,22,6,18,3,15,52,36,16,34,30,4,18,6,12
N00000157,139,95,44,96,71,25,43,24,19,32,20,12,27,16,11,5,4,1,62,46,16,43,32,11,19,14,5,45,29,16,26,23,3,19,6,13
N00000158,286,168,118,169,125,44,117,43,74,85,38,47,50,30,20,35,8,27,112,75,37,66,53,13,46,22,24,89,55,34,53,42,11,36,13,23
N00000159,116,50,66,65,40,25,51,10,41,26,6,20,12,4,8,14,2,12,40,18,22,23,13,10,17,5,12,50,26,24,30,23,7,20,3,17
N00000160,124,68,56,85,62,23,39,6,33,35,11,24,22,9,13,13,2,11,47,32,15,35,30,5,12,2,10,42,25,17,28,23,5,14,2,12
N00000161,128,105,23,91,83,8,37,22,15,16,12,4,8,7,1,8,5,3,77,64,13,56,51,5,21,13,8,35,29,6,27,25,2,8,4,4
N00000162,115,60,55,67,42,25,48,18,30,32,16,16,19,11,8,13,5,8,50,29,21,31,19,12,19,10,9,33,15,18,17,12,5,16,3,13
N00000163,155,51,104,76,36,40,79,15,64,46,6,40,22,5,17,24,1,23,61,24,37,33,15,18,28,9,19,48,21,27,21,16,5,27,5,22
N00000164,118,82,36,89,70,19,29,12,17,19,14,5,14,11,3,5,3,2,43,33,10,35,27,8,8,6,2,56,35,21,40,32,8,16,3,13
N00000165,135,82,53,94,68,26,41,14,27,39,21,18,28,19,9,11,2,9,47,33,14,32,24,8,15,9,6,49,28,21,34,25,9,15,3,12
N00000166,122,79,43,66,55,11,56,24,32,19,13,6,14,11,3,5,2,3,57,41,16,30,25,5,27,16,11,46,25,21,22,19,3,24,6,18
N00000167,149,95,54,96,77,19,53,18,35,34,19,15,20,12,8,14,7,7,59,41,18,43,34,9,16,7,9,56,35,21,33,31,2,23,4,19
N00000168,145,95,50,90,69,21,55,26,29,29,18,11,20,13,7,9,5,4,59,45,14,35,32,3,24,13,11,57,32,25,35,24,11,22,8,14
N00000169,279,190,89,190,153,37,89,37,52,50,34,16,36,29,7,14,5,9,132,102,30,90,80,10,42,22,20,97,54,43,64,44,20,33,10,23
N00000170,139,85,54,87,63,24,52,22,30,53,27,26,29,20,9,24,7,17,55,33,22,37,24,13,18,9,9,31,25,6,21,19,2,10,6,4
N00000171,146,112,34,92,82,10,54,30,24,31,27,4,19,18,1,12,9,3,82,66,16,54,49,5,28,17,11,33,19,14,19,15,4,14,4,10
N00000172,307,192,115,207,148,59,100,44,56,83,44,39,58,36,22,25,8,17,128,85,43,82,64,18,46,21,25,96,63,33,67,48,19,29,15,14
N00000173,144,97,47,99,82,17,45,15,30,28,19,9,23,18,5,5,1,4,65,48,17,43,38,5,22,10,12,51,30,21,33,26,7,18,4,14
