GeographyCode,LC2301NI0001,LC2301NI0002,LC2301NI0003,LC2301NI0004,LC2301NI0005,LC2301NI0006,LC2301NI0007,LC2301NI0008,LC2301NI0009,LC2301NI0010,LC2301NI0011,LC2301NI0012,LC2301NI0013,LC2301NI0014,LC2301NI0015,LC2301NI0016,LC2301NI0017,LC2301NI0018,LC2301NI0019,LC2301NI0020,LC2301NI0021,LC2301NI0022,LC2301NI0023,LC2301NI0024,LC2301NI0025,LC2301NI0026,LC2301NI0027,LC2301NI0028,LC2301NI0029,LC2301NI0030,LC2301NI0031,LC2301NI0032
N00000019,261,4,189,86,90,13,68,40,97,3,64,40,20,4,30,17,95,0,69,24,40,5,26,17,69,1,56,22,30,4,12,6
N00000020,236,9,165,96,50,19,62,44,79,5,49,27,13,9,25,17,93,4,71,47,20,4,18,14,64,0,45,22,17,6,19,13
N00000021,269,32,160,101,49,10,77,58,92,13,46,29,16,1,33,23,94,9,59,41,16,2,26,24,83,10,55,31,17,7,18,11
N00000022,269,29,179,103,42,34,61,38,91,10,59,33,17,9,22,15,101,11,65,37,11,17,25,17,77,8,55,33,14,8,14,6
N00000023,218,4,148,95,30,23,66,46,53,2,29,21,7,1,22,17,98,2,67,47,11,9,29,21,67,0,52,27,12,13,15,8
N00000024,533,55,386,241,76,69,92,75,294,40,207,134,34,39,47,40,175,10,133,82,29,22,32,28,64,5,46,25,13,8,13,7
N00000025,460,59,324,239,43,42,77,53,222,39,145,102,20,23,38,25,150,13,109,82,16,11,28,20,88,7,70,55,7,8,11,8
N00000026,466,82,302,197,69,36,82,50,248,54,150,102,36,12,44,27,150,19,106,65,25,16,25,14,68,9,46,30,8,8,13,9
N00000027,540,284,174,114,38,22,82,47,301,173,85,60,18,7,43,23,175,82,66,36,17,13,27,18,64,29,23,18,3,2,12,6
N00000028,236,163,49,23,20,6,24,19,94,76,14,8,6,0,4,2,115,74,26,9,13,4,15,13,27,13,9,6,1,2,5,4
N00000029,403,39,298,233,28,37,66,56,211,18,158,117,16,25,35,32,143,19,104,87,8,9,20,16,49,2,36,29,4,3,11,8
N00000030,375,69,239,151,43,45,67,43,180,41,109,67,20,22,30,22,129,18,85,51,15,19,26,16,66,10,45,33,8,4,11,5
N00000031,707,612,49,34,6,9,46,14,399,355,17,13,1,3,27,10,213,174,25,19,2,4,14,2,95,83,7,2,3,2,5,2
N00000032,386,214,124,75,32,17,48,34,202,125,51,29,13,9,26,18,118,54,50,33,10,7,14,8,66,35,23,13,9,1,8,8
N00000033,498,276,171,134,20,17,51,34,255,151,79,59,11,9,25,17,177,96,62,49,7,6,19,13,66,29,30,26,2,2,7,4
N00000034,474,158,226,146,40,40,90,41,233,87,93,64,12,17,53,28,148,44,78,44,17,17,26,11,93,27,55,38,11,6,11,2
N00000035,291,128,106,62,19,25,57,21,104,46,38,24,4,10,20,10,104,41,34,20,8,6,29,9,83,41,34,18,7,9,8,2
N00000036,345,191,81,31,40,10,73,34,172,93,38,19,16,3,41,19,120,72,28,9,14,5,20,9,53,26,15,3,10,2,12,6
N00000037,285,213,40,21,16,3,32,19,127,103,13,7,3,3,11,4,89,57,17,5,12,0,15,11,69,53,10,9,1,0,6,4
N00000038,406,291,59,21,32,6,56,23,233,163,27,9,14,4,43,14,92,72,12,5,7,0,8,5,81,56,20,7,11,2,5,4
N00000039,1262,985,139,41,74,24,138,49,698,577,57,14,31,12,64,22,378,287,37,9,23,5,54,21,186,121,45,18,20,7,20,6
N00000040,265,182,47,25,17,5,36,18,125,96,15,8,6,1,14,8,83,56,17,7,6,4,10,6,57,30,15,10,5,0,12,4
N00000041,462,411,22,10,8,4,29,11,265,243,8,5,2,1,14,5,126,107,9,5,2,2,10,6,71,61,5,0,4,1,5,0
N00000042,410,312,67,27,29,11,31,20,226,178,29,15,10,4,19,12,126,92,24,6,14,4,10,8,58,42,14,6,5,3,2,0
N00000043,1245,909,155,69,60,26,181,58,690,525,67,25,30,12,98,31,363,259,56,27,16,13,48,19,192,125,32,17,14,1,35,8
N00000044,312,208,55,26,26,3,49,24,150,106,17,6,10,1,27,12,102,63,22,12,9,1,17,10,60,39,16,8,7,1,5,2
N00000045,515,57,412,280,57,75,46,26,276,40,217,141,35,41,19,14,173,14,139,104,17,18,20,11,66,3,56,35,5,16,7,1
N00000046,394,29,307,228,29,50,58,40,224,26,165,117,14,34,33,24,109,2,95,73,12,10,12,8,61,1,47,38,3,6,13,8
N00000047,374,47,252,160,63,29,75,42,161,25,101,59,24,18,35,25,142,16,105,69,29,7,21,8,71,6,46,32,10,4,19,9
N00000048,304,46,213,122,76,15,45,37,125,24,81,45,34,2,20,19,109,16,78,44,25,9,15,12,70,6,54,33,17,4,10,6
N00000049,254,52,157,92,43,22,45,24,96,20,54,34,15,5,22,10,98,17,64,36,17,11,17,10,60,15,39,22,11,6,6,4
N00000050,299,52,212,160,32,20,35,20,136,28,97,77,13,7,11,6,105,14,74,55,14,5,17,10,58,10,41,28,5,8,7,4
N00000051,313,229,30,7,6,17,54,37,149,110,17,4,2,11,22,14,86,63,7,2,3,2,16,14,78,56,6,1,1,4,16,9
N00000052,309,172,54,32,17,5,83,35,114,69,15,10,5,0,30,16,125,66,23,11,10,2,36,14,70,37,16,11,2,3,17,5
N00000053,261,134,60,38,9,13,67,36,107,47,29,23,1,5,31,17,93,55,13,7,3,3,25,13,61,32,18,8,5,5,11,6
N00000054,266,38,142,82,54,6,86,60,132,21,76,47,28,1,35,23,83,11,41,25,13,3,31,26,51,6,25,10,13,2,20,11
N00000055,266,48,171,83,63,25,47,32,98,18,65,27,30,8,15,10,94,18,58,31,19,8,18,13,74,12,48,25,14,9,14,9
N00000056,283,59,166,111,43,12,58,47,115,27,66,44,18,4,22,21,90,18,49,34,15,0,23,18,78,14,51,33,10,8,13,8
N00000057,279,41,135,59,61,15,103,60,114,19,47,14,29,4,48,24,98,14,45,23,17,5,39,28,67,8,43,22,15,6,16,8
N00000058,266,49,166,79,69,18,51,35,93,19,56,31,21,4,18,11,107,25,62,31,24,7,20,15,66,5,48,17,24,7,13,9
N00000059,226,37,110,74,25,11,79,47,101,16,47,34,10,3,38,21,67,12,26,20,4,2,29,20,58,9,37,20,11,6,12,6
N00000060,394,81,221,113,90,18,92,37,142,33,70,33,34,3,39,10,139,25,77,41,27,9,37,18,113,23,74,39,29,6,16,9
N00000061,273,46,162,106,43,13,65,32,103,12,64,47,14,3,27,11,114,25,62,39,17,6,27,18,56,9,36,20,12,4,11,3
N00000062,351,72,204,108,47,49,75,54,177,38,103,53,25,25,36,25,119,23,69,38,17,14,27,20,55,11,32,17,5,10,12,9
N00000063,431,61,246,130,75,41,124,81,142,22,71,38,25,8,49,32,130,20,63,35,20,8,47,37,159,19,112,57,30,25,28,12
N00000064,279,145,71,30,21,20,63,40,99,64,12,1,6,5,23,18,97,49,25,13,6,6,23,13,83,32,34,16,9,9,17,9
N00000065,389,112,216,132,45,39,61,40,172,46,98,58,18,22,28,16,147,46,76,45,19,12,25,19,70,20,42,29,8,5,8,5
N00000066,264,100,114,75,23,16,50,30,109,43,43,28,8,7,23,18,104,36,53,34,11,8,15,6,51,21,18,13,4,1,12,6
N00000067,316,131,99,44,25,30,86,65,119,45,36,21,5,10,38,29,103,39,26,11,8,7,38,27,94,47,37,12,12,13,10,9
N00000068,371,76,203,114,62,27,92,68,174,37,95,54,32,9,42,34,143,29,78,45,19,14,36,28,54,10,30,15,11,4,14,6
N00000069,334,148,107,42,48,17,79,49,134,54,38,7,26,5,42,27,104,53,33,18,7,8,18,10,96,41,36,17,15,4,19,12
N00000070,243,96,123,73,29,21,24,12,92,46,39,19,9,11,7,5,99,31,53,34,11,8,15,7,52,19,31,20,9,2,2,0
N00000071,283,115,104,59,35,10,64,41,92,38,29,19,8,2,25,17,97,51,22,12,8,2,24,15,94,26,53,28,19,6,15,9
N00000072,1753,476,863,412,298,153,414,318,1000,269,505,256,161,88,226,171,537,146,252,107,97,48,139,109,216,61,106,49,40,17,49,38
N00000073,521,145,223,131,63,29,153,84,170,55,54,26,21,7,61,45,161,43,67,35,21,11,51,25,190,47,102,70,21,11,41,14
N00000074,1047,401,403,214,132,57,243,131,639,247,246,134,77,35,146,73,314,129,111,57,40,14,74,46,94,25,46,23,15,8,23,12
N00000075,410,153,163,61,48,54,94,75,185,81,63,20,16,27,41,38,153,43,69,29,21,19,41,29,72,29,31,12,11,8,12,8
N00000076,344,141,136,78,34,24,67,48,175,81,60,35,14,11,34,23,125,46,57,30,18,9,22,18,44,14,19,13,2,4,11,7
N00000077,275,143,100,46,30,24,32,22,152,91,47,22,18,7,14,9,74,29,34,17,9,8,11,10,49,23,19,7,3,9,7,3
N00000078,488,205,185,117,48,20,98,70,290,139,99,61,30,8,52,42,155,51,64,40,15,9,40,23,43,15,22,16,3,3,6,5
N00000079,564,39,421,296,61,64,104,62,348,27,256,167,40,49,65,39,177,9,133,101,17,15,35,22,39,3,32,28,4,0,4,1
N00000080,424,26,324,211,46,67,74,57,230,17,170,112,22,36,43,35,140,3,114,76,18,20,23,17,54,6,40,23,6,11,8,5
N00000081,339,10,268,183,65,20,61,42,175,6,128,81,32,15,41,29,101,1,89,66,20,3,11,9,63,3,51,36,13,2,9,4
N00000082,342,22,277,190,43,44,43,26,186,12,142,86,25,31,32,17,106,7,91,70,14,7,8,6,50,3,44,34,4,6,3,3
N00000083,650,29,496,337,85,74,125,88,339,18,261,178,43,40,60,44,232,9,173,118,32,23,50,31,79,2,62,41,10,11,15,13
N00000084,456,7,375,274,57,44,74,57,252,5,199,144,30,25,48,34,153,1,129,94,22,13,23,20,51,1,47,36,5,6,3,3
N00000085,437,236,129,87,24,18,72,39,160,91,31,21,9,1,38,24,139,79,45,28,6,11,15,6,138,66,53,38,9,6,19,9
N00000086,395,295,23,7,14,2,77,20,194,146,6,2,4,0,42,10,144,109,9,4,4,1,26,8,57,40,8,1,6,1,9,2
N00000087,913,585,215,119,52,44,113,70,519,346,110,59,35,16,63,39,286,182,69,38,11,20,35,24,108,57,36,22,6,8,15,7
N00000088,216,31,153,88,42,23,32,17,63,9,42,18,14,10,12,6,70,11,52,36,10,6,7,3,83,11,59,34,18,7,13,8
N00000089,478,376,47,26,8,13,55,27,264,209,22,11,1,10,33,16,151,115,18,11,4,3,18,9,63,52,7,4,3,0,4,2
N00000090,392,308,36,12,18,6,48,28,205,163,18,5,11,2,24,17,121,92,10,2,5,3,19,11,66,53,8,5,2,1,5,0
N00000091,476,308,98,61,20,17,70,29,266,170,55,36,10,9,41,16,145,97,26,15,6,5,22,11,65,41,17,10,4,3,7,2
N00000092,504,56,358,274,52,32,90,50,254,36,157,125,22,10,61,31,164,15,132,99,16,17,17,10,86,5,69,50,14,5,12,9
N00000093,421,198,176,119,20,37,47,26,187,98,66,39,6,21,23,11,149,69,64,45,7,12,16,9,85,31,46,35,7,4,8,6
N00000094,492,193,249,165,25,59,50,31,254,100,123,86,10,27,31,21,166,59,90,55,11,24,17,9,72,34,36,24,4,8,2,1
N00000095,468,305,112,69,20,23,51,26,247,161,60,31,11,18,26,17,155,103,31,24,4,3,21,7,66,41,21,14,5,2,4,2
N00000096,464,64,320,209,52,59,80,45,232,30,160,95,23,42,42,24,131,17,97,74,14,9,17,13,101,17,63,40,15,8,21,8
N00000097,850,280,374,198,124,52,196,142,465,137,206,102,74,30,122,87,276,100,124,77,29,18,52,40,109,43,44,19,21,4,22,15
N00000098,1192,404,510,269,125,116,278,184,647,228,262,125,64,73,157,104,422,133,190,114,44,32,99,67,123,43,58,30,17,11,22,13
N00000099,258,119,85,48,18,19,54,46,100,46,27,18,4,5,27,26,78,35,29,13,6,10,14,12,80,38,29,17,8,4,13,8
N00000100,341,195,71,36,26,9,75,51,155,90,27,12,13,2,38,25,106,55,27,16,7,4,24,17,80,50,17,8,6,3,13,9
N00000101,282,119,73,30,22,21,90,60,136,63,29,13,7,9,44,29,102,42,36,12,15,9,24,12,44,14,8,5,0,3,22,19
N00000102,318,107,129,71,39,19,82,47,116,39,37,12,18,7,40,21,134,45,57,39,13,5,32,22,68,23,35,20,8,7,10,4
N00000103,623,194,215,96,77,42,214,121,318,102,104,42,38,24,112,75,180,61,70,38,20,12,49,32,125,31,41,16,19,6,53,14
N00000104,322,168,85,38,27,20,69,45,178,91,48,21,16,11,39,26,98,60,19,7,5,7,19,10,46,17,18,10,6,2,11,9
N00000105,327,59,196,102,72,22,72,43,114,16,61,30,23,8,37,27,133,32,77,46,23,8,24,13,80,11,58,26,26,6,11,3
N00000106,198,12,141,75,48,18,45,23,74,4,49,36,11,2,21,9,65,5,47,25,14,8,13,9,59,3,45,14,23,8,11,5
N00000107,269,40,171,112,42,17,58,42,100,20,54,39,11,4,26,21,93,8,68,43,19,6,17,12,76,12,49,30,12,7,15,9
N00000108,243,43,173,91,41,41,27,20,112,21,81,30,24,27,10,9,75,17,51,31,9,11,7,4,56,5,41,30,8,3,10,7
N00000109,512,98,306,151,119,36,108,71,222,50,117,52,48,17,55,36,177,38,104,57,37,10,35,24,113,10,85,42,34,9,18,11
N00000110,258,39,141,77,44,20,78,57,94,14,47,23,17,7,33,23,109,17,55,32,15,8,37,28,55,8,39,22,12,5,8,6
N00000111,356,120,144,66,52,26,92,55,185,66,68,25,27,16,51,28,111,36,48,28,16,4,27,18,60,18,28,13,9,6,14,9
N00000112,402,98,167,71,67,29,137,94,218,51,81,38,34,9,86,59,129,39,58,21,21,16,32,24,55,8,28,12,12,4,19,11
N00000113,309,113,127,71,35,21,69,56,155,62,61,43,7,11,32,28,87,30,35,13,13,9,22,18,67,21,31,15,15,1,15,10
N00000114,318,124,118,58,39,21,76,59,156,60,62,33,15,14,34,25,111,44,38,23,10,5,29,24,51,20,18,2,14,2,13,10
N00000115,302,121,97,42,40,15,84,45,112,48,36,19,13,4,28,15,109,44,34,13,14,7,31,16,81,29,27,10,13,4,25,14
N00000116,287,79,117,56,49,12,91,54,142,41,51,22,25,4,50,27,90,24,37,22,9,6,29,20,55,14,29,12,15,2,12,7
N00000117,168,39,82,43,19,20,47,32,61,14,28,16,5,7,19,15,51,11,25,15,3,7,15,12,56,14,29,12,11,6,13,5
N00000118,333,31,206,140,47,19,96,62,158,16,95,69,17,9,47,28,125,8,83,57,17,9,34,23,50,7,28,14,13,1,15,11
N00000119,289,15,206,119,58,29,68,41,139,8,90,55,24,11,41,29,95,7,68,36,25,7,20,8,55,0,48,28,9,11,7,4
N00000120,323,39,212,151,38,23,72,42,181,28,107,83,12,12,46,27,100,8,76,49,18,9,16,10,42,3,29,19,8,2,10,5
N00000121,293,26,191,142,25,24,76,42,116,14,60,46,7,7,42,23,107,7,82,59,13,10,18,12,70,5,49,37,5,7,16,7
N00000122,481,78,291,189,55,47,112,73,273,53,152,91,34,27,68,47,164,23,105,73,18,14,36,21,44,2,34,25,3,6,8,5
N00000123,351,44,252,152,58,42,55,36,186,21,128,81,23,24,37,23,110,18,77,45,19,13,15,11,55,5,47,26,16,5,3,2
N00000124,369,50,250,150,65,35,69,52,159,27,99,56,31,12,33,33,126,11,88,54,21,13,27,16,84,12,63,40,13,10,9,3
N00000125,464,357,63,37,11,15,44,14,273,215,41,22,9,10,17,1,132,91,16,9,2,5,25,13,59,51,6,6,0,0,2,0
N00000126,481,457,12,1,8,3,12,3,269,260,6,0,4,2,3,0,134,122,5,1,3,1,7,3,78,75,1,0,1,0,2,0
N00000127,405,327,54,34,6,14,24,12,238,197,29,19,0,10,12,8,103,84,15,9,4,2,4,1,64,46,10,6,2,2,8,3
N00000128,991,885,38,21,11,6,68,22,541,503,11,9,0,2,27,6,311,263,23,9,10,4,25,12,139,119,4,3,1,0,16,4
N00000129,346,309,3,1,1,1,34,5,138,121,0,0,0,0,17,2,106,93,2,1,0,1,11,2,102,95,1,0,1,0,6,1
N00000130,498,14,376,207,76,93,108,79,288,7,208,113,40,55,73,51,167,6,131,70,31,30,30,26,43,1,37,24,5,8,5,2
N00000131,388,13,307,197,38,72,68,52,210,4,169,107,18,44,37,29,118,8,85,48,17,20,25,20,60,1,53,42,3,8,6,3
N00000132,366,114,192,150,12,30,60,38,190,69,95,74,4,17,26,19,122,28,68,51,7,10,26,16,54,17,29,25,1,3,8,3
N00000133,322,83,176,125,32,19,63,21,134,36,68,46,16,6,30,10,107,19,68,45,12,11,20,10,81,28,40,34,4,2,13,1
N00000134,437,26,289,194,41,54,122,96,220,13,153,97,18,38,54,48,156,10,98,65,17,16,48,34,61,3,38,32,6,0,20,14
N00000135,312,42,189,135,33,21,81,45,127,18,62,48,10,4,47,24,106,16,67,51,10,6,23,15,79,8,60,36,13,11,11,6
N00000136,507,26,378,223,82,73,103,85,219,11,173,106,30,37,35,28,201,10,141,86,32,23,50,43,87,5,64,31,20,13,18,14
N00000137,315,19,246,166,42,38,50,45,143,11,111,75,20,16,21,18,115,6,87,62,11,14,22,21,57,2,48,29,11,8,7,6
N00000138,464,11,371,210,85,76,82,62,256,7,204,119,44,41,45,36,169,3,135,75,35,25,31,23,39,1,32,16,6,10,6,3
N00000139,301,26,199,105,57,37,76,45,99,7,64,31,21,12,28,17,118,13,81,45,24,12,24,16,84,6,54,29,12,13,24,12
N00000140,333,32,210,118,59,33,91,60,117,11,65,39,11,15,41,26,111,10,77,37,30,10,24,15,105,11,68,42,18,8,26,19
N00000141,443,31,321,185,62,74,91,52,132,13,91,45,18,28,28,15,141,6,96,60,17,19,39,27,170,12,134,80,27,27,24,10
N00000142,205,17,124,51,45,28,64,38,79,9,40,15,16,9,30,14,68,4,43,16,19,8,21,17,58,4,41,20,10,11,13,7
N00000143,215,17,137,77,39,21,61,33,74,6,54,26,15,13,14,9,71,6,37,27,9,1,28,15,70,5,46,24,15,7,19,9
N00000144,228,10,154,87,38,29,64,58,85,2,55,28,14,13,28,26,81,3,53,32,12,9,25,23,62,5,46,27,12,7,11,9
N00000145,124,10,79,40,24,15,35,16,23,1,11,7,0,4,11,4,42,5,26,14,6,6,11,4,59,4,42,19,18,5,13,8
N00000146,271,26,188,115,40,33,57,35,120,11,82,41,21,20,27,19,116,14,82,64,11,7,20,12,35,1,24,10,8,6,10,4
N00000147,227,15,134,83,24,27,78,53,86,7,45,30,6,9,34,23,79,3,51,30,10,11,25,16,62,5,38,23,8,7,19,14
N00000148,676,11,537,264,178,95,128,104,305,5,240,125,62,53,60,44,237,5,186,88,74,24,46,42,134,1,111,51,42,18,22,18
N00000149,432,9,342,167,124,51,81,56,195,2,149,78,53,18,44,30,124,6,104,60,34,10,14,12,113,1,89,29,37,23,23,14
N00000150,365,4,277,154,69,54,84,43,139,1,100,57,22,21,38,21,140,2,108,65,26,17,30,14,86,1,69,32,21,16,16,8
N00000151,283,13,213,107,90,16,57,40,84,2,62,28,20,14,20,17,111,7,82,48,32,2,22,18,88,4,69,31,38,0,15,5
N00000152,270,5,221,119,74,28,44,25,92,0,72,38,22,12,20,15,87,5,68,30,27,11,14,6,91,0,81,51,25,5,10,4
N00000153,250,8,196,86,75,35,46,40,93,2,70,26,30,14,21,19,92,1,76,38,27,11,15,13,65,5,50,22,18,10,10,8
N00000154,259,10,189,124,29,36,60,41,115,3,88,53,11,24,24,14,87,5,62,46,9,7,20,17,57,2,39,25,9,5,16,10
N00000155,337,26,222,116,62,44,89,52,139,9,85,43,19,23,45,26,133,8,94,50,29,15,31,18,65,9,43,23,14,6,13,8
N00000156,301,16,219,105,75,39,66,52,97,2,69,45,18,6,26,23,133,10,101,42,43,16,22,18,71,4,49,18,14,17,18,11
N00000157,368,44,231,143,34,54,93,65,168,22,112,70,13,29,34,22,126,16,76,52,11,13,34,26,74,6,43,21,10,12,25,17
N00000158,678,28,453,230,93,130,197,151,293,10,183,91,36,56,100,72,215,11,149,77,37,35,55,46,170,7,121,62,20,39,42,33
N00000159,221,15,147,79,38,30,59,41,64,4,37,19,13,5,23,19,94,7,63,34,13,16,24,18,63,4,47,26,12,9,12,4
N00000160,322,25,216,114,38,64,81,46,131,8,87,44,9,34,36,20,104,10,66,31,16,19,28,16,87,7,63,39,13,11,17,10
N00000161,342,10,251,131,63,57,81,62,168,5,124,70,26,28,39,31,128,5,90,41,28,21,33,26,46,0,37,20,9,8,9,5
N00000162,242,15,166,96,33,37,61,27,83,4,54,26,13,15,25,11,101,5,73,49,12,12,23,11,58,6,39,21,8,10,13,5
N00000163,311,25,179,120,34,25,107,63,88,3,51,32,13,6,34,21,121,14,59,40,12,7,48,23,102,8,69,48,9,12,25,19
N00000164,288,7,224,124,52,48,57,40,143,6,114,56,31,27,23,17,104,1,78,46,15,17,25,19,41,0,32,22,6,4,9,4
N00000165,325,24,236,117,59,60,65,42,163,16,112,51,29,32,35,20,103,6,84,40,21,23,13,12,59,2,40,26,9,5,17,10
N00000166,273,18,193,105,37,51,62,52,103,5,69,37,8,24,29,25,99,4,78,41,19,18,17,16,71,9,46,27,10,9,16,11
N00000167,379,13,297,138,81,78,69,50,177,6,136,62,36,38,35,31,143,6,116,54,29,33,21,8,59,1,45,22,16,7,13,11
N00000168,345,21,265,136,70,59,59,53,179,11,131,68,40,23,37,34,118,6,96,48,22,26,16,14,48,4,38,20,8,10,6,5
N00000169,704,25,534,331,95,108,145,102,331,10,253,159,38,56,68,53,231,10,168,112,25,31,53,37,142,5,113,60,32,21,24,12
N00000170,370,3,274,156,59,59,93,45,183,3,133,72,27,34,47,23,119,0,94,52,21,21,25,12,68,0,47,32,11,4,21,10
N00000171,416,16,308,184,83,41,92,65,200,7,144,77,43,24,49,41,160,7,119,79,26,14,34,20,56,2,45,28,14,3,9,4
N00000172,772,20,546,296,136,114,206,145,345,9,243,126,52,65,93,68,278,11,184,106,50,28,83,60,149,0,119,64,34,21,30,17
N00000173,373,2,290,176,59,55,81,55,180,1,147,89,21,37,32,26,122,1,88,57,21,10,33,19,71,0,55,30,17,8,16,10
N00000174,393,4,306,137,123,46,83,64,182,1,129,51,58,20,52,41,106,2,89,52,26,11,15,13,105,1,88,34,39,15,16,10
N00000175,373,9,301,171,90,40,63,44,158,4,132,83,34,15,22,17,135,4,104,54,35,15,27,20,80,1,65,34,21,10,14,7
N00000176,474,31,305,184,69,52,138,88,168,12,108,66,22,20,48,37,174,11,104,60,25,19,59,29,132,8,93,58,22,13,31,22
N00000177,323,41,181,113,47,21,101,63,139,17,74,47,20,7,48,32,91,12,50,30,14,6,29,20,93,12,57,36,13,8,24,11
N00000178,667,86,412,240,103,69,169,112,253,33,139,70,42,27,81,52,209,29,129,79,31,19,51,38,205,24,144,91,30,23,37,22
N00000179,852,66,511,306,106,99,275,171,264,20,146,97,21,28,98,68,306,31,160,89,45,26,115,69,282,15,205,120,40,45,62,34
N00000180,280,15,210,144,44,22,55,34,100,4,72,50,16,6,24,17,97,5,72,45,16,11,20,10,83,6,66,49,12,5,11,7
N00000181,274,16,176,115,32,29,82,52,82,5,52,38,4,10,25,17,114,5,68,44,12,12,41,29,78,6,56,33,16,7,16,6
N00000182,228,5,174,123,25,26,49,34,72,4,50,40,4,6,18,17,95,1,72,49,13,10,22,14,61,0,52,34,8,10,9,3
N00000183,293,14,175,106,40,29,104,69,148,5,95,48,25,22,48,33,94,8,51,36,11,4,35,22,51,1,29,22,4,3,21,14
N00000184,372,19,244,151,56,37,109,78,137,7,89,58,18,13,41,34,123,6,73,44,17,12,44,31,112,6,82,49,21,12,24,13
N00000185,211,3,171,110,29,32,37,26,74,1,54,38,7,9,19,17,60,2,50,33,9,8,8,5,77,0,67,39,13,15,10,4
N00000186,299,10,204,111,41,52,85,60,138,3,90,52,15,23,45,30,94,5,65,35,13,17,24,21,67,2,49,24,13,12,16,9
N00000187,255,15,174,94,56,24,66,46,83,4,49,22,21,6,30,25,71,7,45,24,11,10,19,13,101,4,80,48,24,8,17,8
N00000188,347,8,247,160,49,38,92,67,142,3,104,66,23,15,35,26,127,2,86,56,16,14,39,29,78,3,57,38,10,9,18,12
N00000189,341,3,281,202,23,56,57,50,191,2,150,108,9,33,39,37,105,0,95,70,10,15,10,7,45,1,36,24,4,8,8,6
N00000190,304,0,239,159,38,42,65,44,124,0,97,66,11,20,27,22,128,0,99,68,18,13,29,17,52,0,43,25,9,9,9,5
N00000191,303,9,246,137,59,50,48,38,128,6,99,49,27,23,23,19,121,2,98,64,20,14,21,17,54,1,49,24,12,13,4,2
N00000192,302,21,207,140,43,24,74,61,130,14,78,54,12,12,38,34,105,6,75,47,21,7,24,19,67,1,54,39,10,5,12,8
N00000193,291,16,191,123,37,31,84,50,136,11,83,59,19,5,42,28,92,4,58,41,9,8,30,17,63,1,50,23,9,18,12,5
N00000194,255,13,184,121,28,35,58,39,94,5,63,50,9,4,26,19,81,6,61,33,6,22,14,10,80,2,60,38,13,9,18,10
