GeographyCode,LC6604NI0001,LC6604NI0002,LC6604NI0003,LC6604NI0004,LC6604NI0005,LC6604NI0006,LC6604NI0007,LC6604NI0008,LC6604NI0009,LC6604NI0010,LC6604NI0011,LC6604NI0012,LC6604NI0013,LC6604NI0014,LC6604NI0015,LC6604NI0016,LC6604NI0017,LC6604NI0018,LC6604NI0019,LC6604NI0020,LC6604NI0021,LC6604NI0022,LC6604NI0023,LC6604NI0024,LC6604NI0025,LC6604NI0026,LC6604NI0027,LC6604NI0028,LC6604NI0029,LC6604NI0030,LC6604NI0031,LC6604NI0032,LC6604NI0033,LC6604NI0034,LC6604NI0035,LC6604NI0036,LC6604NI0037,LC6604NI0038,LC6604NI0039,LC6604NI0040,LC6604NI0041,LC6604NI0042,LC6604NI0043,LC6604NI0044,LC6604NI0045
N00001773,140,44,96,46,6,40,25,2,23,59,30,29,10,6,4,66,11,55,19,0,19,19,0,19,23,8,15,5,3,2,74,33,41,27,6,21,6,2,4,36,22,14,5,3,2
N00001774,172,39,133,52,2,50,48,4,44,68,32,36,4,1,3,86,9,77,29,0,29,32,3,29,21,5,16,4,1,3,86,30,56,23,2,21,16,1,15,47,27,20,0,0,0
N00001775,180,37,143,75,13,62,35,1,34,61,21,40,9,2,7,92,8,84,35,1,34,23,0,23,27,6,21,7,1,6,88,29,59,40,12,28,12,1,11,34,15,19,2,1,1
N00001776,170,37,133,46,2,44,47,7,40,64,20,44,13,8,5,83,8,75,19,0,19,33,1,32,26,7,19,5,0,5,87,29,58,27,2,25,14,6,8,38,13,25,8,8,0
N00001777,185,35,150,77,11,66,37,2,35,66,20,46,5,2,3,90,5,85,33,0,33,25,2,23,29,2,27,3,1,2,95,30,65,44,11,33,12,0,12,37,18,19,2,1,1
N00001778,178,39,139,40,6,34,53,4,49,73,22,51,12,7,5,92,7,85,24,3,21,37,1,36,27,2,25,4,1,3,86,32,54,16,3,13,16,3,13,46,20,26,8,6,2
N00001779,120,43,77,17,4,13,21,1,20,50,25,25,32,13,19,62,12,50,7,0,7,20,1,19,20,8,12,15,3,12,58,31,27,10,4,6,1,0,1,30,17,13,17,10,7
N00001780,361,91,270,104,12,92,91,21,70,130,42,88,36,16,20,185,22,163,57,2,55,59,8,51,48,7,41,21,5,16,176,69,107,47,10,37,32,13,19,82,35,47,15,11,4
N00001781,205,66,139,54,4,50,50,8,42,87,45,42,14,9,5,105,12,93,33,0,33,37,4,33,30,7,23,5,1,4,100,54,46,21,4,17,13,4,9,57,38,19,9,8,1
N00001782,210,66,144,43,11,32,53,3,50,96,43,53,18,9,9,104,12,92,17,1,16,44,1,43,34,7,27,9,3,6,106,54,52,26,10,16,9,2,7,62,36,26,9,6,3
N00001783,193,46,147,43,2,41,34,5,29,95,27,68,21,12,9,99,11,88,25,0,25,28,3,25,36,5,31,10,3,7,94,35,59,18,2,16,6,2,4,59,22,37,11,9,2
N00001784,130,32,98,25,5,20,26,4,22,61,18,43,18,5,13,54,8,46,9,0,9,18,2,16,17,5,12,10,1,9,76,24,52,16,5,11,8,2,6,44,13,31,8,4,4
N00001785,144,47,97,10,4,6,31,2,29,78,31,47,25,10,15,66,3,63,3,0,3,27,1,26,25,1,24,11,1,10,78,44,34,7,4,3,4,1,3,53,30,23,14,9,5
N00001786,127,51,76,22,5,17,30,8,22,62,32,30,13,6,7,58,11,47,10,1,9,23,3,20,20,5,15,5,2,3,69,40,29,12,4,8,7,5,2,42,27,15,8,4,4
N00001787,99,25,74,5,0,5,25,4,21,47,13,34,22,8,14,49,6,43,2,0,2,19,2,17,17,2,15,11,2,9,50,19,31,3,0,3,6,2,4,30,11,19,11,6,5
N00001788,142,55,87,11,1,10,35,6,29,60,26,34,36,22,14,68,17,51,4,0,4,25,3,22,18,6,12,21,8,13,74,38,36,7,1,6,10,3,7,42,20,22,15,14,1
N00001789,253,60,193,76,14,62,55,5,50,100,29,71,22,12,10,132,15,117,34,1,33,39,3,36,47,6,41,12,5,7,121,45,76,42,13,29,16,2,14,53,23,30,10,7,3
N00001790,143,41,102,54,5,49,29,5,24,55,28,27,5,3,2,68,7,61,23,0,23,22,2,20,19,3,16,4,2,2,75,34,41,31,5,26,7,3,4,36,25,11,1,1,0
N00001791,217,68,149,77,10,67,45,13,32,80,36,44,15,9,6,108,22,86,40,3,37,32,7,25,27,9,18,9,3,6,109,46,63,37,7,30,13,6,7,53,27,26,6,6,0
N00001792,189,65,124,84,15,69,34,7,27,59,31,28,12,12,0,95,17,78,42,0,42,23,2,21,22,7,15,8,8,0,94,48,46,42,15,27,11,5,6,37,24,13,4,4,0
N00001793,239,77,162,102,22,80,54,12,42,68,31,37,15,12,3,118,22,96,51,3,48,41,8,33,17,5,12,9,6,3,121,55,66,51,19,32,13,4,9,51,26,25,6,6,0
N00001794,377,103,274,75,12,63,87,14,73,175,55,120,40,22,18,175,20,155,35,1,34,63,7,56,61,8,53,16,4,12,202,83,119,40,11,29,24,7,17,114,47,67,24,18,6
N00001795,171,45,126,49,5,44,32,4,28,73,28,45,17,8,9,80,9,71,19,1,18,22,2,20,28,3,25,11,3,8,91,36,55,30,4,26,10,2,8,45,25,20,6,5,1
N00001796,172,43,129,59,7,52,47,8,39,58,24,34,8,4,4,88,11,77,30,1,29,29,2,27,23,6,17,6,2,4,84,32,52,29,6,23,18,6,12,35,18,17,2,2,0
N00001797,165,44,121,66,9,57,29,6,23,54,22,32,16,7,9,88,16,72,34,1,33,22,4,18,20,7,13,12,4,8,77,28,49,32,8,24,7,2,5,34,15,19,4,3,1
N00001798,225,62,163,89,12,77,49,8,41,74,33,41,13,9,4,114,17,97,43,3,40,35,3,32,29,8,21,7,3,4,111,45,66,46,9,37,14,5,9,45,25,20,6,6,0
N00001799,142,46,96,47,11,36,45,9,36,44,23,21,6,3,3,77,14,63,23,1,22,38,8,30,12,4,8,4,1,3,65,32,33,24,10,14,7,1,6,32,19,13,2,2,0
N00001800,190,47,143,43,4,39,43,1,42,89,33,56,15,9,6,90,8,82,22,0,22,31,0,31,29,4,25,8,4,4,100,39,61,21,4,17,12,1,11,60,29,31,7,5,2
N00001801,222,59,163,94,18,76,55,6,49,62,30,32,11,5,6,115,15,100,51,1,50,39,3,36,19,8,11,6,3,3,107,44,63,43,17,26,16,3,13,43,22,21,5,2,3
N00001802,199,45,154,70,11,59,47,8,39,70,21,49,12,5,7,91,11,80,27,2,25,29,4,25,27,4,23,8,1,7,108,34,74,43,9,34,18,4,14,43,17,26,4,4,0
N00001803,140,37,103,28,7,21,33,1,32,60,23,37,19,6,13,68,8,60,15,2,13,29,1,28,11,2,9,13,3,10,72,29,43,13,5,8,4,0,4,49,21,28,6,3,3
N00001804,157,43,114,50,6,44,39,8,31,64,26,38,4,3,1,78,10,68,26,1,25,29,4,25,21,4,17,2,1,1,79,33,46,24,5,19,10,4,6,43,22,21,2,2,0
N00001805,476,104,372,157,17,140,116,23,93,181,49,132,22,15,7,230,32,198,69,4,65,73,10,63,76,11,65,12,7,5,246,72,174,88,13,75,43,13,30,105,38,67,10,8,2
N00001806,148,44,104,23,4,19,31,5,26,68,27,41,26,8,18,74,8,66,11,1,10,22,0,22,26,6,20,15,1,14,74,36,38,12,3,9,9,5,4,42,21,21,11,7,4
N00001807,124,32,92,30,3,27,33,6,27,47,18,29,14,5,9,60,2,58,13,1,12,20,0,20,20,1,19,7,0,7,64,30,34,17,2,15,13,6,7,27,17,10,7,5,2
N00001808,92,35,57,10,3,7,13,1,12,51,21,30,18,10,8,39,5,34,4,0,4,9,0,9,20,3,17,6,2,4,53,30,23,6,3,3,4,1,3,31,18,13,12,8,4
N00001809,107,40,67,10,4,6,21,3,18,56,25,31,20,8,12,53,7,46,3,0,3,18,2,16,22,4,18,10,1,9,54,33,21,7,4,3,3,1,2,34,21,13,10,7,3
N00001810,73,26,47,8,1,7,13,2,11,38,19,19,14,4,10,40,9,31,3,1,2,9,0,9,19,6,13,9,2,7,33,17,16,5,0,5,4,2,2,19,13,6,5,2,3
N00001811,92,28,64,11,1,10,19,3,16,44,16,28,18,8,10,47,4,43,7,0,7,15,1,14,16,2,14,9,1,8,45,24,21,4,1,3,4,2,2,28,14,14,9,7,2
N00001812,134,36,98,15,1,14,27,4,23,65,21,44,27,10,17,80,16,64,6,0,6,20,2,18,32,7,25,22,7,15,54,20,34,9,1,8,7,2,5,33,14,19,5,3,2
N00001813,52,13,39,2,0,2,10,0,10,30,8,22,10,5,5,31,4,27,1,0,1,7,0,7,16,1,15,7,3,4,21,9,12,1,0,1,3,0,3,14,7,7,3,2,1
N00001814,318,83,235,61,7,54,79,9,70,143,50,93,35,17,18,155,17,138,22,2,20,56,5,51,65,9,56,12,1,11,163,66,97,39,5,34,23,4,19,78,41,37,23,16,7
N00001815,165,48,117,32,3,29,28,3,25,79,29,50,26,13,13,80,15,65,11,0,11,22,2,20,32,7,25,15,6,9,85,33,52,21,3,18,6,1,5,47,22,25,11,7,4
N00001816,231,58,173,37,5,32,55,8,47,113,35,78,26,10,16,124,20,104,15,0,15,41,5,36,51,13,38,17,2,15,107,38,69,22,5,17,14,3,11,62,22,40,9,8,1
N00001817,148,40,108,27,8,19,41,3,38,72,23,49,8,6,2,73,6,67,9,0,9,32,1,31,28,3,25,4,2,2,75,34,41,18,8,10,9,2,7,44,20,24,4,4,0
N00001818,141,37,104,14,1,13,37,6,31,68,24,44,22,6,16,71,7,64,8,0,8,28,4,24,22,2,20,13,1,12,70,30,40,6,1,5,9,2,7,46,22,24,9,5,4
N00001819,173,58,115,36,3,33,36,7,29,84,40,44,17,8,9,86,18,68,17,1,16,25,4,21,35,11,24,9,2,7,87,40,47,19,2,17,11,3,8,49,29,20,8,6,2
N00001820,131,31,100,30,2,28,30,5,25,58,19,39,13,5,8,71,6,65,11,0,11,22,2,20,31,4,27,7,0,7,60,25,35,19,2,17,8,3,5,27,15,12,6,5,1
N00001821,339,69,270,115,8,107,76,11,65,118,37,81,30,13,17,168,19,149,50,1,49,57,7,50,42,6,36,19,5,14,171,50,121,65,7,58,19,4,15,76,31,45,11,8,3
N00001822,126,25,101,30,1,29,38,9,29,46,13,33,12,2,10,72,7,65,16,0,16,30,5,25,19,2,17,7,0,7,54,18,36,14,1,13,8,4,4,27,11,16,5,2,3
N00001823,202,53,149,44,5,39,46,5,41,94,37,57,18,6,12,103,9,94,23,2,21,35,3,32,34,3,31,11,1,10,99,44,55,21,3,18,11,2,9,60,34,26,7,5,2
N00001824,195,60,135,46,6,40,58,11,47,82,38,44,9,5,4,102,14,88,25,2,23,41,2,39,31,7,24,5,3,2,93,46,47,21,4,17,17,9,8,51,31,20,4,2,2
N00001825,120,31,89,23,3,20,29,2,27,52,16,36,16,10,6,53,7,46,8,0,8,21,1,20,20,5,15,4,1,3,67,24,43,15,3,12,8,1,7,32,11,21,12,9,3
N00001826,202,59,143,49,7,42,48,8,40,93,37,56,12,7,5,99,14,85,27,0,27,31,4,27,36,8,28,5,2,3,103,45,58,22,7,15,17,4,13,57,29,28,7,5,2
N00001827,164,58,106,44,3,41,37,11,26,66,35,31,17,9,8,85,17,68,22,0,22,30,7,23,22,6,16,11,4,7,79,41,38,22,3,19,7,4,3,44,29,15,6,5,1
N00001828,128,35,93,27,2,25,26,3,23,58,22,36,17,8,9,66,11,55,9,0,9,21,3,18,25,4,21,11,4,7,62,24,38,18,2,16,5,0,5,33,18,15,6,4,2
N00001829,120,37,83,29,0,29,31,5,26,46,26,20,14,6,8,59,10,49,13,0,13,21,2,19,14,4,10,11,4,7,61,27,34,16,0,16,10,3,7,32,22,10,3,2,1
N00001830,162,66,96,15,4,11,27,7,20,84,35,49,36,20,16,72,14,58,10,3,7,22,5,17,27,4,23,13,2,11,90,52,38,5,1,4,5,2,3,57,31,26,23,18,5
N00001831,181,49,132,49,10,39,46,9,37,76,24,52,10,6,4,87,10,77,26,1,25,32,5,27,25,3,22,4,1,3,94,39,55,23,9,14,14,4,10,51,21,30,6,5,1
N00001832,110,30,80,11,2,9,20,1,19,55,18,37,24,9,15,59,6,53,5,1,4,18,0,18,22,3,19,14,2,12,51,24,27,6,1,5,2,1,1,33,15,18,10,7,3
N00001833,150,41,109,11,1,10,30,6,24,86,22,64,23,12,11,70,11,59,7,1,6,20,4,16,32,3,29,11,3,8,80,30,50,4,0,4,10,2,8,54,19,35,12,9,3
N00001834,96,35,61,9,1,8,16,3,13,49,20,29,22,11,11,47,12,35,1,0,1,13,1,12,21,7,14,12,4,8,49,23,26,8,1,7,3,2,1,28,13,15,10,7,3
N00001835,119,37,82,12,1,11,27,1,26,60,23,37,20,12,8,62,8,54,6,0,6,25,0,25,22,5,17,9,3,6,57,29,28,6,1,5,2,1,1,38,18,20,11,9,2
N00001836,117,42,75,14,4,10,16,1,15,55,23,32,32,14,18,53,5,48,7,1,6,14,0,14,17,3,14,15,1,14,64,37,27,7,3,4,2,1,1,38,20,18,17,13,4
N00001837,85,22,63,8,2,6,22,4,18,40,10,30,15,6,9,43,3,40,3,0,3,17,2,15,14,0,14,9,1,8,42,19,23,5,2,3,5,2,3,26,10,16,6,5,1
N00001838,99,30,69,9,2,7,19,0,19,49,18,31,22,10,12,46,6,40,3,0,3,19,0,19,16,5,11,8,1,7,53,24,29,6,2,4,0,0,0,33,13,20,14,9,5
N00001839,165,40,125,69,10,59,35,4,31,56,22,34,5,4,1,80,11,69,35,4,31,21,1,20,22,4,18,2,2,0,85,29,56,34,6,28,14,3,11,34,18,16,3,2,1
N00001840,190,55,135,90,16,74,39,11,28,53,21,32,8,7,1,95,14,81,41,2,39,29,6,23,22,4,18,3,2,1,95,41,54,49,14,35,10,5,5,31,17,14,5,5,0
N00001841,193,48,145,75,13,62,39,6,33,75,26,49,4,3,1,93,13,80,34,3,31,24,1,23,34,9,25,1,0,1,100,35,65,41,10,31,15,5,10,41,17,24,3,3,0
N00001842,144,26,118,59,7,52,38,5,33,42,13,29,5,1,4,70,6,64,28,1,27,21,1,20,17,4,13,4,0,4,74,20,54,31,6,25,17,4,13,25,9,16,1,1,0
N00001843,195,48,147,81,19,62,43,7,36,59,18,41,12,4,8,103,12,91,38,2,36,32,2,30,25,6,19,8,2,6,92,36,56,43,17,26,11,5,6,34,12,22,4,2,2
N00001844,150,42,108,52,9,43,36,5,31,56,24,32,6,4,2,72,8,64,28,1,27,19,2,17,20,2,18,5,3,2,78,34,44,24,8,16,17,3,14,36,22,14,1,1,0
N00001845,141,43,98,56,11,45,20,4,16,58,24,34,7,4,3,61,5,56,23,1,22,13,1,12,22,3,19,3,0,3,80,38,42,33,10,23,7,3,4,36,21,15,4,4,0
N00001846,132,30,102,54,2,52,22,2,20,50,23,27,6,3,3,67,10,57,26,0,26,16,2,14,20,6,14,5,2,3,65,20,45,28,2,26,6,0,6,30,17,13,1,1,0
N00001847,121,33,88,41,11,30,32,8,24,42,11,31,6,3,3,68,12,56,18,2,16,28,6,22,17,2,15,5,2,3,53,21,32,23,9,14,4,2,2,25,9,16,1,1,0
N00001848,137,45,92,51,11,40,37,6,31,43,23,20,6,5,1,68,13,55,24,1,23,27,2,25,14,7,7,3,3,0,69,32,37,27,10,17,10,4,6,29,16,13,3,2,1
N00001849,132,38,94,28,8,20,35,5,30,56,21,35,13,4,9,65,6,59,13,3,10,23,2,21,22,1,21,7,0,7,67,32,35,15,5,10,12,3,9,34,20,14,6,4,2
N00001850,329,90,239,113,25,88,70,10,60,122,43,79,24,12,12,169,20,149,62,2,60,52,6,46,41,7,34,14,5,9,160,70,90,51,23,28,18,4,14,81,36,45,10,7,3
N00001851,139,41,98,41,10,31,27,7,20,64,21,43,7,3,4,64,10,54,21,4,17,16,1,15,23,4,19,4,1,3,75,31,44,20,6,14,11,6,5,41,17,24,3,2,1
N00001852,135,29,106,55,7,48,28,5,23,50,17,33,2,0,2,67,5,62,33,1,32,14,0,14,19,4,15,1,0,1,68,24,44,22,6,16,14,5,9,31,13,18,1,0,1
N00001853,155,49,106,53,9,44,41,6,35,57,31,26,4,3,1,81,8,73,28,0,28,32,3,29,20,5,15,1,0,1,74,41,33,25,9,16,9,3,6,37,26,11,3,3,0
N00001854,108,34,74,11,3,8,19,1,18,48,18,30,30,12,18,50,8,42,4,0,4,14,0,14,15,6,9,17,2,15,58,26,32,7,3,4,5,1,4,33,12,21,13,10,3
N00001855,147,42,105,25,4,21,38,7,31,61,19,42,23,12,11,72,11,61,6,1,5,29,4,25,22,2,20,15,4,11,75,31,44,19,3,16,9,3,6,39,17,22,8,8,0
N00001856,130,42,88,31,6,25,25,6,19,60,19,41,14,11,3,62,11,51,12,2,10,18,2,16,26,3,23,6,4,2,68,31,37,19,4,15,7,4,3,34,16,18,8,7,1
N00001857,138,40,98,27,6,21,32,4,28,57,18,39,22,12,10,71,9,62,11,1,10,27,2,25,24,4,20,9,2,7,67,31,36,16,5,11,5,2,3,33,14,19,13,10,3
N00001858,97,39,58,13,2,11,23,8,15,37,14,23,24,15,9,44,13,31,5,0,5,15,3,12,12,4,8,12,6,6,53,26,27,8,2,6,8,5,3,25,10,15,12,9,3
N00001859,117,37,80,17,4,13,21,5,16,61,21,40,18,7,11,60,11,49,7,1,6,18,4,14,23,4,19,12,2,10,57,26,31,10,3,7,3,1,2,38,17,21,6,5,1
N00001860,72,25,47,9,0,9,10,0,10,35,12,23,18,13,5,32,8,24,4,0,4,9,0,9,12,5,7,7,3,4,40,17,23,5,0,5,1,0,1,23,7,16,11,10,1
N00001861,102,31,71,11,0,11,16,2,14,50,13,37,25,16,9,51,7,44,6,0,6,12,1,11,18,0,18,15,6,9,51,24,27,5,0,5,4,1,3,32,13,19,10,10,0
N00001862,183,47,136,45,8,37,44,2,42,70,22,48,24,15,9,96,12,84,20,1,19,32,0,32,30,4,26,14,7,7,87,35,52,25,7,18,12,2,10,40,18,22,10,8,2
N00001863,106,37,69,29,6,23,25,4,21,40,19,21,12,8,4,53,7,46,16,0,16,21,3,18,10,1,9,6,3,3,53,30,23,13,6,7,4,1,3,30,18,12,6,5,1
N00001864,157,41,116,66,18,48,42,8,34,41,10,31,8,5,3,85,10,75,33,4,29,30,3,27,17,0,17,5,3,2,72,31,41,33,14,19,12,5,7,24,10,14,3,2,1
N00001865,230,48,182,99,13,86,52,4,48,71,27,44,8,4,4,120,11,109,49,2,47,37,2,35,29,5,24,5,2,3,110,37,73,50,11,39,15,2,13,42,22,20,3,2,1
N00001866,126,24,102,44,2,42,32,5,27,39,13,26,11,4,7,61,5,56,21,0,21,21,2,19,12,2,10,7,1,6,65,19,46,23,2,21,11,3,8,27,11,16,4,3,1
N00001867,196,54,142,48,10,38,54,6,48,76,30,46,18,8,10,110,15,95,25,2,23,38,2,36,32,6,26,15,5,10,86,39,47,23,8,15,16,4,12,44,24,20,3,3,0
N00001868,189,65,124,66,9,57,38,8,30,78,42,36,7,6,1,93,18,75,36,3,33,24,4,20,29,8,21,4,3,1,96,47,49,30,6,24,14,4,10,49,34,15,3,3,0
N00001869,158,45,113,51,7,44,40,9,31,61,27,34,6,2,4,70,7,63,27,1,26,27,3,24,14,2,12,2,1,1,88,38,50,24,6,18,13,6,7,47,25,22,4,1,3
N00001870,167,42,125,59,7,52,40,8,32,59,23,36,9,4,5,88,13,75,29,1,28,26,3,23,27,7,20,6,2,4,79,29,50,30,6,24,14,5,9,32,16,16,3,2,1
N00001871,213,39,174,79,9,70,52,6,46,75,20,55,7,4,3,103,7,96,32,2,30,35,1,34,34,4,30,2,0,2,110,32,78,47,7,40,17,5,12,41,16,25,5,4,1
N00001872,126,24,102,43,4,39,33,6,27,46,11,35,4,3,1,61,8,53,18,1,17,21,3,18,20,3,17,2,1,1,65,16,49,25,3,22,12,3,9,26,8,18,2,2,0
N00001873,467,100,367,230,27,203,97,12,85,116,49,67,24,12,12,236,14,222,115,0,115,67,4,63,42,6,36,12,4,8,231,86,145,115,27,88,30,8,22,74,43,31,12,8,4
N00001874,204,57,147,74,10,64,35,9,26,81,27,54,14,11,3,105,18,87,40,2,38,26,5,21,33,8,25,6,3,3,99,39,60,34,8,26,9,4,5,48,19,29,8,8,0
N00001875,117,32,85,56,9,47,21,2,19,37,20,17,3,1,2,61,7,54,29,1,28,14,0,14,15,5,10,3,1,2,56,25,31,27,8,19,7,2,5,22,15,7,0,0,0
N00001876,153,40,113,61,10,51,28,2,26,58,26,32,6,2,4,79,7,72,32,0,32,20,1,19,22,5,17,5,1,4,74,33,41,29,10,19,8,1,7,36,21,15,1,1,0
N00001877,110,22,88,56,7,49,15,1,14,35,10,25,4,4,0,49,2,47,24,0,24,10,0,10,15,2,13,0,0,0,61,20,41,32,7,25,5,1,4,20,8,12,4,4,0
N00001878,132,41,91,48,10,38,32,6,26,48,22,26,4,3,1,65,11,54,24,3,21,25,2,23,15,6,9,1,0,1,67,30,37,24,7,17,7,4,3,33,16,17,3,3,0
N00001879,153,42,111,75,17,58,27,4,23,47,20,27,4,1,3,74,12,62,34,3,31,19,2,17,18,7,11,3,0,3,79,30,49,41,14,27,8,2,6,29,13,16,1,1,0
N00001880,167,43,124,21,3,18,50,5,45,78,29,49,18,6,12,93,13,80,8,0,8,40,2,38,35,8,27,10,3,7,74,30,44,13,3,10,10,3,7,43,21,22,8,3,5
N00001881,407,132,275,67,13,54,94,15,79,189,78,111,57,26,31,200,27,173,31,1,30,64,3,61,67,11,56,38,12,26,207,105,102,36,12,24,30,12,18,122,67,55,19,14,5
N00001882,122,33,89,27,4,23,21,3,18,60,20,40,14,6,8,57,7,50,13,0,13,16,3,13,21,3,18,7,1,6,65,26,39,14,4,10,5,0,5,39,17,22,7,5,2
N00001883,121,35,86,12,3,9,31,6,25,52,15,37,26,11,15,53,6,47,5,1,4,19,2,17,15,0,15,14,3,11,68,29,39,7,2,5,12,4,8,37,15,22,12,8,4
N00001884,109,30,79,20,2,18,22,2,20,53,16,37,14,10,4,54,6,48,13,1,12,19,1,18,16,2,14,6,2,4,55,24,31,7,1,6,3,1,2,37,14,23,8,8,0
N00001885,64,23,41,7,3,4,14,2,12,36,13,23,7,5,2,32,4,28,3,0,3,12,0,12,14,2,12,3,2,1,32,19,13,4,3,1,2,2,0,22,11,11,4,3,1
N00001886,84,27,57,3,2,1,14,1,13,51,19,32,16,5,11,45,9,36,1,1,0,13,0,13,21,5,16,10,3,7,39,18,21,2,1,1,1,1,0,30,14,16,6,2,4
N00001887,144,45,99,22,1,21,31,7,24,71,26,45,20,11,9,72,8,64,16,0,16,26,3,23,21,3,18,9,2,7,72,37,35,6,1,5,5,4,1,50,23,27,11,9,2
N00001888,132,38,94,27,7,20,32,6,26,53,18,35,20,7,13,69,5,64,13,1,12,23,2,21,24,2,22,9,0,9,63,33,30,14,6,8,9,4,5,29,16,13,11,7,4
N00001889,102,36,66,10,2,8,12,1,11,61,25,36,19,8,11,57,9,48,7,0,7,10,0,10,25,3,22,15,6,9,45,27,18,3,2,1,2,1,1,36,22,14,4,2,2
N00001890,289,81,208,81,11,70,67,4,63,121,54,67,20,12,8,145,19,126,47,3,44,49,3,46,40,11,29,9,2,7,144,62,82,34,8,26,18,1,17,81,43,38,11,10,1
N00001891,197,59,138,63,12,51,41,6,35,76,31,45,17,10,7,108,18,90,36,1,35,30,5,25,28,4,24,14,8,6,89,41,48,27,11,16,11,1,10,48,27,21,3,2,1
N00001892,120,33,87,27,5,22,35,6,29,51,18,33,7,4,3,58,6,52,12,1,11,27,2,25,15,1,14,4,2,2,62,27,35,15,4,11,8,4,4,36,17,19,3,2,1
N00001893,106,28,78,18,5,13,19,2,17,58,17,41,11,4,7,51,8,43,6,1,5,14,2,12,23,2,21,8,3,5,55,20,35,12,4,8,5,0,5,35,15,20,3,1,2
N00001894,123,47,76,15,1,14,29,5,24,60,28,32,19,13,6,63,15,48,7,0,7,21,3,18,26,8,18,9,4,5,60,32,28,8,1,7,8,2,6,34,20,14,10,9,1
N00001895,131,36,95,20,4,16,23,3,20,70,23,47,18,6,12,61,6,55,8,0,8,13,1,12,31,4,27,9,1,8,70,30,40,12,4,8,10,2,8,39,19,20,9,5,4
N00001896,234,59,175,68,7,61,47,7,40,100,36,64,19,9,10,115,13,102,33,0,33,32,3,29,41,7,34,9,3,6,119,46,73,35,7,28,15,4,11,59,29,30,10,6,4
N00001897,136,41,95,30,3,27,32,6,26,64,25,39,10,7,3,63,11,52,13,1,12,24,3,21,21,4,17,5,3,2,73,30,43,17,2,15,8,3,5,43,21,22,5,4,1
N00001898,127,37,90,27,4,23,26,3,23,53,18,35,21,12,9,64,10,54,10,0,10,21,1,20,20,4,16,13,5,8,63,27,36,17,4,13,5,2,3,33,14,19,8,7,1
N00001899,86,16,70,14,3,11,13,2,11,45,6,39,14,5,9,45,3,42,7,0,7,9,1,8,19,0,19,10,2,8,41,13,28,7,3,4,4,1,3,26,6,20,4,3,1
N00001900,184,47,137,66,9,57,51,5,46,50,23,27,17,10,7,111,14,97,38,3,35,44,3,41,17,2,15,12,6,6,73,33,40,28,6,22,7,2,5,33,21,12,5,4,1
N00001901,187,53,134,44,9,35,63,8,55,65,27,38,15,9,6,108,17,91,26,2,24,51,4,47,22,8,14,9,3,6,79,36,43,18,7,11,12,4,8,43,19,24,6,6,0
N00001902,208,65,143,68,15,53,56,8,48,76,37,39,8,5,3,108,15,93,32,3,29,47,5,42,25,6,19,4,1,3,100,50,50,36,12,24,9,3,6,51,31,20,4,4,0
N00001903,211,55,156,99,19,80,51,11,40,58,25,33,3,0,3,105,13,92,47,2,45,32,4,28,25,7,18,1,0,1,106,42,64,52,17,35,19,7,12,33,18,15,2,0,2
N00001904,135,40,95,27,1,26,40,6,34,61,31,30,7,2,5,63,8,55,11,0,11,25,2,23,21,4,17,6,2,4,72,32,40,16,1,15,15,4,11,40,27,13,1,0,1
N00001905,122,36,86,25,5,20,32,2,30,49,18,31,16,11,5,65,9,56,12,2,10,27,1,26,19,3,16,7,3,4,57,27,30,13,3,10,5,1,4,30,15,15,9,8,1
N00001906,165,43,122,38,8,30,49,4,45,62,23,39,16,8,8,91,11,80,24,1,23,39,2,37,17,4,13,11,4,7,74,32,42,14,7,7,10,2,8,45,19,26,5,4,1
N00001907,171,49,122,33,5,28,52,8,44,70,27,43,16,9,7,80,9,71,10,1,9,38,3,35,27,5,22,5,0,5,91,40,51,23,4,19,14,5,9,43,22,21,11,9,2
N00001908,134,31,103,19,3,16,50,6,44,48,17,31,17,5,12,74,3,71,7,0,7,35,0,35,21,1,20,11,2,9,60,28,32,12,3,9,15,6,9,27,16,11,6,3,3
N00001909,180,58,122,27,7,20,51,10,41,87,30,57,15,11,4,99,19,80,15,2,13,35,3,32,40,9,31,9,5,4,81,39,42,12,5,7,16,7,9,47,21,26,6,6,0
N00001910,220,66,154,61,11,50,42,11,31,101,36,65,16,8,8,114,13,101,30,1,29,31,4,27,43,6,37,10,2,8,106,53,53,31,10,21,11,7,4,58,30,28,6,6,0
N00001911,135,36,99,30,3,27,22,1,21,60,24,36,23,8,15,61,4,57,10,0,10,14,0,14,24,3,21,13,1,12,74,32,42,20,3,17,8,1,7,36,21,15,10,7,3
N00001912,192,40,152,88,10,78,36,4,32,60,20,40,8,6,2,92,11,81,40,2,38,30,3,27,18,3,15,4,3,1,100,29,71,48,8,40,6,1,5,42,17,25,4,3,1
N00001913,156,34,122,55,10,45,35,3,32,55,15,40,11,6,5,75,14,61,21,3,18,25,3,22,22,5,17,7,3,4,81,20,61,34,7,27,10,0,10,33,10,23,4,3,1
N00001914,179,39,140,73,8,65,42,6,36,52,21,31,12,4,8,82,13,69,29,1,28,27,2,25,21,9,12,5,1,4,97,26,71,44,7,37,15,4,11,31,12,19,7,3,4
N00001915,350,76,274,165,18,147,56,13,43,106,38,68,23,7,16,162,22,140,70,4,66,37,8,29,39,7,32,16,3,13,188,54,134,95,14,81,19,5,14,67,31,36,7,4,3
