personId,name,kind,sourceAsserted,keyedBy,candidacies,firstYear,lastYear,span,largest_gap,bodies,parties,severity,reasons
109729,John O'Rourke,OVER-MERGE,yes,src,2,1965,2014,49,49,2,Independent / Irish Labour,7,span 49y; gap 49y (1965->2014)
75734,Gerard Burns,OVER-MERGE,,id,2,1973,2022,49,49,2,Independent / Republican Clubs,7,span 49y; gap 49y (1973->2022)
103775,Vincent McHugh,OVER-MERGE,yes,src,3,1951,1999,48,45,2,Fine Gael / Independent,7,span 48y; gap 45y (1954->1999)
108893,Colm O'Donnell,OVER-MERGE,yes,src,2,1951,1999,48,48,2,Independent,7,span 48y; gap 48y (1951->1999)
16298,Vincent MacDowell,OVER-MERGE,yes,src,4,1954,2002,48,26,2,Green / Independent / Irish Labour / Non party/Independent,7,span 48y; gap 26y (1973->1999)
83992,Eamonn McCann,OVER-MERGE,,id,10,1970,2017,47,33,4,Independent Other / PBP / Socialist Environmental Alliance,7,span 47y; gap 33y (1970->2003)
103689,Seán Healy,OVER-MERGE,yes,src,2,1923,1969,46,46,1,Cumann na nGaedheal / Independent,7,span 46y; gap 46y (1923->1969)
100970,David Hanna,OVER-MERGE,,id,4,1973,2019,46,38,1,DUP / UKIP,7,span 46y; gap 38y (1981->2019)
76808,William Blair,OVER-MERGE,,id,7,1973,2019,46,26,1,TUV / UUP,7,span 46y; gap 26y (1985->2011)
68620,Bernard McGrath,OVER-MERGE,,id,4,1977,2023,46,37,1,Independent / SDLP,7,span 46y; gap 37y (1977->2014)
100023,Thomas McEllistrim,OVER-MERGE,yes,src,19,1923,1997,74,19,1,Fianna Fáil / Republican,6,span 74y
100779,Seamus Rodgers,OVER-MERGE,yes,src,12,1961,2019,58,12,3,Democratic Left / Irish Labour / Sinn Féin / Sinn Féin Workers',5,span 58y
112608,James Kelly,OVER-MERGE,yes,src,5,1969,2024,55,23,2,Independent / Irish Labour,5,span 55y
100022,Paddy Smith,OVER-MERGE,yes,src,17,1923,1973,50,5,1,Fianna Fáil / Republican,5,span 50y
98924,James McKeown,OVER-MERGE,,id,8,1973,2023,50,20,2,Sinn Féin / UUP,5,span 50y
100545,James Baird,OVER-MERGE,,id,8,1973,2023,50,24,1,UUP,5,span 50y
68780,Jim Rodgers,OVER-MERGE,,id,11,1973,2023,50,20,2,UUP / Vanguard Unionist Progressive Party,5,span 50y
112666,Eamon de Valera,OVER-MERGE,yes,src,21,1918,1966,48,7,2,Anti-Treaty Sinn Féin / Fianna Fáil / Republican / Sinn Féin,5,span 48y
101881,Frank Feery,OVER-MERGE,yes,src,6,1961,2009,48,22,2,Fine Gael / Independent,5,span 48y
101980,Lorcan Allen,OVER-MERGE,yes,src,8,1961,2009,48,18,2,Fianna Fáil,5,span 48y
100068,Patrick J McGilligan,OVER-MERGE,yes,src,16,1918,1965,47,5,1,Cumann na nGaedheal / Fine Gael / Sinn Féin,5,span 47y
103839,Seán MacEntee,OVER-MERGE,yes,src,16,1918,1965,47,8,1,Fianna Fáil / Republican / Sinn Féin,5,span 47y
76322,Alasdair McDonnell,OVER-MERGE,,id,22,1970,2017,47,7,3,National Democratic Party / SDLP,5,span 47y
94434,Gregory Campbell,OVER-MERGE,,id,24,1977,2024,47,5,3,DUP,5,span 47y
96356,Sammy Wilson,OVER-MERGE,,id,21,1977,2024,47,5,3,DUP,5,span 47y
105416,Frank Aiken,OVER-MERGE,yes,src,16,1923,1969,46,5,1,Fianna Fáil / Republican,5,span 46y
113285,Noel Collins,OVER-MERGE,yes,src,7,1973,2019,46,18,2,Independent / Non party/Independent,5,span 46y
80140,Dermot Curran,OVER-MERGE,,id,13,1973,2019,46,6,2,SDLP,5,span 46y
100055,William Logan,OVER-MERGE,,id,11,1973,2019,46,14,1,DUP / Independent / SDLP / UUP,5,span 46y
32086,Robert Hill,OVER-MERGE,,id,11,1973,2019,46,8,1,DUP / Independent / UKIP / UUP,5,span 46y
69704,John Carson,OVER-MERGE,,id,14,1973,2019,46,8,1,DUP / UUP,5,span 46y
29661,Sean Hagan,OVER-MERGE,,id,10,1973,2019,46,14,1,Alliance,5,span 46y
100124,Michael Long,OVER-MERGE,,id,9,1977,2023,46,16,1,Alliance / Unionist Party of Northern Ireland,5,span 46y
94331,Alan Graham,OVER-MERGE,,id,11,1977,2023,46,8,1,DUP,5,span 46y
83992+106186,Eamonn McCann,UNDER-MERGE,,id/id,11,1970,2019,49,2,,Independent Other / PBP / Socialist Environmental Alliance,4,"same name, careers 1970-2017 then 2019-2019, gap 2y"
104022+99683,David Bleakley,UNDER-MERGE,,id/id,12,1949,1998,49,5,,Independent Other / Labour Party of Northern Ireland / NI Labour,4,"same name, careers 1949-1965 then 1970-1998, gap 5y"
105792+83992,Eamonn McCann,UNDER-MERGE,,id/id,11,1969,2017,48,1,,Independent Other / NI Labour / PBP / Socialist Environmental Alliance,4,"same name, careers 1969-1969 then 1970-2017, gap 1y"
112860+105416,Frank Aiken,UNDER-MERGE,,id/src,17,1921,1969,48,2,,Fianna Fáil / Republican / Sinn Féin,4,"same name, careers 1921-1921 then 1923-1969, gap 2y"
116616+85957,William King,UNDER-MERGE,,id/id,12,1973,2019,46,4,,UUP,4,"same name, careers 1973-1973 then 1977-2019, gap 4y"
85957+117697,William King,UNDER-MERGE,,id/src,12,1977,2020,43,1,,Independent / UUP,4,"same name, careers 1977-2019 then 2020-2020, gap 1y"
112744+100021,James Everett,UNDER-MERGE,,name/src,16,1922,1965,43,1,,Independent / Irish Labour,4,"same name, careers 1922-1922 then 1923-1965, gap 1y"
100027+112668,Dan Breen,UNDER-MERGE,,name/src,14,1922,1961,39,1,,Fianna Fáil / Independent / Joint Panel Nomination (Pro/Anti Treaty) / Republican,4,"same name, careers 1922-1922 then 1923-1961, gap 1y"
104615+48601,Ian Paisley,UNDER-MERGE,,id/id,23,1969,2007,38,0,,DUP / Protestant Unionist / Protestant Unionist Party,4,"same name, careers 1969-1970 then 1970-2007, gap 0y"
104040+80677,John Taylor,UNDER-MERGE,,id/id,14,1965,2003,38,4,,UUP,4,"same name, careers 1965-1969 then 1973-2003, gap 4y"
107159+112913,Seán Flanagan,UNDER-MERGE,,src/id,10,1951,1989,38,5,,Fianna Fáil / Workers Party,4,"same name, careers 1951-1984 then 1989-1989, gap 5y"
104045+104111,Cahir Healy,UNDER-MERGE,,id/id,9,1925,1962,37,4,,Nationalist Party,4,"same name, careers 1925-1925 then 1929-1962, gap 4y"
105948+17395,Eddie McGrady,UNDER-MERGE,,id/id,13,1969,2005,36,4,,National Democratic Party / SDLP,4,"same name, careers 1969-1969 then 1973-2005, gap 4y"
100554+113289,George Jones,UNDER-MERGE,,id/src,10,1973,2009,36,2,,Alliance / Fine Gael / Independent,4,"same name, careers 1973-1989 then 1991-2009, gap 2y"
100228+101251,Peter Fitzpatrick,UNDER-MERGE,,id/src,10,1985,2020,35,0,,Fine Gael / Independent / SDLP,4,"same name, careers 1985-2011 then 2011-2020, gap 0y"
100292+112975,Erskine H. Childers,UNDER-MERGE,,src/name,12,1938,1973,35,0,,Fianna Fáil,4,"same name, careers 1938-1973 then 1973-1973, gap 0y"
27771+112796,Gerry Adams,UNDER-MERGE,,id/src,13,1982,2016,34,1,,Sinn Féin,4,"same name, careers 1982-2010 then 2011-2016, gap 1y"
107990+112921,Joseph Mooney,UNDER-MERGE,,src/id,3,1943,1977,34,4,,DUP / Fianna Fáil / Independent,4,"same name, careers 1943-1973 then 1977-1977, gap 4y"
116793+3525,Billy Boyd,UNDER-MERGE,,id/id,7,1969,2001,32,4,,DUP / Independent / NI Labour / Northern Ireland Labour Party,4,"same name, careers 1969-1969 then 1973-2001, gap 4y"
102295+33340,William Martin,UNDER-MERGE,,id/id,8,1973,2005,32,3,,UUP,4,"same name, careers 1973-1982 then 1985-2005, gap 3y"
105494+58368,John Hume,UNDER-MERGE,,id/id,16,1969,2001,32,4,,Independent Nationalist / SDLP,4,"same name, careers 1969-1969 then 1973-2001, gap 4y"
100035+112671,Daniel Morrissey,UNDER-MERGE,,name/src,13,1922,1954,32,1,,Cumann na nGaedheal / Fine Gael / Independent / Irish Labour,4,"same name, careers 1922-1922 then 1923-1954, gap 1y"
39902+101361,Fred Cobain,UNDER-MERGE,,id/id,10,1992,2023,31,3,,DUP / UCUNF / UUP,4,"same name, careers 1992-2011 then 2014-2023, gap 3y"
100614+101377,Paddy Lynn,UNDER-MERGE,,id/id,8,1993,2023,30,3,,Workers Party / Workers' Party,4,"same name, careers 1993-2011 then 2014-2023, gap 3y"
17997+112688,Austin Currie,UNDER-MERGE,,id/src,9,1973,2002,29,4,,Fine Gael / Independent Nationalist / SDLP,4,"same name, careers 1973-1986 then 1990-2002, gap 4y"
104166+104211,Robert O'Neill,UNDER-MERGE,,id/id,9,1922,1951,29,5,,UUP,4,"same name, careers 1922-1945 then 1950-1951, gap 5y"
117098+8355,Eddie McAteer,UNDER-MERGE,,id/id,9,1945,1973,28,4,,Nationalist Party,4,"same name, careers 1945-1949 then 1953-1973, gap 4y"
104061+97535,James Kilfedder,UNDER-MERGE,,id/id,15,1964,1992,28,4,,UUP / Ulster Popular Unionist Party,4,"same name, careers 1964-1966 then 1970-1992, gap 4y"
102949+111123,Patrick Murphy,UNDER-MERGE,,src/id,5,1957,1985,28,4,,Irish Labour / SDLP / Sinn Féin,4,"same name, careers 1957-1969 then 1973-1985, gap 4y"
103907+103982,William Grant,UNDER-MERGE,,id/id,7,1921,1949,28,4,,UUP,4,"same name, careers 1921-1925 then 1929-1949, gap 4y"
116890+103912,J. M. Andrews,UNDER-MERGE,,id/id,7,1921,1949,28,4,,UUP,4,"same name, careers 1921-1925 then 1929-1949, gap 4y"
104538+103984,John Milne Barbour,UNDER-MERGE,,id/id,7,1921,1949,28,4,,UUP,4,"same name, careers 1921-1925 then 1929-1949, gap 4y"
18136+113349,Michelle Gildernew,UNDER-MERGE,,id/src,14,1997,2024,27,5,,Sinn Féin,4,"same name, careers 1997-2019 then 2024-2024, gap 5y"
25596+118047,David Collins,UNDER-MERGE,,id/src,8,1997,2024,27,4,,Fine Gael / Independent / Natural Law / Natural Law Party,4,"same name, careers 1997-2000 then 2004-2024, gap 4y"
103870+26641,Harry West,UNDER-MERGE,,id/id,11,1954,1981,27,4,,UUP,4,"same name, careers 1954-1969 then 1973-1981, gap 4y"
100225+120619,John McNamee,UNDER-MERGE,,id/src,8,1997,2024,27,1,,Sinn Féin / Social Democrats,4,"same name, careers 1997-2023 then 2024-2024, gap 1y"
9951+118642,Joe Byrne,UNDER-MERGE,,id/src,11,1993,2019,26,3,,Fine Gael / SDLP,4,"same name, careers 1993-2011 then 2014-2019, gap 3y"
104113+54656,Brian Faulkner,UNDER-MERGE,,id/id,8,1949,1975,26,4,,UUP / Unionist Party of Northern Ireland,4,"same name, careers 1949-1969 then 1973-1975, gap 4y"
112724+88833,Pat Doherty,UNDER-MERGE,,src/id,12,1989,2015,26,0,,Sinn Féin,4,"same name, careers 1989-1997 then 1997-2015, gap 0y"
113063+101240,Patrick MacCarvill,UNDER-MERGE,,name/src,4,1922,1948,26,1,,Anti-Treaty Sinn Féin / Clann na Poblachta / Fianna Fáil / Republican,4,"same name, careers 1922-1922 then 1923-1948, gap 1y"
104564+62512,Gerry Fitt,UNDER-MERGE,,id/id,11,1958,1983,25,3,,Independent Other / Irish Labour / Republican Labour / SDLP,4,"same name, careers 1958-1962 then 1965-1983, gap 3y"
104174+1961,Lawrence Orr,UNDER-MERGE,,id/id,8,1950,1974,24,4,,UUP,4,"same name, careers 1950-1966 then 1970-1974, gap 4y"
112730+16260,Mark Durkan,UNDER-MERGE,,id/id,10,1993,2017,24,1,,SDLP,4,"same name, careers 1993-1997 then 1998-2017, gap 1y"
104328+69340,Charles Poots,UNDER-MERGE,,id/id,7,1969,1993,24,4,,DUP / Protestant Unionist,4,"same name, careers 1969-1969 then 1973-1993, gap 4y"
103819+103992,John William Nixon,UNDER-MERGE,,id/id,6,1925,1949,24,4,,Independent Unionist / UUP,4,"same name, careers 1925-1925 then 1929-1949, gap 4y"
104020+117617,Roderick O'Connor,UNDER-MERGE,,id/id,7,1949,1973,24,4,,Nationalist Party / Nationalist Party (Northern Ireland),4,"same name, careers 1949-1969 then 1973-1973, gap 4y"
104023+104127,Harry Diamond,UNDER-MERGE,,id/id,7,1945,1969,24,4,,Republican Labour / Socialist Republican Party,4,"same name, careers 1945-1949 then 1953-1969, gap 4y"
113273+108076,Michael McShane,UNDER-MERGE,,src/id,4,1969,1993,24,2,,Fine Gael / SDLP,4,"same name, careers 1969-1991 then 1993-1993, gap 2y"
12035+118798,Michael Healy,UNDER-MERGE,,id/src,8,1981,2004,23,2,,Alliance / Fianna Fáil / Independent,4,"same name, careers 1981-1997 then 1999-2004, gap 2y"
113308+103749,Tom Crosby,UNDER-MERGE,,src/name,7,1991,2014,23,0,,Fianna Fáil / Independent / Non-party,4,"same name, careers 1991-2014 then 2014-2014, gap 0y"
104129+112808,Robert Lynn,UNDER-MERGE,,id/id,7,1922,1945,23,5,,UUP,4,"same name, careers 1922-1924 then 1929-1945, gap 5y"
112863+17997,Austin Currie,UNDER-MERGE,,id/id,8,1964,1986,22,4,,Independent Nationalist / Nationalist Party / SDLP,4,"same name, careers 1964-1969 then 1973-1986, gap 4y"
34716+112725,John Cushnahan,UNDER-MERGE,,id/src,10,1977,1999,22,2,,Alliance / Fine Gael,4,"same name, careers 1977-1987 then 1989-1999, gap 2y"
46823+112046,Michael Murphy,UNDER-MERGE,,src/id,9,1951,1973,22,0,,Irish Labour / Irish Labour Party / Labour Party (Ireland),4,"same name, careers 1951-1973 then 1973-1973, gap 0y"
103924+95853,William Craig,UNDER-MERGE,,id/id,9,1960,1982,22,5,,UUP / Vanguard Unionist Progressive Party,4,"same name, careers 1960-1969 then 1974-1982, gap 5y"
101859+119358,Dr Bill Tormey,UNDER-MERGE,,src/name,9,1992,2014,22,3,,Fine Gael / Independent / Independent Labour / Non party/Independent,4,"same name, careers 1992-2011 then 2014-2014, gap 3y"
100343+111213,Seán Hayes,UNDER-MERGE,,name/src,7,1922,1943,21,5,,Fianna Fáil / Pro-Treaty Sinn Féin,4,"same name, careers 1922-1922 then 1927-1943, gap 5y"
100465+113180,John Butler,UNDER-MERGE,,name/src,6,1922,1943,21,1,,Fine Gael / Independent / Irish Labour,4,"same name, careers 1922-1922 then 1923-1943, gap 1y"
105862+105736,Nat Minford,UNDER-MERGE,,id/id,5,1953,1973,20,4,,UUP,4,"same name, careers 1953-1969 then 1973-1973, gap 4y"
104430+104354,Jack Beattie,UNDER-MERGE,,id/id,5,1929,1949,20,5,,Independent Labour / NI Labour,4,"same name, careers 1929-1933 then 1938-1949, gap 5y"
119344+101813,Brendan Kenneally,UNDER-MERGE,,name/src,6,1991,2011,20,1,,Fianna Fáil,4,"same name, careers 1991-1991 then 1992-2011, gap 1y"
104120+103810,William James Morgan,UNDER-MERGE,,id/id,7,1949,1969,20,1,,UUP,4,"same name, careers 1949-1958 then 1959-1969, gap 1y"
117918+119382,Josie Conneely,UNDER-MERGE,,src/name,5,1999,2019,20,5,,Fianna Fáil / Independent,4,"same name, careers 1999-2014 then 2019-2019, gap 5y"
102661+38454,Russell Watton,UNDER-MERGE,,id/id,5,2005,2023,18,3,,Independent / PUP,4,"same name, careers 2005-2011 then 2014-2023, gap 3y"
56227+105862,Nat Minford,UNDER-MERGE,,id/id,5,1951,1969,18,2,,UUP,4,"same name, careers 1951-1951 then 1953-1969, gap 2y"
100098+112597,Patrick O'Donnell,UNDER-MERGE,,src/name,6,1951,1969,18,4,,Fine Gael,4,"same name, careers 1951-1965 then 1969-1969, gap 4y"
122892+122814,James O'Connor,UNDER-MERGE,,id/id,5,1892,1910,18,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1910, gap 5y"
100898+121337,John Monaghan,UNDER-MERGE,,id/src,5,1973,1991,18,2,,Fianna Fáil / SDLP,4,"same name, careers 1973-1989 then 1991-1991, gap 2y"
100938+121995,Michael O'Neill,UNDER-MERGE,,id/src,5,1973,1991,18,2,,Progressive Democrats / SDLP,4,"same name, careers 1973-1989 then 1991-1991, gap 2y"
123000+122785,John Roche,UNDER-MERGE,,id/id,6,1892,1910,18,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1910, gap 5y"
123087+122807,William Field,UNDER-MERGE,,id/id,6,1892,1910,18,5,,Irish National League / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1910, gap 5y"
122909+122765,Anthony Donelan,UNDER-MERGE,,id/id,6,1892,1910,18,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1910, gap 5y"
122933+122771,Edward Barry,UNDER-MERGE,,id/id,6,1892,1910,18,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1910, gap 5y"
122963+122775,J. G. Swift MacNeill,UNDER-MERGE,,id/id,6,1892,1910,18,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1910, gap 5y"
123055+122797,Samuel Young,UNDER-MERGE,,id/id,6,1892,1910,18,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1910, gap 5y"
123063+122800,Thomas Esmonde,UNDER-MERGE,,id/id,6,1892,1910,18,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1910, gap 5y"
122801+123491,Thomas Lorimer Corbett,UNDER-MERGE,,id/id,5,1892,1910,18,4,,Irish Unionist / Irish Unionist Alliance,4,"same name, careers 1892-1906 then 1910-1910, gap 4y"
100862+104485,Danny O'Connor,UNDER-MERGE,,id/id,5,1997,2014,17,3,,Independent / SDLP,4,"same name, careers 1997-2011 then 2014-2014, gap 3y"
59262+117308,Alan Robinson,UNDER-MERGE,,id/id,5,2005,2022,17,3,,DUP,4,"same name, careers 2005-2019 then 2022-2022, gap 3y"
117634+61770,Paula Bradshaw,UNDER-MERGE,,id/id,9,2005,2022,17,5,,Alliance / UCUNF / UUP,4,"same name, careers 2005-2005 then 2010-2022, gap 5y"
100668+112778,Denis Healy,UNDER-MERGE,,name/src,5,1927,1944,17,0,,Clann na Talmhan / Fianna Fáil / Independent,4,"same name, careers 1927-1927 then 1927-1944, gap 0y"
101056+119462,John Campbell,UNDER-MERGE,,id/src,5,1997,2014,17,3,,Independent / SDLP,4,"same name, careers 1997-2011 then 2014-2014, gap 3y"
103934+104228,George Leeke,UNDER-MERGE,,id/id,5,1921,1938,17,4,,Nationalist Party,4,"same name, careers 1921-1925 then 1929-1938, gap 4y"
116931+104189,John Fawcett Gordon,UNDER-MERGE,,id/id,5,1921,1938,17,4,,UUP,4,"same name, careers 1921-1925 then 1929-1938, gap 4y"
117716+104274,David Reid,UNDER-MERGE,,src/id,7,1918,1935,17,4,,UUP / Unionist,4,"same name, careers 1918-1918 then 1922-1935, gap 4y"
104503+349,John Maginnis,UNDER-MERGE,,id/id,5,1959,1975,16,4,,UUP / Unionist Party of Northern Ireland,4,"same name, careers 1959-1966 then 1970-1975, gap 4y"
103805+116793,Billy Boyd,UNDER-MERGE,,id/id,7,1953,1969,16,0,,NI Labour,4,"same name, careers 1953-1969 then 1969-1969, gap 0y"
105920+24471,Paddy Devlin,UNDER-MERGE,,id/id,5,1969,1985,16,4,,Independent / Labour Party of Northern Ireland / NI Labour / SDLP,4,"same name, careers 1969-1969 then 1973-1985, gap 4y"
117219+46735,Brian Hanvey,UNDER-MERGE,,id/id,5,1998,2014,16,3,,SDLP,4,"same name, careers 1998-1998 then 2001-2014, gap 3y"
79112+104001,Vivian Simpson,UNDER-MERGE,,id/id,5,1953,1969,16,5,,NI Labour,4,"same name, careers 1953-1953 then 1958-1969, gap 5y"
100452+112717,Henry Broderick,UNDER-MERGE,,name/src,6,1927,1943,16,0,,Irish Labour / Labour Party (Ireland),4,"same name, careers 1927-1927 then 1927-1943, gap 0y"
101909+103043,James Gallagher,UNDER-MERGE,,src/id,5,1961,1977,16,4,,Fianna Fáil / Unity (Northern Ireland),4,"same name, careers 1961-1969 then 1973-1977, gap 4y"
104438+103882,Tom Boyd,UNDER-MERGE,,id/id,5,1949,1965,16,4,,NI Labour,4,"same name, careers 1949-1949 then 1953-1965, gap 4y"
104376+117217,Herbert Dixon,UNDER-MERGE,,id/id,7,1922,1938,16,3,,UUP,4,"same name, careers 1922-1935 then 1938-1938, gap 3y"
105602+105278,Patrick Maxwell,UNDER-MERGE,,id/id,5,1937,1953,16,4,,Independent Nationalist / Nationalist Party,4,"same name, careers 1937-1949 then 1953-1953, gap 4y"
15892+104105,Robin Chichester-Clark,UNDER-MERGE,,id/id,5,1955,1970,15,4,,UUP,4,"same name, careers 1955-1955 then 1959-1970, gap 4y"
104015+47592,Stanley McMaster,UNDER-MERGE,,id/id,7,1959,1974,15,4,,Independent Unionist / UUP,4,"same name, careers 1959-1966 then 1970-1974, gap 4y"
70328+117375,Trevor Clarke,UNDER-MERGE,,id/id,6,2007,2022,15,0,,DUP / TUV,4,"same name, careers 2007-2022 then 2022-2022, gap 0y"
104001+117439,Vivian Simpson,UNDER-MERGE,,id/id,5,1958,1973,15,4,,NI Labour,4,"same name, careers 1958-1969 then 1973-1973, gap 4y"
104354+99944,Jack Beattie,UNDER-MERGE,,id/id,5,1938,1953,15,4,,Independent Labour / Irish Labour,4,"same name, careers 1938-1949 then 1953-1953, gap 4y"
103301+119368,Gerry Breen,UNDER-MERGE,,src/name,6,1999,2014,15,3,,Fine Gael,4,"same name, careers 1999-2011 then 2014-2014, gap 3y"
104792+104597,Anthony Mulvey,UNDER-MERGE,,id/id,3,1935,1950,15,5,,Nationalist Party,4,"same name, careers 1935-1945 then 1950-1950, gap 5y"
112906+106570,John Connor,UNDER-MERGE,,id/src,7,1989,2004,15,2,,DUP / Fine Gael,4,"same name, careers 1989-1989 then 1991-2004, gap 2y"
123425+122795,Peter Ffrench,UNDER-MERGE,,id/id,5,1895,1910,15,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1895-1895 then 1900-1910, gap 5y"
123138+122762,William O'Malley,UNDER-MERGE,,id/id,5,1895,1910,15,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1895-1895 then 1900-1910, gap 5y"
123207+122746,Edmund Haviland-Burke,UNDER-MERGE,,id/id,6,1895,1910,15,5,,Irish Parliamentary / Parnellite Nationalist,4,"same name, careers 1895-1895 then 1900-1910, gap 5y"
123308+122779,James Patrick Farrell,UNDER-MERGE,,id/id,5,1895,1910,15,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1895-1895 then 1900-1910, gap 5y"
122631+46203,John Feely,UNDER-MERGE,,src/id,5,2009,2023,14,5,,Irish Labour / Sinn Féin,4,"same name, careers 2009-2009 then 2014-2023, gap 5y"
104170+72539,John McQuade,UNDER-MERGE,,id/id,6,1965,1979,14,4,,DUP / UUP,4,"same name, careers 1965-1969 then 1973-1979, gap 4y"
80006+122990,John Hammond,UNDER-MERGE,,id/id,4,1892,1906,14,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1906, gap 5y"
104128+100531,William Beattie,UNDER-MERGE,,id/id,7,1969,1983,14,0,,DUP / Protestant Unionist / Protestant Unionist Party,4,"same name, careers 1969-1970 then 1970-1983, gap 0y"
102427+119129,John O'Neill,UNDER-MERGE,,id/src,4,1985,1999,14,2,,Fianna Fáil / SDLP,4,"same name, careers 1985-1989 then 1991-1999, gap 2y"
122855+122856,P. A. McHugh,UNDER-MERGE,,id/id,6,1892,1906,14,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1906, gap 5y"
122934+122935,Edward Blake,UNDER-MERGE,,id/id,4,1892,1906,14,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1906, gap 5y"
122946+122947,Eugene Crean,UNDER-MERGE,,id/id,4,1892,1906,14,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1906, gap 5y"
123076+123075,Timothy Michael Healy,UNDER-MERGE,,id/id,4,1892,1906,14,5,,Healyite Nationalist / Irish National Federation,4,"same name, careers 1892-1895 then 1900-1906, gap 5y"
104034+104275,Phelim O'Neill,UNDER-MERGE,,id/id,5,1952,1965,13,3,,UUP,4,"same name, careers 1952-1955 then 1958-1965, gap 3y"
102280+31939,Billy Webb,UNDER-MERGE,,id/id,6,2010,2023,13,0,,Alliance,4,"same name, careers 2010-2011 then 2011-2023, gap 0y"
