GeographyCode,QS110NI0001,QS110NI0002,QS110NI0003,QS110NI0004,QS110NI0005,QS110NI0006,QS110NI0007,QS110NI0008,QS110NI0009,QS110NI0010,QS110NI0011,QS110NI0012,QS110NI0013,QS110NI0014,QS110NI0015,QS110NI0016,QS110NI0017,QS110NI0018,QS110NI0019,QS110NI0020,QS110NI0021,QS110NI0022,QS110NI0023,QS110NI0024,QS110NI0025,QS110NI0026,QS110NI0027
95II,66502,8210,3658,4552,53851,4985,36479,6364,7228,15765,7122,34,4326,1914,1048,1101,263,8027,2291,2821,2915,4441,960,1193,36,251,2001
95JJ,57761,6715,2858,3857,44785,3760,29664,5584,4814,13001,6265,20,3638,1326,879,1213,220,7703,2283,3043,2377,6261,1224,1434,1000,241,2362
95KK,36711,3023,1312,1711,30156,1524,22400,2506,3789,10817,5288,2,1704,540,397,662,105,4526,1189,1662,1675,3532,873,1146,11,138,1364
95LL,92513,9528,3723,5805,74773,4672,49751,7410,9287,22626,10428,35,6728,2264,1837,2281,346,13587,4190,5425,3972,8212,2075,2392,8,355,3382
95MM,106500,11366,3639,7727,81140,3857,49397,6030,9095,22251,12021,61,5201,1780,1241,1917,263,22624,6805,10066,5753,13994,3503,4643,207,424,5217
95NN,68714,6888,2957,3931,55686,3649,38297,5508,6562,17769,8458,28,4005,1354,1022,1401,228,9707,2608,3946,3153,6140,1539,1925,5,330,2341
95OO,57462,4856,2028,2828,45631,2218,33493,3750,5810,16599,7334,0,2652,874,723,914,141,7268,1906,2822,2540,6975,1649,2217,12,269,2828
95PP,61064,6356,2716,3640,48372,2685,35141,4852,5695,16756,7838,2,3368,1256,783,1162,167,7176,1759,2567,2850,6336,1332,1925,45,353,2681
95QQ,31914,3842,1603,2239,25642,2111,16591,3292,3161,6448,3690,12,2202,844,555,682,121,4726,1463,1742,1521,2430,546,793,2,119,970
95RR,32850,2811,1086,1725,26986,1387,18707,2474,3309,8425,4499,8,2092,676,476,828,112,4792,1391,1826,1575,3053,807,920,0,114,1212
95SS,118525,11384,4480,6904,96920,6709,63710,10458,12132,28281,12839,55,7948,2986,1854,2679,429,18498,5334,8426,4738,10221,2459,3577,79,371,3735
95TT,44822,3174,1445,1729,37129,1710,28685,2820,4755,14547,6563,10,1907,618,538,624,127,4817,1201,1605,2011,4519,1132,1441,2,216,1728
95UU,16907,1950,852,1098,13356,1005,9203,1330,1396,4246,2231,6,818,240,203,336,39,2324,624,816,884,1601,322,482,7,117,673
95VV,98922,8504,3609,4895,79474,3732,56981,5982,9455,28747,12797,27,4684,1456,1165,1777,286,14050,4127,5243,4680,10944,2662,3533,22,393,4334
95WW,83141,9265,3977,5288,68145,5385,44262,8000,8793,18287,9182,35,5724,2282,1415,1728,299,12739,3908,5224,3607,5731,1318,1522,92,236,2563
95XX,77475,9992,4317,5675,62489,6291,41496,8988,7772,16754,7982,46,5585,2314,1330,1645,296,9071,2675,3382,3014,4994,1208,1153,8,216,2409
95YY,50872,4892,1960,2932,41714,2034,31286,3386,5051,15959,6890,8,2184,762,522,775,125,6202,1677,2157,2368,4266,848,1321,2,230,1865
95ZZ,39595,3981,1555,2426,31462,1662,21567,2526,3653,10024,5364,2,1729,520,431,659,119,6502,1873,2569,2060,4152,1009,1339,5,230,1569
