GeographyCode,QS108NI0001,QS108NI0002,QS108NI0003,QS108NI0004,QS108NI0005,QS108NI0006,QS108NI0007,QS108NI0008,QS108NI0009,QS108NI0010,QS108NI0011,QS108NI0012,QS108NI0013,QS108NI0014,QS108NI0015,QS108NI0016,QS108NI0017,QS108NI0018,QS108NI0019,QS108NI0020,QS108NI0021,QS108NI0022,QS108NI0023,QS108NI0024,QS108NI0025,QS108NI0026,QS108NI0027
WELB,225842,36622,13207,23415,38982,20913,12506,3377,1282,904,81890,34444,13104,14558,13477,6307,31497,5340,22332,3825,21771,4958,15802,1011,15080,5998,9082
UKN01,224006,41332,22159,19173,44819,29069,10662,3386,1213,489,72527,37975,9980,9743,9878,4951,26482,6334,17243,2905,20489,6005,13736,748,18357,8550,9807
UKN02,305528,43307,17258,26049,48268,26263,16473,3811,1124,597,110892,48240,17097,19187,17687,8681,43494,6783,32966,3745,33574,7361,25418,795,25993,11021,14972
UKN03,342075,50213,19811,30402,55786,28933,19971,4654,1435,793,123596,53576,19219,21900,19727,9174,49220,7689,36955,4576,37102,8007,27974,1121,26158,10493,15665
UKN04,222904,36113,13833,22280,36708,19419,11907,3464,1162,756,80775,35298,11924,14106,13253,6194,30823,5190,22178,3455,22913,5014,16840,1059,15572,6168,9404
UKN05,314855,51081,18643,32438,56967,30107,19635,4093,1822,1310,112620,44670,20389,20859,18344,8358,42376,6326,30912,5138,29833,6624,22026,1183,21978,8858,13120
95AA,40598,6044,2332,3712,7129,3539,2696,608,188,98,15171,6399,2562,2739,2459,1012,5597,865,4169,563,4104,894,3054,156,2553,972,1581
95BB,62222,8196,3365,4831,8888,4729,3096,750,217,96,22324,9983,3128,3933,3603,1677,10073,1512,7788,773,7684,1560,5926,198,5057,2080,2977
95CC,45501,7299,2743,4556,7793,4049,2798,553,234,159,16153,6491,2785,2975,2674,1228,6268,928,4682,658,4685,1010,3513,162,3303,1402,1901
95DD,50553,7147,2928,4219,7925,4306,2656,660,199,104,17866,7950,2645,3317,2699,1255,7492,1098,5745,649,5746,1158,4429,159,4377,1691,2686
95EE,24438,3713,1429,2284,4094,2126,1481,327,86,74,8970,3877,1370,1656,1411,656,3156,462,2397,297,2592,489,1997,106,1913,703,1210
95FF,37233,5381,2122,3259,6335,3390,2239,482,115,109,14134,5898,2469,2511,2215,1041,4956,726,3765,465,3706,793,2817,96,2721,1069,1652
95GG,224006,41332,22159,19173,44819,29069,10662,3386,1213,489,72527,37975,9980,9743,9878,4951,26482,6334,17243,2905,20489,6005,13736,748,18357,8550,9807
95HH,31084,4560,1875,2685,4466,2382,1507,430,104,43,11609,5233,1522,1942,1920,992,4472,735,3373,364,3473,806,2585,82,2504,1144,1360
95II,53662,7236,2921,4315,7875,4608,2504,534,155,74,20174,8965,3067,3427,3242,1473,7043,1169,5257,617,5904,1371,4418,115,5430,2287,3143
95JJ,46325,7130,3372,3758,6566,3569,2141,613,164,79,16414,7605,2217,2768,2617,1207,6784,1120,5018,646,5490,1208,4109,173,3941,1650,2291
95KK,28427,4860,1796,3064,5420,2826,1916,345,197,136,9969,3964,1711,1783,1707,804,3626,495,2712,419,2661,560,2004,97,1891,752,1139
95LL,71997,11333,4393,6940,13502,6629,5217,1089,365,202,25651,11118,4173,4283,4096,1981,9322,1637,6785,900,7124,1658,5244,222,5065,2065,3000
95MM,82296,14210,4952,9258,14772,7818,4591,1442,549,372,29981,12983,4416,5121,5038,2423,11012,2043,7518,1451,7492,1742,5262,488,4829,1897,2932
95NN,53737,8532,3214,5318,8464,4449,2930,698,246,141,19081,7828,3061,3557,3142,1493,7808,1190,5711,907,5720,1260,4268,192,4132,1697,2435
95OO,44105,7324,2629,4695,8676,4402,3103,706,291,174,15707,6276,2951,2912,2471,1097,5533,816,4049,668,3980,869,2984,127,2885,1159,1726
95PP,47951,7044,2706,4338,7917,4462,2566,517,214,158,17086,7158,2992,3084,2637,1215,7190,1193,5191,806,4939,1167,3593,179,3775,1549,2226
95QQ,25735,3580,1457,2123,3543,1891,1137,367,105,43,9369,4400,1181,1560,1513,715,3972,661,2992,319,3018,684,2236,98,2253,919,1334
95RR,25607,4220,1568,2652,4326,2238,1465,430,117,76,9453,4010,1479,1704,1526,734,3576,471,2725,380,2507,480,1915,112,1525,606,919
95SS,91990,14326,5197,9129,15638,8084,5580,1313,404,257,33470,13727,5594,5920,5541,2688,12628,1819,9527,1282,9308,1884,7126,298,6620,2596,4024
95TT,34248,5842,2125,3717,6302,3266,2293,410,174,159,12268,4598,2388,2320,2074,888,4384,520,3297,567,3094,590,2344,160,2358,855,1503
95UU,13465,1981,754,1227,1874,981,619,165,68,41,4714,2162,692,804,723,333,2080,387,1480,213,1682,409,1216,57,1134,443,691
95VV,75408,12423,4421,8002,13968,7394,4685,1061,488,340,27310,10551,5095,5189,4443,2032,9871,1448,7123,1300,6791,1545,4897,349,5045,2064,2981
95WW,65799,9351,3904,5447,10977,5803,3878,892,277,127,23720,10451,3580,4166,3608,1915,9176,1397,7069,710,7068,1602,5306,160,5507,2375,3132
95XX,62993,7834,3361,4473,9312,5386,3004,642,184,96,21919,9864,3334,3732,3376,1613,10175,1663,7740,772,7821,1698,5983,140,5932,2619,3313
95YY,39215,6289,2223,4066,6891,3708,2274,501,224,184,14127,5632,2467,2596,2338,1094,5504,926,3858,720,3683,883,2691,109,2721,1077,1644
95ZZ,30773,4859,1758,3101,5076,2687,1610,487,178,114,11243,4661,1750,2053,1938,841,4215,707,3040,468,3150,686,2341,123,2230,869,1361
