GeographyCode,QS111NI0001,QS111NI0002,QS111NI0003,QS111NI0004,QS111NI0005,QS111NI0006,QS111NI0007,QS111NI0008,QS111NI0009,QS111NI0010,QS111NI0011,QS111NI0012,QS111NI0013,QS111NI0014,QS111NI0015,QS111NI0016,QS111NI0017,QS111NI0018,QS111NI0019,QS111NI0020,QS111NI0021,QS111NI0022,QS111NI0023,QS111NI0024,QS111NI0025,QS111NI0026,QS111NI0027
UKN01,120595,42401,14555,27846,64315,6375,29500,8689,5661,8496,6654,104,7316,4445,1342,1223,306,21020,7603,6581,6836,13879,1879,1663,1592,615,8130
UKN02,156882,43525,18382,25143,105299,12969,62348,18905,11810,19418,12215,92,9461,5250,2022,1743,446,20429,7241,6166,7022,8058,1661,1539,66,503,4289
UKN03,170132,44655,18500,26155,115487,12495,71008,20188,12620,23328,14872,76,9870,4982,2243,2117,528,22038,7546,6343,8149,9990,2114,1978,19,766,5113
UKN04,109318,29564,11182,18382,70880,6651,41308,10275,7111,14175,9747,46,5333,2629,1190,1247,267,17542,6176,5325,6041,8874,1843,1787,344,585,4315
UKN05,146348,36269,15482,20787,99095,8336,64916,13905,11089,24940,14982,23,6619,3247,1552,1507,313,19201,6198,5049,7954,10984,2265,2251,34,810,5624
95AA,20064,5093,1866,3227,13696,1289,8613,2411,1543,2960,1699,6,1233,586,282,291,74,2555,809,858,888,1275,323,262,8,60,622
95BB,31514,8310,3640,4670,21637,2784,13383,4435,2341,3946,2661,19,1806,963,350,370,123,3645,1309,998,1338,1567,307,309,1,119,831
95CC,21594,5464,2412,3052,14810,1385,9669,2257,1640,3548,2224,0,954,494,224,202,34,2802,915,767,1120,1320,286,254,3,104,673
95DD,24817,6381,2849,3532,16887,1996,10509,3067,1842,3250,2350,5,1276,633,285,279,79,3101,984,835,1282,1549,309,289,4,137,810
95EE,11508,2741,1192,1549,7931,819,5112,1303,870,1806,1133,4,715,358,159,160,38,1281,345,324,612,836,188,174,2,86,386
95FF,18303,4613,1862,2751,12732,1211,8292,2170,1452,3011,1659,11,1045,569,227,211,38,2173,746,584,843,958,163,167,0,98,530
95GG,120595,42401,14555,27846,64315,6375,29500,8689,5661,8496,6654,104,7316,4445,1342,1223,306,21020,7603,6581,6836,13879,1879,1663,1592,615,8130
95HH,16200,4674,1950,2724,10768,1287,6385,2000,1258,1851,1276,12,910,502,203,152,53,2174,882,631,661,758,155,136,6,34,427
95II,27733,8210,3658,4552,18172,2492,10925,3182,2123,3508,2112,15,1623,957,336,249,81,3117,1004,804,1309,1351,244,225,9,108,765
95JJ,23508,6715,2858,3857,15008,1879,8867,2792,1414,2823,1838,8,1283,663,279,274,67,2971,1046,858,1067,1785,299,261,283,110,832
95KK,12904,3023,1312,1711,8959,762,5930,1253,1024,2229,1424,1,570,270,126,144,30,1696,528,445,723,922,208,206,3,58,447
95LL,35931,9528,3723,5805,24119,2336,14316,3705,2674,4929,3008,16,2330,1132,591,501,106,5121,1871,1502,1748,2284,511,445,3,155,1170
95MM,40779,11366,3639,7727,25568,1927,13639,3015,2496,4730,3398,26,1783,890,395,419,79,8193,3029,2711,2453,3845,847,859,55,182,1902
95NN,26206,6888,2957,3931,17647,1824,10809,2754,1852,3800,2403,13,1388,677,329,312,70,3613,1158,1083,1372,1671,365,358,2,144,802
95OO,20270,4856,2028,2828,13602,1109,8909,1875,1597,3455,1982,0,917,437,234,204,42,2667,857,753,1057,1812,395,394,4,118,901
95PP,23069,6356,2716,3640,14998,1342,9758,2426,1613,3523,2196,1,1185,628,255,253,49,2712,791,697,1224,1715,305,318,13,155,924
95QQ,13297,3842,1603,2239,8769,1055,5086,1646,916,1432,1092,6,792,422,179,153,38,1830,669,483,678,686,136,148,1,53,348
95RR,12098,2811,1086,1725,8443,693,5236,1237,942,1792,1265,4,703,338,152,180,33,1807,635,506,666,844,193,168,0,50,433
95SS,45723,11384,4480,6904,31580,3354,18682,5229,3532,6187,3734,26,2800,1493,597,579,131,6718,2347,2298,2073,2759,611,657,16,158,1317
95TT,15037,3174,1445,1729,10694,855,7406,1410,1280,2980,1736,5,648,309,169,135,35,1780,523,413,844,1169,248,244,1,98,578
95UU,6608,1950,852,1098,4220,502,2567,665,382,894,626,3,269,120,65,71,13,879,275,228,376,438,78,82,2,54,222
95VV,35031,8504,3609,4895,23660,1866,14974,2991,2565,5908,3510,12,1585,728,377,396,84,5223,1839,1399,1985,2867,627,600,9,177,1454
95WW,33971,9265,3977,5288,23018,2691,13365,4000,2581,4085,2699,16,2082,1141,459,392,90,4864,1787,1460,1617,1688,339,295,31,105,918
95XX,33255,9992,4317,5675,21761,3145,12991,4494,2316,3787,2394,23,2046,1157,427,371,91,3556,1221,973,1362,1502,312,226,4,98,862
95YY,18443,4892,1960,2932,12372,1017,8270,1693,1370,3297,1910,4,760,381,167,173,39,2321,745,575,1001,1179,196,235,1,100,647
95ZZ,14817,3981,1555,2426,9710,831,5887,1263,1007,2130,1487,1,580,260,140,143,37,2411,846,698,867,1126,238,243,2,103,540
