GeographyCode,QS413NI0001,QS413NI0002,QS413NI0003,QS413NI0004,QS413NI0005,QS413NI0006,QS413NI0007,QS413NI0008,QS413NI0009,QS413NI0010,QS413NI0011,QS413NI0012,QS413NI0013,QS413NI0014,QS413NI0015,QS413NI0016,QS413NI0017,QS413NI0018,QS413NI0019,QS413NI0020,QS413NI0021,QS413NI0022,QS413NI0023,QS413NI0024,QS413NI0025,QS413NI0026,QS413NI0027,QS413NI0028,QS413NI0029
95KK,22,13,1,0,0,1,6,0,6,6,6,0,0,0,0,0,9,0,0,1,0,1,6,1,0,0,0,0,0
95LL,27,19,5,1,0,4,2,2,0,12,8,4,0,0,0,0,8,0,0,0,0,0,5,1,0,0,0,0,2
95MM,84,50,13,2,3,8,19,5,14,18,6,8,1,0,0,3,34,0,0,0,0,1,21,9,0,0,1,0,2
95NN,56,31,8,0,2,6,0,0,0,23,11,11,0,0,0,1,25,1,0,0,0,1,20,0,1,0,0,1,1
95OO,23,17,6,1,0,5,0,0,0,11,8,3,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,0,0
95PP,95,47,9,1,0,8,22,1,21,16,9,7,0,0,0,0,48,0,0,0,0,3,38,0,4,1,1,0,1
95QQ,21,11,6,0,0,6,0,0,0,5,1,4,0,0,0,0,10,0,0,0,0,1,8,1,0,0,0,0,0
95RR,19,12,2,0,0,2,6,0,6,4,2,1,0,0,1,0,7,0,1,0,0,0,5,0,0,0,0,0,1
95SS,48,26,6,0,2,4,0,0,0,20,14,5,0,0,1,0,22,1,1,0,0,1,13,1,1,0,2,0,2
95TT,19,12,4,1,0,3,1,1,0,7,4,3,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0
95UU,27,8,4,0,0,4,1,1,0,3,0,3,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0
95VV,45,18,3,1,0,2,0,0,0,15,11,2,0,0,0,2,27,0,0,0,0,2,12,2,0,3,5,0,3
95WW,33,26,10,1,0,9,2,0,2,14,10,0,0,1,0,3,7,0,0,0,0,4,3,0,0,0,0,0,0
95XX,58,38,5,0,0,5,1,0,1,32,14,13,1,3,0,1,20,2,0,0,2,3,11,2,0,0,0,0,0
95YY,34,25,6,0,1,5,4,4,0,15,7,6,0,1,0,1,9,0,0,0,0,0,7,0,1,1,0,0,0
95ZZ,16,8,3,0,0,3,1,1,0,4,2,2,0,0,0,0,8,0,0,0,0,0,7,1,0,0,0,0,0
