GeographyCode,QS414NI0001,QS414NI0002,QS414NI0003,QS414NI0004,QS414NI0005,QS414NI0006,QS414NI0007,QS414NI0008,QS414NI0009,QS414NI0010,QS414NI0011,QS414NI0012,QS414NI0013,QS414NI0014,QS414NI0015,QS414NI0016,QS414NI0017,QS414NI0018,QS414NI0019,QS414NI0020,QS414NI0021,QS414NI0022,QS414NI0023,QS414NI0024,QS414NI0025,QS414NI0026,QS414NI0027,QS414NI0028,QS414NI0029
95DD,641,561,90,0,0,90,0,0,0,471,346,96,8,0,0,21,80,0,0,0,0,0,5,57,0,0,18,0,0
95EE,170,170,20,0,0,20,23,16,7,127,66,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF,294,291,43,0,0,43,17,11,6,231,191,7,0,8,0,25,3,0,0,0,0,0,3,0,0,0,0,0,0
95GG,4821,2471,392,47,11,334,170,43,127,1909,1129,662,31,0,0,87,2350,0,0,1,0,1866,25,365,0,0,70,0,23
95HH,329,326,73,0,0,73,0,0,0,253,234,18,0,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0
95II,740,618,218,0,143,75,13,13,0,387,259,115,0,0,0,13,122,0,104,0,0,0,5,13,0,0,0,0,0
95JJ,1306,498,65,0,60,5,109,69,40,324,219,92,0,0,0,13,808,0,0,0,0,727,58,20,0,0,0,0,3
95KK,302,221,23,0,0,23,0,0,0,198,198,0,0,0,0,0,81,0,0,17,0,48,0,16,0,0,0,0,0
95LL,510,469,67,0,0,67,45,45,0,357,324,33,0,0,0,0,41,0,0,0,0,0,5,16,0,0,0,0,20
95MM,1377,730,195,26,76,93,105,102,3,430,210,216,0,0,0,4,647,0,0,0,0,507,18,113,0,0,8,0,1
95NN,1017,760,171,0,52,119,0,0,0,589,394,184,0,0,0,11,257,217,0,0,0,9,23,0,4,0,0,4,0
95OO,390,341,82,0,0,82,0,0,0,259,232,27,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,0
95PP,741,606,98,3,0,95,27,6,21,481,402,79,0,0,0,0,135,0,0,0,0,4,49,0,0,0,15,0,67
95QQ,266,247,155,0,0,155,0,0,0,92,26,66,0,0,0,0,19,0,0,0,0,0,10,9,0,0,0,0,0
95RR,686,190,47,0,0,47,6,0,6,137,122,15,0,0,0,0,496,0,482,0,0,0,2,0,0,0,0,0,12
95SS,1640,838,51,0,16,35,0,0,0,787,598,158,0,0,31,0,802,403,342,0,0,31,11,9,0,0,0,0,6
95TT,216,214,37,0,0,37,11,11,0,166,121,45,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
95UU,143,122,106,0,0,106,9,9,0,7,0,7,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0
95VV,558,441,20,0,0,20,0,0,0,421,388,32,0,0,0,1,117,0,0,0,0,14,6,16,0,0,61,0,20
95WW,1998,632,232,0,0,232,13,0,13,387,364,0,0,11,0,12,1366,0,0,0,0,1362,4,0,0,0,0,0,0
95XX,1462,854,39,0,0,39,9,0,9,806,464,283,1,53,0,5,608,441,0,0,16,109,17,25,0,0,0,0,0
95YY,484,480,71,0,30,41,103,103,0,306,212,76,0,14,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0
95ZZ,248,232,80,0,0,80,29,29,0,123,92,31,0,0,0,0,16,0,0,0,0,0,13,3,0,0,0,0,0
