GeographyCode,KS607NI0001,KS607NI0002,KS607NI0003,KS607NI0004,KS607NI0005,KS607NI0006,KS607NI0007,KS607NI0008,KS607NI0009,KS607NI0010,KS607NI0011,KS607NI0012,KS607NI0013,KS607NI0014,KS607NI0015,KS607NI0016,KS607NI0017,KS607NI0018,KS607NI0019,KS607NI0020,KS607NI0021,KS607NI0022,KS607NI0023,KS607NI0024,KS607NI0025,KS607NI0026,KS607NI0027,KS607NI0028,KS607NI0029,KS607NI0030,KS607NI0031,KS607NI0032,KS607NI0033,KS607NI0034,KS607NI0035,KS607NI0036,KS607NI0037
N00000019,46,0,0,2,0,0,0,10,4,4,0,1,0,1,1,2,2,17,2,0,0,4.35,0,0,0,21.74,8.70,8.70,0,2.17,0,2.17,2.17,4.35,4.35,36.96,4.35
N00000020,56,0,0,5,0,0,1,5,4,9,1,0,1,1,5,4,5,14,1,0,0,8.93,0,0,1.79,8.93,7.14,16.07,1.79,0,1.79,1.79,8.93,7.14,8.93,25.00,1.79
N00000021,56,0,0,3,0,0,0,13,1,7,1,0,0,3,4,2,4,15,3,0,0,5.36,0,0,0,23.21,1.79,12.50,1.79,0,0,5.36,7.14,3.57,7.14,26.79,5.36
N00000022,57,0,0,1,0,0,2,10,3,2,0,1,0,1,1,2,8,23,3,0,0,1.75,0,0,3.51,17.54,5.26,3.51,0,1.75,0,1.75,1.75,3.51,14.04,40.35,5.26
N00000023,43,0,0,3,0,0,1,7,0,7,1,1,0,1,2,2,1,16,1,0,0,6.98,0,0,2.33,16.28,0,16.28,2.33,2.33,0,2.33,4.65,4.65,2.33,37.21,2.33
N00000024,132,3,0,7,0,0,2,27,1,4,1,6,2,7,4,15,22,27,4,2.27,0,5.30,0,0,1.52,20.45,0.76,3.03,0.76,4.55,1.52,5.30,3.03,11.36,16.67,20.45,3.03
N00000025,102,1,0,4,0,0,5,19,3,6,2,2,0,5,0,7,17,24,7,0.98,0,3.92,0,0,4.90,18.63,2.94,5.88,1.96,1.96,0,4.90,0,6.86,16.67,23.53,6.86
N00000026,131,5,0,5,0,1,1,18,9,10,3,2,1,5,2,8,21,29,11,3.82,0,3.82,0,0.76,0.76,13.74,6.87,7.63,2.29,1.53,0.76,3.82,1.53,6.11,16.03,22.14,8.40
N00000027,111,3,0,5,0,0,5,16,2,11,0,1,0,7,0,14,21,19,7,2.70,0,4.50,0,0,4.50,14.41,1.80,9.91,0,0.90,0,6.31,0,12.61,18.92,17.12,6.31
N00000028,61,0,0,4,0,0,0,9,0,5,0,3,0,1,2,9,9,15,4,0,0,6.56,0,0,0,14.75,0,8.20,0,4.92,0,1.64,3.28,14.75,14.75,24.59,6.56
N00000029,93,5,0,2,0,0,3,16,3,6,2,2,1,9,2,5,14,19,4,5.38,0,2.15,0,0,3.23,17.20,3.23,6.45,2.15,2.15,1.08,9.68,2.15,5.38,15.05,20.43,4.30
N00000030,92,0,0,6,0,0,3,18,2,2,3,1,2,1,2,6,15,25,6,0,0,6.52,0,0,3.26,19.57,2.17,2.17,3.26,1.09,2.17,1.09,2.17,6.52,16.30,27.17,6.52
N00000031,156,0,0,5,0,1,7,21,5,6,4,5,1,9,4,18,30,36,4,0,0,3.21,0,0.64,4.49,13.46,3.21,3.85,2.56,3.21,0.64,5.77,2.56,11.54,19.23,23.08,2.56
N00000032,92,0,0,5,2,0,0,18,4,4,0,2,2,3,0,10,11,30,1,0,0,5.43,2.17,0,0,19.57,4.35,4.35,0,2.17,2.17,3.26,0,10.87,11.96,32.61,1.09
N00000033,105,3,0,5,1,1,0,16,2,4,1,2,1,7,2,10,17,30,3,2.86,0,4.76,0.95,0.95,0,15.24,1.90,3.81,0.95,1.90,0.95,6.67,1.90,9.52,16.19,28.57,2.86
N00000034,109,0,0,3,0,0,1,22,4,2,2,4,3,1,5,8,14,35,5,0,0,2.75,0,0,0.92,20.18,3.67,1.83,1.83,3.67,2.75,0.92,4.59,7.34,12.84,32.11,4.59
N00000035,67,0,0,3,0,0,1,8,0,7,3,1,0,0,0,6,6,31,1,0,0,4.48,0,0,1.49,11.94,0,10.45,4.48,1.49,0,0,0,8.96,8.96,46.27,1.49
N00000036,90,0,0,6,0,0,3,14,2,3,0,2,0,1,1,8,10,36,4,0,0,6.67,0,0,3.33,15.56,2.22,3.33,0,2.22,0,1.11,1.11,8.89,11.11,40.00,4.44
N00000037,62,0,0,2,1,0,1,15,1,2,0,3,0,2,2,2,7,22,2,0,0,3.23,1.61,0,1.61,24.19,1.61,3.23,0,4.84,0,3.23,3.23,3.23,11.29,35.48,3.23
N00000038,84,2,0,6,0,0,2,11,3,6,2,4,0,5,1,7,11,21,3,2.38,0,7.14,0,0,2.38,13.10,3.57,7.14,2.38,4.76,0,5.95,1.19,8.33,13.10,25.00,3.57
N00000039,304,0,0,12,0,0,1,65,8,13,2,8,5,11,10,35,34,84,16,0,0,3.95,0,0,0.33,21.38,2.63,4.28,0.66,2.63,1.64,3.62,3.29,11.51,11.18,27.63,5.26
N00000040,67,1,0,4,1,0,1,17,3,6,2,2,0,3,0,2,8,13,4,1.49,0,5.97,1.49,0,1.49,25.37,4.48,8.96,2.99,2.99,0,4.48,0,2.99,11.94,19.40,5.97
N00000041,113,0,0,10,0,0,1,20,4,6,1,0,5,3,5,8,15,31,4,0,0,8.85,0,0,0.88,17.70,3.54,5.31,0.88,0,4.42,2.65,4.42,7.08,13.27,27.43,3.54
N00000042,96,0,0,5,0,0,1,16,6,3,3,3,0,4,2,9,15,22,7,0,0,5.21,0,0,1.04,16.67,6.25,3.13,3.13,3.13,0,4.17,2.08,9.38,15.63,22.92,7.29
N00000043,281,1,0,12,1,0,2,50,6,15,11,15,2,14,9,30,37,65,11,0.36,0,4.27,0.36,0,0.71,17.79,2.14,5.34,3.91,5.34,0.71,4.98,3.20,10.68,13.17,23.13,3.91
N00000044,55,0,0,3,0,0,1,13,2,2,0,2,0,5,0,5,3,15,4,0,0,5.45,0,0,1.82,23.64,3.64,3.64,0,3.64,0,9.09,0,9.09,5.45,27.27,7.27
N00000045,122,2,0,5,0,0,3,16,1,7,1,8,1,5,2,11,17,37,6,1.64,0,4.10,0,0,2.46,13.11,0.82,5.74,0.82,6.56,0.82,4.10,1.64,9.02,13.93,30.33,4.92
N00000046,88,3,0,4,0,1,2,14,0,1,0,3,0,4,2,6,14,30,4,3.41,0,4.55,0,1.14,2.27,15.91,0,1.14,0,3.41,0,4.55,2.27,6.82,15.91,34.09,4.55
N00000047,83,2,0,4,0,1,5,13,2,3,3,2,1,3,4,4,12,21,3,2.41,0,4.82,0,1.20,6.02,15.66,2.41,3.61,3.61,2.41,1.20,3.61,4.82,4.82,14.46,25.30,3.61
N00000048,74,0,0,5,0,3,0,14,1,9,1,0,0,0,1,4,7,26,3,0,0,6.76,0,4.05,0,18.92,1.35,12.16,1.35,0,0,0,1.35,5.41,9.46,35.14,4.05
N00000049,60,0,0,2,0,1,1,11,2,4,0,0,1,3,2,3,3,25,2,0,0,3.33,0,1.67,1.67,18.33,3.33,6.67,0,0,1.67,5.00,3.33,5.00,5.00,41.67,3.33
N00000050,64,0,0,4,0,1,1,12,2,4,0,1,0,1,4,6,10,16,2,0,0,6.25,0,1.56,1.56,18.75,3.13,6.25,0,1.56,0,1.56,6.25,9.38,15.63,25.00,3.13
N00000051,62,0,0,6,0,0,0,15,2,5,0,0,0,1,4,1,7,18,3,0,0,9.68,0,0,0,24.19,3.23,8.06,0,0,0,1.61,6.45,1.61,11.29,29.03,4.84
N00000052,63,1,0,4,0,0,0,7,2,8,0,1,2,1,2,3,3,26,3,1.59,0,6.35,0,0,0,11.11,3.17,12.70,0,1.59,3.17,1.59,3.17,4.76,4.76,41.27,4.76
N00000053,53,0,0,3,0,0,0,13,1,3,0,4,0,1,3,2,3,17,3,0,0,5.66,0,0,0,24.53,1.89,5.66,0,7.55,0,1.89,5.66,3.77,5.66,32.08,5.66
N00000054,67,0,0,7,0,0,0,15,3,4,0,0,0,0,1,8,6,21,2,0,0,10.45,0,0,0,22.39,4.48,5.97,0,0,0,0,1.49,11.94,8.96,31.34,2.99
N00000055,54,0,0,7,0,0,0,4,2,8,1,1,0,2,3,3,5,18,0,0,0,12.96,0,0,0,7.41,3.70,14.81,1.85,1.85,0,3.70,5.56,5.56,9.26,33.33,0
N00000056,66,0,0,6,0,0,2,14,2,2,2,1,0,2,5,3,2,19,6,0,0,9.09,0,0,3.03,21.21,3.03,3.03,3.03,1.52,0,3.03,7.58,4.55,3.03,28.79,9.09
N00000057,52,0,0,3,0,0,0,11,5,3,0,1,0,0,7,1,7,13,1,0,0,5.77,0,0,0,21.15,9.62,5.77,0,1.92,0,0,13.46,1.92,13.46,25.00,1.92
N00000058,61,0,0,6,0,0,1,9,3,6,1,0,0,0,2,4,2,24,3,0,0,9.84,0,0,1.64,14.75,4.92,9.84,1.64,0,0,0,3.28,6.56,3.28,39.34,4.92
N00000059,50,0,0,4,0,1,1,10,2,7,0,1,0,1,2,1,2,15,3,0,0,8.00,0,2.00,2.00,20.00,4.00,14.00,0,2.00,0,2.00,4.00,2.00,4.00,30.00,6.00
N00000060,92,2,0,3,0,0,0,22,2,11,1,2,0,3,7,3,5,28,3,2.17,0,3.26,0,0,0,23.91,2.17,11.96,1.09,2.17,0,3.26,7.61,3.26,5.43,30.43,3.26
N00000061,57,0,0,3,0,0,1,8,1,4,1,0,0,5,7,4,12,10,1,0,0,5.26,0,0,1.75,14.04,1.75,7.02,1.75,0,0,8.77,12.28,7.02,21.05,17.54,1.75
N00000062,81,0,0,2,0,1,0,19,3,3,3,2,0,4,1,8,10,21,4,0,0,2.47,0,1.23,0,23.46,3.70,3.70,3.70,2.47,0,4.94,1.23,9.88,12.35,25.93,4.94
N00000063,68,0,0,5,0,0,1,14,5,7,0,2,1,1,3,4,3,15,7,0,0,7.35,0,0,1.47,20.59,7.35,10.29,0,2.94,1.47,1.47,4.41,5.88,4.41,22.06,10.29
N00000064,40,0,0,2,0,0,0,9,3,4,0,0,1,1,1,1,4,12,2,0,0,5.00,0,0,0,22.50,7.50,10.00,0,0,2.50,2.50,2.50,2.50,10.00,30.00,5.00
N00000065,98,0,0,2,0,0,0,13,2,9,2,2,1,2,2,4,16,36,7,0,0,2.04,0,0,0,13.27,2.04,9.18,2.04,2.04,1.02,2.04,2.04,4.08,16.33,36.73,7.14
N00000066,73,0,0,4,0,0,2,15,3,3,1,1,1,2,1,3,9,24,4,0,0,5.48,0,0,2.74,20.55,4.11,4.11,1.37,1.37,1.37,2.74,1.37,4.11,12.33,32.88,5.48
N00000067,63,0,0,5,0,0,5,14,3,8,0,0,0,0,2,2,5,18,1,0,0,7.94,0,0,7.94,22.22,4.76,12.70,0,0,0,0,3.17,3.17,7.94,28.57,1.59
N00000068,85,0,0,8,0,0,0,8,2,10,1,3,2,2,0,13,12,21,3,0,0,9.41,0,0,0,9.41,2.35,11.76,1.18,3.53,2.35,2.35,0,15.29,14.12,24.71,3.53
N00000069,47,0,0,2,0,1,0,9,1,6,1,1,0,1,2,1,4,15,3,0,0,4.26,0,2.13,0,19.15,2.13,12.77,2.13,2.13,0,2.13,4.26,2.13,8.51,31.91,6.38
N00000070,49,0,0,4,0,0,0,8,1,1,0,1,0,0,1,5,2,22,4,0,0,8.16,0,0,0,16.33,2.04,2.04,0,2.04,0,0,2.04,10.20,4.08,44.90,8.16
N00000071,63,0,0,3,0,0,0,12,2,4,0,0,1,1,2,8,10,17,3,0,0,4.76,0,0,0,19.05,3.17,6.35,0,0,1.59,1.59,3.17,12.70,15.87,26.98,4.76
N00000072,464,2,0,40,1,1,9,85,18,28,3,14,2,15,17,40,53,120,16,0.43,0,8.62,0.22,0.22,1.94,18.32,3.88,6.03,0.65,3.02,0.43,3.23,3.66,8.62,11.42,25.86,3.45
N00000073,123,0,0,9,0,3,4,26,8,7,0,1,0,3,4,5,13,34,6,0,0,7.32,0,2.44,3.25,21.14,6.50,5.69,0,0.81,0,2.44,3.25,4.07,10.57,27.64,4.88
N00000074,298,1,0,17,0,0,2,45,12,17,3,17,4,18,7,31,33,80,11,0.34,0,5.70,0,0,0.67,15.10,4.03,5.70,1.01,5.70,1.34,6.04,2.35,10.40,11.07,26.85,3.69
N00000075,60,0,0,2,0,1,1,9,3,4,0,0,1,2,2,7,6,20,2,0,0,3.33,0,1.67,1.67,15.00,5.00,6.67,0,0,1.67,3.33,3.33,11.67,10.00,33.33,3.33
N00000076,87,0,0,1,0,0,0,17,1,6,0,1,2,2,1,9,10,37,0,0,0,1.15,0,0,0,19.54,1.15,6.90,0,1.15,2.30,2.30,1.15,10.34,11.49,42.53,0
N00000077,70,0,0,3,0,0,1,15,1,10,0,3,2,0,4,4,5,22,0,0,0,4.29,0,0,1.43,21.43,1.43,14.29,0,4.29,2.86,0,5.71,5.71,7.14,31.43,0
N00000078,127,0,0,9,0,0,0,26,7,6,4,7,1,4,1,9,12,37,4,0,0,7.09,0,0,0,20.47,5.51,4.72,3.15,5.51,0.79,3.15,0.79,7.09,9.45,29.13,3.15
N00000079,133,1,0,7,1,0,3,19,7,7,2,6,1,7,5,9,22,32,4,0.75,0,5.26,0.75,0,2.26,14.29,5.26,5.26,1.50,4.51,0.75,5.26,3.76,6.77,16.54,24.06,3.01
N00000080,103,1,0,4,0,0,1,14,2,4,2,11,1,9,2,13,14,18,7,0.97,0,3.88,0,0,0.97,13.59,1.94,3.88,1.94,10.68,0.97,8.74,1.94,12.62,13.59,17.48,6.80
N00000081,77,1,0,5,0,0,1,13,0,4,1,5,1,3,2,7,20,11,3,1.30,0,6.49,0,0,1.30,16.88,0,5.19,1.30,6.49,1.30,3.90,2.60,9.09,25.97,14.29,3.90
N00000082,79,5,0,1,0,1,1,13,2,2,1,1,0,5,3,8,13,21,2,6.33,0,1.27,0,1.27,1.27,16.46,2.53,2.53,1.27,1.27,0,6.33,3.80,10.13,16.46,26.58,2.53
N00000083,165,8,0,7,0,1,6,28,2,5,4,7,4,12,4,13,21,33,10,4.85,0,4.24,0,0.61,3.64,16.97,1.21,3.03,2.42,4.24,2.42,7.27,2.42,7.88,12.73,20.00,6.06
N00000084,108,1,0,7,0,0,3,23,3,5,3,7,0,7,3,10,13,17,6,0.93,0,6.48,0,0,2.78,21.30,2.78,4.63,2.78,6.48,0,6.48,2.78,9.26,12.04,15.74,5.56
N00000085,83,0,0,6,0,4,3,11,3,4,1,4,1,4,2,2,7,29,2,0,0,7.23,0,4.82,3.61,13.25,3.61,4.82,1.20,4.82,1.20,4.82,2.41,2.41,8.43,34.94,2.41
N00000086,89,0,0,2,0,1,4,20,3,5,2,2,0,4,5,9,5,26,1,0,0,2.25,0,1.12,4.49,22.47,3.37,5.62,2.25,2.25,0,4.49,5.62,10.11,5.62,29.21,1.12
N00000087,227,2,0,6,0,3,9,29,2,11,4,7,2,8,3,22,39,72,8,0.88,0,2.64,0,1.32,3.96,12.78,0.88,4.85,1.76,3.08,0.88,3.52,1.32,9.69,17.18,31.72,3.52
N00000088,35,0,0,4,0,2,1,4,1,2,0,0,1,1,1,1,3,14,0,0,0,11.43,0,5.71,2.86,11.43,2.86,5.71,0,0,2.86,2.86,2.86,2.86,8.57,40.00,0
N00000089,124,1,0,3,0,1,2,14,2,8,6,6,2,0,0,18,13,41,7,0.81,0,2.42,0,0.81,1.61,11.29,1.61,6.45,4.84,4.84,1.61,0,0,14.52,10.48,33.06,5.65
N00000090,104,0,0,3,0,3,2,15,2,6,0,5,0,4,3,10,9,40,2,0,0,2.88,0,2.88,1.92,14.42,1.92,5.77,0,4.81,0,3.85,2.88,9.62,8.65,38.46,1.92
N00000091,120,1,0,9,0,2,2,16,3,15,1,6,1,1,4,5,8,42,4,0.83,0,7.50,0,1.67,1.67,13.33,2.50,12.50,0.83,5.00,0.83,0.83,3.33,4.17,6.67,35.00,3.33
N00000092,104,5,0,9,0,1,2,21,1,4,3,4,1,9,2,11,8,23,0,4.81,0,8.65,0,0.96,1.92,20.19,0.96,3.85,2.88,3.85,0.96,8.65,1.92,10.58,7.69,22.12,0
N00000093,99,0,0,1,0,0,5,18,2,6,0,3,0,4,1,9,16,29,5,0,0,1.01,0,0,5.05,18.18,2.02,6.06,0,3.03,0,4.04,1.01,9.09,16.16,29.29,5.05
N00000094,117,2,0,1,0,0,0,19,0,4,1,6,1,5,2,9,21,38,8,1.71,0,0.85,0,0,0,16.24,0,3.42,0.85,5.13,0.85,4.27,1.71,7.69,17.95,32.48,6.84
N00000095,119,1,0,1,2,1,6,20,3,5,2,2,1,8,6,14,10,37,0,0.84,0,0.84,1.68,0.84,5.04,16.81,2.52,4.20,1.68,1.68,0.84,6.72,5.04,11.76,8.40,31.09,0
N00000096,119,3,0,7,0,0,4,20,1,0,1,5,0,6,6,15,16,28,7,2.52,0,5.88,0,0,3.36,16.81,0.84,0,0.84,4.20,0,5.04,5.04,12.61,13.45,23.53,5.88
N00000097,231,0,0,8,1,0,5,45,10,17,4,6,0,3,4,24,20,69,15,0,0,3.46,0.43,0,2.16,19.48,4.33,7.36,1.73,2.60,0,1.30,1.73,10.39,8.66,29.87,6.49
N00000098,346,0,1,11,3,2,4,51,10,18,7,4,2,13,17,28,36,131,8,0,0.29,3.18,0.87,0.58,1.16,14.74,2.89,5.20,2.02,1.16,0.58,3.76,4.91,8.09,10.40,37.86,2.31
N00000099,51,0,0,0,0,0,1,12,1,5,1,3,0,0,2,2,5,17,2,0,0,0,0,0,1.96,23.53,1.96,9.80,1.96,5.88,0,0,3.92,3.92,9.80,33.33,3.92
N00000100,94,0,0,4,0,1,4,18,4,3,1,0,0,3,2,5,8,38,3,0,0,4.26,0,1.06,4.26,19.15,4.26,3.19,1.06,0,0,3.19,2.13,5.32,8.51,40.43,3.19
N00000101,57,0,0,2,0,1,2,7,0,6,1,0,0,1,4,2,3,27,1,0,0,3.51,0,1.75,3.51,12.28,0,10.53,1.75,0,0,1.75,7.02,3.51,5.26,47.37,1.75
N00000102,72,0,0,1,0,0,3,9,2,4,0,1,0,2,3,8,11,26,2,0,0,1.39,0,0,4.17,12.50,2.78,5.56,0,1.39,0,2.78,4.17,11.11,15.28,36.11,2.78
N00000103,124,0,0,9,0,0,2,17,9,8,2,5,1,2,3,8,13,40,5,0,0,7.26,0,0,1.61,13.71,7.26,6.45,1.61,4.03,0.81,1.61,2.42,6.45,10.48,32.26,4.03
N00000104,83,0,0,3,0,1,3,15,5,10,0,0,0,1,5,3,2,32,3,0,0,3.61,0,1.20,3.61,18.07,6.02,12.05,0,0,0,1.20,6.02,3.61,2.41,38.55,3.61
N00000105,74,0,0,5,0,1,1,19,3,3,1,4,0,3,3,8,6,12,5,0,0,6.76,0,1.35,1.35,25.68,4.05,4.05,1.35,5.41,0,4.05,4.05,10.81,8.11,16.22,6.76
N00000106,35,0,0,1,0,1,1,10,1,2,0,0,0,0,1,3,2,11,2,0,0,2.86,0,2.86,2.86,28.57,2.86,5.71,0,0,0,0,2.86,8.57,5.71,31.43,5.71
N00000107,43,0,0,1,0,0,0,12,2,3,0,2,0,1,2,2,1,17,0,0,0,2.33,0,0,0,27.91,4.65,6.98,0,4.65,0,2.33,4.65,4.65,2.33,39.53,0
N00000108,48,0,0,2,0,0,3,7,3,4,2,0,0,1,1,2,8,12,3,0,0,4.17,0,0,6.25,14.58,6.25,8.33,4.17,0,0,2.08,2.08,4.17,16.67,25.00,6.25
N00000109,132,1,0,12,0,0,0,33,4,4,0,3,1,2,11,12,7,35,7,0.76,0,9.09,0,0,0,25.00,3.03,3.03,0,2.27,0.76,1.52,8.33,9.09,5.30,26.52,5.30
N00000110,65,1,0,8,0,1,0,20,3,6,0,2,0,1,0,2,5,14,2,1.54,0,12.31,0,1.54,0,30.77,4.62,9.23,0,3.08,0,1.54,0,3.08,7.69,21.54,3.08
N00000111,86,0,0,3,0,0,2,16,4,2,0,1,1,3,2,3,13,29,7,0,0,3.49,0,0,2.33,18.60,4.65,2.33,0,1.16,1.16,3.49,2.33,3.49,15.12,33.72,8.14
N00000112,98,0,0,4,0,0,0,13,6,11,1,1,0,4,3,5,12,37,1,0,0,4.08,0,0,0,13.27,6.12,11.22,1.02,1.02,0,4.08,3.06,5.10,12.24,37.76,1.02
N00000113,80,0,0,3,0,0,3,15,3,4,0,5,1,1,1,3,7,29,5,0,0,3.75,0,0,3.75,18.75,3.75,5.00,0,6.25,1.25,1.25,1.25,3.75,8.75,36.25,6.25
N00000114,84,0,0,4,1,0,1,11,2,5,0,1,1,2,5,6,7,31,7,0,0,4.76,1.19,0,1.19,13.10,2.38,5.95,0,1.19,1.19,2.38,5.95,7.14,8.33,36.90,8.33
N00000115,58,0,0,2,0,0,0,13,1,2,0,1,1,1,3,2,9,22,1,0,0,3.45,0,0,0,22.41,1.72,3.45,0,1.72,1.72,1.72,5.17,3.45,15.52,37.93,1.72
N00000116,71,0,0,9,0,0,1,8,0,6,2,2,2,1,4,6,4,22,4,0,0,12.68,0,0,1.41,11.27,0,8.45,2.82,2.82,2.82,1.41,5.63,8.45,5.63,30.99,5.63
N00000117,23,0,0,1,0,0,1,3,1,4,0,0,0,1,1,2,0,7,2,0,0,4.35,0,0,4.35,13.04,4.35,17.39,0,0,0,4.35,4.35,8.70,0,30.43,8.70
N00000118,82,1,0,2,0,0,0,7,4,13,7,1,1,4,2,6,15,15,4,1.22,0,2.44,0,0,0,8.54,4.88,15.85,8.54,1.22,1.22,4.88,2.44,7.32,18.29,18.29,4.88
N00000119,53,2,0,4,0,0,0,7,1,2,0,2,0,1,3,11,11,9,0,3.77,0,7.55,0,0,0,13.21,1.89,3.77,0,3.77,0,1.89,5.66,20.75,20.75,16.98,0
N00000120,68,0,0,4,0,1,2,18,2,3,1,0,1,2,4,7,6,12,5,0,0,5.88,0,1.47,2.94,26.47,2.94,4.41,1.47,0,1.47,2.94,5.88,10.29,8.82,17.65,7.35
N00000121,63,1,0,2,0,0,1,15,5,4,1,5,1,3,5,3,2,13,2,1.59,0,3.17,0,0,1.59,23.81,7.94,6.35,1.59,7.94,1.59,4.76,7.94,4.76,3.17,20.63,3.17
N00000122,111,0,0,2,0,0,3,12,6,7,3,11,1,5,5,10,13,28,5,0,0,1.80,0,0,2.70,10.81,5.41,6.31,2.70,9.91,0.90,4.50,4.50,9.01,11.71,25.23,4.50
N00000123,76,1,0,1,1,0,2,11,2,4,1,5,0,3,2,8,13,18,4,1.32,0,1.32,1.32,0,2.63,14.47,2.63,5.26,1.32,6.58,0,3.95,2.63,10.53,17.11,23.68,5.26
N00000124,74,0,0,4,2,0,2,10,7,6,3,6,2,9,2,4,7,10,0,0,0,5.41,2.70,0,2.70,13.51,9.46,8.11,4.05,8.11,2.70,12.16,2.70,5.41,9.46,13.51,0
N00000125,97,0,0,4,0,0,2,10,2,6,0,3,1,6,3,8,21,27,4,0,0,4.12,0,0,2.06,10.31,2.06,6.19,0,3.09,1.03,6.19,3.09,8.25,21.65,27.84,4.12
N00000126,103,1,0,5,0,1,1,17,2,5,3,2,0,3,0,9,23,23,8,0.97,0,4.85,0,0.97,0.97,16.50,1.94,4.85,2.91,1.94,0,2.91,0,8.74,22.33,22.33,7.77
N00000127,84,0,0,3,0,1,2,19,0,7,0,3,1,5,1,5,12,23,2,0,0,3.57,0,1.19,2.38,22.62,0,8.33,0,3.57,1.19,5.95,1.19,5.95,14.29,27.38,2.38
