GeographyCode,KS701NI0001,KS701NI0002,KS701NI0003,KS701NI0004,KS701NI0005,KS701NI0006,KS701NI0007,KS701NI0008,KS701NI0009,KS701NI0010,KS701NI0011,KS701NI0012,KS701NI0013,KS701NI0014,KS701NI0015,KS701NI0016,KS701NI0017,KS701NI0018,KS701NI0019,KS701NI0020,KS701NI0021,KS701NI0022,KS701NI0023,KS701NI0024,KS701NI0025,KS701NI0026,KS701NI0027,KS701NI0028,KS701NI0029
N00000024,256,56,0,4,0,166,10,16,1,0,1,2,255,4,1,0,21.88,0,1.56,0,64.84,3.91,6.25,0.39,0,0.39,0.78,1.57,0
N00000025,226,33,0,2,6,149,5,21,4,3,1,2,226,2,0,0,14.60,0,0.88,2.65,65.93,2.21,9.29,1.77,1.33,0.44,0.88,0.88,0
N00000026,238,40,0,3,0,148,9,32,4,0,1,1,236,2,0,0,16.81,0,1.26,0,62.18,3.78,13.45,1.68,0,0.42,0.42,0.85,0
N00000027,244,49,0,7,1,143,18,18,1,2,2,3,233,6,8,1,20.08,0,2.87,0.41,58.61,7.38,7.38,0.41,0.82,0.82,1.23,2.58,12.50
N00000028,111,10,0,3,1,69,5,15,0,0,7,1,108,3,3,0,9.01,0,2.70,0.90,62.16,4.50,13.51,0,0,6.31,0.90,2.78,0
N00000029,206,46,2,2,1,120,5,22,1,0,3,4,203,4,3,0,22.33,0.97,0.97,0.49,58.25,2.43,10.68,0.49,0,1.46,1.94,1.97,0
N00000030,175,35,0,5,0,112,8,10,0,1,2,2,171,5,4,0,20.00,0,2.86,0,64.00,4.57,5.71,0,0.57,1.14,1.14,2.92,0
N00000031,303,52,1,4,0,191,12,32,0,1,3,7,302,5,1,0,17.16,0.33,1.32,0,63.04,3.96,10.56,0,0.33,0.99,2.31,1.66,0
N00000032,161,17,1,5,0,106,9,17,0,0,5,1,160,6,1,0,10.56,0.62,3.11,0,65.84,5.59,10.56,0,0,3.11,0.62,3.75,0
N00000033,233,36,1,8,1,139,8,33,2,1,2,2,228,7,5,2,15.45,0.43,3.43,0.43,59.66,3.43,14.16,0.86,0.43,0.86,0.86,3.07,40.00
N00000034,207,19,3,5,2,136,3,26,1,0,11,1,204,8,3,0,9.18,1.45,2.42,0.97,65.70,1.45,12.56,0.48,0,5.31,0.48,3.92,0
N00000035,117,7,1,7,0,71,6,7,3,1,11,3,113,7,4,1,5.98,0.85,5.98,0,60.68,5.13,5.98,2.56,0.85,9.40,2.56,6.19,25.00
N00000036,162,15,0,7,1,97,9,21,4,1,7,0,154,7,8,0,9.26,0,4.32,0.62,59.88,5.56,12.96,2.47,0.62,4.32,0,4.55,0
N00000037,114,8,0,5,3,68,6,7,1,0,16,0,107,4,7,1,7.02,0,4.39,2.63,59.65,5.26,6.14,0.88,0,14.04,0,3.74,14.29
N00000038,163,29,0,4,1,78,9,29,2,1,7,3,159,3,4,1,17.79,0,2.45,0.61,47.85,5.52,17.79,1.23,0.61,4.29,1.84,1.89,25.00
N00000039,545,46,5,19,2,334,35,49,6,2,45,2,509,19,36,5,8.44,0.92,3.49,0.37,61.28,6.42,8.99,1.10,0.37,8.26,0.37,3.73,13.89
N00000040,109,10,1,4,0,48,9,14,0,0,23,0,96,2,13,3,9.17,0.92,3.67,0,44.04,8.26,12.84,0,0,21.10,0,2.08,23.08
N00000041,207,8,0,6,0,135,12,30,1,2,11,2,204,6,3,0,3.86,0,2.90,0,65.22,5.80,14.49,0.48,0.97,5.31,0.97,2.94,0
N00000042,185,15,1,9,1,119,9,13,0,1,15,2,182,10,3,0,8.11,0.54,4.86,0.54,64.32,4.86,7.03,0,0.54,8.11,1.08,5.49,0
N00000043,502,30,3,19,2,326,30,51,2,4,33,2,482,18,20,4,5.98,0.60,3.78,0.40,64.94,5.98,10.16,0.40,0.80,6.57,0.40,3.73,20.00
N00000044,106,5,2,8,1,57,10,11,2,0,10,0,102,10,4,0,4.72,1.89,7.55,0.94,53.77,9.43,10.38,1.89,0,9.43,0,9.80,0
N00000045,256,49,0,4,0,163,5,29,0,0,4,2,255,4,1,0,19.14,0,1.56,0,63.67,1.95,11.33,0,0,1.56,0.78,1.57,0
N00000046,181,29,2,2,0,124,3,16,1,0,1,3,180,4,1,0,16.02,1.10,1.10,0,68.51,1.66,8.84,0.55,0,0.55,1.66,2.22,0
N00000047,174,29,2,2,0,123,6,5,1,0,6,0,167,4,6,0,16.67,1.15,1.15,0,70.69,3.45,2.87,0.57,0,3.45,0,2.40,0
N00000048,121,8,0,3,1,74,16,6,4,0,9,0,107,2,14,1,6.61,0,2.48,0.83,61.16,13.22,4.96,3.31,0,7.44,0,1.87,7.14
N00000049,113,4,0,6,0,68,15,12,2,0,5,1,98,4,15,2,3.54,0,5.31,0,60.18,13.27,10.62,1.77,0,4.42,0.88,4.08,13.33
N00000050,140,13,0,1,0,94,5,12,1,0,11,3,137,1,3,0,9.29,0,0.71,0,67.14,3.57,8.57,0.71,0,7.86,2.14,0.73,0
N00000051,104,10,0,6,0,36,12,10,14,1,15,0,78,4,26,2,9.62,0,5.77,0,34.62,11.54,9.62,13.46,0.96,14.42,0,5.13,7.69
N00000052,115,12,1,5,4,57,10,11,7,0,8,0,104,6,11,0,10.43,0.87,4.35,3.48,49.57,8.70,9.57,6.09,0,6.96,0,5.77,0
N00000053,105,6,0,8,1,44,13,8,6,0,17,2,76,3,29,5,5.71,0,7.62,0.95,41.90,12.38,7.62,5.71,0,16.19,1.90,3.95,17.24
N00000054,111,7,0,6,1,62,9,18,4,1,3,0,93,5,18,1,6.31,0,5.41,0.90,55.86,8.11,16.22,3.60,0.90,2.70,0,5.38,5.56
N00000055,104,5,0,4,0,57,14,13,4,1,6,0,100,4,4,0,4.81,0,3.85,0,54.81,13.46,12.50,3.85,0.96,5.77,0,4.00,0
N00000056,117,8,0,9,0,62,11,8,8,0,10,1,100,7,16,2,6.84,0,7.69,0,52.99,9.40,6.84,6.84,0,8.55,0.85,7.00,12.50
N00000057,99,0,3,5,0,40,8,6,6,5,25,1,68,2,31,6,0,3.03,5.05,0,40.40,8.08,6.06,6.06,5.05,25.25,1.01,2.94,19.35
N00000058,110,7,1,6,0,52,6,11,3,2,20,2,81,3,29,4,6.36,0.91,5.45,0,47.27,5.45,10.00,2.73,1.82,18.18,1.82,3.70,13.79
N00000059,95,8,1,8,0,27,12,12,10,1,16,0,64,3,31,6,8.42,1.05,8.42,0,28.42,12.63,12.63,10.53,1.05,16.84,0,4.69,19.35
N00000060,156,11,2,8,0,67,14,12,10,0,30,2,112,6,44,4,7.05,1.28,5.13,0,42.95,8.97,7.69,6.41,0,19.23,1.28,5.36,9.09
N00000061,113,14,2,3,0,71,5,6,3,2,7,0,109,5,4,0,12.39,1.77,2.65,0,62.83,4.42,5.31,2.65,1.77,6.19,0,4.59,0
N00000062,147,16,4,5,2,94,6,15,0,0,3,2,141,8,6,1,10.88,2.72,3.40,1.36,63.95,4.08,10.20,0,0,2.04,1.36,5.67,16.67
N00000063,132,10,3,7,0,65,7,14,7,1,16,2,105,4,27,6,7.58,2.27,5.30,0,49.24,5.30,10.61,5.30,0.76,12.12,1.52,3.81,22.22
N00000064,78,7,1,2,1,36,5,5,8,1,12,0,57,3,21,0,8.97,1.28,2.56,1.28,46.15,6.41,6.41,10.26,1.28,15.38,0,5.26,0
N00000065,178,15,0,1,0,105,15,21,7,0,12,2,177,1,1,0,8.43,0,0.56,0,58.99,8.43,11.80,3.93,0,6.74,1.12,0.56,0
N00000066,134,12,1,3,1,84,9,9,4,2,6,3,131,3,3,1,8.96,0.75,2.24,0.75,62.69,6.72,6.72,2.99,1.49,4.48,2.24,2.29,33.33
N00000067,104,12,0,9,0,40,15,11,4,0,13,0,79,1,25,8,11.54,0,8.65,0,38.46,14.42,10.58,3.85,0,12.50,0,1.27,32.00
N00000068,168,17,3,5,1,112,6,18,1,1,4,0,166,8,2,0,10.12,1.79,2.98,0.60,66.67,3.57,10.71,0.60,0.60,2.38,0,4.82,0
N00000069,81,3,0,4,2,34,7,6,11,0,14,0,45,2,36,2,3.70,0,4.94,2.47,41.98,8.64,7.41,13.58,0,17.28,0,4.44,5.56
N00000070,99,6,2,5,0,61,6,10,0,2,7,0,93,5,6,2,6.06,2.02,5.05,0,61.62,6.06,10.10,0,2.02,7.07,0,5.38,33.33
N00000071,114,12,6,6,0,50,8,8,2,2,20,0,94,10,20,2,10.53,5.26,5.26,0,43.86,7.02,7.02,1.75,1.75,17.54,0,10.64,10.00
N00000072,907,58,14,21,6,559,71,99,23,7,44,5,859,31,48,4,6.39,1.54,2.32,0.66,61.63,7.83,10.92,2.54,0.77,4.85,0.55,3.61,8.33
N00000073,229,9,5,8,1,111,15,20,12,6,39,3,183,9,46,4,3.93,2.18,3.49,0.44,48.47,6.55,8.73,5.24,2.62,17.03,1.31,4.92,8.70
N00000074,575,34,6,16,2,367,34,68,13,6,27,2,557,21,18,1,5.91,1.04,2.78,0.35,63.83,5.91,11.83,2.26,1.04,4.70,0.35,3.77,5.56
N00000075,203,29,1,3,0,67,12,9,5,2,72,3,107,3,9,0,14.29,0.49,1.48,0,33.00,5.91,4.43,2.46,0.99,35.47,1.48,2.80,0
N00000076,164,12,1,4,2,104,4,20,4,2,9,2,151,4,13,1,7.32,0.61,2.44,1.22,63.41,2.44,12.20,2.44,1.22,5.49,1.22,2.65,7.69
N00000077,127,11,3,3,0,72,10,15,3,1,8,1,124,4,3,2,8.66,2.36,2.36,0,56.69,7.87,11.81,2.36,0.79,6.30,0.79,3.23,66.67
N00000078,244,14,1,6,1,153,11,33,5,2,17,1,236,7,8,0,5.74,0.41,2.46,0.41,62.70,4.51,13.52,2.05,0.82,6.97,0.41,2.97,0
N00000079,277,49,1,7,2,179,6,22,0,1,7,3,273,8,4,0,17.69,0.36,2.53,0.72,64.62,2.17,7.94,0,0.36,2.53,1.08,2.93,0
N00000080,216,23,0,5,1,146,9,27,0,0,2,3,216,5,0,0,10.65,0,2.31,0.46,67.59,4.17,12.50,0,0,0.93,1.39,2.31,0
N00000081,155,12,2,4,0,104,3,22,1,0,4,3,152,6,3,0,7.74,1.29,2.58,0,67.10,1.94,14.19,0.65,0,2.58,1.94,3.95,0
N00000082,173,31,0,7,0,113,6,12,0,0,3,1,172,7,1,0,17.92,0,4.05,0,65.32,3.47,6.94,0,0,1.73,0.58,4.07,0
N00000083,337,58,0,5,1,211,13,36,1,0,6,6,334,5,3,0,17.21,0,1.48,0.30,62.61,3.86,10.68,0.30,0,1.78,1.78,1.50,0
N00000084,219,40,1,4,1,139,4,24,1,0,2,3,219,5,0,0,18.26,0.46,1.83,0.46,63.47,1.83,10.96,0.46,0,0.91,1.37,2.28,0
N00000085,152,12,0,7,1,80,14,18,3,0,16,1,133,5,19,2,7.89,0,4.61,0.66,52.63,9.21,11.84,1.97,0,10.53,0.66,3.76,10.53
N00000086,174,14,1,7,0,105,11,19,0,2,13,2,162,4,12,4,8.05,0.57,4.02,0,60.34,6.32,10.92,0,1.15,7.47,1.15,2.47,33.33
N00000087,449,47,8,6,1,292,27,43,3,4,14,4,435,14,14,0,10.47,1.78,1.34,0.22,65.03,6.01,9.58,0.67,0.89,3.12,0.89,3.22,0
N00000088,70,2,0,1,1,44,6,5,1,0,8,2,66,1,4,0,2.86,0,1.43,1.43,62.86,8.57,7.14,1.43,0,11.43,2.86,1.52,0
N00000089,229,17,2,4,0,148,16,36,1,1,2,2,225,6,4,0,7.42,0.87,1.75,0,64.63,6.99,15.72,0.44,0.44,0.87,0.87,2.67,0
N00000090,189,11,3,7,1,113,18,20,1,2,10,3,183,9,6,1,5.82,1.59,3.70,0.53,59.79,9.52,10.58,0.53,1.06,5.29,1.59,4.92,16.67
N00000091,227,14,1,6,2,138,11,25,2,2,23,3,203,5,24,2,6.17,0.44,2.64,0.88,60.79,4.85,11.01,0.88,0.88,10.13,1.32,2.46,8.33
N00000092,215,37,3,3,3,141,3,20,0,0,2,3,212,6,3,0,17.21,1.40,1.40,1.40,65.58,1.40,9.30,0,0,0.93,1.40,2.83,0
N00000093,172,25,0,5,0,108,3,23,2,1,1,4,167,4,4,1,14.53,0,2.91,0,62.79,1.74,13.37,1.16,0.58,0.58,2.33,2.40,25.00
N00000094,237,33,4,4,3,172,4,14,1,0,1,1,237,8,0,0,13.92,1.69,1.69,1.27,72.57,1.69,5.91,0.42,0,0.42,0.42,3.38,0
N00000095,216,23,1,3,0,151,6,24,0,1,5,2,216,4,0,0,10.65,0.46,1.39,0,69.91,2.78,11.11,0,0.46,2.31,0.93,1.85,0
N00000096,228,34,0,1,1,162,7,19,0,0,2,2,228,1,0,0,14.91,0,0.44,0.44,71.05,3.07,8.33,0,0,0.88,0.88,0.44,0
N00000097,440,23,9,9,2,281,25,40,17,9,22,3,417,15,23,3,5.23,2.05,2.05,0.45,63.86,5.68,9.09,3.86,2.05,5.00,0.68,3.60,13.04
N00000098,670,57,16,16,0,389,34,92,22,13,27,4,642,30,28,2,8.51,2.39,2.39,0,58.06,5.07,13.73,3.28,1.94,4.03,0.60,4.67,7.14
N00000099,94,8,2,3,0,35,8,10,5,5,18,0,73,4,21,1,8.51,2.13,3.19,0,37.23,8.51,10.64,5.32,5.32,19.15,0,5.48,4.76
N00000100,158,10,3,7,0,81,7,12,8,2,27,1,131,7,27,3,6.33,1.90,4.43,0,51.27,4.43,7.59,5.06,1.27,17.09,0.63,5.34,11.11
N00000101,103,9,1,3,0,44,10,9,11,3,12,1,74,3,29,1,8.74,0.97,2.91,0,42.72,9.71,8.74,10.68,2.91,11.65,0.97,4.05,3.45
N00000102,150,12,2,4,1,93,11,13,7,1,6,0,141,5,9,1,8.00,1.33,2.67,0.67,62.00,7.33,8.67,4.67,0.67,4.00,0,3.55,11.11
N00000103,235,17,5,5,2,137,13,18,12,5,20,1,215,10,20,0,7.23,2.13,2.13,0.85,58.30,5.53,7.66,5.11,2.13,8.51,0.43,4.65,0
N00000104,157,9,1,7,1,81,12,17,11,3,15,0,132,4,25,4,5.73,0.64,4.46,0.64,51.59,7.64,10.83,7.01,1.91,9.55,0,3.03,16.00
N00000105,155,8,2,12,0,73,15,12,7,3,23,0,121,11,34,3,5.16,1.29,7.74,0,47.10,9.68,7.74,4.52,1.94,14.84,0,9.09,8.82
N00000106,61,2,0,6,0,29,2,8,4,1,8,1,46,2,15,4,3.28,0,9.84,0,47.54,3.28,13.11,6.56,1.64,13.11,1.64,4.35,26.67
N00000107,84,5,0,2,1,39,8,11,5,2,8,3,69,1,15,1,5.95,0,2.38,1.19,46.43,9.52,13.10,5.95,2.38,9.52,3.57,1.45,6.67
N00000108,100,5,2,3,0,66,5,8,2,0,8,1,91,3,9,2,5.00,2.00,3.00,0,66.00,5.00,8.00,2.00,0,8.00,1.00,3.30,22.22
N00000109,253,26,3,11,1,108,25,31,12,4,32,0,208,8,45,6,10.28,1.19,4.35,0.40,42.69,9.88,12.25,4.74,1.58,12.65,0,3.85,13.33
N00000110,121,11,0,4,2,64,10,13,2,1,14,0,98,2,23,2,9.09,0,3.31,1.65,52.89,8.26,10.74,1.65,0.83,11.57,0,2.04,8.70
N00000111,174,17,0,2,0,114,10,11,6,0,14,0,170,1,4,1,9.77,0,1.15,0,65.52,5.75,6.32,3.45,0,8.05,0,0.59,25.00
N00000112,190,6,2,4,2,103,12,26,8,2,23,2,171,4,19,2,3.16,1.05,2.11,1.05,54.21,6.32,13.68,4.21,1.05,12.11,1.05,2.34,10.53
N00000113,151,9,0,10,1,87,17,12,6,0,9,0,136,5,15,5,5.96,0,6.62,0.66,57.62,11.26,7.95,3.97,0,5.96,0,3.68,33.33
N00000114,162,9,1,8,3,95,13,18,6,2,5,2,156,9,6,0,5.56,0.62,4.94,1.85,58.64,8.02,11.11,3.70,1.23,3.09,1.23,5.77,0
N00000115,109,7,1,5,2,46,19,8,5,0,15,1,91,4,18,2,6.42,0.92,4.59,1.83,42.20,17.43,7.34,4.59,0,13.76,0.92,4.40,11.11
N00000116,126,7,0,5,1,68,12,7,7,2,16,1,110,2,16,3,5.56,0,3.97,0.79,53.97,9.52,5.56,5.56,1.59,12.70,0.79,1.82,18.75
N00000117,41,5,0,1,0,18,3,0,1,1,12,0,24,1,17,0,12.20,0,2.44,0,43.90,7.32,0,2.44,2.44,29.27,0,4.17,0
N00000118,154,14,1,9,0,101,5,11,9,0,3,1,139,8,14,2,9.09,0.65,5.84,0,65.58,3.25,7.14,5.84,0,1.95,0.65,5.76,14.29
N00000119,112,14,1,5,1,75,1,14,0,0,0,1,110,6,2,0,12.50,0.89,4.46,0.89,66.96,0.89,12.50,0,0,0,0.89,5.45,0
N00000120,131,21,0,8,0,77,6,14,0,0,4,1,131,8,0,0,16.03,0,6.11,0,58.78,4.58,10.69,0,0,3.05,0.76,6.11,0
N00000121,118,16,0,13,1,63,7,11,1,0,4,2,113,12,5,1,13.56,0,11.02,0.85,53.39,5.93,9.32,0.85,0,3.39,1.69,10.62,20.00
N00000122,235,32,1,5,0,150,10,21,0,1,7,8,233,6,2,0,13.62,0.43,2.13,0,63.83,4.26,8.94,0,0.43,2.98,3.40,2.58,0
N00000123,142,18,0,7,0,91,3,17,2,0,4,0,141,7,1,0,12.68,0,4.93,0,64.08,2.11,11.97,1.41,0,2.82,0,4.96,0
N00000124,155,14,1,4,1,111,8,13,2,0,0,1,151,4,4,1,9.03,0.65,2.58,0.65,71.61,5.16,8.39,1.29,0,0,0.65,2.65,25.00
N00000125,204,26,2,4,0,136,10,24,0,0,2,0,202,6,2,0,12.75,0.98,1.96,0,66.67,4.90,11.76,0,0,0.98,0,2.97,0
N00000126,188,17,0,7,0,119,10,27,0,0,6,2,186,7,2,0,9.04,0,3.72,0,63.30,5.32,14.36,0,0,3.19,1.06,3.76,0
N00000127,165,19,1,5,0,96,13,16,1,1,11,2,159,6,6,0,11.52,0.61,3.03,0,58.18,7.88,9.70,0.61,0.61,6.67,1.21,3.77,0
N00000128,457,61,0,8,0,289,26,54,1,1,9,8,442,6,15,2,13.35,0,1.75,0,63.24,5.69,11.82,0.22,0.22,1.97,1.75,1.36,13.33
N00000129,94,11,0,4,0,42,12,8,3,0,12,2,76,2,18,2,11.70,0,4.26,0,44.68,12.77,8.51,3.19,0,12.77,2.13,2.63,11.11
N00000130,259,16,0,11,0,193,7,28,0,1,2,1,259,11,0,0,6.18,0,4.25,0,74.52,2.70,10.81,0,0.39,0.77,0.39,4.25,0
N00000131,196,28,0,6,0,136,5,18,0,1,1,1,196,6,0,0,14.29,0,3.06,0,69.39,2.55,9.18,0,0.51,0.51,0.51,3.06,0
N00000132,176,28,0,3,1,119,4,12,1,0,2,6,174,3,2,0,15.91,0,1.70,0.57,67.61,2.27,6.82,0.57,0,1.14,3.41,1.72,0
N00000133,135,5,0,4,0,103,8,7,0,1,4,3,127,4,8,0,3.70,0,2.96,0,76.30,5.93,5.19,0,0.74,2.96,2.22,3.15,0
N00000134,230,22,0,11,0,173,5,15,0,0,4,0,223,11,7,0,9.57,0,4.78,0,75.22,2.17,6.52,0,0,1.74,0,4.93,0
N00000135,121,6,0,4,1,84,5,15,0,0,5,1,116,3,5,1,4.96,0,3.31,0.83,69.42,4.13,12.40,0,0,4.13,0.83,2.59,20.00
N00000136,263,19,0,11,1,184,12,22,0,0,9,5,258,9,5,2,7.22,0,4.18,0.38,69.96,4.56,8.37,0,0,3.42,1.90,3.49,40.00
N00000137,153,17,1,8,0,97,7,19,1,0,2,1,149,8,4,1,11.11,0.65,5.23,0,63.40,4.58,12.42,0.65,0,1.31,0.65,5.37,25.00
N00000138,240,11,0,16,3,173,10,22,0,0,3,2,240,16,0,0,4.58,0,6.67,1.25,72.08,4.17,9.17,0,0,1.25,0.83,6.67,0
N00000139,121,11,1,4,1,75,8,12,0,0,9,0,111,1,7,4,9.09,0.83,3.31,0.83,61.98,6.61,9.92,0,0,7.44,0,0.90,57.14
N00000140,131,14,0,6,1,79,8,14,0,1,8,0,121,4,10,2,10.69,0,4.58,0.76,60.31,6.11,10.69,0,0.76,6.11,0,3.31,20.00
N00000141,145,10,1,6,1,69,11,13,0,0,33,1,116,3,29,4,6.90,0.69,4.14,0.69,47.59,7.59,8.97,0,0,22.76,0.69,2.59,13.79
N00000142,69,5,0,2,0,43,4,7,0,0,8,0,64,2,5,0,7.25,0,2.90,0,62.32,5.80,10.14,0,0,11.59,0,3.13,0
N00000143,77,5,0,5,1,31,4,6,3,1,21,0,52,2,25,3,6.49,0,6.49,1.30,40.26,5.19,7.79,3.90,1.30,27.27,0,3.85,12.00
N00000144,85,6,2,2,0,41,6,7,1,0,19,1,72,3,13,1,7.06,2.35,2.35,0,48.24,7.06,8.24,1.18,0,22.35,1.18,4.17,7.69
N00000145,31,4,0,2,0,18,1,1,1,0,4,0,24,1,7,1,12.90,0,6.45,0,58.06,3.23,3.23,3.23,0,12.90,0,4.17,14.29
N00000146,125,23,0,6,2,77,6,7,0,1,3,0,121,6,4,0,18.40,0,4.80,1.60,61.60,4.80,5.60,0,0.80,2.40,0,4.96,0
N00000147,83,4,2,6,1,43,5,8,0,0,14,0,71,6,12,2,4.82,2.41,7.23,1.20,51.81,6.02,9.64,0,0,16.87,0,8.45,16.67
N00000148,272,15,3,17,2,183,14,24,2,1,10,1,253,11,19,9,5.51,1.10,6.25,0.74,67.28,5.15,8.82,0.74,0.37,3.68,0.37,4.35,47.37
N00000149,170,11,0,8,2,123,9,14,0,0,3,0,166,6,4,2,6.47,0,4.71,1.18,72.35,5.29,8.24,0,0,1.76,0,3.61,50.00
N00000150,127,8,1,4,0,88,4,16,0,0,4,2,123,5,4,0,6.30,0.79,3.15,0,69.29,3.15,12.60,0,0,3.15,1.57,4.07,0
N00000151,110,4,0,9,1,62,12,10,3,2,7,0,97,6,13,3,3.64,0,8.18,0.91,56.36,10.91,9.09,2.73,1.82,6.36,0,6.19,23.08
N00000152,90,5,0,5,0,51,12,7,0,2,8,0,85,5,5,0,5.56,0,5.56,0,56.67,13.33,7.78,0,2.22,8.89,0,5.88,0
N00000153,67,5,0,5,1,40,5,9,0,0,2,0,60,4,7,1,7.46,0,7.46,1.49,59.70,7.46,13.43,0,0,2.99,0,6.67,14.29
N00000154,107,11,1,5,0,61,8,16,0,1,2,2,95,4,12,2,10.28,0.93,4.67,0,57.01,7.48,14.95,0,0.93,1.87,1.87,4.21,16.67
N00000155,158,25,0,4,1,88,13,23,0,0,4,0,146,4,10,0,15.82,0,2.53,0.63,55.70,8.23,14.56,0,0,2.53,0,2.74,0
N00000156,121,7,2,5,1,93,4,4,0,1,3,1,120,7,1,0,5.79,1.65,4.13,0.83,76.86,3.31,3.31,0,0.83,2.48,0.83,5.83,0
N00000157,171,39,0,6,1,92,8,15,0,1,7,2,169,6,2,0,22.81,0,3.51,0.58,53.80,4.68,8.77,0,0.58,4.09,1.17,3.55,0
N00000158,242,30,0,4,2,170,8,22,0,0,2,4,233,3,9,1,12.40,0,1.65,0.83,70.25,3.31,9.09,0,0,0.83,1.65,1.29,11.11
N00000159,78,5,1,5,0,43,3,7,1,0,13,0,64,5,14,1,6.41,1.28,6.41,0,55.13,3.85,8.97,1.28,0,16.67,0,7.81,7.14
N00000160,124,18,0,9,0,71,8,7,0,0,10,1,114,8,6,1,14.52,0,7.26,0,57.26,6.45,5.65,0,0,8.06,0.81,7.02,16.67
