GeographyCode,KS403NI0001,KS403NI0002,KS403NI0003,KS403NI0004,KS403NI0005,KS403NI0006,KS403NI0007,KS403NI0008,KS403NI0009,KS403NI0010,KS403NI0011,KS403NI0012,KS403NI0013,KS403NI0014,KS403NI0015,KS403NI0016,KS403NI0017,KS403NI0018
N00002237,123,28,31,26,25,7,5,1,0,2.76,22.76,25.20,21.14,20.33,5.69,4.07,0.81,0
N00002238,98,20,29,22,15,6,4,1,1,2.80,20.41,29.59,22.45,15.31,6.12,4.08,1.02,1.02
N00002239,108,39,31,18,15,3,2,0,0,2.24,36.11,28.70,16.67,13.89,2.78,1.85,0,0
N00002240,145,57,37,23,17,7,3,0,1,2.27,39.31,25.52,15.86,11.72,4.83,2.07,0,0.69
N00002241,116,44,38,20,10,3,1,0,0,2.08,37.93,32.76,17.24,8.62,2.59,0.86,0,0
N00002242,113,37,30,23,9,10,4,0,0,2.44,32.74,26.55,20.35,7.96,8.85,3.54,0,0
N00002243,122,68,20,14,10,8,2,0,0,1.98,55.74,16.39,11.48,8.20,6.56,1.64,0,0
N00002244,114,37,28,20,6,18,4,0,1,2.62,32.46,24.56,17.54,5.26,15.79,3.51,0,0.88
N00002245,128,89,33,2,3,1,0,0,0,1.39,69.53,25.78,1.56,2.34,0.78,0,0,0
N00002246,150,20,42,27,31,23,6,1,0,3.11,13.33,28.00,18.00,20.67,15.33,4.00,0.67,0
N00002247,146,21,39,22,32,21,6,3,2,3.23,14.38,26.71,15.07,21.92,14.38,4.11,2.05,1.37
N00002248,248,40,52,49,63,31,11,2,0,3.14,16.13,20.97,19.76,25.40,12.50,4.44,0.81,0
N00002249,179,12,47,29,47,33,10,1,0,3.42,6.70,26.26,16.20,26.26,18.44,5.59,0.56,0
N00002250,115,18,25,25,33,8,6,0,0,3.05,15.65,21.74,21.74,28.70,6.96,5.22,0,0
N00002251,136,27,30,34,27,11,7,0,0,2.90,19.85,22.06,25.00,19.85,8.09,5.15,0,0
N00002252,264,35,59,47,47,48,25,1,2,3.39,13.26,22.35,17.80,17.80,18.18,9.47,0.38,0.76
N00002253,129,19,32,27,19,20,7,4,1,3.24,14.73,24.81,20.93,14.73,15.50,5.43,3.10,0.78
N00002254,197,40,68,29,33,14,11,2,0,2.77,20.30,34.52,14.72,16.75,7.11,5.58,1.02,0
N00002255,177,32,38,37,42,17,8,1,2,3.07,18.08,21.47,20.90,23.73,9.60,4.52,0.56,1.13
N00002256,166,19,54,29,44,12,7,1,0,3.01,11.45,32.53,17.47,26.51,7.23,4.22,0.60,0
N00002257,140,38,47,22,24,6,3,0,0,2.44,27.14,33.57,15.71,17.14,4.29,2.14,0,0
N00002258,126,25,41,22,24,9,5,0,0,2.73,19.84,32.54,17.46,19.05,7.14,3.97,0,0
N00002259,153,43,56,28,18,6,2,0,0,2.31,28.10,36.60,18.30,11.76,3.92,1.31,0,0
N00002260,299,53,100,69,55,16,5,1,0,2.67,17.73,33.44,23.08,18.39,5.35,1.67,0.33,0
N00002261,225,20,70,44,61,19,9,1,1,3.11,8.89,31.11,19.56,27.11,8.44,4.00,0.44,0.44
N00002262,156,32,43,33,27,14,4,1,2,2.85,20.51,27.56,21.15,17.31,8.97,2.56,0.64,1.28
N00002263,159,23,45,22,46,15,7,1,0,3.06,14.47,28.30,13.84,28.93,9.43,4.40,0.63,0
N00002264,257,48,80,53,41,23,6,2,4,2.85,18.68,31.13,20.62,15.95,8.95,2.33,0.78,1.56
N00002265,216,29,68,56,38,20,3,1,1,2.86,13.43,31.48,25.93,17.59,9.26,1.39,0.46,0.46
N00002266,108,28,31,18,15,10,6,0,0,2.69,25.93,28.70,16.67,13.89,9.26,5.56,0,0
N00002267,172,35,50,37,26,16,4,2,2,2.83,20.35,29.07,21.51,15.12,9.30,2.33,1.16,1.16
N00002268,290,64,80,64,43,26,8,3,2,2.77,22.07,27.59,22.07,14.83,8.97,2.76,1.03,0.69
N00002269,117,27,28,30,21,5,4,1,1,2.79,23.08,23.93,25.64,17.95,4.27,3.42,0.85,0.85
N00002270,120,21,34,23,25,10,5,2,0,2.93,17.50,28.33,19.17,20.83,8.33,4.17,1.67,0
N00002271,113,28,24,20,17,17,6,0,1,2.95,24.78,21.24,17.70,15.04,15.04,5.31,0,0.88
N00002272,99,22,26,26,14,5,4,1,1,2.75,22.22,26.26,26.26,14.14,5.05,4.04,1.01,1.01
N00002273,214,38,69,36,48,18,4,1,0,2.79,17.76,32.24,16.82,22.43,8.41,1.87,0.47,0
N00002274,98,26,28,24,10,5,4,0,1,2.56,26.53,28.57,24.49,10.20,5.10,4.08,0,1.02
N00002275,103,28,32,23,13,4,2,0,1,2.47,27.18,31.07,22.33,12.62,3.88,1.94,0,0.97
N00002276,124,30,48,20,18,7,1,0,0,2.41,24.19,38.71,16.13,14.52,5.65,0.81,0,0
N00002277,194,51,51,48,19,17,4,2,2,2.65,26.29,26.29,24.74,9.79,8.76,2.06,1.03,1.03
N00002278,137,45,39,18,23,8,3,0,1,2.45,32.85,28.47,13.14,16.79,5.84,2.19,0,0.73
N00002279,111,59,24,16,10,2,0,0,0,1.85,53.15,21.62,14.41,9.01,1.80,0,0,0
N00002280,116,32,34,23,16,11,0,0,0,2.48,27.59,29.31,19.83,13.79,9.48,0,0,0
N00002281,127,14,41,27,17,16,4,2,6,3.31,11.02,32.28,21.26,13.39,12.60,3.15,1.57,4.72
N00002282,114,48,22,16,12,9,6,1,0,2.42,42.11,19.30,14.04,10.53,7.89,5.26,0.88,0
N00002283,106,26,33,21,17,5,3,0,1,2.61,24.53,31.13,19.81,16.04,4.72,2.83,0,0.94
N00002284,128,44,34,23,19,8,0,0,0,2.32,34.38,26.56,17.97,14.84,6.25,0,0,0
N00002285,128,15,29,28,30,17,5,4,0,3.28,11.72,22.66,21.88,23.44,13.28,3.91,3.13,0
N00002286,127,18,46,29,16,10,8,0,0,2.83,14.17,36.22,22.83,12.60,7.87,6.30,0,0
N00002287,122,28,45,23,13,10,2,1,0,2.52,22.95,36.89,18.85,10.66,8.20,1.64,0.82,0
N00002288,118,36,37,21,8,9,6,0,1,2.49,30.51,31.36,17.80,6.78,7.63,5.08,0,0.85
N00002289,107,32,38,19,13,5,0,0,0,2.26,29.91,35.51,17.76,12.15,4.67,0,0,0
N00002290,238,119,68,22,23,3,2,0,1,1.92,50.00,28.57,9.24,9.66,1.26,0.84,0,0.42
N00002291,227,104,69,29,16,5,4,0,0,1.95,45.81,30.40,12.78,7.05,2.20,1.76,0,0
N00002292,118,33,33,23,14,9,5,1,0,2.59,27.97,27.97,19.49,11.86,7.63,4.24,0.85,0
N00002293,113,44,38,19,8,3,0,1,0,2.04,38.94,33.63,16.81,7.08,2.65,0,0.88,0
N00002294,123,34,46,18,15,8,2,0,0,2.37,27.64,37.40,14.63,12.20,6.50,1.63,0,0
N00002295,137,33,56,16,21,9,2,0,0,2.44,24.09,40.88,11.68,15.33,6.57,1.46,0,0
N00002296,143,35,47,32,24,3,2,0,0,2.43,24.48,32.87,22.38,16.78,2.10,1.40,0,0
N00002297,124,23,45,18,23,14,1,0,0,2.70,18.55,36.29,14.52,18.55,11.29,0.81,0,0
N00002298,137,59,41,21,9,5,2,0,0,2.02,43.07,29.93,15.33,6.57,3.65,1.46,0,0
N00002299,149,41,44,29,21,12,2,0,0,2.50,27.52,29.53,19.46,14.09,8.05,1.34,0,0
N00002300,318,66,117,60,48,24,2,1,0,2.55,20.75,36.79,18.87,15.09,7.55,0.63,0.31,0
N00002301,242,44,80,51,37,18,8,4,0,2.77,18.18,33.06,21.07,15.29,7.44,3.31,1.65,0
N00002302,221,26,72,38,62,17,3,2,1,2.98,11.76,32.58,17.19,28.05,7.69,1.36,0.90,0.45
N00002303,158,25,46,38,31,16,2,0,0,2.83,15.82,29.11,24.05,19.62,10.13,1.27,0,0
N00002304,88,25,32,7,16,5,2,1,0,2.48,28.41,36.36,7.95,18.18,5.68,2.27,1.14,0
N00002305,311,71,109,57,50,14,10,0,0,2.54,22.83,35.05,18.33,16.08,4.50,3.22,0,0
N00002306,524,110,148,111,109,33,10,1,2,2.72,20.99,28.24,21.18,20.80,6.30,1.91,0.19,0.38
N00002307,134,26,39,25,28,12,2,1,1,2.82,19.40,29.10,18.66,20.90,8.96,1.49,0.75,0.75
N00002308,124,29,34,22,32,5,1,1,0,2.65,23.39,27.42,17.74,25.81,4.03,0.81,0.81,0
N00002309,101,36,27,23,11,3,1,0,0,2.22,35.64,26.73,22.77,10.89,2.97,0.99,0,0
N00002310,103,34,40,13,15,1,0,0,0,2.12,33.01,38.83,12.62,14.56,0.97,0,0,0
N00002311,119,30,44,23,15,5,1,1,0,2.39,25.21,36.97,19.33,12.61,4.20,0.84,0.84,0
N00002312,137,46,44,27,10,9,0,0,1,2.26,33.58,32.12,19.71,7.30,6.57,0,0,0.73
N00002313,140,46,52,24,10,8,0,0,0,2.16,32.86,37.14,17.14,7.14,5.71,0,0,0
N00002314,121,38,38,26,14,4,1,0,0,2.26,31.40,31.40,21.49,11.57,3.31,0.83,0,0
N00002315,145,37,61,18,15,13,1,0,0,2.37,25.52,42.07,12.41,10.34,8.97,0.69,0,0
N00002316,116,42,41,12,21,0,0,0,0,2.10,36.21,35.34,10.34,18.10,0,0,0,0
N00002317,118,24,41,21,25,7,0,0,0,2.58,20.34,34.75,17.80,21.19,5.93,0,0,0
N00002318,169,45,78,27,14,5,0,0,0,2.15,26.63,46.15,15.98,8.28,2.96,0,0,0
N00002319,260,55,82,42,56,21,4,0,0,2.68,21.15,31.54,16.15,21.54,8.08,1.54,0,0
N00002320,131,36,51,25,12,4,3,0,0,2.28,27.48,38.93,19.08,9.16,3.05,2.29,0,0
N00002321,117,29,44,14,21,7,2,0,0,2.48,24.79,37.61,11.97,17.95,5.98,1.71,0,0
N00002322,125,28,54,18,16,6,3,0,0,2.42,22.40,43.20,14.40,12.80,4.80,2.40,0,0
N00002323,132,25,57,22,18,8,1,0,1,2.51,18.94,43.18,16.67,13.64,6.06,0.76,0,0.76
N00002324,106,18,39,17,24,5,1,0,2,2.75,16.98,36.79,16.04,22.64,4.72,0.94,0,1.89
N00002325,173,30,63,45,21,10,2,1,1,2.62,17.34,36.42,26.01,12.14,5.78,1.16,0.58,0.58
N00002326,130,35,53,18,13,7,3,1,0,2.36,26.92,40.77,13.85,10.00,5.38,2.31,0.77,0
N00002327,460,67,147,99,105,34,7,1,0,2.82,14.57,31.96,21.52,22.83,7.39,1.52,0.22,0
N00002328,130,25,38,25,27,12,2,1,0,2.79,19.23,29.23,19.23,20.77,9.23,1.54,0.77,0
N00002329,135,49,38,16,21,8,2,1,0,2.34,36.30,28.15,11.85,15.56,5.93,1.48,0.74,0
N00002330,215,30,71,46,41,21,3,2,1,2.88,13.95,33.02,21.40,19.07,9.77,1.40,0.93,0.47
N00002331,199,29,58,41,37,23,7,2,2,3.05,14.57,29.15,20.60,18.59,11.56,3.52,1.01,1.01
N00002332,159,51,57,22,20,5,4,0,0,2.26,32.08,35.85,13.84,12.58,3.14,2.52,0,0
N00002333,149,38,42,23,31,10,5,0,0,2.65,25.50,28.19,15.44,20.81,6.71,3.36,0,0
N00002334,125,24,41,25,20,9,3,3,0,2.76,19.20,32.80,20.00,16.00,7.20,2.40,2.40,0
N00002335,202,43,69,33,33,16,8,0,0,2.67,21.29,34.16,16.34,16.34,7.92,3.96,0,0
N00002336,132,42,40,19,18,8,4,1,0,2.44,31.82,30.30,14.39,13.64,6.06,3.03,0.76,0
N00002337,139,36,40,28,24,8,2,1,0,2.55,25.90,28.78,20.14,17.27,5.76,1.44,0.72,0
N00002338,109,32,40,13,12,8,4,0,0,2.41,29.36,36.70,11.93,11.01,7.34,3.67,0,0
N00002339,116,29,33,26,20,5,3,0,0,2.55,25.00,28.45,22.41,17.24,4.31,2.59,0,0
N00002340,114,29,35,17,22,9,2,0,0,2.59,25.44,30.70,14.91,19.30,7.89,1.75,0,0
N00002341,100,29,33,21,10,4,3,0,0,2.36,29.00,33.00,21.00,10.00,4.00,3.00,0,0
N00002342,115,40,27,19,19,7,1,1,1,2.47,34.78,23.48,16.52,16.52,6.09,0.87,0.87,0.87
N00002343,117,19,34,17,26,18,3,0,0,2.99,16.24,29.06,14.53,22.22,15.38,2.56,0,0
N00002344,182,72,52,38,13,6,1,0,0,2.08,39.56,28.57,20.88,7.14,3.30,0.55,0,0
N00002345,153,80,36,14,15,4,2,2,0,1.96,52.29,23.53,9.15,9.80,2.61,1.31,1.31,0
N00002346,114,45,40,18,3,4,4,0,0,2.06,39.47,35.09,15.79,2.63,3.51,3.51,0,0
N00002347,280,72,105,46,35,14,8,0,0,2.42,25.71,37.50,16.43,12.50,5.00,2.86,0,0
N00002348,169,81,38,28,14,7,1,0,0,2.00,47.93,22.49,16.57,8.28,4.14,0.59,0,0
N00002349,113,39,39,20,9,4,1,0,1,2.21,34.51,34.51,17.70,7.96,3.54,0.88,0,0.88
N00002350,96,41,35,11,9,0,0,0,0,1.88,42.71,36.46,11.46,9.38,0,0,0,0
N00002351,418,61,101,81,83,69,16,5,2,3.19,14.59,24.16,19.38,19.86,16.51,3.83,1.20,0.48
N00002352,137,59,41,14,12,7,2,2,0,2.13,43.07,29.93,10.22,8.76,5.11,1.46,1.46,0
N00002353,647,109,197,145,118,56,20,2,0,2.82,16.85,30.45,22.41,18.24,8.66,3.09,0.31,0
N00002354,151,49,39,21,24,16,2,0,0,2.50,32.45,25.83,13.91,15.89,10.60,1.32,0,0
N00002355,112,36,31,19,14,7,3,2,0,2.48,32.14,27.68,16.96,12.50,6.25,2.68,1.79,0
N00002356,140,21,40,32,30,11,5,1,0,2.92,15.00,28.57,22.86,21.43,7.86,3.57,0.71,0
N00002357,146,65,25,18,20,10,7,1,0,2.38,44.52,17.12,12.33,13.70,6.85,4.79,0.68,0
N00002358,110,42,38,11,14,3,0,2,0,2.15,38.18,34.55,10.00,12.73,2.73,0,1.82,0
N00002359,118,51,31,15,13,3,5,0,0,2.16,43.22,26.27,12.71,11.02,2.54,4.24,0,0
N00002360,115,47,37,18,7,5,1,0,0,2.03,40.87,32.17,15.65,6.09,4.35,0.87,0,0
N00002361,116,29,42,16,17,7,4,1,0,2.54,25.00,36.21,13.79,14.66,6.03,3.45,0.86,0
N00002362,113,47,28,20,14,2,1,1,0,2.14,41.59,24.78,17.70,12.39,1.77,0.88,0.88,0
N00002363,108,41,35,16,11,3,1,1,0,2.14,37.96,32.41,14.81,10.19,2.78,0.93,0.93,0
N00002364,118,64,30,13,9,0,1,1,0,1.80,54.24,25.42,11.02,7.63,0,0.85,0.85,0
N00002365,121,35,40,21,17,7,1,0,0,2.37,28.93,33.06,17.36,14.05,5.79,0.83,0,0
N00002366,118,41,36,16,15,9,1,0,0,2.31,34.75,30.51,13.56,12.71,7.63,0.85,0,0
N00002367,164,51,46,37,21,8,1,0,0,2.34,31.10,28.05,22.56,12.80,4.88,0.61,0,0
N00002368,141,21,34,33,31,12,7,1,2,3.10,14.89,24.11,23.40,21.99,8.51,4.96,0.71,1.42
N00002369,289,67,94,64,39,15,8,2,0,2.56,23.18,32.53,22.15,13.49,5.19,2.77,0.69,0
N00002370,128,19,37,22,31,11,7,1,0,3.02,14.84,28.91,17.19,24.22,8.59,5.47,0.78,0
N00002371,146,20,43,20,34,15,12,2,0,3.17,13.70,29.45,13.70,23.29,10.27,8.22,1.37,0
N00002372,211,26,67,54,36,23,4,0,1,2.91,12.32,31.75,25.59,17.06,10.90,1.90,0,0.47
N00002373,139,29,41,24,18,13,9,3,2,2.96,20.86,29.50,17.27,12.95,9.35,6.47,2.16,1.44
N00002374,126,40,42,22,10,3,8,1,0,2.38,31.75,33.33,17.46,7.94,2.38,6.35,0.79,0
N00002375,132,29,33,20,24,18,7,0,1,2.97,21.97,25.00,15.15,18.18,13.64,5.30,0,0.76
N00002376,148,24,48,22,30,15,8,1,0,2.95,16.22,32.43,14.86,20.27,10.14,5.41,0.68,0
N00002377,169,37,57,33,28,13,1,0,0,2.56,21.89,33.73,19.53,16.57,7.69,0.59,0,0
N00002378,306,80,108,47,50,16,4,0,1,2.45,26.14,35.29,15.36,16.34,5.23,1.31,0,0.33
N00002379,251,57,78,46,43,21,5,0,1,2.66,22.71,31.08,18.33,17.13,8.37,1.99,0,0.40
N00002380,133,46,42,26,6,12,1,0,0,2.24,34.59,31.58,19.55,4.51,9.02,0.75,0,0
N00002381,149,30,58,17,32,11,1,0,0,2.59,20.13,38.93,11.41,21.48,7.38,0.67,0,0
N00002382,181,40,62,36,32,8,3,0,0,2.53,22.10,34.25,19.89,17.68,4.42,1.66,0,0
N00002383,150,16,44,30,43,14,3,0,0,3.03,10.67,29.33,20.00,28.67,9.33,2.00,0,0
N00002384,144,31,48,25,28,10,1,1,0,2.62,21.53,33.33,17.36,19.44,6.94,0.69,0.69,0
N00002385,108,24,39,16,19,8,2,0,0,2.57,22.22,36.11,14.81,17.59,7.41,1.85,0,0
N00002386,127,52,38,23,8,2,2,2,0,2.09,40.94,29.92,18.11,6.30,1.57,1.57,1.57,0
N00002387,266,152,66,32,12,3,1,0,0,1.69,57.14,24.81,12.03,4.51,1.13,0.38,0,0
N00002388,92,38,21,19,9,4,1,0,0,2.16,41.30,22.83,20.65,9.78,4.35,1.09,0,0
N00002389,134,46,42,17,19,6,4,0,0,2.32,34.33,31.34,12.69,14.18,4.48,2.99,0,0
N00002390,142,60,43,18,14,6,0,1,0,2.06,42.25,30.28,12.68,9.86,4.23,0,0.70,0
N00002391,136,25,39,28,15,20,8,1,0,2.96,18.38,28.68,20.59,11.03,14.71,5.88,0.74,0
N00002392,116,17,34,24,19,17,4,1,0,3.01,14.66,29.31,20.69,16.38,14.66,3.45,0.86,0
N00002393,197,26,42,33,50,35,8,3,0,3.31,13.20,21.32,16.75,25.38,17.77,4.06,1.52,0
N00002394,154,52,48,19,21,10,4,0,0,2.36,33.77,31.17,12.34,13.64,6.49,2.60,0,0
N00002395,126,16,26,28,31,15,9,1,0,3.27,12.70,20.63,22.22,24.60,11.90,7.14,0.79,0
N00002396,132,45,47,23,10,5,1,0,1,2.18,34.09,35.61,17.42,7.58,3.79,0.76,0,0.76
N00002397,147,51,48,23,15,4,5,1,0,2.27,34.69,32.65,15.65,10.20,2.72,3.40,0.68,0
N00002398,137,33,40,30,16,11,6,0,1,2.67,24.09,29.20,21.90,11.68,8.03,4.38,0,0.73
N00002399,117,44,30,21,15,4,2,1,0,2.27,37.61,25.64,17.95,12.82,3.42,1.71,0.85,0
N00002400,70,15,30,11,9,3,1,0,1,2.49,21.43,42.86,15.71,12.86,4.29,1.43,0,1.43
N00002401,555,105,181,113,106,32,15,3,0,2.70,18.92,32.61,20.36,19.10,5.77,2.70,0.54,0
N00002402,96,23,38,16,12,6,0,0,1,2.43,23.96,39.58,16.67,12.50,6.25,0,0,1.04
N00002403,176,52,69,28,13,10,4,0,0,2.27,29.55,39.20,15.91,7.39,5.68,2.27,0,0
N00002404,339,78,111,57,60,27,6,0,0,2.60,23.01,32.74,16.81,17.70,7.96,1.77,0,0
N00002405,128,30,40,24,22,10,2,0,0,2.59,23.44,31.25,18.75,17.19,7.81,1.56,0,0
N00002406,109,17,39,24,15,8,5,1,0,2.79,15.60,35.78,22.02,13.76,7.34,4.59,0.92,0
N00002407,112,33,42,17,8,9,3,0,0,2.35,29.46,37.50,15.18,7.14,8.04,2.68,0,0
N00002408,129,30,45,21,17,12,3,1,0,2.60,23.26,34.88,16.28,13.18,9.30,2.33,0.78,0
N00002409,131,43,30,28,20,8,2,0,0,2.44,32.82,22.90,21.37,15.27,6.11,1.53,0,0
N00002410,117,37,33,19,17,9,2,0,0,2.44,31.62,28.21,16.24,14.53,7.69,1.71,0,0
N00002411,107,15,24,24,24,14,5,0,1,3.17,14.02,22.43,22.43,22.43,13.08,4.67,0,0.93
N00002412,110,7,22,28,28,13,9,2,1,3.53,6.36,20.00,25.45,25.45,11.82,8.18,1.82,0.91
N00002413,123,16,29,29,22,18,4,3,2,3.28,13.01,23.58,23.58,17.89,14.63,3.25,2.44,1.63
N00002414,103,23,28,25,15,8,3,1,0,2.71,22.33,27.18,24.27,14.56,7.77,2.91,0.97,0
N00002415,103,24,28,24,16,7,3,1,0,2.68,23.30,27.18,23.30,15.53,6.80,2.91,0.97,0
N00002416,180,45,44,20,43,20,6,2,0,2.86,25.00,24.44,11.11,23.89,11.11,3.33,1.11,0
N00002417,120,29,20,26,24,14,7,0,0,2.96,24.17,16.67,21.67,20.00,11.67,5.83,0,0
N00002418,169,30,34,29,25,30,15,3,3,3.37,17.75,20.12,17.16,14.79,17.75,8.88,1.78,1.78
N00002419,230,44,67,53,32,23,7,3,1,2.83,19.13,29.13,23.04,13.91,10.00,3.04,1.30,0.43
N00002420,163,29,39,32,30,19,9,5,0,3.11,17.79,23.93,19.63,18.40,11.66,5.52,3.07,0
N00002421,131,25,26,24,26,17,9,1,3,3.26,19.08,19.85,18.32,19.85,12.98,6.87,0.76,2.29
N00002422,162,36,34,34,32,16,5,3,2,2.98,22.22,20.99,20.99,19.75,9.88,3.09,1.85,1.23
N00002423,115,62,34,5,8,4,2,0,0,1.82,53.91,29.57,4.35,6.96,3.48,1.74,0,0
N00002424,129,39,40,19,14,8,7,2,0,2.54,30.23,31.01,14.73,10.85,6.20,5.43,1.55,0
N00002425,127,42,42,16,14,12,1,0,0,2.33,33.07,33.07,12.60,11.02,9.45,0.79,0,0
N00002426,132,43,30,23,20,11,4,1,0,2.56,32.58,22.73,17.42,15.15,8.33,3.03,0.76,0
N00002427,127,35,26,29,18,10,8,1,0,2.76,27.56,20.47,22.83,14.17,7.87,6.30,0.79,0
N00002428,125,34,35,29,12,8,4,2,1,2.60,27.20,28.00,23.20,9.60,6.40,3.20,1.60,0.80
N00002429,135,47,42,22,16,5,3,0,0,2.25,34.81,31.11,16.30,11.85,3.70,2.22,0,0
N00002430,131,43,35,24,16,10,2,1,0,2.43,32.82,26.72,18.32,12.21,7.63,1.53,0.76,0
N00002431,423,166,109,56,42,32,8,9,1,2.36,39.24,25.77,13.24,9.93,7.57,1.89,2.13,0.24
N00002432,119,64,27,7,12,5,2,2,0,2.00,53.78,22.69,5.88,10.08,4.20,1.68,1.68,0
N00002433,135,30,35,28,24,14,1,3,0,2.79,22.22,25.93,20.74,17.78,10.37,0.74,2.22,0
N00002434,102,33,19,22,14,11,3,0,0,2.61,32.35,18.63,21.57,13.73,10.78,2.94,0,0
N00002435,152,90,27,18,11,5,0,0,1,1.81,59.21,17.76,11.84,7.24,3.29,0,0,0.66
N00002436,154,42,39,26,25,16,4,1,1,2.71,27.27,25.32,16.88,16.23,10.39,2.60,0.65,0.65
N00002437,88,13,19,21,12,12,9,1,1,3.31,14.77,21.59,23.86,13.64,13.64,10.23,1.14,1.14
N00002438,127,35,34,19,17,15,2,3,2,2.79,27.56,26.77,14.96,13.39,11.81,1.57,2.36,1.57
N00002439,120,32,33,27,13,9,4,2,0,2.62,26.67,27.50,22.50,10.83,7.50,3.33,1.67,0
N00002440,110,21,34,25,16,8,4,2,0,2.78,19.09,30.91,22.73,14.55,7.27,3.64,1.82,0
N00002441,112,48,31,15,10,7,1,0,0,2.11,42.86,27.68,13.39,8.93,6.25,0.89,0,0
N00002442,110,24,35,19,18,10,3,1,0,2.71,21.82,31.82,17.27,16.36,9.09,2.73,0.91,0
N00002443,128,31,33,34,21,6,1,1,1,2.63,24.22,25.78,26.56,16.41,4.69,0.78,0.78,0.78
N00002444,372,146,103,63,39,13,7,0,1,2.18,39.25,27.69,16.94,10.48,3.49,1.88,0,0.27
N00002445,147,51,56,22,13,4,1,0,0,2.09,34.69,38.10,14.97,8.84,2.72,0.68,0,0
N00002446,133,58,44,20,8,2,1,0,0,1.91,43.61,33.08,15.04,6.02,1.50,0.75,0,0
N00002447,153,60,44,24,20,4,1,0,0,2.13,39.22,28.76,15.69,13.07,2.61,0.65,0,0
N00002448,131,46,32,31,13,7,1,1,0,2.31,35.11,24.43,23.66,9.92,5.34,0.76,0.76,0
N00002449,134,46,49,15,20,4,0,0,0,2.16,34.33,36.57,11.19,14.93,2.99,0,0,0
N00002450,131,53,37,17,15,5,4,0,0,2.19,40.46,28.24,12.98,11.45,3.82,3.05,0,0
N00002451,284,119,65,49,35,14,1,0,1,2.18,41.90,22.89,17.25,12.32,4.93,0.35,0,0.35
N00002452,121,37,33,19,16,13,3,0,0,2.54,30.58,27.27,15.70,13.22,10.74,2.48,0,0
N00002453,157,67,33,20,21,11,3,2,0,2.32,42.68,21.02,12.74,13.38,7.01,1.91,1.27,0
N00002454,200,118,48,16,9,4,4,1,0,1.75,59.00,24.00,8.00,4.50,2.00,2.00,0.50,0
N00002455,128,19,37,25,24,19,4,0,0,2.99,14.84,28.91,19.53,18.75,14.84,3.13,0,0
N00002456,146,31,52,26,22,12,1,2,0,2.61,21.23,35.62,17.81,15.07,8.22,0.68,1.37,0
N00002457,202,38,77,38,27,14,5,2,1,2.66,18.81,38.12,18.81,13.37,6.93,2.48,0.99,0.50
N00002458,134,49,39,26,12,4,2,2,0,2.23,36.57,29.10,19.40,8.96,2.99,1.49,1.49,0
N00002459,296,69,83,47,51,31,11,3,1,2.80,23.31,28.04,15.88,17.23,10.47,3.72,1.01,0.34
N00002460,154,23,47,29,28,20,6,1,0,2.98,14.94,30.52,18.83,18.18,12.99,3.90,0.65,0
N00002461,180,28,40,32,37,25,12,4,2,3.31,15.56,22.22,17.78,20.56,13.89,6.67,2.22,1.11
N00002462,178,41,43,24,33,20,15,1,1,3.01,23.03,24.16,13.48,18.54,11.24,8.43,0.56,0.56
N00002463,136,29,24,26,25,18,12,2,0,3.17,21.32,17.65,19.12,18.38,13.24,8.82,1.47,0
N00002464,142,28,34,35,24,12,9,0,0,2.89,19.72,23.94,24.65,16.90,8.45,6.34,0,0
N00002465,270,44,65,59,50,25,19,5,3,3.15,16.30,24.07,21.85,18.52,9.26,7.04,1.85,1.11
N00002466,110,33,28,15,14,12,5,2,1,2.75,30.00,25.45,13.64,12.73,10.91,4.55,1.82,0.91
N00002467,115,30,39,14,16,10,3,2,1,2.64,26.09,33.91,12.17,13.91,8.70,2.61,1.74,0.87
N00002468,116,38,34,17,15,10,1,1,0,2.41,32.76,29.31,14.66,12.93,8.62,0.86,0.86,0
N00002469,232,60,63,47,32,18,10,1,1,2.67,25.86,27.16,20.26,13.79,7.76,4.31,0.43,0.43
N00002470,144,35,42,30,14,10,12,1,0,2.74,24.31,29.17,20.83,9.72,6.94,8.33,0.69,0
N00002471,118,26,39,21,12,13,7,0,0,2.73,22.03,33.05,17.80,10.17,11.02,5.93,0,0
N00002472,167,32,41,50,24,8,8,3,1,2.86,19.16,24.55,29.94,14.37,4.79,4.79,1.80,0.60
N00002473,125,39,29,15,28,8,5,1,0,2.65,31.20,23.20,12.00,22.40,6.40,4.00,0.80,0
N00002474,135,31,40,21,23,16,1,3,0,2.76,22.96,29.63,15.56,17.04,11.85,0.74,2.22,0
N00002475,164,53,52,23,25,7,3,1,0,2.35,32.32,31.71,14.02,15.24,4.27,1.83,0.61,0
N00002476,146,36,46,22,28,8,3,1,2,2.65,24.66,31.51,15.07,19.18,5.48,2.05,0.68,1.37
N00002477,115,25,37,22,16,10,3,1,1,2.71,21.74,32.17,19.13,13.91,8.70,2.61,0.87,0.87
N00002478,191,37,52,39,32,15,7,6,3,2.98,19.37,27.23,20.42,16.75,7.85,3.66,3.14,1.57
N00002479,140,10,30,33,35,23,6,3,0,3.44,7.14,21.43,23.57,25.00,16.43,4.29,2.14,0
N00002480,216,27,66,42,45,26,8,1,1,3.05,12.50,30.56,19.44,20.83,12.04,3.70,0.46,0.46
N00002481,127,40,31,22,19,7,5,3,0,2.60,31.50,24.41,17.32,14.96,5.51,3.94,2.36,0
