GeographyCode,KS103NI0001,KS103NI0002,KS103NI0003,KS103NI0004,KS103NI0005,KS103NI0006,KS103NI0007,KS103NI0008,KS103NI0009,KS103NI0010,KS103NI0011,KS103NI0012,KS103NI0013
N00000043,841,259,469,2,32,35,44,30.80,55.77,0.24,3.80,4.16,5.23
N00000044,223,93,85,0,18,12,15,41.70,38.12,0,8.07,5.38,6.73
N00000045,383,98,246,0,11,11,17,25.59,64.23,0,2.87,2.87,4.44
N00000046,313,93,185,0,9,13,13,29.71,59.11,0,2.88,4.15,4.15
N00000047,314,92,182,0,7,14,19,29.30,57.96,0,2.23,4.46,6.05
N00000048,240,90,102,0,13,20,15,37.50,42.50,0,5.42,8.33,6.25
N00000049,210,92,72,0,12,26,8,43.81,34.29,0,5.71,12.38,3.81
N00000050,254,72,142,0,10,12,18,28.35,55.91,0,3.94,4.72,7.09
N00000051,231,101,66,0,18,28,18,43.72,28.57,0,7.79,12.12,7.79
N00000052,245,103,105,0,15,14,8,42.04,42.86,0,6.12,5.71,3.27
N00000053,208,88,64,0,22,21,13,42.31,30.77,0,10.58,10.10,6.25
N00000054,195,78,69,1,12,26,9,40.00,35.38,0.51,6.15,13.33,4.62
N00000055,229,68,103,0,7,29,22,29.69,44.98,0,3.06,12.66,9.61
N00000056,239,95,96,0,8,20,20,39.75,40.17,0,3.35,8.37,8.37
N00000057,197,92,61,0,10,24,10,46.70,30.96,0,5.08,12.18,5.08
N00000058,198,84,64,0,15,26,9,42.42,32.32,0,7.58,13.13,4.55
N00000059,178,78,52,0,15,19,14,43.82,29.21,0,8.43,10.67,7.87
N00000060,306,124,101,1,29,31,20,40.52,33.01,0.33,9.48,10.13,6.54
N00000061,238,53,144,0,4,14,23,22.27,60.50,0,1.68,5.88,9.66
N00000062,299,74,192,0,8,9,16,24.75,64.21,0,2.68,3.01,5.35
N00000063,356,118,132,0,19,24,63,33.15,37.08,0,5.34,6.74,17.70
N00000064,218,105,61,0,20,22,10,48.17,27.98,0,9.17,10.09,4.59
N00000065,327,85,192,0,10,14,26,25.99,58.72,0,3.06,4.28,7.95
N00000066,232,56,144,0,4,13,15,24.14,62.07,0,1.72,5.60,6.47
N00000067,243,100,94,0,17,19,13,41.15,38.68,0,7.00,7.82,5.35
N00000068,293,86,184,0,6,8,9,29.35,62.80,0,2.05,2.73,3.07
N00000069,238,123,58,0,15,21,21,51.68,24.37,0,6.30,8.82,8.82
N00000070,216,49,133,0,4,8,22,22.69,61.57,0,1.85,3.70,10.19
N00000071,254,87,110,0,10,9,38,34.25,43.31,0,3.94,3.54,14.96
N00000072,1290,430,707,4,47,60,42,33.33,54.81,0.31,3.64,4.65,3.26
N00000073,467,179,129,5,22,44,88,38.33,27.62,1.07,4.71,9.42,18.84
N00000074,764,210,477,0,28,37,12,27.49,62.43,0,3.66,4.84,1.57
N00000075,351,190,116,0,15,14,16,54.13,33.05,0,4.27,3.99,4.56
N00000076,258,60,164,2,7,11,14,23.26,63.57,0.78,2.71,4.26,5.43
N00000077,222,79,122,0,5,6,10,35.59,54.95,0,2.25,2.70,4.50
N00000078,330,79,217,0,14,12,8,23.94,65.76,0,4.24,3.64,2.42
N00000079,423,117,258,0,9,12,27,27.66,60.99,0,2.13,2.84,6.38
N00000080,324,84,209,0,6,11,14,25.93,64.51,0,1.85,3.40,4.32
N00000081,279,77,158,0,6,13,25,27.60,56.63,0,2.15,4.66,8.96
N00000082,277,74,165,0,4,12,22,26.71,59.57,0,1.44,4.33,7.94
N00000083,503,131,328,2,6,13,23,26.04,65.21,0.40,1.19,2.58,4.57
N00000084,356,81,246,1,4,8,16,22.75,69.10,0.28,1.12,2.25,4.49
N00000085,354,138,122,0,27,26,41,38.98,34.46,0,7.63,7.34,11.58
N00000086,292,128,120,0,14,19,11,43.84,41.10,0,4.79,6.51,3.77
N00000087,684,199,417,0,16,32,20,29.09,60.96,0,2.34,4.68,2.92
N00000088,196,62,54,0,16,28,36,31.63,27.55,0,8.16,14.29,18.37
N00000089,352,118,194,0,10,15,15,33.52,55.11,0,2.84,4.26,4.26
N00000090,300,109,155,0,10,13,13,36.33,51.67,0,3.33,4.33,4.33
N00000091,350,108,189,0,15,25,13,30.86,54.00,0,4.29,7.14,3.71
N00000092,371,86,250,1,8,6,20,23.18,67.39,0.27,2.16,1.62,5.39
N00000093,340,101,181,0,8,9,41,29.71,53.24,0,2.35,2.65,12.06
N00000094,385,98,251,0,3,12,21,25.45,65.19,0,0.78,3.12,5.45
N00000095,353,120,197,0,9,9,18,33.99,55.81,0,2.55,2.55,5.10
N00000096,403,121,240,0,7,12,23,30.02,59.55,0,1.74,2.98,5.71
N00000097,621,218,336,0,27,35,5,35.10,54.11,0,4.35,5.64,0.81
N00000098,916,316,508,0,37,37,18,34.50,55.46,0,4.04,4.04,1.97
N00000099,202,67,93,0,10,14,18,33.17,46.04,0,4.95,6.93,8.91
N00000100,277,109,108,0,20,22,18,39.35,38.99,0,7.22,7.94,6.50
N00000101,196,100,43,1,11,35,6,51.02,21.94,0.51,5.61,17.86,3.06
N00000102,252,85,124,0,14,19,10,33.73,49.21,0,5.56,7.54,3.97
N00000103,453,185,182,0,27,36,23,40.84,40.18,0,5.96,7.95,5.08
N00000104,233,96,98,0,14,19,6,41.20,42.06,0,6.01,8.15,2.58
N00000105,280,100,116,0,11,26,27,35.71,41.43,0,3.93,9.29,9.64
N00000106,148,61,45,0,12,19,11,41.22,30.41,0,8.11,12.84,7.43
N00000107,200,74,73,0,19,24,10,37.00,36.50,0,9.50,12.00,5.00
N00000108,205,51,113,0,13,9,19,24.88,55.12,0,6.34,4.39,9.27
N00000109,409,170,174,0,17,31,17,41.56,42.54,0,4.16,7.58,4.16
N00000110,221,92,83,0,8,22,16,41.63,37.56,0,3.62,9.95,7.24
N00000111,282,64,175,0,9,13,21,22.70,62.06,0,3.19,4.61,7.45
N00000112,302,116,138,2,18,20,8,38.41,45.70,0.66,5.96,6.62,2.65
N00000113,237,73,118,0,10,22,14,30.80,49.79,0,4.22,9.28,5.91
N00000114,258,78,139,0,10,20,11,30.23,53.88,0,3.88,7.75,4.26
N00000115,242,105,89,0,10,23,15,43.39,36.78,0,4.13,9.50,6.20
N00000116,223,98,76,0,15,24,10,43.95,34.08,0,6.73,10.76,4.48
N00000117,125,55,18,0,12,29,11,44.00,14.40,0,9.60,23.20,8.80
N00000118,291,100,147,0,8,13,23,34.36,50.52,0,2.75,4.47,7.90
N00000119,253,49,172,0,5,6,21,19.37,67.98,0,1.98,2.37,8.30
N00000120,275,70,170,0,4,6,25,25.45,61.82,0,1.45,2.18,9.09
N00000121,245,83,124,0,11,15,12,33.88,50.61,0,4.49,6.12,4.90
N00000122,385,97,241,0,10,18,19,25.19,62.60,0,2.60,4.68,4.94
N00000123,289,58,196,2,5,9,19,20.07,67.82,0.69,1.73,3.11,6.57
N00000124,325,73,180,0,8,21,43,22.46,55.38,0,2.46,6.46,13.23
N00000125,348,125,185,0,10,8,20,35.92,53.16,0,2.87,2.30,5.75
N00000126,351,135,185,0,6,6,19,38.46,52.71,0,1.71,1.71,5.41
N00000127,285,91,149,0,15,9,21,31.93,52.28,0,5.26,3.16,7.37
N00000128,771,310,404,2,12,14,29,40.21,52.40,0.26,1.56,1.82,3.76
N00000129,251,105,98,0,11,15,22,41.83,39.04,0,4.38,5.98,8.76
N00000130,357,94,237,0,4,20,2,26.33,66.39,0,1.12,5.60,0.56
N00000131,318,87,198,0,5,13,15,27.36,62.26,0,1.57,4.09,4.72
N00000132,294,84,165,2,5,13,25,28.57,56.12,0.68,1.70,4.42,8.50
N00000133,273,82,138,0,10,16,27,30.04,50.55,0,3.66,5.86,9.89
N00000134,350,99,191,0,14,25,21,28.29,54.57,0,4.00,7.14,6.00
N00000135,246,100,104,0,16,10,16,40.65,42.28,0,6.50,4.07,6.50
N00000136,402,113,251,0,12,12,14,28.11,62.44,0,2.99,2.99,3.48
N00000137,252,61,158,0,11,7,15,24.21,62.70,0,4.37,2.78,5.95
N00000138,345,84,234,0,3,18,6,24.35,67.83,0,0.87,5.22,1.74
N00000139,272,75,146,0,7,19,25,27.57,53.68,0,2.57,6.99,9.19
N00000140,302,95,147,0,13,20,27,31.46,48.68,0,4.30,6.62,8.94
N00000141,373,105,154,0,22,38,54,28.15,41.29,0,5.90,10.19,14.48
N00000142,164,46,61,0,7,23,27,28.05,37.20,0,4.27,14.02,16.46
N00000143,183,74,54,0,12,23,20,40.44,29.51,0,6.56,12.57,10.93
N00000144,191,81,66,0,14,17,13,42.41,34.55,0,7.33,8.90,6.81
N00000145,111,32,24,0,6,12,37,28.83,21.62,0,5.41,10.81,33.33
N00000146,240,70,128,2,8,9,23,29.17,53.33,0.83,3.33,3.75,9.58
N00000147,184,64,80,0,8,23,9,34.78,43.48,0,4.35,12.50,4.89
N00000148,500,173,217,4,28,43,35,34.60,43.40,0.80,5.60,8.60,7.00
N00000149,347,80,193,0,9,25,40,23.05,55.62,0,2.59,7.20,11.53
N00000150,291,50,199,0,9,9,24,17.18,68.38,0,3.09,3.09,8.25
N00000151,247,85,119,0,13,15,15,34.41,48.18,0,5.26,6.07,6.07
N00000152,229,64,111,0,12,22,20,27.95,48.47,0,5.24,9.61,8.73
N00000153,199,65,92,0,4,13,25,32.66,46.23,0,2.01,6.53,12.56
N00000154,215,58,114,0,4,19,20,26.98,53.02,0,1.86,8.84,9.30
N00000155,283,88,151,0,6,19,19,31.10,53.36,0,2.12,6.71,6.71
N00000156,245,50,161,0,10,10,14,20.41,65.71,0,4.08,4.08,5.71
N00000157,304,79,193,0,3,16,13,25.99,63.49,0,0.99,5.26,4.28
N00000158,542,124,337,0,25,34,22,22.88,62.18,0,4.61,6.27,4.06
N00000159,202,58,99,0,3,26,16,28.71,49.01,0,1.49,12.87,7.92
N00000160,275,72,146,0,10,16,31,26.18,53.09,0,3.64,5.82,11.27
N00000161,294,59,210,0,1,15,9,20.07,71.43,0,0.34,5.10,3.06
N00000162,219,63,122,0,5,13,16,28.77,55.71,0,2.28,5.94,7.31
N00000163,268,97,99,0,12,35,25,36.19,36.94,0,4.48,13.06,9.33
N00000164,242,45,162,0,4,9,22,18.60,66.94,0,1.65,3.72,9.09
N00000165,267,63,164,0,10,10,20,23.60,61.42,0,3.75,3.75,7.49
N00000166,243,49,159,0,4,12,19,20.16,65.43,0,1.65,4.94,7.82
N00000167,315,80,191,0,7,13,24,25.40,60.63,0,2.22,4.13,7.62
N00000168,289,64,186,2,6,12,19,22.15,64.36,0.69,2.08,4.15,6.57
N00000169,595,138,379,2,10,30,36,23.19,63.70,0.34,1.68,5.04,6.05
N00000170,282,77,169,0,11,17,8,27.30,59.93,0,3.90,6.03,2.84
N00000171,332,75,225,0,6,4,22,22.59,67.77,0,1.81,1.20,6.63
N00000172,637,165,388,0,18,34,32,25.90,60.91,0,2.83,5.34,5.02
N00000173,313,83,189,0,8,9,24,26.52,60.38,0,2.56,2.88,7.67
N00000174,306,111,134,0,14,23,24,36.27,43.79,0,4.58,7.52,7.84
N00000175,294,72,189,0,4,20,9,24.49,64.29,0,1.36,6.80,3.06
N00000176,397,145,175,0,18,28,31,36.52,44.08,0,4.53,7.05,7.81
N00000177,276,93,110,0,13,37,23,33.70,39.86,0,4.71,13.41,8.33
N00000178,572,206,189,2,23,66,86,36.01,33.04,0.35,4.02,11.54,15.03
N00000179,749,299,238,6,50,65,91,39.92,31.78,0.80,6.68,8.68,12.15
N00000180,228,84,90,0,7,21,26,36.84,39.47,0,3.07,9.21,11.40
N00000181,262,113,74,0,19,38,18,43.13,28.24,0,7.25,14.50,6.87
N00000182,191,65,84,0,7,13,22,34.03,43.98,0,3.66,6.81,11.52
N00000183,238,83,104,0,20,23,8,34.87,43.70,0,8.40,9.66,3.36
N00000184,330,124,82,0,18,29,77,37.58,24.85,0,5.45,8.79,23.33
N00000185,201,45,93,0,9,15,39,22.39,46.27,0,4.48,7.46,19.40
N00000186,224,82,79,0,15,28,20,36.61,35.27,0,6.70,12.50,8.93
N00000187,206,62,74,0,12,35,23,30.10,35.92,0,5.83,16.99,11.17
N00000188,268,104,113,0,9,21,21,38.81,42.16,0,3.36,7.84,7.84
N00000189,264,59,172,0,7,10,16,22.35,65.15,0,2.65,3.79,6.06
N00000190,256,55,181,0,3,6,11,21.48,70.70,0,1.17,2.34,4.30
N00000191,267,67,163,0,4,18,15,25.09,61.05,0,1.50,6.74,5.62
N00000192,254,77,138,0,8,18,13,30.31,54.33,0,3.15,7.09,5.12
N00000193,213,91,76,0,8,23,15,42.72,35.68,0,3.76,10.80,7.04
N00000194,209,49,118,0,5,21,16,23.44,56.46,0,2.39,10.05,7.66
N00000195,211,67,75,0,6,19,44,31.75,35.55,0,2.84,9.00,20.85
N00000196,198,43,90,0,13,32,20,21.72,45.45,0,6.57,16.16,10.10
N00000197,254,72,154,0,6,12,10,28.35,60.63,0,2.36,4.72,3.94
N00000198,234,63,142,0,10,7,12,26.92,60.68,0,4.27,2.99,5.13
N00000199,275,61,187,0,3,15,9,22.18,68.00,0,1.09,5.45,3.27
N00000200,254,54,173,0,8,10,9,21.26,68.11,0,3.15,3.94,3.54
N00000201,256,57,154,0,8,18,19,22.27,60.16,0,3.13,7.03,7.42
N00000202,264,47,186,0,4,16,11,17.80,70.45,0,1.52,6.06,4.17
N00000203,281,67,160,0,12,16,26,23.84,56.94,0,4.27,5.69,9.25
N00000204,328,80,180,0,6,21,41,24.39,54.88,0,1.83,6.40,12.50
N00000205,242,61,140,0,7,18,16,25.21,57.85,0,2.89,7.44,6.61
N00000206,345,125,144,2,8,38,28,36.23,41.74,0.58,2.32,11.01,8.12
N00000207,225,78,106,2,8,20,11,34.67,47.11,0.89,3.56,8.89,4.89
N00000208,273,72,178,0,1,9,13,26.37,65.20,0,0.37,3.30,4.76
N00000209,293,77,191,0,6,7,12,26.28,65.19,0,2.05,2.39,4.10
N00000210,337,114,117,0,23,34,49,33.83,34.72,0,6.82,10.09,14.54
N00000211,460,114,218,0,16,49,63,24.78,47.39,0,3.48,10.65,13.70
N00000212,150,56,49,0,16,16,13,37.33,32.67,0,10.67,10.67,8.67
N00000213,252,76,108,0,13,32,23,30.16,42.86,0,5.16,12.70,9.13
N00000214,263,76,143,0,9,16,19,28.90,54.37,0,3.42,6.08,7.22
N00000215,336,77,220,0,10,13,16,22.92,65.48,0,2.98,3.87,4.76
N00000216,334,106,194,0,8,15,11,31.74,58.08,0,2.40,4.49,3.29
N00000217,404,81,267,0,9,13,34,20.05,66.09,0,2.23,3.22,8.42
N00000218,292,46,211,0,4,11,20,15.75,72.26,0,1.37,3.77,6.85
N00000219,199,70,63,0,17,36,13,35.18,31.66,0,8.54,18.09,6.53
N00000220,214,97,69,0,11,31,6,45.33,32.24,0,5.14,14.49,2.80
N00000221,204,56,85,0,16,34,13,27.45,41.67,0,7.84,16.67,6.37
N00000222,241,57,141,0,8,17,18,23.65,58.51,0,3.32,7.05,7.47
N00000223,264,60,163,0,8,10,23,22.73,61.74,0,3.03,3.79,8.71
N00000224,206,71,98,0,7,16,14,34.47,47.57,0,3.40,7.77,6.80
N00000225,138,29,64,0,2,10,33,21.01,46.38,0,1.45,7.25,23.91
N00000226,232,71,121,2,5,11,22,30.60,52.16,0.86,2.16,4.74,9.48
N00000227,174,48,67,0,14,24,21,27.59,38.51,0,8.05,13.79,12.07
N00000228,264,55,165,0,6,11,27,20.83,62.50,0,2.27,4.17,10.23
N00000229,344,88,171,0,10,24,51,25.58,49.71,0,2.91,6.98,14.83
N00000230,220,80,92,0,10,21,17,36.36,41.82,0,4.55,9.55,7.73
N00000231,214,104,61,0,12,23,14,48.60,28.50,0,5.61,10.75,6.54
N00000232,251,94,116,0,11,16,14,37.45,46.22,0,4.38,6.37,5.58
N00000233,223,84,92,0,8,26,13,37.67,41.26,0,3.59,11.66,5.83
N00000234,207,83,77,0,8,29,10,40.10,37.20,0,3.86,14.01,4.83
N00000235,257,81,134,0,10,14,18,31.52,52.14,0,3.89,5.45,7.00
N00000236,213,72,100,0,10,19,12,33.80,46.95,0,4.69,8.92,5.63
N00000237,324,65,231,0,6,7,15,20.06,71.30,0,1.85,2.16,4.63
N00000238,268,58,185,0,2,11,12,21.64,69.03,0,0.75,4.10,4.48
N00000239,200,72,75,0,11,26,16,36.00,37.50,0,5.50,13.00,8.00
N00000240,242,102,80,0,18,33,9,42.15,33.06,0,7.44,13.64,3.72
N00000241,329,77,227,0,4,14,7,23.40,69.00,0,1.22,4.26,2.13
N00000242,279,63,199,0,5,6,6,22.58,71.33,0,1.79,2.15,2.15
N00000243,218,68,113,0,7,12,18,31.19,51.83,0,3.21,5.50,8.26
N00000244,214,85,81,0,9,21,18,39.72,37.85,0,4.21,9.81,8.41
N00000245,262,70,157,0,6,16,13,26.72,59.92,0,2.29,6.11,4.96
N00000246,244,79,105,0,12,23,25,32.38,43.03,0,4.92,9.43,10.25
N00000247,259,56,179,0,5,7,12,21.62,69.11,0,1.93,2.70,4.63
N00000248,278,59,189,2,7,9,12,21.22,67.99,0.72,2.52,3.24,4.32
N00000249,286,74,185,0,8,13,6,25.87,64.69,0,2.80,4.55,2.10
N00000250,323,96,173,0,13,23,18,29.72,53.56,0,4.02,7.12,5.57
N00000251,314,96,184,0,9,18,7,30.57,58.60,0,2.87,5.73,2.23
N00000252,273,73,154,0,9,18,19,26.74,56.41,0,3.30,6.59,6.96
N00000253,411,117,254,0,3,13,24,28.47,61.80,0,0.73,3.16,5.84
N00000254,259,59,166,0,3,8,23,22.78,64.09,0,1.16,3.09,8.88
N00000255,291,67,195,0,4,13,12,23.02,67.01,0,1.37,4.47,4.12
N00000256,641,159,387,2,14,35,44,24.80,60.37,0.31,2.18,5.46,6.86
N00000257,361,119,145,4,9,33,51,32.96,40.17,1.11,2.49,9.14,14.13
N00000258,297,67,200,0,2,11,17,22.56,67.34,0,0.67,3.70,5.72
N00000259,370,99,225,0,15,16,15,26.76,60.81,0,4.05,4.32,4.05
N00000260,421,122,234,0,14,26,25,28.98,55.58,0,3.33,6.18,5.94
N00000261,422,113,277,0,6,8,18,26.78,65.64,0,1.42,1.90,4.27
N00000262,322,85,190,1,8,13,25,26.40,59.01,0.31,2.48,4.04,7.76
N00000263,197,82,77,0,6,14,18,41.62,39.09,0,3.05,7.11,9.14
N00000264,410,154,196,0,16,25,19,37.56,47.80,0,3.90,6.10,4.63
N00000265,300,120,113,1,13,21,32,40.00,37.67,0.33,4.33,7.00,10.67
N00000266,257,78,141,0,4,20,14,30.35,54.86,0,1.56,7.78,5.45
N00000267,353,86,239,2,5,4,17,24.36,67.71,0.57,1.42,1.13,4.82
N00000268,319,92,203,0,2,11,11,28.84,63.64,0,0.63,3.45,3.45
N00000269,299,89,173,0,5,12,20,29.77,57.86,0,1.67,4.01,6.69
N00000270,310,78,197,0,9,7,19,25.16,63.55,0,2.90,2.26,6.13
N00000271,306,63,209,0,4,9,21,20.59,68.30,0,1.31,2.94,6.86
N00000272,246,49,147,0,9,20,21,19.92,59.76,0,3.66,8.13,8.54
N00000273,357,81,243,0,6,13,14,22.69,68.07,0,1.68,3.64,3.92
N00000274,381,94,233,0,4,18,32,24.67,61.15,0,1.05,4.72,8.40
N00000275,241,57,136,0,8,22,18,23.65,56.43,0,3.32,9.13,7.47
N00000276,242,52,150,0,11,13,16,21.49,61.98,0,4.55,5.37,6.61
N00000277,235,66,140,0,8,13,8,28.09,59.57,0,3.40,5.53,3.40
N00000278,235,65,124,0,11,20,15,27.66,52.77,0,4.68,8.51,6.38
N00000279,137,59,58,0,9,8,3,43.07,42.34,0,6.57,5.84,2.19
N00000280,262,99,102,0,19,32,10,37.79,38.93,0,7.25,12.21,3.82
N00000281,305,86,178,0,3,6,32,28.20,58.36,0,0.98,1.97,10.49
N00000282,296,81,165,0,12,11,27,27.36,55.74,0,4.05,3.72,9.12
N00000283,271,56,166,0,9,21,19,20.66,61.25,0,3.32,7.75,7.01
N00000284,273,88,121,0,19,24,21,32.23,44.32,0,6.96,8.79,7.69
N00000285,214,84,85,0,15,23,7,39.25,39.72,0,7.01,10.75,3.27
N00000286,226,55,108,0,11,29,23,24.34,47.79,0,4.87,12.83,10.18
N00000287,238,91,79,0,16,25,27,38.24,33.19,0,6.72,10.50,11.34
N00000288,277,69,159,2,18,19,10,24.91,57.40,0.72,6.50,6.86,3.61
N00000289,375,114,205,0,11,26,19,30.40,54.67,0,2.93,6.93,5.07
N00000290,212,55,98,0,27,15,17,25.94,46.23,0,12.74,7.08,8.02
N00000291,414,113,242,0,14,24,21,27.29,58.45,0,3.38,5.80,5.07
N00000292,528,111,340,0,21,27,29,21.02,64.39,0,3.98,5.11,5.49
N00000293,357,71,258,0,7,13,8,19.89,72.27,0,1.96,3.64,2.24
N00000294,336,95,192,0,8,15,26,28.27,57.14,0,2.38,4.46,7.74
N00000295,345,80,186,0,7,17,55,23.19,53.91,0,2.03,4.93,15.94
N00000296,229,57,143,0,3,13,13,24.89,62.45,0,1.31,5.68,5.68
N00000297,325,72,182,0,8,10,53,22.15,56.00,0,2.46,3.08,16.31
N00000298,257,78,155,0,6,12,6,30.35,60.31,0,2.33,4.67,2.33
N00000299,266,75,134,1,9,16,31,28.20,50.38,0.38,3.38,6.02,11.65
N00000300,241,83,95,0,12,25,26,34.44,39.42,0,4.98,10.37,10.79
N00000301,259,54,187,0,5,7,6,20.85,72.20,0,1.93,2.70,2.32
N00000302,288,71,192,0,5,9,11,24.65,66.67,0,1.74,3.13,3.82
N00000303,241,53,161,0,8,9,10,21.99,66.80,0,3.32,3.73,4.15
N00000304,239,80,134,0,9,14,2,33.47,56.07,0,3.77,5.86,0.84
N00000305,311,82,199,0,2,12,16,26.37,63.99,0,0.64,3.86,5.14
N00000306,265,57,174,0,6,17,11,21.51,65.66,0,2.26,6.42,4.15
N00000307,273,74,167,0,13,10,9,27.11,61.17,0,4.76,3.66,3.30
N00000308,230,63,143,0,6,8,10,27.39,62.17,0,2.61,3.48,4.35
N00000309,295,92,170,0,8,14,11,31.19,57.63,0,2.71,4.75,3.73
N00000310,348,99,200,0,4,15,30,28.45,57.47,0,1.15,4.31,8.62
N00000311,280,108,115,0,14,12,31,38.57,41.07,0,5.00,4.29,11.07
N00000312,405,139,214,0,12,17,23,34.32,52.84,0,2.96,4.20,5.68
N00000313,466,143,269,0,6,12,36,30.69,57.73,0,1.29,2.58,7.73
N00000314,299,115,133,0,17,11,23,38.46,44.48,0,5.69,3.68,7.69
N00000315,275,105,125,0,10,17,18,38.18,45.45,0,3.64,6.18,6.55
N00000316,282,88,162,0,6,5,21,31.21,57.45,0,2.13,1.77,7.45
N00000317,374,155,126,0,23,36,34,41.44,33.69,0,6.15,9.63,9.09
N00000318,278,84,153,0,9,9,23,30.22,55.04,0,3.24,3.24,8.27
N00000319,614,153,348,0,28,48,37,24.92,56.68,0,4.56,7.82,6.03
N00000320,259,60,156,0,8,8,27,23.17,60.23,0,3.09,3.09,10.42
N00000321,402,123,217,0,12,27,23,30.60,53.98,0,2.99,6.72,5.72
N00000322,300,78,170,0,6,23,23,26.00,56.67,0,2.00,7.67,7.67
N00000323,374,109,231,0,5,12,17,29.14,61.76,0,1.34,3.21,4.55
N00000324,319,86,196,0,7,13,17,26.96,61.44,0,2.19,4.08,5.33
N00000325,397,83,252,0,18,14,30,20.91,63.48,0,4.53,3.53,7.56
N00000326,728,200,404,0,23,48,53,27.47,55.49,0,3.16,6.59,7.28
N00000327,238,76,118,0,18,20,6,31.93,49.58,0,7.56,8.40,2.52
N00000328,205,82,79,0,14,19,11,40.00,38.54,0,6.83,9.27,5.37
N00000329,304,109,123,2,18,33,19,35.86,40.46,0.66,5.92,10.86,6.25
N00000330,398,107,243,1,12,21,14,26.88,61.06,0.25,3.02,5.28,3.52
N00000331,452,148,211,0,26,46,21,32.74,46.68,0,5.75,10.18,4.65
N00000332,214,89,67,0,13,22,23,41.59,31.31,0,6.07,10.28,10.75
N00000333,208,90,59,0,16,23,20,43.27,28.37,0,7.69,11.06,9.62
N00000334,219,94,75,0,17,20,13,42.92,34.25,0,7.76,9.13,5.94
