GeographyCode,KS401NI0001,KS401NI0002,KS401NI0003,KS401NI0004,KS401NI0005,KS401NI0006,KS401NI0007,KS401NI0008,KS401NI0009,KS401NI0010,KS401NI0011,KS401NI0012,KS401NI0013,KS401NI0014,KS401NI0015,KS401NI0016,KS401NI0017,KS401NI0018,KS401NI0019,KS401NI0020
N00000067,140,140,0,140,134,6,13,30,85,12,0,0,0,9.29,21.43,60.71,8.57,0,0,0
N00000068,126,126,0,126,124,2,87,35,3,1,0,0,0,69.05,27.78,2.38,0.79,0,0,0
N00000069,147,147,0,147,145,2,6,16,99,25,1,0,0,4.08,10.88,67.35,17.01,0.68,0,0
N00000070,105,105,0,105,104,1,100,2,3,0,0,0,0,95.24,1.90,2.86,0,0,0,0
N00000071,148,148,0,148,136,12,35,25,73,15,0,0,0,23.65,16.89,49.32,10.14,0,0,0
N00000072,643,643,0,643,634,9,266,200,163,12,2,0,0,41.37,31.10,25.35,1.87,0.31,0,0
N00000073,263,263,0,263,249,14,13,37,136,68,7,2,0,4.94,14.07,51.71,25.86,2.66,0.76,0
N00000074,392,392,0,392,386,6,167,92,124,8,0,1,0,42.60,23.47,31.63,2.04,0,0.26,0
N00000075,114,114,0,114,111,3,29,65,13,6,1,0,0,25.44,57.02,11.40,5.26,0.88,0,0
N00000076,116,116,0,116,114,2,56,54,6,0,0,0,0,48.28,46.55,5.17,0,0,0,0
N00000077,100,100,0,100,98,2,48,52,0,0,0,0,0,48.00,52.00,0,0,0,0,0
N00000078,163,163,0,163,161,2,57,101,3,2,0,0,0,34.97,61.96,1.84,1.23,0,0,0
N00000079,200,200,0,200,192,8,180,17,2,0,1,0,0,90.00,8.50,1.00,0,0.50,0,0
N00000080,146,146,0,146,146,0,98,46,2,0,0,0,0,67.12,31.51,1.37,0,0,0,0
N00000081,144,144,0,144,140,4,62,40,40,0,1,1,0,43.06,27.78,27.78,0,0.69,0.69,0
N00000082,146,146,0,146,132,14,135,8,1,1,1,0,0,92.47,5.48,0.68,0.68,0.68,0,0
N00000083,216,216,0,216,208,8,201,9,5,0,0,0,1,93.06,4.17,2.31,0,0,0,0.46
N00000084,162,162,0,162,153,9,148,11,1,0,1,0,1,91.36,6.79,0.62,0,0.62,0,0.62
N00000085,212,211,1,213,180,33,48,44,50,42,8,21,0,22.54,20.66,23.47,19.72,3.76,9.86,0
N00000086,150,150,0,150,142,8,14,102,30,3,1,0,0,9.33,68.00,20.00,2.00,0.67,0,0
N00000087,318,318,0,318,303,15,235,53,28,1,1,0,0,73.90,16.67,8.81,0.31,0.31,0,0
N00000088,138,138,0,138,136,2,8,34,67,29,0,0,0,5.80,24.64,48.55,21.01,0,0,0
N00000089,168,168,0,168,164,4,71,86,11,0,0,0,0,42.26,51.19,6.55,0,0,0,0
N00000090,141,141,0,141,138,3,60,71,9,0,0,1,0,42.55,50.35,6.38,0,0,0.71,0
N00000091,184,184,0,184,176,8,62,86,23,2,0,11,0,33.70,46.74,12.50,1.09,0,5.98,0
N00000092,180,180,0,180,168,12,171,4,2,0,1,1,1,95.00,2.22,1.11,0,0.56,0.56,0.56
N00000093,146,146,0,146,140,6,109,25,12,0,0,0,0,74.66,17.12,8.22,0,0,0,0
N00000094,167,167,0,167,161,6,161,4,2,0,0,0,0,96.41,2.40,1.20,0,0,0,0
N00000095,159,159,0,159,152,7,141,13,3,0,0,0,2,88.68,8.18,1.89,0,0,0,1.26
N00000096,168,168,0,168,158,10,157,5,2,1,0,0,3,93.45,2.98,1.19,0.60,0,0,1.79
N00000097,300,300,0,300,296,4,68,160,45,25,2,0,0,22.67,53.33,15.00,8.33,0.67,0,0
N00000098,472,472,0,472,446,26,117,250,83,22,0,0,0,24.79,52.97,17.58,4.66,0,0,0
N00000099,110,110,0,110,107,3,7,27,71,5,0,0,0,6.36,24.55,64.55,4.55,0,0,0
N00000100,168,168,0,168,164,4,11,38,56,62,1,0,0,6.55,22.62,33.33,36.90,0.60,0,0
N00000101,123,123,0,123,122,1,8,20,84,10,1,0,0,6.50,16.26,68.29,8.13,0.81,0,0
N00000102,126,126,0,126,125,1,29,55,30,12,0,0,0,23.02,43.65,23.81,9.52,0,0,0
N00000103,210,210,0,210,205,5,25,64,109,10,2,0,0,11.90,30.48,51.90,4.76,0.95,0,0
N00000104,132,132,0,132,130,2,7,16,86,23,0,0,0,5.30,12.12,65.15,17.42,0,0,0
N00000105,152,152,0,152,148,4,7,17,105,22,1,0,0,4.61,11.18,69.08,14.47,0.66,0,0
N00000106,109,109,0,109,103,6,5,14,53,37,0,0,0,4.59,12.84,48.62,33.94,0,0,0
N00000107,127,127,0,127,120,7,7,9,95,16,0,0,0,5.51,7.09,74.80,12.60,0,0,0
N00000108,116,116,0,116,110,6,16,50,28,22,0,0,0,13.79,43.10,24.14,18.97,0,0,0
N00000109,234,234,0,234,229,5,11,35,146,41,1,0,0,4.70,14.96,62.39,17.52,0.43,0,0
N00000110,127,127,0,127,122,5,7,12,88,20,0,0,0,5.51,9.45,69.29,15.75,0,0,0
N00000111,138,138,0,138,136,2,57,76,4,1,0,0,0,41.30,55.07,2.90,0.72,0,0,0
N00000112,148,148,0,148,143,5,19,80,49,0,0,0,0,12.84,54.05,33.11,0,0,0,0
N00000113,124,124,0,124,122,2,20,45,57,2,0,0,0,16.13,36.29,45.97,1.61,0,0,0
N00000114,124,124,0,124,121,3,31,68,25,0,0,0,0,25.00,54.84,20.16,0,0,0,0
N00000115,132,132,0,132,128,4,7,22,97,6,0,0,0,5.30,16.67,73.48,4.55,0,0,0
N00000116,126,126,0,126,119,7,6,25,70,24,1,0,0,4.76,19.84,55.56,19.05,0.79,0,0
N00000117,92,92,0,92,86,6,7,13,38,30,4,0,0,7.61,14.13,41.30,32.61,4.35,0,0
N00000118,170,170,0,170,143,27,73,23,16,56,1,1,0,42.94,13.53,9.41,32.94,0.59,0.59,0
N00000119,130,130,0,130,125,5,119,8,1,2,0,0,0,91.54,6.15,0.77,1.54,0,0,0
N00000120,133,133,0,133,127,6,109,18,5,0,1,0,0,81.95,13.53,3.76,0,0.75,0,0
N00000121,126,126,0,126,124,2,29,52,43,2,0,0,0,23.02,41.27,34.13,1.59,0,0,0
N00000122,213,213,0,213,199,14,121,30,34,26,2,0,0,56.81,14.08,15.96,12.21,0.94,0,0
N00000123,146,146,0,146,143,3,123,5,8,9,1,0,0,84.25,3.42,5.48,6.16,0.68,0,0
N00000124,158,158,0,158,143,15,86,27,32,13,0,0,0,54.43,17.09,20.25,8.23,0,0,0
N00000125,148,148,0,148,148,0,109,35,3,0,0,0,1,73.65,23.65,2.03,0,0,0,0.68
N00000126,138,138,0,138,134,4,114,12,9,2,0,0,1,82.61,8.70,6.52,1.45,0,0,0.72
N00000127,133,133,0,133,130,3,67,47,18,1,0,0,0,50.38,35.34,13.53,0.75,0,0,0
N00000128,291,291,0,291,282,9,231,38,12,7,0,1,2,79.38,13.06,4.12,2.41,0,0.34,0.69
N00000129,138,138,0,138,138,0,19,51,66,1,0,1,0,13.77,36.96,47.83,0.72,0,0.72,0
N00000130,159,159,0,159,152,7,88,63,8,0,0,0,0,55.35,39.62,5.03,0,0,0,0
N00000131,145,145,0,145,136,9,100,37,8,0,0,0,0,68.97,25.52,5.52,0,0,0,0
N00000132,133,133,0,133,121,12,126,7,0,0,0,0,0,94.74,5.26,0,0,0,0,0
N00000133,140,140,0,140,139,1,39,25,74,1,1,0,0,27.86,17.86,52.86,0.71,0.71,0,0
N00000134,184,184,0,184,177,7,85,40,39,20,0,0,0,46.20,21.74,21.20,10.87,0,0,0
N00000135,125,125,0,125,119,6,15,39,71,0,0,0,0,12.00,31.20,56.80,0,0,0,0
N00000136,191,191,0,191,188,3,78,93,10,7,0,3,0,40.84,48.69,5.24,3.66,0,1.57,0
N00000137,123,123,0,123,120,3,7,112,4,0,0,0,0,5.69,91.06,3.25,0,0,0,0
N00000138,156,156,0,156,155,1,73,78,5,0,0,0,0,46.79,50.00,3.21,0,0,0,0
N00000139,137,137,0,137,133,4,54,16,32,33,2,0,0,39.42,11.68,23.36,24.09,1.46,0,0
N00000140,164,164,0,164,158,6,38,52,55,18,1,0,0,23.17,31.71,33.54,10.98,0.61,0,0
N00000141,224,224,0,224,220,4,13,61,77,71,2,0,0,5.80,27.23,34.38,31.70,0.89,0,0
N00000142,98,98,0,98,96,2,3,82,13,0,0,0,0,3.06,83.67,13.27,0,0,0,0
N00000143,132,132,0,132,123,9,2,26,26,78,0,0,0,1.52,19.70,19.70,59.09,0,0,0
N00000144,115,115,0,115,110,5,4,33,22,53,3,0,0,3.48,28.70,19.13,46.09,2.61,0,0
N00000145,76,76,0,76,75,1,8,14,12,41,1,0,0,10.53,18.42,15.79,53.95,1.32,0,0
N00000146,114,114,0,114,105,9,91,12,8,2,1,0,0,79.82,10.53,7.02,1.75,0.88,0,0
N00000147,107,107,0,107,106,1,7,59,14,26,1,0,0,6.54,55.14,13.08,24.30,0.93,0,0
N00000148,306,306,0,306,279,27,91,96,100,18,1,0,0,29.74,31.37,32.68,5.88,0.33,0,0
N00000149,202,202,0,202,187,15,77,97,26,2,0,0,0,38.12,48.02,12.87,0.99,0,0,0
N00000150,158,158,0,158,149,9,144,9,5,0,0,0,0,91.14,5.70,3.16,0,0,0,0
N00000151,160,160,0,160,131,29,12,20,117,6,1,4,0,7.50,12.50,73.13,3.75,0.63,2.50,0
N00000152,136,136,0,136,131,5,15,39,76,6,0,0,0,11.03,28.68,55.88,4.41,0,0,0
N00000153,117,117,0,117,111,6,6,35,73,3,0,0,0,5.13,29.91,62.39,2.56,0,0,0
N00000154,122,122,0,122,108,14,42,38,42,0,0,0,0,34.43,31.15,34.43,0,0,0,0
N00000155,144,144,0,144,128,16,67,21,54,2,0,0,0,46.53,14.58,37.50,1.39,0,0,0
N00000156,131,131,0,131,127,4,125,4,2,0,0,0,0,95.42,3.05,1.53,0,0,0,0
N00000157,152,152,0,152,139,13,126,15,10,0,0,0,1,82.89,9.87,6.58,0,0,0,0.66
N00000158,342,342,0,342,286,56,177,87,33,1,3,0,41,51.75,25.44,9.65,0.29,0.88,0,11.99
N00000159,122,122,0,122,116,6,19,11,78,13,0,1,0,15.57,9.02,63.93,10.66,0,0.82,0
N00000160,127,127,0,127,124,3,56,27,41,0,3,0,0,44.09,21.26,32.28,0,2.36,0,0
N00000161,133,133,0,133,128,5,122,3,6,0,1,1,0,91.73,2.26,4.51,0,0.75,0.75,0
N00000162,119,119,0,119,115,4,13,57,45,2,2,0,0,10.92,47.90,37.82,1.68,1.68,0,0
N00000163,164,164,0,164,155,9,12,19,92,36,4,1,0,7.32,11.59,56.10,21.95,2.44,0.61,0
N00000164,125,125,0,125,118,7,119,6,0,0,0,0,0,95.20,4.80,0,0,0,0,0
N00000165,138,138,0,138,135,3,89,16,33,0,0,0,0,64.49,11.59,23.91,0,0,0,0
N00000166,125,125,0,125,122,3,29,95,1,0,0,0,0,23.20,76.00,0.80,0,0,0,0
N00000167,159,159,0,159,149,10,60,85,4,10,0,0,0,37.74,53.46,2.52,6.29,0,0,0
N00000168,146,146,0,146,145,1,77,66,3,0,0,0,0,52.74,45.21,2.05,0,0,0,0
N00000169,305,305,0,305,279,26,206,48,39,5,5,1,1,67.54,15.74,12.79,1.64,1.64,0.33,0.33
N00000170,143,143,0,143,139,4,62,54,27,0,0,0,0,43.36,37.76,18.88,0,0,0,0
N00000171,152,152,0,152,146,6,131,18,2,1,0,0,0,86.18,11.84,1.32,0.66,0,0,0
N00000172,337,337,0,337,307,30,210,51,67,7,2,0,0,62.31,15.13,19.88,2.08,0.59,0,0
N00000173,152,152,0,152,144,8,129,14,9,0,0,0,0,84.87,9.21,5.92,0,0,0,0
N00000174,170,170,0,170,163,7,28,51,89,1,1,0,0,16.47,30.00,52.35,0.59,0.59,0,0
N00000175,146,146,0,146,140,6,89,34,22,0,1,0,0,60.96,23.29,15.07,0,0.68,0,0
N00000176,212,212,0,212,205,7,7,99,96,7,3,0,0,3.30,46.70,45.28,3.30,1.42,0,0
N00000177,193,193,0,193,167,26,10,18,109,48,3,5,0,5.18,9.33,56.48,24.87,1.55,2.59,0
N00000178,374,374,0,374,355,19,30,57,212,66,5,4,0,8.02,15.24,56.68,17.65,1.34,1.07,0
N00000179,559,559,0,559,492,67,18,37,280,209,8,7,0,3.22,6.62,50.09,37.39,1.43,1.25,0
N00000180,137,137,0,137,131,6,3,12,95,26,0,1,0,2.19,8.76,69.34,18.98,0,0.73,0
N00000181,195,195,0,195,168,27,5,10,80,96,1,3,0,2.56,5.13,41.03,49.23,0.51,1.54,0
N00000182,110,110,0,110,105,5,11,30,68,1,0,0,0,10.00,27.27,61.82,0.91,0,0,0
N00000183,157,157,0,157,146,11,20,32,86,13,2,4,0,12.74,20.38,54.78,8.28,1.27,2.55,0
N00000184,213,213,0,213,184,29,10,23,72,92,5,11,0,4.69,10.80,33.80,43.19,2.35,5.16,0
N00000185,126,126,0,126,121,5,29,9,47,36,4,1,0,23.02,7.14,37.30,28.57,3.17,0.79,0
N00000186,145,145,0,145,137,8,23,53,59,10,0,0,0,15.86,36.55,40.69,6.90,0,0,0
N00000187,126,126,0,126,126,0,11,75,16,23,1,0,0,8.73,59.52,12.70,18.25,0.79,0,0
N00000188,132,132,0,132,128,4,6,37,89,0,0,0,0,4.55,28.03,67.42,0,0,0,0
N00000189,127,127,0,127,125,2,100,22,4,0,0,0,1,78.74,17.32,3.15,0,0,0,0.79
N00000190,122,122,0,122,119,3,44,77,1,0,0,0,0,36.07,63.11,0.82,0,0,0,0
N00000191,125,125,0,125,124,1,46,72,7,0,0,0,0,36.80,57.60,5.60,0,0,0,0
N00000192,121,121,0,121,120,1,7,31,83,0,0,0,0,5.79,25.62,68.60,0,0,0,0
N00000193,111,111,0,111,111,0,7,84,5,15,0,0,0,6.31,75.68,4.50,13.51,0,0,0
N00000194,123,123,0,123,119,4,3,103,16,1,0,0,0,2.44,83.74,13.01,0.81,0,0,0
N00000195,125,125,0,125,123,2,10,53,62,0,0,0,0,8.00,42.40,49.60,0,0,0,0
N00000196,116,116,0,116,116,0,6,78,31,0,1,0,0,5.17,67.24,26.72,0,0.86,0,0
N00000197,118,118,0,118,115,3,17,101,0,0,0,0,0,14.41,85.59,0,0,0,0,0
N00000198,110,110,0,110,110,0,33,70,6,1,0,0,0,30.00,63.64,5.45,0.91,0,0,0
N00000199,131,131,0,131,130,1,53,27,49,2,0,0,0,40.46,20.61,37.40,1.53,0,0,0
N00000200,128,128,0,128,124,4,22,101,1,4,0,0,0,17.19,78.91,0.78,3.13,0,0,0
N00000201,150,150,0,150,143,7,68,38,35,9,0,0,0,45.33,25.33,23.33,6.00,0,0,0
N00000202,139,139,0,139,132,7,121,5,0,10,3,0,0,87.05,3.60,0,7.19,2.16,0,0
N00000203,136,136,0,136,134,2,79,42,15,0,0,0,0,58.09,30.88,11.03,0,0,0,0
N00000204,155,155,0,155,152,3,22,104,29,0,0,0,0,14.19,67.10,18.71,0,0,0,0
N00000205,123,123,0,123,118,5,48,71,3,0,0,0,1,39.02,57.72,2.44,0,0,0,0.81
N00000206,239,239,0,239,212,27,11,19,134,54,21,0,0,4.60,7.95,56.07,22.59,8.79,0,0
N00000207,136,136,0,136,119,17,38,7,90,1,0,0,0,27.94,5.15,66.18,0.74,0,0,0
N00000208,129,129,0,129,121,8,60,59,2,7,1,0,0,46.51,45.74,1.55,5.43,0.78,0,0
N00000209,125,125,0,125,122,3,94,23,4,1,3,0,0,75.20,18.40,3.20,0.80,2.40,0,0
N00000210,272,272,0,272,219,53,15,21,137,90,4,4,1,5.51,7.72,50.37,33.09,1.47,1.47,0.37
N00000211,288,288,0,288,269,19,68,42,90,84,1,3,0,23.61,14.58,31.25,29.17,0.35,1.04,0
N00000212,109,109,0,109,85,24,0,8,60,23,7,11,0,0,7.34,55.05,21.10,6.42,10.09,0
N00000213,166,166,0,166,150,16,23,29,101,12,0,1,0,13.86,17.47,60.84,7.23,0,0.60,0
N00000214,167,167,0,167,151,16,49,17,83,17,1,0,0,29.34,10.18,49.70,10.18,0.60,0,0
N00000215,160,160,0,160,151,9,134,19,6,0,1,0,0,83.75,11.88,3.75,0,0.63,0,0
N00000216,172,172,0,172,161,11,84,30,57,1,0,0,0,48.84,17.44,33.14,0.58,0,0,0
N00000217,194,194,0,194,175,19,138,34,9,13,0,0,0,71.13,17.53,4.64,6.70,0,0,0
N00000218,157,157,0,157,148,9,134,7,5,11,0,0,0,85.35,4.46,3.18,7.01,0,0,0
N00000219,130,130,0,130,123,7,7,12,73,38,0,0,0,5.38,9.23,56.15,29.23,0,0,0
N00000220,132,132,0,132,125,7,5,11,88,28,0,0,0,3.79,8.33,66.67,21.21,0,0,0
N00000221,118,118,0,118,115,3,3,51,52,12,0,0,0,2.54,43.22,44.07,10.17,0,0,0
N00000222,131,131,0,131,130,1,23,103,4,1,0,0,0,17.56,78.63,3.05,0.76,0,0,0
N00000223,132,132,0,132,128,4,45,57,29,1,0,0,0,34.09,43.18,21.97,0.76,0,0,0
N00000224,135,135,0,135,118,17,23,14,97,1,0,0,0,17.04,10.37,71.85,0.74,0,0,0
N00000225,113,113,0,113,90,23,42,3,31,36,1,0,0,37.17,2.65,27.43,31.86,0.88,0,0
N00000226,121,121,0,121,111,10,59,48,14,0,0,0,0,48.76,39.67,11.57,0,0,0,0
N00000227,129,129,0,129,121,8,32,37,39,21,0,0,0,24.81,28.68,30.23,16.28,0,0,0
N00000228,131,131,0,131,127,4,53,73,4,1,0,0,0,40.46,55.73,3.05,0.76,0,0,0
N00000229,160,160,0,160,150,10,64,22,73,1,0,0,0,40.00,13.75,45.63,0.63,0,0,0
N00000230,117,117,0,117,116,1,10,26,80,0,1,0,0,8.55,22.22,68.38,0,0.85,0,0
N00000231,127,127,0,127,122,5,9,14,100,3,0,1,0,7.09,11.02,78.74,2.36,0,0.79,0
N00000232,147,147,0,147,136,11,30,6,106,3,2,0,0,20.41,4.08,72.11,2.04,1.36,0,0
N00000233,134,134,0,134,128,6,11,27,85,11,0,0,0,8.21,20.15,63.43,8.21,0,0,0
N00000234,138,138,0,138,124,14,5,15,87,28,3,0,0,3.62,10.87,63.04,20.29,2.17,0,0
N00000235,132,132,0,132,128,4,78,13,41,0,0,0,0,59.09,9.85,31.06,0,0,0,0
N00000236,115,115,0,115,108,7,33,12,70,0,0,0,0,28.70,10.43,60.87,0,0,0,0
N00000237,151,151,0,151,147,4,141,7,3,0,0,0,0,93.38,4.64,1.99,0,0,0,0
N00000238,130,130,0,130,121,9,127,2,1,0,0,0,0,97.69,1.54,0.77,0,0,0,0
N00000239,121,121,0,121,118,3,6,69,45,0,0,1,0,4.96,57.02,37.19,0,0,0.83,0
N00000240,137,137,0,137,132,5,7,92,37,1,0,0,0,5.11,67.15,27.01,0.73,0,0,0
N00000241,138,138,0,138,138,0,126,6,5,0,1,0,0,91.30,4.35,3.62,0,0.72,0,0
N00000242,123,123,0,123,120,3,113,7,2,0,1,0,0,91.87,5.69,1.63,0,0.81,0,0
N00000243,116,116,0,116,110,6,7,63,46,0,0,0,0,6.03,54.31,39.66,0,0,0,0
N00000244,121,121,0,121,118,3,8,18,80,15,0,0,0,6.61,14.88,66.12,12.40,0,0,0
N00000245,129,129,0,129,126,3,19,70,29,11,0,0,0,14.73,54.26,22.48,8.53,0,0,0
N00000246,133,133,0,133,127,6,7,27,91,7,1,0,0,5.26,20.30,68.42,5.26,0.75,0,0
N00000247,124,124,0,124,122,2,81,33,10,0,0,0,0,65.32,26.61,8.06,0,0,0,0
N00000248,126,126,0,126,124,2,53,69,3,0,1,0,0,42.06,54.76,2.38,0,0.79,0,0
N00000249,132,132,0,132,131,1,38,94,0,0,0,0,0,28.79,71.21,0,0,0,0,0
N00000250,169,169,0,169,166,3,27,126,14,2,0,0,0,15.98,74.56,8.28,1.18,0,0,0
N00000251,159,159,0,159,155,4,68,75,14,0,2,0,0,42.77,47.17,8.81,0,1.26,0,0
N00000252,144,144,0,144,132,12,113,25,5,0,0,0,1,78.47,17.36,3.47,0,0,0,0.69
N00000253,184,184,0,184,175,9,156,20,8,0,0,0,0,84.78,10.87,4.35,0,0,0,0
N00000254,124,124,0,124,117,7,117,4,3,0,0,0,0,94.35,3.23,2.42,0,0,0,0
N00000255,138,138,0,138,127,11,129,9,0,0,0,0,0,93.48,6.52,0,0,0,0,0
