GeographyCode,KS401NI0001,KS401NI0002,KS401NI0003,KS401NI0004,KS401NI0005,KS401NI0006,KS401NI0007,KS401NI0008,KS401NI0009,KS401NI0010,KS401NI0011,KS401NI0012,KS401NI0013,KS401NI0014,KS401NI0015,KS401NI0016,KS401NI0017,KS401NI0018,KS401NI0019,KS401NI0020
N00002339,119,119,0,119,116,3,14,78,27,0,0,0,0,11.76,65.55,22.69,0,0,0,0
N00002340,118,118,0,118,114,4,7,14,97,0,0,0,0,5.93,11.86,82.20,0,0,0,0
N00002341,107,107,0,107,100,7,6,16,85,0,0,0,0,5.61,14.95,79.44,0,0,0,0
N00002342,116,116,0,116,115,1,7,30,55,24,0,0,0,6.03,25.86,47.41,20.69,0,0,0
N00002343,118,118,0,118,117,1,17,92,7,2,0,0,0,14.41,77.97,5.93,1.69,0,0,0
N00002344,194,194,0,194,182,12,1,17,156,9,3,8,0,0.52,8.76,80.41,4.64,1.55,4.12,0
N00002345,158,158,0,158,153,5,17,19,68,42,11,1,0,10.76,12.03,43.04,26.58,6.96,0.63,0
N00002346,123,123,0,123,114,9,5,17,71,17,10,2,1,4.07,13.82,57.72,13.82,8.13,1.63,0.81
N00002347,307,307,0,307,280,27,63,157,85,2,0,0,0,20.52,51.14,27.69,0.65,0,0,0
N00002348,182,182,0,182,169,13,16,120,17,28,0,1,0,8.79,65.93,9.34,15.38,0,0.55,0
N00002349,130,130,0,130,113,17,3,58,68,1,0,0,0,2.31,44.62,52.31,0.77,0,0,0
N00002350,99,99,0,99,96,3,10,88,1,0,0,0,0,10.10,88.89,1.01,0,0,0,0
N00002351,441,441,0,441,418,23,223,160,43,13,2,0,0,50.57,36.28,9.75,2.95,0.45,0,0
N00002352,142,142,0,142,137,5,23,41,29,48,1,0,0,16.20,28.87,20.42,33.80,0.70,0,0
N00002353,675,675,0,675,647,28,172,373,126,4,0,0,0,25.48,55.26,18.67,0.59,0,0,0
N00002354,167,167,0,167,151,16,37,59,43,28,0,0,0,22.16,35.33,25.75,16.77,0,0,0
N00002355,114,114,0,114,112,2,6,9,72,27,0,0,0,5.26,7.89,63.16,23.68,0,0,0
N00002356,142,142,0,142,140,2,31,67,43,1,0,0,0,21.83,47.18,30.28,0.70,0,0,0
N00002357,152,152,0,152,146,6,17,34,57,43,1,0,0,11.18,22.37,37.50,28.29,0.66,0,0
N00002358,114,114,0,114,110,4,7,6,89,12,0,0,0,6.14,5.26,78.07,10.53,0,0,0
N00002359,118,118,0,118,118,0,7,4,74,31,2,0,0,5.93,3.39,62.71,26.27,1.69,0,0
N00002360,123,123,0,123,115,8,38,55,9,21,0,0,0,30.89,44.72,7.32,17.07,0,0,0
N00002361,125,125,0,125,116,9,7,27,90,1,0,0,0,5.60,21.60,72.00,0.80,0,0,0
N00002362,116,116,0,116,113,3,9,24,79,1,2,1,0,7.76,20.69,68.10,0.86,1.72,0.86,0
N00002363,123,123,0,123,108,15,13,36,72,2,0,0,0,10.57,29.27,58.54,1.63,0,0,0
N00002364,133,133,0,133,118,15,3,27,74,28,0,1,0,2.26,20.30,55.64,21.05,0,0.75,0
N00002365,123,123,0,123,121,2,7,27,80,8,1,0,0,5.69,21.95,65.04,6.50,0.81,0,0
N00002366,127,127,0,127,118,9,5,26,93,3,0,0,0,3.94,20.47,73.23,2.36,0,0,0
N00002367,176,176,0,176,164,12,57,104,14,1,0,0,0,32.39,59.09,7.95,0.57,0,0,0
N00002368,151,151,0,151,141,10,147,1,2,0,0,0,1,97.35,0.66,1.32,0,0,0,0.66
N00002369,309,309,0,309,289,20,130,138,36,3,0,1,1,42.07,44.66,11.65,0.97,0,0.32,0.32
N00002370,139,139,0,139,128,11,127,10,1,1,0,0,0,91.37,7.19,0.72,0.72,0,0,0
N00002371,152,152,0,152,146,6,143,6,2,1,0,0,0,94.08,3.95,1.32,0.66,0,0,0
N00002372,221,221,0,221,211,10,154,51,14,1,0,0,1,69.68,23.08,6.33,0.45,0,0,0.45
N00002373,146,146,0,146,139,7,98,42,5,1,0,0,0,67.12,28.77,3.42,0.68,0,0,0
N00002374,133,133,0,133,126,7,65,30,37,0,1,0,0,48.87,22.56,27.82,0,0.75,0,0
N00002375,138,138,0,138,132,6,122,7,3,4,1,0,1,88.41,5.07,2.17,2.90,0.72,0,0.72
N00002376,154,154,0,154,148,6,137,10,5,1,1,0,0,88.96,6.49,3.25,0.65,0.65,0,0
N00002377,189,189,0,189,169,20,62,64,63,0,0,0,0,32.80,33.86,33.33,0,0,0,0
N00002378,321,321,0,321,306,15,129,76,113,1,1,1,0,40.19,23.68,35.20,0.31,0.31,0.31,0
N00002379,265,265,0,265,251,14,168,71,11,15,0,0,0,63.40,26.79,4.15,5.66,0,0,0
N00002380,145,145,0,145,133,12,65,63,17,0,0,0,0,44.83,43.45,11.72,0,0,0,0
N00002381,153,153,0,153,149,4,137,11,5,0,0,0,0,89.54,7.19,3.27,0,0,0,0
N00002382,190,190,0,190,181,9,69,73,48,0,0,0,0,36.32,38.42,25.26,0,0,0,0
N00002383,151,151,0,151,150,1,140,9,2,0,0,0,0,92.72,5.96,1.32,0,0,0,0
N00002384,147,147,0,147,144,3,89,29,29,0,0,0,0,60.54,19.73,19.73,0,0,0,0
N00002385,110,110,0,110,108,2,46,62,2,0,0,0,0,41.82,56.36,1.82,0,0,0,0
N00002386,134,134,0,134,127,7,4,12,110,7,0,1,0,2.99,8.96,82.09,5.22,0,0.75,0
N00002387,298,298,0,298,266,32,6,12,218,59,1,2,0,2.01,4.03,73.15,19.80,0.34,0.67,0
N00002388,114,114,0,114,92,22,7,7,99,1,0,0,0,6.14,6.14,86.84,0.88,0,0,0
N00002389,152,152,0,152,134,18,12,62,48,23,7,0,0,7.89,40.79,31.58,15.13,4.61,0,0
N00002390,169,169,0,169,142,27,5,19,110,27,7,1,0,2.96,11.24,65.09,15.98,4.14,0.59,0
N00002391,141,141,0,141,136,5,132,6,2,1,0,0,0,93.62,4.26,1.42,0.71,0,0,0
N00002392,120,120,0,120,116,4,89,28,3,0,0,0,0,74.17,23.33,2.50,0,0,0,0
N00002393,197,197,0,197,197,0,168,22,6,1,0,0,0,85.28,11.17,3.05,0.51,0,0,0
N00002394,170,170,0,170,154,16,26,31,111,0,1,1,0,15.29,18.24,65.29,0,0.59,0.59,0
N00002395,129,129,0,129,126,3,29,95,5,0,0,0,0,22.48,73.64,3.88,0,0,0,0
N00002396,133,133,0,133,132,1,15,37,81,0,0,0,0,11.28,27.82,60.90,0,0,0,0
N00002397,148,148,0,148,147,1,18,49,78,3,0,0,0,12.16,33.11,52.70,2.03,0,0,0
N00002398,139,139,0,139,137,2,24,36,79,0,0,0,0,17.27,25.90,56.83,0,0,0,0
N00002399,119,119,0,119,117,2,12,34,72,1,0,0,0,10.08,28.57,60.50,0.84,0,0,0
N00002400,75,75,0,75,70,5,47,9,19,0,0,0,0,62.67,12.00,25.33,0,0,0,0
N00002401,569,569,0,569,555,14,121,408,10,26,4,0,0,21.27,71.70,1.76,4.57,0.70,0,0
N00002402,99,99,0,99,96,3,80,14,1,1,3,0,0,80.81,14.14,1.01,1.01,3.03,0,0
N00002403,184,184,0,184,176,8,117,20,11,36,0,0,0,63.59,10.87,5.98,19.57,0,0,0
N00002404,348,348,0,348,339,9,87,204,43,10,3,1,0,25.00,58.62,12.36,2.87,0.86,0.29,0
N00002405,128,128,0,128,128,0,75,15,17,21,0,0,0,58.59,11.72,13.28,16.41,0,0,0
N00002406,114,114,0,114,109,5,99,6,8,0,1,0,0,86.84,5.26,7.02,0,0.88,0,0
N00002407,117,117,0,117,112,5,51,25,27,13,1,0,0,43.59,21.37,23.08,11.11,0.85,0,0
N00002408,131,131,0,131,129,2,76,36,15,3,0,0,1,58.02,27.48,11.45,2.29,0,0,0.76
N00002409,134,134,0,134,131,3,9,38,62,23,2,0,0,6.72,28.36,46.27,17.16,1.49,0,0
N00002410,119,119,0,119,117,2,11,19,70,19,0,0,0,9.24,15.97,58.82,15.97,0,0,0
N00002411,108,108,0,108,107,1,103,4,1,0,0,0,0,95.37,3.70,0.93,0,0,0,0
N00002412,112,112,0,112,110,2,100,5,6,1,0,0,0,89.29,4.46,5.36,0.89,0,0,0
N00002413,123,123,0,123,123,0,98,22,3,0,0,0,0,79.67,17.89,2.44,0,0,0,0
N00002414,104,104,0,104,103,1,94,8,2,0,0,0,0,90.38,7.69,1.92,0,0,0,0
N00002415,105,105,0,105,103,2,52,40,11,0,2,0,0,49.52,38.10,10.48,0,1.90,0,0
N00002416,185,185,0,185,180,5,99,46,36,2,1,0,1,53.51,24.86,19.46,1.08,0.54,0,0.54
N00002417,131,131,0,131,120,11,66,37,27,0,1,0,0,50.38,28.24,20.61,0,0.76,0,0
N00002418,172,172,0,172,169,3,127,27,18,0,0,0,0,73.84,15.70,10.47,0,0,0,0
N00002419,242,242,0,242,230,12,152,66,23,0,0,0,1,62.81,27.27,9.50,0,0,0,0.41
N00002420,170,170,0,170,163,7,131,29,10,0,0,0,0,77.06,17.06,5.88,0,0,0,0
N00002421,141,141,0,141,131,10,133,4,4,0,0,0,0,94.33,2.84,2.84,0,0,0,0
N00002422,165,165,0,165,162,3,131,25,7,1,0,0,1,79.39,15.15,4.24,0.61,0,0,0.61
N00002423,116,116,0,116,115,1,9,33,38,31,3,2,0,7.76,28.45,32.76,26.72,2.59,1.72,0
N00002424,135,135,0,135,129,6,8,24,99,1,2,1,0,5.93,17.78,73.33,0.74,1.48,0.74,0
N00002425,129,129,0,129,127,2,8,19,100,2,0,0,0,6.20,14.73,77.52,1.55,0,0,0
N00002426,137,137,0,137,132,5,18,62,52,2,2,1,0,13.14,45.26,37.96,1.46,1.46,0.73,0
N00002427,130,130,0,130,127,3,9,38,82,1,0,0,0,6.92,29.23,63.08,0.77,0,0,0
N00002428,126,126,0,126,125,1,7,59,54,6,0,0,0,5.56,46.83,42.86,4.76,0,0,0
N00002429,135,135,0,135,135,0,7,24,101,2,1,0,0,5.19,17.78,74.81,1.48,0.74,0,0
N00002430,131,131,0,131,131,0,4,37,78,12,0,0,0,3.05,28.24,59.54,9.16,0,0,0
N00002431,434,434,0,434,423,11,43,81,220,87,1,2,0,9.91,18.66,50.69,20.05,0.23,0.46,0
N00002432,123,123,0,123,119,4,2,18,57,44,2,0,0,1.63,14.63,46.34,35.77,1.63,0,0
N00002433,137,137,0,137,135,2,7,12,117,1,0,0,0,5.11,8.76,85.40,0.73,0,0,0
N00002434,106,106,0,106,102,4,12,26,63,5,0,0,0,11.32,24.53,59.43,4.72,0,0,0
N00002435,161,160,1,164,152,12,6,11,60,82,5,0,0,3.66,6.71,36.59,50.00,3.05,0,0
N00002436,155,155,0,155,154,1,20,25,99,11,0,0,0,12.90,16.13,63.87,7.10,0,0,0
N00002437,88,88,0,88,88,0,30,45,13,0,0,0,0,34.09,51.14,14.77,0,0,0,0
N00002438,129,129,0,129,127,2,12,11,94,12,0,0,0,9.30,8.53,72.87,9.30,0,0,0
N00002439,121,121,0,121,120,1,11,12,84,14,0,0,0,9.09,9.92,69.42,11.57,0,0,0
N00002440,110,110,0,110,110,0,8,5,94,2,1,0,0,7.27,4.55,85.45,1.82,0.91,0,0
N00002441,118,118,0,118,112,6,1,5,67,45,0,0,0,0.85,4.24,56.78,38.14,0,0,0
N00002442,112,112,0,112,110,2,8,31,61,12,0,0,0,7.14,27.68,54.46,10.71,0,0,0
N00002443,129,129,0,129,128,1,10,17,96,6,0,0,0,7.75,13.18,74.42,4.65,0,0,0
N00002444,385,385,0,385,372,13,103,98,121,59,3,1,0,26.75,25.45,31.43,15.32,0.78,0.26,0
N00002445,155,155,0,155,147,8,114,35,4,1,1,0,0,73.55,22.58,2.58,0.65,0.65,0,0
N00002446,134,134,0,134,133,1,10,39,51,34,0,0,0,7.46,29.10,38.06,25.37,0,0,0
N00002447,155,155,0,155,153,2,9,24,108,13,1,0,0,5.81,15.48,69.68,8.39,0.65,0,0
N00002448,133,133,0,133,131,2,7,30,93,3,0,0,0,5.26,22.56,69.92,2.26,0,0,0
N00002449,134,134,0,134,134,0,62,19,25,27,1,0,0,46.27,14.18,18.66,20.15,0.75,0,0
N00002450,132,132,0,132,131,1,22,57,43,10,0,0,0,16.67,43.18,32.58,7.58,0,0,0
N00002451,310,310,0,310,284,26,23,32,205,48,1,1,0,7.42,10.32,66.13,15.48,0.32,0.32,0
N00002452,123,123,0,123,121,2,27,73,23,0,0,0,0,21.95,59.35,18.70,0,0,0,0
N00002453,166,166,0,166,157,9,42,58,11,55,0,0,0,25.30,34.94,6.63,33.13,0,0,0
N00002454,209,209,0,209,200,9,39,98,11,60,1,0,0,18.66,46.89,5.26,28.71,0.48,0,0
N00002455,131,131,0,131,128,3,83,44,3,1,0,0,0,63.36,33.59,2.29,0.76,0,0,0
N00002456,147,147,0,147,146,1,55,75,15,1,1,0,0,37.41,51.02,10.20,0.68,0.68,0,0
N00002457,214,214,0,214,202,12,74,118,20,2,0,0,0,34.58,55.14,9.35,0.93,0,0,0
N00002458,143,143,0,143,134,9,12,60,62,3,0,6,0,8.39,41.96,43.36,2.10,0,4.20,0
N00002459,303,303,0,303,296,7,156,80,48,19,0,0,0,51.49,26.40,15.84,6.27,0,0,0
N00002460,158,158,0,158,154,4,117,25,11,5,0,0,0,74.05,15.82,6.96,3.16,0,0,0
N00002461,184,184,0,184,180,4,147,34,2,1,0,0,0,79.89,18.48,1.09,0.54,0,0,0
N00002462,179,179,0,179,178,1,146,30,3,0,0,0,0,81.56,16.76,1.68,0,0,0,0
N00002463,139,139,0,139,136,3,107,24,8,0,0,0,0,76.98,17.27,5.76,0,0,0,0
N00002464,144,144,0,144,142,2,104,25,15,0,0,0,0,72.22,17.36,10.42,0,0,0,0
N00002465,272,272,0,272,270,2,41,124,103,3,1,0,0,15.07,45.59,37.87,1.10,0.37,0,0
N00002466,112,112,0,112,110,2,12,28,72,0,0,0,0,10.71,25.00,64.29,0,0,0,0
N00002467,119,119,0,119,115,4,8,47,64,0,0,0,0,6.72,39.50,53.78,0,0,0,0
N00002468,124,124,0,124,116,8,3,24,71,24,2,0,0,2.42,19.35,57.26,19.35,1.61,0,0
N00002469,234,234,0,234,232,2,16,88,110,18,2,0,0,6.84,37.61,47.01,7.69,0.85,0,0
N00002470,149,149,0,149,144,5,16,22,103,8,0,0,0,10.74,14.77,69.13,5.37,0,0,0
N00002471,119,119,0,119,118,1,5,36,75,3,0,0,0,4.20,30.25,63.03,2.52,0,0,0
N00002472,168,168,0,168,167,1,22,71,58,17,0,0,0,13.10,42.26,34.52,10.12,0,0,0
N00002473,126,126,0,126,125,1,7,44,48,27,0,0,0,5.56,34.92,38.10,21.43,0,0,0
N00002474,135,135,0,135,135,0,12,39,75,8,1,0,0,8.89,28.89,55.56,5.93,0.74,0,0
N00002475,165,165,0,165,164,1,15,46,76,27,0,0,1,9.09,27.88,46.06,16.36,0,0,0.61
N00002476,147,147,0,147,146,1,7,40,82,17,1,0,0,4.76,27.21,55.78,11.56,0.68,0,0
N00002477,117,117,0,117,115,2,31,34,46,3,0,2,1,26.50,29.06,39.32,2.56,0,1.71,0.85
N00002478,195,195,0,195,191,4,22,91,67,15,0,0,0,11.28,46.67,34.36,7.69,0,0,0
N00002479,145,145,0,145,140,5,116,16,9,2,2,0,0,80.00,11.03,6.21,1.38,1.38,0,0
N00002480,231,231,0,231,216,15,114,73,42,2,0,0,0,49.35,31.60,18.18,0.87,0,0,0
N00002481,133,133,0,133,127,6,13,33,69,18,0,0,0,9.77,24.81,51.88,13.53,0,0,0
N00002482,119,119,0,119,118,1,13,13,76,17,0,0,0,10.92,10.92,63.87,14.29,0,0,0
N00002483,129,129,0,129,125,4,12,58,45,14,0,0,0,9.30,44.96,34.88,10.85,0,0,0
N00002484,131,131,0,131,129,2,16,69,27,18,1,0,0,12.21,52.67,20.61,13.74,0.76,0,0
N00002485,105,105,0,105,103,2,10,48,40,7,0,0,0,9.52,45.71,38.10,6.67,0,0,0
N00002486,156,156,0,156,153,3,22,93,36,5,0,0,0,14.10,59.62,23.08,3.21,0,0,0
N00002487,144,144,0,144,142,2,25,113,3,3,0,0,0,17.36,78.47,2.08,2.08,0,0,0
N00002488,431,431,0,431,417,14,78,226,62,63,2,0,0,18.10,52.44,14.39,14.62,0.46,0,0
N00002489,267,267,0,267,263,4,151,107,7,2,0,0,0,56.55,40.07,2.62,0.75,0,0,0
N00002490,142,142,0,142,138,4,103,27,11,0,1,0,0,72.54,19.01,7.75,0,0.70,0,0
N00002491,139,139,0,139,138,1,13,52,58,16,0,0,0,9.35,37.41,41.73,11.51,0,0,0
N00002492,114,114,0,114,114,0,10,38,53,13,0,0,0,8.77,33.33,46.49,11.40,0,0,0
N00002493,136,136,0,136,136,0,9,15,100,12,0,0,0,6.62,11.03,73.53,8.82,0,0,0
N00002494,106,106,0,106,105,1,10,31,57,8,0,0,0,9.43,29.25,53.77,7.55,0,0,0
N00002495,212,212,0,212,208,4,40,57,90,23,2,0,0,18.87,26.89,42.45,10.85,0.94,0,0
N00002496,121,121,0,121,121,0,6,26,88,1,0,0,0,4.96,21.49,72.73,0.83,0,0,0
N00002497,223,223,0,223,222,1,35,141,35,12,0,0,0,15.70,63.23,15.70,5.38,0,0,0
N00002498,432,432,0,432,431,1,107,257,53,14,0,0,1,24.77,59.49,12.27,3.24,0,0,0.23
N00002499,240,240,0,240,239,1,131,106,3,0,0,0,0,54.58,44.17,1.25,0,0,0,0
N00002500,181,181,0,181,179,2,48,98,28,6,0,0,1,26.52,54.14,15.47,3.31,0,0,0.55
N00002501,527,527,0,527,523,4,249,225,52,1,0,0,0,47.25,42.69,9.87,0.19,0,0,0
N00002502,175,175,0,175,173,2,108,26,41,0,0,0,0,61.71,14.86,23.43,0,0,0,0
N00002503,112,112,0,112,106,6,78,15,2,12,3,0,2,69.64,13.39,1.79,10.71,2.68,0,1.79
N00002504,139,139,0,139,136,3,11,35,37,56,0,0,0,7.91,25.18,26.62,40.29,0,0,0
N00002505,138,138,0,138,129,9,6,14,116,2,0,0,0,4.35,10.14,84.06,1.45,0,0,0
N00002506,148,148,0,148,128,20,7,10,125,4,1,1,0,4.73,6.76,84.46,2.70,0.68,0.68,0
N00002507,120,120,0,120,114,6,11,25,80,4,0,0,0,9.17,20.83,66.67,3.33,0,0,0
N00002508,147,147,0,147,102,45,3,8,94,20,21,1,0,2.04,5.44,63.95,13.61,14.29,0.68,0
N00002509,164,164,0,164,151,13,3,11,95,51,4,0,0,1.83,6.71,57.93,31.10,2.44,0,0
N00002510,223,222,1,228,216,12,10,41,125,47,2,3,0,4.39,17.98,54.82,20.61,0.88,1.32,0
N00002511,101,101,0,101,94,7,3,3,24,66,4,1,0,2.97,2.97,23.76,65.35,3.96,0.99,0
N00002512,321,321,0,321,311,10,114,54,103,46,3,1,0,35.51,16.82,32.09,14.33,0.93,0.31,0
N00002513,118,118,0,118,116,2,103,13,1,1,0,0,0,87.29,11.02,0.85,0.85,0,0,0
N00002514,123,123,0,123,122,1,107,7,7,0,2,0,0,86.99,5.69,5.69,0,1.63,0,0
N00002515,110,110,0,110,107,3,93,14,2,0,0,0,1,84.55,12.73,1.82,0,0,0,0.91
N00002516,131,131,0,131,125,6,119,10,2,0,0,0,0,90.84,7.63,1.53,0,0,0,0
N00002517,134,134,0,134,133,1,69,52,13,0,0,0,0,51.49,38.81,9.70,0,0,0,0
N00002518,259,259,0,259,251,8,93,101,54,7,4,0,0,35.91,39.00,20.85,2.70,1.54,0,0
N00002519,136,136,0,136,131,5,62,26,48,0,0,0,0,45.59,19.12,35.29,0,0,0,0
N00002520,279,279,0,279,274,5,203,70,4,2,0,0,0,72.76,25.09,1.43,0.72,0,0,0
N00002521,518,518,0,518,505,13,121,162,194,40,1,0,0,23.36,31.27,37.45,7.72,0.19,0,0
N00002522,124,124,0,124,122,2,11,28,82,2,1,0,0,8.87,22.58,66.13,1.61,0.81,0,0
N00002523,123,123,0,123,123,0,21,85,14,3,0,0,0,17.07,69.11,11.38,2.44,0,0,0
N00002524,164,164,0,164,163,1,9,76,66,13,0,0,0,5.49,46.34,40.24,7.93,0,0,0
N00002525,663,663,0,663,634,29,289,289,75,5,4,0,1,43.59,43.59,11.31,0.75,0.60,0,0.15
N00002526,392,392,0,392,381,11,204,108,34,41,5,0,0,52.04,27.55,8.67,10.46,1.28,0,0
N00002527,154,154,0,154,151,3,122,9,10,12,1,0,0,79.22,5.84,6.49,7.79,0.65,0,0
N00002528,95,95,0,95,95,0,16,74,5,0,0,0,0,16.84,77.89,5.26,0,0,0,0
N00002529,124,124,0,124,124,0,61,63,0,0,0,0,0,49.19,50.81,0,0,0,0,0
N00002530,121,121,0,121,120,1,44,75,2,0,0,0,0,36.36,61.98,1.65,0,0,0,0
N00002531,154,154,0,154,152,2,32,116,6,0,0,0,0,20.78,75.32,3.90,0,0,0,0
N00002532,121,121,0,121,119,2,38,79,4,0,0,0,0,31.40,65.29,3.31,0,0,0,0
N00002533,418,418,0,418,408,10,75,110,187,44,2,0,0,17.94,26.32,44.74,10.53,0.48,0,0
N00002534,205,205,0,205,191,14,20,114,46,22,3,0,0,9.76,55.61,22.44,10.73,1.46,0,0
N00002535,138,138,0,138,138,0,32,100,6,0,0,0,0,23.19,72.46,4.35,0,0,0,0
N00002536,214,214,0,214,209,5,137,46,27,4,0,0,0,64.02,21.50,12.62,1.87,0,0,0
N00002537,585,585,0,585,575,10,286,157,129,12,1,0,0,48.89,26.84,22.05,2.05,0.17,0,0
N00002538,245,245,0,245,238,7,201,21,12,11,0,0,0,82.04,8.57,4.90,4.49,0,0,0
N00002539,118,118,0,118,115,3,13,29,76,0,0,0,0,11.02,24.58,64.41,0,0,0,0
N00002540,633,633,0,633,629,4,248,301,77,7,0,0,0,39.18,47.55,12.16,1.11,0,0,0
N00002541,536,536,0,536,522,14,129,386,19,2,0,0,0,24.07,72.01,3.54,0.37,0,0,0
N00002542,113,113,0,113,112,1,40,71,2,0,0,0,0,35.40,62.83,1.77,0,0,0,0
N00002543,120,120,0,120,115,5,5,68,46,1,0,0,0,4.17,56.67,38.33,0.83,0,0,0
N00002544,293,293,0,293,279,14,50,160,23,55,5,0,0,17.06,54.61,7.85,18.77,1.71,0,0
N00002545,130,130,0,130,127,3,11,75,38,5,1,0,0,8.46,57.69,29.23,3.85,0.77,0,0
N00002546,122,122,0,122,114,8,8,65,5,36,8,0,0,6.56,53.28,4.10,29.51,6.56,0,0
N00002547,453,453,0,453,437,16,119,281,52,1,0,0,0,26.27,62.03,11.48,0.22,0,0,0
N00002548,286,286,0,286,279,7,18,186,48,34,0,0,0,6.29,65.03,16.78,11.89,0,0,0
N00002549,118,118,0,118,114,4,19,95,4,0,0,0,0,16.10,80.51,3.39,0,0,0,0
N00002550,118,118,0,118,117,1,20,89,9,0,0,0,0,16.95,75.42,7.63,0,0,0,0
N00002551,147,147,0,147,146,1,32,62,47,6,0,0,0,21.77,42.18,31.97,4.08,0,0,0
N00002552,119,119,0,119,117,2,9,19,90,0,1,0,0,7.56,15.97,75.63,0,0.84,0,0
N00002553,139,139,0,139,125,14,8,68,63,0,0,0,0,5.76,48.92,45.32,0,0,0,0
N00002554,136,136,0,136,134,2,67,47,22,0,0,0,0,49.26,34.56,16.18,0,0,0,0
N00002555,130,130,0,130,128,2,42,84,4,0,0,0,0,32.31,64.62,3.08,0,0,0,0
N00002556,124,124,0,124,122,2,8,20,95,1,0,0,0,6.45,16.13,76.61,0.81,0,0,0
N00002557,132,132,0,132,130,2,46,29,57,0,0,0,0,34.85,21.97,43.18,0,0,0,0
N00002558,119,119,0,119,115,4,14,63,42,0,0,0,0,11.76,52.94,35.29,0,0,0,0
N00002559,121,121,0,121,116,5,29,16,75,1,0,0,0,23.97,13.22,61.98,0.83,0,0,0
N00002560,154,154,0,154,152,2,135,11,5,3,0,0,0,87.66,7.14,3.25,1.95,0,0,0
N00002561,122,122,0,122,120,2,35,85,2,0,0,0,0,28.69,69.67,1.64,0,0,0,0
N00002562,128,128,0,128,128,0,47,78,3,0,0,0,0,36.72,60.94,2.34,0,0,0,0
N00002563,133,133,0,133,131,2,31,100,1,1,0,0,0,23.31,75.19,0.75,0.75,0,0,0
N00002564,114,114,0,114,112,2,21,65,23,5,0,0,0,18.42,57.02,20.18,4.39,0,0,0
N00002565,124,124,0,124,116,8,6,41,71,0,5,1,0,4.84,33.06,57.26,0,4.03,0.81,0
N00002566,124,124,0,124,122,2,49,66,7,0,2,0,0,39.52,53.23,5.65,0,1.61,0,0
N00002567,123,123,0,123,120,3,34,68,20,1,0,0,0,27.64,55.28,16.26,0.81,0,0,0
N00002568,121,121,0,121,119,2,14,62,45,0,0,0,0,11.57,51.24,37.19,0,0,0,0
N00002569,122,122,0,122,121,1,61,56,4,0,1,0,0,50.00,45.90,3.28,0,0.82,0,0
N00002570,122,122,0,122,120,2,17,52,19,33,1,0,0,13.93,42.62,15.57,27.05,0.82,0,0
N00002571,132,132,0,132,126,6,52,75,4,0,1,0,0,39.39,56.82,3.03,0,0.76,0,0
N00002572,131,131,0,131,129,2,79,49,3,0,0,0,0,60.31,37.40,2.29,0,0,0,0
N00002573,140,139,1,154,136,18,7,79,35,32,0,1,0,4.55,51.30,22.73,20.78,0,0.65,0
N00002574,139,139,0,139,122,17,4,19,107,1,7,1,0,2.88,13.67,76.98,0.72,5.04,0.72,0
N00002575,126,126,0,126,126,0,2,25,91,8,0,0,0,1.59,19.84,72.22,6.35,0,0,0
N00002576,401,400,1,404,320,84,8,36,186,146,26,2,0,1.98,8.91,46.04,36.14,6.44,0.50,0
N00002577,267,267,0,267,241,26,14,26,169,35,22,1,0,5.24,9.74,63.30,13.11,8.24,0.37,0
N00002578,139,139,0,139,129,10,4,15,107,10,3,0,0,2.88,10.79,76.98,7.19,2.16,0,0
N00002579,132,132,0,132,131,1,10,9,109,4,0,0,0,7.58,6.82,82.58,3.03,0,0,0
N00002580,115,115,0,115,113,2,6,78,27,4,0,0,0,5.22,67.83,23.48,3.48,0,0,0
N00002581,131,131,0,131,129,2,24,98,9,0,0,0,0,18.32,74.81,6.87,0,0,0,0
N00002582,528,528,0,528,519,9,57,82,366,22,1,0,0,10.80,15.53,69.32,4.17,0.19,0,0
N00002583,116,116,0,116,113,3,8,21,64,22,1,0,0,6.90,18.10,55.17,18.97,0.86,0,0
N00002584,132,132,0,132,127,5,7,38,69,17,0,1,0,5.30,28.79,52.27,12.88,0,0.76,0
N00002585,109,109,0,109,108,1,11,17,72,7,2,0,0,10.09,15.60,66.06,6.42,1.83,0,0
N00002586,132,132,0,132,126,6,6,37,73,14,2,0,0,4.55,28.03,55.30,10.61,1.52,0,0
N00002587,289,289,0,289,288,1,19,78,161,29,2,0,0,6.57,26.99,55.71,10.03,0.69,0,0
N00002588,110,110,0,110,110,0,5,13,68,21,3,0,0,4.55,11.82,61.82,19.09,2.73,0,0
N00002589,106,106,0,106,106,0,9,19,66,10,2,0,0,8.49,17.92,62.26,9.43,1.89,0,0
N00002590,537,537,0,537,528,9,64,258,164,49,2,0,0,11.92,48.04,30.54,9.12,0.37,0,0
N00002591,398,398,0,398,396,2,109,264,10,13,2,0,0,27.39,66.33,2.51,3.27,0.50,0,0
N00002592,149,149,0,149,149,0,102,46,0,1,0,0,0,68.46,30.87,0,0.67,0,0,0
N00002593,141,141,0,141,137,4,27,42,3,67,1,1,0,19.15,29.79,2.13,47.52,0.71,0.71,0
N00002594,127,127,0,127,127,0,7,19,87,14,0,0,0,5.51,14.96,68.50,11.02,0,0,0
N00002595,141,141,0,141,139,2,13,64,55,8,1,0,0,9.22,45.39,39.01,5.67,0.71,0,0
N00002596,121,121,0,121,120,1,9,104,8,0,0,0,0,7.44,85.95,6.61,0,0,0,0
