GeographyCode,KS613NI0001,KS613NI0002,KS613NI0003,KS613NI0004,KS613NI0005,KS613NI0006,KS613NI0007,KS613NI0008,KS613NI0009,KS613NI0010,KS613NI0011,KS613NI0012,KS613NI0013,KS613NI0014,KS613NI0015,KS613NI0016,KS613NI0017,KS613NI0018,KS613NI0019,KS613NI0020,KS613NI0021,KS613NI0022,KS613NI0023
N00000088,81,0,0,15,15,1,2,20,21,1,3,3,0,0,18.52,18.52,1.23,2.47,24.69,25.93,1.23,3.70,3.70
N00000089,174,5,4,53,41,7,6,27,11,7,0,13,2.87,2.30,30.46,23.56,4.02,3.45,15.52,6.32,4.02,0,7.47
N00000090,147,2,4,41,25,5,3,31,14,3,2,17,1.36,2.72,27.89,17.01,3.40,2.04,21.09,9.52,2.04,1.36,11.56
N00000091,178,5,6,49,25,13,8,28,30,6,1,7,2.81,3.37,27.53,14.04,7.30,4.49,15.73,16.85,3.37,0.56,3.93
N00000092,166,3,9,49,30,14,1,27,11,6,3,13,1.81,5.42,29.52,18.07,8.43,0.60,16.27,6.63,3.61,1.81,7.83
N00000093,155,2,6,33,33,11,4,29,14,3,1,19,1.29,3.87,21.29,21.29,7.10,2.58,18.71,9.03,1.94,0.65,12.26
N00000094,176,0,18,60,29,10,7,25,6,6,1,14,0,10.23,34.09,16.48,5.68,3.98,14.20,3.41,3.41,0.57,7.95
N00000095,174,1,10,42,40,8,1,27,15,5,1,24,0.57,5.75,24.14,22.99,4.60,0.57,15.52,8.62,2.87,0.57,13.79
N00000096,184,5,8,53,35,12,6,26,12,16,0,11,2.72,4.35,28.80,19.02,6.52,3.26,14.13,6.52,8.70,0,5.98
N00000097,314,2,7,77,61,17,15,59,35,4,6,31,0.64,2.23,24.52,19.43,5.41,4.78,18.79,11.15,1.27,1.91,9.87
N00000098,451,2,18,141,99,15,19,73,49,8,1,26,0.44,3.99,31.26,21.95,3.33,4.21,16.19,10.86,1.77,0.22,5.76
N00000099,94,0,1,16,15,6,3,21,16,8,1,7,0,1.06,17.02,15.96,6.38,3.19,22.34,17.02,8.51,1.06,7.45
N00000100,141,0,1,44,23,3,8,30,22,3,2,5,0,0.71,31.21,16.31,2.13,5.67,21.28,15.60,2.13,1.42,3.55
N00000101,108,0,2,15,20,0,6,19,25,9,4,8,0,1.85,13.89,18.52,0,5.56,17.59,23.15,8.33,3.70,7.41
N00000102,116,0,5,29,28,1,4,13,14,6,3,13,0,4.31,25.00,24.14,0.86,3.45,11.21,12.07,5.17,2.59,11.21
N00000103,226,2,6,37,36,6,10,48,40,20,5,16,0.88,2.65,16.37,15.93,2.65,4.42,21.24,17.70,8.85,2.21,7.08
N00000104,116,0,2,21,26,2,5,20,20,9,2,9,0,1.72,18.10,22.41,1.72,4.31,17.24,17.24,7.76,1.72,7.76
N00000105,133,0,0,17,20,4,8,34,34,6,2,8,0,0,12.78,15.04,3.01,6.02,25.56,25.56,4.51,1.50,6.02
N00000106,75,1,0,8,11,1,4,25,17,4,0,4,1.33,0,10.67,14.67,1.33,5.33,33.33,22.67,5.33,0,5.33
N00000107,103,0,1,16,10,4,4,25,24,7,5,7,0,0.97,15.53,9.71,3.88,3.88,24.27,23.30,6.80,4.85,6.80
N00000108,84,0,2,17,14,3,7,17,19,1,0,4,0,2.38,20.24,16.67,3.57,8.33,20.24,22.62,1.19,0,4.76
N00000109,201,2,2,33,35,5,6,51,53,3,1,10,1.00,1.00,16.42,17.41,2.49,2.99,25.37,26.37,1.49,0.50,4.98
N00000110,106,1,0,16,16,1,8,34,15,3,0,12,0.94,0,15.09,15.09,0.94,7.55,32.08,14.15,2.83,0,11.32
N00000111,134,3,7,39,23,6,7,24,9,3,3,10,2.24,5.22,29.10,17.16,4.48,5.22,17.91,6.72,2.24,2.24,7.46
N00000112,161,5,3,31,24,4,16,30,23,7,3,15,3.11,1.86,19.25,14.91,2.48,9.94,18.63,14.29,4.35,1.86,9.32
N00000113,122,0,4,29,22,5,11,23,18,5,2,3,0,3.28,23.77,18.03,4.10,9.02,18.85,14.75,4.10,1.64,2.46
N00000114,128,1,3,41,25,2,9,26,10,3,2,6,0.78,2.34,32.03,19.53,1.56,7.03,20.31,7.81,2.34,1.56,4.69
N00000115,121,1,0,13,20,1,5,38,19,9,5,10,0.83,0,10.74,16.53,0.83,4.13,31.40,15.70,7.44,4.13,8.26
N00000116,109,2,0,15,26,4,8,32,13,2,2,5,1.83,0,13.76,23.85,3.67,7.34,29.36,11.93,1.83,1.83,4.59
N00000117,62,0,0,6,4,0,3,20,15,6,5,3,0,0,9.68,6.45,0,4.84,32.26,24.19,9.68,8.06,4.84
N00000118,128,1,9,46,21,7,3,19,6,6,0,10,0.78,7.03,35.94,16.41,5.47,2.34,14.84,4.69,4.69,0,7.81
N00000119,112,3,4,41,26,6,3,13,4,2,0,10,2.68,3.57,36.61,23.21,5.36,2.68,11.61,3.57,1.79,0,8.93
N00000120,123,5,12,31,26,6,5,13,10,3,1,11,4.07,9.76,25.20,21.14,4.88,4.07,10.57,8.13,2.44,0.81,8.94
N00000121,122,2,3,22,32,6,6,22,13,5,2,9,1.64,2.46,18.03,26.23,4.92,4.92,18.03,10.66,4.10,1.64,7.38
N00000122,184,7,14,61,31,20,3,28,6,3,2,9,3.80,7.61,33.15,16.85,10.87,1.63,15.22,3.26,1.63,1.09,4.89
N00000123,130,7,17,54,20,4,1,12,4,2,0,9,5.38,13.08,41.54,15.38,3.08,0.77,9.23,3.08,1.54,0,6.92
N00000124,137,3,11,46,26,10,4,21,2,9,0,5,2.19,8.03,33.58,18.98,7.30,2.92,15.33,1.46,6.57,0,3.65
N00000125,160,0,10,36,35,6,4,27,12,7,2,21,0,6.25,22.50,21.88,3.75,2.50,16.88,7.50,4.38,1.25,13.13
N00000126,166,2,7,37,22,4,10,28,19,9,1,27,1.20,4.22,22.29,13.25,2.41,6.02,16.87,11.45,5.42,0.60,16.27
N00000127,130,0,2,27,24,5,8,32,15,6,1,10,0,1.54,20.77,18.46,3.85,6.15,24.62,11.54,4.62,0.77,7.69
N00000128,357,4,19,95,55,16,6,55,29,29,5,44,1.12,5.32,26.61,15.41,4.48,1.68,15.41,8.12,8.12,1.40,12.32
N00000129,139,0,0,11,11,3,9,43,21,25,2,14,0,0,7.91,7.91,2.16,6.47,30.94,15.11,17.99,1.44,10.07
N00000130,176,4,7,53,37,10,5,24,12,3,4,17,2.27,3.98,30.11,21.02,5.68,2.84,13.64,6.82,1.70,2.27,9.66
N00000131,156,3,8,42,37,9,6,27,7,4,0,13,1.92,5.13,26.92,23.72,5.77,3.85,17.31,4.49,2.56,0,8.33
N00000132,127,0,6,40,33,8,5,17,6,2,0,10,0,4.72,31.50,25.98,6.30,3.94,13.39,4.72,1.57,0,7.87
N00000133,119,4,5,25,22,6,5,28,8,4,1,11,3.36,4.20,21.01,18.49,5.04,4.20,23.53,6.72,3.36,0.84,9.24
N00000134,172,3,5,42,45,13,6,30,10,4,0,14,1.74,2.91,24.42,26.16,7.56,3.49,17.44,5.81,2.33,0,8.14
N00000135,108,2,1,8,27,5,5,21,24,4,2,9,1.85,0.93,7.41,25.00,4.63,4.63,19.44,22.22,3.70,1.85,8.33
N00000136,196,4,7,48,62,7,11,29,13,3,0,12,2.04,3.57,24.49,31.63,3.57,5.61,14.80,6.63,1.53,0,6.12
N00000137,112,0,1,25,38,8,2,20,6,1,1,10,0,0.89,22.32,33.93,7.14,1.79,17.86,5.36,0.89,0.89,8.93
N00000138,174,2,8,52,48,10,4,24,5,0,2,19,1.15,4.60,29.89,27.59,5.75,2.30,13.79,2.87,0,1.15,10.92
N00000139,108,2,4,23,21,7,6,18,12,6,1,8,1.85,3.70,21.30,19.44,6.48,5.56,16.67,11.11,5.56,0.93,7.41
N00000140,128,1,1,32,21,6,3,26,19,5,4,10,0.78,0.78,25.00,16.41,4.69,2.34,20.31,14.84,3.91,3.13,7.81
N00000141,158,1,1,17,27,5,7,46,26,10,1,17,0.63,0.63,10.76,17.09,3.16,4.43,29.11,16.46,6.33,0.63,10.76
N00000142,69,0,2,12,10,3,5,17,11,2,2,5,0,2.90,17.39,14.49,4.35,7.25,24.64,15.94,2.90,2.90,7.25
N00000143,83,1,1,8,13,0,6,32,16,3,0,3,1.20,1.20,9.64,15.66,0,7.23,38.55,19.28,3.61,0,3.61
N00000144,91,0,2,11,18,1,3,23,15,4,6,8,0,2.20,12.09,19.78,1.10,3.30,25.27,16.48,4.40,6.59,8.79
N00000145,41,0,0,3,4,1,1,15,12,2,0,3,0,0,7.32,9.76,2.44,2.44,36.59,29.27,4.88,0,7.32
N00000146,100,3,10,24,19,6,3,18,4,1,1,11,3.00,10.00,24.00,19.00,6.00,3.00,18.00,4.00,1.00,1.00,11.00
N00000147,69,0,3,11,19,1,4,16,7,2,1,5,0,4.35,15.94,27.54,1.45,5.80,23.19,10.14,2.90,1.45,7.25
N00000148,253,1,5,38,59,14,14,63,31,13,4,11,0.40,1.98,15.02,23.32,5.53,5.53,24.90,12.25,5.14,1.58,4.35
N00000149,163,0,6,31,40,8,8,41,15,3,2,9,0,3.68,19.02,24.54,4.91,4.91,25.15,9.20,1.84,1.23,5.52
N00000150,136,2,4,43,33,4,5,23,12,4,0,6,1.47,2.94,31.62,24.26,2.94,3.68,16.91,8.82,2.94,0,4.41
N00000151,99,1,0,23,13,3,5,25,16,8,3,2,1.01,0,23.23,13.13,3.03,5.05,25.25,16.16,8.08,3.03,2.02
N00000152,102,0,0,10,14,2,6,41,16,9,0,4,0,0,9.80,13.73,1.96,5.88,40.20,15.69,8.82,0,3.92
N00000153,93,0,1,7,22,3,9,25,18,3,1,4,0,1.08,7.53,23.66,3.23,9.68,26.88,19.35,3.23,1.08,4.30
N00000154,89,1,3,17,20,2,6,21,8,6,1,4,1.12,3.37,19.10,22.47,2.25,6.74,23.60,8.99,6.74,1.12,4.49
N00000155,125,3,7,27,21,6,8,30,11,5,0,7,2.40,5.60,21.60,16.80,4.80,6.40,24.00,8.80,4.00,0,5.60
N00000156,115,3,5,26,26,6,8,25,9,1,0,6,2.61,4.35,22.61,22.61,5.22,6.96,21.74,7.83,0.87,0,5.22
N00000157,137,0,12,39,25,11,8,25,5,0,1,11,0,8.76,28.47,18.25,8.03,5.84,18.25,3.65,0,0.73,8.03
N00000158,264,2,8,55,59,16,10,64,19,8,5,18,0.76,3.03,20.83,22.35,6.06,3.79,24.24,7.20,3.03,1.89,6.82
N00000159,89,0,1,22,19,3,4,16,14,6,1,3,0,1.12,24.72,21.35,3.37,4.49,17.98,15.73,6.74,1.12,3.37
N00000160,119,3,8,29,25,5,3,18,11,5,1,11,2.52,6.72,24.37,21.01,4.20,2.52,15.13,9.24,4.20,0.84,9.24
N00000161,134,3,11,41,33,8,1,15,1,2,1,18,2.24,8.21,30.60,24.63,5.97,0.75,11.19,0.75,1.49,0.75,13.43
N00000162,94,2,1,15,18,9,9,21,10,1,0,8,2.13,1.06,15.96,19.15,9.57,9.57,22.34,10.64,1.06,0,8.51
N00000163,126,1,1,15,26,2,7,25,28,5,5,11,0.79,0.79,11.90,20.63,1.59,5.56,19.84,22.22,3.97,3.97,8.73
N00000164,101,3,8,31,16,9,2,18,5,3,0,6,2.97,7.92,30.69,15.84,8.91,1.98,17.82,4.95,2.97,0,5.94
N00000165,114,3,9,30,24,14,2,18,5,4,0,5,2.63,7.89,26.32,21.05,12.28,1.75,15.79,4.39,3.51,0,4.39
N00000166,113,1,8,25,25,6,11,24,5,3,1,4,0.88,7.08,22.12,22.12,5.31,9.73,21.24,4.42,2.65,0.88,3.54
N00000167,145,1,6,35,43,7,8,18,11,1,0,15,0.69,4.14,24.14,29.66,4.83,5.52,12.41,7.59,0.69,0,10.34
N00000168,132,2,6,41,30,9,9,20,5,1,2,7,1.52,4.55,31.06,22.73,6.82,6.82,15.15,3.79,0.76,1.52,5.30
N00000169,270,3,23,62,61,28,8,39,16,8,1,21,1.11,8.52,22.96,22.59,10.37,2.96,14.44,5.93,2.96,0.37,7.78
N00000170,130,0,3,27,22,12,6,29,17,6,1,7,0,2.31,20.77,16.92,9.23,4.62,22.31,13.08,4.62,0.77,5.38
N00000171,163,2,7,53,35,12,4,17,11,3,2,17,1.23,4.29,32.52,21.47,7.36,2.45,10.43,6.75,1.84,1.23,10.43
N00000172,300,3,13,75,69,37,11,51,11,10,1,19,1.00,4.33,25.00,23.00,12.33,3.67,17.00,3.67,3.33,0.33,6.33
N00000173,140,3,3,37,41,16,9,18,7,3,0,3,2.14,2.14,26.43,29.29,11.43,6.43,12.86,5.00,2.14,0,2.14
N00000174,150,3,2,23,21,5,8,34,36,6,1,11,2.00,1.33,15.33,14.00,3.33,5.33,22.67,24.00,4.00,0.67,7.33
N00000175,143,1,6,43,27,7,5,28,14,3,0,9,0.70,4.20,30.07,18.88,4.90,3.50,19.58,9.79,2.10,0,6.29
N00000176,182,0,3,23,36,11,9,48,32,6,0,14,0,1.65,12.64,19.78,6.04,4.95,26.37,17.58,3.30,0,7.69
N00000177,133,2,3,21,19,6,8,40,19,2,1,12,1.50,2.26,15.79,14.29,4.51,6.02,30.08,14.29,1.50,0.75,9.02
N00000178,254,3,1,35,44,5,12,78,41,15,3,17,1.18,0.39,13.78,17.32,1.97,4.72,30.71,16.14,5.91,1.18,6.69
N00000179,309,1,7,70,57,11,13,67,46,19,3,15,0.32,2.27,22.65,18.45,3.56,4.21,21.68,14.89,6.15,0.97,4.85
N00000180,113,0,0,13,16,2,7,27,27,11,4,6,0,0,11.50,14.16,1.77,6.19,23.89,23.89,9.73,3.54,5.31
N00000181,95,0,3,22,13,3,7,23,19,1,1,3,0,3.16,23.16,13.68,3.16,7.37,24.21,20.00,1.05,1.05,3.16
N00000182,83,0,2,11,27,3,7,19,10,3,0,1,0,2.41,13.25,32.53,3.61,8.43,22.89,12.05,3.61,0,1.20
N00000183,115,2,7,28,36,3,2,16,6,7,3,5,1.74,6.09,24.35,31.30,2.61,1.74,13.91,5.22,6.09,2.61,4.35
N00000184,117,4,5,40,22,5,7,18,7,1,1,7,3.42,4.27,34.19,18.80,4.27,5.98,15.38,5.98,0.85,0.85,5.98
N00000185,79,0,2,22,13,3,6,13,12,1,2,5,0,2.53,27.85,16.46,3.80,7.59,16.46,15.19,1.27,2.53,6.33
N00000186,108,0,6,24,19,4,6,24,14,3,2,6,0,5.56,22.22,17.59,3.70,5.56,22.22,12.96,2.78,1.85,5.56
N00000187,97,0,0,8,18,8,5,28,16,5,3,6,0,0,8.25,18.56,8.25,5.15,28.87,16.49,5.15,3.09,6.19
N00000188,125,1,2,19,25,6,3,32,22,5,3,7,0.80,1.60,15.20,20.00,4.80,2.40,25.60,17.60,4.00,2.40,5.60
N00000189,134,2,5,37,33,12,5,17,7,1,3,12,1.49,3.73,27.61,24.63,8.96,3.73,12.69,5.22,0.75,2.24,8.96
N00000190,125,0,4,28,25,6,3,33,13,5,0,8,0,3.20,22.40,20.00,4.80,2.40,26.40,10.40,4.00,0,6.40
