GeographyCode,KS609NI0001,KS609NI0002,KS609NI0003,KS609NI0004,KS609NI0005,KS609NI0006,KS609NI0007,KS609NI0008,KS609NI0009,KS609NI0010,KS609NI0011,KS609NI0012,KS609NI0013,KS609NI0014,KS609NI0015,KS609NI0016,KS609NI0017,KS609NI0018,KS609NI0019
N00000142,39,2,4,3,3,13,0,2,6,6,5.13,10.26,7.69,7.69,33.33,0,5.13,15.38,15.38
N00000143,36,1,2,2,1,13,1,1,7,8,2.78,5.56,5.56,2.78,36.11,2.78,2.78,19.44,22.22
N00000144,42,2,1,6,0,13,2,3,6,9,4.76,2.38,14.29,0,30.95,4.76,7.14,14.29,21.43
N00000145,15,2,0,1,0,4,0,1,5,2,13.33,0,6.67,0,26.67,0,6.67,33.33,13.33
N00000146,75,15,14,7,5,13,2,5,6,8,20.00,18.67,9.33,6.67,17.33,2.67,6.67,8.00,10.67
N00000147,52,4,4,3,5,11,0,5,10,10,7.69,7.69,5.77,9.62,21.15,0,9.62,19.23,19.23
N00000148,133,7,11,10,9,33,8,10,21,24,5.26,8.27,7.52,6.77,24.81,6.02,7.52,15.79,18.05
N00000149,81,5,5,12,9,27,0,5,15,3,6.17,6.17,14.81,11.11,33.33,0,6.17,18.52,3.70
N00000150,70,7,8,11,9,19,0,4,9,3,10.00,11.43,15.71,12.86,27.14,0,5.71,12.86,4.29
N00000151,63,5,5,1,6,20,0,3,11,12,7.94,7.94,1.59,9.52,31.75,0,4.76,17.46,19.05
N00000152,53,4,0,5,5,16,0,3,10,10,7.55,0,9.43,9.43,30.19,0,5.66,18.87,18.87
N00000153,28,1,0,1,3,12,0,3,4,4,3.57,0,3.57,10.71,42.86,0,10.71,14.29,14.29
N00000154,66,6,3,7,9,24,1,4,2,10,9.09,4.55,10.61,13.64,36.36,1.52,6.06,3.03,15.15
N00000155,90,12,4,11,10,28,3,3,9,10,13.33,4.44,12.22,11.11,31.11,3.33,3.33,10.00,11.11
N00000156,62,4,5,8,11,16,2,1,5,10,6.45,8.06,12.90,17.74,25.81,3.23,1.61,8.06,16.13
N00000157,99,15,17,5,6,35,1,3,8,9,15.15,17.17,5.05,6.06,35.35,1.01,3.03,8.08,9.09
N00000158,136,22,11,18,13,40,2,5,12,13,16.18,8.09,13.24,9.56,29.41,1.47,3.68,8.82,9.56
N00000159,39,2,6,5,2,13,1,2,4,4,5.13,15.38,12.82,5.13,33.33,2.56,5.13,10.26,10.26
N00000160,74,7,15,10,9,13,1,6,7,6,9.46,20.27,13.51,12.16,17.57,1.35,8.11,9.46,8.11
N00000161,85,17,21,12,9,13,2,4,4,3,20.00,24.71,14.12,10.59,15.29,2.35,4.71,4.71,3.53
N00000162,64,8,6,5,9,14,1,2,13,6,12.50,9.38,7.81,14.06,21.88,1.56,3.13,20.31,9.38
N00000163,55,3,3,6,7,16,2,6,8,4,5.45,5.45,10.91,12.73,29.09,3.64,10.91,14.55,7.27
N00000164,75,16,12,11,8,17,0,3,4,4,21.33,16.00,14.67,10.67,22.67,0,4.00,5.33,5.33
N00000165,76,11,18,6,8,21,0,4,7,1,14.47,23.68,7.89,10.53,27.63,0,5.26,9.21,1.32
N00000166,51,5,10,9,10,7,1,1,3,5,9.80,19.61,17.65,19.61,13.73,1.96,1.96,5.88,9.80
N00000167,88,13,20,9,10,15,1,8,3,9,14.77,22.73,10.23,11.36,17.05,1.14,9.09,3.41,10.23
N00000168,86,16,16,6,6,16,4,7,9,6,18.60,18.60,6.98,6.98,18.60,4.65,8.14,10.47,6.98
N00000169,193,29,28,9,12,68,7,7,23,10,15.03,14.51,4.66,6.22,35.23,3.63,3.63,11.92,5.18
N00000170,86,9,7,7,6,22,1,9,18,7,10.47,8.14,8.14,6.98,25.58,1.16,10.47,20.93,8.14
N00000171,113,13,7,11,14,39,2,9,12,6,11.50,6.19,9.73,12.39,34.51,1.77,7.96,10.62,5.31
N00000172,199,29,25,19,11,61,6,11,17,20,14.57,12.56,9.55,5.53,30.65,3.02,5.53,8.54,10.05
N00000173,99,14,13,9,6,37,1,3,9,7,14.14,13.13,9.09,6.06,37.37,1.01,3.03,9.09,7.07
N00000174,80,4,12,7,5,16,2,6,13,15,5.00,15.00,8.75,6.25,20.00,2.50,7.50,16.25,18.75
N00000175,97,9,10,14,4,23,2,6,20,9,9.28,10.31,14.43,4.12,23.71,2.06,6.19,20.62,9.28
N00000176,108,7,2,10,10,29,4,7,20,19,6.48,1.85,9.26,9.26,26.85,3.70,6.48,18.52,17.59
N00000177,64,3,7,2,4,14,3,5,16,10,4.69,10.94,3.13,6.25,21.88,4.69,7.81,25.00,15.63
N00000178,111,8,14,12,10,24,5,12,15,11,7.21,12.61,10.81,9.01,21.62,4.50,10.81,13.51,9.91
N00000179,179,19,11,16,24,29,6,18,22,34,10.61,6.15,8.94,13.41,16.20,3.35,10.06,12.29,18.99
N00000180,48,3,0,6,3,10,3,3,10,10,6.25,0,12.50,6.25,20.83,6.25,6.25,20.83,20.83
N00000181,80,7,8,7,10,15,4,3,14,12,8.75,10.00,8.75,12.50,18.75,5.00,3.75,17.50,15.00
N00000182,46,3,2,3,8,13,0,4,8,5,6.52,4.35,6.52,17.39,28.26,0,8.70,17.39,10.87
N00000183,74,11,15,6,9,13,3,2,5,10,14.86,20.27,8.11,12.16,17.57,4.05,2.70,6.76,13.51
N00000184,72,4,4,12,8,20,1,11,4,8,5.56,5.56,16.67,11.11,27.78,1.39,15.28,5.56,11.11
N00000185,42,4,5,2,5,11,2,1,1,11,9.52,11.90,4.76,11.90,26.19,4.76,2.38,2.38,26.19
N00000186,56,7,5,6,2,16,2,3,5,10,12.50,8.93,10.71,3.57,28.57,3.57,5.36,8.93,17.86
N00000187,44,3,2,2,1,11,5,4,6,10,6.82,4.55,4.55,2.27,25.00,11.36,9.09,13.64,22.73
N00000188,73,4,4,5,4,26,3,6,10,11,5.48,5.48,6.85,5.48,35.62,4.11,8.22,13.70,15.07
N00000189,75,12,7,6,13,22,1,5,4,5,16.00,9.33,8.00,17.33,29.33,1.33,6.67,5.33,6.67
N00000190,76,7,8,8,8,22,4,3,13,3,9.21,10.53,10.53,10.53,28.95,5.26,3.95,17.11,3.95
N00000191,79,7,7,5,10,17,1,7,15,10,8.86,8.86,6.33,12.66,21.52,1.27,8.86,18.99,12.66
N00000192,79,4,2,9,9,18,0,3,22,12,5.06,2.53,11.39,11.39,22.78,0,3.80,27.85,15.19
N00000193,55,4,3,8,2,8,0,8,16,6,7.27,5.45,14.55,3.64,14.55,0,14.55,29.09,10.91
N00000194,50,4,3,5,3,10,3,4,12,6,8.00,6.00,10.00,6.00,20.00,6.00,8.00,24.00,12.00
N00000195,43,1,0,4,5,8,2,4,7,12,2.33,0,9.30,11.63,18.60,4.65,9.30,16.28,27.91
N00000196,28,2,2,0,1,8,1,1,10,3,7.14,7.14,0,3.57,28.57,3.57,3.57,35.71,10.71
N00000197,90,4,8,9,14,23,2,5,13,12,4.44,8.89,10.00,15.56,25.56,2.22,5.56,14.44,13.33
N00000198,78,6,9,9,5,22,2,3,13,9,7.69,11.54,11.54,6.41,28.21,2.56,3.85,16.67,11.54
N00000199,93,10,9,14,12,19,1,5,13,10,10.75,9.68,15.05,12.90,20.43,1.08,5.38,13.98,10.75
N00000200,87,8,10,8,8,26,3,4,13,7,9.20,11.49,9.20,9.20,29.89,3.45,4.60,14.94,8.05
N00000201,75,14,13,7,10,14,2,3,7,5,18.67,17.33,9.33,13.33,18.67,2.67,4.00,9.33,6.67
N00000202,74,15,18,10,9,5,1,4,9,3,20.27,24.32,13.51,12.16,6.76,1.35,5.41,12.16,4.05
N00000203,90,14,15,7,3,24,3,5,7,12,15.56,16.67,7.78,3.33,26.67,3.33,5.56,7.78,13.33
N00000204,99,7,9,9,9,26,6,6,11,16,7.07,9.09,9.09,9.09,26.26,6.06,6.06,11.11,16.16
N00000205,78,12,9,5,12,19,4,3,6,8,15.38,11.54,6.41,15.38,24.36,5.13,3.85,7.69,10.26
N00000206,101,16,8,19,14,14,2,5,7,16,15.84,7.92,18.81,13.86,13.86,1.98,4.95,6.93,15.84
N00000207,78,5,6,8,13,18,2,5,9,12,6.41,7.69,10.26,16.67,23.08,2.56,6.41,11.54,15.38
N00000208,85,11,13,16,10,15,1,4,8,7,12.94,15.29,18.82,11.76,17.65,1.18,4.71,9.41,8.24
N00000209,109,14,18,11,26,19,1,5,3,12,12.84,16.51,10.09,23.85,17.43,0.92,4.59,2.75,11.01
N00000210,74,6,8,8,2,16,4,9,12,9,8.11,10.81,10.81,2.70,21.62,5.41,12.16,16.22,12.16
N00000211,97,9,13,7,9,21,7,7,9,15,9.28,13.40,7.22,9.28,21.65,7.22,7.22,9.28,15.46
N00000212,47,5,3,3,5,7,3,3,9,9,10.64,6.38,6.38,10.64,14.89,6.38,6.38,19.15,19.15
N00000213,73,7,14,12,10,7,5,5,5,8,9.59,19.18,16.44,13.70,9.59,6.85,6.85,6.85,10.96
N00000214,76,7,12,8,9,14,5,7,6,8,9.21,15.79,10.53,11.84,18.42,6.58,9.21,7.89,10.53
N00000215,106,16,21,9,11,28,3,4,7,7,15.09,19.81,8.49,10.38,26.42,2.83,3.77,6.60,6.60
N00000216,106,15,14,10,12,29,3,3,7,13,14.15,13.21,9.43,11.32,27.36,2.83,2.83,6.60,12.26
N00000217,107,29,25,17,12,12,2,4,3,3,27.10,23.36,15.89,11.21,11.21,1.87,3.74,2.80,2.80
N00000218,74,21,14,11,6,5,0,6,4,7,28.38,18.92,14.86,8.11,6.76,0,8.11,5.41,9.46
N00000219,43,2,1,2,2,7,1,8,10,10,4.65,2.33,4.65,4.65,16.28,2.33,18.60,23.26,23.26
N00000220,58,1,1,4,2,8,4,8,12,18,1.72,1.72,6.90,3.45,13.79,6.90,13.79,20.69,31.03
N00000221,46,0,1,3,6,12,1,3,12,8,0,2.17,6.52,13.04,26.09,2.17,6.52,26.09,17.39
N00000222,56,8,4,4,8,15,0,4,8,5,14.29,7.14,7.14,14.29,26.79,0,7.14,14.29,8.93
N00000223,77,7,8,11,12,16,2,5,9,7,9.09,10.39,14.29,15.58,20.78,2.60,6.49,11.69,9.09
N00000224,53,4,6,5,5,13,0,5,6,9,7.55,11.32,9.43,9.43,24.53,0,9.43,11.32,16.98
N00000225,22,2,2,1,1,9,1,0,2,4,9.09,9.09,4.55,4.55,40.91,4.55,0,9.09,18.18
N00000226,55,7,7,6,6,12,1,2,4,10,12.73,12.73,10.91,10.91,21.82,1.82,3.64,7.27,18.18
