GeographyCode,KS212NI0001,KS212NI0002,KS212NI0003,KS212NI0004,KS212NI0005,KS212NI0006,KS212NI0007,KS212NI0008,KS212NI0009
N00000163,311,34,228,2,47,10.93,73.31,0.64,15.11
N00000164,288,8,260,1,19,2.78,90.28,0.35,6.60
N00000165,325,31,277,0,17,9.54,85.23,0,5.23
N00000166,273,19,228,3,23,6.96,83.52,1.10,8.42
N00000167,379,19,333,0,27,5.01,87.86,0,7.12
N00000168,345,23,290,1,31,6.67,84.06,0.29,8.99
N00000169,704,29,615,13,47,4.12,87.36,1.85,6.68
N00000170,370,5,315,16,34,1.35,85.14,4.32,9.19
N00000171,416,20,359,7,30,4.81,86.30,1.68,7.21
N00000172,772,31,644,14,83,4.02,83.42,1.81,10.75
N00000173,373,3,346,1,23,0.80,92.76,0.27,6.17
N00000174,393,12,332,2,47,3.05,84.48,0.51,11.96
N00000175,373,11,336,1,25,2.95,90.08,0.27,6.70
N00000176,474,49,375,7,43,10.34,79.11,1.48,9.07
N00000177,323,48,236,8,31,14.86,73.07,2.48,9.60
N00000178,667,99,486,13,69,14.84,72.86,1.95,10.34
N00000179,852,92,632,22,106,10.80,74.18,2.58,12.44
N00000180,280,16,236,3,25,5.71,84.29,1.07,8.93
N00000181,274,31,208,8,27,11.31,75.91,2.92,9.85
N00000182,228,8,203,1,16,3.51,89.04,0.44,7.02
N00000183,293,19,220,12,42,6.48,75.09,4.10,14.33
N00000184,372,29,293,1,49,7.80,78.76,0.27,13.17
N00000185,211,4,196,0,11,1.90,92.89,0,5.21
N00000186,299,12,251,5,31,4.01,83.95,1.67,10.37
N00000187,255,18,204,2,31,7.06,80.00,0.78,12.16
N00000188,347,11,291,2,43,3.17,83.86,0.58,12.39
N00000189,341,4,305,2,30,1.17,89.44,0.59,8.80
N00000190,304,0,283,2,19,0,93.09,0.66,6.25
N00000191,303,13,275,6,9,4.29,90.76,1.98,2.97
N00000192,302,28,239,4,31,9.27,79.14,1.32,10.26
N00000193,291,20,220,11,40,6.87,75.60,3.78,13.75
N00000194,255,16,214,0,25,6.27,83.92,0,9.80
N00000195,246,9,217,4,16,3.66,88.21,1.63,6.50
N00000196,237,17,197,5,18,7.17,83.12,2.11,7.59
N00000197,326,22,278,2,24,6.75,85.28,0.61,7.36
N00000198,287,17,241,0,29,5.92,83.97,0,10.10
N00000199,350,20,297,8,25,5.71,84.86,2.29,7.14
N00000200,331,10,300,1,20,3.02,90.63,0.30,6.04
N00000201,294,0,271,3,20,0,92.18,1.02,6.80
N00000202,304,13,271,0,20,4.28,89.14,0,6.58
N00000203,334,29,268,1,36,8.68,80.24,0.30,10.78
N00000204,393,14,328,3,48,3.56,83.46,0.76,12.21
N00000205,303,26,242,2,33,8.58,79.87,0.66,10.89
N00000206,390,21,324,2,43,5.38,83.08,0.51,11.03
N00000207,253,14,213,0,26,5.53,84.19,0,10.28
N00000208,316,4,294,2,16,1.27,93.04,0.63,5.06
N00000209,356,9,302,2,43,2.53,84.83,0.56,12.08
N00000210,383,36,300,7,40,9.40,78.33,1.83,10.44
N00000211,528,46,428,10,44,8.71,81.06,1.89,8.33
N00000212,175,13,134,4,24,7.43,76.57,2.29,13.71
N00000213,281,23,222,5,31,8.19,79.00,1.78,11.03
N00000214,323,25,263,1,34,7.74,81.42,0.31,10.53
N00000215,400,27,330,6,37,6.75,82.50,1.50,9.25
N00000216,397,20,326,5,46,5.04,82.12,1.26,11.59
N00000217,479,43,414,4,18,8.98,86.43,0.84,3.76
N00000218,361,17,309,2,33,4.71,85.60,0.55,9.14
N00000219,245,13,201,10,21,5.31,82.04,4.08,8.57
N00000220,284,5,237,1,41,1.76,83.45,0.35,14.44
N00000221,262,7,233,1,21,2.67,88.93,0.38,8.02
N00000222,298,9,265,5,19,3.02,88.93,1.68,6.38
N00000223,319,18,278,0,23,5.64,87.15,0,7.21
N00000224,243,18,192,6,27,7.41,79.01,2.47,11.11
N00000225,147,9,129,2,7,6.12,87.76,1.36,4.76
N00000226,261,22,213,3,23,8.43,81.61,1.15,8.81
N00000227,195,12,161,4,18,6.15,82.56,2.05,9.23
N00000228,306,9,286,1,10,2.94,93.46,0.33,3.27
N00000229,395,18,338,7,32,4.56,85.57,1.77,8.10
N00000230,293,22,229,3,39,7.51,78.16,1.02,13.31
N00000231,324,19,220,5,80,5.86,67.90,1.54,24.69
N00000232,309,39,224,14,32,12.62,72.49,4.53,10.36
N00000233,258,17,196,7,38,6.59,75.97,2.71,14.73
N00000234,256,45,170,10,31,17.58,66.41,3.91,12.11
N00000235,323,33,257,2,31,10.22,79.57,0.62,9.60
N00000236,291,21,233,3,34,7.22,80.07,1.03,11.68
N00000237,416,24,340,9,43,5.77,81.73,2.16,10.34
N00000238,306,13,277,2,14,4.25,90.52,0.65,4.58
N00000239,254,7,200,2,45,2.76,78.74,0.79,17.72
N00000240,354,17,279,7,51,4.80,78.81,1.98,14.41
N00000241,424,39,340,6,39,9.20,80.19,1.42,9.20
N00000242,360,19,311,1,29,5.28,86.39,0.28,8.06
N00000243,265,27,203,5,30,10.19,76.60,1.89,11.32
N00000244,275,22,227,2,24,8.00,82.55,0.73,8.73
N00000245,314,29,248,13,24,9.24,78.98,4.14,7.64
N00000246,309,28,254,2,25,9.06,82.20,0.65,8.09
N00000247,309,22,258,6,23,7.12,83.50,1.94,7.44
N00000248,337,23,285,1,28,6.82,84.57,0.30,8.31
N00000249,386,32,296,6,52,8.29,76.68,1.55,13.47
N00000250,401,20,328,1,52,4.99,81.80,0.25,12.97
N00000251,456,26,372,1,57,5.70,81.58,0.22,12.50
N00000252,345,14,285,1,45,4.06,82.61,0.29,13.04
N00000253,499,20,452,0,27,4.01,90.58,0,5.41
N00000254,315,9,284,5,17,2.86,90.16,1.59,5.40
N00000255,351,38,280,6,27,10.83,79.77,1.71,7.69
N00000256,780,73,606,12,89,9.36,77.69,1.54,11.41
N00000257,447,19,384,1,43,4.25,85.91,0.22,9.62
N00000258,379,35,316,5,23,9.23,83.38,1.32,6.07
N00000259,465,278,158,6,23,59.78,33.98,1.29,4.95
N00000260,560,203,313,8,36,36.25,55.89,1.43,6.43
N00000261,561,331,196,1,33,59.00,34.94,0.18,5.88
N00000262,419,247,143,3,26,58.95,34.13,0.72,6.21
N00000263,239,151,76,2,10,63.18,31.80,0.84,4.18
N00000264,566,358,168,1,39,63.25,29.68,0.18,6.89
N00000265,351,246,89,2,14,70.09,25.36,0.57,3.99
N00000266,328,203,109,0,16,61.89,33.23,0,4.88
N00000267,431,14,376,5,36,3.25,87.24,1.16,8.35
N00000268,384,20,330,7,27,5.21,85.94,1.82,7.03
N00000269,347,16,312,0,19,4.61,89.91,0,5.48
N00000270,371,17,310,5,39,4.58,83.56,1.35,10.51
N00000271,380,24,325,4,27,6.32,85.53,1.05,7.11
N00000272,295,21,245,6,23,7.12,83.05,2.03,7.80
N00000273,460,28,373,2,57,6.09,81.09,0.43,12.39
N00000274,468,35,395,2,36,7.48,84.40,0.43,7.69
N00000275,291,29,233,2,27,9.97,80.07,0.69,9.28
N00000276,315,20,252,1,42,6.35,80.00,0.32,13.33
N00000277,310,15,253,0,42,4.84,81.61,0,13.55
N00000278,304,22,257,1,24,7.24,84.54,0.33,7.89
N00000279,181,14,138,3,26,7.73,76.24,1.66,14.36
N00000280,392,22,288,0,82,5.61,73.47,0,20.92
N00000281,349,18,307,4,20,5.16,87.97,1.15,5.73
N00000282,364,31,280,9,44,8.52,76.92,2.47,12.09
N00000283,346,27,268,0,51,7.80,77.46,0,14.74
N00000284,382,19,296,3,64,4.97,77.49,0.79,16.75
N00000285,322,15,243,3,61,4.66,75.47,0.93,18.94
N00000286,271,4,248,2,17,1.48,91.51,0.74,6.27
N00000287,297,13,234,2,48,4.38,78.79,0.67,16.16
N00000288,353,8,276,3,66,2.27,78.19,0.85,18.70
N00000289,496,14,424,5,53,2.82,85.48,1.01,10.69
N00000290,271,6,249,3,13,2.21,91.88,1.11,4.80
N00000291,512,20,430,2,60,3.91,83.98,0.39,11.72
N00000292,731,43,602,0,86,5.88,82.35,0,11.76
N00000293,522,35,421,3,63,6.70,80.65,0.57,12.07
N00000294,405,16,354,5,30,3.95,87.41,1.23,7.41
N00000295,421,39,312,3,67,9.26,74.11,0.71,15.91
N00000296,287,29,234,0,24,10.10,81.53,0,8.36
N00000297,371,39,309,1,22,10.51,83.29,0.27,5.93
N00000298,335,23,260,6,46,6.87,77.61,1.79,13.73
N00000299,324,37,254,8,25,11.42,78.40,2.47,7.72
N00000300,296,38,243,1,14,12.84,82.09,0.34,4.73
N00000301,366,41,281,4,40,11.20,76.78,1.09,10.93
N00000302,363,25,287,1,50,6.89,79.06,0.28,13.77
N00000303,318,18,266,4,30,5.66,83.65,1.26,9.43
N00000304,342,37,255,0,50,10.82,74.56,0,14.62
N00000305,395,14,347,2,32,3.54,87.85,0.51,8.10
N00000306,381,27,299,1,54,7.09,78.48,0.26,14.17
N00000307,355,26,288,0,41,7.32,81.13,0,11.55
N00000308,277,27,211,3,36,9.75,76.17,1.08,13.00
N00000309,378,29,292,17,40,7.67,77.25,4.50,10.58
N00000310,408,271,124,0,13,66.42,30.39,0,3.19
N00000311,333,267,48,2,16,80.18,14.41,0.60,4.80
N00000312,512,350,133,0,29,68.36,25.98,0,5.66
N00000313,636,536,80,0,20,84.28,12.58,0,3.14
N00000314,358,310,35,0,13,86.59,9.78,0,3.63
N00000315,345,280,51,4,10,81.16,14.78,1.16,2.90
N00000316,374,334,27,1,12,89.30,7.22,0.27,3.21
N00000317,447,353,72,2,20,78.97,16.11,0.45,4.47
N00000318,344,14,302,5,23,4.07,87.79,1.45,6.69
N00000319,819,19,711,8,81,2.32,86.81,0.98,9.89
N00000320,318,17,281,1,19,5.35,88.36,0.31,5.97
N00000321,517,24,461,1,31,4.64,89.17,0.19,6.00
N00000322,389,16,336,13,24,4.11,86.38,3.34,6.17
N00000323,472,169,264,4,35,35.81,55.93,0.85,7.42
N00000324,376,138,211,2,25,36.70,56.12,0.53,6.65
N00000325,538,131,360,5,42,24.35,66.91,0.93,7.81
N00000326,946,60,753,5,128,6.34,79.60,0.53,13.53
N00000327,325,19,245,0,61,5.85,75.38,0,18.77
N00000328,291,14,238,5,34,4.81,81.79,1.72,11.68
N00000329,402,25,333,0,44,6.22,82.84,0,10.95
N00000330,539,29,437,2,71,5.38,81.08,0.37,13.17
N00000331,612,33,512,4,63,5.39,83.66,0.65,10.29
N00000332,284,20,214,2,48,7.04,75.35,0.70,16.90
N00000333,293,10,249,0,34,3.41,84.98,0,11.60
N00000334,294,17,221,1,55,5.78,75.17,0.34,18.71
N00000335,326,43,237,5,41,13.19,72.70,1.53,12.58
N00000336,330,36,265,1,28,10.91,80.30,0.30,8.48
N00000337,282,25,224,3,30,8.87,79.43,1.06,10.64
N00000338,308,56,228,2,22,18.18,74.03,0.65,7.14
N00000339,294,44,227,2,21,14.97,77.21,0.68,7.14
N00000340,427,45,356,6,20,10.54,83.37,1.41,4.68
N00000341,348,35,278,8,27,10.06,79.89,2.30,7.76
N00000342,359,26,299,6,28,7.24,83.29,1.67,7.80
N00000343,351,22,287,8,34,6.27,81.77,2.28,9.69
N00000344,406,319,78,5,4,78.57,19.21,1.23,0.99
N00000345,416,387,26,0,3,93.03,6.25,0,0.72
N00000346,685,628,43,0,14,91.68,6.28,0,2.04
N00000347,257,228,16,1,12,88.72,6.23,0.39,4.67
N00000348,426,358,61,3,4,84.04,14.32,0.70,0.94
N00000349,368,324,26,9,9,88.04,7.07,2.45,2.45
N00000350,577,477,88,0,12,82.67,15.25,0,2.08
N00000351,414,267,132,0,15,64.49,31.88,0,3.62
N00000352,466,423,38,0,5,90.77,8.15,0,1.07
N00000353,422,267,148,2,5,63.27,35.07,0.47,1.18
N00000354,405,171,232,1,1,42.22,57.28,0.25,0.25
N00000355,441,303,135,0,3,68.71,30.61,0,0.68
N00000356,414,390,9,0,15,94.20,2.17,0,3.62
N00000357,1212,1097,52,9,54,90.51,4.29,0.74,4.46
N00000358,371,347,11,0,13,93.53,2.96,0,3.50
N00000359,820,583,161,18,58,71.10,19.63,2.20,7.07
N00000360,423,363,54,1,5,85.82,12.77,0.24,1.18
N00000361,413,241,153,1,18,58.35,37.05,0.24,4.36
N00000362,390,268,119,0,3,68.72,30.51,0,0.77
N00000363,484,430,52,0,2,88.84,10.74,0,0.41
N00000364,475,216,256,3,0,45.47,53.89,0.63,0
N00000365,255,197,55,0,3,77.25,21.57,0,1.18
N00000366,536,421,94,11,10,78.54,17.54,2.05,1.87
N00000367,351,320,28,0,3,91.17,7.98,0,0.85
N00000368,544,423,107,2,12,77.76,19.67,0.37,2.21
N00000369,411,184,206,3,18,44.77,50.12,0.73,4.38
N00000370,485,224,249,2,10,46.19,51.34,0.41,2.06
N00000371,447,242,194,0,11,54.14,43.40,0,2.46
N00000372,380,249,110,6,15,65.53,28.95,1.58,3.95
N00000373,437,247,157,10,23,56.52,35.93,2.29,5.26
N00000374,348,210,125,2,11,60.34,35.92,0.57,3.16
N00000375,303,172,119,4,8,56.77,39.27,1.32,2.64
N00000376,261,131,124,1,5,50.19,47.51,0.38,1.92
N00000377,268,120,141,1,6,44.78,52.61,0.37,2.24
N00000378,289,166,116,1,6,57.44,40.14,0.35,2.08
N00000379,490,247,228,1,14,50.41,46.53,0.20,2.86
N00000380,532,492,39,0,1,92.48,7.33,0,0.19
N00000381,979,866,96,1,16,88.46,9.81,0.10,1.63
N00000382,557,499,54,1,3,89.59,9.69,0.18,0.54
N00000383,472,252,213,2,5,53.39,45.13,0.42,1.06
N00000384,490,436,49,0,5,88.98,10.00,0,1.02
N00000385,445,274,160,6,5,61.57,35.96,1.35,1.12
N00000386,291,255,23,3,10,87.63,7.90,1.03,3.44
N00000387,227,205,17,0,5,90.31,7.49,0,2.20
N00000388,1602,1455,118,4,25,90.82,7.37,0.25,1.56
N00000389,445,416,24,1,4,93.48,5.39,0.22,0.90
N00000390,972,143,808,2,19,14.71,83.13,0.21,1.95
N00000391,524,43,443,10,28,8.21,84.54,1.91,5.34
N00000392,1399,88,1228,16,67,6.29,87.78,1.14,4.79
N00000393,459,23,422,4,10,5.01,91.94,0.87,2.18
N00000394,406,42,337,2,25,10.34,83.00,0.49,6.16
N00000395,508,138,352,6,12,27.17,69.29,1.18,2.36
N00000396,376,95,268,1,12,25.27,71.28,0.27,3.19
N00000397,520,188,305,7,20,36.15,58.65,1.35,3.85
N00000398,463,24,431,1,7,5.18,93.09,0.22,1.51
N00000399,304,11,283,0,10,3.62,93.09,0,3.29
N00000400,240,225,12,0,3,93.75,5.00,0,1.25
N00000401,286,269,10,0,7,94.06,3.50,0,2.45
N00000402,248,218,24,0,6,87.90,9.68,0,2.42
N00000403,522,465,49,0,8,89.08,9.39,0,1.53
N00000404,276,261,15,0,0,94.57,5.43,0,0
N00000405,223,193,24,0,6,86.55,10.76,0,2.69
N00000406,397,77,313,2,5,19.40,78.84,0.50,1.26
N00000407,1125,807,293,3,22,71.73,26.04,0.27,1.96
N00000408,468,313,142,4,9,66.88,30.34,0.85,1.92
N00000409,403,48,342,2,11,11.91,84.86,0.50,2.73
N00000410,392,80,305,0,7,20.41,77.81,0,1.79
N00000411,355,330,24,0,1,92.96,6.76,0,0.28
N00000412,438,241,191,2,4,55.02,43.61,0.46,0.91
N00000413,442,367,73,0,2,83.03,16.52,0,0.45
N00000414,380,145,225,8,2,38.16,59.21,2.11,0.53
N00000415,439,58,364,1,16,13.21,82.92,0.23,3.64
N00000416,420,147,253,4,16,35.00,60.24,0.95,3.81
N00000417,533,39,454,5,35,7.32,85.18,0.94,6.57
N00000418,857,80,736,7,34,9.33,85.88,0.82,3.97
N00000419,354,96,239,4,15,27.12,67.51,1.13,4.24
N00000420,339,46,274,7,12,13.57,80.83,2.06,3.54
N00000421,530,20,473,11,26,3.77,89.25,2.08,4.91
N00000422,422,32,362,0,28,7.58,85.78,0,6.64
N00000423,461,110,328,6,17,23.86,71.15,1.30,3.69
N00000424,561,449,100,0,12,80.04,17.83,0,2.14
N00000425,363,144,208,4,7,39.67,57.30,1.10,1.93
N00000426,307,42,257,2,6,13.68,83.71,0.65,1.95
N00000427,339,188,125,3,23,55.46,36.87,0.88,6.78
N00000428,398,94,294,1,9,23.62,73.87,0.25,2.26
N00000429,474,108,355,1,10,22.78,74.89,0.21,2.11
N00000430,497,26,455,3,13,5.23,91.55,0.60,2.62
N00000431,361,85,265,1,10,23.55,73.41,0.28,2.77
N00000432,285,15,260,2,8,5.26,91.23,0.70,2.81
N00000433,280,81,193,0,6,28.93,68.93,0,2.14
N00000434,445,45,372,3,25,10.11,83.60,0.67,5.62
N00000435,430,123,281,4,22,28.60,65.35,0.93,5.12
N00000436,522,50,434,1,37,9.58,83.14,0.19,7.09
N00000437,664,501,150,7,6,75.45,22.59,1.05,0.90
N00000438,475,291,175,3,6,61.26,36.84,0.63,1.26
N00000439,419,186,226,3,4,44.39,53.94,0.72,0.95
N00000440,417,326,89,0,2,78.18,21.34,0,0.48
N00000441,311,244,51,7,9,78.46,16.40,2.25,2.89
N00000442,444,312,117,0,15,70.27,26.35,0,3.38
N00000443,488,215,246,4,23,44.06,50.41,0.82,4.71
N00000444,566,259,264,12,31,45.76,46.64,2.12,5.48
N00000445,397,220,166,0,11,55.42,41.81,0,2.77
N00000446,336,201,128,4,3,59.82,38.10,1.19,0.89
N00000447,309,126,176,1,6,40.78,56.96,0.32,1.94
N00000448,246,185,44,7,10,75.20,17.89,2.85,4.07
N00000449,435,62,358,1,14,14.25,82.30,0.23,3.22
N00000450,491,276,194,0,21,56.21,39.51,0,4.28
N00000451,493,334,151,2,6,67.75,30.63,0.41,1.22
N00000452,452,124,314,2,12,27.43,69.47,0.44,2.65
