GeographyCode,KS102NI0001,KS102NI0002,KS102NI0003,KS102NI0004,KS102NI0005,KS102NI0006,KS102NI0007,KS102NI0008,KS102NI0009,KS102NI0010,KS102NI0011,KS102NI0012,KS102NI0013,KS102NI0014,KS102NI0015,KS102NI0016,KS102NI0017,KS102NI0018,KS102NI0019,KS102NI0020,KS102NI0021,KS102NI0022,KS102NI0023,KS102NI0024,KS102NI0025,KS102NI0026,KS102NI0027,KS102NI0028,KS102NI0029,KS102NI0030,KS102NI0031,KS102NI0032,KS102NI0033,KS102NI0034,KS102NI0035
N00002252,895,60,47,32,65,13,37,31,69,37,196,171,32,50,44,10,1,35.07,35,6.70,5.25,3.58,7.26,1.45,4.13,3.46,7.71,4.13,21.90,19.11,3.58,5.59,4.92,1.12,0.11
N00002253,418,12,19,12,46,11,14,12,37,22,75,93,13,24,21,4,3,36.71,39,2.87,4.55,2.87,11.00,2.63,3.35,2.87,8.85,5.26,17.94,22.25,3.11,5.74,5.02,0.96,0.72
N00002254,545,35,15,14,26,9,20,15,61,57,129,103,21,24,13,2,1,33.77,32,6.42,2.75,2.57,4.77,1.65,3.67,2.75,11.19,10.46,23.67,18.90,3.85,4.40,2.39,0.37,0.18
N00002255,543,60,34,15,37,4,14,13,34,33,133,88,29,24,20,3,2,32.94,32,11.05,6.26,2.76,6.81,0.74,2.58,2.39,6.26,6.08,24.49,16.21,5.34,4.42,3.68,0.55,0.37
N00002256,499,42,14,10,25,4,23,10,25,29,103,107,30,53,21,2,1,38.52,39,8.42,2.81,2.00,5.01,0.80,4.61,2.00,5.01,5.81,20.64,21.44,6.01,10.62,4.21,0.40,0.20
N00002257,342,17,19,11,23,5,8,5,17,15,88,58,19,27,24,3,3,38.56,39,4.97,5.56,3.22,6.73,1.46,2.34,1.46,4.97,4.39,25.73,16.96,5.56,7.89,7.02,0.88,0.88
N00002258,344,20,11,7,21,4,9,14,28,19,66,79,24,23,15,1,3,38.34,40,5.81,3.20,2.03,6.10,1.16,2.62,4.07,8.14,5.52,19.19,22.97,6.98,6.69,4.36,0.29,0.87
N00002259,353,33,14,8,19,5,8,6,18,34,100,54,12,20,17,3,2,35.31,33,9.35,3.97,2.27,5.38,1.42,2.27,1.70,5.10,9.63,28.33,15.30,3.40,5.67,4.82,0.85,0.57
N00002260,797,88,53,24,49,4,20,13,41,66,243,113,23,44,13,2,1,31.33,32,11.04,6.65,3.01,6.15,0.50,2.51,1.63,5.14,8.28,30.49,14.18,2.89,5.52,1.63,0.25,0.13
N00002261,723,75,36,17,64,14,23,16,28,37,171,135,29,44,19,9,6,34.12,35,10.37,4.98,2.35,8.85,1.94,3.18,2.21,3.87,5.12,23.65,18.67,4.01,6.09,2.63,1.24,0.83
N00002262,444,18,15,9,36,6,14,13,34,35,75,116,21,21,25,4,2,38.27,39,4.05,3.38,2.03,8.11,1.35,3.15,2.93,7.66,7.88,16.89,26.13,4.73,4.73,5.63,0.90,0.45
N00002263,487,35,19,18,41,8,17,8,26,22,118,92,24,39,14,5,1,35.85,36,7.19,3.90,3.70,8.42,1.64,3.49,1.64,5.34,4.52,24.23,18.89,4.93,8.01,2.87,1.03,0.21
N00002264,732,71,41,25,66,8,18,16,53,70,176,110,34,39,5,0,0,30.59,29,9.70,5.60,3.42,9.02,1.09,2.46,2.19,7.24,9.56,24.04,15.03,4.64,5.33,0.68,0,0
N00002265,618,94,37,12,34,12,22,15,57,47,172,70,15,19,9,1,2,27.74,28,15.21,5.99,1.94,5.50,1.94,3.56,2.43,9.22,7.61,27.83,11.33,2.43,3.07,1.46,0.16,0.32
N00002266,290,22,13,6,24,3,8,2,20,37,51,52,22,21,5,2,2,35.47,32,7.59,4.48,2.07,8.28,1.03,2.76,0.69,6.90,12.76,17.59,17.93,7.59,7.24,1.72,0.69,0.69
N00002267,486,60,26,12,29,11,16,9,43,50,128,54,19,21,5,3,0,29.25,28,12.35,5.35,2.47,5.97,2.26,3.29,1.85,8.85,10.29,26.34,11.11,3.91,4.32,1.03,0.62,0
N00002268,803,102,51,21,60,9,29,27,62,60,223,92,27,27,11,1,1,28.51,28,12.70,6.35,2.62,7.47,1.12,3.61,3.36,7.72,7.47,27.77,11.46,3.36,3.36,1.37,0.12,0.12
N00002269,326,30,18,12,27,5,8,9,27,24,64,46,13,36,6,1,0,33.05,31,9.20,5.52,3.68,8.28,1.53,2.45,2.76,8.28,7.36,19.63,14.11,3.99,11.04,1.84,0.31,0
N00002270,352,37,15,13,26,11,12,10,39,24,70,50,24,17,4,0,0,30.75,28,10.51,4.26,3.69,7.39,3.13,3.41,2.84,11.08,6.82,19.89,14.20,6.82,4.83,1.14,0,0
N00002271,333,33,17,12,32,8,11,19,25,28,59,58,7,16,8,0,0,29.74,26,9.91,5.11,3.60,9.61,2.40,3.30,5.71,7.51,8.41,17.72,17.42,2.10,4.80,2.40,0,0
N00002272,272,25,17,8,18,4,13,6,18,23,49,55,16,10,10,0,0,32.71,31,9.19,6.25,2.94,6.62,1.47,4.78,2.21,6.62,8.46,18.01,20.22,5.88,3.68,3.68,0,0
N00002273,597,58,23,21,49,9,13,18,34,44,179,106,13,22,7,1,0,31.06,32,9.72,3.85,3.52,8.21,1.51,2.18,3.02,5.70,7.37,29.98,17.76,2.18,3.69,1.17,0.17,0
N00002274,251,23,7,9,27,2,11,10,14,17,57,45,7,9,10,2,1,32.85,31,9.16,2.79,3.59,10.76,0.80,4.38,3.98,5.58,6.77,22.71,17.93,2.79,3.59,3.98,0.80,0.40
N00002275,254,18,11,7,18,5,8,10,20,19,48,38,18,20,12,0,2,35.86,33,7.09,4.33,2.76,7.09,1.97,3.15,3.94,7.87,7.48,18.90,14.96,7.09,7.87,4.72,0,0.79
N00002276,299,19,8,5,12,4,4,4,20,24,64,50,31,39,13,2,0,41.26,41,6.35,2.68,1.67,4.01,1.34,1.34,1.34,6.69,8.03,21.40,16.72,10.37,13.04,4.35,0.67,0
N00002277,515,59,22,20,33,10,15,11,41,41,132,65,24,30,11,0,1,31.23,30,11.46,4.27,3.88,6.41,1.94,2.91,2.14,7.96,7.96,25.63,12.62,4.66,5.83,2.14,0,0.19
N00002278,336,19,12,14,33,0,14,15,23,18,79,48,20,32,8,0,1,35.11,36,5.65,3.57,4.17,9.82,0,4.17,4.46,6.85,5.36,23.51,14.29,5.95,9.52,2.38,0,0.30
N00002279,205,8,9,5,12,0,4,3,6,10,64,30,18,26,10,0,0,41.11,41,3.90,4.39,2.44,5.85,0,1.95,1.46,2.93,4.88,31.22,14.63,8.78,12.68,4.88,0,0
N00002280,288,23,11,5,17,2,8,6,18,14,65,51,25,29,12,2,0,38.96,40,7.99,3.82,1.74,5.90,0.69,2.78,2.08,6.25,4.86,22.57,17.71,8.68,10.07,4.17,0.69,0
N00002281,420,35,16,14,43,8,15,16,39,32,76,75,11,34,5,1,0,31.97,29,8.33,3.81,3.33,10.24,1.90,3.57,3.81,9.29,7.62,18.10,17.86,2.62,8.10,1.19,0.24,0
N00002282,276,16,5,4,20,5,8,10,28,16,40,52,24,30,14,3,1,39.97,41,5.80,1.81,1.45,7.25,1.81,2.90,3.62,10.14,5.80,14.49,18.84,8.70,10.87,5.07,1.09,0.36
N00002283,277,13,4,4,14,2,8,6,30,25,36,78,18,21,16,1,1,40.39,43,4.69,1.44,1.44,5.05,0.72,2.89,2.17,10.83,9.03,13.00,28.16,6.50,7.58,5.78,0.36,0.36
N00002284,297,18,8,9,12,3,6,12,20,23,44,64,24,29,16,8,1,41.40,43,6.06,2.69,3.03,4.04,1.01,2.02,4.04,6.73,7.74,14.81,21.55,8.08,9.76,5.39,2.69,0.34
N00002285,420,26,9,7,42,11,18,18,41,24,88,80,11,28,15,2,0,34.25,32,6.19,2.14,1.67,10.00,2.62,4.29,4.29,9.76,5.71,20.95,19.05,2.62,6.67,3.57,0.48,0
N00002286,359,10,9,8,23,4,11,13,27,27,61,92,30,38,6,0,0,39.66,41,2.79,2.51,2.23,6.41,1.11,3.06,3.62,7.52,7.52,16.99,25.63,8.36,10.58,1.67,0,0
N00002287,308,13,7,6,16,1,9,14,23,12,50,65,12,53,22,5,0,43.45,46,4.22,2.27,1.95,5.19,0.32,2.92,4.55,7.47,3.90,16.23,21.10,3.90,17.21,7.14,1.62,0
N00002288,294,14,17,9,20,6,7,10,20,22,40,65,14,35,13,2,0,38.47,40,4.76,5.78,3.06,6.80,2.04,2.38,3.40,6.80,7.48,13.61,22.11,4.76,11.90,4.42,0.68,0
N00002289,242,17,3,4,20,0,9,6,21,14,48,42,10,33,13,1,1,39.23,37,7.02,1.24,1.65,8.26,0,3.72,2.48,8.68,5.79,19.83,17.36,4.13,13.64,5.37,0.41,0.41
N00002290,456,15,7,6,17,3,7,13,32,21,44,100,44,67,54,15,11,49.93,53,3.29,1.54,1.32,3.73,0.66,1.54,2.85,7.02,4.61,9.65,21.93,9.65,14.69,11.84,3.29,2.41
N00002291,442,28,11,12,22,3,6,14,25,39,90,87,32,48,15,7,3,39.65,40,6.33,2.49,2.71,4.98,0.68,1.36,3.17,5.66,8.82,20.36,19.68,7.24,10.86,3.39,1.58,0.68
N00002292,309,17,14,8,35,6,10,6,6,10,68,55,19,26,23,6,0,39.30,41,5.50,4.53,2.59,11.33,1.94,3.24,1.94,1.94,3.24,22.01,17.80,6.15,8.41,7.44,1.94,0
N00002293,231,10,9,4,10,1,3,6,7,12,47,55,16,32,18,1,0,44.42,48,4.33,3.90,1.73,4.33,0.43,1.30,2.60,3.03,5.19,20.35,23.81,6.93,13.85,7.79,0.43,0
N00002294,292,20,8,3,13,3,6,4,19,17,35,68,34,39,15,4,4,44.28,49,6.85,2.74,1.03,4.45,1.03,2.05,1.37,6.51,5.82,11.99,23.29,11.64,13.36,5.14,1.37,1.37
N00002295,334,23,5,9,18,6,8,8,26,37,62,72,21,20,16,0,3,37.57,35,6.89,1.50,2.69,5.39,1.80,2.40,2.40,7.78,11.08,18.56,21.56,6.29,5.99,4.79,0,0.90
N00002296,407,30,10,3,21,7,5,8,28,23,78,75,25,34,26,22,12,43.92,43,7.37,2.46,0.74,5.16,1.72,1.23,1.97,6.88,5.65,19.16,18.43,6.14,8.35,6.39,5.41,2.95
N00002297,335,11,12,3,28,2,10,3,21,19,43,81,30,37,28,3,4,43.88,48,3.28,3.58,0.90,8.36,0.60,2.99,0.90,6.27,5.67,12.84,24.18,8.96,11.04,8.36,0.90,1.19
N00002298,277,15,6,7,12,2,7,7,14,16,41,53,20,41,26,8,2,45.64,48,5.42,2.17,2.53,4.33,0.72,2.53,2.53,5.05,5.78,14.80,19.13,7.22,14.80,9.39,2.89,0.72
N00002299,372,26,10,14,30,5,8,2,21,21,86,63,15,42,23,5,1,38.87,39,6.99,2.69,3.76,8.06,1.34,2.15,0.54,5.65,5.65,23.12,16.94,4.03,11.29,6.18,1.34,0.27
N00002300,813,79,29,12,52,9,23,14,52,95,202,129,35,58,19,2,3,33.88,32,9.72,3.57,1.48,6.40,1.11,2.83,1.72,6.40,11.69,24.85,15.87,4.31,7.13,2.34,0.25,0.37
N00002301,671,54,35,16,50,9,20,17,34,39,145,113,39,63,27,8,2,36.54,35,8.05,5.22,2.38,7.45,1.34,2.98,2.53,5.07,5.81,21.61,16.84,5.81,9.39,4.02,1.19,0.30
N00002302,658,48,30,12,59,12,24,13,41,35,124,149,29,56,21,3,2,36.14,37,7.29,4.56,1.82,8.97,1.82,3.65,1.98,6.23,5.32,18.84,22.64,4.41,8.51,3.19,0.46,0.30
N00002303,447,36,19,11,36,8,14,14,28,37,123,78,12,17,13,1,0,32.47,32,8.05,4.25,2.46,8.05,1.79,3.13,3.13,6.26,8.28,27.52,17.45,2.68,3.80,2.91,0.22,0
N00002304,218,25,10,2,14,2,3,7,16,25,41,34,13,22,3,1,0,34.17,32,11.47,4.59,0.92,6.42,0.92,1.38,3.21,7.34,11.47,18.81,15.60,5.96,10.09,1.38,0.46,0
N00002305,790,85,27,12,41,6,23,19,50,101,230,126,29,34,7,0,0,31.56,31,10.76,3.42,1.52,5.19,0.76,2.91,2.41,6.33,12.78,29.11,15.95,3.67,4.30,0.89,0,0
N00002306,1483,176,66,42,67,15,35,25,120,158,428,192,37,53,43,14,12,31.76,31,11.87,4.45,2.83,4.52,1.01,2.36,1.69,8.09,10.65,28.86,12.95,2.49,3.57,2.90,0.94,0.81
N00002307,378,16,13,6,25,5,18,9,27,25,52,102,28,34,17,1,0,39.69,43,4.23,3.44,1.59,6.61,1.32,4.76,2.38,7.14,6.61,13.76,26.98,7.41,8.99,4.50,0.26,0
N00002308,329,14,9,7,18,6,16,12,22,16,58,86,21,24,15,5,0,39.72,42,4.26,2.74,2.13,5.47,1.82,4.86,3.65,6.69,4.86,17.63,26.14,6.38,7.29,4.56,1.52,0
N00002309,224,18,10,6,8,5,3,3,21,9,51,52,11,9,15,3,0,37.79,38,8.04,4.46,2.68,3.57,2.23,1.34,1.34,9.38,4.02,22.77,23.21,4.91,4.02,6.70,1.34,0
N00002310,218,9,7,7,12,3,4,6,14,8,54,31,11,22,21,8,1,42.68,41,4.13,3.21,3.21,5.50,1.38,1.83,2.75,6.42,3.67,24.77,14.22,5.05,10.09,9.63,3.67,0.46
N00002311,285,19,16,7,12,3,4,4,21,29,60,46,16,22,21,4,1,38.51,36,6.67,5.61,2.46,4.21,1.05,1.40,1.40,7.37,10.18,21.05,16.14,5.61,7.72,7.37,1.40,0.35
N00002312,309,24,17,8,14,5,5,7,16,22,67,49,15,38,18,4,0,38.75,39,7.77,5.50,2.59,4.53,1.62,1.62,2.27,5.18,7.12,21.68,15.86,4.85,12.30,5.83,1.29,0
N00002313,302,5,5,13,11,2,7,4,19,8,43,76,36,33,37,2,1,47.60,52,1.66,1.66,4.30,3.64,0.66,2.32,1.32,6.29,2.65,14.24,25.17,11.92,10.93,12.25,0.66,0.33
N00002314,274,20,5,1,6,1,5,8,17,16,51,42,24,41,29,6,2,46.15,49,7.30,1.82,0.36,2.19,0.36,1.82,2.92,6.20,5.84,18.61,15.33,8.76,14.96,10.58,2.19,0.73
N00002315,344,25,11,9,13,3,14,4,25,18,60,60,21,38,22,15,6,42.34,42,7.27,3.20,2.62,3.78,0.87,4.07,1.16,7.27,5.23,17.44,17.44,6.10,11.05,6.40,4.36,1.74
N00002316,254,14,8,2,13,2,6,2,10,19,46,51,19,38,17,4,3,44.19,46,5.51,3.15,0.79,5.12,0.79,2.36,0.79,3.94,7.48,18.11,20.08,7.48,14.96,6.69,1.57,1.18
N00002317,304,15,11,9,17,4,6,8,17,15,62,52,24,44,18,2,0,41.56,43,4.93,3.62,2.96,5.59,1.32,1.97,2.63,5.59,4.93,20.39,17.11,7.89,14.47,5.92,0.66,0
N00002318,383,22,7,3,16,10,7,3,22,31,58,65,19,51,42,20,7,46.52,46,5.74,1.83,0.78,4.18,2.61,1.83,0.78,5.74,8.09,15.14,16.97,4.96,13.32,10.97,5.22,1.83
N00002319,698,75,29,15,46,11,16,14,43,27,176,103,26,52,49,13,3,36.48,36,10.74,4.15,2.15,6.59,1.58,2.29,2.01,6.16,3.87,25.21,14.76,3.72,7.45,7.02,1.86,0.43
N00002320,299,18,10,7,14,4,6,8,19,33,46,62,12,27,19,7,7,41.01,41,6.02,3.34,2.34,4.68,1.34,2.01,2.68,6.35,11.04,15.38,20.74,4.01,9.03,6.35,2.34,2.34
N00002321,290,22,10,8,14,3,7,7,13,19,53,52,15,42,21,3,1,41.06,41,7.59,3.45,2.76,4.83,1.03,2.41,2.41,4.48,6.55,18.28,17.93,5.17,14.48,7.24,1.03,0.34
N00002322,302,17,4,2,10,3,9,4,24,23,50,57,29,47,17,5,1,43.95,45,5.63,1.32,0.66,3.31,0.99,2.98,1.32,7.95,7.62,16.56,18.87,9.60,15.56,5.63,1.66,0.33
N00002323,331,15,8,7,27,5,8,6,14,15,67,61,28,50,16,3,1,42.48,44,4.53,2.42,2.11,8.16,1.51,2.42,1.81,4.23,4.53,20.24,18.43,8.46,15.11,4.83,0.91,0.30
N00002324,291,26,11,5,16,4,9,7,14,19,67,53,19,17,16,6,2,37.81,36,8.93,3.78,1.72,5.50,1.37,3.09,2.41,4.81,6.53,23.02,18.21,6.53,5.84,5.50,2.06,0.69
N00002325,453,28,12,6,24,5,13,9,37,36,80,101,33,43,21,4,1,39.60,40,6.18,2.65,1.32,5.30,1.10,2.87,1.99,8.17,7.95,17.66,22.30,7.28,9.49,4.64,0.88,0.22
N00002326,307,12,6,8,29,7,7,9,14,13,46,76,16,33,25,5,1,41.91,45,3.91,1.95,2.61,9.45,2.28,2.28,2.93,4.56,4.23,14.98,24.76,5.21,10.75,8.14,1.63,0.33
N00002327,1297,120,68,32,76,12,44,26,66,60,364,225,56,90,47,8,3,35.32,36,9.25,5.24,2.47,5.86,0.93,3.39,2.00,5.09,4.63,28.06,17.35,4.32,6.94,3.62,0.62,0.23
N00002328,363,19,8,7,32,6,18,11,19,25,85,92,9,26,6,0,0,35.75,39,5.23,2.20,1.93,8.82,1.65,4.96,3.03,5.23,6.89,23.42,25.34,2.48,7.16,1.65,0,0
N00002329,316,25,19,4,23,3,8,6,8,13,71,54,12,36,27,4,3,40.44,41,7.91,6.01,1.27,7.28,0.95,2.53,1.90,2.53,4.11,22.47,17.09,3.80,11.39,8.54,1.27,0.95
N00002330,619,58,27,25,41,6,12,14,28,37,175,113,25,35,20,2,1,34.43,36,9.37,4.36,4.04,6.62,0.97,1.94,2.26,4.52,5.98,28.27,18.26,4.04,5.65,3.23,0.32,0.16
N00002331,606,52,26,14,47,15,28,25,45,31,116,120,28,32,20,7,0,34.07,36,8.58,4.29,2.31,7.76,2.48,4.62,4.13,7.43,5.12,19.14,19.80,4.62,5.28,3.30,1.16,0
N00002332,360,25,23,3,21,2,9,16,23,33,79,60,15,31,15,1,4,36.35,34,6.94,6.39,0.83,5.83,0.56,2.50,4.44,6.39,9.17,21.94,16.67,4.17,8.61,4.17,0.28,1.11
N00002333,395,29,17,11,25,7,13,8,21,25,89,75,27,25,20,2,1,36.70,37,7.34,4.30,2.78,6.33,1.77,3.29,2.03,5.32,6.33,22.53,18.99,6.84,6.33,5.06,0.51,0.25
N00002334,345,19,17,7,21,5,9,10,21,25,74,71,23,35,7,0,1,37.57,38,5.51,4.93,2.03,6.09,1.45,2.61,2.90,6.09,7.25,21.45,20.58,6.67,10.14,2.03,0,0.29
N00002335,540,45,24,11,26,8,16,11,28,29,124,114,24,52,21,5,2,37.87,40,8.33,4.44,2.04,4.81,1.48,2.96,2.04,5.19,5.37,22.96,21.11,4.44,9.63,3.89,0.93,0.37
N00002336,322,19,15,6,20,3,11,9,18,16,72,56,17,36,19,4,1,39.66,40,5.90,4.66,1.86,6.21,0.93,3.42,2.80,5.59,4.97,22.36,17.39,5.28,11.18,5.90,1.24,0.31
N00002337,355,16,11,9,26,5,14,17,34,27,78,62,16,34,6,0,0,35.30,35,4.51,3.10,2.54,7.32,1.41,3.94,4.79,9.58,7.61,21.97,17.46,4.51,9.58,1.69,0,0
N00002338,263,21,11,4,15,5,8,7,13,16,54,45,8,29,22,2,3,39.43,40,7.98,4.18,1.52,5.70,1.90,3.04,2.66,4.94,6.08,20.53,17.11,3.04,11.03,8.37,0.76,1.14
N00002339,296,19,8,7,16,5,8,11,17,23,53,70,21,22,11,3,2,38.86,40,6.42,2.70,2.36,5.41,1.69,2.70,3.72,5.74,7.77,17.91,23.65,7.09,7.43,3.72,1.01,0.68
N00002340,295,24,7,3,12,5,8,10,23,27,55,51,15,41,12,2,0,38.32,36,8.14,2.37,1.02,4.07,1.69,2.71,3.39,7.80,9.15,18.64,17.29,5.08,13.90,4.07,0.68,0
N00002341,236,19,10,7,13,3,4,4,13,22,50,38,14,22,10,4,3,38.38,39,8.05,4.24,2.97,5.51,1.27,1.69,1.69,5.51,9.32,21.19,16.10,5.93,9.32,4.24,1.69,1.27
N00002342,284,24,7,9,10,3,4,8,20,27,55,53,20,29,14,1,0,38.54,40,8.45,2.46,3.17,3.52,1.06,1.41,2.82,7.04,9.51,19.37,18.66,7.04,10.21,4.93,0.35,0
N00002343,350,39,14,10,38,6,13,12,17,28,109,49,11,3,1,0,0,28.24,29,11.14,4.00,2.86,10.86,1.71,3.71,3.43,4.86,8.00,31.14,14.00,3.14,0.86,0.29,0,0
N00002344,378,52,6,5,12,3,5,9,37,46,79,61,13,25,19,6,0,34.96,31,13.76,1.59,1.32,3.17,0.79,1.32,2.38,9.79,12.17,20.90,16.14,3.44,6.61,5.03,1.59,0
N00002345,300,30,9,3,8,2,3,3,22,31,63,34,13,33,33,8,5,42.08,39,10.00,3.00,1.00,2.67,0.67,1.00,1.00,7.33,10.33,21.00,11.33,4.33,11.00,11.00,2.67,1.67
N00002346,235,11,4,4,12,1,5,4,22,18,54,48,20,14,12,4,2,40.71,40,4.68,1.70,1.70,5.11,0.43,2.13,1.70,9.36,7.66,22.98,20.43,8.51,5.96,5.11,1.70,0.85
N00002347,678,56,30,12,42,3,18,17,40,52,139,113,52,44,41,13,6,38.36,36,8.26,4.42,1.77,6.19,0.44,2.65,2.51,5.90,7.67,20.50,16.67,7.67,6.49,6.05,1.92,0.88
N00002348,338,25,10,10,8,7,6,5,17,29,88,38,17,40,21,10,7,41.14,37,7.40,2.96,2.96,2.37,2.07,1.78,1.48,5.03,8.58,26.04,11.24,5.03,11.83,6.21,2.96,2.07
N00002349,250,18,7,5,19,1,5,6,15,12,58,44,10,25,14,9,2,40.38,40,7.20,2.80,2.00,7.60,0.40,2.00,2.40,6.00,4.80,23.20,17.60,4.00,10.00,5.60,3.60,0.80
N00002350,180,7,4,3,4,1,2,4,8,1,29,40,7,36,20,13,1,51.89,56,3.89,2.22,1.67,2.22,0.56,1.11,2.22,4.44,0.56,16.11,22.22,3.89,20.00,11.11,7.22,0.56
N00002351,1332,159,96,62,115,19,34,26,83,112,370,174,22,38,21,1,0,27.81,28,11.94,7.21,4.65,8.63,1.43,2.55,1.95,6.23,8.41,27.78,13.06,1.65,2.85,1.58,0.08,0
N00002352,292,13,3,3,17,2,5,4,15,24,29,47,24,50,34,15,7,49.76,54,4.45,1.03,1.03,5.82,0.68,1.71,1.37,5.14,8.22,9.93,16.10,8.22,17.12,11.64,5.14,2.40
N00002353,1824,218,85,65,124,19,42,53,128,220,451,228,52,87,45,4,3,30.19,29,11.95,4.66,3.56,6.80,1.04,2.30,2.91,7.02,12.06,24.73,12.50,2.85,4.77,2.47,0.22,0.16
N00002354,378,33,21,11,16,3,9,8,22,30,87,67,23,33,12,3,0,36.02,35,8.73,5.56,2.91,4.23,0.79,2.38,2.12,5.82,7.94,23.02,17.72,6.08,8.73,3.17,0.79,0
N00002355,278,21,9,2,16,6,11,11,33,26,50,49,19,22,3,0,0,33.93,30,7.55,3.24,0.72,5.76,2.16,3.96,3.96,11.87,9.35,17.99,17.63,6.83,7.91,1.08,0,0
N00002356,409,38,10,6,30,5,18,7,45,41,78,90,25,13,3,0,0,32.38,30,9.29,2.44,1.47,7.33,1.22,4.40,1.71,11.00,10.02,19.07,22.00,6.11,3.18,0.73,0,0
N00002357,348,24,15,5,20,10,12,10,35,22,83,56,10,21,22,1,2,35.42,34,6.90,4.31,1.44,5.75,2.87,3.45,2.87,10.06,6.32,23.85,16.09,2.87,6.03,6.32,0.29,0.57
N00002358,236,12,11,3,19,1,11,7,18,16,48,41,10,25,12,1,1,37.59,37,5.08,4.66,1.27,8.05,0.42,4.66,2.97,7.63,6.78,20.34,17.37,4.24,10.59,5.08,0.42,0.42
N00002359,255,17,8,3,11,4,7,3,27,12,50,49,11,40,11,2,0,40.16,42,6.67,3.14,1.18,4.31,1.57,2.75,1.18,10.59,4.71,19.61,19.22,4.31,15.69,4.31,0.78,0
N00002360,234,14,4,4,10,2,4,1,10,16,42,36,20,40,22,6,3,47.04,48,5.98,1.71,1.71,4.27,0.85,1.71,0.43,4.27,6.84,17.95,15.38,8.55,17.09,9.40,2.56,1.28
N00002361,295,31,22,11,15,2,5,7,18,27,52,45,14,26,13,5,2,35.06,32,10.51,7.46,3.73,5.08,0.68,1.69,2.37,6.10,9.15,17.63,15.25,4.75,8.81,4.41,1.69,0.68
N00002362,242,16,10,6,15,0,8,4,9,24,46,53,17,16,14,2,2,38.91,40,6.61,4.13,2.48,6.20,0,3.31,1.65,3.72,9.92,19.01,21.90,7.02,6.61,5.79,0.83,0.83
N00002363,231,18,8,5,7,4,5,6,20,22,38,40,9,23,18,8,0,39.89,37,7.79,3.46,2.16,3.03,1.73,2.16,2.60,8.66,9.52,16.45,17.32,3.90,9.96,7.79,3.46,0
N00002364,212,13,6,4,8,2,3,3,15,19,44,46,10,20,16,3,0,41.52,41,6.13,2.83,1.89,3.77,0.94,1.42,1.42,7.08,8.96,20.75,21.70,4.72,9.43,7.55,1.42,0
N00002365,287,30,11,6,13,4,10,7,18,28,64,41,22,24,7,2,0,34.91,32,10.45,3.83,2.09,4.53,1.39,3.48,2.44,6.27,9.76,22.30,14.29,7.67,8.36,2.44,0.70,0
N00002366,272,20,12,7,10,9,6,5,17,25,46,58,13,26,16,2,0,38.20,39,7.35,4.41,2.57,3.68,3.31,2.21,1.84,6.25,9.19,16.91,21.32,4.78,9.56,5.88,0.74,0
N00002367,384,19,14,5,26,1,8,6,24,27,78,72,23,48,22,10,1,41.93,42,4.95,3.65,1.30,6.77,0.26,2.08,1.56,6.25,7.03,20.31,18.75,5.99,12.50,5.73,2.60,0.26
N00002368,437,39,21,14,29,7,16,9,30,21,99,90,25,24,12,1,0,34.64,36,8.92,4.81,3.20,6.64,1.60,3.66,2.06,6.86,4.81,22.65,20.59,5.72,5.49,2.75,0.23,0
N00002369,740,79,34,15,30,6,25,9,59,91,181,127,27,33,18,4,2,32.60,30,10.68,4.59,2.03,4.05,0.81,3.38,1.22,7.97,12.30,24.46,17.16,3.65,4.46,2.43,0.54,0.27
N00002370,387,27,17,9,24,5,8,9,25,34,64,83,28,29,17,6,2,38.33,37,6.98,4.39,2.33,6.20,1.29,2.07,2.33,6.46,8.79,16.54,21.45,7.24,7.49,4.39,1.55,0.52
N00002371,463,32,20,15,43,0,20,13,33,20,88,87,31,31,24,2,4,36.31,35,6.91,4.32,3.24,9.29,0,4.32,2.81,7.13,4.32,19.01,18.79,6.70,6.70,5.18,0.43,0.86
N00002372,613,68,37,18,31,11,10,7,32,57,162,88,30,35,22,4,1,33.45,32,11.09,6.04,2.94,5.06,1.79,1.63,1.14,5.22,9.30,26.43,14.36,4.89,5.71,3.59,0.65,0.16
N00002373,436,37,21,16,23,3,8,5,30,35,76,70,22,42,28,14,6,39.28,37,8.49,4.82,3.67,5.28,0.69,1.83,1.15,6.88,8.03,17.43,16.06,5.05,9.63,6.42,3.21,1.38
N00002374,300,16,9,5,23,3,3,10,16,27,51,59,20,35,17,6,0,40.65,41,5.33,3.00,1.67,7.67,1.00,1.00,3.33,5.33,9.00,17.00,19.67,6.67,11.67,5.67,2.00,0
N00002375,393,33,17,6,23,10,12,6,24,32,74,75,31,27,18,2,3,37.05,35,8.40,4.33,1.53,5.85,2.54,3.05,1.53,6.11,8.14,18.83,19.08,7.89,6.87,4.58,0.51,0.76
N00002376,436,25,17,13,26,5,15,9,33,13,82,101,32,33,25,7,0,39.64,42,5.73,3.90,2.98,5.96,1.15,3.44,2.06,7.57,2.98,18.81,23.17,7.34,7.57,5.73,1.61,0
N00002377,433,47,20,13,28,6,10,8,21,40,115,68,12,22,15,7,1,33.29,32,10.85,4.62,3.00,6.47,1.39,2.31,1.85,4.85,9.24,26.56,15.70,2.77,5.08,3.46,1.62,0.23
