GeographyCode,KS405NI0001,KS405NI0002,KS405NI0003,KS405NI0004,KS405NI0005,KS405NI0006,KS405NI0007,KS405NI0008,KS405NI0009,KS405NI0010,KS405NI0011,KS405NI0012
N00003682,144,94,40,6,4,0,64,65.28,27.78,4.17,2.78,0
N00003683,156,49,73,26,4,4,158,31.41,46.79,16.67,2.56,2.56
N00003684,124,44,55,22,3,0,108,35.48,44.35,17.74,2.42,0
N00003685,131,22,62,38,9,0,165,16.79,47.33,29.01,6.87,0
N00003686,137,49,57,21,9,1,130,35.77,41.61,15.33,6.57,0.73
N00003687,161,25,65,46,17,8,243,15.53,40.37,28.57,10.56,4.97
N00003688,149,41,70,30,7,1,155,27.52,46.98,20.13,4.70,0.67
N00003689,138,66,60,10,2,0,86,47.83,43.48,7.25,1.45,0
N00003690,172,14,60,68,20,10,301,8.14,34.88,39.53,11.63,5.81
N00003691,141,16,43,52,19,11,252,11.35,30.50,36.88,13.48,7.80
N00003692,143,16,54,53,10,10,236,11.19,37.76,37.06,6.99,6.99
N00003693,149,26,57,47,11,8,223,17.45,38.26,31.54,7.38,5.37
N00003694,156,10,48,61,22,15,302,6.41,30.77,39.10,14.10,9.62
N00003695,147,11,77,31,19,9,237,7.48,52.38,21.09,12.93,6.12
N00003696,144,22,42,44,22,14,259,15.28,29.17,30.56,15.28,9.72
N00003697,135,15,42,54,16,8,237,11.11,31.11,40.00,11.85,5.93
N00003698,208,21,66,84,29,8,355,10.10,31.73,40.38,13.94,3.85
N00003699,134,5,58,48,18,5,229,3.73,43.28,35.82,13.43,3.73
N00003700,134,21,37,51,16,9,229,15.67,27.61,38.06,11.94,6.72
N00003701,177,3,57,85,17,15,343,1.69,32.20,48.02,9.60,8.47
N00003702,239,8,71,119,27,14,452,3.35,29.71,49.79,11.30,5.86
N00003703,185,6,59,100,14,6,327,3.24,31.89,54.05,7.57,3.24
N00003704,152,16,66,48,16,6,238,10.53,43.42,31.58,10.53,3.95
N00003705,170,34,76,44,10,6,224,20.00,44.71,25.88,5.88,3.53
N00003706,193,29,82,70,8,4,264,15.03,42.49,36.27,4.15,2.07
N00003707,157,9,52,62,21,13,295,5.73,33.12,39.49,13.38,8.28
N00003708,164,8,63,57,24,12,306,4.88,38.41,34.76,14.63,7.32
N00003709,143,21,73,33,12,4,192,14.69,51.05,23.08,8.39,2.80
N00003710,161,32,78,38,9,4,198,19.88,48.45,23.60,5.59,2.48
N00003711,165,11,52,78,14,10,298,6.67,31.52,47.27,8.48,6.06
N00003712,147,21,66,46,12,2,203,14.29,44.90,31.29,8.16,1.36
N00003713,157,38,79,37,1,2,164,24.20,50.32,23.57,0.64,1.27
N00003714,157,57,76,15,6,3,138,36.31,48.41,9.55,3.82,1.91
N00003715,122,38,58,17,5,4,123,31.15,47.54,13.93,4.10,3.28
N00003716,150,38,81,24,6,1,153,25.33,54.00,16.00,4.00,0.67
N00003717,144,66,53,22,3,0,106,45.83,36.81,15.28,2.08,0
N00003718,487,63,190,175,42,17,735,12.94,39.01,35.93,8.62,3.49
N00003719,150,11,61,67,9,2,230,7.33,40.67,44.67,6.00,1.33
N00003720,143,7,69,41,16,10,243,4.90,48.25,28.67,11.19,6.99
N00003721,170,18,66,62,11,13,288,10.59,38.82,36.47,6.47,7.65
N00003722,152,12,63,51,18,8,254,7.89,41.45,33.55,11.84,5.26
N00003723,135,18,48,46,11,12,223,13.33,35.56,34.07,8.15,8.89
N00003724,136,14,52,48,13,9,229,10.29,38.24,35.29,9.56,6.62
N00003725,118,22,60,30,3,3,141,18.64,50.85,25.42,2.54,2.54
N00003726,148,11,66,47,16,8,244,7.43,44.59,31.76,10.81,5.41
N00003727,147,37,66,37,6,1,162,25.17,44.90,25.17,4.08,0.68
N00003728,120,14,53,36,13,4,183,11.67,44.17,30.00,10.83,3.33
N00003729,150,28,65,40,10,7,206,18.67,43.33,26.67,6.67,4.67
N00003730,133,11,50,49,9,14,237,8.27,37.59,36.84,6.77,10.53
N00003731,126,22,49,27,11,17,206,17.46,38.89,21.43,8.73,13.49
N00003732,299,105,143,32,14,5,271,35.12,47.83,10.70,4.68,1.67
N00003733,139,44,69,22,1,3,128,31.65,49.64,15.83,0.72,2.16
N00003734,134,39,60,26,8,1,140,29.10,44.78,19.40,5.97,0.75
N00003735,124,68,43,10,3,0,72,54.84,34.68,8.06,2.42,0
N00003736,128,48,61,18,1,0,100,37.50,47.66,14.06,0.78,0
N00003737,174,47,91,31,5,0,168,27.01,52.30,17.82,2.87,0
N00003738,120,54,48,16,1,1,87,45.00,40.00,13.33,0.83,0.83
N00003739,153,28,100,20,4,1,156,18.30,65.36,13.07,2.61,0.65
N00003740,106,34,47,20,5,0,102,32.08,44.34,18.87,4.72,0
N00003741,114,61,46,5,0,2,64,53.51,40.35,4.39,0,1.75
N00003742,133,52,68,8,2,3,102,39.10,51.13,6.02,1.50,2.26
N00003743,165,12,64,61,18,10,283,7.27,38.79,36.97,10.91,6.06
N00003744,128,15,70,32,10,1,168,11.72,54.69,25.00,7.81,0.78
N00003745,152,15,49,63,18,7,259,9.87,32.24,41.45,11.84,4.61
N00003746,111,7,49,39,12,4,180,6.31,44.14,35.14,10.81,3.60
N00003747,122,14,58,37,8,5,177,11.48,47.54,30.33,6.56,4.10
N00003748,137,16,65,41,10,5,199,11.68,47.45,29.93,7.30,3.65
N00003749,179,9,83,70,13,4,278,5.03,46.37,39.11,7.26,2.23
N00003750,158,6,61,81,6,4,257,3.80,38.61,51.27,3.80,2.53
N00003751,187,12,79,68,16,12,312,6.42,42.25,36.36,8.56,6.42
N00003752,145,5,61,65,7,7,246,3.45,42.07,44.83,4.83,4.83
N00003753,181,42,80,48,7,4,213,23.20,44.20,26.52,3.87,2.21
N00003754,128,17,46,46,14,5,205,13.28,35.94,35.94,10.94,3.91
N00003755,162,21,68,55,12,6,244,12.96,41.98,33.95,7.41,3.70
N00003756,113,60,39,9,4,1,74,53.10,34.51,7.96,3.54,0.88
N00003757,112,24,48,30,7,3,142,21.43,42.86,26.79,6.25,2.68
N00003758,207,32,97,65,9,4,272,15.46,46.86,31.40,4.35,1.93
N00003759,140,35,70,26,6,3,153,25.00,50.00,18.57,4.29,2.14
N00003760,121,34,66,20,1,0,109,28.10,54.55,16.53,0.83,0
N00003761,136,13,40,71,9,3,222,9.56,29.41,52.21,6.62,2.21
N00003762,160,6,32,82,29,11,328,3.75,20.00,51.25,18.13,6.88
N00003763,156,10,49,70,19,8,281,6.41,31.41,44.87,12.18,5.13
N00003764,178,9,48,83,22,16,357,5.06,26.97,46.63,12.36,8.99
N00003765,134,10,48,47,18,11,241,7.46,35.82,35.07,13.43,8.21
N00003766,145,9,34,74,15,13,283,6.21,23.45,51.03,10.34,8.97
N00003767,145,7,42,51,32,13,295,4.83,28.97,35.17,22.07,8.97
N00003768,216,17,107,67,17,8,328,7.87,49.54,31.02,7.87,3.70
N00003769,132,31,59,34,7,1,152,23.48,44.70,25.76,5.30,0.76
N00003770,182,59,100,18,3,2,155,32.42,54.95,9.89,1.65,1.10
N00003771,188,31,91,56,8,2,235,16.49,48.40,29.79,4.26,1.06
N00003772,113,63,40,8,2,0,62,55.75,35.40,7.08,1.77,0
N00003773,142,50,64,24,1,3,128,35.21,45.07,16.90,0.70,2.11
N00003774,122,20,53,37,9,3,167,16.39,43.44,30.33,7.38,2.46
N00003775,192,14,67,81,17,13,333,7.29,34.90,42.19,8.85,6.77
N00003776,140,37,72,24,6,1,142,26.43,51.43,17.14,4.29,0.71
N00003777,111,39,57,11,4,0,91,35.14,51.35,9.91,3.60,0
N00003778,167,75,75,15,2,0,111,44.91,44.91,8.98,1.20,0
N00003779,137,84,46,7,0,0,60,61.31,33.58,5.11,0,0
N00003780,117,15,66,30,4,2,146,12.82,56.41,25.64,3.42,1.71
N00003781,135,35,52,35,7,6,172,25.93,38.52,25.93,5.19,4.44
N00003782,193,21,84,67,15,6,290,10.88,43.52,34.72,7.77,3.11
N00003783,140,48,65,22,5,0,124,34.29,46.43,15.71,3.57,0
N00003784,152,20,54,48,22,8,253,13.16,35.53,31.58,14.47,5.26
N00003785,163,15,38,78,20,12,307,9.20,23.31,47.85,12.27,7.36
N00003786,159,11,70,65,7,6,245,6.92,44.03,40.88,4.40,3.77
N00003787,135,8,54,45,22,6,235,5.93,40.00,33.33,16.30,4.44
N00003788,155,27,98,21,6,3,171,17.42,63.23,13.55,3.87,1.94
N00003789,140,14,50,52,17,7,239,10.00,35.71,37.14,12.14,5.00
N00003790,139,29,73,26,9,2,161,20.86,52.52,18.71,6.47,1.44
N00003791,251,28,99,97,18,9,384,11.16,39.44,38.65,7.17,3.59
N00003792,122,32,55,31,2,2,131,26.23,45.08,25.41,1.64,1.64
N00003793,202,15,59,80,29,19,397,7.43,29.21,39.60,14.36,9.41
N00003794,144,35,64,31,8,6,175,24.31,44.44,21.53,5.56,4.17
N00003795,146,8,47,61,21,9,269,5.48,32.19,41.78,14.38,6.16
N00003796,199,14,63,91,17,14,360,7.04,31.66,45.73,8.54,7.04
N00003797,177,32,76,49,15,5,245,18.08,42.94,27.68,8.47,2.82
N00003798,169,26,86,40,11,6,224,15.38,50.89,23.67,6.51,3.55
N00003799,126,16,62,32,11,5,184,12.70,49.21,25.40,8.73,3.97
N00003800,153,17,62,46,15,13,255,11.11,40.52,30.07,9.80,8.50
N00003801,174,47,73,34,13,7,208,27.01,41.95,19.54,7.47,4.02
N00003802,107,12,44,40,10,1,158,11.21,41.12,37.38,9.35,0.93
N00003803,145,24,72,31,10,8,204,16.55,49.66,21.38,6.90,5.52
N00003804,140,13,48,48,18,13,252,9.29,34.29,34.29,12.86,9.29
N00003805,117,29,51,25,9,3,140,24.79,43.59,21.37,7.69,2.56
N00003806,169,60,71,28,7,3,160,35.50,42.01,16.57,4.14,1.78
N00003807,128,52,54,20,1,1,101,40.63,42.19,15.63,0.78,0.78
N00003808,143,53,56,28,5,1,131,37.06,39.16,19.58,3.50,0.70
N00003809,147,16,82,37,8,4,196,10.88,55.78,25.17,5.44,2.72
N00003810,109,49,50,7,2,1,74,44.95,45.87,6.42,1.83,0.92
N00003811,141,16,63,42,14,6,218,11.35,44.68,29.79,9.93,4.26
N00003812,127,30,68,16,11,2,142,23.62,53.54,12.60,8.66,1.57
N00003813,127,21,60,32,6,8,177,16.54,47.24,25.20,4.72,6.30
N00003814,151,28,69,41,10,3,195,18.54,45.70,27.15,6.62,1.99
N00003815,227,41,118,64,4,0,258,18.06,51.98,28.19,1.76,0
N00003816,143,40,75,22,3,3,140,27.97,52.45,15.38,2.10,2.10
N00003817,149,13,41,72,12,11,268,8.72,27.52,48.32,8.05,7.38
N00003818,156,13,64,46,16,17,302,8.33,41.03,29.49,10.26,10.90
N00003819,135,15,55,43,14,8,217,11.11,40.74,31.85,10.37,5.93
N00003820,179,7,59,80,22,11,337,3.91,32.96,44.69,12.29,6.15
N00003821,139,20,55,35,19,10,229,14.39,39.57,25.18,13.67,7.19
N00003822,167,17,46,64,21,19,333,10.18,27.54,38.32,12.57,11.38
N00003823,190,14,67,78,16,15,338,7.37,35.26,41.05,8.42,7.89
N00003824,226,20,53,100,38,15,429,8.85,23.45,44.25,16.81,6.64
N00003825,325,32,148,121,16,8,475,9.85,45.54,37.23,4.92,2.46
N00003826,201,12,60,96,22,11,364,5.97,29.85,47.76,10.95,5.47
N00003827,311,21,88,131,38,33,610,6.75,28.30,42.12,12.22,10.61
N00003828,139,9,36,60,23,11,273,6.47,25.90,43.17,16.55,7.91
N00003829,150,8,51,62,18,11,275,5.33,34.00,41.33,12.00,7.33
N00003830,166,19,50,73,17,7,280,11.45,30.12,43.98,10.24,4.22
N00003831,125,32,51,32,7,3,150,25.60,40.80,25.60,5.60,2.40
N00003832,183,15,64,79,16,9,316,8.20,34.97,43.17,8.74,4.92
N00003833,193,56,87,37,8,5,208,29.02,45.08,19.17,4.15,2.59
N00003834,157,46,68,31,8,4,172,29.30,43.31,19.75,5.10,2.55
N00003835,243,64,102,61,13,3,275,26.34,41.98,25.10,5.35,1.23
N00003836,147,17,72,40,15,3,212,11.56,48.98,27.21,10.20,2.04
N00003837,113,10,41,47,13,2,183,8.85,36.28,41.59,11.50,1.77
N00003838,179,33,96,40,6,4,213,18.44,53.63,22.35,3.35,2.23
N00003839,132,16,42,47,21,6,224,12.12,31.82,35.61,15.91,4.55
N00003840,152,11,52,66,14,9,265,7.24,34.21,43.42,9.21,5.92
N00003841,114,28,57,23,6,0,121,24.56,50.00,20.18,5.26,0
N00003842,165,12,75,64,12,2,248,7.27,45.45,38.79,7.27,1.21
N00003843,130,42,44,36,5,3,143,32.31,33.85,27.69,3.85,2.31
N00003844,182,10,58,83,22,9,331,5.49,31.87,45.60,12.09,4.95
N00003845,121,23,53,35,9,1,154,19.01,43.80,28.93,7.44,0.83
N00003846,294,126,125,37,4,2,220,42.86,42.52,12.59,1.36,0.68
N00003847,114,35,55,19,3,2,111,30.70,48.25,16.67,2.63,1.75
N00003848,138,38,66,28,4,2,144,27.54,47.83,20.29,2.90,1.45
N00003849,181,20,63,71,16,11,303,11.05,34.81,39.23,8.84,6.08
N00003850,143,18,61,42,13,9,225,12.59,42.66,29.37,9.09,6.29
N00003851,149,14,54,55,19,7,251,9.40,36.24,36.91,12.75,4.70
N00003852,141,40,65,31,3,2,145,28.37,46.10,21.99,2.13,1.42
N00003853,167,9,75,68,11,4,260,5.39,44.91,40.72,6.59,2.40
N00003854,137,8,41,57,20,11,270,5.84,29.93,41.61,14.60,8.03
N00003855,150,6,57,56,17,14,277,4.00,38.00,37.33,11.33,9.33
N00003856,159,19,58,58,16,8,258,11.95,36.48,36.48,10.06,5.03
N00003857,169,17,58,68,18,8,286,10.06,34.32,40.24,10.65,4.73
N00003858,159,14,59,50,28,8,275,8.81,37.11,31.45,17.61,5.03
N00003859,179,45,75,46,10,3,209,25.14,41.90,25.70,5.59,1.68
N00003860,360,41,140,149,20,10,544,11.39,38.89,41.39,5.56,2.78
N00003861,169,12,55,68,21,13,307,7.10,32.54,40.24,12.43,7.69
N00003862,136,8,41,57,18,12,262,5.88,30.15,41.91,13.24,8.82
N00003863,117,69,40,7,0,1,58,58.97,34.19,5.98,0,0.85
N00003864,130,35,58,32,4,1,138,26.92,44.62,24.62,3.08,0.77
N00003865,100,58,26,8,6,2,68,58.00,26.00,8.00,6.00,2.00
N00003866,147,56,71,17,2,1,115,38.10,48.30,11.56,1.36,0.68
N00003867,276,61,144,51,14,6,312,22.10,52.17,18.48,5.07,2.17
N00003868,142,51,71,15,3,2,119,35.92,50.00,10.56,2.11,1.41
N00003869,445,132,202,86,20,5,455,29.66,45.39,19.33,4.49,1.12
N00003870,117,53,51,10,2,1,84,45.30,43.59,8.55,1.71,0.85
N00003871,239,12,77,124,14,12,418,5.02,32.22,51.88,5.86,5.02
N00003872,129,63,54,11,1,0,79,48.84,41.86,8.53,0.78,0
N00003873,413,145,186,62,13,7,377,35.11,45.04,15.01,3.15,1.69
N00003874,173,8,50,82,19,14,333,4.62,28.90,47.40,10.98,8.09
N00003875,140,23,66,39,7,5,185,16.43,47.14,27.86,5.00,3.57
N00003876,167,8,43,77,22,17,339,4.79,25.75,46.11,13.17,10.18
N00003877,129,18,43,50,10,8,206,13.95,33.33,38.76,7.75,6.20
N00003878,142,12,37,51,23,19,295,8.45,26.06,35.92,16.20,13.38
N00003879,147,7,42,68,16,14,284,4.76,28.57,46.26,10.88,9.52
N00003880,173,18,73,67,11,4,258,10.40,42.20,38.73,6.36,2.31
N00003881,149,4,35,86,13,11,297,2.68,23.49,57.72,8.72,7.38
N00003882,125,7,75,35,5,3,172,5.60,60.00,28.00,4.00,2.40
N00003883,299,28,141,97,28,5,439,9.36,47.16,32.44,9.36,1.67
N00003884,289,56,160,56,15,2,327,19.38,55.36,19.38,5.19,0.69
N00003885,119,15,69,26,8,1,149,12.61,57.98,21.85,6.72,0.84
N00003886,117,25,66,20,6,0,124,21.37,56.41,17.09,5.13,0
N00003887,254,86,115,34,12,7,253,33.86,45.28,13.39,4.72,2.76
N00003888,98,12,39,34,10,3,151,12.24,39.80,34.69,10.20,3.06
N00003889,157,38,72,34,8,5,186,24.20,45.86,21.66,5.10,3.18
N00003890,127,49,58,18,1,1,102,38.58,45.67,14.17,0.79,0.79
N00003891,136,35,74,25,2,0,130,25.74,54.41,18.38,1.47,0
N00003892,123,37,67,16,2,1,109,30.08,54.47,13.01,1.63,0.81
N00003893,116,28,67,19,2,0,111,24.14,57.76,16.38,1.72,0
N00003894,122,40,51,27,2,2,120,32.79,41.80,22.13,1.64,1.64
N00003895,124,35,68,21,0,0,110,28.23,54.84,16.94,0,0
N00003896,381,175,143,52,8,3,286,45.93,37.53,13.65,2.10,0.79
N00003897,103,45,34,17,7,0,89,43.69,33.01,16.50,6.80,0
N00003898,127,5,33,73,14,2,230,3.94,25.98,57.48,11.02,1.57
N00003899,131,11,27,78,14,1,229,8.40,20.61,59.54,10.69,0.76
N00003900,132,46,60,21,3,2,120,34.85,45.45,15.91,2.27,1.52
N00003901,116,54,51,10,1,0,74,46.55,43.97,8.62,0.86,0
N00003902,130,14,52,50,10,4,198,10.77,40.00,38.46,7.69,3.08
N00003903,211,7,61,120,18,5,375,3.32,28.91,56.87,8.53,2.37
N00003904,202,19,92,66,19,6,308,9.41,45.54,32.67,9.41,2.97
N00003905,153,69,66,18,0,0,102,45.10,43.14,11.76,0,0
N00003906,111,42,50,16,3,0,91,37.84,45.05,14.41,2.70,0
N00003907,136,22,70,31,10,3,175,16.18,51.47,22.79,7.35,2.21
N00003908,110,51,47,12,0,0,71,46.36,42.73,10.91,0,0
N00003909,144,40,66,33,4,1,149,27.78,45.83,22.92,2.78,0.69
N00003910,113,27,55,25,4,2,125,23.89,48.67,22.12,3.54,1.77
N00003911,507,48,201,220,30,8,766,9.47,39.64,43.39,5.92,1.58
N00003912,188,14,83,77,8,6,285,7.45,44.15,40.96,4.26,3.19
N00003913,121,44,60,12,4,1,100,36.36,49.59,9.92,3.31,0.83
N00003914,130,14,62,43,8,3,184,10.77,47.69,33.08,6.15,2.31
N00003915,122,35,68,16,2,1,110,28.69,55.74,13.11,1.64,0.82
N00003916,129,6,60,55,7,1,195,4.65,46.51,42.64,5.43,0.78
N00003917,112,19,62,30,1,0,125,16.96,55.36,26.79,0.89,0
N00003918,121,35,72,12,2,0,102,28.93,59.50,9.92,1.65,0
N00003919,122,8,61,47,4,2,175,6.56,50.00,38.52,3.28,1.64
N00003920,118,8,62,39,7,2,169,6.78,52.54,33.05,5.93,1.69
N00003921,121,9,62,45,4,1,168,7.44,51.24,37.19,3.31,0.83
N00003922,123,11,67,39,5,1,164,8.94,54.47,31.71,4.07,0.81
N00003923,119,8,60,37,14,0,176,6.72,50.42,31.09,11.76,0
N00003924,127,25,65,32,5,0,144,19.69,51.18,25.20,3.94,0
N00003925,114,11,68,27,6,2,148,9.65,59.65,23.68,5.26,1.75
N00003926,109,9,37,42,14,7,192,8.26,33.94,38.53,12.84,6.42
N00003927,111,3,52,37,14,5,188,2.70,46.85,33.33,12.61,4.50
N00003928,204,63,89,37,13,2,211,30.88,43.63,18.14,6.37,0.98
N00003929,113,20,57,28,6,2,139,17.70,50.44,24.78,5.31,1.77
N00003930,137,21,69,42,5,0,168,15.33,50.36,30.66,3.65,0
N00003931,123,48,61,13,1,0,90,39.02,49.59,10.57,0.81,0
N00003932,150,13,60,61,9,7,238,8.67,40.00,40.67,6.00,4.67
N00003933,314,13,97,141,36,27,608,4.14,30.89,44.90,11.46,8.60
N00003934,116,6,27,49,23,11,244,5.17,23.28,42.24,19.83,9.48
N00003935,136,11,35,64,18,8,249,8.09,25.74,47.06,13.24,5.88
N00003936,358,24,135,171,24,4,568,6.70,37.71,47.77,6.70,1.12
N00003937,124,5,33,61,21,4,236,4.03,26.61,49.19,16.94,3.23
N00003938,113,7,50,41,11,4,182,6.19,44.25,36.28,9.73,3.54
N00003939,140,7,40,60,26,7,271,5.00,28.57,42.86,18.57,5.00
N00003940,128,9,47,47,16,9,225,7.03,36.72,36.72,12.50,7.03
N00003941,138,7,46,45,25,15,276,5.07,33.33,32.61,18.12,10.87
N00003942,158,7,52,82,15,2,270,4.43,32.91,51.90,9.49,1.27
N00003943,284,39,131,88,19,7,398,13.73,46.13,30.99,6.69,2.46
N00003944,131,10,52,49,16,4,214,7.63,39.69,37.40,12.21,3.05
N00003945,122,12,55,38,12,5,187,9.84,45.08,31.15,9.84,4.10
N00003946,156,7,40,94,13,2,276,4.49,25.64,60.26,8.33,1.28
N00003947,232,12,108,96,11,5,357,5.17,46.55,41.38,4.74,2.16
N00003948,123,15,58,40,7,3,171,12.20,47.15,32.52,5.69,2.44
N00003949,120,12,59,47,2,0,159,10.00,49.17,39.17,1.67,0
N00003950,113,14,51,38,10,0,157,12.39,45.13,33.63,8.85,0
N00003951,109,16,61,24,4,4,138,14.68,55.96,22.02,3.67,3.67
N00003952,114,16,61,31,4,2,146,14.04,53.51,27.19,3.51,1.75
N00003953,111,11,61,30,8,1,149,9.91,54.95,27.03,7.21,0.90
N00003954,116,34,55,21,6,0,115,29.31,47.41,18.10,5.17,0
N00003955,114,16,56,33,8,1,153,14.04,49.12,28.95,7.02,0.88
N00003956,117,11,58,41,4,3,166,9.40,49.57,35.04,3.42,2.56
N00003957,108,54,40,8,6,0,74,50.00,37.04,7.41,5.56,0
N00003958,240,93,118,22,6,1,186,38.75,49.17,9.17,2.50,0.42
N00003959,119,31,59,25,2,2,123,26.05,49.58,21.01,1.68,1.68
N00003960,129,16,74,29,6,4,169,12.40,57.36,22.48,4.65,3.10
N00003961,130,16,72,32,9,1,167,12.31,55.38,24.62,6.92,0.77
N00003962,261,28,102,98,28,5,402,10.73,39.08,37.55,10.73,1.92
N00003963,124,10,67,42,4,1,167,8.06,54.03,33.87,3.23,0.81
N00003964,135,35,67,26,4,3,143,25.93,49.63,19.26,2.96,2.22
N00003965,154,12,76,50,12,4,228,7.79,49.35,32.47,7.79,2.60
N00003966,135,45,74,10,6,0,112,33.33,54.81,7.41,4.44,0
N00003967,110,1,25,61,16,7,224,0.91,22.73,55.45,14.55,6.36
N00003968,119,33,56,23,6,1,124,27.73,47.06,19.33,5.04,0.84
N00003969,120,25,63,26,5,1,134,20.83,52.50,21.67,4.17,0.83
N00003970,139,30,77,29,2,1,146,21.58,55.40,20.86,1.44,0.72
N00003971,123,26,64,30,3,0,133,21.14,52.03,24.39,2.44,0
N00003972,141,46,71,16,8,0,127,32.62,50.35,11.35,5.67,0
N00003973,124,7,46,48,18,5,218,5.65,37.10,38.71,14.52,4.03
N00003974,198,8,65,102,14,9,351,4.04,32.83,51.52,7.07,4.55
N00003975,130,9,71,34,15,1,188,6.92,54.62,26.15,11.54,0.77
N00003976,126,9,72,39,5,1,169,7.14,57.14,30.95,3.97,0.79
N00003977,107,14,38,45,9,1,159,13.08,35.51,42.06,8.41,0.93
N00003978,139,15,68,44,8,4,198,10.79,48.92,31.65,5.76,2.88
N00003979,137,26,75,30,5,1,154,18.98,54.74,21.90,3.65,0.73
N00003980,145,10,62,54,16,3,230,6.90,42.76,37.24,11.03,2.07
N00003981,115,35,59,17,4,0,105,30.43,51.30,14.78,3.48,0
N00003982,117,46,57,12,2,0,87,39.32,48.72,10.26,1.71,0
N00003983,118,42,57,17,1,1,99,35.59,48.31,14.41,0.85,0.85
N00003984,133,48,55,25,4,1,121,36.09,41.35,18.80,3.01,0.75
N00003985,120,61,43,11,5,0,80,50.83,35.83,9.17,4.17,0
N00003986,123,61,53,8,1,0,72,49.59,43.09,6.50,0.81,0
N00003987,123,67,47,8,1,0,66,54.47,38.21,6.50,0.81,0
N00003988,130,61,52,17,0,0,86,46.92,40.00,13.08,0,0
N00003989,121,78,40,3,0,0,46,64.46,33.06,2.48,0,0
N00003990,177,17,61,81,14,4,281,9.60,34.46,45.76,7.91,2.26
N00003991,140,52,53,30,3,2,130,37.14,37.86,21.43,2.14,1.43
N00003992,154,17,64,55,15,3,231,11.04,41.56,35.71,9.74,1.95
N00003993,158,10,67,65,15,1,246,6.33,42.41,41.14,9.49,0.63
N00003994,123,1,33,67,19,3,237,0.81,26.83,54.47,15.45,2.44
N00003995,140,11,39,51,19,20,287,7.86,27.86,36.43,13.57,14.29
N00003996,147,32,51,56,5,3,191,21.77,34.69,38.10,3.40,2.04
N00003997,128,2,45,66,8,7,232,1.56,35.16,51.56,6.25,5.47
N00003998,127,7,46,60,12,2,210,5.51,36.22,47.24,9.45,1.57
N00003999,139,6,48,73,9,3,233,4.32,34.53,52.52,6.47,2.16
N00004000,152,81,53,17,0,1,91,53.29,34.87,11.18,0,0.66
N00004001,125,53,52,18,0,2,96,42.40,41.60,14.40,0,1.60
N00004002,160,85,65,8,0,2,89,53.13,40.63,5.00,0,1.25
N00004003,184,65,97,19,3,0,144,35.33,52.72,10.33,1.63,0
N00004004,114,56,43,14,1,0,74,49.12,37.72,12.28,0.88,0
N00004005,95,49,36,9,1,0,57,51.58,37.89,9.47,1.05,0
N00004006,110,45,49,15,1,0,82,40.91,44.55,13.64,0.91,0
N00004007,103,49,39,12,3,0,72,47.57,37.86,11.65,2.91,0
N00004008,146,13,75,51,6,1,199,8.90,51.37,34.93,4.11,0.68
N00004009,126,14,67,35,7,3,170,11.11,53.17,27.78,5.56,2.38
N00004010,144,21,75,40,5,3,182,14.58,52.08,27.78,3.47,2.08
N00004011,183,31,103,46,1,2,206,16.94,56.28,25.14,0.55,1.09
N00004012,124,18,63,33,9,1,160,14.52,50.81,26.61,7.26,0.81
N00004013,118,11,68,32,2,5,159,9.32,57.63,27.12,1.69,4.24
N00004014,124,8,50,52,10,4,200,6.45,40.32,41.94,8.06,3.23
N00004015,113,12,55,37,8,1,158,10.62,48.67,32.74,7.08,0.88
N00004016,151,17,79,41,10,4,207,11.26,52.32,27.15,6.62,2.65
N00004017,108,26,47,27,7,1,126,24.07,43.52,25.00,6.48,0.93
N00004018,123,25,60,31,5,2,145,20.33,48.78,25.20,4.07,1.63
N00004019,118,20,54,39,4,1,148,16.95,45.76,33.05,3.39,0.85
N00004020,143,26,75,30,11,1,172,18.18,52.45,20.98,7.69,0.70
N00004021,129,20,68,35,5,1,157,15.50,52.71,27.13,3.88,0.78
N00004022,151,79,54,15,3,0,93,52.32,35.76,9.93,1.99,0
N00004023,119,24,70,20,5,0,125,20.17,58.82,16.81,4.20,0
N00004024,126,44,62,18,2,0,104,34.92,49.21,14.29,1.59,0
N00004025,243,100,116,25,2,0,172,41.15,47.74,10.29,0.82,0
N00004026,126,9,58,49,8,2,188,7.14,46.03,38.89,6.35,1.59
N00004027,130,16,68,33,10,3,178,12.31,52.31,25.38,7.69,2.31
N00004028,118,12,69,35,2,0,145,10.17,58.47,29.66,1.69,0
N00004029,123,9,66,33,13,2,179,7.32,53.66,26.83,10.57,1.63
N00004030,129,21,69,35,2,2,155,16.28,53.49,27.13,1.55,1.55
N00004031,127,60,53,13,1,0,82,47.24,41.73,10.24,0.79,0
N00004032,115,42,53,18,2,0,95,36.52,46.09,15.65,1.74,0
N00004033,123,40,69,11,3,0,100,32.52,56.10,8.94,2.44,0
N00004034,119,40,52,25,1,1,109,33.61,43.70,21.01,0.84,0.84
N00004035,128,16,76,27,8,1,158,12.50,59.38,21.09,6.25,0.78
N00004036,117,31,61,24,1,0,112,26.50,52.14,20.51,0.85,0
N00004037,138,43,70,23,2,0,122,31.16,50.72,16.67,1.45,0
N00004038,123,36,66,16,4,1,114,29.27,53.66,13.01,3.25,0.81
N00004039,124,17,67,36,3,1,153,13.71,54.03,29.03,2.42,0.81
N00004040,121,20,58,34,8,1,154,16.53,47.93,28.10,6.61,0.83
N00004041,130,19,77,26,6,2,155,14.62,59.23,20.00,4.62,1.54
