GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
N00002703,562,530,14,3,15,0,94.31,2.49,0.53,2.67
N00002704,517,486,11,4,16,0,94.00,2.13,0.77,3.09
N00002705,464,432,8,5,19,0,93.10,1.72,1.08,4.09
N00002706,392,369,7,3,13,0,94.13,1.79,0.77,3.32
N00002707,519,489,6,6,18,0,94.22,1.16,1.16,3.47
N00002708,249,243,1,1,4,0,97.59,0.40,0.40,1.61
N00002709,415,356,13,12,34,0,85.78,3.13,2.89,8.19
N00002710,380,357,5,6,12,0,93.95,1.32,1.58,3.16
N00002711,668,584,22,18,44,0,87.43,3.29,2.69,6.59
N00002712,345,328,1,5,11,0,95.07,0.29,1.45,3.19
N00002713,396,373,4,2,17,0,94.19,1.01,0.51,4.29
N00002714,472,432,4,2,34,0,91.53,0.85,0.42,7.20
N00002715,399,371,3,5,20,0,92.98,0.75,1.25,5.01
N00002716,315,298,3,1,13,0,94.60,0.95,0.32,4.13
N00002717,530,508,5,7,10,1,95.85,0.94,1.32,1.89
N00002718,427,394,4,4,25,0,92.27,0.94,0.94,5.85
N00002719,304,284,6,4,10,0,93.42,1.97,1.32,3.29
N00002720,315,294,8,3,10,0,93.33,2.54,0.95,3.17
N00002721,324,305,3,7,9,0,94.14,0.93,2.16,2.78
N00002722,409,383,5,5,16,0,93.64,1.22,1.22,3.91
N00002723,367,336,7,7,17,0,91.55,1.91,1.91,4.63
N00002724,196,171,5,5,15,0,87.24,2.55,2.55,7.65
N00002725,401,391,2,1,7,0,97.51,0.50,0.25,1.75
N00002726,830,764,34,8,24,1,92.05,4.10,0.96,2.89
N00002727,343,319,12,2,10,1,93.00,3.50,0.58,2.92
N00002728,931,851,13,30,37,0,91.41,1.40,3.22,3.97
N00002729,278,269,3,1,5,0,96.76,1.08,0.36,1.80
N00002730,241,223,7,1,10,1,92.53,2.90,0.41,4.15
N00002731,255,242,1,3,9,0,94.90,0.39,1.18,3.53
N00002732,283,258,2,7,16,0,91.17,0.71,2.47,5.65
N00002733,335,292,9,8,26,1,87.16,2.69,2.39,7.76
N00002734,419,385,7,13,14,0,91.89,1.67,3.10,3.34
N00002735,405,372,5,6,22,0,91.85,1.23,1.48,5.43
N00002736,327,313,7,1,6,0,95.72,2.14,0.31,1.83
N00002737,298,275,8,5,10,0,92.28,2.68,1.68,3.36
N00002738,422,405,5,1,11,0,95.97,1.18,0.24,2.61
N00002739,374,355,4,4,11,0,94.92,1.07,1.07,2.94
N00002740,346,330,7,3,6,0,95.38,2.02,0.87,1.73
N00002741,406,383,5,4,14,0,94.33,1.23,0.99,3.45
N00002742,337,317,4,4,12,0,94.07,1.19,1.19,3.56
N00002743,334,306,6,3,19,0,91.62,1.80,0.90,5.69
N00002744,242,229,7,1,5,0,94.63,2.89,0.41,2.07
N00002745,294,280,5,1,8,0,95.24,1.70,0.34,2.72
N00002746,280,264,3,7,6,0,94.29,1.07,2.50,2.14
N00002747,223,197,2,7,17,0,88.34,0.90,3.14,7.62
N00002748,326,298,5,7,16,0,91.41,1.53,2.15,4.91
N00002749,277,259,2,5,11,0,93.50,0.72,1.81,3.97
N00002750,236,230,2,2,2,0,97.46,0.85,0.85,0.85
N00002751,256,243,5,5,3,0,94.92,1.95,1.95,1.17
N00002752,253,224,7,5,17,0,88.54,2.77,1.98,6.72
N00002753,479,445,10,7,17,0,92.90,2.09,1.46,3.55
N00002754,368,327,7,6,28,0,88.86,1.90,1.63,7.61
N00002755,544,496,14,9,25,0,91.18,2.57,1.65,4.60
N00002756,284,256,3,4,21,0,90.14,1.06,1.41,7.39
N00002757,426,397,6,13,10,1,93.19,1.41,3.05,2.35
N00002758,232,221,2,2,7,0,95.26,0.86,0.86,3.02
N00002759,291,268,3,9,11,0,92.10,1.03,3.09,3.78
N00002760,283,260,5,5,13,0,91.87,1.77,1.77,4.59
N00002761,855,774,20,16,45,0,90.53,2.34,1.87,5.26
N00002762,338,306,9,5,18,0,90.53,2.66,1.48,5.33
N00002763,355,334,1,6,14,0,94.08,0.28,1.69,3.94
N00002764,378,345,8,5,20,0,91.27,2.12,1.32,5.29
N00002765,336,313,1,8,14,0,93.15,0.30,2.38,4.17
N00002766,476,453,7,4,12,0,95.17,1.47,0.84,2.52
N00002767,363,338,10,4,11,0,93.11,2.75,1.10,3.03
N00002768,330,312,3,1,14,0,94.55,0.91,0.30,4.24
N00002769,448,410,10,10,18,0,91.52,2.23,2.23,4.02
N00002770,431,417,4,3,7,0,96.75,0.93,0.70,1.62
N00002771,251,240,5,1,5,0,95.62,1.99,0.40,1.99
N00002772,258,226,7,3,22,0,87.60,2.71,1.16,8.53
N00002773,195,180,0,3,12,0,92.31,0,1.54,6.15
N00002774,557,502,13,14,28,0,90.13,2.33,2.51,5.03
N00002775,402,350,10,5,37,0,87.06,2.49,1.24,9.20
N00002776,252,228,3,3,18,1,90.48,1.19,1.19,7.14
N00002777,217,197,4,8,8,0,90.78,1.84,3.69,3.69
N00002778,211,183,6,8,14,0,86.73,2.84,3.79,6.64
N00002779,464,442,5,3,14,0,95.26,1.08,0.65,3.02
N00002780,315,279,10,4,22,0,88.57,3.17,1.27,6.98
N00002781,337,294,8,8,27,0,87.24,2.37,2.37,8.01
N00002782,462,424,9,9,20,0,91.77,1.95,1.95,4.33
N00002783,373,347,6,6,14,0,93.03,1.61,1.61,3.75
N00002784,511,481,12,4,14,0,94.13,2.35,0.78,2.74
N00002785,559,521,12,15,11,0,93.20,2.15,2.68,1.97
N00002786,467,439,6,5,17,1,94.00,1.28,1.07,3.64
N00002787,444,431,9,2,2,0,97.07,2.03,0.45,0.45
N00002788,320,274,7,9,30,1,85.63,2.19,2.81,9.38
N00002789,475,449,10,2,14,1,94.53,2.11,0.42,2.95
N00002790,472,441,8,4,19,0,93.43,1.69,0.85,4.03
N00002791,372,344,7,3,18,0,92.47,1.88,0.81,4.84
N00002792,437,419,5,4,9,0,95.88,1.14,0.92,2.06
N00002793,400,377,5,10,8,0,94.25,1.25,2.50,2.00
N00002794,512,498,5,4,5,0,97.27,0.98,0.78,0.98
N00002795,500,473,11,5,11,0,94.60,2.20,1.00,2.20
N00002796,546,525,7,7,7,0,96.15,1.28,1.28,1.28
N00002797,517,490,8,5,14,0,94.78,1.55,0.97,2.71
N00002798,374,354,9,1,10,0,94.65,2.41,0.27,2.67
N00002799,272,262,1,2,7,0,96.32,0.37,0.74,2.57
N00002800,368,345,11,2,10,0,93.75,2.99,0.54,2.72
N00002801,458,438,6,6,8,0,95.63,1.31,1.31,1.75
N00002802,413,399,3,6,5,0,96.61,0.73,1.45,1.21
N00002803,398,387,4,1,6,1,97.24,1.01,0.25,1.51
N00002804,270,245,10,5,10,3,90.74,3.70,1.85,3.70
N00002805,283,274,0,3,6,2,96.82,0,1.06,2.12
N00002806,459,436,12,3,8,0,94.99,2.61,0.65,1.74
N00002807,365,347,10,5,3,0,95.07,2.74,1.37,0.82
N00002808,478,452,9,10,7,0,94.56,1.88,2.09,1.46
N00002809,462,442,9,4,7,0,95.67,1.95,0.87,1.52
N00002810,282,258,9,5,10,2,91.49,3.19,1.77,3.55
N00002811,298,282,2,8,6,0,94.63,0.67,2.68,2.01
N00002812,365,343,4,4,14,0,93.97,1.10,1.10,3.84
N00002813,398,385,4,5,4,0,96.73,1.01,1.26,1.01
N00002814,320,306,3,7,4,0,95.63,0.94,2.19,1.25
N00002815,213,202,3,6,2,0,94.84,1.41,2.82,0.94
N00002816,248,234,3,2,9,1,94.35,1.21,0.81,3.63
N00002817,422,401,6,5,10,5,95.02,1.42,1.18,2.37
N00002818,264,249,3,4,8,0,94.32,1.14,1.52,3.03
N00002819,291,275,4,4,8,2,94.50,1.37,1.37,2.75
N00002820,555,541,4,4,6,1,97.48,0.72,0.72,1.08
N00002821,413,386,3,8,16,0,93.46,0.73,1.94,3.87
N00002822,337,320,4,3,10,2,94.96,1.19,0.89,2.97
N00002823,316,305,1,0,10,3,96.52,0.32,0,3.16
N00002824,318,306,3,0,9,0,96.23,0.94,0,2.83
N00002825,578,552,8,10,8,1,95.50,1.38,1.73,1.38
N00002826,390,384,1,2,3,0,98.46,0.26,0.51,0.77
N00002827,321,300,6,5,10,1,93.46,1.87,1.56,3.12
N00002828,298,284,1,4,9,0,95.30,0.34,1.34,3.02
N00002829,428,400,9,4,15,0,93.46,2.10,0.93,3.50
N00002830,411,393,1,9,8,0,95.62,0.24,2.19,1.95
N00002831,423,406,9,4,4,0,95.98,2.13,0.95,0.95
N00002832,361,342,8,2,9,0,94.74,2.22,0.55,2.49
N00002833,371,349,8,2,12,0,94.07,2.16,0.54,3.23
N00002834,589,561,9,9,10,0,95.25,1.53,1.53,1.70
N00002835,461,446,3,6,6,0,96.75,0.65,1.30,1.30
N00002836,407,391,6,2,8,0,96.07,1.47,0.49,1.97
N00002837,304,296,1,1,6,0,97.37,0.33,0.33,1.97
N00002838,423,404,4,3,12,0,95.51,0.95,0.71,2.84
N00002839,341,321,6,3,11,0,94.13,1.76,0.88,3.23
N00002840,1237,1165,27,19,26,2,94.18,2.18,1.54,2.10
N00002841,481,462,6,4,9,0,96.05,1.25,0.83,1.87
N00002842,534,516,11,2,5,1,96.63,2.06,0.37,0.94
N00002843,351,331,5,3,12,0,94.30,1.42,0.85,3.42
N00002844,387,354,12,6,15,1,91.47,3.10,1.55,3.88
N00002845,286,270,5,7,4,0,94.41,1.75,2.45,1.40
N00002846,546,521,9,5,11,4,95.42,1.65,0.92,2.01
N00002847,602,556,12,14,20,0,92.36,1.99,2.33,3.32
N00002848,1106,1055,11,4,36,0,95.39,0.99,0.36,3.25
N00002849,176,169,2,1,4,0,96.02,1.14,0.57,2.27
N00002850,251,244,3,0,4,1,97.21,1.20,0,1.59
N00002851,335,322,1,7,5,0,96.12,0.30,2.09,1.49
N00002852,255,239,4,3,9,0,93.73,1.57,1.18,3.53
N00002853,868,815,16,18,19,1,93.89,1.84,2.07,2.19
N00002854,409,369,9,8,23,2,90.22,2.20,1.96,5.62
N00002855,409,388,7,7,7,0,94.87,1.71,1.71,1.71
N00002856,287,269,6,7,5,0,93.73,2.09,2.44,1.74
N00002857,479,460,4,3,12,0,96.03,0.84,0.63,2.51
N00002858,195,188,2,1,4,3,96.41,1.03,0.51,2.05
N00002859,357,327,6,10,14,0,91.60,1.68,2.80,3.92
N00002860,258,246,5,2,5,1,95.35,1.94,0.78,1.94
N00002861,227,223,2,0,2,1,98.24,0.88,0,0.88
N00002862,216,206,4,5,1,1,95.37,1.85,2.31,0.46
N00002863,265,254,6,2,3,0,95.85,2.26,0.75,1.13
N00002864,250,227,4,6,13,2,90.80,1.60,2.40,5.20
N00002865,590,551,10,9,20,0,93.39,1.69,1.53,3.39
N00002866,450,429,6,7,8,0,95.33,1.33,1.56,1.78
N00002867,528,485,13,8,22,0,91.86,2.46,1.52,4.17
N00002868,429,404,8,7,10,0,94.17,1.86,1.63,2.33
N00002869,341,313,8,7,13,0,91.79,2.35,2.05,3.81
N00002870,464,436,9,2,17,5,93.97,1.94,0.43,3.66
N00002871,526,486,5,14,21,8,92.40,0.95,2.66,3.99
N00002872,230,223,2,2,3,1,96.96,0.87,0.87,1.30
N00002873,216,200,4,2,10,3,92.59,1.85,0.93,4.63
N00002874,218,203,2,5,8,0,93.12,0.92,2.29,3.67
N00002875,982,936,13,10,23,0,95.32,1.32,1.02,2.34
N00002876,471,447,7,10,7,0,94.90,1.49,2.12,1.49
N00002877,250,237,4,6,3,0,94.80,1.60,2.40,1.20
N00002878,175,169,2,2,2,0,96.57,1.14,1.14,1.14
N00002879,416,397,6,6,7,0,95.43,1.44,1.44,1.68
N00002880,420,405,5,2,8,0,96.43,1.19,0.48,1.90
N00002881,463,437,9,3,14,0,94.38,1.94,0.65,3.02
N00002882,358,344,7,1,6,0,96.09,1.96,0.28,1.68
N00002883,429,414,6,5,4,0,96.50,1.40,1.17,0.93
N00002884,439,428,3,1,7,0,97.49,0.68,0.23,1.59
N00002885,443,412,5,8,18,0,93.00,1.13,1.81,4.06
N00002886,407,362,16,15,14,4,88.94,3.93,3.69,3.44
N00002887,529,507,11,5,6,0,95.84,2.08,0.95,1.13
N00002888,350,319,11,2,18,0,91.14,3.14,0.57,5.14
N00002889,242,210,10,6,16,2,86.78,4.13,2.48,6.61
N00002890,370,343,7,6,14,0,92.70,1.89,1.62,3.78
N00002891,487,451,7,13,16,0,92.61,1.44,2.67,3.29
N00002892,456,439,8,6,3,0,96.27,1.75,1.32,0.66
N00002893,208,194,2,4,8,0,93.27,0.96,1.92,3.85
N00002894,259,242,4,3,10,0,93.44,1.54,1.16,3.86
N00002895,406,384,4,9,9,2,94.58,0.99,2.22,2.22
N00002896,331,313,3,1,14,0,94.56,0.91,0.30,4.23
N00002897,810,760,18,9,23,4,93.83,2.22,1.11,2.84
N00002898,230,215,4,3,8,0,93.48,1.74,1.30,3.48
N00002899,274,263,3,4,4,0,95.99,1.09,1.46,1.46
N00002900,271,263,1,1,6,0,97.05,0.37,0.37,2.21
N00002901,253,246,4,0,3,0,97.23,1.58,0,1.19
N00002902,256,229,7,2,18,0,89.45,2.73,0.78,7.03
N00002903,436,405,10,8,13,8,92.89,2.29,1.83,2.98
N00002904,359,334,4,9,12,2,93.04,1.11,2.51,3.34
N00002905,357,329,7,6,15,1,92.16,1.96,1.68,4.20
N00002906,354,331,5,1,17,1,93.50,1.41,0.28,4.80
N00002907,597,571,7,7,12,0,95.64,1.17,1.17,2.01
N00002908,426,396,12,10,8,0,92.96,2.82,2.35,1.88
N00002909,524,492,17,7,8,0,93.89,3.24,1.34,1.53
N00002910,668,619,26,7,16,0,92.66,3.89,1.05,2.40
N00002911,695,653,16,8,18,4,93.96,2.30,1.15,2.59
N00002912,315,295,5,3,12,0,93.65,1.59,0.95,3.81
N00002913,277,261,6,0,10,0,94.22,2.17,0,3.61
N00002914,1157,1082,23,19,33,0,93.52,1.99,1.64,2.85
N00002915,192,179,4,2,7,1,93.23,2.08,1.04,3.65
N00002916,382,359,5,4,14,1,93.98,1.31,1.05,3.66
N00002917,244,222,5,2,15,1,90.98,2.05,0.82,6.15
N00002918,261,226,6,12,17,0,86.59,2.30,4.60,6.51
N00002919,318,290,6,6,16,0,91.19,1.89,1.89,5.03
N00002920,267,231,8,9,19,0,86.52,3.00,3.37,7.12
N00002921,247,231,8,2,6,0,93.52,3.24,0.81,2.43
N00002922,351,329,7,7,8,0,93.73,1.99,1.99,2.28
N00002923,284,261,8,8,7,1,91.90,2.82,2.82,2.46
N00002924,278,260,6,6,6,1,93.53,2.16,2.16,2.16
N00002925,233,207,5,9,12,1,88.84,2.15,3.86,5.15
N00002926,267,229,13,11,14,0,85.77,4.87,4.12,5.24
N00002927,350,324,11,3,12,1,92.57,3.14,0.86,3.43
N00002928,303,283,6,1,13,0,93.40,1.98,0.33,4.29
N00002929,550,504,8,9,29,0,91.64,1.45,1.64,5.27
N00002930,357,327,7,5,18,0,91.60,1.96,1.40,5.04
N00002931,537,493,7,14,23,0,91.81,1.30,2.61,4.28
N00002932,342,318,8,4,12,0,92.98,2.34,1.17,3.51
N00002933,465,424,10,2,29,0,91.18,2.15,0.43,6.24
N00002934,378,360,5,7,6,0,95.24,1.32,1.85,1.59
N00002935,355,327,7,5,16,0,92.11,1.97,1.41,4.51
N00002936,340,318,7,9,6,0,93.53,2.06,2.65,1.76
N00002937,369,348,6,6,9,1,94.31,1.63,1.63,2.44
N00002938,374,357,8,1,8,0,95.45,2.14,0.27,2.14
N00002939,365,332,10,5,18,0,90.96,2.74,1.37,4.93
N00002940,352,328,8,6,10,0,93.18,2.27,1.70,2.84
N00002941,285,261,2,3,19,0,91.58,0.70,1.05,6.67
N00002942,381,360,9,2,10,2,94.49,2.36,0.52,2.62
N00002943,223,204,6,6,7,1,91.48,2.69,2.69,3.14
N00002944,465,425,16,10,14,0,91.40,3.44,2.15,3.01
N00002945,316,292,6,3,15,0,92.41,1.90,0.95,4.75
N00002946,253,229,5,7,12,0,90.51,1.98,2.77,4.74
N00002947,296,261,10,13,12,2,88.18,3.38,4.39,4.05
N00002948,295,267,8,7,13,0,90.51,2.71,2.37,4.41
N00002949,266,239,4,4,19,0,89.85,1.50,1.50,7.14
N00002950,296,263,10,6,17,0,88.85,3.38,2.03,5.74
N00002951,175,156,2,7,10,3,89.14,1.14,4.00,5.71
N00002952,259,223,9,7,20,0,86.10,3.47,2.70,7.72
N00002953,180,159,5,5,11,0,88.33,2.78,2.78,6.11
N00002954,519,457,21,17,24,0,88.05,4.05,3.28,4.62
N00002955,358,327,5,6,20,0,91.34,1.40,1.68,5.59
N00002956,304,277,6,12,9,2,91.12,1.97,3.95,2.96
N00002957,341,321,9,6,5,0,94.13,2.64,1.76,1.47
N00002958,415,379,8,15,13,0,91.33,1.93,3.61,3.13
N00002959,451,407,8,12,24,0,90.24,1.77,2.66,5.32
N00002960,279,261,10,1,7,1,93.55,3.58,0.36,2.51
N00002961,285,260,8,3,14,0,91.23,2.81,1.05,4.91
N00002962,246,222,6,7,11,1,90.24,2.44,2.85,4.47
N00002963,304,275,10,7,12,0,90.46,3.29,2.30,3.95
N00002964,325,305,10,2,8,0,93.85,3.08,0.62,2.46
N00002965,258,248,4,3,3,0,96.12,1.55,1.16,1.16
N00002966,435,394,13,16,12,0,90.57,2.99,3.68,2.76
N00002967,231,213,10,2,6,0,92.21,4.33,0.87,2.60
N00002968,212,193,9,4,6,0,91.04,4.25,1.89,2.83
N00002969,176,157,2,3,14,0,89.20,1.14,1.70,7.95
N00002970,225,211,3,6,5,0,93.78,1.33,2.67,2.22
N00002971,257,225,4,4,24,0,87.55,1.56,1.56,9.34
N00002972,245,228,2,3,12,0,93.06,0.82,1.22,4.90
N00002973,374,345,9,4,16,0,92.25,2.41,1.07,4.28
N00002974,287,256,12,6,13,0,89.20,4.18,2.09,4.53
N00002975,419,392,9,8,10,0,93.56,2.15,1.91,2.39
N00002976,268,252,1,5,10,0,94.03,0.37,1.87,3.73
N00002977,353,337,5,0,11,0,95.47,1.42,0,3.12
N00002978,386,363,6,7,10,0,94.04,1.55,1.81,2.59
N00002979,360,335,5,3,17,0,93.06,1.39,0.83,4.72
N00002980,337,298,8,8,23,1,88.43,2.37,2.37,6.82
N00002981,193,174,5,2,12,0,90.16,2.59,1.04,6.22
N00002982,399,363,9,2,25,1,90.98,2.26,0.50,6.27
N00002983,253,229,3,8,13,0,90.51,1.19,3.16,5.14
N00002984,177,165,4,0,8,0,93.22,2.26,0,4.52
N00002985,118,106,6,4,2,0,89.83,5.08,3.39,1.69
N00002986,312,288,4,8,12,0,92.31,1.28,2.56,3.85
N00002987,392,369,10,9,4,0,94.13,2.55,2.30,1.02
N00002988,396,363,14,5,14,0,91.67,3.54,1.26,3.54
N00002989,439,407,9,4,19,0,92.71,2.05,0.91,4.33
N00002990,315,283,9,2,21,0,89.84,2.86,0.63,6.67
N00002991,288,273,3,6,6,0,94.79,1.04,2.08,2.08
N00002992,435,409,6,3,17,1,94.02,1.38,0.69,3.91
N00002993,183,169,4,1,9,4,92.35,2.19,0.55,4.92
N00002994,570,539,6,11,14,0,94.56,1.05,1.93,2.46
N00002995,588,532,13,12,31,0,90.48,2.21,2.04,5.27
N00002996,194,175,7,3,9,0,90.21,3.61,1.55,4.64
N00002997,264,245,4,2,13,0,92.80,1.52,0.76,4.92
N00002998,227,216,4,3,4,0,95.15,1.76,1.32,1.76
N00002999,221,209,3,0,9,0,94.57,1.36,0,4.07
N00003000,432,414,6,4,8,0,95.83,1.39,0.93,1.85
N00003001,244,232,4,3,5,0,95.08,1.64,1.23,2.05
N00003002,719,674,15,9,21,0,93.74,2.09,1.25,2.92
N00003003,1192,1103,19,26,44,1,92.53,1.59,2.18,3.69
N00003004,221,210,5,2,4,0,95.02,2.26,0.90,1.81
N00003005,427,403,9,6,9,0,94.38,2.11,1.41,2.11
N00003006,395,371,4,9,11,0,93.92,1.01,2.28,2.78
N00003007,458,420,10,10,18,0,91.70,2.18,2.18,3.93
N00003008,575,541,11,8,15,0,94.09,1.91,1.39,2.61
N00003009,464,421,14,10,19,0,90.73,3.02,2.16,4.09
N00003010,364,331,10,8,15,0,90.93,2.75,2.20,4.12
N00003011,266,256,3,3,4,0,96.24,1.13,1.13,1.50
N00003012,350,332,5,5,8,0,94.86,1.43,1.43,2.29
N00003013,366,338,10,7,11,0,92.35,2.73,1.91,3.01
N00003014,371,342,9,6,14,0,92.18,2.43,1.62,3.77
N00003015,350,325,7,5,13,0,92.86,2.00,1.43,3.71
N00003016,261,230,13,5,13,0,88.12,4.98,1.92,4.98
N00003017,331,302,5,7,17,0,91.24,1.51,2.11,5.14
N00003018,180,170,3,1,6,0,94.44,1.67,0.56,3.33
N00003019,458,431,7,5,15,0,94.10,1.53,1.09,3.28
N00003020,355,333,7,8,7,1,93.80,1.97,2.25,1.97
N00003021,307,290,7,4,6,2,94.46,2.28,1.30,1.95
N00003022,257,242,2,5,8,0,94.16,0.78,1.95,3.11
N00003023,201,185,4,2,10,0,92.04,1.99,1.00,4.98
N00003024,349,313,5,14,17,1,89.68,1.43,4.01,4.87
N00003025,303,279,10,8,6,0,92.08,3.30,2.64,1.98
N00003026,469,440,10,5,14,0,93.82,2.13,1.07,2.99
N00003027,370,360,4,0,6,1,97.30,1.08,0,1.62
N00003028,412,389,6,8,9,0,94.42,1.46,1.94,2.18
N00003029,446,410,9,16,11,1,91.93,2.02,3.59,2.47
N00003030,333,312,5,4,12,0,93.69,1.50,1.20,3.60
N00003031,416,386,12,3,15,1,92.79,2.88,0.72,3.61
N00003032,236,217,3,2,14,0,91.95,1.27,0.85,5.93
N00003033,383,356,6,5,16,0,92.95,1.57,1.31,4.18
N00003034,194,182,5,0,7,0,93.81,2.58,0,3.61
N00003035,310,296,2,4,8,0,95.48,0.65,1.29,2.58
N00003036,276,256,9,2,9,0,92.75,3.26,0.72,3.26
N00003037,312,301,3,2,6,0,96.47,0.96,0.64,1.92
N00003038,254,228,3,10,13,0,89.76,1.18,3.94,5.12
N00003039,253,226,6,4,17,1,89.33,2.37,1.58,6.72
N00003040,286,250,10,9,17,7,87.41,3.50,3.15,5.94
N00003041,327,304,3,6,14,1,92.97,0.92,1.83,4.28
N00003042,199,183,4,3,9,0,91.96,2.01,1.51,4.52
N00003043,182,172,2,4,4,0,94.51,1.10,2.20,2.20
N00003044,281,251,5,7,18,1,89.32,1.78,2.49,6.41
N00003045,604,542,26,16,20,3,89.74,4.30,2.65,3.31
N00003046,281,258,6,4,13,1,91.81,2.14,1.42,4.63
N00003047,326,305,8,6,7,0,93.56,2.45,1.84,2.15
N00003048,346,320,10,4,12,0,92.49,2.89,1.16,3.47
N00003049,236,217,2,4,13,1,91.95,0.85,1.69,5.51
N00003050,285,257,7,2,19,0,90.18,2.46,0.70,6.67
N00003051,327,303,4,3,17,0,92.66,1.22,0.92,5.20
N00003052,199,173,13,4,9,2,86.93,6.53,2.01,4.52
N00003053,177,153,4,2,18,0,86.44,2.26,1.13,10.17
N00003054,249,216,9,3,21,0,86.75,3.61,1.20,8.43
N00003055,292,262,10,8,12,3,89.73,3.42,2.74,4.11
N00003056,266,236,6,2,22,0,88.72,2.26,0.75,8.27
N00003057,240,219,5,4,12,0,91.25,2.08,1.67,5.00
N00003058,275,252,6,4,13,0,91.64,2.18,1.45,4.73
N00003059,271,250,4,6,11,0,92.25,1.48,2.21,4.06
N00003060,223,197,4,9,13,0,88.34,1.79,4.04,5.83
N00003061,425,395,3,3,24,0,92.94,0.71,0.71,5.65
N00003062,405,391,3,2,9,0,96.54,0.74,0.49,2.22
N00003063,482,452,14,7,9,0,93.78,2.90,1.45,1.87
N00003064,401,387,3,5,6,0,96.51,0.75,1.25,1.50
N00003065,314,301,3,2,8,0,95.86,0.96,0.64,2.55
N00003066,344,317,7,8,12,0,92.15,2.03,2.33,3.49
N00003067,290,266,4,4,16,0,91.72,1.38,1.38,5.52
N00003068,174,164,1,2,7,0,94.25,0.57,1.15,4.02
N00003069,233,209,2,7,15,0,89.70,0.86,3.00,6.44
N00003070,238,219,7,2,10,0,92.02,2.94,0.84,4.20
N00003071,229,221,1,3,4,0,96.51,0.44,1.31,1.75
N00003072,198,179,6,3,10,0,90.40,3.03,1.52,5.05
N00003073,363,343,6,2,12,0,94.49,1.65,0.55,3.31
N00003074,439,413,5,9,12,0,94.08,1.14,2.05,2.73
N00003075,268,250,2,1,15,0,93.28,0.75,0.37,5.60
N00003076,475,462,3,3,7,0,97.26,0.63,0.63,1.47
N00003077,336,323,1,5,7,0,96.13,0.30,1.49,2.08
N00003078,483,438,8,13,24,0,90.68,1.66,2.69,4.97
N00003079,274,259,7,4,4,0,94.53,2.55,1.46,1.46
N00003080,216,206,4,1,5,0,95.37,1.85,0.46,2.31
N00003081,111,102,2,1,6,0,91.89,1.80,0.90,5.41
N00003082,215,204,9,0,2,0,94.88,4.19,0,0.93
N00003083,190,175,0,4,11,0,92.11,0,2.11,5.79
N00003084,288,275,7,2,4,0,95.49,2.43,0.69,1.39
N00003085,237,222,7,1,7,0,93.67,2.95,0.42,2.95
N00003086,234,219,3,2,10,0,93.59,1.28,0.85,4.27
N00003087,315,285,9,2,19,0,90.48,2.86,0.63,6.03
N00003088,135,129,1,3,2,0,95.56,0.74,2.22,1.48
N00003089,288,273,6,3,6,0,94.79,2.08,1.04,2.08
N00003090,322,300,1,7,14,0,93.17,0.31,2.17,4.35
N00003091,366,345,10,3,8,0,94.26,2.73,0.82,2.19
N00003092,211,189,7,2,13,0,89.57,3.32,0.95,6.16
N00003093,437,387,11,12,27,0,88.56,2.52,2.75,6.18
N00003094,246,225,5,2,14,0,91.46,2.03,0.81,5.69
N00003095,248,225,7,7,9,0,90.73,2.82,2.82,3.63
N00003096,237,218,4,4,11,0,91.98,1.69,1.69,4.64
N00003097,522,492,7,4,19,0,94.25,1.34,0.77,3.64
N00003098,703,669,10,4,20,0,95.16,1.42,0.57,2.84
N00003099,305,285,2,7,11,0,93.44,0.66,2.30,3.61
N00003100,304,291,4,1,8,0,95.72,1.32,0.33,2.63
N00003101,283,266,9,2,6,0,93.99,3.18,0.71,2.12
N00003102,321,301,2,3,15,0,93.77,0.62,0.93,4.67
N00003103,227,206,3,6,12,5,90.75,1.32,2.64,5.29
N00003104,233,217,6,0,10,0,93.13,2.58,0,4.29
N00003105,324,285,13,5,21,0,87.96,4.01,1.54,6.48
N00003106,190,184,1,1,4,0,96.84,0.53,0.53,2.11
N00003107,186,169,4,6,7,0,90.86,2.15,3.23,3.76
N00003108,235,221,6,0,8,0,94.04,2.55,0,3.40
N00003109,251,227,4,6,14,0,90.44,1.59,2.39,5.58
N00003110,205,191,4,1,9,0,93.17,1.95,0.49,4.39
N00003111,188,179,3,2,4,0,95.21,1.60,1.06,2.13
N00003112,240,224,2,6,8,0,93.33,0.83,2.50,3.33
N00003113,244,231,5,1,7,0,94.67,2.05,0.41,2.87
N00003114,259,234,2,5,18,0,90.35,0.77,1.93,6.95
N00003115,222,217,0,0,5,0,97.75,0,0,2.25
N00003116,284,268,4,0,12,0,94.37,1.41,0,4.23
N00003117,243,227,1,7,8,0,93.42,0.41,2.88,3.29
N00003118,183,171,1,1,10,0,93.44,0.55,0.55,5.46
N00003119,226,204,5,7,10,0,90.27,2.21,3.10,4.42
N00003120,306,283,6,4,13,0,92.48,1.96,1.31,4.25
N00003121,286,258,3,10,15,0,90.21,1.05,3.50,5.24
N00003122,235,219,4,0,12,0,93.19,1.70,0,5.11
N00003123,342,316,8,4,14,0,92.40,2.34,1.17,4.09
N00003124,293,268,8,7,10,0,91.47,2.73,2.39,3.41
