GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
95VV23W1,2432,2144,69,59,160,6,88.16,2.84,2.43,6.58
95VV24S1,1238,1078,33,40,87,3,87.08,2.67,3.23,7.03
95VV24S2,1251,1146,24,30,51,1,91.61,1.92,2.40,4.08
95VV25S1,1564,1458,27,17,62,0,93.22,1.73,1.09,3.96
95VV25S2,1682,1553,50,29,50,1,92.33,2.97,1.72,2.97
95VV26W1,3314,3130,51,59,74,0,94.45,1.54,1.78,2.23
95VV27W1,1836,1704,32,38,62,3,92.81,1.74,2.07,3.38
95VV28S1,1766,1594,42,50,80,3,90.26,2.38,2.83,4.53
95VV28S2,1081,1013,20,21,27,3,93.71,1.85,1.94,2.50
95VV29W1,3177,3029,51,31,66,1,95.34,1.61,0.98,2.08
95VV30S1,1306,1167,32,17,90,4,89.36,2.45,1.30,6.89
95VV30S2,1157,1088,18,11,40,2,94.04,1.56,0.95,3.46
95WW01S1,1268,1176,17,18,57,1,92.74,1.34,1.42,4.50
95WW01S2,1128,1058,13,21,36,6,93.79,1.15,1.86,3.19
95WW02S1,1677,1584,19,22,52,0,94.45,1.13,1.31,3.10
95WW02S2,1939,1834,28,25,52,3,94.58,1.44,1.29,2.68
95WW03S1,1519,1427,29,26,37,0,93.94,1.91,1.71,2.44
95WW03S2,1868,1774,29,20,45,0,94.97,1.55,1.07,2.41
95WW04S1,1514,1436,19,14,45,0,94.85,1.25,0.92,2.97
95WW04S2,1168,1124,10,10,24,0,96.23,0.86,0.86,2.05
95WW05S1,1397,1305,29,18,45,0,93.41,2.08,1.29,3.22
95WW05S2,1119,1050,17,10,42,2,93.83,1.52,0.89,3.75
95WW06S1,1431,1358,18,9,46,0,94.90,1.26,0.63,3.21
95WW06S2,1531,1441,25,19,46,0,94.12,1.63,1.24,3.00
95WW07S1,1717,1623,17,16,61,0,94.53,0.99,0.93,3.55
95WW07S2,2262,2152,25,26,59,0,95.14,1.11,1.15,2.61
95WW08S1,1115,1058,11,6,40,0,94.89,0.99,0.54,3.59
95WW08S2,1232,1143,24,24,41,0,92.78,1.95,1.95,3.33
95WW09S1,1164,1091,18,12,43,0,93.73,1.55,1.03,3.69
95WW09S2,1180,1118,11,5,46,0,94.75,0.93,0.42,3.90
95WW10S1,1603,1517,33,19,34,0,94.64,2.06,1.19,2.12
95WW10S2,1136,1094,9,5,28,0,96.30,0.79,0.44,2.46
95WW11S1,1578,1500,30,12,36,0,95.06,1.90,0.76,2.28
95WW11S2,1274,1173,26,23,52,2,92.07,2.04,1.81,4.08
95WW12W1,2240,2148,22,18,52,1,95.89,0.98,0.80,2.32
95WW13S1,1716,1612,34,22,48,0,93.94,1.98,1.28,2.80
95WW13S2,1713,1626,17,16,54,5,94.92,0.99,0.93,3.15
95WW14W1,2115,2030,24,23,38,0,95.98,1.13,1.09,1.80
95WW15S1,1510,1422,19,12,57,1,94.17,1.26,0.79,3.77
95WW15S2,1524,1439,7,25,53,0,94.42,0.46,1.64,3.48
95WW16S1,1507,1418,32,11,46,0,94.09,2.12,0.73,3.05
95WW16S2,1176,1123,8,21,24,2,95.49,0.68,1.79,2.04
95WW17W1,2100,1975,41,18,66,0,94.05,1.95,0.86,3.14
95WW18W1,2023,1880,38,20,85,0,92.93,1.88,0.99,4.20
95WW19S1,1767,1660,27,14,66,1,93.94,1.53,0.79,3.74
95WW19S2,1877,1742,21,32,82,2,92.81,1.12,1.70,4.37
95WW19S3,2040,1820,44,39,137,5,89.22,2.16,1.91,6.72
95WW20S1,1711,1620,26,9,56,0,94.68,1.52,0.53,3.27
95WW20S2,4177,3923,73,80,101,0,93.92,1.75,1.92,2.42
95WW20S3,1786,1669,27,22,68,0,93.45,1.51,1.23,3.81
95WW21S1,1401,1345,19,6,31,0,96.00,1.36,0.43,2.21
95WW21S2,1803,1718,23,19,43,1,95.29,1.28,1.05,2.38
95WW22S1,1331,1280,13,8,30,0,96.17,0.98,0.60,2.25
95WW22S2,1476,1408,21,5,42,0,95.39,1.42,0.34,2.85
95WW23S1,1893,1739,36,26,92,15,91.86,1.90,1.37,4.86
95WW23S2,1998,1850,45,21,82,165,92.59,2.25,1.05,4.10
95WW24S1,1442,1356,21,14,51,1,94.04,1.46,0.97,3.54
95WW24S2,1754,1658,21,23,52,2,94.53,1.20,1.31,2.96
95WW25W1,1920,1828,16,18,58,4,95.21,0.83,0.94,3.02
95XX01S1,1534,1397,40,32,65,2,91.07,2.61,2.09,4.24
95XX01S2,1732,1582,32,44,74,0,91.34,1.85,2.54,4.27
95XX01S3,1433,1313,22,33,65,0,91.63,1.54,2.30,4.54
95XX02W1,2221,1864,87,62,208,0,83.93,3.92,2.79,9.37
95XX03S1,1118,1003,20,9,86,1,89.71,1.79,0.81,7.69
95XX03S2,1319,1208,17,19,75,0,91.58,1.29,1.44,5.69
95XX04S1,1583,1460,24,21,78,0,92.23,1.52,1.33,4.93
95XX04S2,1750,1646,22,19,63,0,94.06,1.26,1.09,3.60
95XX05W1,2296,2038,59,40,159,3,88.76,2.57,1.74,6.93
95XX06S1,1541,1392,29,46,74,0,90.33,1.88,2.99,4.80
95XX06S2,1815,1663,42,28,82,1,91.63,2.31,1.54,4.52
95XX07S1,1225,1101,27,20,77,1,89.88,2.20,1.63,6.29
95XX07S2,1241,1061,29,29,122,0,85.50,2.34,2.34,9.83
95XX08S1,1165,1010,30,22,103,1,86.70,2.58,1.89,8.84
95XX08S2,1114,1010,16,23,65,2,90.66,1.44,2.06,5.83
95XX09S1,1228,1104,15,14,95,0,89.90,1.22,1.14,7.74
95XX09S2,1244,1093,30,29,92,0,87.86,2.41,2.33,7.40
95XX10S1,1581,1489,25,15,52,1,94.18,1.58,0.95,3.29
95XX10S2,1615,1480,34,28,73,1,91.64,2.11,1.73,4.52
95XX10S3,1148,1073,18,15,42,0,93.47,1.57,1.31,3.66
95XX11S1,2246,2071,38,44,93,0,92.21,1.69,1.96,4.14
95XX11S2,2028,1869,27,66,66,0,92.16,1.33,3.25,3.25
95XX11S3,1365,1250,27,42,46,0,91.58,1.98,3.08,3.37
95XX12W1,2079,1783,46,41,209,12,85.76,2.21,1.97,10.05
95XX13W1,2356,2041,43,64,208,1,86.63,1.83,2.72,8.83
95XX14W1,2099,1831,46,46,176,1,87.23,2.19,2.19,8.38
95XX15W1,2199,2025,44,33,97,0,92.09,2.00,1.50,4.41
95XX16W1,2635,2299,56,66,214,4,87.25,2.13,2.50,8.12
95XX17S1,1058,889,55,49,65,8,84.03,5.20,4.63,6.14
95XX17S2,1178,995,41,42,100,3,84.47,3.48,3.57,8.49
95XX18W1,2324,1973,95,89,167,4,84.90,4.09,3.83,7.19
95XX19W1,2269,1957,73,53,186,4,86.25,3.22,2.34,8.20
95XX20S1,1733,1593,36,30,74,0,91.92,2.08,1.73,4.27
95XX20S2,562,449,79,15,19,2,79.89,14.06,2.67,3.38
95XX21W1,2428,2079,68,59,222,3,85.63,2.80,2.43,9.14
95XX22W1,1952,1794,40,34,84,5,91.91,2.05,1.74,4.30
95XX23W1,2711,2477,64,53,117,7,91.37,2.36,1.95,4.32
95XX24S1,1201,1119,23,15,44,0,93.17,1.92,1.25,3.66
95XX24S2,1219,1090,25,19,85,1,89.42,2.05,1.56,6.97
95XX25W1,2210,2046,28,38,98,6,92.58,1.27,1.72,4.43
95YY01W1,2307,2181,45,35,46,1,94.54,1.95,1.52,1.99
95YY02W1,1994,1862,31,35,66,3,93.38,1.55,1.76,3.31
95YY03W1,2904,2745,54,30,75,9,94.52,1.86,1.03,2.58
95YY04W1,2949,2748,52,57,92,0,93.18,1.76,1.93,3.12
95YY05W1,1408,1274,32,30,72,3,90.48,2.27,2.13,5.11
95YY06W1,2183,2067,35,34,47,0,94.69,1.60,1.56,2.15
95YY07W1,2673,2516,51,32,74,1,94.13,1.91,1.20,2.77
95YY08W1,2096,1981,30,33,52,0,94.51,1.43,1.57,2.48
95YY09W1,1945,1828,35,16,66,2,93.98,1.80,0.82,3.39
95YY10W1,2025,1925,38,22,40,0,95.06,1.88,1.09,1.98
95YY11W1,1835,1729,35,14,57,1,94.22,1.91,0.76,3.11
95YY12W1,2544,2375,50,38,81,0,93.36,1.97,1.49,3.18
95YY13S1,1334,1249,14,21,50,0,93.63,1.05,1.57,3.75
95YY13S2,1199,1116,32,12,39,1,93.08,2.67,1.00,3.25
95YY14S1,1350,1248,28,17,57,0,92.44,2.07,1.26,4.22
95YY14S2,1404,1317,19,19,49,0,93.80,1.35,1.35,3.49
95YY15S1,313,286,8,4,15,1,91.37,2.56,1.28,4.79
95YY15S2,1373,1300,27,10,36,0,94.68,1.97,0.73,2.62
95YY16W1,2230,2143,36,17,34,0,96.10,1.61,0.76,1.52
95YY17W1,2186,2044,40,29,73,0,93.50,1.83,1.33,3.34
95YY18W1,2201,2079,26,29,67,2,94.46,1.18,1.32,3.04
95YY19W1,1221,1119,28,25,49,2,91.65,2.29,2.05,4.01
95YY20W1,2186,2051,36,32,67,0,93.82,1.65,1.46,3.06
95YY21W1,2274,2135,34,44,61,1,93.89,1.50,1.93,2.68
95ZZ01W1,2498,2367,53,28,50,1,94.76,2.12,1.12,2.00
95ZZ02W1,1613,1546,25,17,25,0,95.85,1.55,1.05,1.55
95ZZ03W1,1743,1644,23,26,50,0,94.32,1.32,1.49,2.87
95ZZ04W1,2463,2349,41,27,46,2,95.37,1.66,1.10,1.87
95ZZ05W1,2064,1996,18,16,34,0,96.71,0.87,0.78,1.65
95ZZ06W1,1536,1451,33,14,38,1,94.47,2.15,0.91,2.47
95ZZ07W1,2479,2356,45,23,55,0,95.04,1.82,0.93,2.22
95ZZ08W1,2256,2118,37,28,73,2,93.88,1.64,1.24,3.24
95ZZ09W1,2086,1988,31,19,48,0,95.30,1.49,0.91,2.30
95ZZ10W1,2715,2491,64,47,113,0,91.75,2.36,1.73,4.16
95ZZ11W1,2076,1966,34,31,45,0,94.70,1.64,1.49,2.17
95ZZ12W1,1965,1857,29,17,62,0,94.50,1.48,0.87,3.16
95ZZ13W1,2300,2201,24,18,57,0,95.70,1.04,0.78,2.48
95ZZ14S1,1495,1409,29,13,44,3,94.25,1.94,0.87,2.94
95ZZ14S2,1170,1084,25,21,40,1,92.65,2.14,1.79,3.42
95ZZ15W1,2138,2045,27,24,42,0,95.65,1.26,1.12,1.96
95ZZ16S1,1671,1577,30,22,42,1,94.37,1.80,1.32,2.51
95ZZ16S2,1174,1100,21,12,41,1,93.70,1.79,1.02,3.49
