GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
95BB20S1,1750,1654,30,23,43,2,94.51,1.71,1.31,2.46
95BB20S2,1382,1309,20,19,34,0,94.72,1.45,1.37,2.46
95BB21S1,2203,2078,46,26,53,4,94.33,2.09,1.18,2.41
95BB21S2,2098,1961,35,32,70,0,93.47,1.67,1.53,3.34
95BB22S1,1421,1347,23,18,33,0,94.79,1.62,1.27,2.32
95BB22S2,1338,1272,16,17,33,0,95.07,1.20,1.27,2.47
95BB23S1,1391,1299,19,12,61,1,93.39,1.37,0.86,4.39
95BB23S2,1368,1294,21,13,40,2,94.59,1.54,0.95,2.92
95CC01W1,2160,2007,36,31,86,2,92.92,1.67,1.44,3.98
95CC02W1,2534,2407,40,30,57,4,94.99,1.58,1.18,2.25
95CC03W1,2192,2048,32,35,77,6,93.43,1.46,1.60,3.51
95CC04W1,2191,2101,34,8,48,0,95.89,1.55,0.37,2.19
95CC05W1,2505,2380,42,18,65,1,95.01,1.68,0.72,2.59
95CC06S1,1246,1149,29,14,54,1,92.22,2.33,1.12,4.33
95CC06S2,1127,1053,15,13,46,0,93.43,1.33,1.15,4.08
95CC07W1,3010,2824,58,46,82,6,93.82,1.93,1.53,2.72
95CC08W1,2235,2082,47,37,69,7,93.15,2.10,1.66,3.09
95CC09S1,1413,1344,23,21,25,0,95.12,1.63,1.49,1.77
95CC09S2,1693,1609,27,25,32,1,95.04,1.59,1.48,1.89
95CC10W1,2367,2222,36,45,64,3,93.87,1.52,1.90,2.70
95CC11W1,1473,1362,38,21,52,8,92.46,2.58,1.43,3.53
95CC12W1,2627,2528,40,19,40,0,96.23,1.52,0.72,1.52
95CC13W1,2225,2091,54,29,51,1,93.98,2.43,1.30,2.29
95CC14W1,2788,2640,55,23,70,0,94.69,1.97,0.82,2.51
95CC15W1,2674,2576,30,19,49,1,96.34,1.12,0.71,1.83
95CC16W1,2571,2450,32,34,55,8,95.29,1.24,1.32,2.14
95CC17W1,2478,2324,71,31,52,5,93.79,2.87,1.25,2.10
95CC18W1,1890,1702,31,53,104,9,90.05,1.64,2.80,5.50
95CC19W1,2509,2406,31,25,47,0,95.89,1.24,1.00,1.87
95CC20S1,1170,1095,26,18,31,1,93.59,2.22,1.54,2.65
95CC20S2,1484,1401,27,19,37,4,94.41,1.82,1.28,2.49
95CC21W1,2617,2489,32,32,64,3,95.11,1.22,1.22,2.45
95CC22W1,1400,1288,26,23,63,3,92.00,1.86,1.64,4.50
95DD01W1,1843,1685,43,18,97,5,91.43,2.33,0.98,5.26
95DD02S1,1350,1296,7,7,40,1,96.00,0.52,0.52,2.96
95DD02S2,2284,2153,22,30,79,6,94.26,0.96,1.31,3.46
95DD03W1,3028,2779,60,51,138,7,91.78,1.98,1.68,4.56
95DD04W1,1784,1683,30,10,61,1,94.34,1.68,0.56,3.42
95DD05W1,1621,1567,18,4,32,0,96.67,1.11,0.25,1.97
95DD06W1,2303,2147,41,14,101,4,93.23,1.78,0.61,4.39
95DD07S1,1483,1393,24,14,52,0,93.93,1.62,0.94,3.51
95DD07S2,1639,1535,28,21,55,1,93.65,1.71,1.28,3.36
95DD08W1,1557,1457,28,22,50,8,93.58,1.80,1.41,3.21
95DD09W1,2454,2346,21,37,50,1,95.60,0.86,1.51,2.04
95DD10W1,2632,2541,22,16,53,1,96.54,0.84,0.61,2.01
95DD11W1,1916,1808,30,21,57,2,94.36,1.57,1.10,2.97
95DD12W1,2484,2395,24,12,53,0,96.42,0.97,0.48,2.13
95DD13W1,1461,1366,28,9,58,4,93.50,1.92,0.62,3.97
95DD14S1,1489,1418,19,15,37,1,95.23,1.28,1.01,2.48
95DD14S2,1521,1401,23,25,72,1,92.11,1.51,1.64,4.73
95DD15W1,3267,3109,54,31,73,3,95.16,1.65,0.95,2.23
95DD16W1,2791,2635,44,36,76,0,94.41,1.58,1.29,2.72
95DD17W1,3288,3138,39,38,73,0,95.44,1.19,1.16,2.22
95DD18W1,1701,1606,29,6,60,3,94.42,1.70,0.35,3.53
95DD19S1,1759,1675,18,23,43,1,95.22,1.02,1.31,2.44
95DD19S2,1374,1291,21,17,45,0,93.96,1.53,1.24,3.28
95DD20W1,1596,1518,24,13,41,0,95.11,1.50,0.81,2.57
95DD21W1,1725,1616,33,13,63,8,93.68,1.91,0.75,3.65
95DD22S1,1473,1400,28,6,39,1,95.04,1.90,0.41,2.65
95DD22S2,1475,1396,26,12,41,1,94.64,1.76,0.81,2.78
95DD23W1,2387,2270,31,28,58,0,95.10,1.30,1.17,2.43
95DD24W1,2322,2189,28,23,82,1,94.27,1.21,0.99,3.53
95EE01W1,1815,1746,18,22,29,0,96.20,0.99,1.21,1.60
95EE02W1,1979,1869,29,26,55,0,94.44,1.47,1.31,2.78
95EE03W1,1804,1681,25,25,73,1,93.18,1.39,1.39,4.05
95EE04W1,1888,1802,22,14,50,0,95.44,1.17,0.74,2.65
95EE05W1,1392,1314,25,16,37,0,94.40,1.80,1.15,2.66
95EE06W1,2143,2077,15,20,31,0,96.92,0.70,0.93,1.45
95EE07W1,1707,1645,12,12,38,1,96.37,0.70,0.70,2.23
95EE08W1,1572,1450,37,26,59,2,92.24,2.35,1.65,3.75
95EE09W1,1783,1712,27,14,30,0,96.02,1.51,0.79,1.68
95EE10W1,1626,1568,20,17,21,2,96.43,1.23,1.05,1.29
95EE11W1,1588,1527,15,18,28,0,96.16,0.94,1.13,1.76
95EE12W1,2272,2159,29,31,53,0,95.03,1.28,1.36,2.33
95EE13W1,1374,1282,29,21,42,0,93.30,2.11,1.53,3.06
95EE14W1,2457,2301,32,50,74,1,93.65,1.30,2.04,3.01
95EE15W1,1629,1539,26,30,34,0,94.48,1.60,1.84,2.09
95EE16W1,1983,1884,32,19,48,0,95.01,1.61,0.96,2.42
95FF01S1,1903,1782,31,31,59,1,93.64,1.63,1.63,3.10
95FF01S2,2340,2171,51,39,79,1,92.78,2.18,1.67,3.38
95FF02W1,2660,2524,46,33,57,5,94.89,1.73,1.24,2.14
95FF03W1,2720,2589,39,35,57,1,95.18,1.43,1.29,2.10
95FF04W1,2478,2365,32,28,53,0,95.44,1.29,1.13,2.14
95FF05W1,2294,2163,28,31,72,1,94.29,1.22,1.35,3.14
95FF06S1,1833,1705,26,38,64,1,93.02,1.42,2.07,3.49
95FF06S2,1903,1800,21,30,52,1,94.59,1.10,1.58,2.73
95FF07W1,2509,2378,42,29,60,1,94.78,1.67,1.16,2.39
95FF08W1,2163,2038,36,28,61,0,94.22,1.66,1.29,2.82
95FF09W1,2292,2197,26,17,52,0,95.86,1.13,0.74,2.27
95FF10W1,3260,3123,44,34,59,1,95.80,1.35,1.04,1.81
95FF11W1,2416,2318,38,19,41,0,95.94,1.57,0.79,1.70
95FF12W1,2532,2381,45,28,78,2,94.04,1.78,1.11,3.08
95FF13W1,2517,2370,32,32,83,0,94.16,1.27,1.27,3.30
95FF14W1,2296,2166,21,26,83,0,94.34,0.91,1.13,3.61
95FF15W1,2493,2371,38,39,45,1,95.11,1.52,1.56,1.81
95FF16W1,2170,2024,31,27,88,2,93.27,1.43,1.24,4.06
95FF17W1,1543,1461,26,15,41,3,94.69,1.69,0.97,2.66
95GG01S1,1710,1621,30,21,38,2,94.80,1.75,1.23,2.22
95GG01S2,1427,1356,19,11,41,1,95.02,1.33,0.77,2.87
95GG01S3,1528,1450,23,9,46,0,94.90,1.51,0.59,3.01
95GG02S1,1673,1613,19,14,27,0,96.41,1.14,0.84,1.61
95GG02S2,1935,1874,25,9,27,0,96.85,1.29,0.47,1.40
95GG02S3,2109,2018,27,10,54,0,95.69,1.28,0.47,2.56
95GG03S1,1700,1492,55,46,107,0,87.76,3.24,2.71,6.29
95GG03S2,1555,1376,42,45,92,0,88.49,2.70,2.89,5.92
95GG03S3,1781,1559,53,62,107,7,87.54,2.98,3.48,6.01
95GG04S1,1526,1460,24,11,31,6,95.67,1.57,0.72,2.03
95GG04S2,1494,1446,17,9,22,0,96.79,1.14,0.60,1.47
95GG04S3,1399,1326,20,21,32,4,94.78,1.43,1.50,2.29
95GG05S1,1409,1191,58,64,96,10,84.53,4.12,4.54,6.81
95GG05S2,1458,1247,75,61,75,15,85.53,5.14,4.18,5.14
95GG05S3,1521,1289,75,85,72,35,84.75,4.93,5.59,4.73
95GG06S1,1781,1722,17,6,36,0,96.69,0.95,0.34,2.02
95GG06S2,1648,1595,12,19,22,1,96.78,0.73,1.15,1.33
95GG06S3,1770,1681,31,21,37,0,94.97,1.75,1.19,2.09
95GG07S1,1605,1507,31,20,47,4,93.89,1.93,1.25,2.93
95GG07S2,1744,1673,20,15,36,1,95.93,1.15,0.86,2.06
95GG07S3,1607,1552,22,12,21,0,96.58,1.37,0.75,1.31
95GG08S1,1291,1191,24,21,55,2,92.25,1.86,1.63,4.26
95GG08S2,1527,1446,22,24,35,2,94.70,1.44,1.57,2.29
95GG08S3,1553,1432,36,26,59,1,92.21,2.32,1.67,3.80
95GG09S1,1958,1766,43,36,113,1,90.19,2.20,1.84,5.77
95GG09S2,1707,1589,27,40,51,0,93.09,1.58,2.34,2.99
95GG09S3,1887,1742,39,27,79,3,92.32,2.07,1.43,4.19
95GG10S1,1453,1354,43,21,35,7,93.19,2.96,1.45,2.41
95GG10S2,1781,1686,35,23,37,15,94.67,1.97,1.29,2.08
95GG11S1,1554,1429,47,31,47,1,91.96,3.02,1.99,3.02
95GG11S2,1460,1319,35,37,69,5,90.34,2.40,2.53,4.73
95GG11S3,1529,1367,48,55,59,4,89.40,3.14,3.60,3.86
95GG12S1,1088,985,57,16,30,45,90.53,5.24,1.47,2.76
95GG12S2,1529,1425,49,17,38,26,93.20,3.20,1.11,2.49
95GG12S3,1112,1016,43,26,27,14,91.37,3.87,2.34,2.43
95GG12S4,1132,1040,43,21,28,71,91.87,3.80,1.86,2.47
95GG12S5,1861,1732,55,34,40,19,93.07,2.96,1.83,2.15
95GG13S1,1159,1074,29,14,42,0,92.67,2.50,1.21,3.62
95GG13S2,1587,1433,34,34,86,2,90.30,2.14,2.14,5.42
95GG13S3,1508,1388,18,25,77,2,92.04,1.19,1.66,5.11
95GG14S1,1516,1391,25,21,79,0,91.75,1.65,1.39,5.21
95GG14S2,1446,1322,18,20,86,0,91.42,1.24,1.38,5.95
95GG14S3,1505,1399,23,17,66,0,92.96,1.53,1.13,4.39
95GG15S1,1789,1575,42,49,123,0,88.04,2.35,2.74,6.88
95GG15S2,1791,1589,44,47,111,1,88.72,2.46,2.62,6.20
95GG15S3,1687,1548,22,29,88,3,91.76,1.30,1.72,5.22
95GG16S1,1712,1571,33,34,74,0,91.76,1.93,1.99,4.32
95GG16S2,1745,1566,54,37,88,4,89.74,3.09,2.12,5.04
95GG16S3,1294,1186,21,20,67,0,91.65,1.62,1.55,5.18
95GG17S1,1872,1794,28,13,37,1,95.83,1.50,0.69,1.98
95GG17S2,1501,1397,30,19,55,2,93.07,2.00,1.27,3.66
95GG17S3,1584,1513,13,18,40,0,95.52,0.82,1.14,2.53
95GG18S1,2415,2316,30,19,50,4,95.90,1.24,0.79,2.07
95GG18S2,2162,2073,29,13,47,2,95.88,1.34,0.60,2.17
95GG19S1,1925,1859,14,15,37,0,96.57,0.73,0.78,1.92
95GG19S2,2395,2316,22,13,44,0,96.70,0.92,0.54,1.84
95GG20S1,2263,2101,65,40,57,24,92.84,2.87,1.77,2.52
95GG20S2,1849,1761,27,17,44,5,95.24,1.46,0.92,2.38
95GG21S1,1415,1373,15,5,22,0,97.03,1.06,0.35,1.55
95GG21S2,1689,1657,9,12,11,0,98.11,0.53,0.71,0.65
95GG21S3,1622,1543,21,13,45,32,95.13,1.29,0.80,2.77
95GG22S1,1542,1470,19,14,39,0,95.33,1.23,0.91,2.53
95GG22S2,1836,1721,28,24,63,0,93.74,1.53,1.31,3.43
95GG22S3,1619,1529,28,17,45,1,94.44,1.73,1.05,2.78
95GG23S1,1239,1151,19,11,58,4,92.90,1.53,0.89,4.68
95GG23S2,1421,1291,35,17,78,1,90.85,2.46,1.20,5.49
95GG23S3,1377,1232,40,29,76,1,89.47,2.90,2.11,5.52
95GG24S1,1213,1110,18,16,69,1,91.51,1.48,1.32,5.69
95GG24S2,1359,1286,20,7,46,2,94.63,1.47,0.52,3.38
95GG24S3,1412,1313,26,23,50,2,92.99,1.84,1.63,3.54
95GG25S1,2000,1918,18,23,41,0,95.90,0.90,1.15,2.05
95GG25S2,1745,1671,26,9,39,0,95.76,1.49,0.52,2.23
95GG25S3,1506,1453,18,5,30,1,96.48,1.20,0.33,1.99
95GG26S1,1878,1815,22,16,25,2,96.65,1.17,0.85,1.33
95GG26S2,1670,1599,14,10,47,1,95.75,0.84,0.60,2.81
95GG27S1,1458,1413,14,8,23,0,96.91,0.96,0.55,1.58
95GG27S2,1553,1507,13,8,25,1,97.04,0.84,0.52,1.61
95GG27S3,1616,1534,22,16,44,0,94.93,1.36,0.99,2.72
95GG27S4,1572,1519,18,6,29,0,96.63,1.15,0.38,1.84
95GG28S1,2010,1923,25,13,49,1,95.67,1.24,0.65,2.44
95GG28S2,1605,1540,22,11,32,2,95.95,1.37,0.69,1.99
95GG28S3,1656,1592,22,9,33,2,96.14,1.33,0.54,1.99
95GG29S1,1873,1742,56,34,41,30,93.01,2.99,1.82,2.19
95GG29S2,2194,1996,72,59,67,7,90.98,3.28,2.69,3.05
95GG30S1,1479,1376,21,26,56,0,93.04,1.42,1.76,3.79
95GG30S2,1518,1345,37,36,100,0,88.60,2.44,2.37,6.59
95GG30S3,1431,1359,25,15,32,0,94.97,1.75,1.05,2.24
95GG31S1,2124,2027,33,20,44,1,95.43,1.55,0.94,2.07
95GG31S2,1864,1798,23,10,33,0,96.46,1.23,0.54,1.77
95GG31S3,2129,2047,29,7,46,1,96.15,1.36,0.33,2.16
95GG32S1,2843,2733,30,29,51,6,96.13,1.06,1.02,1.79
95GG32S2,1395,1318,25,14,38,1,94.48,1.79,1.00,2.72
95GG32S3,1472,1393,18,22,39,1,94.63,1.22,1.49,2.65
95GG33S1,1718,1482,42,38,156,0,86.26,2.44,2.21,9.08
95GG33S2,1401,1183,59,26,133,1,84.44,4.21,1.86,9.49
95GG33S3,1549,1294,77,48,130,10,83.54,4.97,3.10,8.39
95GG34S1,1231,1143,19,20,49,0,92.85,1.54,1.62,3.98
95GG34S2,1473,1354,33,18,68,4,91.92,2.24,1.22,4.62
95GG34S3,1640,1463,45,42,90,8,89.21,2.74,2.56,5.49
95GG35S1,1841,1758,24,18,41,2,95.49,1.30,0.98,2.23
95GG35S2,1379,1317,17,17,28,0,95.50,1.23,1.23,2.03
95GG35S3,1366,1311,22,11,22,1,95.97,1.61,0.81,1.61
95GG36S1,1542,1408,31,45,58,6,91.31,2.01,2.92,3.76
95GG36S2,1772,1614,25,34,99,0,91.08,1.41,1.92,5.59
95GG36S3,1735,1623,17,25,70,0,93.54,0.98,1.44,4.03
95GG37S1,1689,1405,72,49,163,5,83.19,4.26,2.90,9.65
95GG37S2,1488,1312,38,52,86,3,88.17,2.55,3.49,5.78
95GG37S3,1707,1474,76,66,91,10,86.35,4.45,3.87,5.33
95GG38S1,2529,2161,129,86,153,5,85.45,5.10,3.40,6.05
95GG38S2,1547,1344,66,51,86,7,86.88,4.27,3.30,5.56
95GG38S3,1391,1205,54,38,94,11,86.63,3.88,2.73,6.76
95GG39S1,1780,1615,68,49,48,34,90.73,3.82,2.75,2.70
95GG39S2,2077,1897,77,36,67,16,91.33,3.71,1.73,3.23
95GG39S3,1715,1617,39,25,34,13,94.29,2.27,1.46,1.98
95GG40S1,1611,1558,12,12,29,0,96.71,0.74,0.74,1.80
95GG40S2,1922,1813,32,20,57,1,94.33,1.66,1.04,2.97
95GG41S1,1748,1540,22,31,155,0,88.10,1.26,1.77,8.87
95GG41S2,1379,1219,39,26,95,0,88.40,2.83,1.89,6.89
95GG41S3,1799,1572,38,58,131,5,87.38,2.11,3.22,7.28
95GG42S1,1523,1297,52,34,140,1,85.16,3.41,2.23,9.19
95GG42S2,1243,1145,43,14,41,200,92.12,3.46,1.13,3.30
95GG42S3,1772,1628,48,41,55,48,91.87,2.71,2.31,3.10
95GG42S4,1792,1548,83,55,106,14,86.38,4.63,3.07,5.92
95GG43S1,1290,1198,18,30,44,0,92.87,1.40,2.33,3.41
95GG43S2,1464,1353,31,23,57,0,92.42,2.12,1.57,3.89
95GG43S3,1477,1362,32,38,45,1,92.21,2.17,2.57,3.05
95GG44S1,2336,2175,48,58,55,6,93.11,2.05,2.48,2.35
95GG44S2,2273,2129,49,37,58,9,93.66,2.16,1.63,2.55
95GG45S1,1422,1225,41,31,125,6,86.15,2.88,2.18,8.79
95GG45S2,1394,1304,27,21,42,1,93.54,1.94,1.51,3.01
95GG45S3,1387,1261,42,30,54,8,90.92,3.03,2.16,3.89
95GG46S1,1636,1587,13,9,27,5,97.00,0.79,0.55,1.65
95GG46S2,1812,1761,19,5,27,0,97.19,1.05,0.28,1.49
95GG46S3,1586,1546,16,4,20,0,97.48,1.01,0.25,1.26
95GG47S1,2029,1911,40,29,49,10,94.18,1.97,1.43,2.41
95GG47S2,1513,1420,34,19,40,2,93.85,2.25,1.26,2.64
95GG47S3,1576,1446,46,23,61,1,91.75,2.92,1.46,3.87
95GG48S1,1525,1477,13,10,25,0,96.85,0.85,0.66,1.64
95GG48S2,2309,2241,20,9,39,0,97.06,0.87,0.39,1.69
95GG48S3,1611,1573,22,3,13,1,97.64,1.37,0.19,0.81
95GG49S1,1287,1077,66,46,98,15,83.68,5.13,3.57,7.61
95GG49S2,1567,1374,93,46,54,41,87.68,5.93,2.94,3.45
95GG49S3,1457,1338,52,34,33,73,91.83,3.57,2.33,2.26
95GG49S4,1547,1415,55,23,54,39,91.47,3.56,1.49,3.49
95GG50S1,1193,1092,36,29,36,4,91.53,3.02,2.43,3.02
95GG50S2,1645,1556,29,15,45,2,94.59,1.76,0.91,2.74
95GG50S3,1504,1402,38,31,33,5,93.22,2.53,2.06,2.19
95GG51S1,1244,1183,17,10,34,0,95.10,1.37,0.80,2.73
95GG51S2,1312,1244,21,14,33,1,94.82,1.60,1.07,2.52
95GG51S3,1242,1188,17,6,31,0,95.65,1.37,0.48,2.50
95HH01W1,1806,1598,38,44,126,0,88.48,2.10,2.44,6.98
95HH02S1,1245,1158,19,22,46,0,93.01,1.53,1.77,3.69
95HH02S2,1472,1393,19,11,49,0,94.63,1.29,0.75,3.33
95HH03W1,1484,1362,31,17,74,0,91.78,2.09,1.15,4.99
95HH04S1,1571,1481,13,19,58,2,94.27,0.83,1.21,3.69
95HH04S2,1261,1172,16,10,63,1,92.94,1.27,0.79,5.00
95HH05W1,1988,1905,22,14,47,0,95.82,1.11,0.70,2.36
95HH06S1,2078,1985,25,11,57,1,95.52,1.20,0.53,2.74
95HH06S2,2326,2187,37,29,73,0,94.02,1.59,1.25,3.14
95HH07W1,1356,1273,22,13,48,1,93.88,1.62,0.96,3.54
95HH08W1,2318,2112,39,45,122,0,91.11,1.68,1.94,5.26
95HH09W1,2260,2032,52,47,129,6,89.91,2.30,2.08,5.71
95HH10W1,2251,2056,31,52,112,0,91.34,1.38,2.31,4.98
95HH11W1,1307,1224,15,13,55,0,93.65,1.15,0.99,4.21
95HH12W1,1413,1315,15,20,63,0,93.06,1.06,1.42,4.46
95HH13W1,1316,1274,10,9,23,0,96.81,0.76,0.68,1.75
95HH14W1,1403,1315,19,22,47,0,93.73,1.35,1.57,3.35
95HH15W1,2382,2221,47,26,88,0,93.24,1.97,1.09,3.69
95HH16W1,1839,1638,54,33,114,0,89.07,2.94,1.79,6.20
95HH17W1,2287,2168,25,33,61,0,94.80,1.09,1.44,2.67
95II01S1,1390,1302,15,14,59,0,93.67,1.08,1.01,4.24
95II01S2,1405,1313,23,6,63,0,93.45,1.64,0.43,4.48
95II02S1,1586,1448,27,30,81,2,91.30,1.70,1.89,5.11
95II02S2,1526,1392,32,29,73,3,91.22,2.10,1.90,4.78
95II02S3,1318,1214,32,16,56,0,92.11,2.43,1.21,4.25
95II03S1,1547,1449,25,15,58,0,93.67,1.62,0.97,3.75
95II03S2,1613,1483,26,32,72,1,91.94,1.61,1.98,4.46
95II04S1,2152,2034,21,17,80,3,94.52,0.98,0.79,3.72
95II04S2,1816,1719,20,26,51,1,94.66,1.10,1.43,2.81
95II05S1,1502,1393,33,31,45,0,92.74,2.20,2.06,3.00
95II05S2,1713,1596,35,23,59,4,93.17,2.04,1.34,3.44
95II06S1,1383,1292,12,13,66,0,93.42,0.87,0.94,4.77
95II06S2,1699,1582,37,26,54,1,93.11,2.18,1.53,3.18
95II07W1,1886,1766,30,19,71,0,93.64,1.59,1.01,3.76
95II08W1,2170,2023,31,32,84,1,93.23,1.43,1.47,3.87
95II09S1,1670,1559,21,19,71,4,93.35,1.26,1.14,4.25
95II09S2,1265,1189,32,7,37,3,93.99,2.53,0.55,2.92
95II10W1,2383,2277,29,23,54,0,95.55,1.22,0.97,2.27
95II11W1,2287,2077,38,41,131,1,90.82,1.66,1.79,5.73
95II12W1,2265,2073,29,23,140,1,91.52,1.28,1.02,6.18
95II13W1,2410,2268,38,27,77,3,94.11,1.58,1.12,3.20
95II14W1,2326,2137,35,36,118,1,91.87,1.50,1.55,5.07
95II15S1,1541,1408,35,39,59,2,91.37,2.27,2.53,3.83
95II15S2,1352,1224,23,24,81,4,90.53,1.70,1.78,5.99
95II16W1,1997,1911,19,13,54,0,95.69,0.95,0.65,2.70
95II17W1,2292,2149,23,19,101,0,93.76,1.00,0.83,4.41
95II18W1,2001,1885,22,14,80,0,94.20,1.10,0.70,4.00
95II19S1,1681,1575,21,11,74,0,93.69,1.25,0.65,4.40
95II19S2,1844,1760,23,11,50,0,95.44,1.25,0.60,2.71
95II20W1,2388,2140,66,50,132,7,89.61,2.76,2.09,5.53
95II21W1,2262,2172,19,18,53,0,96.02,0.84,0.80,2.34
95II22W1,2072,1942,35,20,75,1,93.73,1.69,0.97,3.62
95II23W1,1937,1765,40,38,94,5,91.12,2.07,1.96,4.85
95JJ01W1,2320,2169,40,32,79,3,93.49,1.72,1.38,3.41
95JJ02W1,2050,1880,43,29,98,2,91.71,2.10,1.41,4.78
95JJ03S1,1280,1198,29,16,37,0,93.59,2.27,1.25,2.89
95JJ03S2,984,935,12,8,29,0,95.02,1.22,0.81,2.95
95JJ04S1,1399,1290,21,20,68,0,92.21,1.50,1.43,4.86
95JJ04S2,1391,1244,36,42,69,0,89.43,2.59,3.02,4.96
95JJ05W1,1541,1426,23,21,71,4,92.54,1.49,1.36,4.61
95JJ06W1,2140,2026,28,28,58,4,94.67,1.31,1.31,2.71
95JJ07W1,2420,2302,29,27,62,2,95.12,1.20,1.12,2.56
95JJ08S1,1274,1199,14,25,36,1,94.11,1.10,1.96,2.83
95JJ08S2,1651,1470,43,42,96,15,89.04,2.60,2.54,5.81
