GeographyCode,KS702NI0001,KS702NI0002,KS702NI0003,KS702NI0004,KS702NI0005,KS702NI0006,KS702NI0007,KS702NI0008,KS702NI0009,KS702NI0010,KS702NI0011,KS702NI0012,KS702NI0013,KS702NI0014,KS702NI0015,KS702NI0016,KS702NI0017,KS702NI0018,KS702NI0019,KS702NI0020,KS702NI0021,KS702NI0022,KS702NI0023,KS702NI0024,KS702NI0025,KS702NI0026,KS702NI0027,KS702NI0028,KS702NI0029
95BB22S1,1020,74,1,137,10,415,195,79,10,3,86,10,906,92,114,46,7.25,0.10,13.43,0.98,40.69,19.12,7.75,0.98,0.29,8.43,0.98,10.15,40.35
95BB22S2,873,75,0,124,12,284,174,65,14,14,108,3,704,82,169,42,8.59,0,14.20,1.37,32.53,19.93,7.45,1.60,1.60,12.37,0.34,11.65,24.85
95BB23S1,948,97,8,82,6,454,118,67,2,5,105,4,914,88,34,2,10.23,0.84,8.65,0.63,47.89,12.45,7.07,0.21,0.53,11.08,0.42,9.63,5.88
95BB23S2,1024,89,6,106,9,519,182,70,5,4,31,3,1010,110,14,2,8.69,0.59,10.35,0.88,50.68,17.77,6.84,0.49,0.39,3.03,0.29,10.89,14.29
95CC01W1,1437,200,5,100,1,490,190,111,28,5,292,15,1253,78,182,26,13.92,0.35,6.96,0.07,34.10,13.22,7.72,1.95,0.35,20.32,1.04,6.23,14.29
95CC02W1,1798,306,7,236,2,764,268,138,10,4,47,16,1772,243,26,0,17.02,0.39,13.13,0.11,42.49,14.91,7.68,0.56,0.22,2.61,0.89,13.71,0
95CC03W1,1519,178,6,100,1,439,220,118,42,7,400,8,1200,71,317,35,11.72,0.39,6.58,0.07,28.90,14.48,7.77,2.76,0.46,26.33,0.53,5.92,11.04
95CC04W1,1580,220,10,217,0,663,253,132,7,8,50,20,1514,212,60,13,13.92,0.63,13.73,0,41.96,16.01,8.35,0.44,0.51,3.16,1.27,14.00,21.67
95CC05W1,1795,253,16,293,3,777,235,115,12,3,71,17,1742,303,53,6,14.09,0.89,16.32,0.17,43.29,13.09,6.41,0.67,0.17,3.96,0.95,17.39,11.32
95CC06S1,947,88,8,72,1,445,170,97,10,4,48,4,924,77,14,3,9.29,0.84,7.60,0.11,46.99,17.95,10.24,1.06,0.42,5.07,0.42,8.33,21.43
95CC06S2,816,77,6,71,1,374,181,52,13,1,39,1,776,72,38,5,9.44,0.74,8.70,0.12,45.83,22.18,6.37,1.59,0.12,4.78,0.12,9.28,13.16
95CC07W1,2293,356,17,275,1,948,413,158,18,1,85,21,2250,287,43,5,15.53,0.74,11.99,0.04,41.34,18.01,6.89,0.78,0.04,3.71,0.92,12.76,11.63
95CC08W1,1441,153,10,61,0,531,249,98,18,5,303,13,1252,52,189,19,10.62,0.69,4.23,0,36.85,17.28,6.80,1.25,0.35,21.03,0.90,4.15,10.05
95CC09S1,1028,156,10,134,0,481,152,72,2,1,12,8,1025,144,3,0,15.18,0.97,13.04,0,46.79,14.79,7.00,0.19,0.10,1.17,0.78,14.05,0
95CC09S2,1305,115,18,124,4,699,179,93,7,2,52,12,1288,140,17,2,8.81,1.38,9.50,0.31,53.56,13.72,7.13,0.54,0.15,3.98,0.92,10.87,11.76
95CC10W1,1670,259,18,184,3,798,236,114,11,2,25,20,1643,196,27,6,15.51,1.08,11.02,0.18,47.78,14.13,6.83,0.66,0.12,1.50,1.20,11.93,22.22
95CC11W1,929,127,6,48,2,385,118,72,9,0,152,10,813,46,115,7,13.67,0.65,5.17,0.22,41.44,12.70,7.75,0.97,0,16.36,1.08,5.66,6.09
95CC12W1,1845,313,9,299,1,806,234,99,10,2,50,22,1814,298,27,10,16.96,0.49,16.21,0.05,43.69,12.68,5.37,0.54,0.11,2.71,1.19,16.43,37.04
95CC13W1,1669,241,10,242,1,760,211,130,10,6,44,14,1655,248,14,4,14.44,0.60,14.50,0.06,45.54,12.64,7.79,0.60,0.36,2.64,0.84,14.98,28.57
95CC14W1,1988,161,36,175,7,978,343,158,10,1,111,8,1939,203,49,8,8.10,1.81,8.80,0.35,49.20,17.25,7.95,0.50,0.05,5.58,0.40,10.47,16.33
95CC15W1,1916,261,39,299,8,830,213,151,8,3,88,16,1870,331,46,7,13.62,2.04,15.61,0.42,43.32,11.12,7.88,0.42,0.16,4.59,0.84,17.70,15.22
95CC16W1,1784,187,18,174,3,756,298,109,10,0,216,13,1685,181,99,11,10.48,1.01,9.75,0.17,42.38,16.70,6.11,0.56,0,12.11,0.73,10.74,11.11
95CC17W1,1873,271,12,198,1,838,322,139,17,3,54,18,1834,206,37,4,14.47,0.64,10.57,0.05,44.74,17.19,7.42,0.91,0.16,2.88,0.96,11.23,10.81
95CC18W1,1448,125,15,66,3,693,278,92,7,5,158,6,1344,70,104,11,8.63,1.04,4.56,0.21,47.86,19.20,6.35,0.48,0.35,10.91,0.41,5.21,10.58
95CC19W1,1826,270,21,261,4,802,261,127,6,1,50,23,1790,273,36,9,14.79,1.15,14.29,0.22,43.92,14.29,6.96,0.33,0.05,2.74,1.26,15.25,25.00
95CC20S1,893,94,13,108,2,422,146,70,5,0,29,4,876,115,17,6,10.53,1.46,12.09,0.22,47.26,16.35,7.84,0.56,0,3.25,0.45,13.13,35.29
95CC20S2,1115,107,17,147,2,500,145,95,13,2,79,8,1053,145,62,19,9.60,1.52,13.18,0.18,44.84,13.00,8.52,1.17,0.18,7.09,0.72,13.77,30.65
95CC21W1,1869,186,31,145,8,863,238,152,9,4,220,13,1753,157,116,19,9.95,1.66,7.76,0.43,46.17,12.73,8.13,0.48,0.21,11.77,0.70,8.96,16.38
95CC22W1,986,119,11,80,6,373,152,56,11,5,169,4,814,70,157,20,12.07,1.12,8.11,0.61,37.83,15.42,5.68,1.12,0.51,17.14,0.41,8.60,12.74
95DD01W1,1203,96,18,47,4,538,260,102,12,6,115,5,1126,54,72,11,7.98,1.50,3.91,0.33,44.72,21.61,8.48,1.00,0.50,9.56,0.42,4.80,15.28
95DD02S1,921,74,9,93,4,451,147,73,6,5,57,2,879,92,42,10,8.03,0.98,10.10,0.43,48.97,15.96,7.93,0.65,0.54,6.19,0.22,10.47,23.81
95DD02S2,1720,162,22,119,2,878,312,134,7,4,69,11,1683,131,37,10,9.42,1.28,6.92,0.12,51.05,18.14,7.79,0.41,0.23,4.01,0.64,7.78,27.03
95DD03W1,2321,200,42,119,3,1101,474,197,24,11,136,14,2241,147,80,14,8.62,1.81,5.13,0.13,47.44,20.42,8.49,1.03,0.47,5.86,0.60,6.56,17.50
95DD04W1,1034,104,9,86,7,302,156,71,26,11,257,5,752,47,282,48,10.06,0.87,8.32,0.68,29.21,15.09,6.87,2.51,1.06,24.85,0.48,6.25,17.02
95DD05W1,1000,116,6,105,2,342,121,52,19,9,221,7,755,71,245,40,11.60,0.60,10.50,0.20,34.20,12.10,5.20,1.90,0.90,22.10,0.70,9.40,16.33
95DD06W1,1540,113,29,32,5,762,338,126,22,7,103,3,1487,58,52,3,7.34,1.88,2.08,0.32,49.48,21.95,8.18,1.43,0.45,6.69,0.19,3.90,5.77
95DD07S1,887,83,12,58,0,429,147,81,9,6,57,5,850,63,37,7,9.36,1.35,6.54,0,48.37,16.57,9.13,1.01,0.68,6.43,0.56,7.41,18.92
95DD07S2,1119,85,13,85,2,577,218,74,3,5,46,11,1089,95,30,3,7.60,1.16,7.60,0.18,51.56,19.48,6.61,0.27,0.45,4.11,0.98,8.72,10.00
95DD08W1,1177,110,28,61,1,339,181,82,28,11,332,4,813,56,362,33,9.35,2.38,5.18,0.08,28.80,15.38,6.97,2.38,0.93,28.21,0.34,6.89,9.12
95DD09W1,1757,245,26,137,5,837,319,117,11,7,31,22,1742,159,14,4,13.94,1.48,7.80,0.28,47.64,18.16,6.66,0.63,0.40,1.76,1.25,9.13,28.57
95DD10W1,1683,136,42,87,9,787,263,144,19,10,181,5,1582,108,101,21,8.08,2.50,5.17,0.53,46.76,15.63,8.56,1.13,0.59,10.75,0.30,6.83,20.79
95DD11W1,1390,156,20,67,4,467,287,96,35,17,237,4,1064,55,326,32,11.22,1.44,4.82,0.29,33.60,20.65,6.91,2.52,1.22,17.05,0.29,5.17,9.82
95DD12W1,1758,247,17,229,5,866,250,100,5,3,21,15,1745,246,13,0,14.05,0.97,13.03,0.28,49.26,14.22,5.69,0.28,0.17,1.19,0.85,14.10,0
95DD13W1,989,96,16,28,1,355,186,63,15,12,212,5,842,42,145,2,9.71,1.62,2.83,0.10,35.89,18.81,6.37,1.52,1.21,21.44,0.51,4.99,1.38
95DD14S1,1052,108,17,43,1,480,236,62,2,11,89,3,1020,55,32,5,10.27,1.62,4.09,0.10,45.63,22.43,5.89,0.19,1.05,8.46,0.29,5.39,15.63
95DD14S2,1215,110,12,20,2,584,287,110,8,10,63,9,1210,32,4,0,9.05,0.99,1.65,0.16,48.07,23.62,9.05,0.66,0.82,5.19,0.74,2.64,0
95DD15W1,2400,296,29,339,5,1079,328,186,7,2,109,20,2344,351,56,17,12.33,1.21,14.13,0.21,44.96,13.67,7.75,0.29,0.08,4.54,0.83,14.97,30.36
95DD16W1,2083,269,23,242,3,1029,289,150,11,2,41,24,2051,258,32,7,12.91,1.10,11.62,0.14,49.40,13.87,7.20,0.53,0.10,1.97,1.15,12.58,21.88
95DD17W1,2429,345,16,372,0,1148,319,165,6,4,32,22,2396,382,33,6,14.20,0.66,15.31,0,47.26,13.13,6.79,0.25,0.16,1.32,0.91,15.94,18.18
95DD18W1,992,128,9,36,5,374,139,96,12,5,177,11,825,33,160,11,12.90,0.91,3.63,0.50,37.70,14.01,9.68,1.21,0.50,17.84,1.11,4.00,6.88
95DD19S1,1219,105,15,126,5,567,208,93,9,2,85,4,1146,125,73,16,8.61,1.23,10.34,0.41,46.51,17.06,7.63,0.74,0.16,6.97,0.33,10.91,21.92
95DD19S2,987,126,10,92,3,495,163,71,3,0,15,9,977,102,10,0,12.77,1.01,9.32,0.30,50.15,16.51,7.19,0.30,0,1.52,0.91,10.44,0
95DD20W1,906,106,5,71,3,258,119,65,14,2,256,7,689,51,217,25,11.70,0.55,7.84,0.33,28.48,13.13,7.17,1.55,0.22,28.26,0.77,7.40,11.52
95DD21W1,1361,98,23,61,2,553,251,117,18,10,218,10,1187,61,174,23,7.20,1.69,4.48,0.15,40.63,18.44,8.60,1.32,0.73,16.02,0.73,5.14,13.22
95DD22S1,1029,146,16,132,1,494,131,68,4,3,29,5,983,138,40,10,14.19,1.55,12.83,0.10,48.01,12.73,6.61,0.39,0.29,2.82,0.49,14.04,25.00
95DD22S2,983,133,11,115,3,438,141,67,5,1,64,5,940,118,43,8,13.53,1.12,11.70,0.31,44.56,14.34,6.82,0.51,0.10,6.51,0.51,12.55,18.60
95DD23W1,1734,298,15,220,4,802,220,127,5,3,22,18,1717,233,17,2,17.19,0.87,12.69,0.23,46.25,12.69,7.32,0.29,0.17,1.27,1.04,13.57,11.76
95DD24W1,1802,165,30,62,6,746,356,143,15,10,259,10,1692,86,110,6,9.16,1.66,3.44,0.33,41.40,19.76,7.94,0.83,0.55,14.37,0.55,5.08,5.45
95EE01W1,1235,154,10,257,0,487,152,93,5,1,63,13,1195,258,40,9,12.47,0.81,20.81,0,39.43,12.31,7.53,0.40,0.08,5.10,1.05,21.59,22.50
95EE02W1,1295,164,13,144,5,586,217,82,5,2,60,17,1230,136,65,21,12.66,1.00,11.12,0.39,45.25,16.76,6.33,0.39,0.15,4.63,1.31,11.06,32.31
95EE03W1,1149,97,20,74,6,504,215,89,5,3,133,3,1046,75,103,19,8.44,1.74,6.44,0.52,43.86,18.71,7.75,0.44,0.26,11.58,0.26,7.17,18.45
95EE04W1,1259,150,12,183,0,586,156,92,4,0,68,8,1222,189,37,6,11.91,0.95,14.54,0,46.54,12.39,7.31,0.32,0,5.40,0.64,15.47,16.22
95EE05W1,934,145,15,64,2,443,150,65,5,3,35,7,897,77,36,2,15.52,1.61,6.85,0.21,47.43,16.06,6.96,0.54,0.32,3.75,0.75,8.58,5.56
95EE06W1,1530,192,18,270,1,610,225,115,3,2,83,11,1474,274,56,14,12.55,1.18,17.65,0.07,39.87,14.71,7.52,0.20,0.13,5.42,0.72,18.59,25.00
95EE07W1,1029,85,16,82,2,432,162,94,3,3,144,6,944,83,85,15,8.26,1.55,7.97,0.19,41.98,15.74,9.14,0.29,0.29,13.99,0.58,8.79,17.65
95EE08W1,973,80,23,58,1,452,177,72,2,7,95,6,918,74,55,7,8.22,2.36,5.96,0.10,46.45,18.19,7.40,0.21,0.72,9.76,0.62,8.06,12.73
95EE09W1,1230,202,14,184,2,536,154,86,3,1,43,5,1189,186,41,12,16.42,1.14,14.96,0.16,43.58,12.52,6.99,0.24,0.08,3.50,0.41,15.64,29.27
95EE10W1,1136,137,13,181,1,500,140,98,3,2,47,14,1083,180,53,14,12.06,1.14,15.93,0.09,44.01,12.32,8.63,0.26,0.18,4.14,1.23,16.62,26.42
95EE11W1,1075,189,12,162,4,456,148,69,6,1,14,14,1065,173,10,1,17.58,1.12,15.07,0.37,42.42,13.77,6.42,0.56,0.09,1.30,1.30,16.24,10.00
95EE12W1,1461,112,30,95,3,619,273,124,18,6,173,8,1312,96,149,29,7.67,2.05,6.50,0.21,42.37,18.69,8.49,1.23,0.41,11.84,0.55,7.32,19.46
95EE13W1,758,75,22,50,2,303,133,46,4,3,117,3,667,57,91,15,9.89,2.90,6.60,0.26,39.97,17.55,6.07,0.53,0.40,15.44,0.40,8.55,16.48
95EE14W1,1702,214,25,149,6,754,296,138,16,1,87,16,1618,155,84,19,12.57,1.47,8.75,0.35,44.30,17.39,8.11,0.94,0.06,5.11,0.94,9.58,22.62
95EE15W1,1105,158,11,174,3,488,148,92,2,0,17,12,1079,177,26,8,14.30,1.00,15.75,0.27,44.16,13.39,8.33,0.18,0,1.54,1.09,16.40,30.77
95EE16W1,1396,185,8,205,2,648,229,75,10,2,24,8,1371,209,25,4,13.25,0.57,14.68,0.14,46.42,16.40,5.37,0.72,0.14,1.72,0.57,15.24,16.00
95FF01S1,1448,102,5,67,1,710,291,131,11,7,115,8,1413,70,35,2,7.04,0.35,4.63,0.07,49.03,20.10,9.05,0.76,0.48,7.94,0.55,4.95,5.71
95FF01S2,1903,152,7,146,3,855,397,177,23,1,127,15,1829,136,73,17,7.99,0.37,7.67,0.16,44.93,20.86,9.30,1.21,0.05,6.67,0.79,7.44,23.29
95FF02W1,1854,278,4,361,2,810,204,121,12,3,38,21,1846,364,8,1,14.99,0.22,19.47,0.11,43.69,11.00,6.53,0.65,0.16,2.05,1.13,19.72,12.50
95FF03W1,2002,151,3,128,3,867,342,162,27,7,307,5,1877,115,125,16,7.54,0.15,6.39,0.15,43.31,17.08,8.09,1.35,0.35,15.33,0.25,6.13,12.80
95FF04W1,1784,317,6,250,2,812,229,116,5,0,30,17,1774,255,10,1,17.77,0.34,14.01,0.11,45.52,12.84,6.50,0.28,0,1.68,0.95,14.37,10.00
95FF05W1,1543,139,8,170,3,718,177,115,7,2,188,16,1423,157,120,21,9.01,0.52,11.02,0.19,46.53,11.47,7.45,0.45,0.13,12.18,1.04,11.03,17.50
