GeographyCode,KS407NI0001,KS407NI0002,KS407NI0003,KS407NI0004,KS407NI0005,KS407NI0006,KS407NI0007,KS407NI0008,KS407NI0009,KS407NI0010,KS407NI0011,KS407NI0012,KS407NI0013,KS407NI0014,KS407NI0015,KS407NI0016,KS407NI0017,KS407NI0018,KS407NI0019,KS407NI0020,KS407NI0021,KS407NI0022,KS407NI0023,KS407NI0024,KS407NI0025,KS407NI0026,KS407NI0027,KS407NI0028,KS407NI0029,KS407NI0030
95BB03S2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0
95BB04S1,6,39,0,0,6,0,27,0,0,0,0,6,26,1,1,0,0,0,15.38,0,69.23,0,0,0,0,15.38,66.67,2.56,2.56,0
95BB04S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB05S1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB05S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB06W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB07S1,1,57,0,0,0,0,57,0,0,0,0,0,54,3,0,0,0,0,0,0,100.00,0,0,0,0,0,94.74,5.26,0,0
95BB07S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB08S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB08S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB09S1,1,34,0,0,0,0,0,34,0,0,0,0,32,1,0,0,0,0,0,0,0,100.00,0,0,0,0,94.12,2.94,0,0
95BB09S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB10S1,4,27,0,0,10,8,0,0,0,9,0,0,11,9,0,0,0,0,37.04,29.63,0,0,0,33.33,0,0,40.74,33.33,0,0
95BB10S2,1,22,0,0,0,0,22,0,0,0,0,0,17,3,0,0,0,0,0,0,100.00,0,0,0,0,0,77.27,13.64,0,0
95BB11S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB11S2,1,52,0,0,0,0,52,0,0,0,0,0,48,4,0,0,0,0,0,0,100.00,0,0,0,0,0,92.31,7.69,0,0
95BB12S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB12S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB13S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB13S2,1,6,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,100.00,0,0,0,0,0,0,33.33,33.33,0,0
95BB13S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB14S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB14S2,1,28,0,0,0,0,28,0,0,0,0,0,26,2,0,0,0,0,0,0,100.00,0,0,0,0,0,92.86,7.14,0,0
95BB15S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB15S2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB16S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB16S2,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0
95BB17S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB17S2,1,21,0,0,0,0,0,21,0,0,0,0,5,16,0,0,0,0,0,0,0,100.00,0,0,0,0,23.81,76.19,0,0
95BB18S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB18S2,2,67,0,0,0,0,54,13,0,0,0,0,63,4,0,0,0,0,0,0,80.60,19.40,0,0,0,0,94.03,5.97,0,0
95BB19S1,3,56,0,0,0,0,47,9,0,0,0,0,52,4,0,0,0,0,0,0,83.93,16.07,0,0,0,0,92.86,7.14,0,0
95BB19S2,1,7,0,0,0,0,0,7,0,0,0,0,5,2,0,0,0,0,0,0,0,100.00,0,0,0,0,71.43,28.57,0,0
95BB19S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB20S1,5,45,0,0,0,0,10,35,0,0,0,0,31,13,0,0,0,0,0,0,22.22,77.78,0,0,0,0,68.89,28.89,0,0
95BB20S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB21S1,2,8,0,0,0,0,0,8,0,0,0,0,7,1,0,0,0,0,0,0,0,100.00,0,0,0,0,87.50,12.50,0,0
95BB21S2,1,12,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,100.00,0,0,0,0,100.00,0,0,0
95BB22S1,1,32,0,0,0,0,32,0,0,0,0,0,30,2,0,0,0,0,0,0,100.00,0,0,0,0,0,93.75,6.25,0,0
95BB22S2,1,15,0,0,15,0,0,0,0,0,0,0,9,5,0,0,0,0,100.00,0,0,0,0,0,0,0,60.00,33.33,0,0
95BB23S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB23S2,1,49,0,0,0,0,49,0,0,0,0,0,45,4,0,0,0,0,0,0,100.00,0,0,0,0,0,91.84,8.16,0,0
95CC01W1,3,182,92,0,0,0,64,26,0,0,0,0,153,24,0,0,50.55,0,0,0,35.16,14.29,0,0,0,0,84.07,13.19,0,0
95CC02W1,1,32,0,0,0,0,32,0,0,0,0,0,26,5,0,0,0,0,0,0,100.00,0,0,0,0,0,81.25,15.63,0,0
95CC03W1,2,26,0,0,0,0,0,0,0,0,0,26,0,0,5,6,0,0,0,0,0,0,0,0,0,100.00,0,0,19.23,23.08
95CC04W1,3,56,0,0,0,0,48,0,0,3,0,5,46,4,1,1,0,0,0,0,85.71,0,0,5.36,0,8.93,82.14,7.14,1.79,1.79
95CC05W1,1,25,0,0,0,0,25,0,0,0,0,0,23,2,0,0,0,0,0,0,100.00,0,0,0,0,0,92.00,8.00,0,0
95CC06S1,1,10,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,100.00,0,0,10.00,0
95CC06S2,2,16,0,0,3,0,0,13,0,0,0,0,13,0,0,0,0,0,18.75,0,0,81.25,0,0,0,0,81.25,0,0,0
95CC07W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC08W1,1,54,0,0,0,0,54,0,0,0,0,0,52,2,0,0,0,0,0,0,100.00,0,0,0,0,0,96.30,3.70,0,0
95CC09S1,1,11,0,0,0,0,0,11,0,0,0,0,6,5,0,0,0,0,0,0,0,100.00,0,0,0,0,54.55,45.45,0,0
95CC09S2,1,20,0,0,0,0,0,20,0,0,0,0,4,15,0,0,0,0,0,0,0,100.00,0,0,0,0,20.00,75.00,0,0
95CC10W1,2,82,0,0,0,0,82,0,0,0,0,0,72,9,0,0,0,0,0,0,100.00,0,0,0,0,0,87.80,10.98,0,0
95CC11W1,1,8,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,100.00,0,0,0,50.00
95CC12W1,1,34,0,0,0,0,34,0,0,0,0,0,30,0,0,0,0,0,0,0,100.00,0,0,0,0,0,88.24,0,0,0
95CC13W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC14W1,1,18,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,100.00,0,0,0,0,0,100.00,0,0,0
95CC15W1,1,10,0,0,10,0,0,0,0,0,0,0,8,2,0,0,0,0,100.00,0,0,0,0,0,0,0,80.00,20.00,0,0
95CC16W1,1,19,0,0,0,0,0,19,0,0,0,0,11,8,0,0,0,0,0,0,0,100.00,0,0,0,0,57.89,42.11,0,0
95CC17W1,2,6,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,0,0,0,0,0,100.00,0,0,33.33,33.33
95CC18W1,3,33,0,0,0,0,0,33,0,0,0,0,14,13,0,0,0,0,0,0,0,100.00,0,0,0,0,42.42,39.39,0,0
95CC19W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC20S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC20S2,1,44,0,0,0,0,44,0,0,0,0,0,38,6,0,0,0,0,0,0,100.00,0,0,0,0,0,86.36,13.64,0,0
95CC21W1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC22W1,2,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0
95DD01W1,3,68,0,0,0,0,50,0,0,0,0,18,47,3,5,3,0,0,0,0,73.53,0,0,0,0,26.47,69.12,4.41,7.35,4.41
95DD02S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD02S2,1,16,0,0,0,0,0,16,0,0,0,0,11,5,0,0,0,0,0,0,0,100.00,0,0,0,0,68.75,31.25,0,0
95DD03W1,2,29,0,0,29,0,0,0,0,0,0,0,25,4,0,0,0,0,100.00,0,0,0,0,0,0,0,86.21,13.79,0,0
95DD04W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD05W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD06W1,3,161,0,0,0,0,125,36,0,0,0,0,137,23,0,0,0,0,0,0,77.64,22.36,0,0,0,0,85.09,14.29,0,0
95DD07S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD07S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD08W1,4,43,0,0,0,0,0,0,0,12,0,31,8,4,7,8,0,0,0,0,0,0,0,27.91,0,72.09,18.60,9.30,16.28,18.60
95DD09W1,1,18,0,0,0,0,0,18,0,0,0,0,11,5,0,0,0,0,0,0,0,100.00,0,0,0,0,61.11,27.78,0,0
95DD10W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD11W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD12W1,1,28,0,0,0,0,28,0,0,0,0,0,25,3,0,0,0,0,0,0,100.00,0,0,0,0,0,89.29,10.71,0,0
95DD13W1,3,41,0,0,0,0,39,0,2,0,0,0,38,3,0,0,0,0,0,0,95.12,0,4.88,0,0,0,92.68,7.32,0,0
95DD14S1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,100.00,0,0,50.00,0
95DD14S2,2,7,0,0,0,0,0,7,0,0,0,0,5,1,0,0,0,0,0,0,0,100.00,0,0,0,0,71.43,14.29,0,0
95DD15W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD16W1,1,38,0,0,38,0,0,0,0,0,0,0,36,2,0,0,0,0,100.00,0,0,0,0,0,0,0,94.74,5.26,0,0
95DD17W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD18W1,3,72,0,0,0,0,55,0,6,0,0,11,51,6,5,1,0,0,0,0,76.39,0,8.33,0,0,15.28,70.83,8.33,6.94,1.39
95DD19S1,1,49,0,0,0,0,49,0,0,0,0,0,40,7,0,0,0,0,0,0,100.00,0,0,0,0,0,81.63,14.29,0,0
95DD19S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD20W1,1,4,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,100.00,0,0,0,0,0,0,0,50.00,50.00,0,0
95DD21W1,1,9,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,0,0,0,0,0,0,100.00,0,0,55.56,44.44,0,0
95DD22S1,1,18,0,0,0,0,0,0,0,0,0,18,0,0,3,2,0,0,0,0,0,0,0,0,0,100.00,0,0,16.67,11.11
95DD22S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD23W1,1,19,0,0,0,0,0,19,0,0,0,0,18,1,0,0,0,0,0,0,0,100.00,0,0,0,0,94.74,5.26,0,0
95DD24W1,1,19,0,0,19,0,0,0,0,0,0,0,12,7,0,0,0,0,100.00,0,0,0,0,0,0,0,63.16,36.84,0,0
95EE01W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE02W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE03W1,3,16,0,0,0,16,0,0,0,0,0,0,13,2,0,0,0,0,0,100.00,0,0,0,0,0,0,81.25,12.50,0,0
95EE04W1,1,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,100.00,0,0,0,0,100.00,0,0,0
95EE05W1,2,12,0,0,0,0,0,12,0,0,0,0,10,2,0,0,0,0,0,0,0,100.00,0,0,0,0,83.33,16.67,0,0
95EE06W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE07W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE08W1,3,86,0,0,20,0,66,0,0,0,0,0,76,8,0,0,0,0,23.26,0,76.74,0,0,0,0,0,88.37,9.30,0,0
95EE09W1,2,31,0,0,0,0,0,31,0,0,0,0,18,10,0,0,0,0,0,0,0,100.00,0,0,0,0,58.06,32.26,0,0
95EE10W1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE11W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE12W1,1,7,0,0,0,7,0,0,0,0,0,0,3,2,0,0,0,0,0,100.00,0,0,0,0,0,0,42.86,28.57,0,0
95EE13W1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE14W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE15W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE16W1,1,15,0,0,0,0,0,15,0,0,0,0,10,5,0,0,0,0,0,0,0,100.00,0,0,0,0,66.67,33.33,0,0
95FF01S1,1,31,0,0,0,0,31,0,0,0,0,0,29,2,0,0,0,0,0,0,100.00,0,0,0,0,0,93.55,6.45,0,0
95FF01S2,2,12,0,0,0,0,12,0,0,0,0,0,10,1,0,0,0,0,0,0,100.00,0,0,0,0,0,83.33,8.33,0,0
95FF02W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF03W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF04W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF05W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF06S1,2,62,0,0,17,0,45,0,0,0,0,0,38,24,0,0,0,0,27.42,0,72.58,0,0,0,0,0,61.29,38.71,0,0
95FF06S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF07W1,1,6,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,100.00,0,0,0,0,0,0,33.33,33.33,0,0
95FF08W1,4,36,0,0,25,11,0,0,0,0,0,0,23,8,0,0,0,0,69.44,30.56,0,0,0,0,0,0,63.89,22.22,0,0
95FF09W1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100.00,0,0,0,0,0,0,0,0,100.00,0,0
95FF10W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF11W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF12W1,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,0,0,0,33.33
95FF13W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF14W1,1,19,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,100.00,0,0,0,0,0,100.00,0,0,0
95FF15W1,3,60,0,0,0,0,27,0,0,33,0,0,52,7,0,0,0,0,0,0,45.00,0,0,55.00,0,0,86.67,11.67,0,0
95FF16W1,1,57,0,0,0,0,57,0,0,0,0,0,56,1,0,0,0,0,0,0,100.00,0,0,0,0,0,98.25,1.75,0,0
95FF17W1,2,7,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,0,0,0,0,100.00,0,0,0,0,57.14,42.86,0,0
95GG01S1,2,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,100.00,0,0,0,0,0,0,0,100.00,0,0,0
95GG01S2,2,59,0,0,25,34,0,0,0,0,0,0,39,18,0,0,0,0,42.37,57.63,0,0,0,0,0,0,66.10,30.51,0,0
95GG01S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG02S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG02S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG02S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG03S1,3,51,0,0,0,0,28,0,0,23,0,0,38,13,0,0,0,0,0,0,54.90,0,0,45.10,0,0,74.51,25.49,0,0
95GG03S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG03S3,1,31,0,0,0,0,31,0,0,0,0,0,30,1,0,0,0,0,0,0,100.00,0,0,0,0,0,96.77,3.23,0,0
95GG04S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG04S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG04S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG05S1,2,36,0,11,0,0,0,25,0,0,0,0,24,9,0,0,0,30.56,0,0,0,69.44,0,0,0,0,66.67,25.00,0,0
95GG05S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG05S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG06S1,1,59,0,0,0,0,59,0,0,0,0,0,49,10,0,0,0,0,0,0,100.00,0,0,0,0,0,83.05,16.95,0,0
95GG06S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG06S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG07S1,1,18,0,0,0,0,0,0,0,0,0,18,0,0,6,1,0,0,0,0,0,0,0,0,0,100.00,0,0,33.33,5.56
95GG07S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG07S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG08S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG08S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG08S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG09S1,4,62,0,0,16,0,34,0,6,6,0,0,51,5,0,0,0,0,25.81,0,54.84,0,9.68,9.68,0,0,82.26,8.06,0,0
95GG09S2,1,40,0,0,0,0,40,0,0,0,0,0,37,2,0,0,0,0,0,0,100.00,0,0,0,0,0,92.50,5.00,0,0
95GG09S3,2,8,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,100.00,0,0,0,0,0,0,0,100.00,0,0,0
95GG10S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG10S2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100.00,0,0,0,0,0,0,100.00,0,0,0
95GG11S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
