GeographyCode,KS405NI0001,KS405NI0002,KS405NI0003,KS405NI0004,KS405NI0005,KS405NI0006,KS405NI0007,KS405NI0008,KS405NI0009,KS405NI0010,KS405NI0011,KS405NI0012
95CC11W1,786,246,343,142,39,16,810,31.30,43.64,18.07,4.96,2.04
95CC12W1,890,51,318,345,106,70,1640,5.73,35.73,38.76,11.91,7.87
95CC13W1,817,61,260,334,101,61,1505,7.47,31.82,40.88,12.36,7.47
95CC14W1,1132,104,455,422,108,43,1799,9.19,40.19,37.28,9.54,3.80
95CC15W1,1007,95,384,385,98,45,1650,9.43,38.13,38.23,9.73,4.47
95CC16W1,1076,205,438,321,71,41,1489,19.05,40.71,29.83,6.60,3.81
95CC17W1,897,75,302,360,99,61,1587,8.36,33.67,40.13,11.04,6.80
95CC18W1,937,174,379,285,74,25,1302,18.57,40.45,30.42,7.90,2.67
95CC19W1,981,110,349,351,112,59,1642,11.21,35.58,35.78,11.42,6.01
95CC20S1,484,39,186,193,44,22,797,8.06,38.43,39.88,9.09,4.55
95CC20S2,643,85,269,225,50,14,927,13.22,41.84,34.99,7.78,2.18
95CC21W1,1167,179,494,372,81,41,1650,15.34,42.33,31.88,6.94,3.51
95CC22W1,842,249,410,153,25,5,813,29.57,48.69,18.17,2.97,0.59
95DD01W1,836,116,334,289,81,16,1222,13.88,39.95,34.57,9.69,1.91
95DD02S1,599,106,260,179,40,14,800,17.70,43.41,29.88,6.68,2.34
95DD02S2,891,62,342,372,78,37,1493,6.96,38.38,41.75,8.75,4.15
95DD03W1,1389,110,628,531,99,21,2080,7.92,45.21,38.23,7.13,1.51
95DD04W1,859,388,370,83,13,5,595,45.17,43.07,9.66,1.51,0.58
95DD05W1,685,254,290,112,21,8,610,37.08,42.34,16.35,3.07,1.17
95DD06W1,944,79,403,353,82,27,1469,8.37,42.69,37.39,8.69,2.86
95DD07S1,689,103,336,182,53,15,923,14.95,48.77,26.42,7.69,2.18
95DD07S2,723,93,316,238,55,21,1053,12.86,43.71,32.92,7.61,2.90
95DD08W1,1041,488,455,85,10,3,668,46.88,43.71,8.17,0.96,0.29
95DD09W1,929,43,293,396,137,60,1769,4.63,31.54,42.63,14.75,6.46
95DD10W1,1180,226,515,345,68,26,1517,19.15,43.64,29.24,5.76,2.20
95DD11W1,955,336,449,144,19,7,824,35.18,47.02,15.08,1.99,0.73
95DD12W1,890,49,282,368,109,82,1720,5.51,31.69,41.35,12.25,9.21
95DD13W1,741,231,358,121,20,11,704,31.17,48.31,16.33,2.70,1.48
95DD14S1,626,74,280,211,50,11,898,11.82,44.73,33.71,7.99,1.76
95DD14S2,607,20,194,279,82,32,1135,3.29,31.96,45.96,13.51,5.27
95DD15W1,1174,81,426,450,133,84,2096,6.90,36.29,38.33,11.33,7.16
95DD16W1,1019,55,296,432,153,83,1994,5.40,29.05,42.39,15.01,8.15
95DD17W1,1148,70,344,489,156,89,2188,6.10,29.97,42.60,13.59,7.75
95DD18W1,873,259,418,151,33,12,874,29.67,47.88,17.30,3.78,1.37
95DD19S1,732,125,301,236,55,15,1005,17.08,41.12,32.24,7.51,2.05
95DD19S2,543,40,178,225,70,30,966,7.37,32.78,41.44,12.89,5.52
95DD20W1,826,327,402,82,10,5,619,39.59,48.67,9.93,1.21,0.61
95DD21W1,891,191,413,240,38,9,1045,21.44,46.35,26.94,4.26,1.01
95DD22S1,559,71,187,196,65,40,957,12.70,33.45,35.06,11.63,7.16
95DD22S2,597,103,232,171,66,25,884,17.25,38.86,28.64,11.06,4.19
95DD23W1,881,40,285,354,135,67,1687,4.54,32.35,40.18,15.32,7.60
95DD24W1,990,144,450,295,80,21,1365,14.55,45.45,29.80,8.08,2.12
95EE01W1,592,52,243,201,68,28,974,8.78,41.05,33.95,11.49,4.73
95EE02W1,790,117,337,250,63,23,1129,14.81,42.66,31.65,7.97,2.91
95EE03W1,808,187,343,226,37,15,972,23.14,42.45,27.97,4.58,1.86
95EE04W1,736,90,307,247,65,27,1110,12.23,41.71,33.56,8.83,3.67
95EE05W1,577,67,212,212,65,21,921,11.61,36.74,36.74,11.27,3.64
95EE06W1,692,77,270,248,54,43,1130,11.13,39.02,35.84,7.80,6.21
95EE07W1,740,149,362,176,40,13,889,20.14,48.92,23.78,5.41,1.76
95EE08W1,711,134,324,206,36,11,888,18.85,45.57,28.97,5.06,1.55
95EE09W1,605,67,208,221,67,42,1038,11.07,34.38,36.53,11.07,6.94
95EE10W1,598,67,234,192,62,43,1011,11.20,39.13,32.11,10.37,7.19
95EE11W1,551,38,186,213,72,42,1030,6.90,33.76,38.66,13.07,7.62
95EE12W1,1059,272,496,255,29,7,1121,25.68,46.84,24.08,2.74,0.66
95EE13W1,718,233,286,152,34,13,752,32.45,39.83,21.17,4.74,1.81
95EE14W1,1016,119,426,367,76,28,1506,11.71,41.93,36.12,7.48,2.76
95EE15W1,606,60,229,219,53,45,1024,9.90,37.79,36.14,8.75,7.43
95EE16W1,709,49,268,264,90,38,1225,6.91,37.80,37.24,12.69,5.36
95FF01S1,781,46,334,305,70,26,1270,5.89,42.77,39.05,8.96,3.33
95FF01S2,959,77,361,407,88,26,1553,8.03,37.64,42.44,9.18,2.71
95FF02W1,923,56,286,400,122,59,1719,6.07,30.99,43.34,13.22,6.39
95FF03W1,1169,157,579,360,52,21,1544,13.43,49.53,30.80,4.45,1.80
95FF04W1,862,50,245,369,132,66,1666,5.80,28.42,42.81,15.31,7.66
95FF05W1,1119,244,485,317,52,21,1366,21.81,43.34,28.33,4.65,1.88
95FF06S1,820,111,362,292,40,15,1137,13.54,44.15,35.61,4.88,1.83
95FF06S2,720,50,253,323,63,31,1225,6.94,35.14,44.86,8.75,4.31
95FF07W1,1154,343,522,228,55,6,1167,29.72,45.23,19.76,4.77,0.52
95FF08W1,993,245,417,249,63,19,1186,24.67,41.99,25.08,6.34,1.91
95FF09W1,1000,209,441,262,63,25,1264,20.90,44.10,26.20,6.30,2.50
95FF10W1,1216,60,378,544,161,73,2267,4.93,31.09,44.74,13.24,6.00
95FF11W1,873,48,268,384,111,62,1653,5.50,30.70,43.99,12.71,7.10
95FF12W1,1018,109,410,372,86,41,1600,10.71,40.28,36.54,8.45,4.03
95FF13W1,977,90,356,363,118,50,1648,9.21,36.44,37.15,12.08,5.12
95FF14W1,862,43,244,388,126,61,1659,4.99,28.31,45.01,14.62,7.08
95FF15W1,1073,222,457,306,66,22,1362,20.69,42.59,28.52,6.15,2.05
95FF16W1,927,134,337,351,82,23,1383,14.46,36.35,37.86,8.85,2.48
95FF17W1,857,302,403,129,20,3,735,35.24,47.02,15.05,2.33,0.35
95GG01S1,739,220,376,112,24,7,710,29.77,50.88,15.16,3.25,0.95
95GG01S2,624,265,268,77,11,3,483,42.47,42.95,12.34,1.76,0.48
95GG01S3,641,240,296,81,17,7,538,37.44,46.18,12.64,2.65,1.09
95GG02S1,749,445,263,36,4,1,351,59.41,35.11,4.81,0.53,0.13
95GG02S2,859,550,278,30,1,0,341,64.03,32.36,3.49,0.12,0
95GG02S3,960,684,231,36,7,2,332,71.25,24.06,3.75,0.73,0.21
95GG03S1,895,163,454,235,35,8,1064,18.21,50.73,26.26,3.91,0.89
95GG03S2,767,137,349,224,49,8,981,17.86,45.50,29.20,6.39,1.04
95GG03S3,1005,269,509,196,27,4,1000,26.77,50.65,19.50,2.69,0.40
95GG04S1,801,434,303,54,4,6,447,54.18,37.83,6.74,0.50,0.75
95GG04S2,640,348,254,32,3,3,340,54.37,39.69,5.00,0.47,0.47
95GG04S3,856,527,285,40,2,2,379,61.57,33.29,4.67,0.23,0.23
95GG05S1,845,284,406,143,11,1,729,33.61,48.05,16.92,1.30,0.12
95GG05S2,948,285,486,156,18,3,866,30.06,51.27,16.46,1.90,0.32
95GG05S3,1007,472,407,114,10,4,683,46.87,40.42,11.32,0.99,0.40
95GG06S1,794,328,358,93,14,1,590,41.31,45.09,11.71,1.76,0.13
95GG06S2,833,288,427,106,12,0,675,34.57,51.26,12.73,1.44,0
95GG06S3,754,203,342,175,29,5,801,26.92,45.36,23.21,3.85,0.66
95GG07S1,796,383,341,62,10,0,495,48.12,42.84,7.79,1.26,0
95GG07S2,788,504,250,31,1,2,325,63.96,31.73,3.93,0.13,0.25
95GG07S3,685,353,280,43,7,2,395,51.53,40.88,6.28,1.02,0.29
95GG08S1,554,95,256,169,29,5,702,17.15,46.21,30.51,5.23,0.90
95GG08S2,810,357,357,82,12,2,565,44.07,44.07,10.12,1.48,0.25
95GG08S3,787,216,412,145,10,4,752,27.45,52.35,18.42,1.27,0.51
95GG09S1,844,84,341,345,52,22,1289,9.95,40.40,40.88,6.16,2.61
95GG09S2,808,136,411,210,40,11,997,16.83,50.87,25.99,4.95,1.36
95GG09S3,952,315,457,165,13,2,834,33.09,48.00,17.33,1.37,0.21
95GG10S1,966,513,380,58,15,0,541,53.11,39.34,6.00,1.55,0
95GG10S2,1051,579,369,83,13,7,603,55.09,35.11,7.90,1.24,0.67
95GG11S1,987,504,409,67,5,2,567,51.06,41.44,6.79,0.51,0.20
95GG11S2,701,133,346,196,19,7,825,18.97,49.36,27.96,2.71,1.00
95GG11S3,998,433,455,97,11,2,690,43.39,45.59,9.72,1.10,0.20
95GG12S1,558,250,187,77,32,12,487,44.80,33.51,13.80,5.73,2.15
95GG12S2,727,350,212,95,55,15,629,48.14,29.16,13.07,7.57,2.06
95GG12S3,586,294,174,74,29,15,470,50.17,29.69,12.63,4.95,2.56
95GG12S4,719,419,187,73,25,15,471,58.28,26.01,10.15,3.48,2.09
95GG12S5,839,485,290,45,14,5,443,57.81,34.56,5.36,1.67,0.60
95GG13S1,664,300,293,63,7,1,445,45.18,44.13,9.49,1.05,0.15
95GG13S2,665,128,287,203,38,9,844,19.25,43.16,30.53,5.71,1.35
95GG13S3,787,283,347,134,19,4,696,35.96,44.09,17.03,2.41,0.51
95GG14S1,618,85,289,201,37,6,827,13.75,46.76,32.52,5.99,0.97
95GG14S2,582,78,197,251,44,12,882,13.40,33.85,43.13,7.56,2.06
95GG14S3,617,68,301,197,40,11,859,11.02,48.78,31.93,6.48,1.78
95GG15S1,736,53,305,309,55,14,1147,7.20,41.44,41.98,7.47,1.90
95GG15S2,890,114,426,302,41,7,1182,12.81,47.87,33.93,4.61,0.79
95GG15S3,918,252,436,205,15,10,932,27.45,47.49,22.33,1.63,1.09
95GG16S1,866,361,393,99,11,2,632,41.69,45.38,11.43,1.27,0.23
95GG16S2,777,252,342,154,23,6,745,32.43,44.02,19.82,2.96,0.77
95GG16S3,587,170,279,115,18,5,583,28.96,47.53,19.59,3.07,0.85
95GG17S1,770,376,273,96,18,7,552,48.83,35.45,12.47,2.34,0.91
95GG17S2,623,149,317,128,25,4,664,23.92,50.88,20.55,4.01,0.64
95GG17S3,744,353,287,89,14,1,512,47.45,38.58,11.96,1.88,0.13
95GG18S1,1073,655,375,40,0,3,468,61.04,34.95,3.73,0,0.28
95GG18S2,1070,649,353,53,8,7,519,60.65,32.99,4.95,0.75,0.65
95GG19S1,1061,711,306,35,4,5,410,67.01,28.84,3.30,0.38,0.47
95GG19S2,1178,701,406,59,10,2,568,59.51,34.47,5.01,0.85,0.17
95GG20S1,1393,789,526,74,1,3,691,56.64,37.76,5.31,0.07,0.22
95GG20S2,966,532,364,60,9,1,515,55.07,37.68,6.21,0.93,0.10
95GG21S1,639,455,159,18,6,1,217,71.21,24.88,2.82,0.94,0.16
95GG21S2,675,510,139,21,5,0,196,75.56,20.59,3.11,0.74,0
95GG21S3,948,647,252,42,4,3,363,68.25,26.58,4.43,0.42,0.32
95GG22S1,733,308,322,85,11,7,553,42.02,43.93,11.60,1.50,0.95
95GG22S2,814,309,359,117,24,5,686,37.96,44.10,14.37,2.95,0.61
95GG22S3,661,220,330,95,13,3,571,33.28,49.92,14.37,1.97,0.45
95GG23S1,566,59,280,190,29,8,779,10.42,49.47,33.57,5.12,1.41
95GG23S2,579,127,220,176,48,8,751,21.93,38.00,30.40,8.29,1.38
95GG23S3,676,103,338,192,30,13,873,15.24,50.00,28.40,4.44,1.92
95GG24S1,612,161,308,118,18,7,626,26.31,50.33,19.28,2.94,1.14
95GG24S2,712,280,323,89,19,1,563,39.33,45.37,12.50,2.67,0.14
95GG24S3,621,148,266,163,41,3,727,23.83,42.83,26.25,6.60,0.48
95GG25S1,868,383,345,110,24,6,662,44.12,39.75,12.67,2.76,0.69
95GG25S2,716,266,329,101,17,3,594,37.15,45.95,14.11,2.37,0.42
95GG25S3,610,272,268,58,9,3,423,44.59,43.93,9.51,1.48,0.49
95GG26S1,848,401,369,66,12,0,537,47.29,43.51,7.78,1.42,0
95GG26S2,806,406,326,65,6,3,486,50.37,40.45,8.06,0.74,0.37
95GG27S1,487,88,247,125,24,3,581,18.07,50.72,25.67,4.93,0.62
95GG27S2,607,247,265,81,13,1,471,40.69,43.66,13.34,2.14,0.16
95GG27S3,727,314,307,95,6,5,536,43.19,42.23,13.07,0.83,0.69
95GG27S4,646,315,261,62,6,2,411,48.76,40.40,9.60,0.93,0.31
95GG28S1,839,174,414,208,37,6,965,20.74,49.34,24.79,4.41,0.72
95GG28S2,712,233,327,129,20,3,658,32.72,45.93,18.12,2.81,0.42
95GG28S3,774,410,300,56,6,2,438,52.97,38.76,7.24,0.78,0.26
95GG29S1,1083,556,447,73,5,2,616,51.34,41.27,6.74,0.46,0.18
95GG29S2,1347,523,640,165,13,6,1035,38.83,47.51,12.25,0.97,0.45
95GG30S1,763,279,313,149,18,4,681,36.57,41.02,19.53,2.36,0.52
95GG30S2,695,94,303,256,33,9,951,13.53,43.60,36.83,4.75,1.29
95GG30S3,625,86,336,165,35,3,784,13.76,53.76,26.40,5.60,0.48
95GG31S1,793,116,427,207,33,10,981,14.63,53.85,26.10,4.16,1.26
95GG31S2,800,256,384,125,29,6,745,32.00,48.00,15.63,3.63,0.75
95GG31S3,870,414,359,73,18,6,583,47.59,41.26,8.39,2.07,0.69
95GG32S1,1257,470,566,184,32,5,1053,37.39,45.03,14.64,2.55,0.40
95GG32S2,698,309,286,81,17,5,523,44.27,40.97,11.60,2.44,0.72
95GG32S3,694,210,351,105,21,7,661,30.26,50.58,15.13,3.03,1.01
95GG33S1,737,52,267,313,82,23,1242,7.06,36.23,42.47,11.13,3.12
95GG33S2,618,78,223,227,62,28,993,12.62,36.08,36.73,10.03,4.53
95GG33S3,840,161,397,222,51,9,1030,19.17,47.26,26.43,6.07,1.07
95GG34S1,650,264,275,95,13,3,516,40.62,42.31,14.62,2.00,0.46
95GG34S2,553,58,273,171,42,9,779,10.49,49.37,30.92,7.59,1.63
95GG34S3,796,112,432,213,34,5,986,14.07,54.27,26.76,4.27,0.63
95GG35S1,867,588,247,27,5,0,316,67.82,28.49,3.11,0.58,0
95GG35S2,731,521,183,20,3,4,248,71.27,25.03,2.74,0.41,0.55
95GG35S3,646,420,199,25,0,2,260,65.02,30.80,3.87,0,0.31
95GG36S1,827,203,439,164,17,4,836,24.55,53.08,19.83,2.06,0.48
95GG36S2,836,144,394,266,21,11,1034,17.22,47.13,31.82,2.51,1.32
95GG36S3,818,140,421,212,37,8,988,17.11,51.47,25.92,4.52,0.98
95GG37S1,779,104,368,260,35,12,1044,13.35,47.24,33.38,4.49,1.54
95GG37S2,819,222,395,167,26,9,843,27.11,48.23,20.39,3.17,1.10
95GG37S3,1089,247,580,225,34,3,1144,22.68,53.26,20.66,3.12,0.28
95GG38S1,1369,220,638,408,75,28,1798,16.07,46.60,29.80,5.48,2.05
95GG38S2,853,219,420,186,22,6,884,25.67,49.24,21.81,2.58,0.70
95GG38S3,693,142,322,206,18,5,809,20.49,46.46,29.73,2.60,0.72
95GG39S1,1172,685,397,82,8,0,585,58.45,33.87,7.00,0.68,0
95GG39S2,1402,819,462,99,18,4,731,58.42,32.95,7.06,1.28,0.29
95GG39S3,1042,651,328,47,10,6,491,62.48,31.48,4.51,0.96,0.58
95GG40S1,802,507,245,42,7,1,354,63.22,30.55,5.24,0.87,0.12
95GG40S2,1059,679,347,31,1,1,416,64.12,32.77,2.93,0.09,0.09
95GG41S1,789,44,290,374,59,22,1307,5.58,36.76,47.40,7.48,2.79
95GG41S2,596,63,200,252,64,17,968,10.57,33.56,42.28,10.74,2.85
95GG41S3,788,128,337,276,39,8,1039,16.24,42.77,35.03,4.95,1.02
95GG42S1,689,61,267,285,51,25,1108,8.85,38.75,41.36,7.40,3.63
95GG42S2,209,49,86,58,11,5,257,23.44,41.15,27.75,5.26,2.39
95GG42S3,740,179,286,196,59,20,944,24.19,38.65,26.49,7.97,2.70
95GG42S4,968,147,473,284,49,15,1249,15.19,48.86,29.34,5.06,1.55
95GG43S1,720,282,323,102,13,0,566,39.17,44.86,14.17,1.81,0
95GG43S2,734,196,385,129,18,6,721,26.70,52.45,17.57,2.45,0.82
95GG43S3,862,305,431,120,5,1,690,35.38,50.00,13.92,0.58,0.12
95GG44S1,1390,790,491,94,13,2,727,56.83,35.32,6.76,0.94,0.14
95GG44S2,1315,716,482,109,6,2,727,54.45,36.65,8.29,0.46,0.15
95GG45S1,694,56,273,290,58,17,1097,8.07,39.34,41.79,8.36,2.45
95GG45S2,686,320,276,79,9,2,470,46.65,40.23,11.52,1.31,0.29
95GG45S3,749,191,371,161,23,3,774,25.50,49.53,21.50,3.07,0.40
95GG46S1,663,333,249,63,13,5,434,50.23,37.56,9.50,1.96,0.75
95GG46S2,646,335,252,50,8,1,380,51.86,39.01,7.74,1.24,0.15
95GG46S3,623,372,204,32,13,2,315,59.71,32.74,5.14,2.09,0.32
95GG47S1,1025,642,308,64,8,3,472,62.63,30.05,6.24,0.78,0.29
95GG47S2,801,489,253,52,6,1,380,61.05,31.59,6.49,0.75,0.12
95GG47S3,815,430,318,58,7,2,463,52.76,39.02,7.12,0.86,0.25
95GG48S1,620,355,230,31,3,1,305,57.26,37.10,5.00,0.48,0.16
95GG48S2,842,525,284,30,3,0,353,62.35,33.73,3.56,0.36,0
95GG48S3,589,356,194,26,11,2,288,60.44,32.94,4.41,1.87,0.34
95GG49S1,748,205,340,155,33,15,821,27.41,45.45,20.72,4.41,2.01
95GG49S2,948,398,344,137,53,16,847,41.98,36.29,14.45,5.59,1.69
95GG49S3,821,382,287,90,33,29,692,46.53,34.96,10.96,4.02,3.53
95GG49S4,834,389,295,111,23,16,659,46.64,35.37,13.31,2.76,1.92
95GG50S1,764,354,326,77,6,1,502,46.34,42.67,10.08,0.79,0.13
95GG50S2,972,538,355,67,10,2,527,55.35,36.52,6.89,1.03,0.21
95GG50S3,917,460,373,75,8,1,551,50.16,40.68,8.18,0.87,0.11
95GG51S1,683,368,270,42,2,1,364,53.88,39.53,6.15,0.29,0.15
95GG51S2,710,435,231,33,10,1,331,61.27,32.54,4.65,1.41,0.14
95GG51S3,688,439,218,28,3,0,283,63.81,31.69,4.07,0.44,0
95HH01W1,890,172,436,232,41,9,1065,19.33,48.99,26.07,4.61,1.01
95HH02S1,522,53,247,175,36,11,749,10.15,47.32,33.52,6.90,2.11
95HH02S2,541,18,183,259,66,15,962,3.33,33.83,47.87,12.20,2.77
95HH03W1,726,116,328,216,54,12,971,15.98,45.18,29.75,7.44,1.65
95HH04S1,645,39,301,238,54,13,993,6.05,46.67,36.90,8.37,2.02
95HH04S2,515,52,179,204,63,17,847,10.10,34.76,39.61,12.23,3.30
95HH05W1,908,333,412,143,15,5,765,36.67,45.37,15.75,1.65,0.55
95HH06S1,762,53,235,352,90,32,1347,6.96,30.84,46.19,11.81,4.20
95HH06S2,920,100,390,357,62,11,1343,10.87,42.39,38.80,6.74,1.20
95HH07W1,733,276,329,109,15,4,609,37.65,44.88,14.87,2.05,0.55
95HH08W1,1083,137,457,370,84,35,1597,12.65,42.20,34.16,7.76,3.23
95HH09W1,1423,561,650,190,16,6,1106,39.42,45.68,13.35,1.12,0.42
95HH10W1,945,93,338,405,83,26,1512,9.84,35.77,42.86,8.78,2.75
95HH11W1,655,255,320,67,11,2,495,38.93,48.85,10.23,1.68,0.31
95HH12W1,626,112,294,181,32,7,785,17.89,46.96,28.91,5.11,1.12
95HH13W1,614,243,293,66,10,2,463,39.58,47.72,10.75,1.63,0.33
95HH14W1,764,309,343,91,19,2,591,40.45,44.90,11.91,2.49,0.26
95HH15W1,1083,279,463,251,65,25,1262,25.76,42.75,23.18,6.00,2.31
95HH16W1,917,159,421,251,70,16,1216,17.34,45.91,27.37,7.63,1.74
95HH17W1,928,72,370,350,93,43,1534,7.76,39.87,37.72,10.02,4.63
95II01S1,626,63,266,226,61,10,944,10.06,42.49,36.10,9.74,1.60
95II01S2,634,41,256,233,75,29,1072,6.47,40.38,36.75,11.83,4.57
