GeographyCode,KS107NI0001,KS107NI0002,KS107NI0003,KS107NI0004,KS107NI0005,KS107NI0006,KS107NI0007,KS107NI0008,KS107NI0009,KS107NI0010,KS107NI0011,KS107NI0012,KS107NI0013,KS107NI0014,KS107NI0015,KS107NI0016,KS107NI0017,KS107NI0018,KS107NI0019,KS107NI0020,KS107NI0021
95BB08S1,47,16,16,15,4,0,4,0,43,16,12,15,34.04,34.04,31.91,0,100.00,0,37.21,27.91,34.88
95BB08S2,23,12,7,4,4,1,2,1,19,11,5,3,52.17,30.43,17.39,25.00,50.00,25.00,57.89,26.32,15.79
95BB09S1,27,13,7,7,0,0,0,0,27,13,7,7,48.15,25.93,25.93,0,0,0,48.15,25.93,25.93
95BB09S2,28,10,13,5,2,0,2,0,26,10,11,5,35.71,46.43,17.86,0,100.00,0,38.46,42.31,19.23
95BB10S1,57,18,21,18,6,0,2,4,51,18,19,14,31.58,36.84,31.58,0,33.33,66.67,35.29,37.25,27.45
95BB10S2,25,7,5,13,3,0,1,2,22,7,4,11,28.00,20.00,52.00,0,33.33,66.67,31.82,18.18,50.00
95BB11S1,75,30,9,36,5,1,1,3,70,29,8,33,40.00,12.00,48.00,20.00,20.00,60.00,41.43,11.43,47.14
95BB11S2,36,17,10,9,2,1,1,0,34,16,9,9,47.22,27.78,25.00,50.00,50.00,0,47.06,26.47,26.47
95BB12S1,90,35,12,43,3,0,2,1,87,35,10,42,38.89,13.33,47.78,0,66.67,33.33,40.23,11.49,48.28
95BB12S2,37,13,11,13,5,1,2,2,32,12,9,11,35.14,29.73,35.14,20.00,40.00,40.00,37.50,28.13,34.38
95BB13S1,72,19,15,38,6,0,3,3,66,19,12,35,26.39,20.83,52.78,0,50.00,50.00,28.79,18.18,53.03
95BB13S2,59,30,13,16,2,0,1,1,57,30,12,15,50.85,22.03,27.12,0,50.00,50.00,52.63,21.05,26.32
95BB13S3,45,12,16,17,4,0,4,0,41,12,12,17,26.67,35.56,37.78,0,100.00,0,29.27,29.27,41.46
95BB14S1,16,4,9,3,2,1,1,0,14,3,8,3,25.00,56.25,18.75,50.00,50.00,0,21.43,57.14,21.43
95BB14S2,32,16,9,7,2,2,0,0,30,14,9,7,50.00,28.13,21.88,100.00,0,0,46.67,30.00,23.33
95BB15S1,35,11,14,10,3,0,2,1,32,11,12,9,31.43,40.00,28.57,0,66.67,33.33,34.38,37.50,28.13
95BB15S2,62,13,17,32,1,0,1,0,61,13,16,32,20.97,27.42,51.61,0,100.00,0,21.31,26.23,52.46
95BB16S1,14,4,7,3,1,0,1,0,13,4,6,3,28.57,50.00,21.43,0,100.00,0,30.77,46.15,23.08
95BB16S2,19,5,10,4,0,0,0,0,19,5,10,4,26.32,52.63,21.05,0,0,0,26.32,52.63,21.05
95BB17S1,81,26,22,33,9,0,3,6,72,26,19,27,32.10,27.16,40.74,0,33.33,66.67,36.11,26.39,37.50
95BB17S2,71,28,12,31,4,1,0,3,67,27,12,28,39.44,16.90,43.66,25.00,0,75.00,40.30,17.91,41.79
95BB18S1,70,22,19,29,6,1,2,3,64,21,17,26,31.43,27.14,41.43,16.67,33.33,50.00,32.81,26.56,40.63
95BB18S2,43,14,13,16,3,0,2,1,40,14,11,15,32.56,30.23,37.21,0,66.67,33.33,35.00,27.50,37.50
95BB19S1,50,16,17,17,3,1,1,1,47,15,16,16,32.00,34.00,34.00,33.33,33.33,33.33,31.91,34.04,34.04
95BB19S2,35,16,16,3,3,1,2,0,32,15,14,3,45.71,45.71,8.57,33.33,66.67,0,46.88,43.75,9.38
95BB19S3,32,16,13,3,0,0,0,0,32,16,13,3,50.00,40.63,9.38,0,0,0,50.00,40.63,9.38
95BB20S1,36,8,7,21,8,2,2,4,28,6,5,17,22.22,19.44,58.33,25.00,25.00,50.00,21.43,17.86,60.71
95BB20S2,49,13,14,22,2,0,2,0,47,13,12,22,26.53,28.57,44.90,0,100.00,0,27.66,25.53,46.81
95BB21S1,71,23,16,32,9,1,2,6,62,22,14,26,32.39,22.54,45.07,11.11,22.22,66.67,35.48,22.58,41.94
95BB21S2,53,18,21,14,5,0,4,1,48,18,17,13,33.96,39.62,26.42,0,80.00,20.00,37.50,35.42,27.08
95BB22S1,81,37,11,33,6,2,2,2,75,35,9,31,45.68,13.58,40.74,33.33,33.33,33.33,46.67,12.00,41.33
95BB22S2,113,31,15,67,11,1,3,7,102,30,12,60,27.43,13.27,59.29,9.09,27.27,63.64,29.41,11.76,58.82
95BB23S1,21,3,10,8,8,0,6,2,13,3,4,6,14.29,47.62,38.10,0,75.00,25.00,23.08,30.77,46.15
95BB23S2,28,12,13,3,1,0,1,0,27,12,12,3,42.86,46.43,10.71,0,100.00,0,44.44,44.44,11.11
95CC01W1,113,36,24,53,17,2,5,10,96,34,19,43,31.86,21.24,46.90,11.76,29.41,58.82,35.42,19.79,44.79
95CC02W1,35,10,12,13,10,2,4,4,25,8,8,9,28.57,34.29,37.14,20.00,40.00,40.00,32.00,32.00,36.00
95CC03W1,187,61,27,99,14,0,3,11,173,61,24,88,32.62,14.44,52.94,0,21.43,78.57,35.26,13.87,50.87
95CC04W1,47,15,13,19,7,0,4,3,40,15,9,16,31.91,27.66,40.43,0,57.14,42.86,37.50,22.50,40.00
95CC05W1,58,22,10,26,8,1,3,4,50,21,7,22,37.93,17.24,44.83,12.50,37.50,50.00,42.00,14.00,44.00
95CC06S1,39,11,15,13,4,0,2,2,35,11,13,11,28.21,38.46,33.33,0,50.00,50.00,31.43,37.14,31.43
95CC06S2,51,19,12,20,3,1,2,0,48,18,10,20,37.25,23.53,39.22,33.33,66.67,0,37.50,20.83,41.67
95CC07W1,103,26,24,53,15,2,11,2,88,24,13,51,25.24,23.30,51.46,13.33,73.33,13.33,27.27,14.77,57.95
95CC08W1,136,33,21,82,10,3,3,4,126,30,18,78,24.26,15.44,60.29,30.00,30.00,40.00,23.81,14.29,61.90
95CC09S1,17,5,8,4,5,0,5,0,12,5,3,4,29.41,47.06,23.53,0,100.00,0,41.67,25.00,33.33
95CC09S2,41,21,9,11,0,0,0,0,41,21,9,11,51.22,21.95,26.83,0,0,0,51.22,21.95,26.83
95CC10W1,32,12,11,9,7,0,6,1,25,12,5,8,37.50,34.38,28.13,0,85.71,14.29,48.00,20.00,32.00
95CC11W1,82,25,15,42,9,1,3,5,73,24,12,37,30.49,18.29,51.22,11.11,33.33,55.56,32.88,16.44,50.68
95CC12W1,52,21,9,22,7,1,3,3,45,20,6,19,40.38,17.31,42.31,14.29,42.86,42.86,44.44,13.33,42.22
95CC13W1,37,7,13,17,8,0,5,3,29,7,8,14,18.92,35.14,45.95,0,62.50,37.50,24.14,27.59,48.28
95CC14W1,80,35,15,30,5,2,1,2,75,33,14,28,43.75,18.75,37.50,40.00,20.00,40.00,44.00,18.67,37.33
95CC15W1,66,21,21,24,5,0,3,2,61,21,18,22,31.82,31.82,36.36,0,60.00,40.00,34.43,29.51,36.07
95CC16W1,95,29,20,46,16,1,8,7,79,28,12,39,30.53,21.05,48.42,6.25,50.00,43.75,35.44,15.19,49.37
95CC17W1,46,15,12,19,6,1,4,1,40,14,8,18,32.61,26.09,41.30,16.67,66.67,16.67,35.00,20.00,45.00
95CC18W1,69,21,27,21,10,1,7,2,59,20,20,19,30.43,39.13,30.43,10.00,70.00,20.00,33.90,33.90,32.20
95CC19W1,55,16,15,24,10,0,6,4,45,16,9,20,29.09,27.27,43.64,0,60.00,40.00,35.56,20.00,44.44
95CC20S1,27,10,9,8,5,1,2,2,22,9,7,6,37.04,33.33,29.63,20.00,40.00,40.00,40.91,31.82,27.27
95CC20S2,43,15,12,16,3,0,2,1,40,15,10,15,34.88,27.91,37.21,0,66.67,33.33,37.50,25.00,37.50
95CC21W1,89,29,21,39,15,5,5,5,74,24,16,34,32.58,23.60,43.82,33.33,33.33,33.33,32.43,21.62,45.95
95CC22W1,69,23,13,33,8,1,4,3,61,22,9,30,33.33,18.84,47.83,12.50,50.00,37.50,36.07,14.75,49.18
95DD01W1,29,17,4,8,3,1,1,1,26,16,3,7,58.62,13.79,27.59,33.33,33.33,33.33,61.54,11.54,26.92
95DD02S1,45,12,17,16,5,0,3,2,40,12,14,14,26.67,37.78,35.56,0,60.00,40.00,30.00,35.00,35.00
95DD02S2,56,16,24,16,9,1,7,1,47,15,17,15,28.57,42.86,28.57,11.11,77.78,11.11,31.91,36.17,31.91
95DD03W1,110,32,47,31,9,1,3,5,101,31,44,26,29.09,42.73,28.18,11.11,33.33,55.56,30.69,43.56,25.74
95DD04W1,130,46,20,64,6,0,2,4,124,46,18,60,35.38,15.38,49.23,0,33.33,66.67,37.10,14.52,48.39
95DD05W1,121,46,12,63,6,0,2,4,115,46,10,59,38.02,9.92,52.07,0,33.33,66.67,40.00,8.70,51.30
95DD06W1,34,13,13,8,3,0,2,1,31,13,11,7,38.24,38.24,23.53,0,66.67,33.33,41.94,35.48,22.58
95DD07S1,45,14,14,17,6,1,2,3,39,13,12,14,31.11,31.11,37.78,16.67,33.33,50.00,33.33,30.77,35.90
95DD07S2,48,22,15,11,7,1,5,1,41,21,10,10,45.83,31.25,22.92,14.29,71.43,14.29,51.22,24.39,24.39
95DD08W1,73,26,17,30,7,1,3,3,66,25,14,27,35.62,23.29,41.10,14.29,42.86,42.86,37.88,21.21,40.91
95DD09W1,34,10,14,10,8,1,6,1,26,9,8,9,29.41,41.18,29.41,12.50,75.00,12.50,34.62,30.77,34.62
95DD10W1,93,40,18,35,10,2,4,4,83,38,14,31,43.01,19.35,37.63,20.00,40.00,40.00,45.78,16.87,37.35
95DD11W1,153,44,18,91,9,1,1,7,144,43,17,84,28.76,11.76,59.48,11.11,11.11,77.78,29.86,11.81,58.33
95DD12W1,32,15,10,7,7,2,2,3,25,13,8,4,46.88,31.25,21.88,28.57,28.57,42.86,52.00,32.00,16.00
95DD13W1,71,22,14,35,6,1,0,5,65,21,14,30,30.99,19.72,49.30,16.67,0,83.33,32.31,21.54,46.15
95DD14S1,51,17,18,16,2,0,1,1,49,17,17,15,33.33,35.29,31.37,0,50.00,50.00,34.69,34.69,30.61
95DD14S2,23,7,12,4,3,0,3,0,20,7,9,4,30.43,52.17,17.39,0,100.00,0,35.00,45.00,20.00
95DD15W1,70,15,25,30,12,1,10,1,58,14,15,29,21.43,35.71,42.86,8.33,83.33,8.33,24.14,25.86,50.00
95DD16W1,34,11,14,9,4,1,3,0,30,10,11,9,32.35,41.18,26.47,25.00,75.00,0,33.33,36.67,30.00
95DD17W1,44,17,15,12,8,0,6,2,36,17,9,10,38.64,34.09,27.27,0,75.00,25.00,47.22,25.00,27.78
95DD18W1,59,21,14,24,5,0,3,2,54,21,11,22,35.59,23.73,40.68,0,60.00,40.00,38.89,20.37,40.74
95DD19S1,78,29,19,30,4,1,1,2,74,28,18,28,37.18,24.36,38.46,25.00,25.00,50.00,37.84,24.32,37.84
95DD19S2,19,11,3,5,1,0,1,0,18,11,2,5,57.89,15.79,26.32,0,100.00,0,61.11,11.11,27.78
95DD20W1,87,35,19,33,2,0,2,0,85,35,17,33,40.23,21.84,37.93,0,100.00,0,41.18,20.00,38.82
95DD21W1,96,29,24,43,7,0,4,3,89,29,20,40,30.21,25.00,44.79,0,57.14,42.86,32.58,22.47,44.94
95DD22S1,24,7,5,12,7,1,3,3,17,6,2,9,29.17,20.83,50.00,14.29,42.86,42.86,35.29,11.76,52.94
95DD22S2,37,12,8,17,4,0,2,2,33,12,6,15,32.43,21.62,45.95,0,50.00,50.00,36.36,18.18,45.45
95DD23W1,29,7,7,15,8,2,3,3,21,5,4,12,24.14,24.14,51.72,25.00,37.50,37.50,23.81,19.05,57.14
95DD24W1,85,24,30,31,12,2,8,2,73,22,22,29,28.24,35.29,36.47,16.67,66.67,16.67,30.14,30.14,39.73
95EE01W1,30,14,3,13,0,0,0,0,30,14,3,13,46.67,10.00,43.33,0,0,0,46.67,10.00,43.33
95EE02W1,38,11,5,22,2,0,1,1,36,11,4,21,28.95,13.16,57.89,0,50.00,50.00,30.56,11.11,58.33
95EE03W1,60,12,9,39,2,1,0,1,58,11,9,38,20.00,15.00,65.00,50.00,0,50.00,18.97,15.52,65.52
95EE04W1,44,14,14,16,1,0,1,0,43,14,13,16,31.82,31.82,36.36,0,100.00,0,32.56,30.23,37.21
95EE05W1,16,3,7,6,1,0,1,0,15,3,6,6,18.75,43.75,37.50,0,100.00,0,20.00,40.00,40.00
95EE06W1,41,13,15,13,4,0,2,2,37,13,13,11,31.71,36.59,31.71,0,50.00,50.00,35.14,35.14,29.73
95EE07W1,65,24,8,33,0,0,0,0,65,24,8,33,36.92,12.31,50.77,0,0,0,36.92,12.31,50.77
95EE08W1,43,10,13,20,3,0,2,1,40,10,11,19,23.26,30.23,46.51,0,66.67,33.33,25.00,27.50,47.50
95EE09W1,23,9,7,7,4,1,2,1,19,8,5,6,39.13,30.43,30.43,25.00,50.00,25.00,42.11,26.32,31.58
95EE10W1,21,9,5,7,3,3,0,0,18,6,5,7,42.86,23.81,33.33,100.00,0,0,33.33,27.78,38.89
95EE11W1,16,4,1,11,1,0,0,1,15,4,1,10,25.00,6.25,68.75,0,0,100.00,26.67,6.67,66.67
95EE12W1,128,43,19,66,3,1,1,1,125,42,18,65,33.59,14.84,51.56,33.33,33.33,33.33,33.60,14.40,52.00
95EE13W1,34,8,9,17,5,2,0,3,29,6,9,14,23.53,26.47,50.00,40.00,0,60.00,20.69,31.03,48.28
95EE14W1,66,16,16,34,1,0,0,1,65,16,16,33,24.24,24.24,51.52,0,0,100.00,24.62,24.62,50.77
95EE15W1,17,2,1,14,1,0,1,0,16,2,0,14,11.76,5.88,82.35,0,100.00,0,12.50,0,87.50
95EE16W1,26,4,6,16,4,0,0,4,22,4,6,12,15.38,23.08,61.54,0,0,100.00,18.18,27.27,54.55
95FF01S1,58,18,27,13,7,1,5,1,51,17,22,12,31.03,46.55,22.41,14.29,71.43,14.29,33.33,43.14,23.53
95FF01S2,93,36,33,24,10,4,4,2,83,32,29,22,38.71,35.48,25.81,40.00,40.00,20.00,38.55,34.94,26.51
95FF02W1,33,8,10,15,6,0,2,4,27,8,8,11,24.24,30.30,45.45,0,33.33,66.67,29.63,29.63,40.74
95FF03W1,149,43,37,69,11,2,8,1,138,41,29,68,28.86,24.83,46.31,18.18,72.73,9.09,29.71,21.01,49.28
95FF04W1,24,4,10,10,1,0,1,0,23,4,9,10,16.67,41.67,41.67,0,100.00,0,17.39,39.13,43.48
95FF05W1,100,24,30,46,12,0,5,7,88,24,25,39,24.00,30.00,46.00,0,41.67,58.33,27.27,28.41,44.32
95FF06S1,58,20,19,19,5,0,4,1,53,20,15,18,34.48,32.76,32.76,0,80.00,20.00,37.74,28.30,33.96
95FF06S2,48,20,18,10,4,1,2,1,44,19,16,9,41.67,37.50,20.83,25.00,50.00,25.00,43.18,36.36,20.45
95FF07W1,170,41,42,87,11,3,6,2,159,38,36,85,24.12,24.71,51.18,27.27,54.55,18.18,23.90,22.64,53.46
95FF08W1,62,17,22,23,7,0,5,2,55,17,17,21,27.42,35.48,37.10,0,71.43,28.57,30.91,30.91,38.18
95FF09W1,78,12,23,43,8,0,4,4,70,12,19,39,15.38,29.49,55.13,0,50.00,50.00,17.14,27.14,55.71
95FF10W1,63,20,24,19,8,1,4,3,55,19,20,16,31.75,38.10,30.16,12.50,50.00,37.50,34.55,36.36,29.09
95FF11W1,22,5,6,11,1,0,1,0,21,5,5,11,22.73,27.27,50.00,0,100.00,0,23.81,23.81,52.38
95FF12W1,66,21,19,26,6,0,4,2,60,21,15,24,31.82,28.79,39.39,0,66.67,33.33,35.00,25.00,40.00
95FF13W1,53,22,11,20,6,1,5,0,47,21,6,20,41.51,20.75,37.74,16.67,83.33,0,44.68,12.77,42.55
95FF14W1,16,5,4,7,3,1,1,1,13,4,3,6,31.25,25.00,43.75,33.33,33.33,33.33,30.77,23.08,46.15
95FF15W1,100,24,26,50,8,1,4,3,92,23,22,47,24.00,26.00,50.00,12.50,50.00,37.50,25.00,23.91,51.09
95FF16W1,60,14,13,33,10,0,3,7,50,14,10,26,23.33,21.67,55.00,0,30.00,70.00,28.00,20.00,52.00
95FF17W1,67,19,18,30,5,0,3,2,62,19,15,28,28.36,26.87,44.78,0,60.00,40.00,30.65,24.19,45.16
95GG01S1,68,16,14,38,3,0,3,0,65,16,11,38,23.53,20.59,55.88,0,100.00,0,24.62,16.92,58.46
95GG01S2,62,21,18,23,4,0,3,1,58,21,15,22,33.87,29.03,37.10,0,75.00,25.00,36.21,25.86,37.93
95GG01S3,69,25,18,26,5,0,3,2,64,25,15,24,36.23,26.09,37.68,0,60.00,40.00,39.06,23.44,37.50
95GG02S1,188,44,22,122,11,0,2,9,177,44,20,113,23.40,11.70,64.89,0,18.18,81.82,24.86,11.30,63.84
95GG02S2,234,74,19,141,19,0,4,15,215,74,15,126,31.62,8.12,60.26,0,21.05,78.95,34.42,6.98,58.60
95GG02S3,260,75,25,160,18,1,3,14,242,74,22,146,28.85,9.62,61.54,5.56,16.67,77.78,30.58,9.09,60.33
95GG03S1,50,12,18,20,6,1,5,0,44,11,13,20,24.00,36.00,40.00,16.67,83.33,0,25.00,29.55,45.45
95GG03S2,37,15,11,11,4,1,3,0,33,14,8,11,40.54,29.73,29.73,25.00,75.00,0,42.42,24.24,33.33
95GG03S3,56,20,11,25,4,3,1,0,52,17,10,25,35.71,19.64,44.64,75.00,25.00,0,32.69,19.23,48.08
95GG04S1,162,50,16,96,13,0,2,11,149,50,14,85,30.86,9.88,59.26,0,15.38,84.62,33.56,9.40,57.05
95GG04S2,155,55,11,89,5,1,2,2,150,54,9,87,35.48,7.10,57.42,20.00,40.00,40.00,36.00,6.00,58.00
95GG04S3,107,31,25,51,5,1,3,1,102,30,22,50,28.97,23.36,47.66,20.00,60.00,20.00,29.41,21.57,49.02
95GG05S1,57,19,18,20,3,0,2,1,54,19,16,19,33.33,31.58,35.09,0,66.67,33.33,35.19,29.63,35.19
95GG05S2,57,27,14,16,7,1,4,2,50,26,10,14,47.37,24.56,28.07,14.29,57.14,28.57,52.00,20.00,28.00
95GG05S3,95,33,24,38,11,2,7,2,84,31,17,36,34.74,25.26,40.00,18.18,63.64,18.18,36.90,20.24,42.86
95GG06S1,144,49,20,75,6,0,3,3,138,49,17,72,34.03,13.89,52.08,0,50.00,50.00,35.51,12.32,52.17
95GG06S2,90,34,19,37,7,2,2,3,83,32,17,34,37.78,21.11,41.11,28.57,28.57,42.86,38.55,20.48,40.96
95GG06S3,88,40,21,27,7,1,5,1,81,39,16,26,45.45,23.86,30.68,14.29,71.43,14.29,48.15,19.75,32.10
95GG07S1,121,41,26,54,8,1,1,6,113,40,25,48,33.88,21.49,44.63,12.50,12.50,75.00,35.40,22.12,42.48
95GG07S2,194,59,16,119,15,1,4,10,179,58,12,109,30.41,8.25,61.34,6.67,26.67,66.67,32.40,6.70,60.89
95GG07S3,132,61,17,54,7,1,4,2,125,60,13,52,46.21,12.88,40.91,14.29,57.14,28.57,48.00,10.40,41.60
95GG08S1,35,15,4,16,1,0,0,1,34,15,4,15,42.86,11.43,45.71,0,0,100.00,44.12,11.76,44.12
95GG08S2,128,60,16,52,9,4,1,4,119,56,15,48,46.88,12.50,40.63,44.44,11.11,44.44,47.06,12.61,40.34
95GG08S3,120,44,21,55,9,2,4,3,111,42,17,52,36.67,17.50,45.83,22.22,44.44,33.33,37.84,15.32,46.85
95GG09S1,30,10,12,8,5,0,3,2,25,10,9,6,33.33,40.00,26.67,0,60.00,40.00,40.00,36.00,24.00
95GG09S2,50,20,11,19,3,0,1,2,47,20,10,17,40.00,22.00,38.00,0,33.33,66.67,42.55,21.28,36.17
95GG09S3,123,52,24,47,5,1,2,2,118,51,22,45,42.28,19.51,38.21,20.00,40.00,40.00,43.22,18.64,38.14
95GG10S1,86,37,11,38,11,3,4,4,75,34,7,34,43.02,12.79,44.19,27.27,36.36,36.36,45.33,9.33,45.33
95GG10S2,121,38,21,62,8,0,3,5,113,38,18,57,31.40,17.36,51.24,0,37.50,62.50,33.63,15.93,50.44
95GG11S1,117,39,25,53,10,1,2,7,107,38,23,46,33.33,21.37,45.30,10.00,20.00,70.00,35.51,21.50,42.99
95GG11S2,33,12,7,14,2,0,2,0,31,12,5,14,36.36,21.21,42.42,0,100.00,0,38.71,16.13,45.16
95GG11S3,88,31,22,35,9,2,3,4,79,29,19,31,35.23,25.00,39.77,22.22,33.33,44.44,36.71,24.05,39.24
95GG12S1,8,2,3,3,2,0,1,1,6,2,2,2,25.00,37.50,37.50,0,50.00,50.00,33.33,33.33,33.33
95GG12S2,21,3,7,11,4,0,3,1,17,3,4,10,14.29,33.33,52.38,0,75.00,25.00,17.65,23.53,58.82
95GG12S3,11,5,1,5,2,2,0,0,9,3,1,5,45.45,9.09,45.45,100.00,0,0,33.33,11.11,55.56
95GG12S4,8,4,1,3,1,0,0,1,7,4,1,2,50.00,12.50,37.50,0,0,100.00,57.14,14.29,28.57
95GG12S5,157,43,12,102,11,1,2,8,146,42,10,94,27.39,7.64,64.97,9.09,18.18,72.73,28.77,6.85,64.38
95GG13S1,79,31,12,36,1,0,0,1,78,31,12,35,39.24,15.19,45.57,0,0,100.00,39.74,15.38,44.87
95GG13S2,49,15,15,19,2,0,2,0,47,15,13,19,30.61,30.61,38.78,0,100.00,0,31.91,27.66,40.43
95GG13S3,70,26,20,24,4,0,3,1,66,26,17,23,37.14,28.57,34.29,0,75.00,25.00,39.39,25.76,34.85
95GG14S1,36,17,10,9,0,0,0,0,36,17,10,9,47.22,27.78,25.00,0,0,0,47.22,27.78,25.00
95GG14S2,28,9,10,9,1,0,0,1,27,9,10,8,32.14,35.71,32.14,0,0,100.00,33.33,37.04,29.63
95GG14S3,37,11,16,10,2,0,2,0,35,11,14,10,29.73,43.24,27.03,0,100.00,0,31.43,40.00,28.57
95GG15S1,13,3,7,3,3,1,2,0,10,2,5,3,23.08,53.85,23.08,33.33,66.67,0,20.00,50.00,30.00
95GG15S2,45,10,20,15,1,0,1,0,44,10,19,15,22.22,44.44,33.33,0,100.00,0,22.73,43.18,34.09
95GG15S3,52,20,14,18,2,0,1,1,50,20,13,17,38.46,26.92,34.62,0,50.00,50.00,40.00,26.00,34.00
95GG16S1,115,38,27,50,7,0,2,5,108,38,25,45,33.04,23.48,43.48,0,28.57,71.43,35.19,23.15,41.67
95GG16S2,96,27,23,46,7,0,2,5,89,27,21,41,28.13,23.96,47.92,0,28.57,71.43,30.34,23.60,46.07
95GG16S3,63,19,9,35,4,2,2,0,59,17,7,35,30.16,14.29,55.56,50.00,50.00,0,28.81,11.86,59.32
