GeographyCode,KS401NI0001,KS401NI0002,KS401NI0003,KS401NI0004,KS401NI0005,KS401NI0006,KS401NI0007,KS401NI0008,KS401NI0009,KS401NI0010,KS401NI0011,KS401NI0012,KS401NI0013,KS401NI0014,KS401NI0015,KS401NI0016,KS401NI0017,KS401NI0018,KS401NI0019,KS401NI0020
95BB21S1,1017,1017,0,1017,932,85,462,333,209,10,2,1,0,45.43,32.74,20.55,0.98,0.20,0.10,0
95BB21S2,1060,1060,0,1060,889,171,531,274,197,55,0,1,2,50.09,25.85,18.58,5.19,0,0.09,0.19
95BB22S1,619,619,0,619,596,23,100,190,246,83,0,0,0,16.16,30.69,39.74,13.41,0,0,0
95BB22S2,620,620,0,620,598,22,58,165,264,133,0,0,0,9.35,26.61,42.58,21.45,0,0,0
95BB23S1,654,654,0,654,638,16,350,242,44,17,1,0,0,53.52,37.00,6.73,2.60,0.15,0,0
95BB23S2,531,531,0,531,523,8,354,167,9,0,0,1,0,66.67,31.45,1.69,0,0,0.19,0
95CC01W1,956,956,0,956,904,52,271,282,311,77,7,8,0,28.35,29.50,32.53,8.05,0.73,0.84,0
95CC02W1,931,931,0,931,875,56,783,121,24,0,0,0,3,84.10,13.00,2.58,0,0,0,0.32
95CC03W1,1200,1200,0,1200,1127,73,172,329,477,182,27,13,0,14.33,27.42,39.75,15.17,2.25,1.08,0
95CC04W1,891,891,0,891,790,101,652,113,117,1,0,0,8,73.18,12.68,13.13,0.11,0,0,0.90
95CC05W1,1021,1021,0,1021,954,67,715,180,101,11,8,0,6,70.03,17.63,9.89,1.08,0.78,0,0.59
95CC06S1,611,611,0,611,579,32,373,174,49,12,3,0,0,61.05,28.48,8.02,1.96,0.49,0,0
95CC06S2,539,539,0,539,517,22,202,297,33,5,2,0,0,37.48,55.10,6.12,0.93,0.37,0,0
95CC07W1,1234,1234,0,1234,1108,126,917,243,41,23,3,0,7,74.31,19.69,3.32,1.86,0.24,0,0.57
95CC08W1,1056,1056,0,1056,990,66,255,377,363,54,0,7,0,24.15,35.70,34.38,5.11,0,0.66,0
95CC09S1,539,539,0,539,494,45,464,47,10,3,7,0,8,86.09,8.72,1.86,0.56,1.30,0,1.48
95CC09S2,751,751,0,751,696,55,428,227,92,0,2,0,2,56.99,30.23,12.25,0,0.27,0,0.27
95CC10W1,974,974,0,974,901,73,722,159,87,0,2,0,4,74.13,16.32,8.93,0,0.21,0,0.41
95CC11W1,896,896,0,896,786,110,153,305,344,60,16,18,0,17.08,34.04,38.39,6.70,1.79,2.01,0
95CC12W1,959,959,0,959,890,69,754,126,58,2,2,3,14,78.62,13.14,6.05,0.21,0.21,0.31,1.46
95CC13W1,869,869,0,869,817,52,614,170,76,1,3,2,3,70.66,19.56,8.75,0.12,0.35,0.23,0.35
95CC14W1,1192,1192,0,1192,1132,60,663,363,165,0,1,0,0,55.62,30.45,13.84,0,0.08,0,0
95CC15W1,1092,1092,0,1092,1007,85,757,203,121,3,4,0,4,69.32,18.59,11.08,0.27,0.37,0,0.37
95CC16W1,1126,1126,0,1126,1076,50,517,269,295,34,1,6,4,45.91,23.89,26.20,3.02,0.09,0.53,0.36
95CC17W1,971,971,0,971,897,74,668,108,181,2,1,1,10,68.80,11.12,18.64,0.21,0.10,0.10,1.03
95CC18W1,1017,1017,0,1017,937,80,510,242,178,58,3,25,1,50.15,23.80,17.50,5.70,0.29,2.46,0.10
95CC19W1,1053,1053,0,1053,981,72,702,186,148,7,1,3,6,66.67,17.66,14.06,0.66,0.09,0.28,0.57
95CC20S1,497,497,0,497,484,13,285,162,47,2,1,0,0,57.34,32.60,9.46,0.40,0.20,0,0
95CC20S2,668,668,0,668,643,25,258,266,99,37,5,3,0,38.62,39.82,14.82,5.54,0.75,0.45,0
95CC21W1,1237,1237,0,1237,1167,70,541,317,298,64,7,10,0,43.73,25.63,24.09,5.17,0.57,0.81,0
95CC22W1,911,911,0,911,842,69,111,290,350,141,15,4,0,12.18,31.83,38.42,15.48,1.65,0.44,0
95DD01W1,881,881,0,881,836,45,546,198,87,46,4,0,0,61.98,22.47,9.88,5.22,0.45,0,0
95DD02S1,615,615,0,615,599,16,202,198,166,49,0,0,0,32.85,32.20,26.99,7.97,0,0,0
95DD02S2,918,918,0,918,891,27,437,341,111,24,3,0,2,47.60,37.15,12.09,2.61,0.33,0,0.22
95DD03W1,1431,1431,0,1431,1389,42,727,494,142,60,7,1,0,50.80,34.52,9.92,4.19,0.49,0.07,0
95DD04W1,886,886,0,886,859,27,90,195,439,160,2,0,0,10.16,22.01,49.55,18.06,0.23,0,0
95DD05W1,705,705,0,705,685,20,105,203,368,29,0,0,0,14.89,28.79,52.20,4.11,0,0,0
95DD06W1,967,967,0,967,944,23,783,155,17,11,1,0,0,80.97,16.03,1.76,1.14,0.10,0,0
95DD07S1,720,720,0,720,689,31,303,133,234,49,0,1,0,42.08,18.47,32.50,6.81,0,0.14,0
95DD07S2,747,747,0,747,723,24,325,221,103,88,5,5,0,43.51,29.59,13.79,11.78,0.67,0.67,0
95DD08W1,1098,1098,0,1098,1041,57,66,216,442,314,50,10,0,6.01,19.67,40.26,28.60,4.55,0.91,0
95DD09W1,981,981,0,981,929,52,832,97,46,1,0,1,4,84.81,9.89,4.69,0.10,0,0.10,0.41
95DD10W1,1224,1224,0,1224,1180,44,437,322,397,61,3,2,2,35.70,26.31,32.43,4.98,0.25,0.16,0.16
95DD11W1,974,974,0,974,955,19,174,138,540,112,9,1,0,17.86,14.17,55.44,11.50,0.92,0.10,0
95DD12W1,934,934,0,934,890,44,734,158,33,2,1,2,4,78.59,16.92,3.53,0.21,0.11,0.21,0.43
95DD13W1,768,768,0,768,741,27,91,334,225,110,4,4,0,11.85,43.49,29.30,14.32,0.52,0.52,0
95DD14S1,651,651,0,651,626,25,241,303,81,24,1,1,0,37.02,46.54,12.44,3.69,0.15,0.15,0
95DD14S2,637,637,0,637,607,30,495,66,59,12,2,2,1,77.71,10.36,9.26,1.88,0.31,0.31,0.16
95DD15W1,1228,1228,0,1228,1174,54,848,218,143,9,4,3,3,69.06,17.75,11.64,0.73,0.33,0.24,0.24
95DD16W1,1092,1092,0,1092,1019,73,906,118,54,4,2,0,8,82.97,10.81,4.95,0.37,0.18,0,0.73
95DD17W1,1207,1207,0,1207,1148,59,981,151,61,6,0,1,7,81.28,12.51,5.05,0.50,0,0.08,0.58
95DD18W1,933,933,0,933,873,60,172,291,374,73,13,10,0,18.44,31.19,40.09,7.82,1.39,1.07,0
95DD19S1,753,753,0,753,732,21,233,273,233,5,0,8,1,30.94,36.25,30.94,0.66,0,1.06,0.13
95DD19S2,566,566,0,566,543,23,378,141,44,1,0,1,1,66.78,24.91,7.77,0.18,0,0.18,0.18
95DD20W1,866,866,0,866,826,40,44,157,382,277,1,5,0,5.08,18.13,44.11,31.99,0.12,0.58,0
95DD21W1,927,927,0,927,891,36,337,256,257,66,10,1,0,36.35,27.62,27.72,7.12,1.08,0.11,0
95DD22S1,595,595,0,595,559,36,409,81,68,20,6,11,0,68.74,13.61,11.43,3.36,1.01,1.85,0
95DD22S2,614,614,0,614,597,17,335,182,66,28,3,0,0,54.56,29.64,10.75,4.56,0.49,0,0
95DD23W1,950,950,0,950,881,69,837,78,21,5,4,0,5,88.11,8.21,2.21,0.53,0.42,0,0.53
95DD24W1,1005,1005,0,1005,990,15,376,550,42,31,5,0,1,37.41,54.73,4.18,3.08,0.50,0,0.10
95EE01W1,600,600,0,600,592,8,370,188,36,0,3,1,2,61.67,31.33,6.00,0,0.50,0.17,0.33
95EE02W1,823,823,0,823,790,33,440,303,73,2,0,3,2,53.46,36.82,8.87,0.24,0,0.36,0.24
95EE03W1,838,838,0,838,808,30,443,207,145,37,5,1,0,52.86,24.70,17.30,4.42,0.60,0.12,0
95EE04W1,758,758,0,758,736,22,312,377,62,4,0,3,0,41.16,49.74,8.18,0.53,0,0.40,0
95EE05W1,600,600,0,600,577,23,336,234,15,12,1,0,2,56.00,39.00,2.50,2.00,0.17,0,0.33
95EE06W1,712,712,0,712,692,20,426,228,51,3,1,2,1,59.83,32.02,7.16,0.42,0.14,0.28,0.14
95EE07W1,767,767,0,767,740,27,233,441,92,0,0,0,1,30.38,57.50,11.99,0,0,0,0.13
95EE08W1,777,777,0,777,711,66,412,147,117,74,16,11,0,53.02,18.92,15.06,9.52,2.06,1.42,0
95EE09W1,632,632,0,632,605,27,445,143,36,2,1,1,4,70.41,22.63,5.70,0.32,0.16,0.16,0.63
95EE10W1,619,619,0,619,598,21,378,156,75,4,2,2,2,61.07,25.20,12.12,0.65,0.32,0.32,0.32
95EE11W1,567,567,0,567,551,16,435,123,3,1,1,0,4,76.72,21.69,0.53,0.18,0.18,0,0.71
95EE12W1,1095,1095,0,1095,1059,36,269,511,247,66,2,0,0,24.57,46.67,22.56,6.03,0.18,0,0
95EE13W1,784,783,1,785,718,67,256,123,235,143,17,11,0,32.61,15.67,29.94,18.22,2.17,1.40,0
95EE14W1,1060,1060,0,1060,1016,44,590,388,77,2,2,0,1,55.66,36.60,7.26,0.19,0.19,0,0.09
95EE15W1,628,628,0,628,606,22,378,237,12,0,0,0,1,60.19,37.74,1.91,0,0,0,0.16
95EE16W1,757,757,0,757,709,48,482,258,10,0,0,3,4,63.67,34.08,1.32,0,0,0.40,0.53
95FF01S1,802,802,0,802,781,21,375,282,144,1,0,0,0,46.76,35.16,17.96,0.12,0,0,0
95FF01S2,993,993,0,993,959,34,605,204,149,34,1,0,0,60.93,20.54,15.01,3.42,0.10,0,0
95FF02W1,1007,1007,0,1007,923,84,821,98,66,1,2,1,18,81.53,9.73,6.55,0.10,0.20,0.10,1.79
95FF03W1,1216,1216,0,1216,1169,47,200,659,319,36,2,0,0,16.45,54.19,26.23,2.96,0.16,0,0
95FF04W1,920,920,0,920,862,58,789,76,48,1,2,0,4,85.76,8.26,5.22,0.11,0.22,0,0.43
95FF05W1,1193,1192,1,1195,1119,76,329,332,447,67,8,12,0,27.53,27.78,37.41,5.61,0.67,1.00,0
95FF06S1,860,860,0,860,820,40,318,292,181,65,2,2,0,36.98,33.95,21.05,7.56,0.23,0.23,0
95FF06S2,748,748,0,748,720,28,522,92,107,24,3,0,0,69.79,12.30,14.30,3.21,0.40,0,0
95FF07W1,1222,1222,0,1222,1154,68,181,335,543,160,2,1,0,14.81,27.41,44.44,13.09,0.16,0.08,0
95FF08W1,1040,1040,0,1040,993,47,382,309,214,127,3,5,0,36.73,29.71,20.58,12.21,0.29,0.48,0
95FF09W1,1066,1066,0,1066,1000,66,391,243,374,38,12,8,0,36.68,22.80,35.08,3.56,1.13,0.75,0
95FF10W1,1309,1309,0,1309,1216,93,936,194,152,11,4,1,11,71.50,14.82,11.61,0.84,0.31,0.08,0.84
95FF11W1,938,938,0,938,873,65,813,57,55,1,0,0,12,86.67,6.08,5.86,0.11,0,0,1.28
95FF12W1,1059,1059,0,1059,1018,41,567,286,198,6,0,0,2,53.54,27.01,18.70,0.57,0,0,0.19
95FF13W1,1019,1019,0,1019,977,42,611,201,193,3,5,2,4,59.96,19.73,18.94,0.29,0.49,0.20,0.39
95FF14W1,953,953,0,953,862,91,844,25,80,1,0,0,3,88.56,2.62,8.39,0.10,0,0,0.31
95FF15W1,1136,1136,0,1136,1073,63,275,471,341,30,2,16,1,24.21,41.46,30.02,2.64,0.18,1.41,0.09
95FF16W1,976,976,0,976,927,49,515,176,201,78,4,0,2,52.77,18.03,20.59,7.99,0.41,0,0.20
95FF17W1,919,919,0,919,857,62,121,135,518,117,6,22,0,13.17,14.69,56.37,12.73,0.65,2.39,0
95GG01S1,750,750,0,750,739,11,83,431,159,69,4,4,0,11.07,57.47,21.20,9.20,0.53,0.53,0
95GG01S2,636,635,1,637,624,13,21,246,270,99,0,1,0,3.30,38.62,42.39,15.54,0,0.16,0
95GG01S3,668,668,0,668,641,27,29,253,304,79,0,3,0,4.34,37.87,45.51,11.83,0,0.45,0
95GG02S1,796,796,0,796,749,47,39,36,708,9,4,0,0,4.90,4.52,88.94,1.13,0.50,0,0
95GG02S2,909,909,0,909,859,50,41,81,761,23,3,0,0,4.51,8.91,83.72,2.53,0.33,0,0
95GG02S3,992,992,0,992,960,32,58,123,588,202,19,1,1,5.85,12.40,59.27,20.36,1.92,0.10,0.10
95GG03S1,939,938,1,942,895,47,106,459,235,98,44,0,0,11.25,48.73,24.95,10.40,4.67,0,0
95GG03S2,796,796,0,796,767,29,92,441,152,91,18,2,0,11.56,55.40,19.10,11.43,2.26,0.25,0
95GG03S3,1081,1081,0,1081,1005,76,67,248,485,243,36,2,0,6.20,22.94,44.87,22.48,3.33,0.19,0
95GG04S1,853,853,0,853,801,52,36,60,397,356,4,0,0,4.22,7.03,46.54,41.74,0.47,0,0
95GG04S2,653,653,0,653,640,13,33,73,455,82,10,0,0,5.05,11.18,69.68,12.56,1.53,0,0
95GG04S3,944,944,0,944,856,88,38,76,591,213,22,4,0,4.03,8.05,62.61,22.56,2.33,0.42,0
95GG05S1,898,897,1,901,845,56,30,198,512,108,48,5,0,3.33,21.98,56.83,11.99,5.33,0.55,0
95GG05S2,1004,1004,0,1004,948,56,25,235,624,98,18,4,0,2.49,23.41,62.15,9.76,1.79,0.40,0
95GG05S3,1151,1151,0,1151,1007,144,21,63,653,399,14,1,0,1.82,5.47,56.73,34.67,1.22,0.09,0
95GG06S1,827,827,0,827,794,33,42,534,246,4,1,0,0,5.08,64.57,29.75,0.48,0.12,0,0
95GG06S2,873,873,0,873,833,40,26,706,134,4,2,1,0,2.98,80.87,15.35,0.46,0.23,0.11,0
95GG06S3,785,785,0,785,754,31,134,441,152,53,2,3,0,17.07,56.18,19.36,6.75,0.25,0.38,0
95GG07S1,877,877,0,877,796,81,33,171,488,165,18,2,0,3.76,19.50,55.64,18.81,2.05,0.23,0
95GG07S2,820,820,0,820,788,32,40,92,597,75,3,11,2,4.88,11.22,72.80,9.15,0.37,1.34,0.24
95GG07S3,712,712,0,712,685,27,29,200,437,44,2,0,0,4.07,28.09,61.38,6.18,0.28,0,0
95GG08S1,582,582,0,582,554,28,212,222,83,64,0,1,0,36.43,38.14,14.26,11.00,0,0.17,0
95GG08S2,876,876,0,876,810,66,51,481,260,78,2,4,0,5.82,54.91,29.68,8.90,0.23,0.46,0
95GG08S3,854,854,0,854,787,67,75,517,65,188,0,9,0,8.78,60.54,7.61,22.01,0,1.05,0
95GG09S1,913,913,0,913,844,69,361,323,71,148,7,3,0,39.54,35.38,7.78,16.21,0.77,0.33,0
95GG09S2,825,825,0,825,808,17,80,574,143,23,4,1,0,9.70,69.58,17.33,2.79,0.48,0.12,0
95GG09S3,1000,1000,0,1000,952,48,96,328,420,149,3,4,0,9.60,32.80,42.00,14.90,0.30,0.40,0
95GG10S1,1061,1061,0,1061,966,95,42,45,948,21,5,0,0,3.96,4.24,89.35,1.98,0.47,0,0
95GG10S2,1159,1159,0,1159,1051,108,38,104,894,116,7,0,0,3.28,8.97,77.14,10.01,0.60,0,0
95GG11S1,1064,1063,1,1065,987,78,36,97,734,177,15,6,0,3.38,9.11,68.92,16.62,1.41,0.56,0
95GG11S2,732,732,0,732,701,31,72,401,199,33,23,3,1,9.84,54.78,27.19,4.51,3.14,0.41,0.14
95GG11S3,1069,1069,0,1069,998,71,29,178,710,142,6,4,0,2.71,16.65,66.42,13.28,0.56,0.37,0
95GG12S1,662,660,2,665,558,107,22,39,180,137,282,5,0,3.31,5.86,27.07,20.60,42.41,0.75,0
95GG12S2,897,897,0,897,727,170,18,61,605,118,87,8,0,2.01,6.80,67.45,13.15,9.70,0.89,0
95GG12S3,965,963,2,973,586,387,20,31,436,188,295,3,0,2.06,3.19,44.81,19.32,30.32,0.31,0
95GG12S4,1057,1052,5,1066,719,347,20,13,144,378,503,8,0,1.88,1.22,13.51,35.46,47.19,0.75,0
95GG12S5,907,907,0,907,839,68,34,82,590,123,66,12,0,3.75,9.04,65.05,13.56,7.28,1.32,0
95GG13S1,724,724,0,724,664,60,54,267,150,246,6,1,0,7.46,36.88,20.72,33.98,0.83,0.14,0
95GG13S2,691,691,0,691,665,26,184,288,137,68,13,0,1,26.63,41.68,19.83,9.84,1.88,0,0.14
95GG13S3,822,822,0,822,787,35,102,229,285,202,4,0,0,12.41,27.86,34.67,24.57,0.49,0,0
95GG14S1,635,635,0,635,618,17,312,293,20,9,0,1,0,49.13,46.14,3.15,1.42,0,0.16,0
95GG14S2,599,599,0,599,582,17,356,139,46,48,10,0,0,59.43,23.21,7.68,8.01,1.67,0,0
95GG14S3,626,626,0,626,617,9,266,322,19,16,3,0,0,42.49,51.44,3.04,2.56,0.48,0,0
95GG15S1,771,771,0,771,736,35,343,303,21,100,4,0,0,44.49,39.30,2.72,12.97,0.52,0,0
95GG15S2,939,938,1,940,890,50,255,364,155,161,5,0,0,27.13,38.72,16.49,17.13,0.53,0,0
95GG15S3,959,959,0,959,918,41,180,279,301,194,3,2,0,18.77,29.09,31.39,20.23,0.31,0.21,0
95GG16S1,962,960,2,967,866,101,38,212,357,171,185,4,0,3.93,21.92,36.92,17.68,19.13,0.41,0
95GG16S2,822,821,1,823,777,46,108,162,307,183,63,0,0,13.12,19.68,37.30,22.24,7.65,0,0
95GG16S3,606,605,1,607,587,20,55,303,224,23,2,0,0,9.06,49.92,36.90,3.79,0.33,0,0
95GG17S1,836,836,0,836,770,66,130,251,404,41,9,1,0,15.55,30.02,48.33,4.90,1.08,0.12,0
95GG17S2,637,637,0,637,623,14,134,435,34,31,3,0,0,21.04,68.29,5.34,4.87,0.47,0,0
95GG17S3,764,764,0,764,744,20,39,548,154,21,2,0,0,5.10,71.73,20.16,2.75,0.26,0,0
95GG18S1,1125,1125,0,1125,1073,52,31,158,860,71,2,3,0,2.76,14.04,76.44,6.31,0.18,0.27,0
95GG18S2,1158,1158,0,1158,1070,88,41,137,696,266,13,4,1,3.54,11.83,60.10,22.97,1.12,0.35,0.09
95GG19S1,1123,1122,1,1125,1061,64,59,162,731,166,6,1,0,5.24,14.40,64.98,14.76,0.53,0.09,0
95GG19S2,1241,1241,0,1241,1178,63,93,340,603,190,10,5,0,7.49,27.40,48.59,15.31,0.81,0.40,0
95GG20S1,1872,1870,2,1874,1393,481,49,220,642,916,32,15,0,2.61,11.74,34.26,48.88,1.71,0.80,0
95GG20S2,1005,1005,0,1005,966,39,74,198,571,155,7,0,0,7.36,19.70,56.82,15.42,0.70,0,0
95GG21S1,651,651,0,651,639,12,40,76,470,54,11,0,0,6.14,11.67,72.20,8.29,1.69,0,0
95GG21S2,682,682,0,682,675,7,45,94,487,49,7,0,0,6.60,13.78,71.41,7.18,1.03,0,0
95GG21S3,1084,1084,0,1084,948,136,45,96,450,475,6,12,0,4.15,8.86,41.51,43.82,0.55,1.11,0
95GG22S1,768,768,0,768,733,35,67,338,284,67,9,3,0,8.72,44.01,36.98,8.72,1.17,0.39,0
95GG22S2,840,840,0,840,814,26,57,490,158,134,0,1,0,6.79,58.33,18.81,15.95,0,0.12,0
95GG22S3,674,674,0,674,661,13,43,358,210,61,1,1,0,6.38,53.12,31.16,9.05,0.15,0.15,0
95GG23S1,577,577,0,577,566,11,195,193,185,3,1,0,0,33.80,33.45,32.06,0.52,0.17,0,0
95GG23S2,598,598,0,598,579,19,177,298,29,93,1,0,0,29.60,49.83,4.85,15.55,0.17,0,0
95GG23S3,703,703,0,703,676,27,137,379,113,66,3,5,0,19.49,53.91,16.07,9.39,0.43,0.71,0
95GG24S1,638,638,0,638,612,26,106,223,172,116,21,0,0,16.61,34.95,26.96,18.18,3.29,0,0
95GG24S2,783,783,0,783,712,71,24,124,595,34,3,3,0,3.07,15.84,75.99,4.34,0.38,0.38,0
95GG24S3,671,671,0,671,621,50,194,223,207,45,1,1,0,28.91,33.23,30.85,6.71,0.15,0.15,0
95GG25S1,883,883,0,883,868,15,107,276,294,197,8,1,0,12.12,31.26,33.30,22.31,0.91,0.11,0
