GeographyCode,KS101NI0001,KS101NI0002,KS101NI0003,KS101NI0004,KS101NI0005,KS101NI0006,KS101NI0007,KS101NI0008,KS101NI0009
95FF11W1,2582,1313,1269,2582,0,50.85,49.15,100.00,0
95FF12W1,2724,1360,1364,2721,3,49.93,50.07,99.89,0.11
95FF13W1,2708,1352,1356,2708,0,49.93,50.07,100.00,0
95FF14W1,2432,1262,1170,2413,19,51.89,48.11,99.22,0.78
95FF15W1,2740,1327,1413,2680,60,48.43,51.57,97.81,2.19
95FF16W1,2374,1214,1160,2317,57,51.14,48.86,97.60,2.40
95FF17W1,1724,821,903,1717,7,47.62,52.38,99.59,0.41
95GG01S1,1768,822,946,1765,3,46.49,53.51,99.83,0.17
95GG01S2,1523,681,842,1464,59,44.71,55.29,96.13,3.87
95GG01S3,1616,756,860,1616,0,46.78,53.22,100.00,0
95GG02S1,1745,824,921,1745,0,47.22,52.78,100.00,0
95GG02S2,2018,936,1082,2018,0,46.38,53.62,100.00,0
95GG02S3,2224,999,1225,2224,0,44.92,55.08,100.00,0
95GG03S1,2003,946,1057,1952,51,47.23,52.77,97.45,2.55
95GG03S2,1833,886,947,1833,0,48.34,51.66,100.00,0
95GG03S3,2103,980,1123,2072,31,46.60,53.40,98.53,1.47
95GG04S1,1708,802,906,1708,0,46.96,53.04,100.00,0
95GG04S2,1564,705,859,1564,0,45.08,54.92,100.00,0
95GG04S3,1636,816,820,1636,0,49.88,50.12,100.00,0
95GG05S1,1813,908,905,1777,36,50.08,49.92,98.01,1.99
95GG05S2,2009,968,1041,2009,0,48.18,51.82,100.00,0
95GG05S3,2106,1125,981,2106,0,53.42,46.58,100.00,0
95GG06S1,1925,899,1026,1866,59,46.70,53.30,96.94,3.06
95GG06S2,1779,859,920,1779,0,48.29,51.71,100.00,0
95GG06S3,1922,898,1024,1922,0,46.72,53.28,100.00,0
95GG07S1,1862,871,991,1844,18,46.78,53.22,99.03,0.97
95GG07S2,1922,870,1052,1922,0,45.27,54.73,100.00,0
95GG07S3,1701,803,898,1701,0,47.21,52.79,100.00,0
95GG08S1,1394,705,689,1394,0,50.57,49.43,100.00,0
95GG08S2,1730,817,913,1730,0,47.23,52.77,100.00,0
95GG08S3,1786,884,902,1786,0,49.50,50.50,100.00,0
95GG09S1,2151,1019,1132,2089,62,47.37,52.63,97.12,2.88
95GG09S2,1896,898,998,1856,40,47.36,52.64,97.89,2.11
95GG09S3,2118,1010,1108,2110,8,47.69,52.31,99.62,0.38
95GG10S1,1826,936,890,1826,0,51.26,48.74,100.00,0
95GG10S2,2172,1081,1091,2171,1,49.77,50.23,99.95,0.05
95GG11S1,1895,908,987,1895,0,47.92,52.08,100.00,0
95GG11S2,1687,843,844,1636,51,49.97,50.03,96.98,3.02
95GG11S3,1871,911,960,1858,13,48.69,51.31,99.31,0.69
95GG12S1,1555,802,753,1488,67,51.58,48.42,95.69,4.31
95GG12S2,1958,1067,891,1958,0,54.49,45.51,100.00,0
95GG12S3,1488,724,764,1477,11,48.66,51.34,99.26,0.74
95GG12S4,1703,903,800,1626,77,53.02,46.98,95.48,4.52
95GG12S5,2241,1112,1129,2177,64,49.62,50.38,97.14,2.86
95GG13S1,1333,643,690,1329,4,48.24,51.76,99.70,0.30
95GG13S2,1752,835,917,1731,21,47.66,52.34,98.80,1.20
95GG13S3,1637,746,891,1637,0,45.57,54.43,100.00,0
95GG14S1,1617,777,840,1617,0,48.05,51.95,100.00,0
95GG14S2,1597,783,814,1597,0,49.03,50.97,100.00,0
95GG14S3,1606,761,845,1606,0,47.38,52.62,100.00,0
95GG15S1,1959,877,1082,1805,154,44.77,55.23,92.14,7.86
95GG15S2,2052,937,1115,2004,48,45.66,54.34,97.66,2.34
95GG15S3,1909,853,1056,1881,28,44.68,55.32,98.53,1.47
95GG16S1,1996,1028,968,1960,36,51.50,48.50,98.20,1.80
95GG16S2,1970,995,975,1920,50,50.51,49.49,97.46,2.54
95GG16S3,1486,729,757,1486,0,49.06,50.94,100.00,0
95GG17S1,2031,949,1082,2031,0,46.73,53.27,100.00,0
95GG17S2,1595,775,820,1595,0,48.59,51.41,100.00,0
95GG17S3,1704,802,902,1704,0,47.07,52.93,100.00,0
95GG18S1,2553,1179,1374,2553,0,46.18,53.82,100.00,0
95GG18S2,2422,1197,1225,2422,0,49.42,50.58,100.00,0
95GG19S1,2019,935,1084,1961,58,46.31,53.69,97.13,2.87
95GG19S2,2563,1181,1382,2563,0,46.08,53.92,100.00,0
95GG20S1,2807,1516,1291,2698,109,54.01,45.99,96.12,3.88
95GG20S2,2094,1003,1091,2094,0,47.90,52.10,100.00,0
95GG21S1,1497,732,765,1482,15,48.90,51.10,99.00,1.00
95GG21S2,1752,786,966,1699,53,44.86,55.14,96.97,3.03
95GG21S3,1935,970,965,1898,37,50.13,49.87,98.09,1.91
95GG22S1,1687,786,901,1687,0,46.59,53.41,100.00,0
95GG22S2,1935,887,1048,1894,41,45.84,54.16,97.88,2.12
95GG22S3,1721,789,932,1709,12,45.85,54.15,99.30,0.70
95GG23S1,1418,673,745,1418,0,47.46,52.54,100.00,0
95GG23S2,1552,713,839,1496,56,45.94,54.06,96.39,3.61
95GG23S3,1585,749,836,1585,0,47.26,52.74,100.00,0
95GG24S1,1388,590,798,1286,102,42.51,57.49,92.65,7.35
95GG24S2,1540,745,795,1540,0,48.38,51.62,100.00,0
95GG24S3,1633,750,883,1538,95,45.93,54.07,94.18,5.82
95GG25S1,2158,1063,1095,2112,46,49.26,50.74,97.87,2.13
95GG25S2,1839,892,947,1839,0,48.50,51.50,100.00,0
95GG25S3,1576,743,833,1576,0,47.14,52.86,100.00,0
95GG26S1,1995,965,1030,1948,47,48.37,51.63,97.64,2.36
95GG26S2,1754,812,942,1727,27,46.29,53.71,98.46,1.54
95GG27S1,1548,758,790,1500,48,48.97,51.03,96.90,3.10
95GG27S2,1614,754,860,1614,0,46.72,53.28,100.00,0
95GG27S3,1705,909,796,1705,0,53.31,46.69,100.00,0
95GG27S4,1631,776,855,1587,44,47.58,52.42,97.30,2.70
95GG28S1,2149,1043,1106,2149,0,48.53,51.47,100.00,0
95GG28S2,1733,831,902,1717,16,47.95,52.05,99.08,0.92
95GG28S3,1769,805,964,1769,0,45.51,54.49,100.00,0
95GG29S1,2257,1087,1170,2257,0,48.16,51.84,100.00,0
95GG29S2,2757,1289,1468,2747,10,46.75,53.25,99.64,0.36
95GG30S1,1604,771,833,1604,0,48.07,51.93,100.00,0
95GG30S2,1685,788,897,1685,0,46.77,53.23,100.00,0
95GG30S3,1538,737,801,1538,0,47.92,52.08,100.00,0
95GG31S1,2227,1049,1178,2227,0,47.10,52.90,100.00,0
95GG31S2,2032,975,1057,2032,0,47.98,52.02,100.00,0
95GG31S3,2260,1062,1198,2260,0,46.99,53.01,100.00,0
95GG32S1,3232,1514,1718,3232,0,46.84,53.16,100.00,0
95GG32S2,1553,733,820,1553,0,47.20,52.80,100.00,0
95GG32S3,1624,774,850,1606,18,47.66,52.34,98.89,1.11
95GG33S1,1951,937,1014,1945,6,48.03,51.97,99.69,0.31
95GG33S2,1639,796,843,1595,44,48.57,51.43,97.32,2.68
95GG33S3,1965,958,1007,1912,53,48.75,51.25,97.30,2.70
95GG34S1,1452,661,791,1441,11,45.52,54.48,99.24,0.76
95GG34S2,1590,779,811,1590,0,48.99,51.01,100.00,0
95GG34S3,1885,941,944,1835,50,49.92,50.08,97.35,2.65
95GG35S1,1970,950,1020,1889,81,48.22,51.78,95.89,4.11
95GG35S2,1478,729,749,1478,0,49.32,50.68,100.00,0
95GG35S3,1502,714,788,1502,0,47.54,52.46,100.00,0
95GG36S1,1794,868,926,1794,0,48.38,51.62,100.00,0
95GG36S2,1926,922,1004,1926,0,47.87,52.13,100.00,0
95GG36S3,1899,897,1002,1899,0,47.24,52.76,100.00,0
95GG37S1,2082,1001,1081,1972,110,48.08,51.92,94.72,5.28
95GG37S2,1826,848,978,1786,40,46.44,53.56,97.81,2.19
95GG37S3,2133,1059,1074,2133,0,49.65,50.35,100.00,0
95GG38S1,3099,1496,1603,3044,55,48.27,51.73,98.23,1.77
95GG38S2,1880,845,1035,1752,128,44.95,55.05,93.19,6.81
95GG38S3,1585,729,856,1583,2,45.99,54.01,99.87,0.13
95GG39S1,2409,1303,1106,2401,8,54.09,45.91,99.67,0.33
95GG39S2,2711,1397,1314,2709,2,51.53,48.47,99.93,0.07
95GG39S3,2094,1040,1054,2062,32,49.67,50.33,98.47,1.53
95GG40S1,1697,790,907,1697,0,46.55,53.45,100.00,0
95GG40S2,2119,997,1122,2008,111,47.05,52.95,94.76,5.24
95GG41S1,1926,935,991,1891,35,48.55,51.45,98.18,1.82
95GG41S2,1524,748,776,1524,0,49.08,50.92,100.00,0
95GG41S3,2098,991,1107,1857,241,47.24,52.76,88.51,11.49
95GG42S1,1826,873,953,1826,0,47.81,52.19,100.00,0
95GG42S2,1784,776,1008,516,1268,43.50,56.50,28.92,71.08
95GG42S3,2261,1086,1175,2003,258,48.03,51.97,88.59,11.41
95GG42S4,2268,1140,1128,2247,21,50.26,49.74,99.07,0.93
95GG43S1,1480,719,761,1424,56,48.58,51.42,96.22,3.78
95GG43S2,1670,783,887,1635,35,46.89,53.11,97.90,2.10
95GG43S3,1724,840,884,1724,0,48.72,51.28,100.00,0
95GG44S1,2864,1448,1416,2864,0,50.56,49.44,100.00,0
95GG44S2,2727,1394,1333,2727,0,51.12,48.88,100.00,0
95GG45S1,1670,790,880,1646,24,47.31,52.69,98.56,1.44
95GG45S2,1554,724,830,1554,0,46.59,53.41,100.00,0
95GG45S3,1617,744,873,1617,0,46.01,53.99,100.00,0
95GG46S1,1712,796,916,1712,0,46.50,53.50,100.00,0
95GG46S2,1874,864,1010,1828,46,46.10,53.90,97.55,2.45
95GG46S3,1664,798,866,1664,0,47.96,52.04,100.00,0
95GG47S1,2314,1225,1089,2270,44,52.94,47.06,98.10,1.90
95GG47S2,1717,821,896,1696,21,47.82,52.18,98.78,1.22
95GG47S3,1798,917,881,1798,0,51.00,49.00,100.00,0
95GG48S1,1615,764,851,1612,3,47.31,52.69,99.81,0.19
95GG48S2,2411,1114,1297,2321,90,46.20,53.80,96.27,3.73
95GG48S3,1668,782,886,1668,0,46.88,53.12,100.00,0
95GG49S1,1662,779,883,1617,45,46.87,53.13,97.29,2.71
95GG49S2,2270,1203,1067,2214,56,53.00,47.00,97.53,2.47
95GG49S3,2142,1023,1119,2139,3,47.76,52.24,99.86,0.14
95GG49S4,2067,988,1079,2066,1,47.80,52.20,99.95,0.05
95GG50S1,1499,717,782,1499,0,47.83,52.17,100.00,0
95GG50S2,2061,979,1082,2061,0,47.50,52.50,100.00,0
95GG50S3,1885,931,954,1885,0,49.39,50.61,100.00,0
95GG51S1,1353,643,710,1353,0,47.52,52.48,100.00,0
95GG51S2,1399,669,730,1399,0,47.82,52.18,100.00,0
95GG51S3,1336,641,695,1321,15,47.98,52.02,98.88,1.12
95HH01W1,2059,997,1062,1981,78,48.42,51.58,96.21,3.79
95HH02S1,1358,666,692,1358,0,49.04,50.96,100.00,0
95HH02S2,1604,814,790,1604,0,50.75,49.25,100.00,0
95HH03W1,1663,787,876,1663,0,47.32,52.68,100.00,0
95HH04S1,1709,834,875,1709,0,48.80,51.20,100.00,0
95HH04S2,1358,669,689,1358,0,49.26,50.74,100.00,0
95HH05W1,2171,1035,1136,2171,0,47.67,52.33,100.00,0
95HH06S1,2231,1119,1112,2231,0,50.16,49.84,100.00,0
95HH06S2,2566,1270,1296,2557,9,49.49,50.51,99.65,0.35
95HH07W1,1493,725,768,1493,0,48.56,51.44,100.00,0
95HH08W1,2619,1250,1369,2553,66,47.73,52.27,97.48,2.52
95HH09W1,2620,1250,1370,2543,77,47.71,52.29,97.06,2.94
95HH10W1,2489,1221,1268,2488,1,49.06,50.94,99.96,0.04
95HH11W1,1417,634,783,1366,51,44.74,55.26,96.40,3.60
95HH12W1,1552,741,811,1552,0,47.74,52.26,100.00,0
95HH13W1,1407,669,738,1407,0,47.55,52.45,100.00,0
95HH14W1,1530,727,803,1530,0,47.52,52.48,100.00,0
95HH15W1,2630,1194,1436,2585,45,45.40,54.60,98.29,1.71
95HH16W1,2159,1027,1132,2159,0,47.57,52.43,100.00,0
95HH17W1,2479,1222,1257,2477,2,49.29,50.71,99.92,0.08
95II01S1,1550,760,790,1532,18,49.03,50.97,98.84,1.16
95II01S2,1534,756,778,1534,0,49.28,50.72,100.00,0
95II02S1,1781,917,864,1485,296,51.49,48.51,83.38,16.62
95II02S2,1700,833,867,1700,0,49.00,51.00,100.00,0
95II02S3,1480,711,769,1415,65,48.04,51.96,95.61,4.39
95II03S1,1739,847,892,1739,0,48.71,51.29,100.00,0
95II03S2,1784,857,927,1784,0,48.04,51.96,100.00,0
95II04S1,2352,1144,1208,2293,59,48.64,51.36,97.49,2.51
95II04S2,1965,931,1034,1952,13,47.38,52.62,99.34,0.66
95II05S1,1634,795,839,1586,48,48.65,51.35,97.06,2.94
95II05S2,1912,890,1022,1826,86,46.55,53.45,95.50,4.50
95II06S1,1519,737,782,1519,0,48.52,51.48,100.00,0
95II06S2,1879,891,988,1879,0,47.42,52.58,100.00,0
95II07W1,2090,989,1101,2077,13,47.32,52.68,99.38,0.62
95II08W1,2417,1143,1274,2417,0,47.29,52.71,100.00,0
95II09S1,1950,945,1005,1934,16,48.46,51.54,99.18,0.82
95II09S2,1413,673,740,1413,0,47.63,52.37,100.00,0
95II10W1,2592,1238,1354,2592,0,47.76,52.24,100.00,0
95II11W1,2567,1207,1360,2555,12,47.02,52.98,99.53,0.47
95II12W1,2512,1215,1297,2481,31,48.37,51.63,98.77,1.23
95II13W1,2702,1284,1418,2701,1,47.52,52.48,99.96,0.04
95II14W1,2561,1219,1342,2521,40,47.60,52.40,98.44,1.56
95II15S1,1793,869,924,1793,0,48.47,51.53,100.00,0
95II15S2,1564,770,794,1564,0,49.23,50.77,100.00,0
95II16W1,2126,1032,1094,2126,0,48.54,51.46,100.00,0
95II17W1,2493,1196,1297,2493,0,47.97,52.03,100.00,0
95II18W1,2226,1045,1181,2226,0,46.95,53.05,100.00,0
95II19S1,1826,926,900,1826,0,50.71,49.29,100.00,0
95II19S2,1944,985,959,1939,5,50.67,49.33,99.74,0.26
95II20W1,2780,1287,1493,2743,37,46.29,53.71,98.67,1.33
95II21W1,2419,1123,1296,2419,0,46.42,53.58,100.00,0
95II22W1,2248,1049,1199,2248,0,46.66,53.34,100.00,0
95II23W1,2190,1023,1167,2190,0,46.71,53.29,100.00,0
95JJ01W1,2499,1266,1233,2495,4,50.66,49.34,99.84,0.16
95JJ02W1,2374,1155,1219,2367,7,48.65,51.35,99.71,0.29
95JJ03S1,1406,685,721,1406,0,48.72,51.28,100.00,0
95JJ03S2,1064,512,552,1064,0,48.12,51.88,100.00,0
95JJ04S1,1546,782,764,1546,0,50.58,49.42,100.00,0
95JJ04S2,1565,753,812,1565,0,48.12,51.88,100.00,0
95JJ05W1,1835,880,955,1775,60,47.96,52.04,96.73,3.27
95JJ06W1,2472,1191,1281,2432,40,48.18,51.82,98.38,1.62
95JJ07W1,2665,1225,1440,2596,69,45.97,54.03,97.41,2.59
95JJ08S1,1377,690,687,1377,0,50.11,49.89,100.00,0
95JJ08S2,1899,883,1016,1720,179,46.50,53.50,90.57,9.43
95JJ09W1,1990,1013,977,1986,4,50.90,49.10,99.80,0.20
95JJ10W1,2795,1412,1383,2795,0,50.52,49.48,100.00,0
95JJ11S1,1821,879,942,1821,0,48.27,51.73,100.00,0
95JJ11S2,1949,922,1027,1943,6,47.31,52.69,99.69,0.31
95JJ12W1,2724,1383,1341,2709,15,50.77,49.23,99.45,0.55
95JJ13S1,2144,1054,1090,2144,0,49.16,50.84,100.00,0
95JJ13S2,1751,886,865,1751,0,50.60,49.40,100.00,0
95JJ14W1,2325,1158,1167,2325,0,49.81,50.19,100.00,0
95JJ15W1,1879,899,980,1762,117,47.84,52.16,93.77,6.23
95JJ16W1,1799,866,933,1755,44,48.14,51.86,97.55,2.45
95JJ17W1,2455,1272,1183,2443,12,51.81,48.19,99.51,0.49
95JJ18W1,2032,982,1050,1937,95,48.33,51.67,95.32,4.68
95JJ19S1,1690,818,872,1645,45,48.40,51.60,97.34,2.66
95JJ19S2,1252,567,685,1251,1,45.29,54.71,99.92,0.08
95JJ20S1,2173,1058,1115,2173,0,48.69,51.31,100.00,0
95JJ20S2,1919,917,1002,1919,0,47.79,52.21,100.00,0
95JJ21W1,2873,1324,1549,2292,581,46.08,53.92,79.78,20.22
95JJ22W1,2794,1310,1484,2767,27,46.89,53.11,99.03,0.97
95KK01W1,2578,1315,1263,2578,0,51.01,48.99,100.00,0
95KK02W1,2029,998,1031,2000,29,49.19,50.81,98.57,1.43
95KK03W1,2357,1176,1181,2344,13,49.89,50.11,99.45,0.55
95KK04W1,2787,1348,1439,2787,0,48.37,51.63,100.00,0
