GeographyCode,KS701NI0001,KS701NI0002,KS701NI0003,KS701NI0004,KS701NI0005,KS701NI0006,KS701NI0007,KS701NI0008,KS701NI0009,KS701NI0010,KS701NI0011,KS701NI0012,KS701NI0013,KS701NI0014,KS701NI0015,KS701NI0016,KS701NI0017,KS701NI0018,KS701NI0019,KS701NI0020,KS701NI0021,KS701NI0022,KS701NI0023,KS701NI0024,KS701NI0025,KS701NI0026,KS701NI0027,KS701NI0028,KS701NI0029
95AA08W1,656,48,1,38,6,318,69,68,43,3,59,3,551,29,104,10,7.32,0.15,5.79,0.91,48.48,10.52,10.37,6.55,0.46,8.99,0.46,5.26,9.62
95AA09W1,852,66,16,42,2,416,58,76,39,11,117,9,680,31,172,27,7.75,1.88,4.93,0.23,48.83,6.81,8.92,4.58,1.29,13.73,1.06,4.56,15.70
95AA10W1,743,66,5,24,5,411,57,70,35,4,61,5,655,18,88,11,8.88,0.67,3.23,0.67,55.32,7.67,9.42,4.71,0.54,8.21,0.67,2.75,12.50
95AA11S1,1349,85,27,40,7,781,100,137,37,17,110,8,1229,55,120,12,6.30,2.00,2.97,0.52,57.89,7.41,10.16,2.74,1.26,8.15,0.59,4.48,10.00
95AA11S2,1313,100,12,32,5,763,71,145,30,13,133,9,1175,39,51,4,7.62,0.91,2.44,0.38,58.11,5.41,11.04,2.28,0.99,10.13,0.69,3.32,7.84
95AA12W1,1377,213,4,32,5,892,41,143,3,1,24,19,1366,36,11,0,15.47,0.29,2.32,0.36,64.78,2.98,10.38,0.22,0.07,1.74,1.38,2.64,0
95AA13S1,775,73,9,20,2,477,52,80,6,6,43,7,730,23,45,6,9.42,1.16,2.58,0.26,61.55,6.71,10.32,0.77,0.77,5.55,0.90,3.15,13.33
95AA13S2,715,44,6,18,4,443,51,86,5,5,43,10,677,21,38,3,6.15,0.84,2.52,0.56,61.96,7.13,12.03,0.70,0.70,6.01,1.40,3.10,7.89
95AA14W1,1068,152,8,16,7,734,23,100,3,2,11,12,1060,23,7,1,14.23,0.75,1.50,0.66,68.73,2.15,9.36,0.28,0.19,1.03,1.12,2.17,14.29
95AA15S1,1362,98,30,35,2,786,74,154,52,29,94,8,1263,56,99,9,7.20,2.20,2.57,0.15,57.71,5.43,11.31,3.82,2.13,6.90,0.59,4.43,9.09
95AA15S2,645,47,9,19,4,355,46,57,41,12,53,2,562,22,83,6,7.29,1.40,2.95,0.62,55.04,7.13,8.84,6.36,1.86,8.22,0.31,3.91,7.23
95AA16W1,774,57,7,38,4,379,65,83,32,11,93,5,633,27,141,18,7.36,0.90,4.91,0.52,48.97,8.40,10.72,4.13,1.42,12.02,0.65,4.27,12.77
95AA17W1,953,60,4,35,9,531,86,82,39,7,94,6,858,26,95,13,6.30,0.42,3.67,0.94,55.72,9.02,8.60,4.09,0.73,9.86,0.63,3.03,13.68
95AA18W1,1047,129,4,51,3,668,40,101,14,1,22,14,1018,51,28,4,12.32,0.38,4.87,0.29,63.80,3.82,9.65,1.34,0.10,2.10,1.34,5.01,14.29
95AA19W1,1108,134,3,28,0,682,71,129,5,2,40,14,1065,27,43,4,12.09,0.27,2.53,0,61.55,6.41,11.64,0.45,0.18,3.61,1.26,2.54,9.30
95BB01S1,766,77,0,24,1,551,24,65,1,3,9,11,756,24,10,0,10.05,0,3.13,0.13,71.93,3.13,8.49,0.13,0.39,1.17,1.44,3.17,0
95BB01S2,1007,75,1,50,5,711,39,93,1,0,23,9,986,47,21,4,7.45,0.10,4.97,0.50,70.61,3.87,9.24,0.10,0,2.28,0.89,4.77,19.05
95BB02W1,867,82,6,39,7,476,53,75,5,3,119,2,752,28,112,17,9.46,0.69,4.50,0.81,54.90,6.11,8.65,0.58,0.35,13.73,0.23,3.72,15.18
95BB03S1,769,43,4,43,5,507,51,71,5,5,32,3,724,33,45,14,5.59,0.52,5.59,0.65,65.93,6.63,9.23,0.65,0.65,4.16,0.39,4.56,31.11
95BB03S2,866,117,3,29,6,544,46,89,0,3,20,9,823,28,41,4,13.51,0.35,3.35,0.69,62.82,5.31,10.28,0,0.35,2.31,1.04,3.40,9.76
95BB04S1,573,47,3,34,0,352,26,51,4,0,49,7,530,30,39,7,8.20,0.52,5.93,0,61.43,4.54,8.90,0.70,0,8.55,1.22,5.66,17.95
95BB04S2,683,82,4,27,6,449,17,58,3,3,28,6,675,30,8,1,12.01,0.59,3.95,0.88,65.74,2.49,8.49,0.44,0.44,4.10,0.88,4.44,12.50
95BB05S1,699,119,1,19,5,459,17,49,3,3,17,7,693,19,6,1,17.02,0.14,2.72,0.72,65.67,2.43,7.01,0.43,0.43,2.43,1.00,2.74,16.67
95BB05S2,895,155,6,19,4,554,26,83,3,1,33,11,867,19,28,6,17.32,0.67,2.12,0.45,61.90,2.91,9.27,0.34,0.11,3.69,1.23,2.19,21.43
95BB06W1,1127,73,3,101,8,522,78,96,13,10,216,7,914,59,213,45,6.48,0.27,8.96,0.71,46.32,6.92,8.52,1.15,0.89,19.17,0.62,6.46,21.13
95BB07S1,654,51,3,49,4,391,33,60,1,5,54,3,602,37,52,15,7.80,0.46,7.49,0.61,59.79,5.05,9.17,0.15,0.76,8.26,0.46,6.15,28.85
95BB07S2,570,50,1,35,2,378,25,40,2,4,24,9,551,30,19,6,8.77,0.18,6.14,0.35,66.32,4.39,7.02,0.35,0.70,4.21,1.58,5.44,31.58
95BB08S1,504,35,1,26,9,311,23,42,3,3,50,1,459,14,45,13,6.94,0.20,5.16,1.79,61.71,4.56,8.33,0.60,0.60,9.92,0.20,3.05,28.89
95BB08S2,659,36,0,28,8,439,31,86,1,2,23,5,650,26,9,2,5.46,0,4.25,1.21,66.62,4.70,13.05,0.15,0.30,3.49,0.76,4.00,22.22
95BB09S1,607,72,1,27,3,395,14,49,4,2,36,4,594,25,13,3,11.86,0.16,4.45,0.49,65.07,2.31,8.07,0.66,0.33,5.93,0.66,4.21,23.08
95BB09S2,836,68,2,42,1,571,32,83,1,2,31,3,814,42,22,2,8.13,0.24,5.02,0.12,68.30,3.83,9.93,0.12,0.24,3.71,0.36,5.16,9.09
95BB10S1,711,57,11,39,3,425,31,74,1,4,63,3,642,35,68,15,8.02,1.55,5.49,0.42,59.77,4.36,10.41,0.14,0.56,8.86,0.42,5.45,22.06
95BB10S2,708,114,18,7,3,452,22,77,1,1,6,7,699,23,9,2,16.10,2.54,0.99,0.42,63.84,3.11,10.88,0.14,0.14,0.85,0.99,3.29,22.22
95BB11S1,539,24,4,28,8,308,22,66,3,2,72,2,475,19,64,13,4.45,0.74,5.19,1.48,57.14,4.08,12.24,0.56,0.37,13.36,0.37,4.00,20.31
95BB11S2,600,33,8,28,5,385,30,58,3,2,42,6,576,29,24,7,5.50,1.33,4.67,0.83,64.17,5.00,9.67,0.50,0.33,7.00,1.00,5.03,29.17
95BB12S1,512,23,1,34,5,265,46,37,10,3,86,2,402,22,110,13,4.49,0.20,6.64,0.98,51.76,8.98,7.23,1.95,0.59,16.80,0.39,5.47,11.82
95BB12S2,555,58,2,22,3,349,22,55,1,5,36,2,528,17,27,7,10.45,0.36,3.96,0.54,62.88,3.96,9.91,0.18,0.90,6.49,0.36,3.22,25.93
95BB13S1,592,58,1,32,5,386,24,48,6,1,23,8,562,25,30,8,9.80,0.17,5.41,0.84,65.20,4.05,8.11,1.01,0.17,3.89,1.35,4.45,26.67
95BB13S2,572,29,0,42,4,323,29,68,9,3,63,2,512,31,60,11,5.07,0,7.34,0.70,56.47,5.07,11.89,1.57,0.52,11.01,0.35,6.05,18.33
95BB13S3,798,60,3,28,5,543,40,73,4,5,32,5,782,27,16,4,7.52,0.38,3.51,0.63,68.05,5.01,9.15,0.50,0.63,4.01,0.63,3.45,25.00
95BB14S1,716,112,1,8,0,473,16,82,1,5,7,11,711,9,5,0,15.64,0.14,1.12,0,66.06,2.23,11.45,0.14,0.70,0.98,1.54,1.27,0
95BB14S2,747,93,2,15,4,506,24,60,2,2,32,7,722,16,25,1,12.45,0.27,2.01,0.54,67.74,3.21,8.03,0.27,0.27,4.28,0.94,2.22,4.00
95BB15S1,849,116,1,11,2,554,30,107,2,2,14,10,842,10,7,2,13.66,0.12,1.30,0.24,65.25,3.53,12.60,0.24,0.24,1.65,1.18,1.19,28.57
95BB15S2,602,69,1,15,5,367,36,60,2,0,39,8,559,13,43,3,11.46,0.17,2.49,0.83,60.96,5.98,9.97,0.33,0,6.48,1.33,2.33,6.98
95BB16S1,727,112,5,14,2,462,30,75,1,5,15,6,718,17,9,2,15.41,0.69,1.93,0.28,63.55,4.13,10.32,0.14,0.69,2.06,0.83,2.37,22.22
95BB16S2,748,102,2,16,3,504,25,71,4,6,11,4,735,17,10,1,13.64,0.27,2.14,0.40,67.38,3.34,9.49,0.53,0.80,1.47,0.53,2.31,10.00
95BB17S1,871,63,3,51,5,568,43,77,14,7,36,4,826,40,45,14,7.23,0.34,5.86,0.57,65.21,4.94,8.84,1.61,0.80,4.13,0.46,4.84,31.11
95BB17S2,743,96,3,40,6,463,31,74,5,1,21,3,703,29,40,14,12.92,0.40,5.38,0.81,62.31,4.17,9.96,0.67,0.13,2.83,0.40,4.13,35.00
95BB18S1,661,43,7,31,6,432,30,63,6,1,33,9,623,30,38,8,6.51,1.06,4.69,0.91,65.36,4.54,9.53,0.91,0.15,4.99,1.36,4.82,21.05
95BB18S2,1180,144,20,24,9,800,32,119,1,2,15,14,1165,42,15,2,12.20,1.69,2.03,0.76,67.80,2.71,10.08,0.08,0.17,1.27,1.19,3.61,13.33
95BB19S1,740,45,1,46,5,456,31,78,7,5,61,5,698,39,42,8,6.08,0.14,6.22,0.68,61.62,4.19,10.54,0.95,0.68,8.24,0.68,5.59,19.05
95BB19S2,906,50,3,39,9,651,45,82,6,2,15,4,895,37,11,5,5.52,0.33,4.30,0.99,71.85,4.97,9.05,0.66,0.22,1.66,0.44,4.13,45.45
95BB19S3,712,44,3,37,5,487,32,73,2,1,25,3,703,38,9,2,6.18,0.42,5.20,0.70,68.40,4.49,10.25,0.28,0.14,3.51,0.42,5.41,22.22
95BB20S1,758,118,0,24,4,450,26,84,2,0,47,3,737,22,21,2,15.57,0,3.17,0.53,59.37,3.43,11.08,0.26,0,6.20,0.40,2.99,9.52
95BB20S2,498,41,0,20,1,250,48,58,1,1,74,4,458,17,40,3,8.23,0,4.02,0.20,50.20,9.64,11.65,0.20,0.20,14.86,0.80,3.71,7.50
95BB21S1,931,90,1,23,6,568,55,107,4,4,51,22,904,23,27,1,9.67,0.11,2.47,0.64,61.01,5.91,11.49,0.43,0.43,5.48,2.36,2.54,3.70
95BB21S2,997,116,7,20,3,671,31,105,2,0,29,13,978,24,19,3,11.63,0.70,2.01,0.30,67.30,3.11,10.53,0.20,0,2.91,1.30,2.45,15.79
95BB22S1,664,46,0,40,9,407,34,70,7,2,42,7,611,22,53,18,6.93,0,6.02,1.36,61.30,5.12,10.54,1.05,0.30,6.33,1.05,3.60,33.96
95BB22S2,528,36,0,37,12,271,47,60,12,5,46,2,450,22,78,15,6.82,0,7.01,2.27,51.33,8.90,11.36,2.27,0.95,8.71,0.38,4.89,19.23
95BB23S1,697,62,5,31,6,438,38,59,2,2,51,3,677,34,20,2,8.90,0.72,4.45,0.86,62.84,5.45,8.46,0.29,0.29,7.32,0.43,5.02,10.00
95BB23S2,740,67,4,35,8,500,32,65,5,4,17,3,730,38,10,1,9.05,0.54,4.73,1.08,67.57,4.32,8.78,0.68,0.54,2.30,0.41,5.21,10.00
95CC01W1,912,106,3,22,1,465,48,102,19,5,126,15,808,16,103,9,11.62,0.33,2.41,0.11,50.99,5.26,11.18,2.08,0.55,13.82,1.64,1.98,8.74
95CC02W1,1184,208,3,19,1,734,40,129,6,4,24,16,1164,22,20,0,17.57,0.25,1.60,0.08,61.99,3.38,10.90,0.51,0.34,2.03,1.35,1.89,0
95CC03W1,923,95,5,23,1,419,75,109,21,6,164,5,768,16,154,12,10.29,0.54,2.49,0.11,45.40,8.13,11.81,2.28,0.65,17.77,0.54,2.08,7.79
95CC04W1,992,136,5,22,0,626,30,119,4,7,25,18,955,24,34,3,13.71,0.50,2.22,0,63.10,3.02,12.00,0.40,0.71,2.52,1.81,2.51,8.82
95CC05W1,1145,161,11,12,3,749,59,105,5,3,20,17,1122,22,23,1,14.06,0.96,1.05,0.26,65.41,5.15,9.17,0.44,0.26,1.75,1.48,1.96,4.35
95CC06S1,671,52,5,15,1,436,22,92,8,4,32,4,653,19,10,1,7.75,0.75,2.24,0.15,64.98,3.28,13.71,1.19,0.60,4.77,0.60,2.91,10.00
95CC06S2,529,44,5,13,1,362,21,48,8,1,25,1,507,16,22,2,8.32,0.95,2.46,0.19,68.43,3.97,9.07,1.51,0.19,4.73,0.19,3.16,9.09
95CC07W1,1387,206,13,22,0,904,51,139,7,1,25,19,1365,33,22,2,14.85,0.94,1.59,0,65.18,3.68,10.02,0.50,0.07,1.80,1.37,2.42,9.09
95CC08W1,879,69,4,11,0,509,46,91,12,5,120,12,795,14,84,1,7.85,0.46,1.25,0,57.91,5.23,10.35,1.37,0.57,13.65,1.37,1.76,1.19
95CC09S1,700,129,6,6,0,465,13,64,0,1,9,7,697,12,3,0,18.43,0.86,0.86,0,66.43,1.86,9.14,0,0.14,1.29,1.00,1.72,0
95CC09S2,944,94,11,5,4,682,26,81,4,2,24,11,930,15,14,1,9.96,1.17,0.53,0.42,72.25,2.75,8.58,0.42,0.21,2.54,1.17,1.61,7.14
95CC10W1,1160,202,9,11,3,760,34,101,9,2,10,19,1140,18,20,2,17.41,0.78,0.95,0.26,65.52,2.93,8.71,0.78,0.17,0.86,1.64,1.58,10.00
95CC11W1,632,62,4,15,1,369,35,67,4,0,69,6,563,15,68,3,9.81,0.63,2.37,0.16,58.39,5.54,10.60,0.63,0,10.92,0.95,2.66,4.41
95CC12W1,1177,222,6,13,1,763,34,87,4,2,24,21,1161,18,13,1,18.86,0.51,1.10,0.08,64.83,2.89,7.39,0.34,0.17,2.04,1.78,1.55,7.69
95CC13W1,1108,195,5,9,0,721,26,120,1,1,19,11,1100,13,8,1,17.60,0.45,0.81,0,65.07,2.35,10.83,0.09,0.09,1.71,0.99,1.18,12.50
95CC14W1,1373,118,23,17,5,954,63,144,2,1,39,7,1350,37,23,3,8.59,1.68,1.24,0.36,69.48,4.59,10.49,0.15,0.07,2.84,0.51,2.74,13.04
95CC15W1,1247,178,20,10,8,796,36,135,4,3,43,14,1217,29,30,1,14.27,1.60,0.80,0.64,63.83,2.89,10.83,0.32,0.24,3.45,1.12,2.38,3.33
95CC16W1,1123,122,13,14,3,718,45,94,3,0,100,11,1059,22,64,5,10.86,1.16,1.25,0.27,63.94,4.01,8.37,0.27,0,8.90,0.98,2.08,7.81
95CC17W1,1255,200,6,15,1,803,51,128,6,3,26,16,1231,21,22,0,15.94,0.48,1.20,0.08,63.98,4.06,10.20,0.48,0.24,2.07,1.27,1.71,0
95CC18W1,990,79,10,21,3,671,38,85,3,5,70,5,920,24,70,7,7.98,1.01,2.12,0.30,67.78,3.84,8.59,0.30,0.51,7.07,0.51,2.61,10.00
95CC19W1,1204,201,14,8,3,768,41,123,2,1,22,21,1188,21,16,1,16.69,1.16,0.66,0.25,63.79,3.41,10.22,0.17,0.08,1.83,1.74,1.77,6.25
95CC20S1,606,68,12,9,2,408,22,62,1,0,18,4,592,17,14,4,11.22,1.98,1.49,0.33,67.33,3.63,10.23,0.17,0,2.97,0.66,2.87,28.57
95CC20S2,781,71,14,16,2,492,47,90,3,2,37,7,748,22,33,8,9.09,1.79,2.05,0.26,63.00,6.02,11.52,0.38,0.26,4.74,0.90,2.94,24.24
95CC21W1,1293,112,17,26,7,833,55,144,6,4,79,10,1217,33,76,10,8.66,1.31,2.01,0.54,64.42,4.25,11.14,0.46,0.31,6.11,0.77,2.71,13.16
95CC22W1,701,58,6,21,6,366,51,52,11,5,121,4,592,22,108,5,8.27,0.86,3.00,0.86,52.21,7.28,7.42,1.57,0.71,17.26,0.57,3.72,4.63
95DD01W1,842,67,14,6,4,524,63,97,11,6,45,5,794,18,46,2,7.96,1.66,0.71,0.48,62.23,7.48,11.52,1.31,0.71,5.34,0.59,2.27,4.35
95DD02S1,644,39,3,11,4,433,45,73,5,3,26,2,622,11,22,3,6.06,0.47,1.71,0.62,67.24,6.99,11.34,0.78,0.47,4.04,0.31,1.77,13.64
95DD02S2,1217,110,15,12,2,852,56,127,6,3,25,9,1205,25,12,2,9.04,1.23,0.99,0.16,70.01,4.60,10.44,0.49,0.25,2.05,0.74,2.07,16.67
95DD03W1,1662,149,30,26,3,1070,95,180,16,11,70,12,1612,53,50,3,8.97,1.81,1.56,0.18,64.38,5.72,10.83,0.96,0.66,4.21,0.72,3.29,6.00
95DD04W1,654,42,5,25,5,290,53,66,23,8,132,5,512,13,142,17,6.42,0.76,3.82,0.76,44.34,8.10,10.09,3.52,1.22,20.18,0.76,2.54,11.97
95DD05W1,627,66,3,11,2,329,46,47,16,7,94,6,519,9,108,5,10.53,0.48,1.75,0.32,52.47,7.34,7.50,2.55,1.12,14.99,0.96,1.73,4.63
95DD06W1,1105,80,21,6,4,731,74,113,22,7,44,3,1070,26,34,1,7.24,1.90,0.54,0.36,66.15,6.70,10.23,1.99,0.63,3.98,0.27,2.43,2.94
95DD07S1,652,51,9,9,0,419,41,77,6,6,29,5,628,14,24,4,7.82,1.38,1.38,0,64.26,6.29,11.81,0.92,0.92,4.45,0.77,2.23,16.67
95DD07S2,771,59,7,3,1,554,47,67,0,5,19,9,755,10,16,0,7.65,0.91,0.39,0.13,71.85,6.10,8.69,0,0.65,2.46,1.17,1.32,0
95DD08W1,898,68,21,19,0,331,97,76,22,11,251,2,629,26,267,14,7.57,2.34,2.12,0,36.86,10.80,8.46,2.45,1.22,27.95,0.22,4.13,5.24
95DD09W1,1215,208,16,7,5,798,35,102,6,4,15,19,1208,23,6,0,17.12,1.32,0.58,0.41,65.68,2.88,8.40,0.49,0.33,1.23,1.56,1.90,0
95DD10W1,1194,83,31,14,6,749,97,132,12,7,59,4,1140,34,54,11,6.95,2.60,1.17,0.50,62.73,8.12,11.06,1.01,0.59,4.94,0.34,2.98,20.37
95DD11W1,854,52,10,20,4,450,105,91,27,12,81,2,692,17,162,13,6.09,1.17,2.34,0.47,52.69,12.30,10.66,3.16,1.41,9.48,0.23,2.46,8.02
95DD12W1,1202,200,10,8,5,820,37,91,2,3,12,14,1197,18,5,0,16.64,0.83,0.67,0.42,68.22,3.08,7.57,0.17,0.25,1.00,1.16,1.50,0
95DD13W1,693,53,12,10,1,345,68,62,10,9,118,5,601,21,92,1,7.65,1.73,1.44,0.14,49.78,9.81,8.95,1.44,1.30,17.03,0.72,3.49,1.09
95DD14S1,723,71,8,16,1,463,34,59,0,9,59,3,704,21,19,3,9.82,1.11,2.21,0.14,64.04,4.70,8.16,0,1.24,8.16,0.41,2.98,15.79
95DD14S2,841,77,9,8,1,555,39,98,7,7,34,6,836,17,4,0,9.16,1.07,0.95,0.12,65.99,4.64,11.65,0.83,0.83,4.04,0.71,2.03,0
95DD15W1,1601,209,20,16,4,1041,84,173,6,2,27,19,1576,34,25,2,13.05,1.25,1.00,0.25,65.02,5.25,10.81,0.37,0.12,1.69,1.19,2.16,8.00
95DD16W1,1468,223,10,14,3,979,45,142,7,2,19,24,1449,23,19,1,15.19,0.68,0.95,0.20,66.69,3.07,9.67,0.48,0.14,1.29,1.63,1.59,5.26
95DD17W1,1616,254,6,15,0,1098,50,151,5,3,14,20,1595,19,21,2,15.72,0.37,0.93,0,67.95,3.09,9.34,0.31,0.19,0.87,1.24,1.19,9.52
95DD18W1,768,82,5,9,4,364,56,89,11,5,133,10,645,10,121,4,10.68,0.65,1.17,0.52,47.40,7.29,11.59,1.43,0.65,17.32,1.30,1.55,3.31
95DD19S1,839,77,5,15,5,541,51,86,9,2,45,3,802,17,37,3,9.18,0.60,1.79,0.60,64.48,6.08,10.25,1.07,0.24,5.36,0.36,2.12,8.11
95DD19S2,702,101,7,7,3,471,30,68,2,0,6,7,697,14,5,0,14.39,1.00,1.00,0.43,67.09,4.27,9.69,0.28,0,0.85,1.00,2.01,0
95DD20W1,629,58,5,16,3,253,47,59,11,1,170,6,489,13,140,8,9.22,0.79,2.54,0.48,40.22,7.47,9.38,1.75,0.16,27.03,0.95,2.66,5.71
95DD21W1,986,58,12,17,1,534,91,106,10,7,142,8,878,22,108,7,5.88,1.22,1.72,0.10,54.16,9.23,10.75,1.01,0.71,14.40,0.81,2.51,6.48
95DD22S1,713,99,10,9,1,474,34,61,2,2,16,5,682,16,25,3,13.88,1.40,1.26,0.14,66.48,4.77,8.56,0.28,0.28,2.24,0.70,2.35,12.00
95DD22S2,666,98,7,8,2,424,31,62,1,1,27,5,647,15,19,0,14.71,1.05,1.20,0.30,63.66,4.65,9.31,0.15,0.15,4.05,0.75,2.32,0
95DD23W1,1223,251,10,12,4,755,33,119,3,3,17,16,1211,22,12,0,20.52,0.82,0.98,0.33,61.73,2.70,9.73,0.25,0.25,1.39,1.31,1.82,0
95DD24W1,1238,109,19,10,4,722,99,130,14,9,114,8,1175,28,63,1,8.80,1.53,0.81,0.32,58.32,8.00,10.50,1.13,0.73,9.21,0.65,2.38,1.59
95EE01W1,747,98,4,9,0,471,54,79,1,1,20,10,734,13,13,0,13.12,0.54,1.20,0,63.05,7.23,10.58,0.13,0.13,2.68,1.34,1.77,0
95EE02W1,875,127,8,15,5,566,42,77,1,1,22,11,843,18,32,5,14.51,0.91,1.71,0.57,64.69,4.80,8.80,0.11,0.11,2.51,1.26,2.14,15.63
95EE03W1,771,61,15,6,6,487,36,80,2,3,72,3,721,14,50,7,7.91,1.95,0.78,0.78,63.16,4.67,10.38,0.26,0.39,9.34,0.39,1.94,14.00
95EE04W1,840,100,2,15,0,557,41,85,0,0,32,8,815,11,25,6,11.90,0.24,1.79,0,66.31,4.88,10.12,0,0,3.81,0.95,1.35,24.00
95EE05W1,664,110,10,7,2,423,26,60,2,3,14,7,639,16,24,1,16.57,1.51,1.05,0.30,63.70,3.92,9.04,0.30,0.45,2.11,1.05,2.50,4.17
95EE06W1,917,110,5,16,1,571,69,109,1,1,25,9,891,20,26,1,12.00,0.55,1.74,0.11,62.27,7.52,11.89,0.11,0.11,2.73,0.98,2.24,3.85
95EE07W1,674,46,13,16,2,410,32,91,1,1,56,6,640,26,34,3,6.82,1.93,2.37,0.30,60.83,4.75,13.50,0.15,0.15,8.31,0.89,4.06,8.82
95EE08W1,689,54,15,12,1,433,35,70,2,6,55,6,649,22,40,5,7.84,2.18,1.74,0.15,62.84,5.08,10.16,0.29,0.87,7.98,0.87,3.39,12.50
95EE09W1,804,136,4,16,1,514,30,74,1,1,23,4,783,19,21,1,16.92,0.50,1.99,0.12,63.93,3.73,9.20,0.12,0.12,2.86,0.50,2.43,4.76
95EE10W1,760,92,7,12,1,483,41,90,2,2,21,9,733,15,27,4,12.11,0.92,1.58,0.13,63.55,5.39,11.84,0.26,0.26,2.76,1.18,2.05,14.81
95EE11W1,721,145,8,9,4,431,35,65,4,1,6,13,712,17,9,0,20.11,1.11,1.25,0.55,59.78,4.85,9.02,0.55,0.14,0.83,1.80,2.39,0
95EE12W1,968,52,23,12,3,593,51,117,8,4,98,7,891,29,77,6,5.37,2.38,1.24,0.31,61.26,5.27,12.09,0.83,0.41,10.12,0.72,3.25,7.79
95EE13W1,509,47,14,12,2,290,26,42,3,2,69,2,456,17,53,9,9.23,2.75,2.36,0.39,56.97,5.11,8.25,0.59,0.39,13.56,0.39,3.73,16.98
95EE14W1,1120,125,13,21,6,722,48,133,9,0,31,12,1075,25,45,9,11.16,1.16,1.88,0.54,64.46,4.29,11.88,0.80,0,2.77,1.07,2.33,20.00
95EE15W1,747,123,5,12,3,471,21,86,2,0,13,11,731,15,16,2,16.47,0.67,1.61,0.40,63.05,2.81,11.51,0.27,0,1.74,1.47,2.05,12.50
95EE16W1,895,135,6,6,2,623,33,70,3,1,11,5,887,11,8,1,15.08,0.67,0.67,0.22,69.61,3.69,7.82,0.34,0.11,1.23,0.56,1.24,12.50
95FF01S1,1011,56,4,12,1,677,54,125,6,7,61,8,992,16,19,0,5.54,0.40,1.19,0.10,66.96,5.34,12.36,0.59,0.69,6.03,0.79,1.61,0
95FF01S2,1270,109,6,37,2,831,45,163,8,1,54,14,1227,34,42,9,8.58,0.47,2.91,0.16,65.43,3.54,12.83,0.63,0.08,4.25,1.10,2.77,21.43
95FF02W1,1210,225,2,16,1,780,33,114,3,3,15,18,1205,18,5,0,18.60,0.17,1.32,0.08,64.46,2.73,9.42,0.25,0.25,1.24,1.49,1.49,0
95FF03W1,1365,85,2,42,3,838,68,152,16,5,150,4,1301,37,64,7,6.23,0.15,3.08,0.22,61.39,4.98,11.14,1.17,0.37,10.99,0.29,2.84,10.94
95FF04W1,1207,241,6,19,2,770,34,104,2,0,12,17,1202,24,5,1,19.97,0.50,1.57,0.17,63.79,2.82,8.62,0.17,0,0.99,1.41,2.00,20.00
95FF05W1,1092,81,6,65,3,701,38,111,2,2,69,14,1027,56,65,15,7.42,0.55,5.95,0.27,64.19,3.48,10.16,0.18,0.18,6.32,1.28,5.45,23.08
95FF06S1,971,81,4,45,1,643,28,86,0,1,75,7,940,45,31,4,8.34,0.41,4.63,0.10,66.22,2.88,8.86,0,0.10,7.72,0.72,4.79,12.90
