GeographyCode,LC2120NI0001,LC2120NI0002,LC2120NI0003,LC2120NI0004,LC2120NI0005,LC2120NI0006,LC2120NI0007,LC2120NI0008,LC2120NI0009,LC2120NI0010,LC2120NI0011,LC2120NI0012,LC2120NI0013,LC2120NI0014,LC2120NI0015,LC2120NI0016,LC2120NI0017,LC2120NI0018,LC2120NI0019,LC2120NI0020,LC2120NI0021,LC2120NI0022,LC2120NI0023,LC2120NI0024,LC2120NI0025,LC2120NI0026,LC2120NI0027,LC2120NI0028,LC2120NI0029,LC2120NI0030,LC2120NI0031,LC2120NI0032,LC2120NI0033,LC2120NI0034,LC2120NI0035,LC2120NI0036
95EE,24438,7530,15951,957,12066,3723,7813,530,12372,3807,8138,427,14169,4216,9489,464,7064,2071,4730,263,7105,2145,4759,201,10269,3314,6462,493,5002,1652,3083,267,5267,1662,3379,226
95FF,37233,11764,23732,1737,18378,5710,11688,980,18855,6054,12044,757,22071,6526,14680,865,11012,3137,7390,485,11059,3389,7290,380,15162,5238,9052,872,7366,2573,4298,495,7796,2665,4754,377
95GG,224006,107452,99184,17370,106551,50030,46546,9975,117455,57422,52638,7395,92136,40765,44314,7057,46243,19836,22463,3944,45893,20929,21851,3113,131870,66687,54870,10313,60308,30194,24083,6031,71562,36493,30787,4282
95HH,31084,3029,25364,2691,14849,1378,11968,1503,16235,1651,13396,1188,17906,1732,14935,1239,8967,779,7478,710,8939,953,7457,529,13178,1297,10429,1452,5882,599,4490,793,7296,698,5939,659
95II,53662,11113,38380,4169,25358,5028,18022,2308,28304,6085,20358,1861,31172,7011,22064,2097,15624,3289,11118,1217,15548,3722,10946,880,22490,4102,16316,2072,9734,1739,6904,1091,12756,2363,9412,981
95JJ,46325,12566,31416,2343,22358,6002,15058,1298,23967,6564,16358,1045,25392,6590,17748,1054,12689,3169,8936,584,12703,3421,8812,470,20933,5976,13668,1289,9669,2833,6122,714,11264,3143,7546,575
95KK,28427,16468,11223,736,14065,8081,5554,430,14362,8387,5669,306,15548,8686,6490,372,7766,4290,3279,197,7782,4396,3211,175,12879,7782,4733,364,6299,3791,2275,233,6580,3991,2458,131
95LL,71997,32454,35928,3615,35051,15772,17241,2038,36946,16682,18687,1577,40075,17064,21257,1754,20015,8374,10662,979,20060,8690,10595,775,31922,15390,14671,1861,15036,7398,6579,1059,16886,7992,8092,802
95MM,82296,60988,19335,1973,39724,29084,9480,1160,42572,31904,9855,813,37562,26552,10113,897,18781,13092,5164,525,18781,13460,4949,372,44734,34436,9222,1076,20943,15992,4316,635,23791,18444,4906,441
95NN,53737,33268,18214,2255,26209,16034,8905,1270,27528,17234,9309,985,29693,17553,11058,1082,14828,8560,5643,625,14865,8993,5415,457,24044,15715,7156,1173,11381,7474,3262,645,12663,8241,3894,528
95OO,44105,27858,15173,1074,22056,13997,7458,601,22049,13861,7715,473,23710,14372,8793,545,11855,7130,4425,300,11855,7242,4368,245,20395,13486,6380,529,10201,6867,3033,301,10194,6619,3347,228
95PP,47951,28123,18597,1231,23916,13984,9250,682,24035,14139,9347,549,26180,14729,10809,642,13077,7239,5472,366,13103,7490,5337,276,21771,13394,7788,589,10839,6745,3778,316,10932,6649,4010,273
95QQ,25735,6315,18024,1396,12483,2971,8722,790,13252,3344,9302,606,14564,3272,10634,658,7263,1551,5340,372,7301,1721,5294,286,11171,3043,7390,738,5220,1420,3382,418,5951,1623,4008,320
95RR,25607,15015,10024,568,12682,7311,5038,333,12925,7704,4986,235,14066,7929,5843,294,7033,3866,2991,176,7033,4063,2852,118,11541,7086,4181,274,5649,3445,2047,157,5892,3641,2134,117
95SS,91990,31881,54700,5409,43997,14713,26236,3048,47993,17168,28464,2361,52216,16321,33102,2793,26099,7870,16610,1619,26117,8451,16492,1174,39774,15560,21598,2616,17898,6843,9626,1429,21876,8717,11972,1187
95TT,34248,22264,11290,694,17089,11011,5692,386,17159,11253,5598,308,19079,12250,6472,357,9544,6067,3277,200,9535,6183,3195,157,15169,10014,4818,337,7545,4944,2415,186,7624,5070,2403,151
95UU,13465,7938,5155,372,6745,3950,2585,210,6720,3988,2570,162,7086,4080,2830,176,3544,2012,1436,96,3542,2068,1394,80,6379,3858,2325,196,3201,1938,1149,114,3178,1920,1176,82
95VV,75408,59516,14160,1732,37199,29091,7121,987,38209,30425,7039,745,39684,30743,8160,781,19828,15210,4169,449,19856,15533,3991,332,35724,28773,6000,951,17371,13881,2952,538,18353,14892,3048,413
95WW,65799,14123,46833,4843,31221,6531,22004,2686,34578,7592,24829,2157,37719,8125,27244,2350,18833,3838,13636,1359,18886,4287,13608,991,28080,5998,19589,2493,12388,2693,8368,1327,15692,3305,11221,1166
95XX,62993,8549,48140,6304,29794,3824,22519,3451,33199,4725,25621,2853,37649,5143,29305,3201,18812,2329,14691,1792,18837,2814,14614,1409,25344,3406,18835,3103,10982,1495,7828,1659,14362,1911,11007,1444
95YY,39215,27354,11094,767,19483,13448,5597,438,19732,13906,5497,329,21164,14341,6405,418,10589,7081,3267,241,10575,7260,3138,177,18051,13013,4689,349,8894,6367,2330,197,9157,6646,2359,152
95ZZ,30773,19714,10707,352,15204,9503,5515,186,15569,10211,5192,166,15584,9535,5874,175,7766,4662,3009,95,7818,4873,2865,80,15189,10179,4833,177,7438,4841,2506,91,7751,5338,2327,86
