GeographyCode,LC1105NI0001,LC1105NI0002,LC1105NI0003,LC1105NI0004,LC1105NI0005,LC1105NI0006,LC1105NI0007,LC1105NI0008,LC1105NI0009,LC1105NI0010,LC1105NI0011,LC1105NI0012,LC1105NI0013,LC1105NI0014,LC1105NI0015,LC1105NI0016,LC1105NI0017,LC1105NI0018,LC1105NI0019,LC1105NI0020,LC1105NI0021,LC1105NI0022,LC1105NI0023,LC1105NI0024,LC1105NI0025,LC1105NI0026,LC1105NI0027,LC1105NI0028,LC1105NI0029,LC1105NI0030,LC1105NI0031,LC1105NI0032,LC1105NI0033,LC1105NI0034,LC1105NI0035,LC1105NI0036
95OO,20270,11690,8580,12363,9022,3341,7907,2668,5239,8032,4913,3119,4924,3739,1185,3108,1174,1934,7411,4747,2664,4921,3659,1262,2490,1088,1402,4827,2030,2797,2518,1624,894,2309,406,1903
95PP,23069,12940,10129,13849,9848,4001,9220,3092,6128,7754,4688,3066,4702,3510,1192,3052,1178,1874,9247,5779,3468,5977,4328,1649,3270,1451,1819,6068,2473,3595,3170,2010,1160,2898,463,2435
95QQ,13297,7219,6078,7859,5549,2310,5438,1670,3768,4322,2289,2033,2537,1797,740,1785,492,1293,5342,3300,2042,3443,2476,967,1899,824,1075,3633,1630,2003,1879,1276,603,1754,354,1400
95RR,12098,6975,5123,7135,5271,1864,4963,1704,3259,4757,2719,2038,2695,2041,654,2062,678,1384,4581,3014,1567,2975,2247,728,1606,767,839,2760,1242,1518,1465,983,482,1295,259,1036
95SS,45723,25916,19807,26344,19849,6495,19379,6067,13312,17548,9740,7808,9929,7476,2453,7619,2264,5355,17463,11125,6338,10848,8407,2441,6615,2718,3897,10712,5051,5661,5567,3966,1601,5145,1085,4060
95TT,15037,9429,5608,9548,7426,2122,5489,2003,3486,5610,3898,1712,3696,3048,648,1914,850,1064,5775,3938,1837,3901,3083,818,1874,855,1019,3652,1593,2059,1951,1295,656,1701,298,1403
95UU,6608,3505,3103,3949,2712,1237,2659,793,1866,2020,1129,891,1169,872,297,851,257,594,2654,1564,1090,1714,1178,536,940,386,554,1934,812,1122,1066,662,404,868,150,718
95VV,35031,19573,15458,20861,14941,5920,14170,4632,9538,13265,7814,5451,7900,5850,2050,5365,1964,3401,13536,8465,5071,8775,6481,2294,4761,1984,2777,8230,3294,4936,4186,2610,1576,4044,684,3360
95WW,33971,18761,15210,19554,14424,5130,14417,4337,10080,12750,6950,5800,7279,5329,1950,5471,1621,3850,12532,7942,4590,7883,6060,1823,4649,1882,2767,8689,3869,4820,4392,3035,1357,4297,834,3463
95XX,33255,18732,14523,19506,14494,5012,13749,4238,9511,10979,6211,4768,6651,4840,1811,4328,1371,2957,12837,8139,4698,8021,6158,1863,4816,1981,2835,9439,4382,5057,4834,3496,1338,4605,886,3719
95YY,18443,10504,7939,11148,8028,3120,7295,2476,4819,6533,4023,2510,4010,3043,967,2523,980,1543,7409,4633,2776,4802,3490,1312,2607,1143,1464,4501,1848,2653,2336,1495,841,2165,353,1812
95ZZ,14817,7713,7104,8468,5775,2693,6349,1938,4411,5414,2766,2648,2917,2010,907,2497,756,1741,5677,3407,2270,3600,2558,1042,2077,849,1228,3726,1540,2186,1951,1207,744,1775,333,1442
