GeographyCode,LC2609NI0001,LC2609NI0002,LC2609NI0003,LC2609NI0004,LC2609NI0005,LC2609NI0006,LC2609NI0007,LC2609NI0008,LC2609NI0009,LC2609NI0010,LC2609NI0011,LC2609NI0012,LC2609NI0013,LC2609NI0014,LC2609NI0015,LC2609NI0016,LC2609NI0017,LC2609NI0018,LC2609NI0019,LC2609NI0020,LC2609NI0021,LC2609NI0022,LC2609NI0023,LC2609NI0024,LC2609NI0025,LC2609NI0026,LC2609NI0027,LC2609NI0028,LC2609NI0029,LC2609NI0030,LC2609NI0031,LC2609NI0032,LC2609NI0033,LC2609NI0034,LC2609NI0035
95HH,18104,1435,11929,5316,3330,3283,4740,3782,341,2395,1064,631,700,1046,4426,327,2895,1330,767,798,1204,8010,618,5408,2403,1548,1457,1984,1886,149,1231,519,384,328,506
95II,32116,7062,17083,7496,4884,4703,7971,9136,3126,3839,1599,1040,1200,2171,7156,1289,3882,1783,1094,1005,1985,12814,2252,7468,3264,2167,2037,3094,3010,395,1894,850,583,461,721
95JJ,25272,6495,14140,7116,4956,2068,4637,5458,1451,2869,1432,835,602,1138,6521,1703,3640,2010,1164,466,1178,10296,2562,5941,2864,2301,776,1793,2997,779,1690,810,656,224,528
95KK,15996,8486,5774,2318,2435,1021,1736,3017,1661,1050,449,400,201,306,4949,2622,1787,755,738,294,540,6283,3301,2310,882,1021,407,672,1747,902,627,232,276,119,218
95LL,41320,16990,17691,4624,8043,5024,6639,8291,3044,3927,1140,1530,1257,1320,9738,3636,4506,1231,2037,1238,1596,18505,8010,7596,1868,3636,2092,2899,4786,2300,1662,385,840,437,824
95MM,40612,26311,8725,4349,3274,1102,5576,9100,5967,1688,825,559,304,1445,9185,5723,2126,1133,748,245,1336,17874,11800,3832,1883,1518,431,2242,4453,2821,1079,508,449,122,553
95NN,30910,17481,8625,4315,2512,1798,4804,6899,3845,1903,909,536,458,1151,8933,4749,2708,1405,768,535,1476,12238,7193,3309,1672,985,652,1736,2840,1694,705,329,223,153,441
95OO,25646,14597,8098,2784,3679,1635,2951,5266,3239,1521,567,566,388,506,7567,4141,2578,907,1160,511,848,10039,5613,3196,1047,1552,597,1230,2774,1604,803,263,401,139,367
95PP,27574,14838,9783,855,6559,2369,2953,5164,2869,1725,203,995,527,570,8046,4191,3006,214,2050,742,849,11402,6154,4048,358,2799,891,1200,2962,1624,1004,80,715,209,334
95QQ,14861,3200,8876,5623,1690,1563,2785,2682,575,1562,913,307,342,545,4106,818,2482,1628,449,405,806,6395,1391,3883,2460,738,685,1121,1678,416,949,622,196,131,313
95RR,13217,7205,4742,2699,1608,435,1270,2391,1340,822,462,264,96,229,3740,2080,1302,761,412,129,358,5551,2997,2009,1122,719,168,545,1535,788,609,354,213,42,138
95SS,54962,17032,26887,10469,9924,6494,11043,13426,4074,6618,2611,2237,1770,2734,13250,3642,6768,2650,2455,1663,2840,23122,7702,11017,4282,4200,2535,4403,5164,1614,2484,926,1032,526,1066
95TT,19983,12472,5670,2528,1979,1163,1841,4353,3011,975,439,307,229,367,6399,3960,1836,820,653,363,603,7188,4348,2183,991,761,431,657,2043,1153,676,278,258,140,214
95UU,7021,3831,2276,1093,955,228,914,1362,804,354,169,130,55,204,2322,1214,797,387,332,78,311,2522,1441,789,379,335,75,292,815,372,336,158,158,20,107
95VV,41463,29145,6929,4025,1598,1306,5389,8985,6670,1111,576,263,272,1204,11930,7973,2429,1509,511,409,1528,16200,11480,2685,1566,641,478,2035,4348,3022,704,374,183,147,622
95WW,39969,8706,22172,10975,5404,5793,9091,8835,2198,4666,2262,1030,1374,1971,9308,1838,5204,2641,1232,1331,2266,17586,3771,9924,4927,2511,2486,3891,4240,899,2378,1145,631,602,963
95XX,36916,4485,21407,10460,6029,4918,11024,9359,1246,5367,2588,1519,1260,2746,8963,992,5078,2449,1469,1160,2893,15665,1869,9314,4599,2546,2169,4482,2929,378,1648,824,495,329,903
95YY,21676,13944,5722,2371,2411,940,2010,4770,3311,997,445,350,202,462,6650,4108,1902,792,795,315,640,8117,5231,2196,896,972,328,690,2139,1294,627,238,294,95,218
95ZZ,15000,8588,5108,2739,1783,586,1304,2544,1550,707,347,230,130,287,4450,2287,1803,1015,585,203,360,6333,3835,1974,1045,751,178,524,1673,916,624,332,217,75,133
