GeographyCode,LC3602NI0001,LC3602NI0002,LC3602NI0003,LC3602NI0004,LC3602NI0005,LC3602NI0006,LC3602NI0007,LC3602NI0008,LC3602NI0009,LC3602NI0010,LC3602NI0011,LC3602NI0012,LC3602NI0013,LC3602NI0014,LC3602NI0015,LC3602NI0016,LC3602NI0017,LC3602NI0018,LC3602NI0019,LC3602NI0020,LC3602NI0021,LC3602NI0022,LC3602NI0023,LC3602NI0024,LC3602NI0025,LC3602NI0026,LC3602NI0027,LC3602NI0028,LC3602NI0029,LC3602NI0030,LC3602NI0031,LC3602NI0032,LC3602NI0033,LC3602NI0034,LC3602NI0035,LC3602NI0036,LC3602NI0037,LC3602NI0038,LC3602NI0039,LC3602NI0040,LC3602NI0041,LC3602NI0042,LC3602NI0043,LC3602NI0044,LC3602NI0045
95II,48551,17005,11000,14471,6075,8726,1927,2027,3732,1040,39825,15078,8973,10739,5035,23437,8385,4771,7239,3042,4038,949,871,1727,491,19399,7436,3900,5512,2551,25114,8620,6229,7232,3033,4688,978,1156,2005,549,20426,7642,5073,5227,2484
95JJ,43277,10972,9465,14830,8010,8164,1503,1724,3602,1335,35113,9469,7741,11228,6675,21081,5251,4801,7351,3678,3872,673,907,1704,588,17209,4578,3894,5647,3090,22196,5721,4664,7479,4332,4292,830,817,1898,747,17904,4891,3847,5581,3585
95KK,26645,5413,6022,10443,4767,5816,735,1199,2745,1137,20829,4678,4823,7698,3630,13323,2317,3384,5475,2147,2819,312,712,1297,498,10504,2005,2672,4178,1649,13322,3096,2638,4968,2620,2997,423,487,1448,639,10325,2673,2151,3520,1981
95LL,67061,15857,13643,27410,10151,14136,2106,2589,7404,2037,52925,13751,11054,20006,8114,33125,7424,6367,14320,5014,6565,958,1286,3397,924,26560,6466,5081,10923,4090,33936,8433,7276,13090,5137,7571,1148,1303,4007,1113,26365,7285,5973,9083,4024
95MM,78409,17701,14192,28455,18061,18783,2610,2681,9339,4153,59626,15091,11511,19116,13908,38178,8597,7091,13637,8853,8880,1339,1354,4212,1975,29298,7258,5737,9425,6878,40231,9104,7101,14818,9208,9903,1271,1327,5127,2178,30328,7833,5774,9691,7030
95NN,50138,13832,12849,15666,7791,10179,1964,2426,4216,1573,39959,11868,10423,11450,6218,24879,6421,6854,7726,3878,5025,889,1362,2000,774,19854,5532,5492,5726,3104,25259,7411,5995,7940,3913,5154,1075,1064,2216,799,20105,6336,4931,5724,3114
95OO,41315,9069,8993,16146,7107,7973,1127,1659,3639,1548,33342,7942,7334,12507,5559,20944,3970,4820,8876,3278,4000,447,989,1895,669,16944,3523,3831,6981,2609,20371,5099,4173,7270,3829,3973,680,670,1744,879,16398,4419,3503,5526,2950
95PP,44465,9612,10824,16939,7090,8568,1246,1885,3818,1619,35897,8366,8939,13121,5471,22508,4227,5974,8825,3482,4358,561,1123,1952,722,18150,3666,4851,6873,2760,21957,5385,4850,8114,3608,4210,685,762,1866,897,17747,4700,4088,6248,2711
95QQ,23565,5780,5589,9319,2877,4666,836,988,2279,563,18899,4944,4601,7040,2314,11615,2755,2555,4934,1371,2259,398,469,1129,263,9356,2357,2086,3805,1108,11950,3025,3034,4385,1506,2407,438,519,1150,300,9543,2587,2515,3235,1206
95RR,24610,4814,5809,9153,4834,5366,686,1038,2574,1068,19244,4128,4771,6579,3766,12558,2193,3331,4653,2381,2726,332,623,1255,516,9832,1861,2708,3398,1865,12052,2621,2478,4500,2453,2640,354,415,1319,552,9412,2267,2063,3181,1901
95SS,86371,25989,19694,27917,12771,16174,2917,3471,7252,2534,70197,23072,16223,20665,10237,42177,12938,9121,13890,6228,7513,1387,1620,3358,1148,34664,11551,7501,10532,5080,44194,13051,10573,14027,6543,8661,1530,1851,3894,1386,35533,11521,8722,10133,5157
95TT,31959,7425,7579,11726,5229,5917,843,1298,2786,990,26042,6582,6281,8940,4239,16138,3144,4358,6277,2359,2839,353,799,1257,430,13299,2791,3559,5020,1929,15821,4281,3221,5449,2870,3078,490,499,1529,560,12743,3791,2722,3920,2310
95UU,12375,2859,3147,4320,2049,2582,440,572,1126,444,9793,2419,2575,3194,1605,6264,1262,1821,2227,954,1348,216,335,586,211,4916,1046,1486,1641,743,6111,1597,1326,2093,1095,1234,224,237,540,233,4877,1373,1089,1553,862
95VV,70560,15688,15936,25845,13091,14173,1979,2787,6463,2944,56387,13709,13149,19382,10147,35288,6980,8759,13241,6308,7049,893,1615,3156,1385,28239,6087,7144,10085,4923,35272,8708,7177,12604,6783,7124,1086,1172,3307,1559,28148,7622,6005,9297,5224
95WW,61791,17563,13855,21238,9135,11418,2090,2453,5490,1385,50373,15473,11402,15748,7750,29823,8707,5789,10833,4494,5176,1023,1028,2472,653,24647,7684,4761,8361,3841,31968,8856,8066,10405,4641,6242,1067,1425,3018,732,25726,7789,6641,7387,3909
95XX,57848,20799,14197,16172,6680,9774,2448,2299,3902,1125,48074,18351,11898,12270,5555,28081,10735,6499,7559,3288,4485,1204,1071,1672,538,23596,9531,5428,5887,2750,29767,10064,7698,8613,3392,5289,1244,1228,2230,587,24478,8820,6470,6383,2805
95YY,36723,8632,8722,12509,6860,8306,1268,1842,3401,1795,28417,7364,6880,9108,5065,18479,3652,4964,6597,3266,4212,538,1143,1679,852,14267,3114,3821,4918,2414,18244,4980,3758,5912,3594,4094,730,699,1722,943,14150,4250,3059,4190,2651
95ZZ,28610,5150,6152,11416,5892,7321,763,1340,3703,1515,21289,4387,4812,7713,4377,14305,2319,3534,5614,2838,3592,347,862,1673,710,10713,1972,2672,3941,2128,14305,2831,2618,5802,3054,3729,416,478,2030,805,10576,2415,2140,3772,2249
