GeographyCode,LC6603NI0001,LC6603NI0002,LC6603NI0003,LC6603NI0004,LC6603NI0005,LC6603NI0006,LC6603NI0007,LC6603NI0008,LC6603NI0009,LC6603NI0010,LC6603NI0011,LC6603NI0012,LC6603NI0013,LC6603NI0014,LC6603NI0015,LC6603NI0016,LC6603NI0017,LC6603NI0018,LC6603NI0019,LC6603NI0020,LC6603NI0021,LC6603NI0022,LC6603NI0023,LC6603NI0024,LC6603NI0025,LC6603NI0026,LC6603NI0027,LC6603NI0028,LC6603NI0029,LC6603NI0030,LC6603NI0031,LC6603NI0032,LC6603NI0033,LC6603NI0034,LC6603NI0035,LC6603NI0036,LC6603NI0037,LC6603NI0038,LC6603NI0039,LC6603NI0040,LC6603NI0041,LC6603NI0042,LC6603NI0043,LC6603NI0044,LC6603NI0045
WELB,212817,133282,79535,45909,36318,9591,45699,35061,10638,78472,45905,32567,42737,15998,26739,106028,72104,33924,20988,16963,4025,24894,19830,5064,39326,26307,13019,20820,9004,11816,106789,61178,45611,24921,19355,5566,20805,15231,5574,39146,19598,19548,21917,6994,14923
UKN01,208609,132666,75943,55030,45893,9137,35243,26213,9030,71978,41209,30769,46358,19351,27007,101270,68197,33073,27311,23408,3903,15529,12151,3378,35967,22386,13581,22463,10252,12211,107339,64469,42870,27719,22485,5234,19714,14062,5652,36011,18823,17188,23895,9099,14796
UKN02,283218,194967,88251,89464,71430,18034,65185,48552,16633,90068,58423,31645,38501,16562,21939,137423,100620,36803,44874,36400,8474,28925,23063,5862,44681,32511,12170,18943,8646,10297,145795,94347,51448,44590,35030,9560,36260,25489,10771,45387,25912,19475,19558,7916,11642
UKN03,317543,216558,100985,83195,66233,16962,75461,57536,17925,116179,75090,41089,42708,17699,25009,156921,114771,42150,39241,31965,7276,37270,29864,7406,59418,43406,16012,20992,9536,11456,160622,101787,58835,43954,34268,9686,38191,27672,10519,56761,31684,25077,21716,8163,13553
UKN04,209839,130109,79730,46170,35894,10276,44311,33414,10897,77013,44078,32935,42345,16723,25622,103684,69993,33691,21713,17320,4393,23591,18596,4995,37947,24953,12994,20433,9124,11309,106155,60116,46039,24457,18574,5883,20720,14818,5902,39066,19125,19941,21912,7599,14313
UKN05,294211,195467,98744,66110,53251,12859,68550,53172,15378,108671,71136,37535,50880,17908,32972,148071,107190,40881,28857,24216,4641,37795,30689,7106,57255,42422,14833,24164,9863,14301,146140,88277,57863,37253,29035,8218,30755,22483,8272,51416,28714,22702,26716,8045,18671
95AA,38597,27361,11236,10708,8799,1909,8945,6996,1949,13941,9421,4520,5003,2145,2858,18999,14425,4574,5013,4261,752,4351,3576,775,7226,5459,1767,2409,1129,1280,19598,12936,6662,5695,4538,1157,4594,3420,1174,6715,3962,2753,2594,1016,1578
95BB,57290,38371,18919,15659,12013,3646,15367,11314,4053,19551,12147,7404,6713,2897,3816,28032,19959,8073,7555,5801,1754,7565,5892,1673,9613,6705,2908,3299,1561,1738,29258,18412,10846,8104,6212,1892,7802,5422,2380,9938,5442,4496,3414,1336,2078
95CC,42544,28911,13633,10271,8172,2099,10474,8108,2366,15063,10124,4939,6736,2507,4229,21391,15662,5729,4567,3756,811,5536,4506,1030,7964,6024,1940,3324,1376,1948,21153,13249,7904,5704,4416,1288,4938,3602,1336,7099,4100,2999,3412,1131,2281
95DD,46337,32020,14317,11888,9462,2426,10278,7935,2343,18348,12295,6053,5823,2328,3495,22991,17161,5830,5620,4576,1044,5026,4110,916,9553,7255,2298,2792,1220,1572,23346,14859,8487,6268,4886,1382,5252,3825,1427,8795,5040,3755,3031,1108,1923
95EE,22558,14740,7818,4674,3771,903,5546,4280,1266,8839,5477,3362,3499,1212,2287,11298,8084,3214,2091,1745,346,3013,2430,583,4465,3207,1258,1729,702,1027,11260,6656,4604,2583,2026,557,2533,1850,683,4374,2270,2104,1770,510,1260
95FF,34555,24187,10368,9471,7858,1613,8790,6847,1943,11944,7747,4197,4350,1735,2615,17280,12990,4290,4453,3802,651,4552,3710,842,6046,4496,1550,2229,982,1247,17275,11197,6078,5018,4056,962,4238,3137,1101,5898,3251,2647,2121,753,1368
95GG,208609,132666,75943,55030,45893,9137,35243,26213,9030,71978,41209,30769,46358,19351,27007,101270,68197,33073,27311,23408,3903,15529,12151,3378,35967,22386,13581,22463,10252,12211,107339,64469,42870,27719,22485,5234,19714,14062,5652,36011,18823,17188,23895,9099,14796
95HH,28657,19596,9061,8108,6411,1697,6439,4781,1658,10270,6629,3641,3840,1775,2065,13905,10099,3806,4109,3312,797,2745,2135,610,5160,3750,1410,1891,902,989,14752,9497,5255,3999,3099,900,3694,2646,1048,5110,2879,2231,1949,873,1076
95II,48551,33982,14569,17005,13933,3072,11000,8021,2979,14471,9405,5066,6075,2623,3452,23437,17278,6159,8385,6934,1451,4771,3775,996,7239,5200,2039,3042,1369,1673,25114,16704,8410,8620,6999,1621,6229,4246,1983,7232,4205,3027,3033,1254,1779
95JJ,43277,27795,15482,10972,8190,2782,9465,6920,2545,14830,9261,5569,8010,3424,4586,21081,14720,6361,5251,4120,1131,4801,3728,1073,7351,5201,2150,3678,1671,2007,22196,13075,9121,5721,4070,1651,4664,3192,1472,7479,4060,3419,4332,1753,2579
95KK,26645,17418,9227,5413,4349,1064,6022,4655,1367,10443,6798,3645,4767,1616,3151,13323,9569,3754,2317,1940,377,3384,2723,661,5475,4086,1389,2147,820,1327,13322,7849,5473,3096,2409,687,2638,1932,706,4968,2712,2256,2620,796,1824
95LL,67061,45009,22052,15857,12937,2920,13643,10382,3261,27410,17422,9988,10151,4268,5883,33125,24038,9087,7424,6220,1204,6367,5041,1326,14320,10440,3880,5014,2337,2677,33936,20971,12965,8433,6717,1716,7276,5341,1935,13090,6982,6108,5137,1931,3206
95MM,78409,47447,30962,17701,14039,3662,14192,10700,3492,28455,15236,13219,18061,7472,10589,38178,24976,13202,8597,6900,1697,7091,5581,1510,13637,8400,5237,8853,4095,4758,40231,22471,17760,9104,7139,1965,7101,5119,1982,14818,6836,7982,9208,3377,5831
95NN,50138,33648,16490,13832,10730,3102,12849,9821,3028,15666,9971,5695,7791,3126,4665,24879,17787,7092,6421,5144,1277,6854,5486,1368,7726,5465,2261,3878,1692,2186,25259,15861,9398,7411,5586,1825,5995,4335,1660,7940,4506,3434,3913,1434,2479
95OO,41315,27881,13434,9069,7423,1646,8993,6962,2031,16146,11033,5113,7107,2463,4644,20944,15380,5564,3970,3416,554,4820,3938,882,8876,6722,2154,3278,1304,1974,20371,12501,7870,5099,4007,1092,4173,3024,1149,7270,4311,2959,3829,1159,2670
95PP,44465,29852,14613,9612,7580,2032,10824,8476,2348,16939,11339,5600,7090,2457,4633,22508,16321,6187,4227,3428,799,5974,4864,1110,8825,6572,2253,3482,1457,2025,21957,13531,8426,5385,4152,1233,4850,3612,1238,8114,4767,3347,3608,1000,2608
95QQ,23565,15962,7603,5780,4434,1346,5589,4241,1348,9319,6087,3232,2877,1200,1677,11615,8411,3204,2755,2161,594,2555,2049,506,4934,3586,1348,1371,615,756,11950,7551,4399,3025,2273,752,3034,2192,842,4385,2501,1884,1506,585,921
95RR,24610,15067,9543,4814,3757,1057,5809,4473,1336,9153,5158,3995,4834,1679,3155,12558,8254,4304,2193,1707,486,3331,2647,684,4653,2945,1708,2381,955,1426,12052,6813,5239,2621,2050,571,2478,1826,652,4500,2213,2287,2453,724,1729
95SS,86371,59061,27310,25989,21015,4974,19694,14915,4779,27917,18026,9891,12771,5105,7666,42177,30820,11357,12938,10693,2245,9121,7396,1725,13890,9984,3906,6228,2747,3481,44194,28241,15953,13051,10322,2729,10573,7519,3054,14027,8042,5985,6543,2358,4185
95TT,31959,21505,10454,7425,6136,1289,7579,6014,1565,11726,7670,4056,5229,1685,3544,16138,12021,4117,3144,2736,408,4358,3601,757,6277,4834,1443,2359,850,1509,15821,9484,6337,4281,3400,881,3221,2413,808,5449,2836,2613,2870,835,2035
95UU,12375,7837,4538,2859,2052,807,3147,2387,760,4320,2654,1666,2049,744,1305,6264,4334,1930,1262,950,312,1821,1452,369,2227,1520,707,954,412,542,6111,3503,2608,1597,1102,495,1326,935,391,2093,1134,959,1095,332,763
95VV,70560,46207,24353,15688,12734,2954,15936,12199,3737,25845,16292,9553,13091,4982,8109,35288,25309,9979,6980,5910,1070,8759,7077,1682,13241,9474,3767,6308,2848,3460,35272,20898,14374,8708,6824,1884,7177,5122,2055,12604,6818,5786,6783,2134,4649
95WW,61791,42859,18932,17563,14394,3169,13855,10544,3311,21238,13828,7410,9135,4093,5042,29823,21967,7856,8707,7217,1490,5789,4663,1126,10833,7998,2835,4494,2089,2405,31968,20892,11076,8856,7177,1679,8066,5881,2185,10405,5830,4575,4641,2004,2637
95XX,57848,39469,18379,20799,15677,5122,14197,10291,3906,16172,10535,5637,6680,2966,3714,28081,20456,7625,10735,8244,2491,6499,5094,1405,7559,5579,1980,3288,1539,1749,29767,19013,10754,10064,7433,2631,7698,5197,2501,8613,4956,3657,3392,1427,1965
95YY,36723,23693,13030,8632,6857,1775,8722,6758,1964,12509,7880,4629,6860,2198,4662,18479,12928,5551,3652,3030,622,4964,3980,984,6597,4710,1887,3266,1208,2058,18244,10765,7479,4980,3827,1153,3758,2778,980,5912,3170,2742,3594,990,2604
95ZZ,28610,17223,11387,5150,4085,1065,6152,4654,1498,11416,6292,5124,5892,2192,3700,14305,9625,4680,2319,1898,421,3534,2758,776,5614,3680,1934,2838,1289,1549,14305,7598,6707,2831,2187,644,2618,1896,722,5802,2612,3190,3054,903,2151
