GeographyCode,LC3601NI0001,LC3601NI0002,LC3601NI0003,LC3601NI0004,LC3601NI0005,LC3601NI0006,LC3601NI0007,LC3601NI0008,LC3601NI0009,LC3601NI0010,LC3601NI0011,LC3601NI0012,LC3601NI0013,LC3601NI0014,LC3601NI0015,LC3601NI0016,LC3601NI0017,LC3601NI0018,LC3601NI0019,LC3601NI0020,LC3601NI0021,LC3601NI0022,LC3601NI0023,LC3601NI0024,LC3601NI0025,LC3601NI0026,LC3601NI0027,LC3601NI0028,LC3601NI0029,LC3601NI0030,LC3601NI0031,LC3601NI0032,LC3601NI0033,LC3601NI0034,LC3601NI0035,LC3601NI0036,LC3601NI0037,LC3601NI0038,LC3601NI0039,LC3601NI0040,LC3601NI0041,LC3601NI0042,LC3601NI0043,LC3601NI0044,LC3601NI0045,LC3601NI0046,LC3601NI0047,LC3601NI0048,LC3601NI0049,LC3601NI0050,LC3601NI0051,LC3601NI0052,LC3601NI0053,LC3601NI0054,LC3601NI0055,LC3601NI0056,LC3601NI0057,LC3601NI0058,LC3601NI0059,LC3601NI0060
UKN01,208609,55030,35243,71978,46358,87283,29134,14207,21315,22627,69230,18808,13251,24191,12980,52096,7088,7785,26472,10751,101270,27311,15529,35967,22463,42976,14293,6210,11331,11142,33485,9530,5796,11786,6373,24809,3488,3523,12850,4948,107339,27719,19714,36011,23895,44307,14841,7997,9984,11485,35745,9278,7455,12405,6607,27287,3600,4262,13622,5803
UKN02,283218,89464,65185,90068,38501,123233,45223,26793,30071,21146,104636,33232,26120,34435,10849,55349,11009,12272,25562,6506,137423,44874,28925,44681,18943,61472,22356,11908,16314,10894,50369,17017,11417,16740,5195,25582,5501,5600,11627,2854,145795,44590,36260,45387,19558,61761,22867,14885,13757,10252,54267,16215,14703,17695,5654,29767,5508,6672,13935,3652
UKN03,317543,83195,75461,116179,42708,134602,41365,31370,39746,22121,116832,30629,29376,44166,12661,66109,11201,14715,32267,7926,156921,39241,37270,59418,20992,67892,19187,15222,22195,11288,57390,14749,14269,22244,6128,31639,5305,7779,14979,3576,160622,43954,38191,56761,21716,66710,22178,16148,17551,10833,59442,15880,15107,21922,6533,34470,5896,6936,17288,4350
UKN04,209839,46170,44311,77013,42345,87677,23136,18497,25916,20128,73067,16354,16859,27002,12852,49095,6680,8955,24095,9365,103684,21713,23591,37947,20433,44047,10582,9613,13792,10060,35978,7900,8916,13057,6105,23659,3231,5062,11098,4268,106155,24457,20720,39066,21912,43630,12554,8884,12124,10068,37089,8454,7943,13945,6747,25436,3449,3893,12997,5097
UKN05,294211,66110,68550,108671,50880,130655,35129,29599,40444,25483,101998,22418,25639,39463,14478,61558,8563,13312,28764,10919,148071,28857,37795,57255,24164,66210,14931,15691,22974,12614,51355,10162,14144,20328,6721,30506,3764,7960,13953,4829,146140,37253,30755,51416,26716,64445,20198,13908,17470,12869,50643,12256,11495,19135,7757,31052,4799,5352,14811,6090
95AA,38597,10708,8945,13941,5003,16967,5424,3874,5028,2641,14250,3959,3480,5375,1436,7380,1325,1591,3538,926,18999,5013,4351,7226,2409,8589,2574,1874,2827,1314,6956,1872,1675,2730,679,3454,567,802,1669,416,19598,5695,4594,6715,2594,8378,2850,2000,2201,1327,7294,2087,1805,2645,757,3926,758,789,1869,510
95BB,57290,15659,15367,19551,6713,22963,7239,6035,6181,3508,21998,6181,6187,7531,2099,12329,2239,3145,5839,1106,28032,7555,7565,9613,3299,11412,3395,2946,3271,1800,10751,3027,3024,3693,1007,5869,1133,1595,2649,492,29258,8104,7802,9938,3414,11551,3844,3089,2910,1708,11247,3154,3163,3838,1092,6460,1106,1550,3190,614
95CC,42544,10271,10474,15063,6736,19200,5402,4546,5625,3627,14797,3477,3878,5550,1892,8547,1392,2050,3888,1217,21391,4567,5536,7964,3324,9713,2310,2299,3224,1880,7439,1601,2065,2872,901,4239,656,1172,1868,543,21153,5704,4938,7099,3412,9487,3092,2247,2401,1747,7358,1876,1813,2678,991,4308,736,878,2020,674
95DD,46337,11888,10278,18348,5823,20016,6024,4412,6619,2961,17521,4378,4063,7272,1808,8800,1486,1803,4457,1054,22991,5620,5026,9553,2792,10156,2776,2095,3794,1491,8568,2112,1967,3673,816,4267,732,964,2086,485,23346,6268,5252,8795,3031,9860,3248,2317,2825,1470,8953,2266,2096,3599,992,4533,754,839,2371,569
95EE,22558,4674,5546,8839,3499,9487,2396,2293,3100,1698,8347,1660,2169,3374,1144,4724,618,1084,2365,657,11298,2091,3013,4465,1729,4824,1064,1215,1674,871,4168,766,1170,1668,564,2306,261,628,1123,294,11260,2583,2533,4374,1770,4663,1332,1078,1426,827,4179,894,999,1706,580,2418,357,456,1242,363
95FF,34555,9471,8790,11944,4350,15314,5068,3758,4177,2311,12355,3262,3327,4526,1240,6886,1141,1705,3241,799,17280,4453,4552,6046,2229,7779,2343,1891,2316,1229,6174,1582,1700,2259,633,3327,528,961,1471,367,17275,5018,4238,5898,2121,7535,2725,1867,1861,1082,6181,1680,1627,2267,607,3559,613,744,1770,432
95GG,208609,55030,35243,71978,46358,87283,29134,14207,21315,22627,69230,18808,13251,24191,12980,52096,7088,7785,26472,10751,101270,27311,15529,35967,22463,42976,14293,6210,11331,11142,33485,9530,5796,11786,6373,24809,3488,3523,12850,4948,107339,27719,19714,36011,23895,44307,14841,7997,9984,11485,35745,9278,7455,12405,6607,27287,3600,4262,13622,5803
95HH,28657,8108,6439,10270,3840,11548,3734,2511,3286,2017,10925,3176,2636,3962,1151,6184,1198,1292,3022,672,13905,4109,2745,5160,1891,5762,1877,1039,1818,1028,5274,1648,1116,1958,552,2869,584,590,1384,311,14752,3999,3694,5110,1949,5786,1857,1472,1468,989,5651,1528,1520,2004,599,3315,614,702,1638,361
95II,48551,17005,11000,14471,6075,21434,8875,4336,4734,3489,17735,6112,4433,5582,1608,9382,2018,2231,4155,978,23437,8385,4771,7239,3042,10614,4293,1924,2606,1791,8489,3067,1889,2734,799,4334,1025,958,1899,452,25114,8620,6229,7232,3033,10820,4582,2412,2128,1698,9246,3045,2544,2848,809,5048,993,1273,2256,526
95JJ,43277,10972,9465,14830,8010,18309,5288,3818,5135,4068,16286,4215,3836,5681,2554,8682,1469,1811,4014,1388,21081,5251,4801,7351,3678,8965,2489,1883,2672,1921,7971,2068,1928,2795,1180,4145,694,990,1884,577,22196,5721,4664,7479,4332,9344,2799,1935,2463,2147,8315,2147,1908,2886,1374,4537,775,821,2130,811
95KK,26645,5413,6022,10443,4767,11039,2775,2391,3605,2268,9274,1862,2317,3755,1340,6332,776,1314,3083,1159,13323,2317,3384,5475,2147,5647,1177,1302,2101,1067,4635,794,1309,1936,596,3041,346,773,1438,484,13322,3096,2638,4968,2620,5392,1598,1089,1504,1201,4639,1068,1008,1819,744,3291,430,541,1645,675
95LL,67061,15857,13643,27410,10151,27855,7991,5618,9062,5184,23796,5632,5186,10078,2900,15410,2234,2839,8270,2067,33125,7424,6367,14320,5014,14149,3698,2559,5235,2657,11797,2690,2355,5295,1457,7179,1036,1453,3790,900,33936,8433,7276,13090,5137,13706,4293,3059,3827,2527,11999,2942,2831,4783,1443,8231,1198,1386,4480,1167
95MM,78409,17701,14192,28455,18061,33200,9059,6149,9425,8567,25772,5983,5159,9311,5319,19437,2659,2884,9719,4175,38178,8597,7091,13637,8853,16491,4241,3029,4876,4345,12565,3008,2582,4412,2563,9122,1348,1480,4349,1945,40231,9104,7101,14818,9208,16709,4818,3120,4549,4222,13207,2975,2577,4899,2756,10315,1311,1404,5370,2230
95NN,50138,13832,12849,15666,7791,22017,6975,5446,5552,4044,17835,4949,4846,5745,2295,10286,1908,2557,4369,1452,24879,6421,6854,7726,3878,11020,3160,2857,2941,2062,8783,2383,2518,2749,1133,5076,878,1479,2036,683,25259,7411,5995,7940,3913,10997,3815,2589,2611,1982,9052,2566,2328,2996,1162,5210,1030,1078,2333,769
95OO,41315,9069,8993,16146,7107,18107,4872,3827,5842,3566,14751,3090,3398,6197,2066,8457,1107,1768,4107,1475,20944,3970,4820,8876,3278,9207,2100,1961,3402,1744,7496,1423,1799,3372,902,4241,447,1060,2102,632,20371,5099,4173,7270,3829,8900,2772,1866,2440,1822,7255,1667,1599,2825,1164,4216,660,708,2005,843
95PP,44465,9612,10824,16939,7090,19894,5063,4769,6527,3535,15922,3328,4139,6375,2080,8649,1221,1916,4037,1475,22508,4227,5974,8825,3482,10062,2157,2461,3625,1819,8063,1522,2333,3193,1015,4383,548,1180,2007,648,21957,5385,4850,8114,3608,9832,2906,2308,2902,1716,7859,1806,1806,3182,1065,4266,673,736,2030,827
95QQ,23565,5780,5589,9319,2877,9470,2644,2227,3127,1472,9077,2268,2287,3639,883,5018,868,1075,2553,522,11615,2755,2555,4934,1371,4787,1241,1000,1811,735,4361,1083,1030,1845,403,2467,431,525,1278,233,11950,3025,3034,4385,1506,4683,1403,1227,1316,737,4716,1185,1257,1794,480,2551,437,550,1275,289
95RR,24610,4814,5809,9153,4834,10232,2374,2481,3078,2299,8715,1752,2230,3279,1454,5663,688,1098,2796,1081,12558,2193,3331,4653,2381,5330,1051,1405,1705,1169,4385,810,1273,1587,715,2843,332,653,1361,497,12052,2621,2478,4500,2453,4902,1323,1076,1373,1130,4330,942,957,1692,739,2820,356,445,1435,584
95SS,86371,25989,19694,27917,12771,38585,13719,8416,9594,6856,30615,9208,7584,10417,3406,17171,3062,3694,7906,2509,42177,12938,9121,13890,6228,19392,6769,3884,5193,3546,14783,4655,3469,5048,1611,8002,1514,1768,3649,1071,44194,13051,10573,14027,6543,19193,6950,4532,4401,3310,15832,4553,4115,5369,1795,9169,1548,1926,4257,1438
95TT,31959,7425,7579,11726,5229,14365,4062,3224,4294,2785,11209,2484,2923,4326,1476,6385,879,1432,3106,968,16138,3144,4358,6277,2359,7391,1713,1797,2594,1287,5693,1066,1681,2291,655,3054,365,880,1392,417,15821,4281,3221,5449,2870,6974,2349,1427,1700,1498,5516,1418,1242,2035,821,3331,514,552,1714,551
95UU,12375,2859,3147,4320,2049,5161,1394,1283,1516,968,4509,1031,1239,1576,663,2705,434,625,1228,418,6264,1262,1821,2227,954,2659,575,742,858,484,2213,468,705,760,280,1392,219,374,609,190,6111,1597,1326,2093,1095,2502,819,541,658,484,2296,563,534,816,383,1313,215,251,619,228
95VV,70560,15688,15936,25845,13091,32243,8438,7255,10025,6525,23745,5284,5807,8982,3672,14572,1966,2874,6838,2894,35288,6980,8759,13241,6308,16297,3647,3926,5463,3261,11809,2467,3163,4436,1743,7182,866,1670,3342,1304,35272,8708,7177,12604,6783,15946,4791,3329,4562,3264,11936,2817,2644,4546,1929,7390,1100,1204,3496,1590
95WW,61791,17563,13855,21238,9135,26266,8637,5602,6904,5123,23147,6705,5621,8171,2650,12378,2221,2632,6163,1362,29823,8707,5789,10833,4494,13067,4172,2332,3923,2640,11096,3408,2326,4096,1266,5660,1127,1131,2814,588,31968,8856,8066,10405,4641,13199,4465,3270,2981,2483,12051,3297,3295,4075,1384,6718,1094,1501,3349,774
95XX,57848,20799,14197,16172,6680,25400,10258,5928,5553,3661,22214,8031,5846,6303,2034,10234,2510,2423,4316,985,28081,10735,6499,7559,3288,12637,5245,2729,2774,1889,10727,4239,2617,2904,967,4717,1251,1153,1881,432,29767,10064,7698,8613,3392,12763,5013,3199,2779,1772,11487,3792,3229,3399,1067,5517,1259,1270,2435,553
95YY,36723,8632,8722,12509,6860,15807,4517,3587,4526,3177,12300,2893,3177,4278,1952,8616,1222,1958,3705,1731,18479,3652,4964,6597,3266,7893,1827,1945,2565,1556,6220,1289,1794,2228,909,4366,536,1225,1804,801,18244,4980,3758,5912,3594,7914,2690,1642,1961,1621,6080,1604,1383,2050,1043,4250,686,733,1901,930
95ZZ,28610,5150,6152,11416,5892,11288,2625,2473,3662,2528,9438,1713,2226,3781,1718,7884,812,1453,3973,1646,14305,2319,3534,5614,2838,5778,1162,1339,2007,1270,4676,780,1258,1835,803,3851,377,937,1772,765,14305,2831,2618,5802,3054,5510,1463,1134,1655,1258,4762,933,968,1946,915,4033,435,516,2201,881
