GeographyCode,LC3303NI0001,LC3303NI0002,LC3303NI0003,LC3303NI0004,LC3303NI0005,LC3303NI0006,LC3303NI0007,LC3303NI0008,LC3303NI0009,LC3303NI0010,LC3303NI0011,LC3303NI0012,LC3303NI0013,LC3303NI0014,LC3303NI0015,LC3303NI0016,LC3303NI0017,LC3303NI0018,LC3303NI0019,LC3303NI0020,LC3303NI0021,LC3303NI0022,LC3303NI0023,LC3303NI0024,LC3303NI0025,LC3303NI0026,LC3303NI0027
WELB,290881,46861,244020,228963,30013,198950,61918,16848,45070,229440,29827,199613,13611,2897,10714,215829,26930,188899,61441,17034,44407,48307,13951,34356,13134,3083,10051
UKN01,276141,91495,184646,212014,60549,151465,64127,30946,33181,210442,59275,151167,12985,5008,7977,197457,54267,143190,65699,32220,33479,51142,25938,25204,14557,6282,8275
UKN02,384428,52007,332421,311671,32144,279527,72757,19863,52894,312575,32330,280245,19045,3776,15269,293530,28554,264976,71853,19677,52176,53712,16087,37625,18141,3590,14551
UKN03,434612,52916,381696,350195,32772,317423,84417,20144,64273,350699,32810,317889,21006,3796,17210,329693,29014,300679,83913,20106,63807,63411,16348,47063,20502,3758,16744
UKN04,284667,49588,235079,224520,32538,191982,60147,17050,43097,224577,32152,192425,13450,3000,10450,211127,29152,181975,60090,17436,42654,46697,14050,32647,13393,3386,10007
UKN05,408491,41525,366966,329983,25257,304726,78508,16268,62240,330929,25373,305556,18510,2867,15643,312419,22506,289913,77562,16152,61410,59998,13401,46597,17564,2751,14813
95AA,52540,6493,46047,43467,4248,39219,9073,2245,6828,43470,4227,39243,2344,421,1923,41126,3806,37320,9070,2266,6804,6729,1824,4905,2341,442,1899
95BB,77483,8604,68879,61534,5034,56500,15949,3570,12379,61709,5030,56679,4061,650,3411,57648,4380,53268,15774,3574,12200,11888,2920,8968,3886,654,3232
95CC,58638,5316,53322,47744,3195,44549,10894,2121,8773,47945,3203,44742,2726,384,2342,45219,2819,42400,10693,2113,8580,8168,1737,6431,2525,376,2149
95DD,63403,7407,55996,51822,4727,47095,11581,2680,8901,51897,4808,47089,3086,622,2464,48811,4186,44625,11506,2599,8907,8495,2058,6437,3011,541,2470
95EE,31054,3019,28035,24950,1814,23136,6104,1205,4899,25035,1802,23233,1461,207,1254,23574,1595,21979,6019,1217,4802,4643,998,3645,1376,219,1157
95FF,48045,4112,43933,39094,2363,36731,8951,1749,7202,39187,2382,36805,2186,321,1865,37001,2061,34940,8858,1730,7128,6765,1428,5337,2093,302,1791
95GG,276141,91495,184646,212014,60549,151465,64127,30946,33181,210442,59275,151167,12985,5008,7977,197457,54267,143190,65699,32220,33479,51142,25938,25204,14557,6282,8275
95HH,38785,5705,33080,30902,3497,27405,7883,2208,5675,30921,3531,27390,1991,437,1554,28930,3094,25836,7864,2174,5690,5892,1771,4121,1972,403,1569
95II,66502,8100,58402,53623,4604,49019,12879,3496,9383,53758,4645,49113,3370,644,2726,50388,4001,46387,12744,3455,9289,9509,2852,6657,3235,603,2632
95JJ,57761,8907,48854,46688,5918,40770,11073,2989,8084,46734,5844,40890,2875,600,2275,43859,5244,38615,11027,3063,7964,8198,2389,5809,2829,674,2155
95KK,36711,3340,33371,29164,1991,27173,7547,1349,6198,28872,1899,26973,1548,191,1357,27324,1708,25616,7839,1441,6398,5999,1158,4841,1840,283,1557
95LL,92513,14244,78269,73765,9097,64668,18748,5147,13601,73318,8963,64355,4136,865,3271,69182,8098,61084,19195,5281,13914,14612,4282,10330,4583,999,3584
95MM,106500,25296,81204,83121,17101,66020,23379,8195,15184,83307,16989,66318,4976,1442,3534,78331,15547,62784,23193,8307,14886,18403,6753,11650,4790,1554,3236
95NN,68714,7381,61333,55083,4414,50669,13631,2967,10664,55724,4516,51208,3588,565,3023,52136,3951,48185,12990,2865,10125,10043,2402,7641,2947,463,2484
95OO,57462,6069,51393,46770,3954,42816,10692,2115,8577,46774,3984,42790,2470,374,2096,44304,3610,40694,10688,2085,8603,8222,1741,6481,2466,344,2122
95PP,61064,6073,54991,49372,3552,45820,11692,2521,9171,49851,3679,46172,2978,487,2491,46873,3192,43681,11213,2394,8819,8714,2034,6680,2499,360,2139
95QQ,31914,4675,27239,25430,2889,22541,6484,1786,4698,25394,2884,22510,1605,352,1253,23789,2532,21257,6520,1791,4729,4879,1434,3445,1641,357,1284
95RR,32850,4340,28510,26273,2800,23473,6577,1540,5037,26220,2733,23487,1495,273,1222,24725,2460,22265,6630,1607,5023,5082,1267,3815,1548,340,1208
95SS,118525,17042,101483,96625,11074,85551,21900,5968,15932,96908,11095,85813,5637,1124,4513,91271,9971,81300,21617,5947,15670,16263,4844,11419,5354,1103,4251
95TT,44822,3757,41065,36715,2230,34485,8107,1527,6580,36632,2251,34381,1906,292,1614,34726,1959,32767,8190,1506,6684,6201,1235,4966,1989,271,1718
95UU,16907,2107,14800,13414,1327,12087,3493,780,2713,13451,1310,12141,834,135,699,12617,1175,11442,3456,797,2659,2659,645,2014,797,152,645
95VV,98922,11737,87185,80095,7353,72742,18827,4384,14443,80623,7405,73218,4529,787,3742,76094,6618,69476,18299,4332,13967,14298,3597,10701,4001,735,3266
95WW,83141,11866,71275,67129,7251,59878,16012,4615,11397,67051,7189,59862,3979,805,3174,63072,6384,56688,16090,4677,11413,12033,3810,8223,4057,867,3190
95XX,77475,9294,68181,63392,5718,57674,14083,3576,10507,63937,5870,58067,4068,766,3302,59869,5104,54765,13538,3424,10114,10015,2810,7205,3523,614,2909
95YY,50872,5233,45639,40123,2982,37141,10749,2251,8498,40232,2952,37280,2353,352,2001,37879,2600,35279,10640,2281,8359,8396,1899,6497,2244,382,1862
95ZZ,39595,5919,33676,30074,3578,26496,9521,2341,7180,29830,3474,26356,1809,343,1466,28021,3131,24890,9765,2445,7320,7712,1998,5714,2053,447,1606
