GeographyCode,QS103NI0001,QS103NI0002,QS103NI0003,QS103NI0004,QS103NI0005,QS103NI0006,QS103NI0007,QS103NI0008,QS103NI0009,QS103NI0010,QS103NI0011,QS103NI0012,QS103NI0013,QS103NI0014,QS103NI0015,QS103NI0016,QS103NI0017,QS103NI0018,QS103NI0019,QS103NI0020,QS103NI0021,QS103NI0022,QS103NI0023,QS103NI0024,QS103NI0025,QS103NI0026,QS103NI0027,QS103NI0028,QS103NI0029,QS103NI0030,QS103NI0031,QS103NI0032,QS103NI0033,QS103NI0034,QS103NI0035,QS103NI0036,QS103NI0037,QS103NI0038,QS103NI0039,QS103NI0040,QS103NI0041,QS103NI0042,QS103NI0043,QS103NI0044,QS103NI0045,QS103NI0046,QS103NI0047,QS103NI0048,QS103NI0049,QS103NI0050,QS103NI0051,QS103NI0052,QS103NI0053,QS103NI0054,QS103NI0055,QS103NI0056,QS103NI0057,QS103NI0058,QS103NI0059,QS103NI0060,QS103NI0061,QS103NI0062,QS103NI0063,QS103NI0064,QS103NI0065,QS103NI0066,QS103NI0067,QS103NI0068,QS103NI0069,QS103NI0070,QS103NI0071,QS103NI0072,QS103NI0073,QS103NI0074,QS103NI0075,QS103NI0076,QS103NI0077,QS103NI0078,QS103NI0079,QS103NI0080,QS103NI0081,QS103NI0082,QS103NI0083,QS103NI0084,QS103NI0085,QS103NI0086,QS103NI0087,QS103NI0088,QS103NI0089,QS103NI0090,QS103NI0091,QS103NI0092,QS103NI0093,QS103NI0094,QS103NI0095,QS103NI0096,QS103NI0097,QS103NI0098,QS103NI0099,QS103NI0100,QS103NI0101,QS103NI0102
95AA08W1,1698,25,25,32,27,17,22,14,14,25,17,25,19,26,17,20,26,22,24,25,17,19,24,23,25,25,31,20,35,26,26,19,28,20,19,24,27,17,21,26,20,28,21,24,25,16,20,26,22,23,19,19,15,30,17,19,32,25,29,14,22,18,16,12,22,19,15,28,14,20,20,8,17,19,14,11,13,11,9,6,6,5,8,3,2,2,4,5,4,3,2,0,1,1,0,0,0,0,0,0,0,0
95AA09W1,2220,38,41,36,26,21,26,23,32,23,27,18,35,24,29,27,22,29,27,27,31,20,24,31,30,34,21,42,41,34,31,26,25,35,30,21,28,28,33,32,34,31,30,23,33,30,23,25,25,36,29,30,28,20,22,26,22,18,25,24,22,26,33,24,36,44,27,21,13,28,14,22,19,15,17,20,13,11,16,10,13,20,7,6,8,6,7,8,10,9,6,9,4,4,2,1,1,0,2,2,1,1
95AA10W1,1953,18,28,23,33,19,22,19,21,24,21,29,32,36,16,33,28,37,22,35,20,29,25,28,33,24,20,25,22,21,20,19,27,19,30,17,34,15,15,33,22,33,26,26,23,26,22,23,24,20,23,25,23,24,31,30,29,23,25,29,27,24,37,22,35,32,24,24,25,36,18,25,18,14,14,9,13,14,12,9,7,6,6,6,1,5,2,2,0,2,2,1,1,0,0,1,0,0,0,0,0,0
95AA11S1,2800,36,48,31,44,40,32,42,38,34,34,34,32,25,31,35,37,39,25,26,18,25,27,26,23,32,30,54,49,51,48,44,46,45,45,49,50,60,52,41,68,53,58,42,38,38,36,44,48,32,24,34,30,23,30,30,22,15,15,34,25,18,28,31,27,30,27,30,23,23,27,19,18,15,21,14,23,11,19,22,10,21,15,10,17,12,14,10,7,11,5,4,5,4,4,2,0,3,2,0,1,0
95AA11S2,2564,40,57,43,57,39,40,42,39,28,42,34,38,36,36,33,35,36,26,36,30,36,37,33,31,32,28,38,40,38,46,43,48,50,44,44,50,57,57,51,58,60,56,54,56,29,47,46,38,29,27,22,31,32,25,16,15,11,11,19,15,17,23,19,17,11,12,17,14,13,11,8,8,12,16,13,16,5,7,8,6,4,5,1,5,8,2,4,3,3,2,2,2,1,1,0,1,0,0,0,0,0
95AA12W1,2775,15,36,34,41,27,27,35,33,41,45,31,59,45,48,57,39,58,39,44,29,34,29,33,21,30,22,19,13,15,19,29,25,11,22,16,35,26,35,47,45,48,49,59,66,54,65,61,56,53,45,55,40,40,45,42,27,37,32,32,38,35,31,43,20,35,25,27,37,17,28,18,21,18,25,17,6,17,13,7,11,10,12,5,8,6,5,3,2,7,3,7,1,0,0,0,0,0,1,1,0,0
95AA13S1,1745,30,23,32,28,30,31,24,24,20,17,26,25,32,27,31,15,21,30,26,19,17,22,21,25,27,29,17,26,26,14,27,21,17,22,26,21,20,28,20,25,25,20,24,26,23,36,29,35,33,30,23,25,29,20,21,25,17,20,12,14,16,10,13,13,19,16,6,15,17,14,15,12,14,9,7,12,6,9,8,5,7,6,3,7,9,2,2,5,2,1,4,4,1,3,1,0,2,1,0,0,0
95AA13S2,1562,25,26,24,14,24,23,24,18,27,24,26,21,24,18,28,18,24,23,14,15,17,22,20,25,15,14,25,23,22,20,17,32,22,19,21,20,18,11,33,22,30,29,21,37,31,35,25,23,23,23,19,23,20,11,11,12,19,10,14,12,11,16,14,9,15,16,6,18,19,11,8,9,8,13,14,4,7,10,8,7,5,7,4,6,3,4,3,3,3,2,1,2,4,1,1,2,0,1,1,0,0
95AA14W1,2349,20,23,31,32,27,33,28,35,30,29,26,37,30,33,40,43,33,28,39,19,33,32,31,35,24,24,19,20,18,17,28,26,19,11,28,27,20,18,32,32,36,34,34,35,38,45,52,47,29,33,43,26,31,32,31,27,35,32,29,33,30,26,41,36,27,16,27,32,24,21,19,17,17,18,12,15,24,10,20,11,11,9,9,14,12,8,5,4,10,4,1,3,3,0,0,0,1,0,0,0,0
95AA15S1,2641,50,67,50,59,39,38,38,27,41,34,35,24,28,30,29,36,28,32,44,25,25,23,35,27,50,46,47,48,54,68,74,77,45,74,53,66,55,52,49,36,30,35,37,42,32,34,32,33,39,24,22,32,27,20,23,20,27,23,31,23,21,13,18,17,25,22,10,12,19,10,6,14,9,9,6,7,10,7,12,10,8,2,7,4,1,1,1,6,4,2,2,0,2,0,0,0,0,0,0,0,0
95AA15S2,1545,34,37,42,35,28,25,30,24,26,19,19,16,24,16,18,18,20,18,16,18,19,21,31,22,19,27,20,30,34,38,33,25,34,26,16,30,24,30,22,16,23,21,30,20,19,20,16,26,13,16,18,20,20,16,13,15,20,13,16,15,12,16,12,20,10,10,6,7,10,7,11,3,5,3,7,3,4,2,3,5,2,3,0,0,1,2,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0
95AA16W1,1807,33,30,22,19,24,20,23,24,18,19,21,19,17,27,14,14,22,23,18,16,19,37,22,31,32,33,30,35,29,23,45,34,32,23,26,29,25,28,31,21,21,31,19,21,22,28,21,25,33,24,20,19,23,14,22,13,13,18,14,15,18,16,29,15,23,26,19,17,18,13,19,11,20,11,16,12,19,10,8,14,9,8,8,4,5,3,4,3,2,0,1,0,1,0,1,0,0,0,0,0,0
95AA17W1,2142,29,30,39,22,41,28,32,30,19,23,29,38,25,32,30,26,27,31,35,21,24,35,27,34,32,41,26,40,32,36,31,37,30,23,25,27,27,33,29,33,28,31,33,18,40,32,27,34,34,19,31,24,30,29,36,19,25,21,26,26,32,27,31,24,28,25,21,21,23,24,16,11,12,14,6,7,5,6,8,10,2,6,2,1,2,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0
95AA18W1,2439,29,14,27,33,22,20,22,24,19,14,25,22,30,21,25,29,33,33,27,18,11,18,22,21,25,17,24,32,23,17,25,18,20,22,21,24,26,33,28,51,34,33,22,20,26,35,46,41,34,36,33,31,38,30,42,33,30,27,36,31,48,38,43,49,54,40,43,34,41,30,35,33,23,25,38,29,23,17,25,20,16,14,16,11,8,8,5,15,12,5,2,6,3,1,2,0,1,2,0,0,1
95AA19W1,2687,46,32,54,55,31,46,41,46,39,44,51,38,33,40,38,47,48,51,43,27,41,43,47,41,39,36,35,26,46,36,33,33,44,30,43,25,34,36,30,36,36,36,40,37,38,32,38,43,39,35,34,40,39,40,35,27,32,17,33,28,23,33,22,17,23,23,24,23,21,17,10,19,13,6,12,9,13,4,13,6,9,12,4,7,5,7,5,5,7,1,3,2,2,2,1,0,0,0,0,0,1
95BB01S1,1574,19,17,17,18,21,30,11,23,12,25,23,22,25,23,21,25,26,22,21,21,20,17,22,25,19,13,9,20,24,16,14,17,15,16,15,16,16,29,19,15,24,32,23,24,25,29,41,20,26,35,26,33,19,29,26,13,20,19,10,13,24,19,16,21,13,8,16,15,12,12,19,8,13,8,5,5,7,6,8,7,9,7,9,3,7,5,3,7,3,5,3,1,0,1,1,0,1,1,0,0,0
95BB01S2,2035,21,18,32,28,20,28,36,34,19,26,24,25,33,28,40,28,30,32,32,25,31,28,29,33,21,18,16,12,16,30,16,21,26,25,20,25,24,17,22,32,45,34,26,46,49,51,31,38,40,33,40,36,51,31,35,29,20,27,21,23,17,23,14,16,10,16,16,23,14,12,14,9,6,15,15,6,10,10,6,6,9,10,4,4,4,4,4,1,2,2,4,0,1,1,0,0,0,0,0,0,0
95BB02W1,2347,18,21,28,16,26,17,22,21,12,22,22,28,20,14,19,21,29,24,29,30,20,26,28,36,25,30,36,27,29,35,32,29,25,20,27,24,17,22,27,24,26,19,29,43,35,30,33,31,39,29,47,40,38,22,32,33,35,30,28,29,26,23,35,33,28,35,34,19,30,28,16,25,26,32,22,24,21,38,17,29,21,14,20,22,15,19,11,14,9,9,9,6,3,2,2,3,1,0,0,0,0
95BB03S1,2026,31,22,31,38,20,36,32,16,20,25,17,32,21,35,21,15,29,18,28,15,22,21,12,23,22,30,21,32,24,30,36,35,26,25,36,25,33,29,26,31,31,22,34,19,25,31,20,25,21,25,29,24,9,23,24,15,18,21,30,18,17,25,28,34,31,35,28,25,25,22,18,22,27,15,15,8,21,16,13,12,7,9,11,9,12,10,9,0,4,4,3,0,2,0,1,0,3,0,0,0,0
95BB03S2,2193,25,24,28,24,33,25,23,28,25,17,18,25,21,35,27,27,27,20,25,25,23,24,19,19,22,20,25,16,19,22,16,19,16,19,21,21,29,31,26,35,35,31,41,38,31,32,40,36,32,26,36,31,28,25,22,28,36,31,37,30,13,22,37,42,32,25,34,37,39,31,24,29,22,25,23,22,23,19,17,11,9,12,10,4,7,3,4,4,2,0,6,4,2,3,4,1,1,0,0,0,0
95BB04S1,1438,17,8,17,7,11,13,9,8,10,8,12,9,10,8,18,15,20,16,17,13,13,14,26,14,19,18,14,16,13,15,20,10,16,19,8,13,12,10,17,13,20,12,12,18,23,19,16,21,22,20,31,22,21,36,15,32,21,17,31,19,23,23,26,29,26,21,22,30,23,15,16,19,13,18,12,11,18,9,11,21,9,11,5,8,8,8,4,4,3,6,3,2,1,3,0,2,0,1,0,0,0
95BB04S2,1610,14,17,16,15,12,10,11,18,14,11,19,14,25,14,25,19,12,14,18,8,11,16,15,18,16,18,13,11,6,19,19,14,10,14,17,19,16,18,27,18,15,18,24,23,16,21,22,31,19,28,17,27,24,17,21,15,21,27,25,21,17,30,30,34,39,37,35,23,21,21,21,7,21,17,25,22,20,20,20,12,6,11,13,9,8,5,4,10,2,2,5,2,4,0,2,1,1,0,0,0,0
95BB05S1,1490,12,13,11,11,14,13,15,20,20,14,25,28,25,18,18,24,14,17,23,17,12,16,15,14,13,15,19,22,19,10,17,14,14,10,12,9,14,11,15,21,20,16,29,21,28,30,29,31,24,26,31,28,20,30,21,14,24,27,25,18,18,23,16,17,22,21,27,21,16,17,12,14,16,7,19,7,13,9,3,8,7,8,6,5,4,2,5,3,0,4,1,1,1,0,0,0,0,1,0,0,0
95BB05S2,1911,24,17,23,24,27,24,27,25,23,18,24,21,24,22,23,15,23,18,21,18,20,26,16,15,28,21,29,22,23,29,19,17,20,23,28,26,23,31,24,21,33,29,29,26,23,24,42,27,28,34,26,30,22,22,26,17,22,24,22,27,29,24,34,27,40,37,17,23,26,20,20,19,16,19,13,12,10,12,14,9,14,4,1,5,7,7,0,3,5,1,1,3,0,0,0,2,1,0,0,1,0
95BB06W1,2870,38,23,31,29,30,22,15,28,10,17,24,23,24,22,24,26,31,36,34,28,38,34,51,61,61,48,37,59,44,49,39,40,38,46,42,30,36,38,37,34,32,40,33,35,38,37,40,36,33,41,39,36,30,43,34,29,29,33,34,28,26,36,38,32,47,33,31,34,27,33,25,25,27,25,33,30,34,17,23,24,25,35,17,24,11,12,17,10,13,7,6,6,3,1,2,2,1,0,1,0,0
95BB07S1,1658,18,26,22,23,10,15,18,16,13,19,9,10,21,17,17,14,18,15,13,15,11,28,20,29,19,28,31,29,24,24,28,21,28,21,19,22,21,18,11,23,20,18,18,15,12,18,23,22,17,23,17,23,24,26,20,13,23,11,17,18,18,20,14,28,19,17,12,28,25,14,9,11,14,17,10,23,13,13,16,13,17,12,11,16,17,15,11,10,7,10,10,10,2,5,0,3,2,0,1,3,0
95BB07S2,1295,14,15,8,10,14,10,13,16,15,26,10,20,15,17,16,21,16,20,20,17,20,10,14,13,9,19,17,15,14,20,8,12,14,9,13,17,14,18,17,11,25,18,25,29,18,13,25,15,16,16,18,17,13,24,28,16,13,14,20,18,18,14,20,24,19,12,20,24,25,15,19,9,12,12,5,7,8,12,8,5,6,7,4,1,5,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0
95BB08S1,1331,18,18,20,17,15,17,14,10,12,12,6,22,16,11,21,17,12,17,10,18,13,15,16,27,20,12,15,16,19,15,20,19,18,16,16,15,13,11,20,26,11,8,15,24,18,15,13,16,13,10,16,16,15,16,15,15,20,22,20,18,21,18,27,15,19,18,15,25,9,10,9,16,10,14,11,8,16,11,12,11,11,8,7,11,5,7,6,1,2,3,7,0,2,3,2,0,0,0,0,0,0
95BB08S2,1294,14,24,23,17,18,17,15,14,18,15,21,11,18,23,13,16,9,10,22,11,14,8,16,12,13,21,10,20,16,18,32,19,25,22,21,15,14,21,16,15,16,25,19,26,22,20,20,24,22,23,13,19,20,17,20,25,15,13,17,15,15,28,22,13,22,12,17,15,8,10,8,6,9,5,5,5,2,8,1,2,2,1,2,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
95BB09S1,1325,13,11,19,14,10,10,14,13,9,10,12,7,12,10,18,14,14,15,13,6,8,11,12,15,12,12,18,15,16,11,10,15,14,13,15,19,12,9,15,11,18,12,18,18,15,14,18,18,14,18,17,22,20,32,17,21,17,18,22,24,23,25,27,28,19,22,26,22,23,17,18,15,20,17,15,12,10,8,15,6,9,8,8,7,7,6,5,3,4,2,2,3,4,2,0,4,2,1,0,0,0
95BB09S2,1618,20,18,12,13,18,15,12,13,15,12,16,15,18,11,13,19,25,15,22,14,18,23,29,23,25,22,20,26,16,19,26,23,19,18,9,16,17,21,17,24,23,27,15,20,31,24,30,26,35,33,30,24,27,31,25,41,19,25,21,26,15,32,32,28,34,16,14,18,16,17,12,11,11,8,8,4,5,9,6,7,7,4,8,8,7,4,2,5,1,5,3,0,0,1,0,0,0,0,0,0,0
95BB10S1,1690,20,7,12,20,20,8,20,18,10,15,10,15,14,14,15,10,13,14,8,14,15,23,12,17,20,16,22,20,16,17,21,19,15,18,13,29,22,17,21,25,23,16,21,27,19,17,21,27,22,16,26,17,29,25,21,17,20,25,19,21,32,27,24,33,35,30,27,26,31,25,19,18,19,22,23,19,10,10,23,11,17,7,13,19,13,10,5,10,12,8,8,7,3,2,3,1,1,1,1,1,0
95BB10S2,1637,12,12,22,9,9,19,10,17,15,16,12,17,21,24,28,28,17,26,31,9,13,15,15,14,19,16,15,10,10,11,16,12,16,7,9,23,12,13,14,18,12,17,18,18,28,16,22,19,31,20,35,29,29,35,28,29,23,28,19,28,35,25,26,31,28,28,30,41,22,32,15,16,17,12,15,12,13,10,12,14,8,10,11,10,8,5,5,5,6,3,7,4,1,1,0,1,0,1,0,0,1
95BB11S1,1408,20,16,16,14,21,22,15,14,19,14,16,12,21,20,24,22,13,31,13,16,14,23,12,22,9,13,25,17,15,13,12,9,13,15,14,10,22,12,19,13,13,23,27,26,30,31,21,24,27,23,21,21,15,20,19,24,22,12,16,12,18,11,15,12,21,15,24,14,17,16,13,10,10,14,11,9,9,14,10,6,7,9,3,9,2,5,7,3,0,3,1,0,0,2,0,0,0,0,0,0,0
95BB11S2,1547,12,13,10,12,22,11,11,4,6,11,15,10,15,11,17,9,24,17,20,21,15,22,12,17,14,7,11,6,12,7,12,15,13,12,9,12,17,13,17,19,22,18,22,24,17,19,23,16,26,16,19,24,23,20,26,26,23,21,14,11,22,22,27,29,31,20,29,27,30,24,26,22,22,24,20,22,19,19,21,11,14,12,9,10,12,9,11,12,8,9,5,9,3,2,4,2,2,0,1,0,3
95BB12S1,1440,31,22,17,27,16,15,19,28,21,20,14,16,23,21,17,18,21,19,13,16,16,26,23,22,22,23,23,19,21,26,27,22,18,23,25,22,13,25,21,14,23,16,16,24,13,23,23,15,15,15,19,14,12,14,8,12,12,9,18,15,13,16,14,14,14,17,19,15,20,27,11,12,13,12,10,10,6,4,4,3,5,3,8,9,7,3,3,2,1,1,0,1,0,0,2,0,0,0,0,0,0
95BB12S2,1336,19,21,15,13,24,18,17,15,10,10,20,20,15,21,20,16,19,22,19,16,15,19,12,15,10,15,12,10,12,7,6,16,13,14,6,14,14,11,14,15,15,18,22,23,25,24,22,13,20,21,14,25,20,21,22,8,21,20,17,17,20,23,25,23,15,20,19,12,18,19,20,18,14,11,11,8,17,6,8,9,7,3,3,4,3,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0,1
95BB13S1,1392,11,9,22,25,16,18,25,21,23,20,23,28,25,29,24,23,35,30,22,19,21,10,13,17,20,20,13,5,10,9,12,12,16,19,7,13,14,20,21,20,24,24,31,23,29,19,23,21,34,31,29,17,20,25,18,15,16,23,14,17,12,20,16,12,16,12,13,6,11,10,9,6,7,9,5,5,7,3,2,3,2,0,1,1,1,1,2,1,3,0,0,2,0,1,0,0,0,0,0,0,0
95BB13S2,1472,19,20,20,18,15,14,26,19,13,16,15,8,19,18,17,18,18,17,22,11,15,10,15,16,20,19,13,14,20,17,15,17,22,13,10,22,23,16,19,16,14,11,23,26,17,18,21,17,22,22,21,20,19,21,25,25,24,20,19,25,17,17,16,27,15,32,19,29,19,23,19,13,18,19,14,12,13,4,12,11,6,6,4,2,4,4,1,4,3,1,1,1,0,0,1,0,0,0,0,0,0
95BB13S3,1580,24,20,28,29,18,18,24,30,18,24,27,25,25,26,21,22,27,18,25,19,17,15,12,21,10,15,15,15,14,23,27,22,30,20,22,18,25,33,30,23,33,28,27,27,34,28,26,23,23,24,27,21,14,18,24,26,20,18,22,18,14,16,19,11,23,19,13,12,8,13,5,8,7,4,6,4,2,5,5,4,5,3,3,3,2,1,2,1,1,2,1,0,2,0,0,0,0,0,0,0,0
95BB14S1,1510,9,11,11,14,18,14,15,20,22,20,14,18,28,18,23,21,16,21,24,15,26,12,24,16,14,16,13,17,14,17,11,12,8,16,12,15,16,16,16,24,17,19,17,22,16,24,38,32,25,24,30,21,34,32,18,18,25,27,23,15,15,17,26,21,28,17,19,27,15,5,14,18,16,12,9,6,11,9,15,6,12,4,7,8,2,5,5,3,1,3,4,3,0,1,1,1,0,0,0,0,0
95BB14S2,1606,17,13,19,18,22,16,18,16,11,13,20,25,26,31,20,22,22,21,18,18,14,9,12,14,30,11,14,12,14,11,20,16,14,11,25,17,21,13,21,28,24,14,19,24,20,33,32,26,28,19,21,31,24,31,32,32,16,18,18,19,24,20,22,23,16,21,20,20,18,10,17,11,21,13,13,7,14,11,14,6,13,7,7,10,8,7,7,7,6,2,3,1,3,2,1,3,0,1,0,2,1
95BB15S1,2005,22,29,30,40,26,37,30,40,32,31,31,27,22,26,22,25,24,33,23,18,9,25,19,13,24,20,26,21,25,15,27,19,20,29,27,28,37,26,31,37,36,39,25,26,34,25,32,31,33,26,27,27,15,30,23,23,25,21,27,22,25,29,25,25,26,26,27,21,23,22,20,11,9,10,8,10,8,11,12,8,11,4,5,7,7,2,3,9,0,0,1,0,1,3,2,0,1,0,0,0,0
95BB15S2,1484,12,19,19,22,14,24,18,22,15,20,23,19,25,19,26,23,20,26,29,22,19,20,18,28,20,20,25,15,11,18,15,23,11,15,21,11,17,22,18,13,18,28,21,25,20,28,28,27,25,14,29,23,24,27,8,18,20,13,17,12,20,16,13,18,24,11,13,12,14,10,11,11,15,11,16,2,7,6,10,3,7,7,3,8,2,2,1,3,1,1,0,1,3,0,0,0,0,0,0,0,0
95BB16S1,1533,11,8,17,12,13,23,12,13,13,6,20,22,20,21,19,22,25,27,17,16,17,15,22,20,18,14,10,19,7,13,13,9,7,11,11,18,8,17,7,24,25,17,26,28,24,23,24,27,26,18,20,23,20,37,24,20,27,26,27,25,29,28,27,26,30,30,29,25,21,21,9,17,7,9,11,9,10,13,6,8,8,6,9,11,8,5,4,2,2,2,1,2,0,3,0,0,1,0,0,0,0
95BB16S2,1603,16,16,16,19,18,14,20,21,23,23,23,20,21,21,26,16,20,21,14,15,14,11,12,5,18,11,18,17,11,5,9,16,17,19,11,17,18,23,18,20,18,19,23,27,25,39,34,23,29,30,19,21,41,31,19,34,23,19,27,14,28,28,19,30,22,33,21,12,24,12,7,15,10,6,15,12,10,7,8,12,19,13,8,5,13,1,5,3,1,2,2,4,4,1,1,1,0,1,0,0,0
95BB17S1,1793,27,30,29,31,32,34,30,17,25,28,28,26,19,34,27,24,26,18,18,16,15,19,29,19,22,22,18,25,19,27,23,38,23,37,25,29,28,21,37,37,34,30,34,27,36,22,32,33,34,25,22,24,16,29,23,16,11,16,24,17,24,24,16,23,14,16,13,8,18,7,1,5,7,7,7,8,9,12,4,3,5,4,2,3,1,6,3,1,0,3,1,0,1,0,0,0,0,0,0,0,0
95BB17S2,1763,18,20,26,25,24,26,20,21,26,23,31,37,22,29,24,32,21,18,28,12,19,17,22,25,19,28,25,19,28,15,22,23,17,17,20,17,17,17,25,25,19,22,27,32,37,28,27,24,23,32,23,23,23,28,24,19,32,21,16,18,13,20,24,19,21,16,14,21,13,14,20,17,15,7,18,11,9,8,6,6,4,9,5,2,12,8,3,2,8,1,6,2,1,2,3,2,1,0,0,1,1
