GeographyCode,QS103NI0001,QS103NI0002,QS103NI0003,QS103NI0004,QS103NI0005,QS103NI0006,QS103NI0007,QS103NI0008,QS103NI0009,QS103NI0010,QS103NI0011,QS103NI0012,QS103NI0013,QS103NI0014,QS103NI0015,QS103NI0016,QS103NI0017,QS103NI0018,QS103NI0019,QS103NI0020,QS103NI0021,QS103NI0022,QS103NI0023,QS103NI0024,QS103NI0025,QS103NI0026,QS103NI0027,QS103NI0028,QS103NI0029,QS103NI0030,QS103NI0031,QS103NI0032,QS103NI0033,QS103NI0034,QS103NI0035,QS103NI0036,QS103NI0037,QS103NI0038,QS103NI0039,QS103NI0040,QS103NI0041,QS103NI0042,QS103NI0043,QS103NI0044,QS103NI0045,QS103NI0046,QS103NI0047,QS103NI0048,QS103NI0049,QS103NI0050,QS103NI0051,QS103NI0052,QS103NI0053,QS103NI0054,QS103NI0055,QS103NI0056,QS103NI0057,QS103NI0058,QS103NI0059,QS103NI0060,QS103NI0061,QS103NI0062,QS103NI0063,QS103NI0064,QS103NI0065,QS103NI0066,QS103NI0067,QS103NI0068,QS103NI0069,QS103NI0070,QS103NI0071,QS103NI0072,QS103NI0073,QS103NI0074,QS103NI0075,QS103NI0076,QS103NI0077,QS103NI0078,QS103NI0079,QS103NI0080,QS103NI0081,QS103NI0082,QS103NI0083,QS103NI0084,QS103NI0085,QS103NI0086,QS103NI0087,QS103NI0088,QS103NI0089,QS103NI0090,QS103NI0091,QS103NI0092,QS103NI0093,QS103NI0094,QS103NI0095,QS103NI0096,QS103NI0097,QS103NI0098,QS103NI0099,QS103NI0100,QS103NI0101,QS103NI0102
95MM11W1,2277,29,29,31,31,38,35,34,31,41,31,33,36,32,40,37,33,33,48,41,36,39,35,35,42,44,31,36,35,43,23,22,23,19,21,28,25,27,30,24,34,23,24,41,35,35,35,26,32,34,45,30,36,28,36,36,32,20,22,24,22,16,16,14,8,15,9,12,17,10,6,16,15,10,22,18,18,25,14,12,14,7,11,4,4,14,5,2,6,1,2,2,1,0,0,0,0,0,0,0,0,0
95MM12S1,2022,24,25,30,40,30,25,37,26,36,31,34,40,35,43,40,39,37,43,42,24,25,28,21,33,32,35,28,22,29,36,18,31,16,21,16,19,32,21,17,28,27,27,39,35,28,45,31,24,39,32,40,34,22,17,19,23,26,28,21,19,20,18,24,12,13,11,11,20,14,16,15,6,9,9,2,3,7,11,1,3,8,5,5,2,2,2,1,2,0,2,0,1,1,1,0,0,0,0,0,0,0
95MM12S2,1298,24,19,29,31,24,20,28,17,27,20,29,21,23,25,26,18,27,27,20,24,23,36,22,18,21,29,35,20,32,31,13,19,22,12,14,13,9,10,15,12,18,21,16,9,14,20,24,17,24,26,15,18,18,15,12,14,6,12,12,8,11,3,7,7,5,6,9,4,8,5,1,8,3,5,3,2,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM12S3,2538,46,51,47,44,45,39,42,38,38,55,46,54,65,44,63,52,77,64,45,45,45,48,43,37,36,39,33,36,36,44,32,37,31,40,33,47,29,42,32,40,33,39,38,44,29,47,46,46,31,52,31,21,30,34,21,26,14,22,15,16,7,14,13,11,9,9,10,15,6,7,3,4,5,2,2,9,4,1,2,1,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM13S1,1205,9,11,14,9,15,13,10,21,14,22,24,17,29,27,15,30,23,25,13,8,12,16,11,16,16,20,13,13,15,11,9,9,10,14,17,11,20,7,16,11,25,18,20,18,21,19,25,17,20,24,22,16,20,15,20,17,18,23,15,15,17,13,12,15,12,7,12,12,10,9,3,8,4,8,10,6,5,10,9,5,1,3,3,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
95MM13S2,1236,24,19,24,22,21,14,19,16,20,13,20,16,29,13,30,30,19,28,28,22,26,22,18,22,19,23,11,24,17,15,16,18,19,15,10,13,13,18,17,11,16,13,11,16,19,11,6,18,15,11,10,26,15,18,12,12,16,19,15,15,13,23,16,10,17,11,10,5,7,5,8,7,3,1,4,2,3,6,1,5,3,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95MM13S3,1569,24,25,29,36,25,44,21,24,27,34,21,32,30,37,23,32,27,32,28,27,30,24,27,22,25,30,32,21,26,26,21,28,19,25,21,29,15,17,36,18,14,26,14,25,17,26,18,16,14,17,14,19,16,15,16,12,14,15,18,16,14,9,7,17,12,10,12,8,10,4,9,5,4,3,8,5,7,2,1,1,0,2,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
95MM13S4,2553,44,42,39,42,46,50,50,44,54,39,71,67,68,57,63,49,58,47,49,36,34,25,33,24,24,23,27,26,19,24,28,35,29,28,29,26,42,40,44,47,46,54,52,51,52,44,46,48,38,28,24,15,17,22,21,15,15,14,10,19,15,15,20,15,17,20,13,21,17,14,16,16,18,11,21,6,11,6,8,7,2,3,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95MM13S5,2309,40,38,39,57,46,44,52,50,54,53,42,45,54,54,40,45,42,42,44,28,22,24,23,19,23,24,19,19,22,23,28,19,23,25,37,31,48,43,56,44,48,51,50,50,51,39,38,37,30,32,33,30,30,27,31,27,12,9,17,13,21,12,13,12,9,9,12,8,10,6,5,7,7,6,1,6,5,6,2,3,3,2,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95MM14S1,833,10,8,7,9,6,4,9,7,6,7,8,8,14,6,7,7,8,15,4,2,10,8,10,6,9,7,7,11,8,10,8,8,13,10,6,9,4,10,11,11,9,12,9,7,13,11,20,10,6,11,6,5,10,6,3,12,13,9,9,14,7,8,9,3,13,6,9,6,17,12,11,10,8,12,11,7,13,10,15,5,8,9,17,14,11,12,10,5,8,6,4,4,1,3,0,1,2,0,1,1,1
95MM14S2,1736,35,26,24,16,29,19,22,18,21,23,24,19,21,12,24,16,22,14,25,29,20,16,28,19,33,32,31,34,36,18,25,26,23,30,32,26,39,37,28,38,28,18,23,24,21,19,19,20,16,27,15,14,10,17,15,15,13,17,18,18,13,13,14,13,13,11,17,18,20,9,10,9,14,11,15,14,15,5,7,12,3,10,12,8,16,9,8,4,4,4,10,6,2,3,3,2,0,1,0,1,0
95MM15S1,1753,16,11,20,15,21,32,24,21,16,26,20,15,22,15,14,24,40,26,25,21,14,16,18,17,12,14,21,15,16,16,15,10,12,9,10,19,20,24,18,25,21,21,31,22,35,31,36,27,40,41,32,30,24,24,19,32,36,25,27,16,21,22,21,29,23,27,26,20,28,12,20,13,13,8,13,6,4,12,12,8,7,4,15,10,11,6,7,8,8,8,3,5,4,1,1,0,1,0,1,0,0
95MM15S2,2648,30,45,45,58,44,40,49,36,39,49,49,62,37,50,46,52,50,63,39,33,27,28,24,32,24,18,24,23,36,28,29,24,32,31,39,36,42,42,44,57,52,44,55,51,54,64,49,42,47,28,35,33,26,40,23,33,23,22,31,21,16,23,22,17,22,12,24,21,15,8,18,8,14,6,7,9,7,3,4,8,13,7,7,5,2,3,5,3,2,2,2,0,1,2,0,1,0,0,0,0,0
95MM16S1,2407,53,48,48,54,41,39,32,30,46,33,30,51,37,39,36,42,44,40,34,30,27,29,31,35,37,36,41,43,46,48,59,51,38,37,45,43,30,37,35,44,51,49,47,40,35,36,35,32,34,20,30,25,14,21,13,14,13,16,15,10,9,16,15,11,14,13,14,18,20,13,15,16,8,9,11,5,5,8,5,8,5,2,4,3,0,2,2,0,2,0,1,2,1,0,1,0,0,0,0,0,0
95MM16S2,3338,72,56,71,56,64,50,55,51,57,44,41,36,55,53,55,61,42,42,61,29,36,40,38,23,33,33,45,33,43,51,55,55,52,62,49,52,54,64,63,53,64,69,57,35,48,74,59,48,51,32,34,41,36,26,30,35,30,31,38,39,32,40,38,35,36,33,28,17,21,17,16,18,12,10,11,18,8,15,7,9,15,5,5,6,5,2,5,4,1,2,3,1,1,0,0,0,0,0,0,0,0
95MM17S1,1962,18,19,17,16,14,24,23,20,25,28,30,27,42,29,33,34,40,44,52,26,26,25,43,24,32,24,30,32,31,23,23,26,19,13,23,14,14,16,14,29,32,35,42,31,33,38,36,33,42,46,44,39,46,36,22,28,21,31,23,26,20,22,12,17,19,11,21,6,10,15,9,7,9,8,8,5,7,3,5,3,8,0,1,3,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
95MM17S2,1787,28,25,20,18,21,17,23,19,17,14,21,17,20,22,23,16,21,24,25,30,33,24,23,34,23,34,39,21,29,24,34,17,28,24,19,22,16,17,16,15,26,25,17,24,21,20,19,23,23,24,35,32,29,27,21,42,29,27,17,25,42,17,25,16,19,20,19,21,13,8,13,9,17,14,13,13,7,7,7,9,13,5,6,4,2,6,4,5,5,2,0,5,0,1,0,1,0,0,0,0,0
95MM18S1,2241,25,28,35,29,32,41,32,32,42,29,33,29,37,37,37,32,27,32,36,36,30,27,22,31,31,33,29,21,32,42,21,43,35,35,33,35,35,32,41,30,38,43,45,35,34,42,29,39,23,25,17,24,28,24,32,21,20,22,25,24,23,19,24,21,24,18,25,12,17,11,21,11,16,10,13,7,12,12,10,12,8,5,2,4,3,3,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0
95MM18S2,2939,49,50,61,52,47,58,40,48,48,43,54,44,63,45,43,55,52,47,47,32,29,24,43,35,38,26,37,33,33,40,51,44,53,62,46,47,78,48,67,50,50,55,70,52,45,44,49,39,51,44,42,24,34,32,32,24,22,24,18,19,22,26,22,22,25,16,12,17,12,10,12,13,9,16,12,7,7,8,5,6,3,3,6,4,2,2,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0
95MM19S1,1558,18,12,14,14,10,17,10,16,11,12,11,16,16,12,16,16,25,14,28,6,21,21,15,19,28,21,25,21,21,24,15,20,20,18,14,25,11,20,15,23,24,17,15,14,20,20,21,31,28,25,20,24,25,16,18,25,31,24,32,29,33,30,25,37,24,16,30,15,18,18,12,7,19,18,15,4,12,6,11,7,12,1,7,6,4,2,2,1,2,2,3,2,2,1,1,2,0,0,0,1,0
95MM19S2,1486,28,43,25,26,18,15,12,24,22,15,18,20,20,24,13,22,18,14,22,18,16,15,23,26,16,23,28,29,35,27,34,26,37,28,22,21,32,29,23,31,32,31,37,24,21,34,21,19,14,21,19,10,11,15,8,26,13,8,21,11,15,15,12,8,6,13,6,7,8,7,10,5,3,9,4,1,1,5,3,3,4,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
95MM20S1,1614,17,12,20,17,24,21,16,17,19,21,17,19,24,19,20,18,22,16,23,17,10,14,18,14,16,15,19,18,20,18,25,17,13,17,24,18,24,26,16,23,23,29,25,26,16,22,32,17,31,21,22,18,21,15,17,20,22,21,16,20,13,16,22,26,20,19,17,19,19,19,23,20,14,12,20,17,11,16,11,9,11,13,17,10,10,7,6,7,0,4,0,1,2,1,3,1,0,0,0,0,0
95MM20S2,1752,24,16,18,23,26,21,26,17,11,12,22,20,17,18,14,26,13,21,23,21,28,14,18,16,32,24,30,22,17,26,20,18,24,26,28,23,20,20,21,33,24,29,28,25,22,27,24,22,28,24,31,17,15,25,22,17,18,19,17,15,15,25,14,18,19,14,21,21,20,24,16,14,24,18,19,29,11,15,9,12,16,7,14,9,8,10,8,8,5,1,6,2,0,0,0,1,1,0,0,0,0
95MM21S1,1644,29,27,15,33,22,20,23,17,18,21,18,20,26,24,26,30,19,25,23,18,25,26,18,25,22,28,24,29,23,27,31,27,26,18,13,14,23,27,18,23,25,28,24,31,16,26,21,26,18,28,26,31,24,23,24,14,15,13,13,19,14,20,13,18,15,15,13,22,10,14,10,11,13,5,3,4,5,8,4,9,7,3,6,1,4,2,4,0,4,8,2,2,1,2,1,1,2,1,0,0,1
95MM21S2,1762,19,23,16,15,27,12,17,14,16,25,17,19,16,18,29,42,37,27,27,17,27,23,27,28,14,20,21,24,9,16,19,22,10,20,19,15,21,23,14,22,23,20,31,31,37,33,28,32,35,30,25,28,22,24,20,20,20,36,22,28,24,23,29,33,24,27,17,16,15,11,13,12,13,6,16,12,11,11,10,9,7,10,3,9,3,5,2,0,7,1,4,1,2,2,0,0,0,1,0,0,1
95MM22S1,1239,12,10,18,9,20,10,7,12,9,15,13,13,15,19,15,22,23,22,21,14,11,17,13,16,11,10,20,23,9,19,14,14,14,12,19,13,18,17,13,19,18,17,14,10,12,22,14,13,17,23,12,11,18,16,15,19,20,19,5,11,17,18,13,11,14,15,16,15,22,15,18,14,15,19,24,9,13,5,9,12,9,4,2,2,5,5,0,4,3,0,1,0,1,0,0,0,2,0,0,0,0
95MM22S2,1253,8,11,9,13,11,14,8,7,8,5,9,6,9,7,12,19,11,12,20,13,12,15,7,32,19,16,21,13,27,10,12,14,8,4,8,17,12,7,8,6,13,11,15,10,9,13,16,11,22,17,24,17,15,16,24,22,21,15,20,23,19,29,17,25,27,20,19,32,7,21,24,16,12,20,8,16,9,20,13,13,9,9,10,7,7,5,3,6,2,2,3,5,0,1,1,0,1,1,0,0,0
95MM23W1,2521,29,27,23,21,29,15,16,26,21,21,19,25,26,28,24,28,33,33,38,41,40,44,38,55,35,65,65,51,51,64,31,42,43,38,37,25,38,25,31,39,34,35,33,34,46,48,41,32,41,38,29,35,37,29,28,35,38,28,17,26,38,28,28,18,19,16,16,23,31,18,15,13,18,18,17,13,19,8,15,14,9,9,7,6,9,6,7,2,6,2,4,0,3,0,1,1,0,0,0,0,0
95MM24W1,2503,30,32,35,39,26,30,25,30,40,37,40,37,42,40,48,44,50,44,55,46,35,45,29,39,48,34,44,29,23,34,26,31,26,22,20,22,33,30,29,34,33,41,38,44,36,35,40,32,37,35,31,32,17,26,25,23,14,23,19,14,24,23,33,25,33,26,34,35,29,20,18,19,16,19,25,19,25,12,15,9,11,7,5,7,3,3,1,1,2,1,2,1,0,0,0,2,0,0,0,0,0
95MM25S1,1289,21,18,22,25,32,19,27,13,21,18,36,16,17,30,25,24,22,22,25,21,15,17,20,30,22,18,26,24,30,24,16,26,17,23,10,18,11,24,20,18,21,8,10,7,13,21,26,16,12,14,15,11,14,12,16,12,14,23,16,20,15,14,6,11,6,10,6,9,6,2,2,7,7,3,3,3,1,3,4,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM25S2,1458,26,30,39,32,30,33,30,36,21,27,19,42,20,19,38,26,25,21,24,9,18,24,20,34,27,37,30,26,34,32,20,16,28,21,16,20,21,17,19,19,22,20,10,15,13,17,15,9,13,13,10,12,16,10,10,15,17,7,16,17,13,22,8,13,18,13,12,4,8,4,5,3,4,6,5,2,4,1,0,2,0,2,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
95MM25S3,1559,33,40,29,31,29,19,33,33,32,31,28,32,34,34,33,45,31,39,41,22,21,20,22,22,26,30,23,35,24,15,24,25,26,19,23,23,20,23,28,29,24,23,14,36,21,17,24,19,16,16,12,19,12,16,14,11,11,9,8,12,6,10,7,5,5,9,7,7,2,3,8,2,7,6,0,1,5,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM25S4,2057,30,29,24,27,48,29,34,38,37,49,39,39,45,38,54,50,39,40,36,27,38,23,25,41,38,33,36,35,33,31,15,26,20,25,20,15,24,19,20,35,31,44,28,35,37,41,50,39,26,41,45,28,23,17,26,17,12,18,16,16,21,10,11,7,9,9,13,5,7,6,4,6,7,2,4,2,14,6,2,1,2,0,3,2,1,3,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0
95MM26S1,1745,32,16,27,38,26,23,18,35,21,29,20,21,20,27,27,24,35,39,24,33,32,29,38,40,34,42,25,28,35,25,24,23,17,17,20,14,17,19,20,30,18,14,26,24,26,26,19,25,28,24,30,30,20,38,27,26,26,31,26,16,20,12,12,9,17,12,11,8,6,8,8,11,11,3,4,6,6,2,3,3,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95MM26S2,1386,11,12,12,18,8,14,13,8,10,8,12,9,22,21,18,28,25,30,29,23,24,26,31,25,27,26,25,19,17,20,14,8,12,4,11,12,10,8,10,9,13,10,21,33,18,24,29,25,27,26,23,37,21,34,26,21,26,21,19,18,25,15,24,12,21,21,8,12,14,9,9,6,7,6,4,10,2,5,5,8,2,3,7,2,1,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0
95MM27S1,2002,15,22,25,9,16,8,7,14,11,12,11,12,15,17,12,19,22,28,37,53,51,64,63,41,37,50,42,39,38,44,31,40,42,20,19,19,28,31,27,28,41,24,25,32,33,27,34,28,27,19,32,27,28,18,25,22,18,21,16,16,21,23,22,14,21,14,18,13,16,13,4,12,13,11,16,13,16,13,11,9,9,9,4,5,10,9,6,3,3,2,3,4,2,0,2,0,1,2,1,0,2
95MM27S2,1831,21,18,8,4,12,6,8,5,5,5,9,12,8,11,8,13,11,26,43,153,145,120,81,56,43,40,50,44,24,24,13,22,17,28,20,13,9,16,22,13,17,19,11,18,20,13,16,34,13,12,12,17,15,11,13,15,23,20,14,16,18,18,16,20,15,12,13,16,17,12,11,13,7,13,6,12,6,6,15,6,8,8,8,5,10,3,7,3,4,0,2,2,2,0,0,0,1,0,0,0,1
95MM28W1,2351,24,21,30,26,23,23,16,21,15,17,25,17,25,26,31,34,36,38,29,33,31,27,42,38,35,51,49,39,35,36,26,30,33,23,34,37,31,36,28,33,32,37,35,56,37,47,49,31,35,30,51,33,32,36,39,22,25,26,20,23,26,17,22,22,26,22,20,23,20,13,11,13,13,16,15,16,8,11,15,12,12,10,14,9,9,9,4,7,4,6,10,2,6,3,3,0,0,0,1,1,0
95MM29W1,3410,65,57,74,55,35,65,30,45,45,29,39,44,42,38,52,41,56,46,45,44,37,47,52,48,55,55,71,64,77,69,55,59,67,57,68,74,68,49,45,52,56,57,58,58,48,43,38,52,43,45,41,38,32,46,33,29,27,21,27,31,24,20,24,35,21,25,25,19,27,20,21,20,18,16,6,5,10,10,14,13,15,8,14,14,12,4,10,6,3,6,2,1,0,1,0,1,0,0,0,1,0
95MM30W1,2083,15,23,25,32,23,21,18,17,11,22,23,17,24,32,32,29,29,30,44,27,26,35,30,24,33,35,28,25,42,25,26,20,20,17,20,39,20,18,17,34,28,27,32,28,25,41,25,33,33,35,39,35,41,29,26,31,26,18,20,17,23,21,20,23,17,14,14,19,20,8,20,13,14,21,25,24,16,12,27,13,22,13,9,5,7,13,9,4,5,5,3,5,1,0,1,0,0,0,0,0,0
95NN01S1,1492,21,18,10,20,15,15,22,14,17,10,23,27,24,20,21,18,17,20,19,29,23,31,28,24,22,17,15,25,18,19,16,21,23,17,13,21,13,12,18,13,16,17,18,15,13,25,22,20,13,16,18,28,20,18,22,17,19,19,17,19,14,17,16,21,17,11,16,16,13,9,12,6,17,15,14,11,10,16,9,4,9,10,15,8,6,5,4,7,5,2,4,1,2,2,0,2,3,1,0,0,1
95NN01S2,1686,30,22,30,17,35,23,24,26,15,20,29,30,19,22,19,17,25,27,17,17,18,14,17,21,19,25,21,22,15,25,29,33,26,15,29,26,27,28,26,34,22,23,25,28,20,18,18,15,13,19,22,17,21,23,15,23,21,27,15,22,26,24,28,21,23,27,11,17,13,15,19,2,16,11,11,11,9,3,8,6,7,8,4,0,5,5,1,2,1,1,2,4,0,1,1,0,0,0,1,0,1
95NN02W1,2211,17,25,26,27,23,22,23,22,24,29,32,19,40,23,41,34,34,26,36,26,29,35,28,35,36,33,27,28,24,22,29,16,12,22,25,17,29,22,22,29,36,25,35,36,29,38,36,25,27,32,28,29,41,24,37,37,32,26,31,26,29,33,26,26,28,25,31,32,27,28,18,14,22,18,15,21,13,15,10,7,11,11,4,5,8,11,5,5,4,8,1,0,0,1,0,0,0,0,0,0,0
95NN03S1,1319,19,24,22,21,15,5,12,14,16,10,7,14,18,21,17,20,14,15,9,14,18,17,24,20,12,24,23,21,18,15,22,15,16,6,19,18,19,17,18,10,18,17,16,19,19,26,26,25,8,22,25,23,20,17,19,13,21,11,14,16,13,18,11,15,6,13,22,12,20,8,11,6,8,8,9,10,4,11,8,10,4,6,2,8,7,3,6,4,5,4,2,5,0,3,1,0,0,0,1,0,1
95NN03S2,1577,24,22,22,17,20,17,18,11,16,17,21,24,28,21,26,27,26,32,20,18,16,20,14,17,18,14,19,15,13,14,15,18,18,21,11,24,28,28,22,28,27,23,37,24,23,35,23,24,24,26,17,19,21,18,12,13,12,18,17,10,10,17,10,16,19,16,19,14,19,15,15,21,12,12,13,14,11,19,8,6,6,4,2,6,6,5,8,9,5,3,2,5,1,1,1,3,0,0,0,0,1
95NN04W1,2934,57,62,60,69,62,45,56,40,44,33,49,34,36,42,35,26,38,48,24,51,44,43,46,55,50,57,64,52,61,55,53,42,62,44,49,45,35,40,33,37,46,34,37,33,32,39,33,31,32,41,29,31,33,27,30,21,32,25,34,19,23,18,20,17,7,19,26,19,19,21,17,18,14,11,11,22,11,12,14,9,13,14,14,9,4,8,5,7,6,4,2,1,0,0,1,0,1,0,0,0,0
95NN05W1,2497,31,50,35,33,46,37,32,38,29,24,25,31,28,40,24,35,32,32,30,24,29,21,30,31,34,39,42,40,47,45,33,47,48,31,21,41,30,39,36,42,35,39,27,38,34,28,26,36,25,34,23,39,28,30,26,31,22,31,28,33,21,28,14,27,26,32,23,29,19,25,22,14,18,15,26,21,18,7,14,10,14,11,9,9,4,7,8,3,6,7,4,2,2,4,0,1,1,0,0,0,1
95NN06S1,1095,18,15,20,15,17,11,11,11,7,6,14,15,18,16,14,17,22,16,22,9,14,14,18,11,12,15,22,20,15,20,19,15,12,11,9,12,17,14,9,11,14,17,14,14,17,20,13,19,13,14,13,16,11,10,14,15,18,13,14,17,9,14,12,11,5,6,7,11,8,7,9,6,7,9,12,1,16,9,8,5,3,4,2,6,4,4,7,3,2,2,3,0,1,1,1,0,0,0,0,0,0
95NN06S2,2447,50,45,57,48,41,43,36,48,44,38,40,32,32,28,39,43,44,38,34,32,26,30,36,42,34,27,36,23,31,33,37,37,40,31,34,34,36,24,40,45,43,33,46,37,39,27,38,37,30,26,33,24,30,16,27,21,18,26,20,14,13,25,16,21,12,18,14,14,10,9,11,19,12,12,17,12,3,12,10,5,9,12,6,13,6,10,12,7,6,8,5,2,2,3,1,5,0,1,1,0,0
95NN07S1,1687,21,36,28,29,32,20,26,22,19,36,21,29,20,40,28,26,30,40,33,27,27,29,27,18,24,24,22,16,30,23,25,31,32,26,37,17,30,19,27,26,20,23,24,23,25,21,21,20,21,19,21,23,28,22,20,20,17,22,12,19,17,18,20,20,18,12,10,12,7,4,7,7,5,2,3,7,8,6,3,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
95NN07S2,1571,25,27,25,17,32,11,15,16,19,11,23,14,28,16,25,23,21,18,32,22,23,15,22,27,30,20,30,14,30,23,20,23,21,14,14,16,21,30,24,21,16,25,27,27,24,27,23,28,25,15,22,18,20,14,13,14,21,12,10,10,14,10,20,12,20,15,18,15,8,8,14,17,16,12,9,13,8,8,6,7,2,4,9,8,10,8,8,3,2,1,5,3,2,1,2,2,0,1,1,0,0
95NN08S1,1501,15,13,13,18,15,13,19,17,20,10,18,25,16,18,20,14,29,25,30,22,17,25,18,26,20,25,22,7,10,13,14,6,10,10,16,13,12,14,22,29,21,24,19,20,23,21,33,37,35,23,29,26,23,23,28,21,15,19,24,20,21,20,20,20,13,11,10,22,14,9,9,15,11,16,14,6,11,9,6,11,9,10,4,2,1,0,5,6,4,2,2,1,1,1,0,1,0,1,0,0,0
95NN08S2,1768,21,24,17,28,32,17,24,21,21,31,17,32,28,30,18,32,34,29,28,33,19,22,22,24,19,19,21,16,15,17,23,20,26,19,22,18,20,28,33,28,26,27,32,25,21,24,31,25,29,31,15,21,24,33,19,17,16,27,10,16,24,21,20,24,19,14,17,22,12,9,13,10,10,14,20,9,6,13,12,6,10,6,3,9,8,2,5,2,3,0,1,1,2,3,1,0,0,0,0,0,0
95NN09S1,1695,21,25,15,27,18,24,23,18,17,21,19,33,32,33,21,27,41,31,17,24,17,18,14,23,24,20,24,19,17,27,11,19,17,21,14,16,19,22,13,16,20,34,40,24,28,40,18,27,29,24,37,34,25,25,33,23,20,17,22,17,19,16,20,24,16,15,17,10,17,18,10,13,10,8,6,6,12,7,7,9,5,5,3,5,2,4,3,5,0,2,1,1,0,0,0,2,1,0,1,0,0
95NN09S2,1326,9,14,16,13,15,15,14,16,19,16,13,19,14,22,16,12,13,20,12,19,20,15,13,16,15,10,15,11,11,17,11,11,8,6,17,8,17,18,19,21,13,10,20,20,20,25,15,17,24,27,15,28,20,25,20,21,14,15,18,16,17,24,19,17,13,14,20,24,18,10,17,8,12,6,17,14,10,7,8,4,5,11,7,3,5,7,4,10,6,7,2,3,3,2,0,0,1,0,0,1,1
95NN10S1,1507,12,12,16,12,11,6,11,17,15,9,14,10,15,16,20,17,20,15,18,17,15,11,19,20,24,14,7,14,17,15,16,7,14,15,9,8,17,9,21,14,24,16,23,26,19,10,19,19,22,25,21,19,26,16,23,26,15,26,23,19,18,19,22,25,25,19,17,25,17,19,23,27,23,13,14,16,24,14,13,13,10,13,11,12,14,9,13,6,11,4,5,10,7,2,3,1,2,1,0,1,0
95NN10S2,1686,20,20,23,28,21,28,33,20,29,27,23,21,29,29,27,28,34,29,27,11,17,14,17,18,21,17,13,20,17,13,24,9,20,24,18,17,22,21,28,26,33,20,22,23,35,31,33,31,20,26,22,24,19,26,21,18,17,30,12,22,22,22,16,21,16,12,13,22,14,14,9,9,8,14,16,8,7,7,11,4,9,4,4,6,8,3,3,5,2,4,1,1,0,1,0,1,0,0,1,0,0
95NN11S1,1784,23,34,26,28,34,22,19,26,28,21,23,23,26,18,29,27,32,36,21,18,21,34,36,35,41,28,23,26,24,17,26,35,19,23,24,31,17,26,23,16,29,23,27,28,31,25,36,30,34,28,23,25,21,21,16,10,12,21,13,19,13,17,20,14,13,15,12,13,16,11,13,15,9,11,10,4,10,6,9,4,6,5,4,5,3,1,1,3,1,3,1,1,2,1,0,1,0,0,0,0,0
95NN11S2,2092,27,27,28,24,26,27,27,35,28,41,31,31,43,39,42,42,42,36,37,34,23,23,29,33,30,22,15,16,18,19,19,17,22,32,18,19,22,33,36,37,51,41,33,36,32,45,36,38,33,33,27,29,31,28,20,26,18,15,13,23,19,25,22,18,20,18,18,16,22,15,9,8,13,15,8,8,3,9,7,7,9,11,4,3,7,6,2,5,1,2,0,3,0,1,0,0,0,0,0,0,0
95NN12W1,2851,45,47,41,37,46,40,47,47,53,40,41,33,30,43,32,25,39,27,46,38,28,45,41,48,34,35,38,36,48,30,35,36,36,42,30,38,54,50,41,34,41,35,42,49,35,34,36,46,42,43,29,38,38,36,26,37,35,24,27,24,25,26,37,39,29,24,31,32,27,22,22,18,22,23,18,19,16,16,12,18,18,15,8,7,4,6,7,3,2,5,0,3,1,1,2,0,0,0,0,0,0
95NN13W1,3058,36,35,45,31,44,33,50,48,42,37,37,43,46,42,56,43,43,44,33,36,29,37,25,36,25,31,35,34,33,32,24,39,24,35,29,37,35,47,49,50,56,64,43,51,51,32,44,42,49,49,37,40,40,41,47,41,32,33,24,41,50,34,31,43,38,39,44,40,27,27,37,19,13,25,26,11,19,16,17,14,11,9,13,10,9,11,12,8,8,9,8,1,1,3,1,2,1,2,0,1,1
95NN14S1,1781,27,23,15,30,33,23,22,18,28,29,20,32,31,28,23,29,28,15,33,26,39,26,20,28,26,17,24,29,16,23,23,19,17,18,16,16,13,27,29,19,26,27,26,29,21,23,22,29,28,21,25,25,25,27,20,23,19,29,25,25,16,20,20,18,13,21,18,16,16,18,13,10,11,17,7,8,9,12,10,5,11,6,7,2,5,5,4,2,2,1,2,1,0,2,0,0,0,0,0,0,0
