GeographyCode,QS303NI0001,QS303NI0002,QS303NI0003,QS303NI0004
95XX07S2,1425,168,170,1087
95XX08S1,1323,129,114,1080
95XX08S2,1267,132,168,967
95XX09S1,1369,266,176,927
95XX09S2,1448,150,154,1144
95XX10S1,1777,136,132,1509
95XX10S2,1862,101,109,1652
95XX10S3,1255,164,92,999
95XX11S1,2449,165,183,2101
95XX11S2,2269,149,149,1971
95XX11S3,1545,230,140,1175
95XX12W1,2540,204,235,2101
95XX13W1,2770,241,271,2258
95XX14W1,2477,165,209,2103
95XX15W1,2449,403,239,1807
95XX16W1,3005,347,341,2317
95XX17S1,1495,136,132,1227
95XX17S2,1527,122,123,1282
95XX18W1,3012,306,255,2451
95XX19W1,2675,198,261,2216
95XX20S1,1981,319,186,1476
95XX20S2,1453,61,69,1323
95XX21W1,2846,305,303,2238
95XX22W1,2215,233,235,1747
95XX23W1,3155,383,302,2470
95XX24S1,1336,128,117,1091
95XX24S2,1369,166,170,1033
95XX25W1,2469,330,252,1887
95YY01W1,2508,275,233,2000
95YY02W1,2283,442,230,1611
95YY03W1,3177,299,254,2624
95YY04W1,3489,441,296,2752
95YY05W1,1675,266,192,1217
95YY06W1,2394,319,209,1866
95YY07W1,2916,351,262,2303
95YY08W1,2231,249,209,1773
95YY09W1,2315,369,272,1674
95YY10W1,2142,210,176,1756
95YY11W1,2046,328,189,1529
95YY12W1,2836,322,225,2289
95YY13S1,1488,157,109,1222
95YY13S2,1345,256,147,942
95YY14S1,1532,197,117,1218
95YY14S2,1564,159,131,1274
95YY15S1,364,70,58,236
95YY15S2,1669,268,138,1263
95YY16W1,2392,242,214,1936
95YY17W1,2350,255,200,1895
95YY18W1,2374,254,210,1910
95YY19W1,1496,260,194,1042
95YY20W1,2330,289,207,1834
95YY21W1,2440,246,179,2015
95ZZ01W1,2760,321,272,2167
95ZZ02W1,1827,367,181,1279
95ZZ03W1,2109,456,232,1421
95ZZ04W1,2670,359,274,2037
95ZZ05W1,2187,290,223,1674
95ZZ06W1,1714,369,175,1170
95ZZ07W1,2807,361,251,2195
95ZZ08W1,2593,411,238,1944
95ZZ09W1,2269,356,255,1658
95ZZ10W1,3179,386,257,2536
95ZZ11W1,2223,293,206,1724
95ZZ12W1,2190,401,239,1550
95ZZ13W1,2533,287,241,2005
95ZZ14S1,1876,302,147,1427
95ZZ14S2,1356,173,117,1066
95ZZ15W1,2288,321,230,1737
95ZZ16S1,1911,171,143,1597
95ZZ16S2,1351,284,159,908
