GeographyCode,QS219NI0001,QS219NI0002,QS219NI0003,QS219NI0004,QS219NI0005,QS219NI0006,QS219NI0007,QS219NI0008,QS219NI0009
95FF12W1,1018,489,164,141,23,64,13,58,66
95FF13W1,977,299,283,171,9,80,5,81,49
95FF14W1,862,103,320,176,14,116,8,81,44
95FF15W1,1073,356,407,101,3,74,11,59,62
95FF16W1,927,162,282,240,26,71,5,90,51
95FF17W1,857,261,207,169,18,54,9,83,56
95GG01S1,739,649,3,6,0,4,2,18,57
95GG01S2,624,546,1,1,0,1,0,16,59
95GG01S3,641,550,2,3,0,1,3,27,55
95GG02S1,749,614,0,4,4,3,1,20,103
95GG02S2,859,681,6,11,3,2,1,27,128
95GG02S3,960,805,3,2,0,4,2,28,116
95GG03S1,895,134,224,143,55,79,12,191,57
95GG03S2,767,93,197,140,33,75,12,174,43
95GG03S3,1005,77,256,191,55,104,12,225,85
95GG04S1,801,405,83,81,18,27,16,74,97
95GG04S2,640,427,59,42,17,18,2,25,50
95GG04S3,856,39,221,232,54,55,6,119,130
95GG05S1,845,439,48,46,13,21,16,187,75
95GG05S2,948,403,82,66,14,26,12,247,98
95GG05S3,1007,355,92,81,30,45,23,256,125
95GG06S1,794,11,254,234,64,69,7,84,71
95GG06S2,833,45,235,204,93,61,10,112,73
95GG06S3,754,43,240,164,64,68,7,106,62
95GG07S1,796,636,9,11,0,9,2,35,94
95GG07S2,788,637,2,6,0,9,5,44,85
95GG07S3,685,574,6,4,1,3,6,20,71
95GG08S1,554,359,42,20,7,9,5,63,49
95GG08S2,810,430,94,53,47,23,6,71,86
95GG08S3,787,345,112,79,23,47,7,101,73
95GG09S1,844,41,274,183,57,70,7,169,43
95GG09S2,808,54,250,168,70,81,3,142,40
95GG09S3,952,51,279,245,67,78,8,152,72
95GG10S1,966,85,212,224,73,62,15,178,117
95GG10S2,1051,77,223,276,98,75,23,163,116
95GG11S1,987,79,241,192,42,80,9,200,144
95GG11S2,701,72,174,134,53,70,8,134,56
95GG11S3,998,100,223,166,55,102,13,220,119
95GG12S1,558,207,43,33,11,15,28,166,55
95GG12S2,727,303,52,39,9,17,21,165,121
95GG12S3,586,278,31,24,2,14,13,119,105
95GG12S4,719,271,44,24,8,30,28,185,129
95GG12S5,839,559,10,15,4,8,20,85,138
95GG13S1,664,80,184,138,51,48,14,87,62
95GG13S2,665,338,92,57,32,19,10,77,40
95GG13S3,787,150,222,151,67,44,7,92,54
95GG14S1,618,253,137,63,27,22,7,66,43
95GG14S2,582,391,43,34,12,11,7,48,36
95GG14S3,617,206,145,76,37,27,8,64,54
95GG15S1,736,79,252,140,43,54,6,135,27
95GG15S2,890,89,279,152,57,67,9,195,42
95GG15S3,918,69,306,190,57,80,6,137,73
95GG16S1,866,547,36,22,6,11,12,120,112
95GG16S2,777,544,16,14,4,8,5,108,78
95GG16S3,587,269,58,61,24,29,15,93,38
95GG17S1,770,605,11,9,2,6,10,52,75
95GG17S2,623,419,40,34,17,13,1,49,50
95GG17S3,744,249,140,144,38,27,1,64,81
95GG18S1,1073,882,6,5,7,0,6,38,129
95GG18S2,1070,853,3,5,2,10,5,42,150
95GG19S1,1061,10,353,362,80,81,6,65,104
95GG19S2,1178,104,353,336,79,60,5,110,131
95GG20S1,1393,228,352,215,100,80,26,234,158
95GG20S2,966,99,341,174,81,56,12,91,112
95GG21S1,639,516,4,2,2,4,1,13,97
95GG21S2,675,531,6,1,0,0,1,17,119
95GG21S3,948,690,6,6,0,18,46,69,113
95GG22S1,733,602,6,2,1,6,7,43,66
95GG22S2,814,711,5,2,0,2,4,26,64
95GG22S3,661,592,1,2,0,2,1,16,47
95GG23S1,566,126,138,101,48,36,14,76,27
95GG23S2,579,364,45,46,17,24,4,52,27
95GG23S3,676,193,144,98,62,29,21,83,46
95GG24S1,612,325,94,46,22,24,11,60,30
95GG24S2,712,44,264,101,65,58,5,100,75
95GG24S3,621,261,101,64,25,20,8,87,55
95GG25S1,868,749,1,4,0,5,5,26,78
95GG25S2,716,626,2,2,0,1,2,24,59
95GG25S3,610,524,2,3,1,0,4,22,54
95GG26S1,848,28,229,324,49,50,5,72,91
95GG26S2,806,164,194,212,42,37,7,53,97
95GG27S1,487,429,3,3,0,6,1,10,35
95GG27S2,607,518,4,2,0,1,0,16,66
95GG27S3,727,613,0,3,1,1,3,25,81
95GG27S4,646,533,2,0,1,4,3,21,82
95GG28S1,839,17,279,249,50,77,3,103,61
95GG28S2,712,82,217,197,51,44,10,64,47
95GG28S3,774,32,256,295,26,41,4,63,57
95GG29S1,1083,94,255,252,91,71,53,165,102
95GG29S2,1347,131,301,279,75,114,31,293,123
95GG30S1,763,28,277,159,60,53,8,121,57
95GG30S2,695,72,190,137,47,67,7,134,41
95GG30S3,625,14,159,130,103,79,7,99,34
95GG31S1,793,680,4,6,3,6,3,37,54
95GG31S2,800,465,48,107,21,18,8,70,63
95GG31S3,870,690,8,19,3,7,5,31,107
95GG32S1,1257,763,98,100,23,42,9,103,119
95GG32S2,698,81,214,178,29,58,5,71,62
95GG32S3,694,153,179,159,28,40,6,79,50
95GG33S1,737,408,102,68,2,18,10,83,46
95GG33S2,618,313,73,59,10,20,19,101,23
95GG33S3,840,347,97,79,19,26,24,185,63
95GG34S1,650,73,157,158,60,58,10,87,47
95GG34S2,553,483,5,7,2,8,5,24,19
95GG34S3,796,434,71,56,33,31,9,106,56
95GG35S1,867,666,6,17,2,2,3,37,134
95GG35S2,731,610,2,3,0,7,4,24,81
95GG35S3,646,498,4,2,1,4,6,18,113
95GG36S1,827,93,229,128,69,58,9,174,67
95GG36S2,836,51,277,157,64,92,8,146,41
95GG36S3,818,47,260,147,67,110,8,140,39
95GG37S1,779,296,96,79,28,33,4,192,51
95GG37S2,819,139,154,106,54,60,20,201,85
95GG37S3,1089,314,172,133,59,62,21,262,66
95GG38S1,1369,591,153,140,40,54,35,272,84
95GG38S2,853,382,84,100,24,34,10,165,54
95GG38S3,693,399,73,44,19,15,6,106,31
95GG39S1,1172,563,58,79,19,35,112,171,135
95GG39S2,1402,332,224,224,59,66,32,304,161
95GG39S3,1042,81,204,262,98,58,33,148,158
95GG40S1,802,29,264,263,60,39,3,51,93
95GG40S2,1059,25,314,362,41,59,6,96,156
95GG41S1,789,46,287,162,51,73,4,126,40
95GG41S2,596,47,199,114,35,44,3,109,45
95GG41S3,788,85,224,153,46,59,8,173,40
95GG42S1,689,257,117,81,17,37,18,129,33
95GG42S2,209,89,29,20,4,10,8,37,12
95GG42S3,740,288,78,87,12,32,13,177,53
95GG42S4,968,333,137,117,20,41,30,221,69
95GG43S1,720,39,174,178,80,58,12,121,58
95GG43S2,734,36,178,161,99,57,8,152,43
95GG43S3,862,48,228,170,60,86,12,175,83
95GG44S1,1390,127,395,256,49,93,21,267,182
95GG44S2,1315,113,356,221,66,110,14,243,192
95GG45S1,694,250,166,91,20,21,18,86,42
95GG45S2,686,39,195,196,49,43,6,93,65
95GG45S3,749,186,164,134,45,42,15,112,51
95GG46S1,663,572,1,0,0,2,0,18,70
95GG46S2,646,563,5,4,2,4,2,15,51
95GG46S3,623,527,2,2,0,1,1,22,68
95GG47S1,1025,752,20,16,3,12,12,89,121
95GG47S2,801,654,14,8,1,8,6,57,53
95GG47S3,815,597,15,7,0,6,6,90,94
95GG48S1,620,526,3,2,0,4,3,20,62
95GG48S2,842,720,5,5,1,2,3,17,89
95GG48S3,589,507,5,1,1,4,1,14,56
95GG49S1,748,315,69,71,16,31,17,160,69
95GG49S2,948,315,98,72,21,61,45,262,74
95GG49S3,821,210,132,69,24,63,51,166,106
95GG49S4,834,266,111,72,19,53,29,206,78
95GG50S1,764,99,190,133,48,44,14,168,68
95GG50S2,972,114,261,182,42,73,26,184,90
95GG50S3,917,132,214,163,39,68,22,185,94
95GG51S1,683,30,177,186,50,50,5,70,115
95GG51S2,710,19,208,230,60,58,4,45,86
95GG51S3,688,13,225,250,37,36,0,55,72
95HH01W1,890,102,247,150,54,73,8,172,84
95HH02S1,522,32,181,100,44,58,3,83,21
95HH02S2,541,25,169,106,53,66,4,100,18
95HH03W1,726,54,262,147,52,74,3,98,36
95HH04S1,645,39,197,138,69,52,10,116,24
95HH04S2,515,19,176,104,53,60,4,75,24
95HH05W1,908,44,279,204,85,68,3,145,80
95HH06S1,762,39,260,151,58,88,5,124,37
95HH06S2,920,52,293,188,72,110,8,158,39
95HH07W1,733,44,174,178,88,61,7,112,69
95HH08W1,1083,118,322,166,67,111,10,228,61
95HH09W1,1423,166,376,244,119,124,21,271,102
95HH10W1,945,75,313,175,65,87,9,187,34
95HH11W1,655,27,217,152,48,55,4,100,52
95HH12W1,626,29,188,110,85,59,3,115,37
95HH13W1,614,22,173,143,61,62,4,97,52
95HH14W1,764,54,219,161,66,82,4,110,68
95HH15W1,1083,89,335,202,97,120,16,168,56
95HH16W1,917,123,263,162,48,65,14,200,42
95HH17W1,928,36,364,151,63,109,9,140,56
95II01S1,626,23,192,136,50,74,9,120,22
95II01S2,634,16,248,116,46,72,6,106,24
95II02S1,507,227,74,59,13,26,13,77,18
95II02S2,678,153,138,129,40,38,13,122,45
95II02S3,726,78,179,166,59,69,11,101,63
95II03S1,575,236,101,57,24,28,8,93,28
95II03S2,729,258,134,99,33,46,13,116,30
95II04S1,864,27,286,176,57,113,7,155,43
95II04S2,808,18,272,201,49,80,9,128,51
95II05S1,527,283,77,42,9,26,3,66,21
95II05S2,774,212,198,115,26,63,10,95,55
95II06S1,533,199,111,62,20,39,8,72,22
95II06S2,752,309,121,106,21,50,6,97,42
95II07W1,991,64,308,208,70,79,11,159,92
95II08W1,1073,74,300,229,118,103,5,177,67
95II09S1,865,68,245,200,55,92,11,145,49
95II09S2,552,21,168,137,38,72,5,77,34
95II10W1,1144,25,356,293,111,105,9,182,63
95II11W1,1055,399,178,146,45,61,10,162,54
95II12W1,1007,58,333,196,70,109,8,193,40
95II13W1,1253,49,368,274,94,134,21,208,105
95II14W1,1026,216,270,160,94,91,8,139,48
95II15S1,660,295,86,65,32,34,11,94,43
95II15S2,659,196,147,87,26,58,4,105,36
95II16W1,890,30,270,192,146,83,6,112,51
95II17W1,1190,40,396,241,122,119,17,180,75
95II18W1,1090,56,291,288,78,125,13,151,88
95II19S1,633,93,225,82,23,77,7,92,34
95II19S2,756,16,374,111,32,66,5,104,48
95II20W1,1211,370,225,194,58,72,16,191,85
95II21W1,1045,14,371,251,74,80,5,146,104
95II22W1,990,48,323,181,120,96,4,163,55
95II23W1,910,329,169,111,51,44,10,146,50
95JJ01W1,892,179,359,162,9,68,3,72,40
95JJ02W1,1074,242,267,200,31,68,7,150,109
95JJ03S1,596,55,165,189,8,41,10,76,52
95JJ03S2,427,55,115,132,12,27,3,59,24
95JJ04S1,610,97,279,131,5,22,8,42,26
95JJ04S2,669,79,259,174,6,31,4,80,36
95JJ05W1,892,191,211,217,16,64,4,100,89
95JJ06W1,1063,371,171,253,7,49,10,92,110
95JJ07W1,1092,196,271,348,14,59,7,95,102
95JJ08S1,540,45,221,160,3,33,3,49,26
95JJ08S2,647,160,167,125,8,49,4,81,53
95JJ09W1,839,33,405,201,11,47,7,68,67
95JJ10W1,1027,405,317,154,1,34,7,39,70
95JJ11S1,724,110,214,193,18,36,7,93,53
95JJ11S2,818,139,252,187,17,48,10,95,70
95JJ12W1,1002,603,179,72,3,33,6,52,54
95JJ13S1,779,104,231,182,12,81,10,101,58
95JJ13S2,678,92,232,150,12,72,8,72,40
95JJ14W1,849,72,373,213,7,66,3,77,38
95JJ15W1,779,200,199,154,21,56,5,90,54
95JJ16W1,916,251,209,163,20,51,8,108,106
95JJ17W1,824,355,253,82,4,35,5,54,36
95JJ18W1,975,206,245,220,24,46,11,138,85
95JJ19S1,652,175,160,104,22,43,5,101,42
95JJ19S2,476,157,118,74,10,27,4,55,31
95JJ20S1,833,136,279,192,9,71,4,99,43
95JJ20S2,785,171,213,216,17,51,6,66,45
95JJ21W1,962,152,217,315,16,81,11,103,67
95JJ22W1,1088,236,328,226,25,79,20,125,49
95KK01W1,836,743,11,9,2,5,2,11,53
95KK02W1,722,226,166,165,11,69,12,31,42
95KK03W1,704,603,20,14,0,8,1,10,48
95KK04W1,974,690,48,70,6,24,4,61,71
95KK05W1,803,637,43,22,1,21,1,16,62
95KK06W1,737,310,99,174,12,33,4,44,61
95KK07W1,682,263,200,111,10,58,2,13,25
95KK08W1,967,337,187,241,17,73,5,50,57
95KK09W1,947,320,190,185,26,71,5,76,74
95KK10W1,699,241,168,170,17,42,3,18,40
95KK11W1,982,245,204,271,47,74,2,69,70
95KK12W1,776,569,69,46,1,7,1,21,62
95KK13W1,642,68,197,225,14,55,4,41,38
95KK14W1,703,296,162,120,8,42,1,20,54
95KK15W1,921,553,105,145,4,34,5,31,44
95KK16W1,809,511,65,77,7,22,3,57,67
95LL01S1,802,585,34,48,9,15,5,61,45
95LL01S2,777,618,9,25,12,9,3,57,44
95LL02S1,623,93,95,213,56,68,4,60,34
95LL02S2,744,181,72,165,53,57,15,109,92
95LL03W1,1092,81,145,480,80,99,10,120,77
95LL04W1,1090,813,27,75,20,27,3,34,91
95LL05S1,826,56,183,268,77,112,5,84,41
95LL05S2,628,189,107,160,18,48,14,48,44
95LL06S1,654,65,100,226,72,69,6,74,42
95LL06S2,754,57,97,298,83,97,5,63,54
95LL07W1,1001,68,154,392,64,115,14,109,85
95LL08S1,605,480,3,7,1,3,5,33,73
95LL08S2,721,440,13,62,23,18,2,61,102
95LL09S1,657,481,15,42,6,18,6,41,48
95LL09S2,738,557,15,45,6,20,6,32,57
95LL10S1,974,861,9,5,5,11,0,47,36
95LL10S2,767,556,18,54,16,46,2,23,52
95LL11S1,585,47,157,173,32,71,5,73,27
95LL11S2,839,50,271,225,66,99,8,71,49
95LL12S1,1043,790,23,39,4,14,12,80,81
95LL12S2,449,387,6,6,1,0,4,20,25
95LL13S1,539,265,41,73,11,20,12,64,53
95LL13S2,558,323,38,52,6,18,5,57,59
95LL14S1,475,413,1,3,1,3,1,7,46
95LL14S2,495,457,1,4,0,0,0,7,26
95LL15S1,690,40,131,220,67,84,10,69,69
95LL15S2,640,30,127,226,66,88,7,55,41
95LL16S1,1067,124,214,338,103,121,13,99,55
95LL16S2,1215,319,166,260,73,129,14,181,73
95LL17W1,1106,61,223,377,88,157,12,125,63
95LL18S1,795,23,179,273,48,140,11,82,39
95LL18S2,536,31,95,204,32,94,2,51,27
95LL19S1,855,35,169,329,41,142,11,78,50
95LL19S2,1049,333,141,298,26,88,8,99,56
95LL20W1,942,346,117,240,28,85,7,61,58
95LL21W1,1662,722,164,348,51,118,9,119,131
95LL22W1,1424,1177,9,19,5,8,4,74,128
95LL23W1,973,80,124,399,107,92,3,101,67
95LL24S1,704,163,105,240,37,71,2,41,45
95LL24S2,608,209,61,202,34,34,2,23,43
95LL25S1,1007,76,274,313,47,133,9,101,54
95LL25S2,732,39,195,244,41,88,10,82,33
95LL26S1,761,588,5,9,1,12,7,48,91
95LL26S2,729,644,5,9,3,4,4,26,34
95MM01S1,603,232,135,136,1,12,3,20,64
95MM01S2,651,359,80,56,10,28,11,49,58
95MM01S3,643,68,255,179,13,32,8,51,37
95MM02S1,598,518,12,4,0,3,4,18,39
95MM02S2,546,478,6,2,0,5,3,24,28
95MM03W1,1155,713,184,141,1,10,8,46,52
95MM04W1,890,764,5,4,1,7,2,36,71
95MM05W1,1062,909,6,1,0,6,1,19,120
95MM06S1,489,421,2,1,0,0,1,11,53
95MM06S2,460,394,2,5,0,0,2,12,45
95MM07W1,1201,148,380,402,46,59,12,82,72
95MM08S1,562,377,33,33,4,6,2,21,86
95MM08S2,676,310,150,108,14,31,2,28,33
95MM09S1,584,393,64,69,1,3,2,15,37
95MM09S2,636,399,104,46,3,10,3,27,44
95MM10S1,495,442,2,2,2,2,0,4,41
95MM10S2,492,414,1,1,0,0,0,19,57
95MM11W1,855,756,3,2,0,5,0,14,75
95MM12S1,662,491,70,22,1,9,3,20,46
95MM12S2,499,432,2,1,1,0,1,14,48
95MM12S3,815,697,3,9,0,7,5,24,70
95MM13S1,401,307,22,18,1,7,1,26,19
95MM13S2,493,433,3,1,1,5,1,10,39
95MM13S3,551,468,3,5,0,6,2,16,51
95MM13S4,849,724,5,8,1,7,1,24,79
95MM13S5,696,564,21,20,1,12,3,33,42
95MM14S1,371,108,103,77,18,12,5,30,18
95MM14S2,805,307,153,137,15,30,14,64,85
95MM15S1,656,276,139,121,6,22,1,44,47
95MM15S2,914,427,175,152,9,23,6,66,56
95MM16S1,913,652,70,42,2,14,7,45,81
95MM16S2,1166,565,221,130,13,30,24,125,58
95MM17S1,610,543,5,4,0,3,2,22,31
95MM17S2,737,569,32,23,2,8,3,44,56
95MM18S1,784,445,158,79,11,18,2,28,43
95MM18S2,982,605,124,103,8,18,9,61,54
95MM19S1,634,167,204,153,15,22,7,34,32
95MM19S2,635,214,151,103,19,29,5,61,53
95MM20S1,716,119,236,192,30,28,5,55,51
95MM20S2,753,119,274,194,24,33,5,50,54
95MM21S1,611,36,219,239,37,19,2,19,40
95MM21S2,643,356,79,86,19,12,4,49,38
95MM22S1,477,407,6,5,0,2,2,17,38
95MM22S2,496,421,4,4,0,4,1,33,29
95MM23W1,1074,772,11,18,1,15,11,94,152
95MM24W1,892,803,12,4,0,2,3,23,45
95MM25S1,474,412,0,2,0,3,1,7,49
95MM25S2,504,427,0,2,0,3,2,11,59
95MM25S3,528,459,6,3,0,4,2,17,37
95MM25S4,682,573,3,2,0,8,5,14,77
95MM26S1,597,532,1,3,0,1,1,20,39
95MM26S2,459,410,5,1,0,2,2,20,19
95MM27S1,1045,715,15,18,3,12,24,84,174
95MM27S2,569,395,6,9,4,12,6,60,77
95MM28W1,1095,691,57,65,6,16,2,70,188
95MM29W1,1490,864,168,137,14,32,17,105,153
95MM30W1,903,774,3,3,0,1,3,36,83
95NN01S1,584,451,21,18,0,10,4,28,52
95NN01S2,617,482,18,39,2,6,2,30,38
95NN02W1,836,697,23,29,0,9,1,33,44
95NN03S1,566,119,163,86,19,70,3,72,34
95NN03S2,567,40,187,126,31,99,1,46,37
95NN04W1,1175,909,25,18,2,15,8,59,139
95NN05W1,1075,488,196,120,10,73,9,99,80
95NN06S1,450,374,6,11,0,6,4,20,29
95NN06S2,787,625,28,32,0,12,6,39,45
95NN07S1,595,501,8,16,5,7,2,27,29
95NN07S2,651,508,15,34,1,12,2,29,50
95NN08S1,566,227,142,71,6,28,6,54,32
95NN08S2,630,321,87,80,5,33,6,61,37
95NN09S1,587,194,206,49,5,35,4,66,28
95NN09S2,505,101,201,75,4,35,3,58,28
95NN10S1,669,353,75,76,13,41,3,59,49
95NN10S2,621,354,71,46,15,26,6,66,37
95NN11S1,637,498,21,19,4,19,2,38,36
95NN11S2,660,470,57,34,3,14,2,53,27
95NN12W1,1128,612,136,145,11,44,6,115,59
95NN13W1,1064,361,266,134,22,97,12,129,43
95NN14S1,652,450,28,39,0,16,6,56,57
95NN14S2,553,308,27,47,6,59,4,52,50
95NN15W1,1230,341,368,228,10,40,5,163,75
95NN16S1,547,69,193,102,10,82,4,67,20
95NN16S2,581,161,184,73,7,46,3,77,30
95NN17W1,928,614,78,71,6,18,1,69,71
95NN18S1,534,309,45,70,4,15,4,38,49
95NN18S2,489,338,29,43,1,13,3,46,16
95NN19S1,686,170,211,134,8,40,5,81,37
95NN19S2,650,108,235,116,4,37,3,117,30
95NN20W1,1073,527,198,135,11,53,8,80,61
95NN21W1,1151,698,147,86,10,38,6,86,80
95NN22W1,1003,728,21,68,1,15,7,98,65
95NN23S1,513,404,30,9,1,4,4,25,36
95NN23S2,646,453,45,41,1,11,2,50,43
95OO01W1,809,587,65,60,2,9,1,18,67
95OO02W1,703,353,98,119,20,33,5,18,57
95OO03W1,914,309,242,214,11,43,5,32,58
95OO04W1,877,568,110,65,5,35,3,23,68
95OO05W1,1021,707,38,62,7,24,9,37,137
