GeographyCode,QS111NI0001,QS111NI0002,QS111NI0003,QS111NI0004,QS111NI0005,QS111NI0006,QS111NI0007,QS111NI0008,QS111NI0009,QS111NI0010,QS111NI0011,QS111NI0012,QS111NI0013,QS111NI0014,QS111NI0015,QS111NI0016,QS111NI0017,QS111NI0018,QS111NI0019,QS111NI0020,QS111NI0021,QS111NI0022,QS111NI0023,QS111NI0024,QS111NI0025,QS111NI0026,QS111NI0027
95AA11S2,870,157,44,113,652,48,472,123,101,186,62,0,59,32,12,13,2,73,26,26,21,61,20,12,1,1,27
95AA12W1,971,180,92,88,733,65,567,153,118,204,92,1,41,24,7,7,3,59,12,21,26,58,10,17,0,5,26
95AA13S1,625,151,47,104,436,33,269,67,45,95,62,0,40,9,15,14,2,94,24,39,31,38,7,7,0,1,23
95AA13S2,614,175,78,97,400,39,234,62,44,87,41,0,47,22,12,10,3,80,33,22,25,39,7,9,0,3,20
95AA14W1,779,130,80,50,596,58,454,135,75,142,102,0,19,10,2,5,2,65,11,19,35,53,12,13,0,7,21
95AA15S1,1013,223,50,173,726,39,449,140,95,145,69,0,97,53,24,19,1,141,54,46,41,64,11,10,0,0,43
95AA15S2,582,172,28,144,365,11,185,53,41,63,28,0,52,23,13,13,3,117,42,51,24,45,17,7,0,1,20
95AA16W1,832,318,91,227,465,58,224,72,46,65,41,0,62,30,18,11,3,121,38,39,44,49,8,6,0,1,34
95AA17W1,855,237,71,166,571,44,310,96,42,89,83,0,62,21,17,19,5,155,59,47,49,47,14,13,1,0,19
95AA18W1,1004,257,121,136,693,145,425,173,41,125,86,1,52,33,8,10,1,70,22,20,28,54,15,4,2,3,30
95AA19W1,832,157,66,91,612,40,426,59,92,179,96,1,17,9,2,6,0,128,30,40,58,63,19,16,0,6,22
95BB01S1,548,105,51,54,400,41,289,70,55,103,61,1,22,9,4,3,6,47,14,15,18,43,10,5,0,3,25
95BB01S2,759,165,56,109,568,57,391,105,85,124,77,0,47,19,9,11,8,73,24,25,24,26,8,3,0,0,15
95BB02W1,1126,438,202,236,620,108,289,107,61,62,59,1,58,33,11,12,2,164,55,30,79,68,8,7,0,6,47
95BB03S1,877,263,134,129,567,79,312,103,59,100,50,2,67,35,12,18,2,107,45,24,38,47,8,5,0,2,32
95BB03S2,899,214,117,97,631,109,379,142,63,105,69,0,65,42,9,11,3,78,27,25,26,54,10,9,0,5,30
95BB04S1,638,192,80,112,405,82,233,104,46,35,48,0,26,11,7,5,3,64,20,16,28,41,10,5,0,3,23
95BB04S2,669,157,96,61,489,105,309,108,38,82,81,1,27,16,4,4,3,47,16,8,23,23,2,7,0,4,10
95BB05S1,564,107,54,53,423,65,294,101,38,93,62,1,24,13,5,5,1,39,15,9,15,34,5,7,0,5,17
95BB05S2,754,175,80,95,541,69,354,126,53,95,80,0,47,23,4,15,5,71,27,14,30,38,7,10,0,1,20
95BB06W1,1518,680,296,384,740,92,320,148,48,57,67,4,105,73,20,6,6,219,96,45,78,98,10,13,0,9,66
95BB07S1,819,343,163,180,450,62,179,80,37,37,25,0,77,45,19,10,3,132,61,29,42,26,3,4,0,0,19
95BB07S2,496,88,47,41,395,59,250,83,39,71,57,0,28,12,7,5,4,58,20,10,28,13,3,3,0,1,6
95BB08S1,589,199,105,94,364,46,196,66,35,50,45,0,32,13,7,9,3,90,26,21,43,26,6,3,0,6,11
95BB08S2,479,80,25,55,372,32,285,86,47,88,64,0,22,16,5,1,0,33,13,10,10,27,4,9,0,0,14
95BB09S1,561,141,74,67,388,71,240,106,39,55,40,0,26,17,4,4,1,51,19,8,24,32,6,3,0,2,21
95BB09S2,692,199,67,132,473,47,323,112,61,76,74,2,42,29,5,5,3,59,22,6,31,20,5,4,0,0,11
95BB10S1,874,401,183,218,441,86,221,96,32,44,49,0,51,31,8,8,4,83,40,17,26,32,6,4,0,2,20
95BB10S2,635,114,64,50,490,95,328,132,59,82,55,0,26,15,8,2,1,41,10,15,16,31,5,7,0,5,14
95BB11S1,621,206,80,126,397,56,195,55,41,54,45,0,37,18,10,6,3,109,44,31,34,18,2,5,0,4,7
95BB11S2,717,271,155,116,425,88,239,94,45,49,51,1,22,11,1,8,2,75,22,14,39,21,4,2,0,5,10
95BB12S1,626,200,73,127,395,44,159,54,31,41,33,0,56,31,12,8,5,136,50,40,46,31,9,6,0,2,14
95BB12S2,504,91,52,39,384,63,244,72,52,64,56,0,25,5,9,9,2,52,20,17,15,29,5,9,0,4,11
95BB13S1,508,88,21,67,405,33,256,69,50,95,42,0,29,15,4,9,1,87,40,32,15,15,3,3,0,2,7
95BB13S2,603,142,58,84,430,76,227,76,39,53,59,0,40,19,8,4,9,87,28,31,28,31,8,8,0,1,14
95BB13S3,576,93,31,62,463,30,327,107,63,108,49,1,43,28,6,8,1,62,23,22,17,20,4,5,0,0,11
95BB14S1,551,97,50,47,419,62,295,95,38,94,68,0,29,20,5,3,1,33,9,7,17,35,9,8,0,3,15
95BB14S2,621,162,81,81,437,65,285,84,45,93,63,1,33,17,5,11,0,53,13,19,21,22,4,3,0,2,13
95BB15S1,706,134,69,65,519,54,366,109,62,137,58,0,35,20,9,5,1,64,26,9,29,53,8,12,0,8,25
95BB15S2,581,167,59,108,391,35,219,54,40,76,49,0,37,14,12,8,3,100,33,29,38,23,5,2,0,1,15
95BB16S1,562,98,54,44,428,67,314,97,48,91,78,0,13,6,2,4,1,34,7,7,20,36,6,8,0,2,20
95BB16S2,614,127,57,70,457,70,322,111,62,98,51,0,26,9,3,9,5,39,6,13,20,30,4,5,0,5,16
95BB17S1,727,188,56,132,506,27,314,112,61,102,39,0,59,32,15,11,1,106,50,31,25,33,10,8,0,1,14
95BB17S2,672,147,59,88,484,52,283,91,40,93,59,0,39,16,8,14,1,110,32,39,39,41,8,11,0,1,21
95BB18S1,726,216,82,134,469,63,247,103,43,67,34,1,57,26,12,13,6,101,35,35,31,41,8,7,0,1,25
95BB18S2,912,156,64,92,701,78,501,140,83,188,90,0,57,32,8,13,4,65,15,28,22,55,15,10,0,7,23
95BB19S1,641,161,73,88,453,45,290,102,50,75,63,0,35,21,8,5,1,83,30,20,33,27,6,6,0,1,14
95BB19S2,599,65,17,48,507,26,396,111,76,149,60,0,31,15,8,5,3,54,20,16,18,27,5,8,0,1,13
95BB19S3,484,75,26,49,389,22,290,79,53,99,59,0,30,12,7,9,2,47,14,18,15,20,5,8,0,0,7
95BB20S1,677,170,70,100,475,51,332,83,65,112,72,0,23,10,6,5,2,69,9,27,33,32,9,5,0,2,16
95BB20S2,613,199,88,111,370,37,217,52,39,66,60,0,32,17,8,6,1,84,20,29,35,44,6,10,0,7,21
95BB21S1,932,231,101,130,650,84,413,126,74,137,76,0,52,29,9,11,3,101,44,27,30,51,14,13,0,0,24
95BB21S2,889,209,96,113,629,64,442,152,82,147,61,0,42,24,7,9,2,81,36,19,26,51,7,15,0,1,28
95BB22S1,596,143,27,116,427,30,240,78,47,82,33,1,53,29,4,18,2,103,42,39,22,26,7,6,0,0,13
95BB22S2,598,177,41,136,390,22,175,42,26,67,40,0,39,16,8,13,2,154,62,52,40,31,8,3,0,2,18
95BB23S1,638,150,79,71,464,90,305,121,39,70,75,2,19,10,3,5,1,48,13,8,27,24,8,7,1,2,6
95BB23S2,523,86,27,59,416,45,298,91,52,80,75,0,21,9,5,7,0,52,16,12,24,21,4,8,0,0,9
95CC01W1,904,234,92,142,589,42,320,65,74,109,72,0,43,27,9,6,1,184,69,44,71,81,19,15,0,2,45
95CC02W1,875,171,83,88,644,54,470,88,78,176,128,0,42,17,13,11,1,78,14,21,43,60,13,12,0,12,23
95CC03W1,1127,367,145,222,637,31,281,66,51,95,69,0,74,36,20,18,0,251,94,94,63,123,27,30,0,8,58
95CC04W1,790,177,94,83,567,47,389,58,61,160,110,0,30,13,11,6,0,101,18,30,53,46,10,12,0,4,20
95CC05W1,954,227,114,113,656,58,452,95,78,190,89,0,29,19,3,7,0,117,28,31,58,71,13,13,0,11,34
95CC06S1,579,150,58,92,407,44,275,86,45,85,59,0,31,21,2,7,1,57,22,17,18,22,8,4,0,1,9
95CC06S2,517,151,65,86,342,39,198,51,38,68,41,0,24,14,1,9,0,81,32,20,29,24,5,7,0,1,11
95CC07W1,1108,227,99,128,793,45,554,94,86,252,122,0,40,16,9,13,2,154,50,53,51,88,23,21,0,4,40
95CC08W1,990,286,120,166,639,58,332,53,72,125,82,0,54,27,15,11,1,195,99,38,58,65,14,7,0,8,36
95CC09S1,494,78,44,34,392,45,294,62,37,123,72,0,16,12,1,3,0,37,12,5,20,24,2,11,0,2,9
95CC09S2,696,157,51,106,509,44,357,113,56,116,72,0,38,21,10,5,2,70,20,21,29,30,3,4,1,1,21
95CC10W1,901,186,80,106,650,92,439,110,74,140,115,0,36,16,7,12,1,83,16,17,50,65,9,14,0,6,36
95CC11W1,786,290,112,178,445,52,238,70,49,53,66,0,26,18,4,3,1,129,44,39,46,51,9,4,0,3,35
95CC12W1,890,175,76,99,662,63,487,83,76,208,120,0,20,9,5,6,0,92,25,28,39,53,11,13,0,4,25
95CC13W1,817,168,65,103,597,50,443,94,63,172,114,0,19,13,5,1,0,85,17,21,47,52,8,17,0,5,22
95CC14W1,1132,249,119,130,848,86,579,170,90,204,115,0,56,34,11,10,1,127,33,47,47,35,7,6,0,1,21
95CC15W1,1007,213,98,115,739,61,507,100,87,206,114,0,46,25,10,8,3,125,39,28,58,55,13,12,0,5,25
95CC16W1,1076,302,158,144,722,76,463,110,86,173,94,0,47,22,14,9,2,136,58,38,40,52,12,6,0,13,21
95CC17W1,897,178,78,100,659,54,486,87,95,182,122,0,29,12,9,7,1,90,21,25,44,60,15,13,0,2,30
95CC18W1,937,284,138,146,598,74,348,80,57,117,94,0,52,25,14,6,7,124,46,23,55,55,13,10,2,3,27
95CC19W1,981,242,124,118,680,59,493,123,70,202,98,0,28,10,9,6,3,100,31,26,43,59,14,7,0,2,36
95CC20S1,484,112,53,59,354,29,260,75,51,82,52,0,24,8,7,8,1,41,10,17,14,18,8,4,0,0,6
95CC20S2,643,163,61,102,444,39,295,85,49,101,60,0,41,22,10,8,1,69,23,20,26,36,9,5,0,1,21
95CC21W1,1167,307,119,188,810,91,507,168,79,162,98,0,68,36,12,17,3,144,49,40,55,50,15,3,0,3,29
95CC22W1,842,370,166,204,427,52,202,71,38,47,46,0,41,21,13,5,2,132,45,24,63,45,6,4,0,2,33
95DD01W1,836,196,111,85,593,129,370,141,47,100,82,0,35,13,10,9,3,59,14,15,30,47,10,4,0,3,30
95DD02S1,599,167,81,86,405,41,255,81,48,73,53,1,24,12,8,2,2,84,26,20,38,27,8,4,0,2,13
95DD02S2,891,178,66,112,675,49,465,124,96,165,80,0,66,33,17,13,3,95,33,23,39,38,6,12,0,1,19
95DD03W1,1389,305,142,163,994,145,602,200,123,181,98,0,84,53,17,11,3,163,67,43,53,90,16,10,1,5,58
95DD04W1,859,303,127,176,508,42,200,76,37,49,38,0,67,30,18,17,2,199,68,62,69,48,9,11,0,1,27
95DD05W1,685,174,51,123,475,27,224,75,38,54,57,0,51,19,13,15,4,173,59,64,50,36,8,8,0,1,19
95DD06W1,944,187,109,78,708,129,462,159,69,117,117,0,41,21,8,8,4,76,20,14,42,49,12,9,0,9,19
95DD07S1,689,186,99,87,467,87,259,90,53,58,58,0,44,22,10,9,3,77,28,17,32,36,10,5,0,8,13
95DD07S2,723,211,109,102,480,68,294,82,50,106,56,0,40,16,6,14,4,78,20,28,30,32,6,4,0,6,16
95DD08W1,1041,485,218,267,440,46,168,58,28,40,42,0,86,50,20,11,5,140,41,32,67,116,16,10,2,7,81
95DD09W1,929,164,78,86,705,87,518,150,77,177,114,2,19,11,3,3,2,79,16,20,43,60,7,8,0,11,34
95DD10W1,1180,361,195,166,760,87,455,139,78,115,123,0,60,27,12,17,4,158,66,27,65,59,12,10,0,2,35
95DD11W1,955,301,102,199,574,35,236,71,45,83,37,0,88,32,23,27,6,215,69,84,62,80,15,22,0,2,41
95DD12W1,890,163,82,81,675,83,504,131,94,168,111,0,19,8,6,4,1,69,16,17,36,52,17,7,0,4,24
95DD13W1,741,272,114,158,392,43,201,51,32,62,56,0,34,18,7,9,0,114,40,31,43,77,19,14,0,7,37
95DD14S1,626,154,73,81,442,46,296,90,63,98,45,0,20,13,4,2,1,80,30,21,29,30,8,5,0,4,13
95DD14S2,607,105,43,62,472,74,335,98,56,106,75,0,22,10,5,6,1,41,9,14,18,30,5,9,0,2,14
95DD15W1,1174,239,93,146,867,66,606,122,97,236,151,0,58,23,8,24,3,137,39,32,66,68,15,14,0,8,31
95DD16W1,1019,197,93,104,758,65,583,149,94,181,159,1,35,15,7,8,5,74,14,20,40,64,14,17,0,8,25
95DD17W1,1148,192,93,99,883,83,667,159,106,253,149,0,46,19,16,7,4,87,22,22,43,73,14,21,0,14,24
95DD18W1,873,311,118,193,513,85,263,109,39,48,67,0,49,33,8,6,2,116,39,20,57,49,8,5,1,3,32
95DD19S1,732,193,74,119,507,40,321,94,73,101,53,0,37,18,5,13,1,109,35,43,31,32,6,3,0,2,21
95DD19S2,543,104,49,55,411,62,284,87,51,79,67,0,23,14,3,3,3,42,6,14,22,28,6,8,0,1,13
95DD20W1,826,330,101,229,442,65,169,55,23,42,49,1,50,29,13,6,2,157,52,35,70,54,13,9,0,4,28
95DD21W1,891,242,108,134,578,76,305,114,54,73,64,0,57,27,14,12,4,140,60,36,44,71,12,12,0,3,44
95DD22S1,559,139,62,77,389,42,279,72,51,89,67,0,16,10,4,1,1,52,12,12,28,31,5,7,0,5,14
95DD22S2,597,170,84,86,384,34,267,66,55,85,61,0,18,11,4,3,0,65,20,18,27,43,8,14,0,3,18
95DD23W1,881,154,81,73,670,85,472,110,88,160,114,0,36,20,2,12,2,77,14,15,48,57,9,14,0,9,25
95DD24W1,990,198,93,105,720,75,449,114,77,151,107,0,51,26,14,7,4,145,49,36,60,72,15,13,0,2,42
95EE01W1,592,93,35,58,444,37,319,59,45,142,73,2,31,12,12,5,2,55,11,19,25,55,15,11,0,7,22
95EE02W1,790,186,71,115,562,35,381,116,55,127,83,1,54,24,16,11,3,91,15,23,53,42,9,10,0,2,21
95EE03W1,808,231,85,146,530,62,307,87,67,92,61,0,52,22,12,14,4,109,30,30,49,47,12,7,1,3,24
95EE04W1,736,168,75,93,509,55,327,89,48,110,80,0,47,28,9,7,3,80,25,19,36,59,13,11,0,5,30
95EE05W1,577,135,64,71,406,49,259,81,43,81,54,0,42,29,8,3,2,56,7,9,40,36,9,8,0,2,17
95EE06W1,692,123,72,51,502,35,371,42,70,175,84,0,34,14,8,9,3,62,25,16,21,67,16,16,0,10,25
95EE07W1,740,207,107,100,487,79,264,71,49,94,50,0,44,23,13,7,1,100,33,32,35,46,13,11,0,5,17
95EE08W1,711,224,94,130,450,69,268,95,33,71,69,0,32,21,7,3,1,81,26,17,38,37,7,7,0,2,21
95EE09W1,605,95,40,55,455,40,313,65,55,111,82,0,40,12,6,20,2,62,10,13,39,55,11,13,1,4,26
95EE10W1,598,116,48,68,406,34,284,59,47,108,70,0,41,23,7,7,4,47,9,12,26,76,20,19,0,11,26
95EE11W1,551,82,46,36,419,46,292,66,43,101,82,1,26,11,5,6,4,54,7,9,38,50,11,10,0,8,21
95EE12W1,1059,310,88,222,680,44,354,110,72,111,61,0,98,61,21,15,1,184,74,54,56,69,10,14,0,3,42
95EE13W1,718,297,155,142,381,71,204,56,32,63,53,0,33,18,4,10,1,73,15,19,39,40,7,1,0,5,27
95EE14W1,1016,213,99,114,749,81,469,133,100,164,72,0,74,35,13,22,4,125,36,30,59,54,11,7,0,5,31
95EE15W1,606,129,61,68,429,37,315,84,46,110,75,0,31,9,9,11,2,46,11,7,28,48,14,9,0,8,17
95EE16W1,709,132,52,80,522,45,385,90,65,146,84,0,36,16,9,10,1,56,11,15,30,55,10,20,0,6,19
95FF01S1,781,160,69,91,595,68,397,108,66,146,77,0,48,29,6,12,1,82,33,26,23,26,2,5,0,2,17
95FF01S2,959,175,50,125,738,54,489,116,108,186,79,1,74,46,18,9,1,120,49,44,27,46,5,13,0,1,27
95FF02W1,923,190,90,100,674,49,513,106,76,223,108,0,36,19,8,9,0,76,15,18,43,59,13,11,0,4,31
95FF03W1,1169,268,88,180,842,58,500,133,111,162,94,0,87,59,15,10,3,197,95,55,47,59,9,10,0,1,39
95FF04W1,862,136,77,59,659,62,496,111,82,192,111,2,31,14,6,8,3,68,12,12,44,67,13,10,0,9,35
95FF05W1,1119,367,145,222,695,93,382,121,72,115,74,1,67,32,16,13,6,152,54,47,51,57,15,5,0,11,26
95FF06S1,820,224,81,143,557,60,348,120,61,129,38,1,59,38,13,8,0,89,41,18,30,39,6,7,0,5,21
95FF06S2,720,130,42,88,548,39,404,104,73,182,45,0,35,18,8,9,0,70,31,17,22,42,5,10,0,6,21
95FF07W1,1154,363,111,252,730,54,352,93,57,134,68,0,70,33,18,17,2,254,94,79,81,61,18,8,0,3,32
95FF08W1,993,351,184,167,607,84,366,96,73,112,85,0,58,23,17,16,2,99,32,31,36,35,6,6,0,5,18
95FF09W1,1000,300,111,189,640,57,398,108,69,146,75,0,70,30,21,15,4,115,40,38,37,60,8,9,0,9,34
95FF10W1,1216,228,69,159,935,75,646,156,121,250,119,2,91,50,26,13,2,121,42,22,57,53,9,12,0,4,28
95FF11W1,873,157,85,72,665,53,507,123,90,189,105,1,28,15,5,3,5,76,10,12,54,51,9,8,0,7,27
95FF12W1,1018,229,86,143,728,59,484,129,79,156,120,0,58,36,9,10,3,127,42,25,60,61,8,16,0,6,31
95FF13W1,977,218,89,129,707,68,489,120,75,172,122,0,52,33,9,10,0,98,20,33,45,52,7,13,0,2,30
95FF14W1,862,149,68,81,665,76,507,136,69,192,110,1,29,20,2,5,2,52,8,8,36,48,3,4,0,8,33
95FF15W1,1073,335,170,165,672,58,388,98,65,138,87,0,57,26,10,19,2,169,56,44,69,66,16,10,0,7,33
95FF16W1,927,255,104,151,632,86,415,112,74,133,96,0,34,16,7,9,2,97,32,28,37,40,9,6,0,4,21
95FF17W1,857,378,143,235,443,58,211,80,31,54,46,2,61,32,13,16,0,111,40,27,44,36,2,4,0,4,26
95GG01S1,739,226,128,98,450,73,212,50,36,41,85,0,25,11,3,9,2,140,39,29,72,63,14,11,0,11,27
95GG01S2,624,226,121,105,338,49,149,29,25,38,57,0,19,15,1,1,2,121,27,36,58,60,17,12,1,4,26
95GG01S3,641,197,91,106,375,41,180,22,38,43,77,0,20,6,3,8,3,134,36,35,63,69,12,12,1,8,36
95GG02S1,749,245,89,156,417,27,105,25,20,30,30,0,30,13,8,8,1,255,106,83,66,87,18,15,2,5,47
95GG02S2,859,282,96,186,476,31,105,26,18,23,38,0,43,18,10,12,3,297,106,130,61,101,26,18,0,5,52
95GG02S3,960,358,122,236,497,16,118,28,20,30,40,1,22,8,6,7,1,340,128,133,79,105,23,29,0,6,47
95GG03S1,895,333,112,221,520,62,320,112,58,113,37,3,62,40,12,9,1,73,35,15,23,42,6,2,0,4,30
95GG03S2,767,242,114,128,468,53,310,90,55,100,65,2,34,23,6,4,1,69,16,21,32,57,4,6,1,8,38
95GG03S3,1005,404,132,272,503,56,256,85,55,68,48,2,88,60,13,13,2,101,32,24,45,98,15,8,1,8,66
95GG04S1,801,323,115,208,402,27,120,35,31,25,29,0,31,21,7,2,1,224,91,72,61,76,18,13,1,4,40
95GG04S2,640,232,88,144,352,10,110,23,17,30,40,0,25,8,7,8,2,207,67,88,52,56,13,18,0,4,21
95GG04S3,856,405,120,285,384,34,119,39,25,27,28,1,60,33,13,12,2,170,73,34,63,67,11,6,0,2,48
95GG05S1,845,325,67,258,384,22,179,57,40,61,21,1,83,55,8,16,4,99,38,19,42,136,8,6,2,3,117
95GG05S2,948,360,69,291,400,10,200,63,48,56,33,2,109,82,17,6,4,79,33,25,21,188,15,4,9,4,156
95GG05S3,1007,393,89,304,381,20,129,44,26,34,25,1,93,60,10,19,4,138,61,34,43,233,10,10,5,2,206
95GG06S1,794,212,89,123,521,49,200,68,42,42,48,1,52,21,18,9,4,219,88,56,75,61,13,8,1,6,33
95GG06S2,833,303,117,186,485,53,228,80,47,47,54,3,65,29,21,13,2,136,65,25,46,45,12,7,0,2,24
95GG06S3,754,208,83,125,502,42,290,66,84,90,50,0,40,18,9,9,4,130,47,41,42,44,6,9,0,2,27
95GG07S1,796,286,85,201,423,30,179,34,43,43,59,0,40,23,7,9,1,174,70,51,53,87,15,18,3,9,42
95GG07S2,788,253,79,174,430,18,124,25,24,34,41,1,37,19,9,8,1,250,104,91,55,105,30,23,1,1,50
95GG07S3,685,203,53,150,397,29,147,21,38,36,52,0,27,10,10,6,1,194,77,55,62,85,25,24,2,0,34
95GG08S1,554,158,81,77,362,60,214,60,37,67,50,1,25,16,4,5,0,62,11,24,27,34,8,6,1,3,16
95GG08S2,810,319,101,218,436,31,170,40,39,40,51,3,54,27,13,12,2,178,79,49,50,55,7,11,3,8,26
95GG08S3,787,258,71,187,458,41,188,48,49,60,31,1,77,52,13,11,1,151,66,54,31,71,11,13,1,2,44
95GG09S1,844,225,111,114,583,104,387,109,61,147,70,1,35,20,8,6,1,56,17,13,26,36,4,6,1,6,19
95GG09S2,808,233,103,130,519,85,293,95,60,72,66,0,41,25,6,9,1,100,32,18,50,56,9,6,0,5,36
95GG09S3,952,344,107,237,532,40,239,86,51,55,47,2,82,47,14,14,7,169,56,67,46,76,18,14,1,0,43
95GG10S1,966,453,108,345,397,36,144,59,32,22,31,1,83,60,14,7,2,133,52,35,46,116,7,11,13,2,83
95GG10S2,1051,430,119,311,444,30,150,56,35,22,37,1,92,51,20,16,5,171,65,56,50,177,10,9,25,4,129
95GG11S1,987,462,138,324,434,26,151,71,25,30,25,1,98,59,18,15,6,158,78,40,40,91,16,5,0,7,63
95GG11S2,701,233,72,161,421,41,259,84,36,100,39,2,59,39,8,11,1,60,21,12,27,47,6,5,1,4,31
95GG11S3,998,467,105,362,434,43,180,82,44,26,28,1,85,64,17,4,0,125,63,25,37,97,10,8,0,4,75
95GG12S1,558,160,13,147,123,3,57,25,7,17,8,0,50,45,1,4,0,13,5,3,5,275,5,4,147,0,119
95GG12S2,727,232,39,193,107,8,28,10,6,8,4,1,30,21,3,5,1,40,13,8,19,388,5,7,242,1,133
95GG12S3,586,209,20,189,123,4,53,19,12,12,10,1,36,26,3,7,0,29,5,6,18,254,5,5,145,0,99
95GG12S4,719,308,17,291,128,0,43,16,9,12,6,1,70,64,4,2,0,14,7,1,6,283,3,4,131,0,145
95GG12S5,839,231,53,178,416,13,115,28,25,42,20,0,66,39,8,16,3,222,73,85,64,192,23,21,25,2,121
95GG13S1,664,317,118,199,309,26,145,43,30,39,33,0,26,11,5,6,4,112,43,36,33,38,12,4,0,2,20
95GG13S2,665,180,92,88,457,54,271,58,46,107,60,0,44,26,9,6,3,88,24,26,38,28,6,4,0,3,15
95GG13S3,787,322,129,193,425,51,212,72,32,53,55,2,36,20,6,8,2,124,40,30,54,40,7,3,0,8,22
95GG14S1,618,155,89,66,426,61,275,85,35,95,60,0,23,13,5,5,0,67,13,23,31,37,8,4,0,3,22
95GG14S2,582,137,55,82,409,64,277,64,47,103,63,0,14,6,3,3,2,54,11,17,26,36,8,6,0,5,17
95GG14S3,617,148,83,65,435,54,281,68,63,83,67,0,34,19,5,8,2,66,17,20,29,34,9,5,0,5,15
95GG15S1,736,194,113,81,516,101,352,108,61,127,56,1,27,18,4,3,2,35,5,8,22,26,4,3,0,3,16
95GG15S2,890,304,148,156,548,68,349,107,77,114,51,0,64,43,14,7,0,67,25,20,22,38,4,1,0,1,32
95GG15S3,918,391,194,197,477,82,250,83,48,77,42,1,52,35,5,8,4,92,35,18,39,50,5,9,0,6,30
95GG16S1,866,341,82,259,443,23,191,52,46,49,44,3,64,36,16,8,4,162,66,49,47,82,16,15,2,1,48
95GG16S2,777,267,95,172,423,26,202,46,35,62,59,1,45,19,15,6,5,149,54,43,52,87,17,16,2,3,49
95GG16S3,587,168,71,97,373,39,204,45,37,70,52,2,30,17,6,4,3,98,26,37,35,46,12,6,0,3,25
95GG17S1,770,198,59,139,504,32,197,45,42,66,44,0,32,14,9,8,1,243,96,100,47,68,18,17,0,2,31
95GG17S2,623,170,88,82,402,51,229,57,44,62,66,0,25,14,2,7,2,97,22,26,49,51,8,11,0,6,26
95GG17S3,744,268,108,160,427,31,176,48,30,63,35,1,36,13,12,9,2,183,56,77,50,49,12,7,0,4,26
95GG18S1,1073,361,145,216,579,36,159,40,23,55,41,0,54,18,10,25,1,330,136,104,90,133,28,30,0,4,71
95GG18S2,1070,385,76,309,532,22,140,32,36,31,41,1,64,34,19,8,3,305,107,97,101,153,18,21,1,7,106
95GG19S1,1061,525,272,253,475,69,152,64,22,21,45,0,33,12,8,11,2,221,90,62,69,61,8,6,0,6,41
95GG19S2,1178,479,152,327,625,44,193,65,31,52,45,1,66,26,19,18,3,321,111,136,74,74,22,16,0,0,36
95GG20S1,1393,616,172,444,572,43,188,79,41,33,35,0,106,72,18,12,4,235,103,74,58,205,21,17,6,8,153
95GG20S2,966,392,152,240,473,36,180,64,31,47,38,2,51,21,16,13,1,204,88,70,46,101,21,25,0,7,48
95GG21S1,639,235,92,143,335,15,99,20,12,18,49,0,19,8,3,5,3,202,68,55,79,69,16,19,1,1,32
95GG21S2,675,187,56,131,383,9,91,26,14,17,34,0,27,11,3,8,5,256,95,84,77,105,23,27,5,2,48
95GG21S3,948,432,120,312,399,20,109,35,25,23,26,0,52,38,5,7,2,218,83,58,77,117,16,17,2,8,74
