GeographyCode,QS404NI0001,QS404NI0002,QS404NI0003,QS404NI0004,QS404NI0005,QS404NI0006,QS404NI0007
95SS17S1,214,159,3,28,4,11,9
95SS17S2,153,65,1,67,1,5,14
95SS18S1,158,106,0,36,4,2,10
95SS18S2,275,123,0,40,96,8,8
95SS19S1,138,88,0,28,3,9,10
95SS19S2,158,105,0,46,2,0,5
95SS20W1,442,392,0,2,11,20,17
95SS21S1,123,104,1,7,0,3,8
95SS21S2,208,191,1,3,0,6,7
95SS22S1,152,137,0,8,1,4,2
95SS22S2,218,193,1,3,14,3,4
95SS23S1,240,209,0,18,0,4,9
95SS23S2,139,111,2,19,2,1,4
95SS24S1,201,151,1,1,30,14,4
95SS24S2,208,162,0,22,3,10,11
95SS25W1,260,98,0,105,29,8,20
95SS26S1,86,36,0,21,25,1,3
95SS26S2,100,90,2,3,0,3,2
95SS27W1,380,210,2,122,10,10,26
95SS28W1,306,188,0,67,4,26,21
95SS29S1,83,49,0,26,2,0,6
95SS29S2,141,79,2,49,0,3,8
95SS30S1,105,87,1,1,6,7,3
95SS30S2,289,276,0,0,2,6,5
95TT01W1,212,189,0,0,0,8,15
95TT02W1,200,168,0,8,0,9,15
95TT03S1,129,93,0,15,2,12,7
95TT03S2,118,92,1,7,0,14,4
95TT04W1,236,186,0,19,11,11,9
95TT05S1,119,96,1,0,0,15,7
95TT05S2,124,61,0,22,19,12,10
95TT06W1,226,160,0,19,18,8,21
95TT07W1,215,185,0,8,0,8,14
95TT08W1,211,184,1,7,0,16,3
95TT09S1,135,117,0,6,0,3,9
95TT09S2,112,103,0,1,0,3,5
95TT10W1,232,135,0,49,8,20,20
95TT11S1,112,98,0,1,0,4,9
95TT11S2,113,99,1,2,0,2,9
95TT12W1,263,219,1,23,1,9,10
95TT13S1,83,56,1,14,0,6,6
95TT13S2,144,77,1,24,1,29,12
95TT14W1,214,150,0,23,17,10,14
95TT15W1,230,173,3,21,0,15,18
95TT16W1,224,189,0,15,0,5,15
95UU06W1,166,138,0,11,0,8,9
95UU09W1,139,112,1,8,0,9,9
95UU14W1,166,107,0,25,13,17,4
95UU99C1,183,122,0,30,0,16,15
95UU99C2,261,172,2,38,11,19,19
95UU99C3,270,213,1,12,11,20,13
95UU99C4,219,174,0,23,0,9,13
95UU99C5,279,208,0,15,10,27,19
95UU99C6,251,170,0,24,10,31,16
95VV01S1,158,136,0,0,2,9,11
95VV01S2,164,114,3,17,0,16,14
95VV02W1,295,180,2,55,26,15,17
95VV03W1,266,186,0,40,1,28,11
95VV04W1,280,238,0,10,0,15,17
95VV05S1,141,122,0,4,0,6,9
95VV05S2,105,93,0,2,1,3,6
95VV06W1,245,209,0,13,0,11,12
95VV07S1,200,139,1,25,3,18,14
95VV07S2,141,121,0,2,0,13,5
95VV08W1,233,202,1,9,1,9,11
95VV09W1,220,167,3,19,10,12,9
95VV10S1,92,64,0,21,1,3,3
95VV10S2,146,113,1,11,2,11,8
95VV11S1,164,139,0,8,0,10,7
95VV11S2,115,98,0,2,0,7,8
95VV12S1,118,85,0,15,2,10,6
95VV12S2,124,85,0,21,4,8,6
95VV13S1,132,112,0,1,0,9,10
95VV13S2,105,95,1,0,0,4,5
95VV14S1,119,92,0,7,0,16,4
95VV14S2,181,131,0,24,0,14,12
95VV15S1,133,89,1,21,6,7,9
95VV15S2,99,74,0,16,0,6,3
95VV16W1,250,219,0,5,2,13,11
95VV17S1,159,125,4,12,1,9,8
95VV17S2,132,109,1,5,1,7,9
95VV18S1,196,157,3,5,0,21,10
95VV18S2,181,99,2,37,21,13,9
95VV19S1,193,147,3,11,0,23,9
95VV19S2,117,85,1,12,0,15,4
95VV20W1,240,206,0,4,3,11,16
95VV21S1,137,118,0,5,0,6,8
95VV21S2,110,98,0,0,0,5,7
95VV22W1,234,170,0,29,3,11,21
95VV23W1,335,238,3,13,30,38,13
95VV24S1,174,138,2,2,1,23,8
95VV24S2,216,114,2,35,36,11,18
95VV25S1,148,112,0,17,5,5,9
95VV25S2,134,122,1,2,0,5,4
95VV26W1,241,199,1,17,1,11,12
95VV27W1,243,175,1,29,4,16,18
95VV28S1,157,107,0,7,26,16,1
95VV28S2,138,91,0,26,0,13,8
95VV29W1,244,205,1,14,0,8,16
95VV30S1,147,139,0,2,0,5,1
95VV30S2,128,83,1,17,9,11,7
95WW01S1,215,138,1,36,23,11,6
95WW01S2,167,136,1,1,8,14,7
95WW02S1,222,120,1,67,17,6,11
95WW02S2,172,139,0,22,0,3,8
95WW03S1,244,137,1,38,27,22,19
95WW03S2,148,116,1,14,1,10,6
95WW04S1,145,113,0,24,0,3,5
95WW04S2,120,114,0,0,1,2,3
95WW05S1,118,109,1,1,0,3,4
95WW05S2,229,165,0,33,22,3,6
95WW06S1,156,144,0,0,0,7,5
95WW06S2,156,130,1,5,1,8,11
95WW07S1,202,191,0,0,0,6,5
95WW07S2,198,179,0,0,0,12,7
95WW08S1,123,121,1,0,0,1,0
95WW08S2,230,198,0,0,22,4,6
95WW09S1,195,123,0,30,24,3,15
95WW09S2,223,217,1,1,0,3,1
95WW10S1,129,105,4,11,0,3,6
95WW10S2,197,161,0,13,5,6,12
95WW11S1,112,108,2,1,0,1,0
95WW11S2,168,158,1,0,0,3,6
95WW12W1,292,172,2,84,0,11,23
95WW13S1,180,142,0,16,0,10,12
95WW13S2,138,115,1,10,0,10,2
95WW14W1,278,112,0,110,31,6,19
95WW15S1,129,126,0,0,0,2,1
95WW15S2,162,153,0,1,0,4,4
95WW16S1,170,163,2,2,1,1,1
95WW16S2,188,75,0,36,54,14,9
95WW17W1,329,253,0,36,30,2,8
95WW18W1,379,333,1,5,9,22,9
95WW19S1,253,217,0,8,15,4,9
95WW19S2,76,71,0,0,1,3,1
95WW19S3,172,166,0,1,0,3,2
95WW20S1,164,140,0,12,1,7,4
95WW20S2,91,77,0,1,2,8,3
95WW20S3,85,80,0,1,0,1,3
95WW21S1,189,90,0,80,1,5,13
95WW21S2,92,61,0,19,2,3,7
95WW22S1,120,102,1,8,0,1,8
95WW22S2,159,70,0,77,0,3,9
95WW23S1,221,145,1,28,27,12,8
95WW23S2,189,180,0,0,0,2,7
95WW24S1,193,114,0,27,14,33,5
95WW24S2,197,103,1,48,25,10,10
95WW25W1,374,153,0,169,11,15,26
95XX01S1,128,118,4,1,0,0,5
95XX01S2,47,45,0,0,2,0,0
95XX01S3,97,94,0,1,0,0,2
95XX02W1,347,318,0,2,6,13,8
95XX03S1,174,169,1,0,0,2,2
95XX03S2,131,124,2,1,0,3,1
95XX04S1,143,132,1,0,0,6,4
95XX04S2,134,123,6,0,0,3,2
95XX05W1,454,337,4,23,36,43,11
95XX06S1,204,119,2,26,34,18,5
95XX06S2,144,78,1,36,11,5,13
95XX07S1,221,205,1,0,0,12,3
95XX07S2,301,164,0,12,106,7,12
95XX08S1,242,182,1,1,2,50,6
95XX08S2,275,249,0,2,11,6,7
95XX09S1,288,173,0,8,87,11,9
95XX09S2,208,174,1,13,7,11,2
95XX10S1,97,57,0,29,0,3,8
95XX10S2,80,64,4,3,0,7,2
95XX10S3,78,71,0,3,0,2,2
95XX11S1,131,98,0,20,3,3,7
95XX11S2,98,50,1,21,13,2,11
95XX11S3,125,34,1,74,3,3,10
95XX12W1,360,328,1,11,2,11,7
95XX13W1,480,453,0,3,3,9,12
95XX14W1,352,341,2,0,0,4,5
95XX15W1,315,189,0,97,2,9,18
95XX16W1,587,513,5,31,11,15,12
95XX17S1,137,91,0,1,1,40,4
95XX17S2,158,129,1,3,5,16,4
95XX18W1,414,266,0,38,68,26,16
95XX19W1,348,294,1,17,16,11,9
95XX20S1,260,175,2,60,3,7,13
95XX20S2,63,51,2,2,0,4,4
95XX21W1,490,404,1,0,53,28,4
95XX22W1,287,259,1,0,4,16,7
95XX23W1,292,220,6,18,17,22,9
95XX24S1,164,154,1,0,1,8,0
95XX24S2,275,226,2,0,3,40,4
95XX25W1,310,202,0,68,9,5,26
95YY01W1,222,169,0,19,0,20,14
95YY02W1,226,152,0,46,0,15,13
95YY03W1,229,190,0,2,0,22,15
95YY04W1,239,182,0,25,4,14,14
95YY05W1,249,185,3,28,0,13,20
95YY06W1,213,158,0,15,3,13,24
95YY07W1,218,181,0,6,0,15,16
95YY08W1,198,154,0,18,0,15,11
95YY09W1,284,225,1,16,6,14,22
95YY10W1,222,195,0,5,2,7,13
95YY11W1,226,165,0,27,1,14,19
95YY12W1,207,165,1,11,0,12,18
95YY13S1,72,52,1,7,0,7,5
95YY13S2,142,77,0,35,8,7,15
95YY14S1,80,69,2,2,0,5,2
95YY14S2,86,58,1,5,0,12,10
95YY15S1,98,57,0,5,27,7,2
95YY15S2,91,42,0,29,0,11,9
95YY16W1,210,184,0,5,0,10,11
95YY17W1,180,157,0,3,0,11,9
95YY18W1,178,156,0,2,3,6,11
95YY19W1,222,153,0,25,20,14,10
95YY20W1,197,163,0,8,1,17,8
95YY21W1,212,176,2,4,0,16,14
95ZZ01W1,250,197,3,21,0,13,16
95ZZ02W1,183,128,0,39,2,2,12
95ZZ03W1,272,172,1,36,19,25,19
95ZZ04W1,251,180,0,16,1,27,27
95ZZ05W1,204,157,0,21,1,12,13
95ZZ06W1,229,97,0,83,17,17,15
95ZZ07W1,228,178,2,20,1,11,16
95ZZ08W1,250,197,0,20,2,15,16
95ZZ09W1,241,140,0,37,16,23,25
95ZZ10W1,274,215,0,12,7,29,11
95ZZ11W1,231,175,1,10,2,24,19
95ZZ12W1,219,150,2,40,2,7,18
95ZZ13W1,209,159,0,19,3,13,15
95ZZ14S1,83,59,1,14,2,5,2
95ZZ14S2,108,82,1,13,2,3,7
95ZZ15W1,229,181,0,15,10,6,17
95ZZ16S1,78,59,0,12,0,5,2
95ZZ16S2,187,119,1,26,18,9,14
