GeographyCode,QS603NI0001,QS603NI0002,QS603NI0003,QS603NI0004
95EE06W1,199,28,13,158
95EE07W1,91,15,3,73
95EE08W1,89,14,6,69
95EE09W1,143,29,1,113
95EE10W1,100,24,4,72
95EE11W1,113,25,2,86
95EE12W1,158,37,18,103
95EE13W1,77,14,5,58
95EE14W1,158,31,10,117
95EE15W1,107,18,2,87
95EE16W1,129,28,4,97
95FF01S1,137,47,7,83
95FF01S2,158,51,7,100
95FF02W1,171,62,6,103
95FF03W1,169,62,14,93
95FF04W1,175,45,10,120
95FF05W1,115,22,6,87
95FF06S1,74,17,7,50
95FF06S2,122,34,6,82
95FF07W1,141,30,14,97
95FF08W1,157,52,7,98
95FF09W1,139,39,6,94
95FF10W1,195,48,14,133
95FF11W1,144,38,9,97
95FF12W1,177,63,13,101
95FF13W1,156,52,9,95
95FF14W1,122,40,9,73
95FF15W1,144,31,11,102
95FF16W1,130,39,8,83
95FF17W1,75,22,2,51
95GG01S1,118,40,14,64
95GG01S2,108,33,9,66
95GG01S3,131,34,13,84
95GG02S1,131,32,15,84
95GG02S2,135,37,15,83
95GG02S3,180,38,21,121
95GG03S1,84,17,3,64
95GG03S2,136,45,14,77
95GG03S3,104,45,2,57
95GG04S1,115,34,11,70
95GG04S2,115,23,12,80
95GG04S3,69,19,6,44
95GG05S1,84,43,4,37
95GG05S2,155,70,15,70
95GG05S3,168,62,17,89
95GG06S1,109,40,5,64
95GG06S2,114,37,11,66
95GG06S3,146,48,8,90
95GG07S1,125,41,17,67
95GG07S2,124,36,18,70
95GG07S3,159,53,17,89
95GG08S1,93,28,3,62
95GG08S2,84,13,5,66
95GG08S3,113,38,15,60
95GG09S1,136,42,3,91
95GG09S2,128,45,12,71
95GG09S3,78,29,2,47
95GG10S1,137,71,1,65
95GG10S2,229,85,18,126
95GG11S1,70,25,7,38
95GG11S2,97,28,8,61
95GG11S3,77,24,2,51
95GG12S1,829,370,47,412
95GG12S2,1170,585,71,514
95GG12S3,719,388,53,278
95GG12S4,822,392,68,362
95GG12S5,295,127,26,142
95GG13S1,82,21,14,47
95GG13S2,117,42,7,68
95GG13S3,78,25,10,43
95GG14S1,120,41,9,70
95GG14S2,162,45,7,110
95GG14S3,127,52,3,72
95GG15S1,95,26,6,63
95GG15S2,107,28,3,76
95GG15S3,100,31,8,61
95GG16S1,135,32,8,95
95GG16S2,155,39,21,95
95GG16S3,97,38,4,55
95GG17S1,152,39,10,103
95GG17S2,119,50,8,61
95GG17S3,98,20,6,72
95GG18S1,180,53,13,114
95GG18S2,141,37,14,90
95GG19S1,81,19,15,47
95GG19S2,151,41,13,97
95GG20S1,180,63,21,96
95GG20S2,120,36,9,75
95GG21S1,100,26,4,70
95GG21S2,136,34,9,93
95GG21S3,120,37,13,70
95GG22S1,125,42,15,68
95GG22S2,151,47,15,89
95GG22S3,120,38,18,64
95GG23S1,86,34,2,50
95GG23S2,145,52,22,71
95GG23S3,100,39,10,51
95GG24S1,85,28,2,55
95GG24S2,85,40,5,40
95GG24S3,85,33,8,44
95GG25S1,173,59,14,100
95GG25S2,172,60,21,91
95GG25S3,145,45,18,82
95GG26S1,106,31,6,69
95GG26S2,96,27,13,56
95GG27S1,151,59,4,88
95GG27S2,150,43,17,90
95GG27S3,125,38,16,71
95GG27S4,122,35,16,71
95GG28S1,107,34,9,64
95GG28S2,103,28,2,73
95GG28S3,98,32,10,56
95GG29S1,101,30,0,71
95GG29S2,119,43,14,62
95GG30S1,81,29,6,46
95GG30S2,113,40,1,72
95GG30S3,101,42,3,56
95GG31S1,220,85,16,119
95GG31S2,158,39,25,94
95GG31S3,185,49,16,120
95GG32S1,213,57,14,142
95GG32S2,80,26,5,49
95GG32S3,114,38,7,69
95GG33S1,169,46,8,115
95GG33S2,152,33,3,116
95GG33S3,181,59,2,120
95GG34S1,86,25,8,53
95GG34S2,156,54,13,89
95GG34S3,134,47,17,70
95GG35S1,116,44,17,55
95GG35S2,80,26,3,51
95GG35S3,91,28,10,53
95GG36S1,81,27,8,46
95GG36S2,100,32,4,64
95GG36S3,99,39,7,53
95GG37S1,157,47,18,92
95GG37S2,98,36,1,61
95GG37S3,82,35,4,43
95GG38S1,222,81,11,130
95GG38S2,113,38,3,72
95GG38S3,99,32,3,64
95GG39S1,147,59,7,81
95GG39S2,266,102,21,143
95GG39S3,318,132,31,155
95GG40S1,102,28,14,60
95GG40S2,99,24,9,66
95GG41S1,118,38,5,75
95GG41S2,116,22,2,92
95GG41S3,152,34,7,111
95GG42S1,166,47,1,118
95GG42S2,1349,498,174,677
95GG42S3,1112,517,68,527
95GG42S4,220,88,13,119
95GG43S1,62,23,3,36
95GG43S2,91,38,1,52
95GG43S3,73,33,1,39
95GG44S1,144,49,15,80
95GG44S2,169,68,14,87
95GG45S1,106,22,4,80
95GG45S2,113,33,13,67
95GG45S3,108,30,11,67
95GG46S1,132,27,22,83
95GG46S2,161,51,23,87
95GG46S3,147,40,14,93
95GG47S1,182,51,21,110
95GG47S2,131,40,17,74
95GG47S3,110,30,7,73
95GG48S1,122,25,10,87
95GG48S2,198,44,17,137
95GG48S3,145,35,14,96
95GG49S1,275,111,14,150
95GG49S2,884,371,59,454
95GG49S3,954,325,47,582
95GG49S4,898,378,48,472
95GG50S1,60,20,5,35
95GG50S2,104,33,7,64
95GG50S3,115,42,14,59
95GG51S1,61,14,2,45
95GG51S2,71,28,7,36
95GG51S3,58,17,5,36
95HH01W1,108,26,5,77
95HH02S1,96,31,9,56
95HH02S2,143,51,13,79
95HH03W1,73,21,9,43
95HH04S1,118,41,13,64
95HH04S2,122,45,9,68
95HH05W1,123,33,13,77
95HH06S1,145,51,14,80
95HH06S2,202,57,20,125
95HH07W1,74,18,7,49
95HH08W1,185,72,13,100
95HH09W1,103,34,4,65
95HH10W1,158,56,10,92
95HH11W1,47,20,2,25
95HH12W1,56,13,6,37
95HH13W1,55,13,8,34
95HH14W1,69,19,12,38
95HH15W1,212,89,16,107
95HH16W1,132,32,9,91
95HH17W1,188,58,25,105
95II01S1,103,38,1,64
95II01S2,101,33,3,65
95II02S1,127,39,9,79
95II02S2,117,32,12,73
95II02S3,81,29,1,51
95II03S1,161,54,9,98
95II03S2,118,48,0,70
95II04S1,145,64,13,68
95II04S2,99,35,13,51
95II05S1,184,70,10,104
95II05S2,108,42,5,61
95II06S1,124,43,2,79
95II06S2,119,34,7,78
95II07W1,105,31,13,61
95II08W1,134,51,7,76
95II09S1,90,30,3,57
95II09S2,91,35,7,49
95II10W1,168,64,13,91
95II11W1,152,43,10,99
95II12W1,162,49,8,105
95II13W1,130,45,15,70
95II14W1,152,50,9,93
95II15S1,130,36,11,83
95II15S2,80,26,10,44
95II16W1,115,37,14,64
95II17W1,125,38,12,75
95II18W1,110,34,15,61
95II19S1,174,57,15,102
95II19S2,122,53,6,63
95II20W1,160,62,5,93
95II21W1,119,42,7,70
95II22W1,112,42,9,61
95II23W1,164,64,7,93
95JJ01W1,142,33,8,101
95JJ02W1,157,46,4,107
95JJ03S1,77,23,11,43
95JJ03S2,68,24,9,35
95JJ04S1,73,20,3,50
95JJ04S2,87,25,6,56
95JJ05W1,100,25,13,62
95JJ06W1,129,30,14,85
95JJ07W1,157,38,16,103
95JJ08S1,83,20,11,52
95JJ08S2,452,211,41,200
95JJ09W1,102,38,0,64
95JJ10W1,137,34,12,91
95JJ11S1,126,26,15,85
95JJ11S2,141,25,13,103
95JJ12W1,141,32,2,107
95JJ13S1,140,39,12,89
95JJ13S2,129,26,7,96
95JJ14W1,125,45,9,71
95JJ15W1,79,18,1,60
95JJ16W1,128,47,13,68
95JJ17W1,152,37,7,108
95JJ18W1,112,28,4,80
95JJ19S1,326,135,17,174
95JJ19S2,471,259,24,188
95JJ20S1,136,27,22,87
95JJ20S2,148,43,17,88
95JJ21W1,816,314,114,388
95JJ22W1,209,45,23,141
95KK01W1,187,29,12,146
95KK02W1,116,33,7,76
95KK03W1,168,39,21,108
95KK04W1,227,45,21,161
95KK05W1,228,61,10,157
95KK06W1,131,28,14,89
95KK07W1,118,29,5,84
95KK08W1,137,33,1,103
95KK09W1,108,28,12,68
95KK10W1,169,58,9,102
95KK11W1,129,37,8,84
95KK12W1,181,39,10,132
95KK13W1,179,64,7,108
95KK14W1,183,40,8,135
95KK15W1,212,54,7,151
95KK16W1,150,41,17,92
95LL01S1,188,59,16,113
95LL01S2,174,62,12,100
95LL02S1,86,25,5,56
95LL02S2,41,10,5,26
95LL03W1,125,25,14,86
95LL04W1,198,52,13,133
95LL05S1,167,58,16,93
95LL05S2,131,48,5,78
95LL06S1,112,36,7,69
95LL06S2,75,17,12,46
95LL07W1,91,20,10,61
95LL08S1,114,36,5,73
95LL08S2,94,24,12,58
95LL09S1,96,22,18,56
95LL09S2,93,33,2,58
95LL10S1,279,103,18,158
95LL10S2,192,66,13,113
95LL11S1,101,29,8,64
95LL11S2,156,52,10,94
95LL12S1,185,56,16,113
95LL12S2,89,15,10,64
95LL13S1,91,19,14,58
95LL13S2,83,26,5,52
95LL14S1,91,27,9,55
95LL14S2,121,39,12,70
95LL15S1,88,19,6,63
95LL15S2,87,30,3,54
95LL16S1,163,48,4,111
95LL16S2,201,55,18,128
95LL17W1,134,47,5,82
95LL18S1,98,34,5,59
95LL18S2,90,20,2,68
95LL19S1,143,35,8,100
95LL19S2,188,66,8,114
95LL20W1,152,55,17,80
95LL21W1,184,53,18,113
95LL22W1,253,93,25,135
95LL23W1,91,24,3,64
95LL24S1,135,25,3,107
95LL24S2,76,24,0,52
95LL25S1,133,40,10,83
95LL25S2,140,39,15,86
95LL26S1,84,31,2,51
95LL26S2,229,77,16,136
95MM01S1,72,16,4,52
95MM01S2,112,16,16,80
95MM01S3,88,27,0,61
95MM02S1,111,31,9,71
95MM02S2,169,43,13,113
95MM03W1,219,47,10,162
95MM04W1,159,42,13,104
95MM05W1,222,59,19,144
95MM06S1,114,32,9,73
95MM06S2,78,15,8,55
95MM07W1,138,42,15,81
95MM08S1,99,23,9,67
95MM08S2,112,24,9,79
95MM09S1,96,26,8,62
95MM09S2,146,39,5,102
95MM10S1,188,35,20,133
95MM10S2,97,22,9,66
95MM11W1,206,49,32,125
95MM12S1,198,47,23,128
95MM12S2,121,22,19,80
95MM12S3,295,80,24,191
95MM13S1,91,23,6,62
95MM13S2,110,28,14,68
95MM13S3,129,29,32,68
95MM13S4,210,55,18,137
95MM13S5,193,48,14,131
95MM14S1,41,5,4,32
95MM14S2,108,31,3,74
95MM15S1,132,29,13,90
95MM15S2,206,39,26,141
95MM16S1,163,29,17,117
95MM16S2,230,73,21,136
95MM17S1,228,73,24,131
95MM17S2,146,39,16,91
95MM18S1,151,38,20,93
95MM18S2,225,67,25,133
95MM19S1,98,28,3,67
95MM19S2,84,26,12,46
95MM20S1,85,15,10,60
95MM20S2,91,21,16,54
95MM21S1,96,35,8,53
95MM21S2,149,35,11,103
95MM22S1,113,25,11,77
95MM22S2,87,23,8,56
95MM23W1,230,65,16,149
95MM24W1,226,55,23,148
95MM25S1,102,22,11,69
95MM25S2,115,17,20,78
95MM25S3,146,29,18,99
95MM25S4,193,60,15,118
95MM26S1,174,42,21,111
95MM26S2,149,52,17,80
95MM27S1,251,96,38,117
95MM27S2,675,238,89,348
95MM28W1,172,40,17,115
95MM29W1,214,54,26,134
95MM30W1,155,26,14,115
95NN01S1,90,24,0,66
95NN01S2,93,21,3,69
95NN02W1,141,46,7,88
95NN03S1,61,19,10,32
95NN03S2,82,25,8,49
95NN04W1,173,51,15,107
95NN05W1,138,44,8,86
95NN06S1,77,21,0,56
95NN06S2,165,55,5,105
95NN07S1,140,38,12,90
95NN07S2,98,33,9,56
95NN08S1,109,29,6,74
95NN08S2,130,41,7,82
95NN09S1,132,31,7,94
95NN09S2,71,20,2,49
95NN10S1,97,25,6,66
95NN10S2,123,39,10,74
95NN11S1,127,37,6,84
95NN11S2,171,61,7,103
95NN12W1,157,51,16,90
95NN13W1,195,72,14,109
95NN14S1,134,54,2,78
95NN14S2,88,35,0,53
95NN15W1,171,43,11,117
95NN16S1,104,39,8,57
95NN16S2,126,27,5,94
95NN17W1,132,31,14,87
95NN18S1,63,15,8,40
95NN18S2,126,39,7,80
95NN19S1,107,29,8,70
95NN19S2,130,25,12,93
95NN20W1,205,73,14,118
95NN21W1,174,63,13,98
95NN22W1,188,63,13,112
95NN23S1,126,24,12,90
95NN23S2,130,50,2,78
95OO01W1,181,41,7,133
95OO02W1,176,37,9,130
95OO03W1,154,37,7,110
95OO04W1,162,37,9,116
95OO05W1,143,32,12,99
95OO06W1,176,47,12,117
95OO07W1,172,55,8,109
95OO08W1,202,60,10,132
95OO09W1,153,40,14,99
95OO10W1,241,53,14,174
95OO11W1,180,50,13,117
95OO12W1,184,46,6,132
95OO13W1,167,56,7,104
95OO14W1,199,45,11,143
95OO15W1,156,51,10,95
95OO16W1,99,35,3,61
95OO17W1,150,46,10,94
95OO18W1,166,40,4,122
95OO19W1,199,43,17,139
95OO20W1,111,39,10,62
95OO21W1,169,56,10,103
95OO22W1,297,72,15,210
95PP01W1,170,58,7,105
95PP02W1,163,30,12,121
95PP03W1,168,33,10,125
95PP04W1,189,55,3,131
95PP05W1,141,37,10,94
95PP06S1,115,23,10,82
95PP06S2,114,31,9,74
95PP07W1,160,37,14,109
95PP08W1,139,32,3,104
95PP09W1,84,22,9,53
95PP10W1,175,37,6,132
95PP11W1,158,39,11,108
95PP12W1,182,55,4,123
95PP13W1,128,38,2,88
95PP14S1,103,28,4,71
95PP14S2,106,35,4,67
95PP15W1,213,55,8,150
95PP16W1,124,30,9,85
95PP17W1,152,45,10,97
95PP18W1,215,49,8,158
95PP19W1,163,39,4,120
95PP20W1,170,46,13,111
95PP21W1,127,31,6,90
95PP22W1,129,39,2,88
95PP23W1,148,42,7,99
95QQ01W1,65,16,3,46
95QQ02W1,160,63,10,87
95QQ03W1,36,4,2,30
95QQ04W1,89,27,2,60
95QQ05W1,164,58,16,90
95QQ06W1,121,34,4,83
95QQ07W1,92,33,10,49
95QQ08W1,76,17,8,51
95QQ09W1,100,30,8,62
95QQ10W1,103,31,4,68
95QQ11W1,113,38,5,70
95QQ12W1,94,31,10,53
95QQ13W1,138,41,12,85
95QQ14S1,188,66,19,103
95QQ14S2,97,34,0,63
95QQ15W1,71,29,1,41
95RR01S1,198,51,20,127
95RR01S2,123,26,2,95
95RR02W1,130,36,10,84
95RR03W1,106,10,11,85
95RR04W1,172,27,6,139
95RR05S1,107,25,8,74
95RR05S2,83,20,2,61
95RR06W1,170,34,9,127
95RR07W1,185,30,12,143
95RR08W1,132,31,6,95
95RR09S1,158,47,16,95
95RR09S2,83,16,7,60
95RR10W1,81,6,11,64
95RR11W1,114,22,4,88
95RR12W1,91,15,6,70
95RR13W1,68,6,5,57
95RR14W1,143,30,8,105
95RR15W1,194,31,9,154
95SS01S1,127,29,12,86
95SS01S2,151,51,5,95
95SS02S1,133,56,2,75
95SS02S2,195,64,15,116
95SS03S1,112,34,2,76
95SS03S2,129,49,11,69
95SS04S1,143,49,7,87
95SS04S2,125,46,8,71
95SS04S3,202,74,12,116
95SS05S1,69,26,3,40
95SS05S2,100,35,7,58
95SS06S1,173,41,16,116
95SS06S2,248,48,22,178
95SS06S3,177,41,15,121
95SS07S1,258,71,25,162
95SS07S2,166,46,15,105
95SS07S3,205,77,11,117
95SS08S1,146,42,1,103
95SS08S2,150,34,14,102
95SS09S1,104,19,11,74
95SS09S2,111,33,4,74
95SS10S1,160,54,4,102
95SS10S2,284,107,17,160
95SS11S1,192,64,14,114
95SS11S2,204,85,26,93
95SS12W1,205,53,20,132
95SS13S1,72,16,7,49
95SS13S2,80,22,7,51
95SS14S1,77,9,4,64
95SS14S2,78,25,9,44
95SS15S1,114,35,2,77
95SS15S2,120,35,2,83
95SS16S1,150,49,12,89
95SS16S2,140,41,15,84
95SS17S1,124,36,7,81
95SS17S2,97,25,11,61
95SS18S1,84,25,12,47
95SS18S2,75,24,1,50
95SS19S1,76,19,5,52
95SS19S2,69,27,2,40
95SS20W1,152,49,9,94
95SS21S1,125,47,9,69
95SS21S2,138,58,8,72
95SS22S1,74,31,3,40
95SS22S2,119,39,8,72
95SS23S1,92,30,4,58
95SS23S2,103,35,4,64
95SS24S1,139,43,6,90
95SS24S2,136,52,6,78
95SS25W1,156,39,12,105
95SS26S1,145,47,17,81
95SS26S2,170,52,12,106
95SS27W1,186,48,22,116
95SS28W1,137,50,12,75
95SS29S1,115,24,17,74
95SS29S2,90,18,5,67
95SS30S1,59,30,2,27
95SS30S2,143,45,20,78
95TT01W1,217,61,6,150
95TT02W1,204,44,6,154
95TT03S1,94,22,6,66
95TT03S2,107,34,2,71
95TT04W1,190,39,9,142
95TT05S1,139,36,7,96
95TT05S2,99,32,2,65
95TT06W1,170,42,6,122
95TT07W1,215,62,5,148
95TT08W1,219,53,13,153
95TT09S1,94,18,4,72
95TT09S2,113,22,4,87
95TT10W1,198,45,8,145
95TT11S1,126,28,3,95
95TT11S2,102,15,1,86
95TT12W1,158,31,8,119
95TT13S1,116,28,8,80
95TT13S2,99,27,5,67
95TT14W1,150,46,11,93
95TT15W1,168,36,6,126
95TT16W1,229,52,5,172
95UU06W1,123,20,4,99
95UU09W1,121,28,4,89
95UU14W1,102,14,0,88
95UU99C1,108,24,3,81
95UU99C2,66,17,2,47
95UU99C3,124,37,2,85
95UU99C4,98,21,12,65
95UU99C5,147,40,3,104
95UU99C6,133,26,9,98
95VV01S1,89,26,10,53
95VV01S2,73,15,5,53
95VV02W1,118,32,10,76
95VV03W1,152,51,13,88
95VV04W1,188,49,8,131
95VV05S1,171,43,10,118
95VV05S2,167,56,8,103
95VV06W1,251,82,24,145
95VV07S1,118,28,6,84
95VV07S2,217,65,12,140
95VV08W1,211,32,9,170
95VV09W1,193,46,22,125
95VV10S1,136,28,12,96
95VV10S2,88,22,16,50
95VV11S1,150,50,7,93
95VV11S2,189,61,17,111
95VV12S1,119,39,6,74
95VV12S2,89,34,5,50
95VV13S1,121,48,4,69
95VV13S2,117,32,6,79
95VV14S1,118,33,17,68
95VV14S2,88,30,3,55
95VV15S1,100,23,8,69
95VV15S2,151,46,13,92
95VV16W1,242,70,7,165
95VV17S1,157,45,12,100
95VV17S2,169,52,17,100
95VV18S1,114,20,3,91
95VV18S2,94,30,1,63
95VV19S1,67,17,5,45
95VV19S2,94,27,4,63
95VV20W1,169,46,8,115
95VV21S1,156,46,9,101
95VV21S2,111,44,3,64
95VV22W1,182,43,11,128
95VV23W1,198,40,7,151
95VV24S1,98,20,5,73
95VV24S2,85,25,2,58
95VV25S1,124,35,2,87
95VV25S2,127,27,3,97
95VV26W1,236,56,12,168
95VV27W1,114,39,7,68
95VV28S1,146,55,8,83
95VV28S2,88,25,10,53
95VV29W1,215,64,18,133
95VV30S1,134,44,18,72
95VV30S2,93,37,6,50
95WW01S1,84,27,2,55
95WW01S2,82,24,9,49
95WW02S1,93,37,4,52
95WW02S2,137,45,13,79
95WW03S1,73,29,7,37
95WW03S2,90,31,2,57
95WW04S1,99,25,15,59
95WW04S2,70,32,10,28
95WW05S1,94,40,4,50
95WW05S2,62,23,7,32
95WW06S1,92,22,7,63
95WW06S2,83,26,3,54
95WW07S1,125,44,5,76
95WW07S2,129,41,11,77
95WW08S1,70,21,5,44
95WW08S2,79,24,4,51
95WW09S1,63,16,12,35
95WW09S2,68,30,9,29
95WW10S1,96,34,7,55
95WW10S2,64,23,5,36
95WW11S1,151,59,17,75
95WW11S2,119,48,2,69
95WW12W1,95,31,9,55
95WW13S1,108,38,2,68
95WW13S2,85,19,3,63
95WW14W1,108,26,12,70
95WW15S1,109,43,9,57
95WW15S2,118,46,10,62
95WW16S1,124,50,15,59
95WW16S2,64,17,13,34
95WW17W1,111,37,9,65
95WW18W1,105,30,12,63
95WW19S1,130,45,12,73
95WW19S2,177,63,9,105
95WW19S3,200,62,6,132
95WW20S1,132,42,9,81
95WW20S2,296,114,24,158
95WW20S3,169,60,12,97
95WW21S1,70,27,4,39
95WW21S2,131,28,12,91
95WW22S1,97,39,1,57
95WW22S2,89,32,4,53
95WW23S1,317,126,38,153
95WW23S2,1258,458,143,657
95WW24S1,85,25,7,53
95WW24S2,116,53,5,58
95WW25W1,80,25,4,51
95XX01S1,117,37,17,63
95XX01S2,167,69,15,83
95XX01S3,127,41,18,68
95XX02W1,163,41,14,108
95XX03S1,72,32,4,36
95XX03S2,105,32,10,63
95XX04S1,99,40,6,53
95XX04S2,134,52,10,72
95XX05W1,132,54,6,72
95XX06S1,97,36,7,54
95XX06S2,120,38,13,69
95XX07S1,70,18,10,42
95XX07S2,75,21,8,46
95XX08S1,83,22,7,54
95XX08S2,70,29,3,38
95XX09S1,48,13,3,32
95XX09S2,73,18,13,42
95XX10S1,85,18,13,54
95XX10S2,124,45,14,65
95XX10S3,70,19,14,37
95XX11S1,109,28,13,68
95XX11S2,108,26,17,65
95XX11S3,84,28,11,45
95XX12W1,209,63,9,137
95XX13W1,108,25,3,80
95XX14W1,153,54,2,97
95XX15W1,109,41,12,56
95XX16W1,117,41,7,69
95XX17S1,70,20,10,40
95XX17S2,101,32,10,59
95XX18W1,171,56,7,108
95XX19W1,147,43,8,96
95XX20S1,100,38,5,57
95XX20S2,34,8,2,24
95XX21W1,181,52,11,118
95XX22W1,114,47,8,59
95XX23W1,157,46,11,100
95XX24S1,69,22,6,41
95XX24S2,60,19,2,39
95XX25W1,131,48,6,77
95YY01W1,179,37,7,135
95YY02W1,165,41,16,108
95YY03W1,195,48,12,135
95YY04W1,205,54,12,139
95YY05W1,74,16,1,57
95YY06W1,167,44,10,113
95YY07W1,248,49,22,177
95YY08W1,137,28,5,104
95YY09W1,145,37,4,104
95YY10W1,165,43,2,120
95YY11W1,124,28,9,87
95YY12W1,198,41,10,147
95YY13S1,99,18,8,73
95YY13S2,74,13,2,59
95YY14S1,122,32,8,82
95YY14S2,132,43,12,77
95YY15S1,17,2,1,14
95YY15S2,99,21,5,73
95YY16W1,172,42,8,122
95YY17W1,150,38,9,103
95YY18W1,201,47,15,139
95YY19W1,75,23,8,44
95YY20W1,197,31,10,156
95YY21W1,148,34,13,101
95ZZ01W1,180,40,14,126
95ZZ02W1,135,21,15,99
95ZZ03W1,135,22,3,110
95ZZ04W1,172,40,8,124
95ZZ05W1,145,16,9,120
95ZZ06W1,98,17,3,78
95ZZ07W1,195,45,15,135
95ZZ08W1,182,23,6,153
95ZZ09W1,126,30,4,92
95ZZ10W1,211,51,29,131
95ZZ11W1,152,39,9,104
95ZZ12W1,116,30,6,80
95ZZ13W1,153,40,12,101
95ZZ14S1,137,39,13,85
95ZZ14S2,105,24,13,68
95ZZ15W1,147,38,6,103
95ZZ16S1,125,32,17,76
95ZZ16S2,70,24,11,35
