GeographyCode,QS208NI0001,QS208NI0002,QS208NI0003,QS208NI0004,QS208NI0005,QS208NI0006,QS208NI0007,QS208NI0008,QS208NI0009,QS208NI0010,QS208NI0011,QS208NI0012,QS208NI0013,QS208NI0014,QS208NI0015,QS208NI0016,QS208NI0017,QS208NI0018,QS208NI0019,QS208NI0020,QS208NI0021,QS208NI0022,QS208NI0023,QS208NI0024,QS208NI0025,QS208NI0026,QS208NI0027,QS208NI0028,QS208NI0029,QS208NI0030,QS208NI0031,QS208NI0032,QS208NI0033,QS208NI0034,QS208NI0035,QS208NI0036,QS208NI0037,QS208NI0038,QS208NI0039,QS208NI0040,QS208NI0041,QS208NI0042,QS208NI0043,QS208NI0044,QS208NI0045,QS208NI0046,QS208NI0047,QS208NI0048,QS208NI0049,QS208NI0050,QS208NI0051,QS208NI0052,QS208NI0053,QS208NI0054,QS208NI0055,QS208NI0056,QS208NI0057,QS208NI0058,QS208NI0059,QS208NI0060,QS208NI0061,QS208NI0062,QS208NI0063,QS208NI0064,QS208NI0065,QS208NI0066,QS208NI0067,QS208NI0068,QS208NI0069,QS208NI0070,QS208NI0071
95AA13S1,1745,1728,1608,78,17,1512,1,0,25,0,0,95,93,1,1,61,9,8,0,6,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,3,3,0,0,1,0,1,0,0,3,1,0,1,0,1,0,0,6,4,2,0,0,0,1,2,2,0,0,0
95AA13S2,1562,1543,1447,49,12,1383,3,0,23,0,2,71,70,4,0,41,11,10,0,2,2,1,0,0,1,3,0,1,0,1,2,0,2,0,0,0,0,6,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,8,0,7,1,0,0,1,1,0,1,0,0
95AA14W1,2349,2322,2292,83,22,2185,2,0,23,0,0,7,7,3,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,10,0,0,0,0,2,1,1,0,6,0,6,0,0,1,0,0,1,0,0,0,1,9,3,6,0,0,0,0,6,4,2,0,0
95AA15S1,2641,2487,2255,125,30,2096,4,0,25,0,0,207,203,14,2,32,98,1,2,40,14,4,0,0,4,7,1,0,0,0,6,1,2,2,1,0,0,132,3,0,3,0,5,0,2,3,87,0,87,0,0,37,34,0,0,0,0,3,0,7,2,4,1,0,0,1,7,7,0,0,0
95AA15S2,1545,1479,1337,85,14,1232,6,0,11,0,1,130,128,12,3,45,47,5,0,8,8,2,0,0,2,12,2,0,0,0,9,0,3,0,6,0,1,52,1,0,0,1,4,1,1,2,38,0,36,2,0,9,8,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
95AA16W1,1807,1773,1618,92,31,1490,5,0,16,0,0,139,135,5,1,15,61,5,3,36,9,4,0,0,4,10,0,4,0,4,6,1,1,0,0,4,0,19,0,0,0,0,5,0,5,0,7,0,7,0,0,7,7,0,0,0,0,0,0,3,1,1,1,0,0,0,2,2,0,0,0
95AA17W1,2142,2101,1994,114,21,1857,2,0,28,0,0,79,77,13,2,20,21,3,5,8,5,2,0,0,2,7,2,2,0,2,3,0,2,0,0,1,0,26,5,0,1,4,2,0,1,1,19,0,19,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,3,2,2,0,0,0
95AA18W1,2439,2376,2310,85,23,2201,1,0,37,0,1,28,27,4,0,0,10,1,0,1,11,1,0,0,1,16,2,0,0,0,14,0,9,0,2,3,0,33,2,0,0,2,6,4,2,0,21,0,21,0,0,4,0,0,0,3,1,0,0,7,7,0,0,0,2,1,4,3,1,0,0
95AA19W1,2687,2660,2601,38,12,2551,0,0,34,0,0,25,25,0,2,1,18,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,10,0,9,1,0,0,0,2,2,0,0,0
95BB01S1,1574,1556,1531,39,11,1481,0,0,17,0,0,8,7,3,0,0,3,0,0,0,1,1,0,1,0,5,1,0,0,0,4,0,3,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,2,2,1,0,0,0,6,2,0,4,0
95BB01S2,2035,2014,1993,59,28,1903,3,0,7,0,0,14,13,4,2,2,0,0,0,0,5,1,0,0,1,6,0,0,0,0,6,0,6,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,3,2,0,0,2,4,0,0,0,0,0
95BB02W1,2347,2326,2229,74,24,2122,9,0,40,0,4,53,49,10,5,22,9,0,0,0,3,4,0,0,4,4,0,0,0,0,4,0,1,2,1,0,0,13,2,1,0,1,1,0,1,0,10,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0
95BB03S1,2026,2006,1969,118,32,1815,4,0,11,0,0,26,25,11,0,0,13,0,0,0,1,1,1,0,0,4,0,2,1,1,2,0,2,0,0,0,0,7,0,0,0,0,1,1,0,0,3,2,1,0,0,3,1,0,0,1,1,0,0,8,4,4,0,0,0,1,0,0,0,0,0
95BB03S2,2193,2173,2129,121,32,1969,7,0,27,0,0,17,16,10,0,0,0,0,1,0,5,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,6,1,0,0,1,2,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,5,5,0,0,0,0,0,7,1,6,0,0
95BB04S1,1438,1419,1381,66,6,1306,3,0,13,0,0,25,21,4,0,7,5,2,0,0,3,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,5,1,4,0,6,6,0,0,0,3,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
95BB04S2,1610,1592,1551,63,15,1471,2,0,26,0,0,15,11,3,0,0,2,0,2,1,3,4,1,0,3,3,0,0,0,0,3,1,2,0,0,0,0,7,2,1,0,1,1,1,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,7,3,4,0,0,0,0,1,1,0,0,0
95BB05S1,1490,1470,1429,58,11,1360,0,0,34,0,2,5,4,3,0,1,0,0,0,0,0,1,0,1,0,5,0,1,0,1,4,0,3,0,0,1,0,10,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,3,2,0,0,4,2,2,0,0,0,0,1,1,0,0,0
95BB05S2,1911,1877,1852,90,14,1743,5,0,11,0,0,14,14,4,0,0,1,0,1,2,6,0,0,0,0,8,0,0,0,0,8,1,3,1,3,0,0,10,0,0,0,0,8,1,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,15,9,5,1,0,0,0,1,1,0,0,0
95BB06W1,2870,2799,2694,101,26,2564,3,0,23,0,2,80,77,10,1,24,24,2,1,1,14,3,0,2,1,5,0,0,0,0,5,1,3,0,1,0,0,47,1,0,0,1,17,9,8,0,19,13,2,3,1,9,4,0,0,5,0,0,1,10,5,5,0,0,1,1,7,4,2,1,0
95BB07S1,1658,1622,1551,55,20,1472,4,0,23,0,1,47,45,4,11,11,12,0,0,2,5,2,0,1,1,3,0,1,1,0,2,0,2,0,0,0,0,23,0,0,0,0,4,2,2,0,9,4,0,5,0,10,8,0,0,2,0,0,0,9,4,5,0,0,0,0,1,1,0,0,0
95BB07S2,1295,1284,1267,45,10,1209,3,0,10,0,0,7,5,0,4,0,0,0,0,0,1,2,0,0,2,4,1,0,0,0,3,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0
95BB08S1,1331,1312,1283,36,10,1236,1,0,11,0,0,18,15,3,0,1,9,0,0,0,2,3,0,1,2,6,1,0,0,0,4,0,3,0,1,0,1,8,0,0,0,0,0,0,0,0,4,0,4,0,0,4,1,0,0,0,3,0,0,3,1,2,0,0,0,0,2,0,2,0,0
95BB08S2,1294,1278,1245,47,16,1182,0,0,10,0,0,23,23,2,6,9,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,6,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
95BB09S1,1325,1298,1254,45,16,1191,2,0,21,0,1,22,19,2,0,4,9,0,0,0,4,3,2,0,1,6,0,0,0,0,6,0,5,0,1,0,0,11,1,0,0,1,0,0,0,0,2,1,1,0,0,8,6,0,0,0,0,2,0,7,2,4,1,0,0,1,2,2,0,0,0
95BB09S2,1618,1598,1565,55,17,1489,4,0,8,0,0,25,25,7,0,1,16,0,0,0,1,0,0,0,0,5,0,0,0,0,5,2,1,1,0,1,0,5,0,0,0,0,1,0,1,0,1,0,1,0,0,3,1,0,1,1,0,0,0,6,3,3,0,0,0,0,4,4,0,0,0
95BB10S1,1690,1616,1576,110,35,1425,6,0,22,0,1,17,14,2,5,4,1,0,0,0,2,3,1,0,2,14,0,0,0,0,14,5,5,2,2,0,0,50,0,0,0,0,2,1,0,1,10,0,10,0,0,38,36,0,0,0,2,0,0,6,5,1,0,0,2,1,1,1,0,0,0
95BB10S2,1637,1625,1585,88,15,1473,9,0,31,0,1,8,8,3,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,4,3,1,0,0,0,0,1,1,0,0,0
95BB11S1,1408,1395,1376,69,14,1289,4,0,7,0,2,10,10,5,0,2,0,0,0,0,3,0,0,0,0,3,0,1,1,0,2,1,0,1,0,0,0,8,1,1,0,0,1,0,1,0,5,5,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
95BB11S2,1547,1522,1475,75,20,1375,5,0,29,0,4,14,11,3,0,4,2,0,0,0,2,3,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,12,0,0,0,0,2,2,0,0,5,0,5,0,0,5,5,0,0,0,0,0,0,8,6,2,0,0,0,1,3,3,0,0,0
95BB12S1,1440,1406,1368,51,15,1300,2,0,5,0,0,33,29,5,0,9,2,0,0,6,7,4,0,2,2,4,0,0,0,0,4,0,4,0,0,0,0,21,0,0,0,0,2,1,1,0,12,12,0,0,0,6,0,0,2,1,0,3,1,5,2,3,0,0,0,1,3,2,1,0,0
95BB12S2,1336,1316,1285,59,11,1206,9,0,20,0,0,11,10,2,0,1,3,1,0,0,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,2,0,1,1,2,0,2,0,0,3,1,0,0,0,1,1,0,6,4,2,0,0,1,3,2,1,1,0,0
95BB13S1,1392,1385,1351,65,19,1262,5,0,9,0,0,25,22,9,1,5,0,1,0,0,6,3,0,3,0,2,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0
95BB13S2,1472,1455,1423,46,7,1369,1,0,3,0,0,29,29,8,0,13,5,1,0,0,2,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,3,0,1,2,8,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
95BB13S3,1580,1560,1527,61,16,1444,6,0,14,0,0,19,18,4,1,2,1,0,1,1,8,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,11,6,5,0,0,0,0,2,2,0,0,0
95BB14S1,1510,1492,1456,66,10,1377,3,0,14,0,0,22,20,3,10,2,1,0,0,0,4,2,2,0,0,3,0,0,0,0,3,0,2,0,0,1,0,4,0,0,0,0,1,0,1,0,2,0,1,1,0,1,0,0,0,1,0,0,0,6,3,3,0,0,0,3,2,2,0,0,0
95BB14S2,1606,1581,1513,103,29,1379,2,0,27,0,0,41,38,1,20,3,3,0,0,0,11,3,0,1,2,2,0,0,0,0,2,1,0,0,0,1,0,11,1,1,0,0,3,0,3,0,3,0,3,0,0,4,2,0,1,1,0,0,0,6,2,4,0,0,0,1,5,3,2,0,0
95BB15S1,2005,1987,1946,60,19,1864,3,0,19,0,0,22,20,5,0,9,0,1,1,0,4,2,0,0,2,4,1,0,0,0,2,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,2,1,0,0,0,4,3,1,0,0,0,0,3,2,1,0,0
95BB15S2,1484,1464,1422,42,15,1364,1,0,19,0,2,21,19,0,0,0,1,0,0,14,4,2,0,0,2,2,0,1,1,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,0,0,0
95BB16S1,1533,1523,1496,57,8,1429,2,0,20,0,1,6,6,2,0,3,0,0,0,0,1,0,0,0,0,4,1,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0
95BB16S2,1603,1587,1545,57,10,1477,1,0,23,0,1,18,17,2,0,3,4,0,3,1,4,1,0,1,0,4,1,0,0,0,3,2,1,0,0,0,0,3,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,2,2,0,0,0
95BB17S1,1793,1781,1745,81,18,1645,1,0,6,0,0,30,26,8,1,4,4,0,0,0,9,4,0,1,3,3,0,0,0,0,3,0,2,0,0,1,0,4,2,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,1,0,0,0,0,0,0
95BB17S2,1763,1744,1701,85,23,1589,4,0,20,0,1,22,21,5,0,5,5,0,0,2,4,1,0,0,1,3,0,0,0,0,3,0,1,1,0,1,0,7,0,0,0,0,5,3,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,4,4,0,0,0,0,1,4,4,0,0,0
95BB18S1,1688,1672,1648,84,19,1543,2,0,4,0,0,20,20,6,3,0,2,0,7,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,9,0,0,0,0,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,1,1,0,0,0
95BB18S2,2591,2564,2518,140,24,2347,7,0,22,0,1,23,17,9,0,1,0,2,0,0,5,6,2,0,4,8,0,0,0,0,8,2,5,0,1,0,0,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,6,3,3,0,0,1,3,6,5,1,0,0
95BB19S1,1613,1579,1549,45,11,1492,1,0,10,0,1,19,17,2,4,5,4,1,0,0,1,2,0,0,2,5,0,3,0,3,2,1,1,0,0,0,0,19,0,0,0,0,4,0,4,0,8,4,4,0,0,7,4,0,1,0,2,0,0,6,4,2,0,0,1,0,3,3,0,0,0
95BB19S2,1784,1758,1734,55,15,1659,5,0,4,0,0,20,17,8,3,0,2,1,0,0,3,3,0,0,3,4,0,1,1,0,3,2,1,0,0,0,0,15,0,0,0,0,12,6,6,0,1,0,1,0,0,2,0,0,0,0,0,2,0,5,4,1,0,0,0,0,2,2,0,0,0
95BB19S3,1391,1374,1348,52,16,1276,4,0,11,0,1,14,14,6,1,0,3,1,2,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,8,0,0,0,0,2,1,1,0,4,4,0,0,0,2,0,0,1,1,0,0,0,6,3,3,0,0,0,0,1,1,0,0,0
95BB20S1,1889,1873,1824,59,11,1750,4,0,29,0,1,19,19,2,0,4,10,0,1,0,2,0,0,0,0,4,0,1,1,0,3,0,2,0,1,0,0,7,1,0,0,1,5,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,3,0,0,0,0,1,0,1,0,0
95BB20S2,1524,1511,1471,79,9,1382,1,0,28,0,1,11,9,3,0,2,0,0,1,0,3,2,0,2,0,2,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,6,3,3,0,0,0,1,2,2,0,0,0
95BB21S1,2387,2372,2315,85,21,2203,6,0,6,0,1,50,49,5,4,16,18,0,2,1,3,1,0,0,1,2,0,0,0,0,2,0,1,0,1,0,0,5,3,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,2,1,1,0,0,0
95BB21S2,2332,2313,2261,123,38,2098,2,0,27,0,1,24,18,6,0,3,2,0,0,2,5,6,0,0,6,4,0,1,1,0,3,0,3,0,0,0,0,3,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,3,2,0,1,0,1,5,4,1,0,0
95BB22S1,1557,1535,1501,65,14,1421,1,0,16,0,0,18,16,12,0,0,1,0,0,0,3,2,0,0,2,3,0,0,0,0,3,0,2,0,0,1,0,8,0,0,0,0,5,3,2,0,0,0,0,0,0,3,0,0,1,2,0,0,0,8,7,1,0,0,0,1,2,2,0,0,0
95BB22S2,1483,1472,1431,67,25,1338,1,0,4,0,0,37,32,10,6,3,7,2,0,0,4,5,0,3,2,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,4,2,2,0,0,0,0,3,2,1,0,0
95BB23S1,1540,1514,1451,39,18,1391,3,0,22,0,1,40,37,4,3,3,16,3,6,0,2,3,0,1,2,3,2,0,0,0,1,0,0,0,0,1,0,16,2,1,0,1,5,0,5,0,7,1,5,1,0,2,1,0,0,1,0,0,0,4,2,2,0,0,0,1,2,2,0,0,0
95BB23S2,1485,1465,1428,44,13,1368,3,0,19,0,0,18,15,4,0,5,4,0,0,1,1,3,2,1,0,10,1,0,0,0,8,0,5,1,2,0,1,5,2,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,1,1,0,0,0
95CC01W1,2558,2519,2257,79,17,2160,1,0,90,2,2,168,166,3,15,81,53,0,0,4,10,2,0,0,2,3,0,0,0,0,3,0,2,0,1,0,0,20,2,0,0,2,10,6,4,0,8,0,8,0,0,0,0,0,0,0,0,0,0,12,3,9,0,0,0,0,4,1,3,0,0
95CC02W1,2725,2702,2613,67,8,2534,4,0,69,0,0,20,20,0,4,10,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,2,9,0,0,1,4,1,1,0,0,0
95CC03W1,2817,2752,2287,77,18,2192,0,0,114,0,1,350,338,2,41,149,101,6,0,4,35,12,3,0,9,2,0,0,0,0,2,0,0,0,2,0,0,46,1,1,0,0,24,4,20,0,15,0,15,0,0,6,1,0,2,2,0,1,0,8,2,5,0,1,0,3,6,6,0,0,0
95CC04W1,2440,2425,2245,47,6,2191,1,0,136,0,0,44,44,2,16,15,9,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,7,4,3,0,0,0,0,4,4,0,0,0
95CC05W1,2774,2749,2585,69,7,2505,4,0,49,1,0,114,112,3,9,48,24,0,4,3,21,2,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,17,5,0,5,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0
95CC06S1,1468,1442,1315,52,14,1246,3,0,62,0,0,65,63,3,3,30,22,1,0,1,3,2,0,0,2,3,1,0,0,0,2,0,1,0,1,0,0,12,0,0,0,0,6,0,6,0,3,0,2,1,0,3,3,0,0,0,0,0,0,10,6,3,0,1,0,0,1,1,0,0,0
95CC06S2,1308,1296,1180,44,4,1127,4,1,52,0,0,64,56,2,9,24,11,0,0,2,8,8,1,0,7,2,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,2,4,0,0,0,1,0,0,0,0,0
95CC07W1,3475,3443,3137,108,16,3010,2,1,252,0,0,54,52,1,4,22,16,0,0,3,6,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,21,3,18,0,0,0,0,7,7,0,0,0
95CC08W1,2565,2533,2323,75,10,2235,3,0,80,0,1,129,127,2,21,69,30,0,1,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,16,3,13,0,0,1,1,0,0,0,0,0,0,7,2,4,0,1,0,4,2,1,1,0,0
95CC09S1,1496,1484,1453,34,4,1413,2,0,23,0,0,8,8,0,1,1,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,2,2,0,0,0,0,2,0,2,0,0
95CC09S2,1858,1841,1758,49,9,1693,7,0,21,0,1,61,60,3,1,14,27,0,3,0,12,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,2,0,2,0,0,5,4,0,1,0,0,0,0,2,0,2,0,0,0,3,3,3,0,0,0
95CC10W1,2577,2552,2446,68,10,2367,1,0,45,0,0,61,52,3,3,9,7,0,3,4,23,9,7,0,2,9,0,0,0,0,9,3,2,0,2,2,0,6,1,1,0,0,3,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,5,1,3,1,0,0,1,4,3,1,0,0
95CC11W1,1795,1783,1551,67,9,1473,2,0,112,1,0,119,119,1,22,53,33,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,1,1,0,0,0
