GeographyCode,QS203NI0001,QS203NI0002,QS203NI0003,QS203NI0004,QS203NI0005,QS203NI0006,QS203NI0007,QS203NI0008,QS203NI0009,QS203NI0010,QS203NI0011,QS203NI0012,QS203NI0013
95FF04W1,862,856,1,1,1,0,0,1,0,1,0,0,1
95FF05W1,1119,1111,0,0,2,0,0,4,0,0,0,2,0
95FF06S1,820,816,0,0,1,0,0,2,0,0,0,1,0
95FF06S2,720,715,0,0,3,0,0,0,1,0,0,0,1
95FF07W1,1154,1149,1,1,0,0,0,0,1,0,0,1,1
95FF08W1,993,986,2,0,1,0,1,2,1,0,0,0,0
95FF09W1,1000,996,1,0,1,0,1,0,0,1,0,0,0
95FF10W1,1216,1204,2,0,1,0,0,0,1,0,1,2,5
95FF11W1,873,871,1,0,0,1,0,0,0,0,0,0,0
95FF12W1,1018,1013,1,0,0,0,0,0,1,0,0,3,0
95FF13W1,977,972,1,0,0,1,0,1,0,0,0,2,0
95FF14W1,862,861,0,1,0,0,0,0,0,0,0,0,0
95FF15W1,1073,1064,5,0,1,0,0,0,0,0,0,0,3
95FF16W1,927,923,2,0,0,0,0,0,0,1,0,0,1
95FF17W1,857,850,3,0,3,0,0,0,0,0,0,1,0
95GG01S1,739,737,1,0,1,0,0,0,0,0,0,0,0
95GG01S2,624,619,0,1,3,0,0,0,0,1,0,0,0
95GG01S3,641,637,0,0,2,0,1,1,0,0,0,0,0
95GG02S1,749,743,1,1,0,0,1,1,1,0,0,1,0
95GG02S2,859,856,0,0,0,0,0,1,1,0,0,0,1
95GG02S3,960,953,1,1,0,0,0,0,0,2,0,3,0
95GG03S1,895,867,2,1,10,2,0,8,0,2,0,1,2
95GG03S2,767,743,8,0,3,1,1,4,0,5,0,1,1
95GG03S3,1005,973,11,0,2,0,1,9,1,1,0,3,4
95GG04S1,801,776,5,0,13,0,1,1,0,2,0,2,1
95GG04S2,640,637,0,1,1,0,0,1,0,0,0,0,0
95GG04S3,856,834,2,0,0,1,0,3,0,4,2,4,6
95GG05S1,845,807,5,0,9,1,2,11,1,3,0,0,6
95GG05S2,948,913,9,0,8,0,2,5,1,6,1,2,1
95GG05S3,1007,929,40,0,9,0,6,6,0,8,1,3,5
95GG06S1,794,782,2,0,1,1,1,3,0,0,0,3,1
95GG06S2,833,824,0,0,0,2,0,6,0,1,0,0,0
95GG06S3,754,741,5,0,0,0,1,1,1,2,0,0,3
95GG07S1,796,721,3,1,4,0,0,59,0,5,0,3,0
95GG07S2,788,755,6,3,4,0,0,16,0,3,0,1,0
95GG07S3,685,676,5,1,0,0,0,0,0,0,1,2,0
95GG08S1,554,549,0,0,2,0,0,2,0,0,0,0,1
95GG08S2,810,797,0,1,2,1,0,1,1,2,0,1,4
95GG08S3,787,778,0,0,2,1,0,3,1,2,0,0,0
95GG09S1,844,832,5,0,1,0,0,0,0,1,0,1,4
95GG09S2,808,793,8,0,0,0,0,3,0,0,1,3,0
95GG09S3,952,935,2,0,6,0,0,0,0,3,0,2,4
95GG10S1,966,945,4,0,2,0,0,1,1,7,0,3,3
95GG10S2,1051,1024,5,0,4,1,0,3,0,4,0,3,7
95GG11S1,987,968,7,0,0,0,0,1,1,7,0,2,1
95GG11S2,701,697,2,0,0,1,0,0,0,0,0,1,0
95GG11S3,998,973,7,0,3,0,1,5,0,5,0,3,1
95GG12S1,558,493,24,2,10,0,4,9,0,5,1,5,5
95GG12S2,727,681,17,0,6,1,0,6,1,8,1,5,1
95GG12S3,586,530,12,1,6,4,0,5,0,11,0,6,11
95GG12S4,719,655,18,1,17,1,0,7,0,9,0,6,5
95GG12S5,839,797,5,2,3,3,0,4,2,9,5,5,4
95GG13S1,664,647,0,1,5,1,0,8,0,1,0,0,1
95GG13S2,665,659,1,0,1,0,0,1,0,1,0,2,0
95GG13S3,787,783,3,0,0,0,0,1,0,0,0,0,0
95GG14S1,618,614,0,0,0,0,0,0,1,0,0,0,3
95GG14S2,582,576,0,1,1,0,0,2,0,2,0,0,0
95GG14S3,617,613,0,0,1,0,0,0,0,1,0,0,2
95GG15S1,736,733,0,0,0,0,0,0,0,0,0,1,2
95GG15S2,890,868,5,0,3,0,0,10,0,0,0,4,0
95GG15S3,918,904,0,0,3,0,0,7,0,0,0,2,2
95GG16S1,866,845,0,2,10,1,0,2,0,2,1,3,0
95GG16S2,777,770,0,0,3,0,1,0,1,2,0,0,0
95GG16S3,587,570,0,0,7,2,0,2,0,3,0,3,0
95GG17S1,770,760,0,0,3,0,1,0,0,5,1,0,0
95GG17S2,623,618,1,0,0,1,0,2,0,1,0,0,0
95GG17S3,744,740,1,0,0,0,0,0,0,1,0,2,0
95GG18S1,1073,1056,3,0,8,1,0,4,0,1,0,0,0
95GG18S2,1070,1037,2,4,8,0,1,11,0,2,0,4,1
95GG19S1,1061,1056,1,1,1,0,0,0,1,0,0,1,0
95GG19S2,1178,1166,5,0,1,0,0,0,1,1,0,3,1
95GG20S1,1393,1342,7,0,20,0,0,5,0,13,1,2,3
95GG20S2,966,946,5,0,7,0,0,0,1,4,0,2,1
95GG21S1,639,632,0,0,0,0,0,2,0,2,0,3,0
95GG21S2,675,667,0,0,2,0,0,2,0,0,1,1,2
95GG21S3,948,888,8,0,44,0,0,5,0,0,0,0,3
95GG22S1,733,719,3,0,0,0,0,0,2,6,0,3,0
95GG22S2,814,807,1,0,0,1,0,1,1,1,0,2,0
95GG22S3,661,652,1,0,5,1,0,0,0,0,0,0,2
95GG23S1,566,530,11,0,16,2,0,5,0,1,0,1,0
95GG23S2,579,573,2,0,2,0,0,0,0,1,0,0,1
95GG23S3,676,636,12,0,17,0,0,9,0,0,0,1,1
95GG24S1,612,589,1,1,4,2,1,9,0,0,1,1,3
95GG24S2,712,693,2,0,0,1,1,13,0,1,0,1,0
95GG24S3,621,605,3,1,3,1,0,4,1,2,0,0,1
95GG25S1,868,853,0,1,10,0,1,2,0,0,0,1,0
95GG25S2,716,714,0,0,0,0,1,0,0,0,0,0,1
95GG25S3,610,607,0,1,0,1,1,0,0,0,0,0,0
95GG26S1,848,841,1,0,1,1,0,0,0,2,0,0,2
95GG26S2,806,798,1,0,1,0,0,1,1,3,0,0,1
95GG27S1,487,483,0,1,1,0,0,2,0,0,0,0,0
95GG27S2,607,603,0,0,0,0,0,2,0,0,1,1,0
95GG27S3,727,724,0,2,0,0,0,0,1,0,0,0,0
95GG27S4,646,642,0,1,0,0,0,1,0,0,2,0,0
95GG28S1,839,826,4,0,2,0,0,0,0,2,0,2,3
95GG28S2,712,699,0,0,0,0,0,10,0,2,0,0,1
95GG28S3,774,767,0,0,0,0,0,4,0,2,0,0,1
95GG29S1,1083,1013,4,1,54,2,1,3,0,3,1,1,0
95GG29S2,1347,1290,6,0,24,2,1,8,0,11,0,5,0
95GG30S1,763,754,3,0,1,0,1,1,1,1,0,1,0
95GG30S2,695,685,5,0,0,0,0,2,0,0,1,0,2
95GG30S3,625,620,0,0,0,0,0,1,1,0,0,1,2
95GG31S1,793,788,0,0,0,0,0,0,1,3,0,1,0
95GG31S2,800,791,0,0,4,0,0,1,0,0,1,3,0
95GG31S3,870,864,0,0,1,0,0,4,1,0,0,0,0
95GG32S1,1257,1210,3,0,12,1,0,18,0,9,0,3,1
95GG32S2,698,678,1,0,0,1,0,11,0,6,0,0,1
95GG32S3,694,687,0,1,1,0,0,2,0,0,0,3,0
95GG33S1,737,716,4,1,7,0,0,2,1,0,0,1,5
95GG33S2,618,593,7,0,5,0,0,4,1,3,0,5,0
95GG33S3,840,814,7,0,8,1,0,5,0,1,1,0,3
95GG34S1,650,607,1,0,10,0,0,23,0,5,0,0,4
95GG34S2,553,549,0,0,0,0,0,0,0,3,0,1,0
95GG34S3,796,771,4,3,8,1,0,5,0,1,0,0,3
95GG35S1,867,854,1,2,6,0,0,1,1,0,0,0,2
95GG35S2,731,721,0,1,3,0,0,1,0,1,0,0,4
95GG35S3,646,636,1,1,3,1,0,0,0,3,0,0,1
95GG36S1,827,818,7,0,1,0,0,0,0,0,1,0,0
95GG36S2,836,830,2,0,1,1,0,0,0,0,0,1,1
95GG36S3,818,814,1,0,1,0,0,0,1,0,0,0,1
95GG37S1,779,764,1,0,2,0,1,2,0,2,0,4,3
95GG37S2,819,802,1,1,4,0,0,0,1,2,0,4,4
95GG37S3,1089,1071,3,0,6,0,0,2,0,3,0,3,1
95GG38S1,1369,1324,24,1,10,1,0,6,0,1,0,0,2
95GG38S2,853,847,1,0,1,0,0,1,0,0,0,3,0
95GG38S3,693,681,6,1,1,0,0,0,0,0,0,3,1
95GG39S1,1172,1009,13,0,131,0,0,8,0,5,1,1,4
95GG39S2,1402,1243,94,0,23,0,1,21,0,6,1,8,5
95GG39S3,1042,981,16,0,12,0,2,14,0,6,0,3,8
95GG40S1,802,795,2,1,1,0,1,0,2,0,0,0,0
95GG40S2,1059,1045,9,1,1,0,0,1,0,0,0,1,1
95GG41S1,789,782,1,0,0,1,0,1,2,1,0,0,1
95GG41S2,596,592,0,0,2,0,1,0,0,1,0,0,0
95GG41S3,788,772,2,0,3,0,1,4,0,0,0,3,3
95GG42S1,689,662,9,0,9,2,1,2,0,0,0,2,2
95GG42S2,209,198,2,0,1,4,0,0,0,1,0,2,1
95GG42S3,740,706,9,0,10,0,1,2,1,6,0,4,1
95GG42S4,968,922,12,1,14,0,3,6,1,1,0,2,6
95GG43S1,720,704,2,0,4,3,0,0,0,2,1,1,3
95GG43S2,734,718,6,0,5,1,0,0,1,0,1,2,0
95GG43S3,862,847,1,0,2,0,0,8,1,0,1,2,0
95GG44S1,1390,1355,10,0,4,0,1,2,0,5,2,7,4
95GG44S2,1315,1281,3,2,3,0,0,10,1,6,2,4,3
95GG45S1,694,668,6,0,11,3,0,2,0,0,1,1,2
95GG45S2,686,675,1,0,1,0,0,3,1,4,0,1,0
95GG45S3,749,714,4,1,14,0,0,7,0,2,1,4,2
95GG46S1,663,651,0,10,0,0,0,2,0,0,0,0,0
95GG46S2,646,643,0,0,1,0,0,0,0,1,0,1,0
95GG46S3,623,619,0,0,3,0,0,0,0,0,0,1,0
95GG47S1,1025,994,3,1,11,0,0,3,3,5,0,5,0
95GG47S2,801,790,0,1,3,0,0,0,0,2,0,4,1
95GG47S3,815,806,0,0,1,0,0,3,1,2,0,0,2
95GG48S1,620,614,1,0,2,0,0,1,0,1,0,0,1
95GG48S2,842,831,0,7,0,0,0,2,0,0,0,1,1
95GG48S3,589,583,0,1,0,1,0,0,0,2,1,1,0
95GG49S1,748,712,11,2,2,0,2,6,0,7,1,5,0
95GG49S2,948,859,16,0,25,4,0,25,1,3,0,7,8
95GG49S3,821,720,30,1,18,3,5,28,0,7,0,5,4
95GG49S4,834,762,24,0,8,0,4,16,0,6,0,9,5
95GG50S1,764,732,5,0,12,0,1,3,0,6,0,5,0
95GG50S2,972,926,9,0,12,1,0,2,1,14,1,4,2
95GG50S3,917,869,3,0,1,2,4,2,0,23,2,4,7
95GG51S1,683,676,1,0,2,0,0,0,0,0,1,3,0
95GG51S2,710,707,1,0,0,1,0,0,0,0,1,0,0
95GG51S3,688,684,2,0,1,0,0,0,0,0,1,0,0
95HH01W1,890,884,2,1,0,0,0,2,0,0,0,0,1
95HH02S1,522,515,4,0,1,0,0,1,0,0,0,1,0
95HH02S2,541,535,2,0,1,0,0,0,0,0,0,1,2
95HH03W1,726,724,1,0,0,0,0,1,0,0,0,0,0
95HH04S1,645,641,0,0,0,1,0,0,0,1,0,0,2
95HH04S2,515,512,1,0,0,0,0,1,0,0,0,0,1
95HH05W1,908,906,0,0,1,0,0,1,0,0,0,0,0
95HH06S1,762,755,3,0,0,0,0,2,0,1,0,1,0
95HH06S2,920,911,1,0,2,1,0,1,0,0,1,3,0
95HH07W1,733,723,0,1,3,1,0,0,0,1,1,3,0
95HH08W1,1083,1071,7,0,1,2,0,1,0,0,0,1,0
95HH09W1,1423,1398,10,0,4,0,1,1,1,4,0,2,2
95HH10W1,945,939,0,0,0,0,0,4,0,1,0,1,0
95HH11W1,655,652,0,0,0,0,0,1,0,0,0,2,0
95HH12W1,626,623,1,0,1,0,0,0,0,0,0,1,0
95HH13W1,614,613,0,0,0,0,0,0,0,1,0,0,0
95HH14W1,764,760,0,0,1,0,0,1,0,1,0,1,0
95HH15W1,1083,1073,0,0,4,0,0,1,0,2,1,1,1
95HH16W1,917,903,1,0,8,0,0,2,0,0,0,1,2
95HH17W1,928,924,0,1,1,1,0,0,0,0,0,1,0
95II01S1,626,610,3,1,4,0,1,4,1,1,0,0,1
95II01S2,634,630,0,0,0,0,0,4,0,0,0,0,0
95II02S1,507,480,14,0,5,2,2,2,0,0,0,1,1
95II02S2,678,655,4,0,6,1,0,8,0,2,0,0,2
95II02S3,726,715,5,0,1,0,0,0,0,1,0,2,2
95II03S1,575,552,14,0,3,2,0,2,0,1,0,0,1
95II03S2,729,709,8,0,7,0,1,1,0,2,0,0,1
95II04S1,864,836,13,0,4,0,0,6,0,3,0,0,2
95II04S2,808,797,2,0,2,0,0,6,0,0,0,1,0
95II05S1,527,518,5,0,1,1,0,0,0,0,0,1,1
95II05S2,774,751,4,0,8,2,0,9,0,0,0,0,0
95II06S1,533,523,4,0,1,2,1,0,0,2,0,0,0
95II06S2,752,742,4,0,4,0,0,0,0,0,0,1,1
95II07W1,991,976,3,1,2,0,1,2,0,2,0,2,2
95II08W1,1073,1063,0,0,2,0,0,0,0,2,1,4,1
95II09S1,865,821,3,0,9,4,0,20,0,1,0,5,2
95II09S2,552,531,4,0,3,0,0,11,0,0,0,1,2
95II10W1,1144,1131,0,0,0,1,1,2,1,2,0,1,5
95II11W1,1055,1035,5,0,4,0,2,4,1,2,0,2,0
95II12W1,1007,1003,0,0,0,0,0,0,0,1,0,2,1
95II13W1,1253,1204,1,0,8,1,0,33,0,4,0,2,0
95II14W1,1026,1015,4,0,2,0,0,2,0,1,0,1,1
95II15S1,660,628,22,0,5,3,0,0,0,1,0,1,0
95II15S2,659,653,0,0,1,0,0,0,0,2,0,3,0
95II16W1,890,887,1,0,1,1,0,0,0,0,0,0,0
95II17W1,1190,1178,6,0,0,5,0,1,0,0,0,0,0
95II18W1,1090,1066,8,1,5,0,0,5,0,3,0,2,0
95II19S1,633,626,2,0,0,0,1,0,0,0,0,0,4
95II19S2,756,752,0,0,0,0,0,3,0,0,0,1,0
95II20W1,1211,1171,6,0,18,0,1,8,1,0,0,5,1
95II21W1,1045,1036,2,0,0,0,0,3,0,2,0,0,2
95II22W1,990,983,3,1,1,0,0,0,0,1,1,0,0
95II23W1,910,900,3,0,0,0,2,3,0,1,0,1,0
95JJ01W1,892,885,0,0,0,0,0,1,1,1,0,3,1
95JJ02W1,1074,1067,0,0,0,0,1,0,0,1,0,3,2
95JJ03S1,596,591,4,0,0,0,0,0,0,0,0,0,1
95JJ03S2,427,422,4,0,0,0,0,1,0,0,0,0,0
95JJ04S1,610,606,0,0,0,0,0,0,0,0,0,3,1
95JJ04S2,669,661,4,0,1,0,0,0,0,1,0,2,0
95JJ05W1,892,872,10,0,2,0,0,5,0,1,0,1,1
95JJ06W1,1063,1055,4,1,1,1,0,1,0,0,0,0,0
95JJ07W1,1092,1080,1,0,0,1,0,3,0,1,2,3,1
95JJ08S1,540,537,0,0,0,0,0,1,0,0,0,2,0
95JJ08S2,647,641,0,1,1,0,0,3,0,1,0,0,0
95JJ09W1,839,832,1,0,2,1,1,0,0,0,0,2,0
95JJ10W1,1027,1021,0,0,0,0,0,2,0,1,1,1,1
95JJ11S1,724,718,0,1,4,0,0,0,0,1,0,0,0
95JJ11S2,818,806,4,1,1,0,1,1,0,1,0,3,0
95JJ12W1,1002,994,4,1,1,0,0,0,0,1,0,0,1
95JJ13S1,779,759,3,1,5,0,1,4,0,0,1,2,3
95JJ13S2,678,667,4,0,3,1,0,1,0,1,0,0,1
95JJ14W1,849,846,1,0,0,0,0,1,0,0,0,1,0
95JJ15W1,779,754,5,0,7,2,1,2,0,4,0,3,1
95JJ16W1,916,909,0,0,0,1,0,2,0,1,0,3,0
95JJ17W1,824,818,1,0,1,0,0,1,1,0,0,1,1
95JJ18W1,975,960,5,0,3,0,0,4,0,0,0,0,3
95JJ19S1,652,644,0,1,0,1,0,1,0,1,0,3,1
95JJ19S2,476,471,1,0,2,0,0,1,0,0,0,0,1
95JJ20S1,833,828,2,0,0,1,0,0,0,0,0,1,1
95JJ20S2,785,780,0,0,2,1,0,0,0,0,0,0,2
95JJ21W1,962,940,6,0,6,0,0,0,0,5,0,1,4
95JJ22W1,1088,1067,5,0,10,0,0,3,0,0,0,1,2
95KK01W1,836,834,1,0,0,1,0,0,0,0,0,0,0
95KK02W1,722,720,1,0,0,0,0,0,0,0,0,1,0
95KK03W1,704,702,0,1,0,0,0,0,0,0,0,1,0
95KK04W1,974,961,4,1,2,0,0,2,0,2,1,0,1
95KK05W1,803,799,1,0,2,0,0,0,0,0,1,0,0
95KK06W1,737,732,2,0,0,0,0,1,0,2,0,0,0
95KK07W1,682,681,0,0,0,0,0,0,0,1,0,0,0
95KK08W1,967,956,5,0,0,2,0,1,0,1,1,0,1
95KK09W1,947,918,7,0,2,0,0,1,2,10,5,1,1
95KK10W1,699,699,0,0,0,0,0,0,0,0,0,0,0
95KK11W1,982,970,2,0,1,1,0,0,0,5,0,2,1
95KK12W1,776,772,0,0,0,0,0,2,0,1,0,1,0
95KK13W1,642,638,1,0,1,0,0,0,0,2,0,0,0
95KK14W1,703,703,0,0,0,0,0,0,0,0,0,0,0
95KK15W1,921,916,1,0,2,0,0,0,0,1,0,1,0
95KK16W1,809,801,6,0,0,0,0,1,0,0,1,0,0
95LL01S1,802,801,0,0,0,1,0,0,0,0,0,0,0
95LL01S2,777,773,0,0,0,2,0,1,1,0,0,0,0
95LL02S1,623,615,6,1,0,0,0,0,0,1,0,0,0
95LL02S2,744,695,6,2,6,1,1,12,0,10,2,5,4
95LL03W1,1092,1082,1,0,0,1,0,4,1,0,0,2,1
