GeographyCode,QS604NI0001,QS604NI0002,QS604NI0003,QS604NI0004,QS604NI0005,QS604NI0006,QS604NI0007,QS604NI0008,QS604NI0009,QS604NI0010,QS604NI0011,QS604NI0012,QS604NI0013,QS604NI0014,QS604NI0015,QS604NI0016,QS604NI0017,QS604NI0018,QS604NI0019,QS604NI0020,QS604NI0021,QS604NI0022,QS604NI0023,QS604NI0024,QS604NI0025,QS604NI0026,QS604NI0027,QS604NI0028
95AA15S2,687,2,2,75,5,5,2,20,11,15,17,1,6,48,118,64,49,10,7,1,13,36,40,37,160,18,0,0
95AA16W1,828,4,1,115,12,4,2,30,18,33,16,0,10,54,194,65,50,12,17,2,19,49,51,31,124,30,0,0
95AA17W1,1009,3,1,98,11,5,1,20,6,41,14,4,12,66,169,95,64,14,19,9,29,49,56,65,211,45,0,0
95AA18W1,1123,29,0,79,16,4,3,14,9,18,15,6,10,59,189,75,70,48,58,15,68,51,96,96,135,39,0,0
95AA19W1,1186,47,3,121,19,0,6,9,43,31,13,1,9,230,185,40,58,16,17,8,49,15,67,106,169,44,1,0
95BB01S1,823,27,2,73,11,2,0,8,8,28,16,2,3,75,142,30,34,23,24,6,43,36,85,58,121,38,1,0
95BB01S2,1055,11,6,90,9,1,1,4,18,32,25,9,4,80,157,51,58,31,50,10,34,61,137,70,146,50,0,0
95BB02W1,929,17,2,81,23,4,1,2,12,26,13,1,11,65,209,41,47,13,40,7,39,55,89,57,123,31,1,0
95BB03S1,799,21,1,79,14,2,0,8,13,29,13,3,5,71,110,40,42,8,21,5,34,41,93,52,126,44,3,0
95BB03S2,911,51,3,67,11,4,0,10,12,19,11,2,0,83,163,26,52,10,28,7,46,50,101,53,121,44,3,1
95BB04S1,610,2,2,65,9,3,0,2,6,27,18,3,1,38,117,18,30,15,27,7,23,30,56,67,77,32,0,0
95BB04S2,716,12,0,51,10,5,0,4,4,18,10,3,2,40,121,31,26,19,31,7,46,33,93,76,86,38,1,0
95BB05S1,756,49,3,54,9,2,1,5,12,13,12,3,7,69,119,37,27,19,21,9,42,34,71,65,90,35,2,0
95BB05S2,940,60,4,82,15,7,0,6,10,29,15,2,8,81,129,43,59,20,40,8,43,52,68,83,109,48,1,0
95BB06W1,1194,13,1,103,17,12,0,9,14,37,14,3,14,49,230,62,101,22,43,14,27,72,130,62,186,62,0,0
95BB07S1,689,5,1,56,9,2,0,10,11,12,12,1,2,53,120,24,51,12,28,7,29,35,86,36,109,34,0,0
95BB07S2,613,14,0,61,1,2,1,5,11,27,14,1,1,40,117,17,23,16,31,5,17,42,58,48,82,40,0,0
95BB08S1,541,7,2,54,8,3,1,5,7,21,9,5,5,39,113,31,25,14,12,2,17,32,55,26,77,25,0,0
95BB08S2,691,20,0,55,10,4,2,3,6,27,3,5,2,68,114,31,28,15,31,3,33,43,75,43,102,23,0,0
95BB09S1,641,11,2,53,4,2,1,5,9,17,15,4,0,41,112,21,23,20,25,8,30,39,63,54,102,33,0,0
95BB09S2,893,12,4,59,12,0,0,3,7,23,14,6,5,49,136,18,50,31,48,8,37,54,135,64,130,47,0,0
95BB10S1,741,5,0,53,6,1,1,5,6,15,19,8,6,37,119,28,55,18,32,10,29,38,73,58,125,44,2,1
95BB10S2,752,30,0,43,5,4,4,4,5,9,12,3,3,51,125,18,28,21,38,13,61,39,80,81,74,44,0,0
95BB11S1,573,6,0,32,4,6,0,5,1,12,4,2,5,41,104,30,45,14,7,6,20,37,59,30,99,35,1,0
95BB11S2,645,6,1,45,4,1,4,3,8,14,11,2,4,43,133,29,31,14,18,3,17,32,71,52,102,40,1,1
95BB12S1,542,3,1,46,13,8,1,2,5,10,7,2,7,38,104,19,40,11,26,6,15,41,48,40,64,31,0,0
95BB12S2,596,6,0,35,3,5,1,4,6,9,7,3,2,44,103,11,27,18,25,16,38,35,71,47,86,29,0,0
95BB13S1,649,7,0,53,7,5,1,3,8,20,9,0,4,42,111,29,36,20,21,3,23,39,85,54,97,25,0,0
95BB13S2,610,4,0,55,8,8,0,0,6,20,13,5,7,54,109,35,39,7,25,6,19,26,72,34,82,30,1,0
95BB13S3,844,3,1,70,8,1,1,11,8,27,14,4,9,45,155,29,40,15,27,8,38,40,122,70,109,59,0,0
95BB14S1,763,39,6,61,10,5,1,2,9,19,15,3,6,48,112,19,38,25,24,11,59,40,87,60,94,31,0,0
95BB14S2,783,23,1,61,15,4,2,1,7,13,19,1,3,59,117,12,39,29,34,10,71,24,85,59,123,31,1,0
95BB15S1,898,63,2,42,7,5,0,3,7,10,10,6,2,139,126,25,32,12,35,13,43,38,91,77,112,40,0,0
95BB15S2,648,24,3,38,5,0,2,2,3,17,9,2,3,119,98,21,25,10,20,6,17,20,82,41,90,29,0,0
95BB16S1,778,34,3,55,9,2,2,2,14,13,13,4,7,75,114,12,23,24,38,5,54,45,80,65,96,44,0,0
95BB16S2,780,23,1,53,7,5,1,6,13,8,13,2,7,61,127,28,30,23,38,12,43,51,76,58,108,39,0,0
95BB17S1,916,6,1,81,13,7,0,5,2,33,21,5,10,69,184,42,45,18,38,6,24,65,103,36,144,38,1,0
95BB17S2,787,28,2,63,19,5,2,5,8,16,8,1,4,56,162,31,45,20,30,10,18,51,72,60,100,32,1,1
95BB18S1,695,5,0,56,5,7,2,3,4,17,18,2,11,51,121,32,46,15,17,2,17,34,76,47,113,50,0,0
95BB18S2,1243,32,2,98,9,6,1,11,8,43,20,8,10,112,212,46,39,43,50,14,54,55,160,88,165,55,0,0
95BB19S1,777,0,0,77,14,4,0,2,10,31,16,4,5,36,152,39,38,26,40,4,24,38,91,42,125,35,0,1
95BB19S2,961,1,3,80,12,1,0,8,8,32,19,3,10,53,164,26,40,24,44,12,42,59,142,84,125,49,0,0
95BB19S3,759,2,0,79,14,6,0,11,9,29,10,2,5,32,147,31,35,23,27,7,34,42,100,64,99,30,0,0
95BB20S1,819,45,0,34,7,0,0,4,7,10,6,2,4,141,97,27,36,23,30,5,39,27,88,62,115,44,0,0
95BB20S2,536,11,0,26,4,0,0,0,6,9,7,1,5,87,51,20,33,8,17,4,16,27,70,45,85,27,3,0
95BB21S1,991,70,1,80,27,7,2,5,7,22,10,3,5,67,146,43,74,17,34,6,31,39,101,67,164,41,2,0
95BB21S2,1066,52,3,75,19,2,1,10,12,18,13,9,5,96,133,39,43,29,35,7,49,46,145,89,158,52,1,0
95BB22S1,689,15,2,55,11,1,2,12,5,13,11,6,2,46,126,34,28,13,33,1,37,36,86,33,111,25,0,0
95BB22S2,569,10,0,54,13,3,1,5,7,12,13,2,4,34,139,23,37,7,13,5,17,34,46,28,89,27,0,0
95BB23S1,743,7,2,74,6,5,0,8,8,32,15,1,2,48,127,13,30,22,28,12,40,36,96,77,94,32,0,2
95BB23S2,789,9,0,65,13,2,0,4,9,29,8,10,6,45,156,21,32,19,26,7,43,28,95,88,104,35,0,0
95CC01W1,994,21,2,89,27,3,5,9,12,12,21,4,5,42,194,54,70,8,15,8,35,28,66,97,208,48,0,0
95CC02W1,1287,112,2,125,27,6,5,19,16,24,28,1,18,133,171,68,55,20,18,10,59,40,88,125,184,57,1,0
95CC03W1,995,30,4,82,28,5,1,7,11,13,17,0,12,79,175,47,87,17,12,9,40,51,56,77,167,50,0,0
95CC04W1,1074,72,11,80,18,5,4,7,13,15,18,3,16,173,180,67,35,17,23,4,26,17,56,100,150,42,1,1
95CC05W1,1212,69,5,151,35,2,4,15,35,24,36,5,23,137,231,64,36,11,30,4,46,21,67,102,163,46,1,0
95CC06S1,701,16,1,59,12,3,2,6,12,9,15,2,4,43,118,20,36,14,21,8,34,19,60,84,125,37,0,0
95CC06S2,563,7,1,39,12,2,0,5,3,6,11,1,5,40,98,25,21,8,20,2,35,27,50,61,99,24,0,0
95CC07W1,1474,101,11,137,23,5,8,17,30,18,36,1,21,207,251,81,46,20,35,10,36,40,65,133,210,62,5,2
95CC08W1,944,19,2,86,30,3,2,16,10,13,12,2,7,99,169,46,60,8,25,11,42,25,53,106,140,44,0,0
95CC09S1,735,56,0,73,13,2,2,10,15,10,21,2,4,82,122,26,30,12,21,3,34,24,52,58,109,27,0,0
95CC09S2,987,48,7,172,49,13,5,27,20,25,33,2,12,84,186,36,33,14,13,4,39,36,63,85,124,29,0,0
95CC10W1,1243,74,3,142,31,7,4,22,12,25,41,5,10,92,242,51,33,18,23,5,58,45,89,132,176,44,0,1
95CC11W1,670,33,5,58,9,2,3,7,10,11,16,1,21,95,103,25,26,9,15,1,19,20,25,65,113,36,0,0
95CC12W1,1282,109,13,112,32,8,2,13,16,18,23,6,12,153,218,57,38,12,20,5,63,37,87,109,179,50,1,1
95CC13W1,1186,105,11,98,28,3,4,12,13,17,21,2,14,139,219,59,49,10,24,11,37,41,70,86,166,42,1,2
95CC14W1,1449,36,8,211,54,19,4,44,27,29,34,5,13,129,277,64,50,24,39,7,53,50,93,137,199,53,1,0
95CC15W1,1318,63,5,172,55,14,4,17,19,32,31,3,11,109,239,77,41,14,34,10,51,41,79,118,188,59,3,1
95CC16W1,1217,65,7,162,29,5,11,31,26,28,32,4,12,112,240,37,69,17,26,7,25,43,71,106,164,50,0,0
95CC17W1,1337,91,9,131,45,6,1,10,25,20,24,5,21,136,227,63,58,22,25,11,57,38,72,135,189,46,1,0
95CC18W1,1049,29,0,97,21,4,3,16,14,6,33,4,16,61,171,36,47,27,16,13,55,34,95,134,166,46,2,0
95CC19W1,1283,107,3,125,32,8,4,22,19,23,17,3,10,116,240,52,46,23,31,10,39,37,90,118,193,38,2,0
95CC20S1,640,11,0,99,32,5,2,12,12,14,22,3,2,31,106,20,22,12,18,2,25,26,56,66,116,25,0,0
95CC20S2,815,14,3,109,29,9,0,15,12,21,23,3,4,57,145,29,31,10,17,8,33,48,76,75,120,31,2,0
95CC21W1,1384,25,2,206,80,23,2,30,24,26,21,3,11,112,277,56,43,21,36,10,47,79,116,87,182,71,0,0
95CC22W1,747,27,1,99,33,2,2,10,13,15,24,1,8,52,134,23,36,6,16,4,32,32,56,52,137,31,0,0
95DD01W1,897,5,0,137,48,2,0,28,9,32,18,3,8,67,151,27,31,14,24,9,36,33,72,121,118,41,0,0
95DD02S1,690,8,2,141,55,2,3,17,6,45,13,4,6,63,135,23,36,4,7,3,11,31,32,54,113,17,0,0
95DD02S2,1270,22,1,215,71,4,4,36,13,66,21,8,8,97,235,55,40,22,26,14,50,38,94,102,180,63,0,0
95DD03W1,1747,20,1,237,65,6,4,41,17,68,36,11,11,109,297,69,83,46,47,14,77,61,134,184,264,81,1,0
95DD04W1,704,9,3,119,41,4,1,12,14,35,12,2,10,42,162,37,53,8,9,5,15,38,32,34,89,34,3,0
95DD05W1,674,8,2,117,53,3,0,20,7,25,9,2,5,45,159,37,39,10,2,3,12,51,37,35,80,29,1,0
95DD06W1,1167,10,2,174,54,3,2,41,13,40,21,9,16,86,192,42,51,24,27,9,43,35,89,130,173,54,0,1
95DD07S1,692,28,4,92,22,3,1,31,3,24,8,5,5,65,118,25,23,8,19,6,33,15,45,69,96,35,0,1
95DD07S2,813,24,1,120,36,1,2,31,14,25,11,11,4,76,140,48,32,12,21,6,28,28,52,66,111,32,1,0
95DD08W1,943,25,2,195,108,9,3,27,7,21,20,7,20,50,161,40,81,9,9,8,22,58,61,43,104,47,1,0
95DD09W1,1276,104,9,162,47,6,3,38,9,41,18,7,13,118,214,46,47,25,13,15,64,30,87,121,151,49,1,0
95DD10W1,1277,17,1,232,97,5,3,31,14,60,22,2,17,97,253,45,55,18,22,11,36,38,84,117,171,61,0,0
95DD11W1,918,10,2,159,79,2,2,34,7,16,19,2,20,79,211,34,69,17,14,10,18,32,50,47,106,38,0,0
95DD12W1,1268,84,2,191,65,8,2,25,18,51,22,5,8,157,234,41,42,14,33,5,47,35,74,106,141,49,0,0
95DD13W1,727,7,0,140,64,2,0,33,3,24,14,3,15,49,134,20,49,10,16,6,23,27,53,46,94,34,0,1
95DD14S1,762,8,0,150,40,5,2,17,9,61,16,6,7,52,139,16,17,16,19,13,25,23,43,71,116,40,1,0
95DD14S2,887,7,2,131,53,0,4,27,11,24,12,5,2,55,163,18,37,20,33,11,39,28,82,111,117,25,1,0
95DD15W1,1694,98,4,200,60,7,1,34,23,46,29,12,29,232,271,62,72,34,31,11,67,33,114,162,212,47,1,2
95DD16W1,1548,100,8,186,41,8,1,20,29,59,28,10,10,179,288,90,45,23,27,9,67,40,91,136,180,58,1,0
95DD17W1,1720,96,3,187,41,5,2,25,33,54,27,5,15,223,298,50,52,27,43,11,67,60,106,142,276,59,0,0
95DD18W1,820,6,1,139,53,4,1,27,18,23,13,2,8,58,176,36,39,13,16,7,22,45,52,57,103,40,0,0
95DD19S1,887,17,0,104,18,10,0,18,9,35,14,4,16,67,181,49,39,14,20,4,23,41,67,61,146,34,0,0
95DD19S2,732,31,5,89,16,9,1,11,11,28,13,3,7,44,134,45,23,12,12,10,24,27,59,66,114,27,0,0
95DD20W1,666,15,3,112,51,4,0,18,9,21,9,2,9,42,154,31,34,3,12,3,11,43,32,40,90,30,0,0
95DD21W1,1050,18,1,173,72,4,2,39,12,29,15,6,19,66,222,30,73,16,27,6,26,50,78,62,132,45,0,0
95DD22S1,763,33,2,100,23,5,0,16,9,34,13,3,5,100,136,25,30,11,12,6,31,22,46,59,117,25,0,0
95DD22S2,703,22,5,82,20,6,1,11,15,18,11,6,9,112,117,30,27,12,19,3,20,12,54,51,96,25,1,0
95DD23W1,1311,126,13,163,56,2,4,22,24,41,14,7,12,141,233,58,41,18,28,7,51,38,72,116,144,42,1,0
95DD24W1,1314,20,2,179,64,3,0,48,23,24,17,10,9,108,251,51,62,22,28,8,55,38,101,128,193,49,0,0
95EE01W1,785,52,2,69,24,3,2,11,6,10,13,4,12,169,94,33,30,4,16,12,29,12,63,61,86,36,1,0
95EE02W1,936,66,2,91,32,2,4,6,9,23,15,1,5,90,154,41,53,7,23,13,32,35,64,86,130,43,0,0
95EE03W1,815,6,2,104,40,1,1,13,18,13,18,0,3,59,154,37,39,10,15,8,30,35,65,76,128,43,0,1
95EE04W1,904,37,4,128,42,5,2,23,10,28,18,7,10,115,156,32,61,3,20,15,35,28,54,56,113,29,1,0
95EE05W1,699,48,1,94,30,1,0,11,20,24,8,1,3,64,122,21,30,4,15,6,39,20,42,62,100,26,1,0
95EE06W1,974,22,1,130,36,3,5,18,28,21,19,11,8,211,135,44,31,10,18,12,23,16,56,82,129,35,0,0
95EE07W1,702,10,1,97,27,0,1,15,24,25,5,2,3,59,136,27,45,7,10,4,24,27,42,63,103,42,0,0
95EE08W1,720,7,1,80,28,1,2,6,17,17,9,2,6,43,135,19,31,6,20,8,47,34,45,72,112,52,0,0
95EE09W1,855,62,4,98,32,0,0,5,20,19,22,3,2,111,146,28,33,9,15,7,24,31,37,71,128,46,0,0
95EE10W1,803,35,0,135,43,3,2,2,28,36,21,0,9,138,134,31,27,9,15,5,29,19,42,52,105,18,0,0
95EE11W1,776,57,6,71,19,4,1,3,14,19,11,4,10,125,130,30,25,11,10,9,35,19,60,54,87,32,1,0
95EE12W1,1024,10,2,137,44,1,2,13,33,27,17,1,6,76,229,35,56,17,20,9,40,47,67,83,152,36,1,0
95EE13W1,539,4,3,74,33,0,1,7,11,15,7,3,0,40,119,17,22,10,21,7,20,15,31,51,69,32,0,1
95EE14W1,1167,31,3,136,40,2,2,16,28,31,17,3,7,83,232,39,57,17,29,16,51,45,78,105,177,58,0,0
95EE15W1,782,60,4,81,32,1,4,7,14,13,10,2,3,114,110,33,28,10,16,8,17,28,40,84,117,26,0,1
95EE16W1,945,73,1,120,34,6,1,3,30,26,20,1,7,110,181,37,33,12,23,8,27,31,54,81,120,25,1,0
95FF01S1,1084,13,2,90,25,5,3,15,9,16,17,3,10,65,246,33,53,28,28,6,63,55,119,108,111,51,0,0
95FF01S2,1346,23,1,114,26,8,4,25,14,17,20,5,4,95,225,40,49,40,57,10,99,52,164,132,170,66,0,0
95FF02W1,1309,95,2,124,15,9,4,14,18,44,20,2,10,238,185,55,38,14,24,8,64,22,91,125,154,58,0,0
95FF03W1,1458,12,5,160,29,19,6,26,20,24,36,6,13,114,317,67,78,30,37,5,53,61,143,116,172,67,2,0
95FF04W1,1290,111,8,105,26,5,1,19,15,21,18,5,2,151,215,50,56,21,27,11,61,49,75,118,181,44,0,0
95FF05W1,1139,12,1,107,20,9,1,19,12,26,20,1,5,108,199,53,57,18,39,11,51,59,96,86,181,54,0,1
95FF06S1,1004,10,1,96,26,8,1,12,10,26,13,8,5,80,158,54,35,24,34,13,43,49,112,92,141,49,0,0
95FF06S2,1054,26,1,102,20,8,2,9,15,24,24,6,7,95,185,48,46,14,35,8,48,44,106,85,149,49,0,0
95FF07W1,1086,6,2,120,23,10,2,34,13,18,20,3,6,112,239,46,76,19,15,5,32,54,87,75,145,44,0,0
95FF08W1,978,7,1,105,18,10,1,24,11,22,19,5,8,63,183,31,45,21,32,18,52,56,111,96,110,34,0,0
95FF09W1,1049,29,5,180,47,13,6,33,26,26,29,1,12,87,163,55,45,15,22,10,46,51,64,71,149,43,1,0
95FF10W1,1744,76,6,165,32,13,3,19,31,37,30,11,5,233,291,67,45,28,52,11,89,66,162,145,224,67,0,1
95FF11W1,1292,109,8,118,26,6,7,13,23,18,25,2,9,201,189,44,33,15,27,8,51,55,80,127,168,48,0,0
95FF12W1,1345,34,4,177,42,15,7,27,30,21,35,6,10,136,230,51,68,30,37,8,59,59,116,108,175,36,0,1
95FF13W1,1288,68,7,119,34,7,1,24,16,14,23,4,11,121,229,78,53,31,17,10,67,37,93,114,195,34,0,0
95FF14W1,1194,75,3,98,19,7,1,7,15,34,15,4,11,110,212,36,40,28,30,6,69,48,99,127,150,48,0,0
95FF15W1,1145,28,3,115,23,11,3,21,13,25,19,4,13,140,244,73,44,13,20,8,42,44,70,85,148,51,0,0
95FF16W1,1089,10,4,119,24,7,3,25,13,21,26,7,11,83,208,26,46,21,34,8,51,60,117,114,132,38,0,0
95FF17W1,727,8,0,84,14,7,5,21,12,13,12,2,8,59,166,25,48,14,10,4,24,46,54,42,95,35,3,0
95GG01S1,641,0,1,20,6,1,1,3,2,6,1,3,2,42,119,33,32,17,28,3,21,25,77,69,106,43,0,0
95GG01S2,548,0,0,30,4,1,1,1,5,13,5,1,3,28,97,37,29,12,22,6,25,30,49,64,82,30,1,2
95GG01S3,616,0,0,21,3,0,0,1,2,9,6,2,4,35,111,24,48,13,22,6,22,24,41,80,127,36,0,0
95GG02S1,493,1,0,17,1,2,1,1,1,9,2,1,7,25,118,44,36,15,28,1,28,18,28,34,61,31,0,0
95GG02S2,536,2,0,24,3,0,2,1,5,11,2,2,5,17,105,45,63,14,19,4,10,28,48,52,60,38,0,0
95GG02S3,546,0,0,18,4,2,0,2,3,4,3,1,6,34,121,39,46,17,23,6,20,23,31,48,83,30,0,0
95GG03S1,1011,2,0,49,7,0,1,5,5,24,7,10,7,43,109,15,45,61,60,21,90,24,133,114,174,53,0,1
95GG03S2,950,1,1,56,2,1,1,5,8,28,11,4,6,24,128,28,58,43,33,12,86,28,99,129,155,58,0,1
95GG03S3,1116,3,2,66,7,0,1,6,2,33,17,5,8,37,169,37,75,64,57,13,97,37,112,95,163,76,0,0
95GG04S1,568,0,0,34,6,2,0,2,3,13,8,2,3,30,80,25,68,40,27,3,20,32,46,32,89,37,0,0
95GG04S2,454,0,0,28,7,1,0,1,2,9,8,2,4,22,78,37,69,5,19,6,13,26,25,36,49,34,0,1
95GG04S3,607,0,0,47,7,0,1,4,4,20,11,6,7,29,110,32,65,20,20,2,13,46,57,28,90,35,0,0
95GG05S1,1055,1,1,51,10,0,1,9,3,16,12,3,3,21,119,21,98,67,38,8,99,42,125,126,172,59,1,0
95GG05S2,1269,0,2,68,5,2,0,13,5,29,14,3,9,32,134,34,103,64,62,13,99,51,137,158,189,111,0,0
95GG05S3,1157,0,1,41,8,0,0,8,3,14,8,4,5,41,163,27,115,84,58,8,99,51,111,120,157,71,1,0
95GG06S1,731,0,0,67,6,0,3,9,8,30,11,4,18,33,138,31,37,9,24,4,20,66,58,56,120,46,0,0
95GG06S2,802,0,0,71,7,2,0,4,9,28,21,6,8,44,159,44,48,23,27,7,27,51,75,69,103,39,1,0
95GG06S3,904,0,0,80,7,0,1,7,7,46,12,6,9,50,156,51,49,19,33,5,42,49,96,92,110,57,0,0
95GG07S1,748,0,0,36,2,2,0,2,4,14,12,3,6,24,107,26,43,13,30,13,27,31,60,63,233,33,0,0
95GG07S2,578,1,0,26,3,2,0,1,2,12,6,3,5,20,88,14,42,14,26,4,16,39,57,37,153,33,0,0
95GG07S3,648,0,1,33,2,0,1,3,5,6,16,3,5,27,120,34,39,21,22,9,19,31,53,54,154,23,0,0
95GG08S1,600,1,1,28,7,2,0,4,2,10,3,4,4,36,109,36,25,23,25,9,30,17,58,68,85,40,0,1
95GG08S2,668,0,0,47,3,1,1,2,7,19,14,1,9,35,119,45,61,15,21,7,26,55,50,62,72,42,1,0
95GG08S3,817,0,0,46,9,4,0,3,4,21,5,3,7,27,140,46,69,35,31,13,51,41,77,48,132,50,0,1
95GG09S1,973,1,1,53,7,0,3,6,8,23,6,5,0,27,143,27,33,57,51,17,104,27,116,107,141,63,0,0
95GG09S2,948,2,0,78,6,5,1,4,7,37,18,4,6,38,170,37,33,44,46,8,61,41,128,86,121,45,0,0
95GG09S3,971,1,1,56,15,2,0,8,1,21,9,1,7,34,181,55,60,37,44,7,37,59,105,88,159,38,0,1
95GG10S1,874,2,3,70,13,2,0,10,6,27,12,3,11,31,177,29,99,30,33,5,37,56,48,55,145,39,1,0
95GG10S2,970,2,0,61,14,2,2,4,3,22,14,6,14,42,165,29,90,34,46,4,42,80,60,82,164,48,1,0
95GG11S1,858,2,2,71,14,0,2,11,2,24,18,2,3,26,149,39,71,37,35,8,48,55,87,69,109,43,2,0
95GG11S2,819,2,0,52,10,1,0,6,9,17,9,4,3,36,115,24,44,44,48,10,81,25,94,87,110,37,0,3
95GG11S3,977,0,0,67,17,0,1,3,11,22,13,3,9,37,173,39,92,42,53,20,63,59,101,73,113,33,0,0
95GG12S1,850,0,0,25,2,0,0,1,3,14,5,6,1,23,245,11,120,25,23,5,59,30,40,108,82,47,0,0
95GG12S2,1030,2,0,26,3,0,0,5,2,9,7,0,1,13,347,14,213,41,35,7,51,25,36,83,79,56,0,1
95GG12S3,864,1,1,25,4,2,0,3,3,7,6,1,2,15,276,13,143,40,22,5,53,23,38,99,72,34,1,0
95GG12S4,960,0,0,33,6,0,0,2,4,10,11,2,2,17,272,14,163,62,47,14,45,40,59,72,73,45,0,0
95GG12S5,857,0,0,30,7,2,0,0,4,8,9,2,6,20,151,23,119,41,68,12,48,56,53,72,94,62,0,0
95GG13S1,529,0,0,52,8,0,0,5,6,22,11,1,9,25,90,41,31,17,13,7,14,36,46,47,66,32,2,0
95GG13S2,802,2,1,40,3,4,0,5,6,17,5,3,3,41,92,35,43,49,33,13,74,19,73,131,110,39,0,1
95GG13S3,692,0,0,58,13,2,2,4,5,23,9,0,3,33,135,42,35,23,33,7,39,40,51,62,102,29,0,0
95GG14S1,783,1,0,65,5,3,0,7,6,33,11,2,6,40,102,32,40,25,28,17,43,20,76,111,132,42,0,1
95GG14S2,773,1,0,34,2,3,0,2,7,14,6,2,1,35,100,17,23,28,46,17,64,21,80,139,132,32,1,0
95GG14S3,812,0,0,59,8,0,0,5,0,28,18,3,7,29,130,41,34,33,33,11,49,42,88,87,126,39,0,1
95GG15S1,851,3,0,49,8,2,0,6,4,16,13,7,4,49,94,12,22,48,51,14,84,23,107,112,124,47,1,0
95GG15S2,1076,0,0,63,4,1,1,8,2,30,17,8,4,35,124,34,45,51,54,17,81,27,163,143,173,52,0,2
95GG15S3,827,0,0,58,11,2,0,7,10,18,10,3,3,36,103,27,46,31,42,4,49,30,112,89,133,60,0,1
95GG16S1,844,0,1,34,4,1,0,5,2,16,6,5,6,20,135,54,54,48,29,12,49,26,61,101,170,39,0,0
95GG16S2,860,0,0,42,9,4,1,3,1,13,11,3,2,47,125,36,59,45,35,16,51,36,86,121,111,43,0,2
95GG16S3,700,1,0,36,4,4,1,5,6,10,6,1,13,39,88,33,36,23,31,8,46,32,79,74,119,41,0,0
95GG17S1,683,1,0,27,5,0,1,3,0,11,7,0,6,41,135,42,52,18,30,8,26,22,54,70,105,45,1,0
95GG17S2,726,1,1,44,6,1,0,5,6,14,12,3,3,42,138,51,35,26,24,8,32,18,78,70,115,36,1,0
95GG17S3,572,0,0,41,4,0,0,5,7,18,7,0,6,33,88,38,33,15,29,15,19,37,40,41,83,53,1,0
95GG18S1,754,0,0,51,5,1,0,6,4,28,7,3,9,37,113,39,57,12,27,4,23,31,72,61,175,40,0,0
