Geography,GeographyCode,AverageHouseholdSize
ANNAGHMORE (MID ULSTER LGD),N11000297,2.9819277108433737
AUGHNACLOY,N11000299,2.4342105263157894
BALLYGAWLEY,N11000300,2.4271356783919598
CALEDON,N11000304,2.309734513274336
CASTLECAULFIELD,N11000308,2.627296587926509
CLOGHER,N11000309,2.273049645390071
COALISLAND,N11000311,2.579721995094031
DONAGHMORE,N11000314,2.546236559139785
DUNGANNON,N11000315,2.686392510865931
EGLISH (MID ULSTER LGD),N11000318,3.1402439024390243
FIVEMILETOWN,N11000319,2.154589371980676
KILLYMAN,N11000323,2.738341968911917
MOY,N11000324,2.5142857142857142
NEWMILLS,N11000325,2.581993569131833
THE BUSH,N11000327,2.8317757009345796
BALLINAMALLARD,N11000331,2.3197278911564627
BELLANALECK,N11000334,2.954356846473029
BELLEEK (FERMANAGH AND OMAGH LGD),N11000335,2.11353711790393
DERRYGONNELLY,N11000342,2.254980079681275
DERRYLIN,N11000343,2.381818181818182
EDERNEY,N11000345,2.126923076923077
ENNISKILLEN,N11000346,2.21389514313284
IRVINESTOWN,N11000349,2.21163012392755
KESH,N11000350,2.2222222222222223
LISBELLAW,N11000356,2.3121019108280256
LISNASKEA,N11000358,2.315251572327044
MAGUIRESBRIDGE,N11000360,2.413551401869159
NEWTOWNBUTLER,N11000363,2.265734265734266
BALLYCARRY,N11000371,2.418300653594771
BALLYGALLEY,N11000372,2.27217125382263
BALLYSTRUDDER,N11000373,2.407766990291262
CARNLOUGH,N11000378,2.373134328358209
GLENARM,N11000385,2.1125
GLYNN,N11000387,2.1355311355311355
LARNE,N11000389,2.1571279916753383
BALLYKELLY,N11000398,2.509293680297398
DUNGIVEN,N11000403,2.579799537393986
FEENY,N11000404,2.888888888888889
GREYSTEEL,N11000408,2.5366726296958855
LIMAVADY,N11000410,2.2814394680226875
AGHALEE,N11000412,2.6023391812865495
ANNAHILT,N11000413,2.3835294117647057
DROMARA,N11000421,2.518018018018018
DRUMBEG,N11000422,2.3803680981595092
GLENAVY,N11000430,2.9544334975369457
HILLSBOROUGH AND CULCAVY,N11000434,2.2012678288431062
LISBURN CITY,N11000438,2.370650032829941
LOWER BALLINDERRY,N11000440,2.728862973760933
MAGHABERRY,N11000445,2.76937441643324
METROPOLITAN LISBURN,N11000447,2.518588087970572
MILLTOWN,N11000448,2.5357142857142856
MOIRA,N11000449,2.329162656400385
RAVERNET,N11000452,2.469298245614035
STONEYFORD,N11000454,2.7302904564315353
BELLAGHY,N11000461,2.714902807775378
CASTLEDAWSON,N11000462,2.5569060773480663
CLADY (MID ULSTER LGD),N11000463,2.595
DRAPERSTOWN,N11000468,2.577190542420028
GULLADUFF,N11000472,3.045045045045045
MAGHERA (MID ULSTER LGD),N11000477,2.5272618334331933
MAGHERAFELT,N11000478,2.4812286689419794
TOBERMORE,N11000484,2.3129032258064517
BALLYCASTLE,N11000488,2.3114345114345114
BUSHMILLS,N11000490,2.060200668896321
CUSHENDALL,N11000493,2.393374741200828
ANNALONG,N11000502,2.466019417475728
BALLYHOLLAND,N11000504,2.9722222222222223
BALLYMARTIN,N11000506,2.6422018348623855
BESSBROOK,N11000510,2.486038394415358
CAMLOUGH,N11000511,2.6231155778894473
CROSSMAGLEN,N11000513,2.4293948126801155
FORKHILL,N11000519,2.5462962962962963
HILLTOWN,N11000524,2.678843226788432
KILKEEL,N11000527,2.440728353771832
MAYOBRIDGE,N11000533,2.85
MEIGH,N11000534,2.5633423180592994
MULLAGHBANE,N11000535,2.620408163265306
NEWRY,N11000537,2.5099208114600944
NEWTOWNCLOGHOGE,N11000538,2.444976076555024
NEWTOWNHAMILTON,N11000539,2.449275362318841
ROSTREVOR,N11000540,2.3644230769230767
WARRENPOINT / BURREN,N11000544,2.5127629733520336
BALLYCLARE,N11000546,2.3274815778066755
BALLYNURE,N11000550,2.4541176470588235
BALLYROBERT,N11000551,2.6484848484848484
COGRY / KILBRIDE,N11000553,2.5407969639468693
DOAGH,N11000555,2.2164296998420223
METROPOLITAN NEWTOWNABBEY,N11000559,2.33558196434813
BANGOR,N11000564,2.2765525350055227
CRAWFORDSBURN,N11000566,2.3932038834951457
GROOMSPORT,N11000568,1.9678456591639872
HELEN'S BAY,N11000569,2.5113636363636362
HOLYWOOD,N11000570,2.2678686413393434
SEAHILL,N11000573,2.376126126126126
BERAGH,N11000576,2.3036303630363038
CARRICKMORE,N11000577,2.70995670995671
DROMORE (FERMANAGH AND OMAGH LGD),N11000581,2.2628336755646816
DRUMQUIN,N11000584,2.1983471074380163
FINTONA,N11000589,2.093264248704663
LOUGHMACRORY,N11000599,2.948717948717949
OMAGH TOWN,N11000603,2.300091386794608
ARTIGARVAN,N11000616,2.4126506024096384
BALLYMAGORRY,N11000617,2.3309352517985613
CASTLEDERG,N11000619,2.2447876447876447
CLADY (DERRY CITY AND STRABANE LGD),N11000620,2.4722222222222223
DONEMANA,N11000624,2.397003745318352
ERGANAGH,N11000627,2.6391752577319587
GLEBE,N11000629,2.797794117647059
MAGHERAMASON,N11000633,2.231707317073171
NEWTOWNSTEWART,N11000634,2.258785942492013
SION MILLS,N11000636,2.220472440944882
STRABANE,N11000638,2.405901403382512
ELSEWHERE IN NI,N11999999,2.8169312758117564
