Geography,GeographyCode,AverageHouseholdSize
Orangefield,N08000341,2.236013164080865
Ormeau,N08000342,2.034384858044164
Poleglass,N08000343,2.7136505113383724
Ravenhill,N08000344,2.160681399631676
Rosetta,N08000345,2.192502928543538
Sandown,N08000346,2.2717557251908396
Shandon,N08000347,2.1997503121098627
Shankill (Belfast LGD),N08000348,2.0326609029779057
Shaw's Road,N08000349,2.3540940766550524
Stewartstown (Belfast LGD),N08000350,2.42478813559322
Stormont,N08000351,2.207070707070707
Stranmillis,N08000352,2.509597971749366
Sydenham,N08000353,1.9841212558643089
Turf Lodge,N08000354,2.514584479911943
Twinbrook,N08000355,2.365079365079365
Upper Malone,N08000356,2.284462886122637
Water Works,N08000357,2.1560375526060214
Windsor,N08000358,2.225403225806452
Woodstock,N08000359,1.9944168734491314
Woodvale,N08000360,1.949081163859112
Aghadowey,N08000401,2.6992952231793264
Altahullion,N08000402,2.7860262008733625
Atlantic,N08000403,2.3275064267352183
Ballycastle,N08000404,2.2464550979068196
Ballykelly,N08000405,2.6578044596912522
Ballymoney East,N08000406,2.1861777150916786
Ballymoney North,N08000407,2.2374830852503385
Ballymoney South,N08000408,2.3562978427279053
Castlerock,N08000409,2.3402346445824707
Churchland,N08000410,2.3356867779204107
Clogh Mills,N08000411,2.6221899927483685
Coolessan,N08000412,2.1174764321972446
Dervock,N08000413,2.4780733285406185
Drumsurn,N08000414,2.6601307189542482
Dundooan,N08000415,2.5584854631507774
Dungiven,N08000416,2.735049833887043
Dunloy,N08000417,2.910843373493976
Feeny,N08000418,2.778890600924499
Garvagh,N08000419,2.759392486011191
Giant's Causeway,N08000420,2.304258241758242
Greysteel,N08000421,2.531079607415485
Greystone (Causeway Coast and Glens LGD),N08000422,2.4741379310344827
Hopefield,N08000423,2.289187460012796
Kilrea,N08000424,2.643864598025388
Kinbane,N08000425,2.459327217125382
Loughguile and Stranocum,N08000426,2.8225806451612905
Lurigethan,N08000427,2.5059797608095677
Macosquin,N08000428,2.558538404175988
Magilligan,N08000429,2.561387900355872
Mountsandel,N08000430,1.9548872180451127
Portrush and Dunluce,N08000431,1.860724233983287
Portstewart,N08000432,1.978442280945758
Quarry,N08000433,2.3984799131378938
Rasharkin,N08000434,2.763701067615658
Roeside,N08000435,2.0230591852421216
Route,N08000436,2.4633620689655173
Torr Head and Rathlin,N08000437,2.5511527377521612
University,N08000438,2.2236147757255935
Waterside,N08000439,2.193877551020408
Windy Hall,N08000440,2.466491458607096
Artigarvan,N08000501,2.631236442516269
Ballycolman,N08000502,2.4646680942184154
Ballymagroarty,N08000503,2.624505928853755
Brandywell,N08000504,2.1198402130492675
Carn Hill,N08000505,2.4467353951890036
Castlederg,N08000506,2.2987721691678034
Caw,N08000507,2.221707818930041
City Walls,N08000508,1.680952380952381
Claudy,N08000509,2.686108979278588
Clondermot,N08000510,2.4271034039820165
Creggan,N08000511,2.447887323943662
Creggan South,N08000512,2.4391634980988592
Culmore,N08000513,2.8977505112474438
Drumahoe,N08000514,2.480512249443207
Dunnamanagh,N08000515,2.704387990762125
Ebrington,N08000516,2.1422319474835887
Eglinton,N08000517,2.627464309993202
Enagh,N08000518,2.6184690157958688
Finn,N08000519,2.8076673164392463
Foyle Springs,N08000520,2.5986336464560207
Galliagh,N08000521,2.420271142672692
Glenderg,N08000522,2.6941870261162593
Glenelly Valley,N08000523,2.833472106577852
Kilfennan,N08000524,2.5791881074899945
Lisnagelvin,N08000525,2.1101468624833113
Madam's Bank,N08000526,2.3131731565865783
New Buildings,N08000527,2.5201853077432164
Newtownstewart,N08000528,2.4390243902439024
Northland,N08000529,1.8842105263157896
Park (Derry City and Strabane LGD),N08000530,2.8660714285714284
Shantallow,N08000531,2.5116438356164386
Shantallow East,N08000532,2.7068527918781724
Sheriff's Mountain,N08000533,2.7372742200328406
Sion Mills,N08000534,2.407741935483871
Skeoge,N08000535,2.6332094175960346
Slievekirk,N08000536,2.61978021978022
Springtown,N08000537,2.5091543156059286
Strabane North,N08000538,2.260180995475113
Strabane West,N08000539,2.18104062722737
Victoria (Derry City and Strabane LGD),N08000540,2.326852338413032
Ballinamallard,N08000601,2.427512355848435
Belcoo and Garrison,N08000602,2.523444976076555
Belleek and Boa,N08000603,2.421134421134421
Beragh,N08000604,2.6590493601462524
"Boho, Cleenish and Letterbreen",N08000605,2.766265060240964
Brookeborough,N08000606,2.7244348762109794
Camowen,N08000607,2.236646884272997
Castlecoole,N08000608,2.3861236802413273
Coolnagard,N08000609,2.5789068514241724
Dergmoney,N08000610,2.0704563650920735
Derrygonnelly,N08000611,2.623485554520037
Derrylin,N08000612,2.6778523489932886
Donagh,N08000613,2.747551686615887
Dromore (Fermanagh and Omagh LGD),N08000614,2.695062923523717
Drumnakilly,N08000615,2.8919164396003634
Drumquin,N08000616,2.7504725897920603
Ederney and Kesh,N08000617,2.3792502179598953
Erne,N08000618,2.1265729089563288
Fairy Water,N08000619,2.7100297914597817
Fintona,N08000620,2.42680608365019
Florence Court and Kinawley,N08000621,2.7660818713450293
Gortin,N08000622,2.7412765957446807
Gortrush,N08000623,2.3299492385786804
Irvinestown,N08000624,2.3821252638986627
Killyclogher,N08000625,2.360410094637224
Lisbellaw,N08000626,2.5926870748299318
Lisnarrick,N08000627,2.41981845688351
Lisnaskea,N08000628,2.2663139329805997
Maguiresbridge,N08000629,2.6739837398373982
Newtownbutler,N08000630,2.556772908366534
Newtownsaville,N08000631,2.8505747126436782
Owenkillew,N08000632,2.8855614973262034
Portora,N08000633,2.063595068137573
Rosslea,N08000634,2.7983193277310923
Rossorry,N08000635,2.2136006974716653
Sixmilecross,N08000636,2.9245087900723887
Strule,N08000637,2.013559322033898
Tempo,N08000638,2.718483412322275
Termon,N08000639,3.0635641316685587
Trillick,N08000640,2.8609865470852016
Ballinderry,N08000701,2.7026462395543174
Ballyhanwood,N08000702,2.2899318697956095
Ballymacash,N08000703,2.533167495854063
Ballymacbrennan,N08000704,2.6266094420600856
Ballymacoss,N08000705,2.5508547008547007
Beechill,N08000706,2.4847512038523276
Blaris,N08000707,2.162127929069031
Cairnshill,N08000708,2.5811903012490816
Carrowreagh,N08000709,2.509966777408638
Carryduff East,N08000710,2.592541436464088
Carryduff West,N08000711,2.5082335329341316
Derryaghy,N08000712,2.232313095835424
Dromara,N08000713,2.678018575851393
Drumbo,N08000714,2.5516372795969775
Dundonald,N08000715,2.2414545454545456
Enler,N08000716,2.192202462380301
Galwally,N08000717,2.305998481397115
Glenavy,N08000718,2.9387608069164264
Graham's Bridge,N08000719,2.1695710455764075
Harmony Hill,N08000720,2.340821068938807
Hilden,N08000721,1.9897907095456866
Hillhall,N08000722,2.426865671641791
Hillsborough,N08000723,2.2607508532423206
Knockbracken,N08000724,2.600149476831091
Knockmore,N08000725,2.4953475643130814
Lagan,N08000726,2.5485294117647057
Lagan Valley,N08000727,2.1864973262032086
Lambeg,N08000728,2.0832870627429205
Lisnagarvey,N08000729,2.2265151515151516
Maghaberry,N08000730,2.753875968992248
Magheralave,N08000731,2.5017857142857145
Maze,N08000732,2.505873140172279
Moira,N08000733,2.4022092267706303
Moneyreagh,N08000734,2.5081833060556464
Newtownbreda,N08000735,2.267741935483871
Old Warren,N08000736,2.3378995433789953
Ravernet,N08000737,2.662360034453058
Stonyford,N08000738,2.8316831683168315
Wallace Park,N08000739,2.439360929557008
White Mountain,N08000740,2.6163682864450126
Academy,N08000801,2.3330249768732654
Ahoghill,N08000802,2.4279918864097363
Ardeevin,N08000803,2.459224598930481
Ballee and Harryville,N08000804,2.1369945684972844
Ballycarry and Glynn,N08000805,2.4511475409836065
Ballykeel,N08000806,2.2023289665211063
Boneybefore,N08000807,2.3099273607748185
Braidwater,N08000808,2.4385432473444615
Broughshane,N08000809,2.3179838207840695
Burleigh Hill,N08000810,2.3222918531781556
Cairncastle,N08000811,2.357142857142857
Carnlough and Glenarm,N08000812,2.4357366771159876
Castle (Mid and East Antrim LGD),N08000813,1.8174077578051089
Castle Demesne,N08000814,2.282979824107605
Craigyhill,N08000815,2.152663371773751
Cullybackey,N08000816,2.2188708430007735
Curran and Inver,N08000817,1.9624924379915305
Fair Green,N08000818,2.381920903954802
Galgorm,N08000819,2.4484574868322047
Gardenmore,N08000820,2.026959247648903
Glenravel,N08000821,2.8129890453834117
Glenwhirry,N08000822,2.767233661593554
Gortalee,N08000823,2.2206855081178594
Grange,N08000824,2.9783827061649317
Greenisland,N08000825,2.3913347309573725
Islandmagee,N08000826,2.3163498098859314
Kells,N08000827,2.491253644314869
Kilroot,N08000828,2.669390320553111
Kilwaughter,N08000829,2.603804347826087
Kirkinriola,N08000830,2.5959349593495933
Love Lane,N08000831,2.117148906139732
Maine,N08000832,2.722272317403066
Park (Mid and East Antrim LGD),N08000833,2.320371935756551
Portglenone,N08000834,2.605324980422866
Slemish,N08000835,2.7619461337966986
Sunnylands,N08000836,2.2901062045835663
The Maidens,N08000837,2.1268564356435644
Victoria (Mid and East Antrim LGD),N08000838,2.4909090909090907
Whitehead South,N08000839,2.110180412371134
Woodburn,N08000840,2.5217071376011773
Ardboe,N08000901,2.9818897637795274
Augher and Clogher,N08000902,2.7767857142857144
Aughnacloy,N08000903,2.8266253869969042
Ballygawley,N08000904,2.8665207877461705
Ballymaguigan,N08000905,2.947139753801593
Ballysaggart,N08000906,2.738699007717751
Bellaghy,N08000907,3.0210444271239285
Caledon,N08000908,2.8593073593073592
Castlecaulfield,N08000909,2.8074298711144805
Castledawson,N08000910,2.6309778729478945
Coagh,N08000911,2.826677994902294
Coalisland North,N08000912,2.637212643678161
Coalisland South,N08000913,2.591256830601093
Cookstown East,N08000914,2.3890322580645162
Cookstown South,N08000915,2.583395661929693
Cookstown West,N08000916,2.444591904445919
Coolshinny,N08000917,2.9684519442406456
Donaghmore,N08000918,2.906225980015373
Draperstown,N08000919,2.7819420783645654
Fivemiletown,N08000920,2.5206677265500796
Glebe (Mid Ulster LGD),N08000921,2.4025396825396825
Killyman,N08000922,2.758962623951182
Killymeal,N08000923,2.773702031602709
Lissan,N08000924,2.810086682427108
Loughry,N08000925,2.5216637781629117
Lower Glenshane,N08000926,3.1156126482213438
Maghera,N08000927,2.4672830725462305
Moy,N08000928,2.7102546455609087
Moygashel,N08000929,2.4920525224602628
Mullaghmore,N08000930,2.789674952198853
Oaklands,N08000931,3.0854545454545454
Pomeroy,N08000932,3.0186770428015564
Stewartstown (Mid Ulster LGD),N08000933,2.8168631006346327
Swatragh,N08000934,3.153987167736022
Tamlaght O'Crilly,N08000935,2.9794745484400655
The Loup,N08000936,2.8704206241519676
Tobermore,N08000937,2.7664
Town Parks East,N08000938,2.464632454923717
Valley (Mid Ulster LGD),N08000939,2.8314144736842106
Washing Bay,N08000940,3.0943708609271523
"Abbey (Newry, Mourne and Down LGD)",N08001001,2.3908114558472553
Annalong,N08001002,2.674892041949414
Ballybot,N08001003,2.294577006507592
Ballydugan,N08001004,2.8776758409785934
Ballynahinch,N08001005,2.21793037672866
Ballyward,N08001006,2.8681177976952625
Bessbrook,N08001007,2.5618915159944367
Binnian,N08001008,2.720886075949367
Burren,N08001009,2.940735694822888
Camlough,N08001010,2.9086402266288953
Castlewellan,N08001011,2.6853582554517135
"Cathedral (Newry, Mourne and Down LGD)",N08001012,2.4052964881980428
Crossgar and Killyleagh,N08001013,2.341502397442728
Crossmaglen,N08001014,2.7728237791932058
Damolly,N08001015,2.559432288586635
Derryboy,N08001016,2.5547024952015356
Derryleckagh,N08001017,3.1050632911392406
Donard,N08001018,2.200361010830325
Drumalane,N08001019,2.618599791013584
Drumaness,N08001020,2.6967105263157896
Dundrum,N08001021,2.5117581187010076
Fathom,N08001022,2.8848684210526314
Forkhill,N08001023,2.8766368022053754
Hilltown,N08001024,2.988358556461001
Kilkeel,N08001025,2.404228855721393
Kilmore,N08001026,2.6842105263157894
Knocknashinna,N08001027,2.533879781420765
Lecale,N08001028,2.512463768115942
Lisnacree,N08001029,2.821976672805402
Mayobridge,N08001030,3.0754497968659313
Mullaghbane,N08001031,2.948207171314741
Murlough,N08001032,2.4107591754650577
Newtownhamilton,N08001033,3.052522460262612
Quoile,N08001034,2.6184971098265897
Rostrevor,N08001035,2.451779563719862
Saintfield,N08001036,2.391812865497076
St. Patrick's,N08001037,2.5415504740658115
Strangford,N08001038,2.6547619047619047
Tollymore,N08001039,2.9403701165181633
Warrenpoint,N08001040,2.2908997955010224
Whitecross,N08001041,2.9229661627069836
Ballycrochan,N08001101,2.420807453416149
Ballygowan,N08001102,2.5663924794359576
Ballygrainey,N08001103,2.350242446848191
Ballyholme,N08001104,2.231700288184438
Ballymagee,N08001105,2.753369272237197
Ballywalter,N08001106,2.2803141875306823
Bloomfield (Ards and North Down LGD),N08001107,2.363431151241535
Broadway,N08001108,2.158338741077223
Bryansburn,N08001109,2.267605633802817
Carrowdore,N08001110,2.411331444759207
Castle (Ards and North Down LGD),N08001111,2.058762886597938
Clandeboye,N08001112,2.651870640456563
Comber North,N08001113,2.332307692307692
Comber South,N08001114,2.286231884057971
Comber West,N08001115,2.1394148020654047
Conway Square,N08001116,1.851994851994852
Cronstown,N08001117,2.6417910447761193
Cultra,N08001118,2.4877260981912146
Donaghadee,N08001119,2.1706636921360847
Glen,N08001120,2.3870116156283
Gregstown,N08001121,2.232574679943101
Groomsport,N08001122,2.130924170616114
Harbour,N08001123,2.050727834142038
Helen's Bay,N08001124,2.315947242206235
Holywood,N08001125,2.208864265927978
Kilcooley,N08001126,2.213846153846154
Killinchy,N08001127,2.4510978043912175
Kircubbin,N08001128,2.447045707915273
Loughries,N08001129,2.441527446300716
Loughview,N08001130,2.2140762463343107
Movilla,N08001131,2.4306987399770903
Portaferry,N08001132,2.3905608755129957
Portavogie,N08001133,2.501626545217957
Rathgael,N08001134,2.1764354066985647
Rathmore,N08001135,2.197860962566845
Scrabo,N08001136,2.2521459227467813
Silverbirch,N08001137,2.419016393442623
Silverstream,N08001138,2.088139281828074
Warren,N08001139,2.2160621761658033
West Winds,N08001140,2.2210953346855984
