GeographyCode,LC2101NI0001,LC2101NI0002,LC2101NI0003,LC2101NI0004,LC2101NI0005,LC2101NI0006,LC2101NI0007,LC2101NI0008,LC2101NI0009,LC2101NI0010,LC2101NI0011,LC2101NI0012,LC2101NI0013,LC2101NI0014,LC2101NI0015,LC2101NI0016,LC2101NI0017,LC2101NI0018,LC2101NI0019,LC2101NI0020,LC2101NI0021,LC2101NI0022,LC2101NI0023,LC2101NI0024,LC2101NI0025
95AA15,4186,1875,452,920,939,1036,495,104,239,198,1342,533,142,295,372,1133,528,110,227,268,675,319,96,159,101
95AA16,1807,1032,40,353,382,344,192,6,68,78,530,263,12,96,159,477,292,8,80,97,456,285,14,109,48
95AA17,2142,1105,216,536,285,473,236,40,138,59,587,300,59,138,90,595,305,65,139,86,487,264,52,121,50
95AA18,2439,1454,132,426,427,376,205,21,93,57,427,238,25,91,73,663,368,43,131,121,973,643,43,111,176
95AA19,2687,323,1344,854,166,681,84,345,219,33,742,67,403,216,56,723,82,369,232,40,541,90,227,187,37
95BB01,3609,2141,162,641,665,772,452,23,127,170,813,421,43,178,171,1213,740,49,201,223,811,528,47,135,101
95BB02,2347,1444,88,452,363,327,211,14,64,38,537,294,16,106,121,607,369,23,117,98,876,570,35,165,106
95BB03,4219,2694,113,720,692,817,532,19,144,122,882,524,8,183,167,1132,753,35,163,181,1388,885,51,230,222
95BB04,3048,1853,94,553,548,434,248,12,95,79,570,321,18,116,115,794,478,22,127,167,1250,806,42,215,187
95BB05,3401,2071,119,615,596,642,356,21,137,128,709,415,29,146,119,1000,600,28,181,191,1050,700,41,151,158
95BB06,2870,1732,89,586,463,386,227,6,99,54,816,439,23,174,180,722,436,23,145,118,946,630,37,168,111
95BB07,2953,1900,59,533,461,508,323,5,99,81,701,415,13,142,131,768,499,14,138,117,976,663,27,154,132
95BB08,2625,1694,57,458,416,523,342,5,102,74,633,346,17,122,148,693,473,10,107,103,776,533,25,127,91
95BB09,2943,1806,66,471,600,436,257,4,69,106,637,342,6,116,173,833,515,21,134,163,1037,692,35,152,158
95BB10,3327,1996,130,545,656,499,294,14,91,100,594,359,22,99,114,878,488,45,151,194,1356,855,49,204,248
95BB11,2955,1887,62,492,514,475,307,2,92,74,565,335,9,108,113,810,534,14,116,146,1105,711,37,176,181
95BB12,2776,1713,88,490,485,599,377,10,111,101,663,386,17,147,113,718,427,20,126,145,796,523,41,106,126
95BB13,4444,2828,91,783,742,996,642,10,190,154,981,575,27,181,198,1355,849,20,246,240,1112,762,34,166,150
95BB14,3116,1804,132,528,652,583,314,30,120,119,610,344,27,96,143,934,565,36,156,177,989,581,39,156,213
95BB15,3489,1388,629,1038,434,790,306,142,248,94,793,300,156,249,88,1014,394,181,300,139,892,388,150,241,113
95BB16,3136,1971,88,487,590,565,343,9,90,123,555,325,19,87,124,930,580,31,144,175,1086,723,29,166,168
95BB17,3556,2225,87,643,601,845,539,18,151,137,834,527,15,143,149,1066,666,31,186,183,811,493,23,163,132
95BB18,4279,2691,103,737,748,971,614,15,179,163,916,530,20,192,174,1235,781,34,205,215,1157,766,34,161,196
95BB19,4788,2978,143,805,862,1069,649,36,189,195,1063,623,27,198,215,1586,978,52,243,313,1070,728,28,175,139
95BB20,3413,976,1057,1066,314,684,209,207,208,60,818,208,292,252,66,928,270,264,288,106,983,289,294,318,82
95BB21,4719,2849,235,798,837,1048,631,43,172,202,1014,569,68,184,193,1369,819,63,233,254,1288,830,61,209,188
95BB22,3040,1947,53,546,494,802,529,12,136,125,762,450,11,164,137,925,595,17,151,162,551,373,13,95,70
95BB23,3025,1797,122,539,567,494,270,20,103,101,627,351,22,125,129,850,518,32,131,169,1054,658,48,180,168
95CC01,2558,262,1288,709,299,512,32,269,145,66,671,44,369,155,103,726,73,350,206,97,649,113,300,203,33
95CC02,2725,606,1226,683,210,585,146,260,139,40,714,128,356,174,56,737,153,326,187,71,689,179,284,183,43
95CC03,2817,285,1446,614,472,676,70,352,139,115,871,53,447,156,215,691,63,362,163,103,579,99,285,156,39
95CC04,2440,543,1198,530,169,561,124,302,96,39,660,127,352,117,64,616,124,311,139,42,603,168,233,178,24
95CC05,2774,785,1096,631,262,662,171,277,151,63,699,176,278,147,98,730,212,305,142,71,683,226,236,191,30
95CC06,2776,936,911,559,370,590,176,221,108,85,674,187,259,119,109,772,262,252,167,91,740,311,179,165,85
95CC07,3475,508,1884,827,256,921,127,515,207,72,930,109,538,214,69,990,150,536,228,76,634,122,295,178,39
95CC08,2565,181,1502,654,228,577,43,333,139,62,711,48,426,147,90,668,46,396,173,53,609,44,347,195,23
95CC09,3354,2213,178,488,475,724,476,36,117,95,875,567,54,113,141,974,646,50,133,145,781,524,38,125,94
95CC10,2577,1479,272,436,390,476,249,40,100,87,574,285,80,103,106,709,406,85,116,102,818,539,67,117,95
95CC11,1795,195,936,488,176,313,43,167,71,32,494,37,269,114,74,438,48,222,128,40,550,67,278,175,30
95CC12,2785,1079,989,462,255,666,221,243,134,68,688,235,274,112,67,752,289,278,123,62,679,334,194,93,58
95CC13,2474,887,874,538,175,551,178,210,125,38,658,235,244,124,55,654,222,240,140,52,611,252,180,149,30
95CC14,3035,1997,172,466,400,707,470,36,114,87,723,463,39,115,106,844,564,57,113,110,761,500,40,124,97
95CC15,2903,1323,656,549,375,675,300,144,128,103,712,275,202,132,103,841,390,180,169,102,675,358,130,120,67
95CC16,2820,1708,257,457,398,665,411,49,115,90,700,400,61,114,125,749,439,65,126,119,706,458,82,102,64
95CC17,2730,644,1225,632,229,613,102,307,146,58,772,187,344,180,61,733,172,333,154,74,612,183,241,152,36
95CC18,2342,759,674,452,457,443,127,119,95,102,549,149,160,89,151,663,202,200,121,140,687,281,195,147,64
95CC19,2720,1338,556,517,309,650,305,145,130,70,624,278,136,128,82,792,368,175,145,104,654,387,100,114,53
95CC20,3010,1844,74,513,579,668,396,17,113,142,719,389,16,147,167,897,549,25,147,176,726,510,16,106,94
95CC21,2925,1821,149,522,433,636,393,21,126,96,694,389,56,134,115,834,525,31,148,130,761,514,41,114,92
95CC22,1740,964,188,235,353,274,162,23,31,58,433,208,40,55,130,468,260,49,58,101,565,334,76,91,64
95DD01,2099,1259,125,288,427,334,186,34,50,64,359,189,20,47,103,544,314,36,88,106,862,570,35,103,154
95DD02,3888,2748,101,439,600,847,586,18,107,136,965,649,31,119,166,1133,812,19,122,180,943,701,33,91,118
95DD03,3503,2025,156,604,718,724,410,33,138,143,838,416,27,150,245,988,574,62,160,192,953,625,34,156,138
95DD04,1926,1361,58,291,216,414,277,13,72,52,501,336,11,93,61,486,374,14,46,52,525,374,20,80,51
95DD05,1739,1283,30,213,213,409,309,8,42,50,471,353,7,55,56,488,370,7,47,64,371,251,8,69,43
95DD06,2588,1533,169,407,479,372,182,30,72,88,537,261,36,88,152,621,364,49,103,105,1058,726,54,144,134
95DD07,3363,2254,78,505,526,653,439,10,116,88,678,406,17,108,147,918,630,23,115,150,1114,779,28,166,141
95DD08,2126,939,209,390,588,284,116,21,49,98,597,200,56,90,251,587,247,64,116,160,658,376,68,135,79
95DD09,2590,1773,72,369,376,531,357,20,66,88,484,335,6,71,72,818,540,33,117,128,757,541,13,115,88
95DD10,2805,1971,40,351,443,508,359,1,68,80,671,454,11,86,120,784,535,14,106,129,842,623,14,91,114
95DD11,2363,1012,349,526,476,645,270,100,140,135,675,246,104,158,167,604,277,94,116,117,439,219,51,112,57
95DD12,2610,1581,203,423,403,541,304,64,80,93,578,322,52,119,85,739,431,59,116,133,752,524,28,108,92
95DD13,1784,691,324,413,356,349,136,55,83,75,463,138,97,87,141,426,168,80,92,86,546,249,92,151,54
95DD14,3277,2112,101,486,578,677,445,24,109,99,651,420,15,93,123,1081,679,36,164,202,868,568,26,120,154
95DD15,3451,1176,1005,925,345,845,249,286,232,78,837,276,219,251,91,1039,359,315,246,119,730,292,185,196,57
95DD16,2981,1911,146,459,465,613,384,35,102,92,671,401,35,124,111,878,551,44,142,141,819,575,32,91,121
95DD17,3461,1546,701,805,409,803,328,175,197,103,855,350,208,212,85,958,434,187,211,126,845,434,131,185,95
95DD18,1885,1212,49,284,340,250,149,8,47,46,428,232,14,64,118,485,318,7,74,86,722,513,20,99,90
95DD19,3364,2288,82,407,587,703,465,12,82,144,799,515,16,107,161,983,681,24,116,162,879,627,30,102,120
95DD20,1746,1139,54,340,213,304,204,7,61,32,430,269,13,83,65,479,313,7,96,63,533,353,27,100,53
95DD21,2139,1030,213,400,496,395,176,41,81,97,574,213,45,125,191,550,270,60,96,124,620,371,67,98,84
95DD22,3136,1704,502,602,328,617,317,99,136,65,797,397,154,161,85,845,464,134,157,90,877,526,115,148,88
95DD23,2509,1612,142,432,323,482,300,22,90,70,549,344,30,94,81,739,478,46,117,98,739,490,44,131,74
95DD24,2711,900,733,658,420,559,176,160,127,96,698,179,196,156,167,734,261,200,179,94,720,284,177,196,63
95EE01,1895,238,836,691,130,474,48,220,167,39,516,65,245,168,38,523,51,243,198,31,382,74,128,158,22
95EE02,2095,1407,75,338,275,451,309,10,72,60,527,340,21,96,70,630,425,28,91,86,487,333,16,79,59
95EE03,1999,1293,88,299,319,394,252,16,55,71,498,302,26,89,81,597,372,27,94,104,510,367,19,61,63
95EE04,1993,953,352,483,205,391,190,70,93,38,490,220,95,120,55,620,300,109,138,73,492,243,78,132,39
95EE05,1509,905,58,297,249,266,155,5,61,45,315,180,12,70,53,483,282,27,93,81,445,288,14,73,70
95EE06,2278,439,1034,619,186,578,97,280,147,54,656,108,307,172,69,627,137,295,156,39,417,97,152,144,24
95EE07,1798,1139,86,372,201,391,252,13,81,45,412,249,18,97,48,501,301,22,111,67,494,337,33,83,41
95EE08,1719,1064,81,336,238,262,148,15,65,34,355,202,13,77,63,482,304,23,97,58,620,410,30,97,83
95EE09,1890,902,322,426,240,390,173,84,77,56,493,211,92,118,72,548,267,94,110,77,459,251,52,121,35
95EE10,1797,590,559,432,216,409,98,154,98,59,497,130,169,127,71,490,164,140,119,67,401,198,96,88,19
95EE11,1677,788,212,449,228,338,131,45,108,54,412,175,69,120,48,442,201,54,110,77,485,281,44,111,49
95EE12,2507,1581,98,435,393,539,344,19,93,83,724,415,37,130,142,753,495,26,121,111,491,327,16,91,57
95EE13,1529,910,92,298,229,249,140,17,38,54,310,169,15,81,45,382,219,30,70,63,588,382,30,109,67
95EE14,2684,1717,128,478,361,601,394,31,98,78,676,389,42,141,104,797,542,25,131,99,610,392,30,108,80
95EE15,1728,1011,118,346,253,371,199,30,82,60,418,231,37,92,58,487,292,33,84,78,452,289,18,88,57
95EE16,2126,1091,279,503,253,512,256,75,133,48,512,256,59,132,65,616,320,79,134,83,486,259,66,104,57
95FF01,4796,2418,648,995,735,1136,544,160,256,176,1200,547,194,273,186,1520,780,179,312,249,940,547,115,154,124
95FF02,2817,959,783,774,301,712,214,212,209,77,679,215,202,190,72,823,269,219,231,104,603,261,150,144,48
95FF03,3006,1480,386,714,426,702,373,78,152,99,886,386,143,211,146,859,436,100,214,109,559,285,65,137,72
95FF04,2629,1240,457,618,314,591,229,132,157,73,592,276,108,137,71,782,378,126,176,102,664,357,91,148,68
95FF05,2563,1455,130,579,399,518,276,24,136,82,601,295,30,151,125,724,404,38,164,118,720,480,38,128,74
95FF06,4116,2446,191,792,687,1023,593,36,224,170,965,496,62,213,194,1311,786,55,244,226,817,571,38,111,97
95FF07,2769,1274,463,714,318,678,299,116,174,89,747,329,125,194,99,790,356,137,205,92,554,290,85,141,38
95FF08,2364,1391,224,447,302,423,243,35,88,57,525,309,52,104,60,651,376,60,115,100,765,463,77,140,85
95FF09,2522,1250,417,563,292,587,286,109,134,58,615,291,101,137,86,706,348,127,139,92,614,325,80,153,56
95FF10,3473,2162,223,615,473,848,512,50,160,126,853,495,64,172,122,1092,677,68,193,154,680,478,41,90,71
95FF11,2582,1400,367,526,289,568,276,87,123,82,627,303,105,144,75,725,392,90,149,94,662,429,85,110,38
95FF12,2724,907,665,800,352,540,154,154,162,70,730,206,194,226,104,751,254,174,215,108,703,293,143,197,70
95FF13,2708,1303,469,589,347,621,273,112,150,86,612,292,107,141,72,801,370,152,166,113,674,368,98,132,76
95FF14,2432,1436,158,450,388,515,281,35,104,95,411,236,30,70,75,795,458,48,153,136,711,461,45,123,82
95FF15,2740,1272,484,637,347,596,256,118,157,65,707,278,167,151,111,669,315,120,143,91,768,423,79,186,80
95FF16,2374,1443,181,443,307,464,282,34,90,58,505,286,41,113,65,697,418,63,118,98,708,457,43,122,86
95FF17,1724,843,227,429,225,290,134,37,79,40,470,198,65,140,67,446,227,54,99,66,518,284,71,111,52
95GG01,4907,394,3244,1052,217,756,64,548,106,38,1179,89,831,198,61,1256,101,855,248,52,1716,140,1010,500,66
95GG02,5987,743,3546,1404,294,1533,189,988,313,43,1774,207,1102,372,93,1430,185,829,332,84,1250,162,627,387,74
95GG03,5939,2872,507,1264,1296,1042,446,93,264,239,1418,561,154,338,365,1826,832,161,393,440,1653,1033,99,269,252
95GG04,4908,1845,1688,855,520,1046,346,443,173,84,1502,479,539,260,224,1241,478,419,204,140,1119,542,287,218,72
95GG05,5928,1494,1802,1305,1327,885,243,247,180,215,2447,401,865,549,632,1672,440,522,345,365,924,410,168,231,115
95GG06,5626,3759,291,808,768,1123,754,54,170,145,1536,946,92,234,264,1613,1095,88,224,206,1354,964,57,180,153
95GG07,5485,570,3546,975,394,1243,152,812,186,93,1601,141,1066,270,124,1525,185,956,256,128,1116,92,712,263,49
95GG08,4910,1463,1695,1184,568,1040,294,387,240,119,1368,346,538,298,186,1337,385,486,313,153,1165,438,284,333,110
95GG09,6165,3675,284,1107,1099,1147,673,49,226,199,1429,754,76,297,302,1813,1050,99,311,353,1776,1198,60,273,245
95GG10,3998,2113,299,664,922,610,377,50,84,99,1596,608,184,324,480,979,532,48,138,261,813,596,17,118,82
95GG11,5453,2882,389,1043,1139,909,482,69,185,173,1760,694,161,390,515,1524,829,113,280,302,1260,877,46,188,149
95GG12,8945,1516,3639,1752,2038,874,189,332,187,166,6019,808,2652,1148,1411,1365,305,428,269,363,687,214,227,148,98
95GG13,4722,2075,1162,852,633,902,353,280,152,117,1122,425,293,224,180,1285,544,346,216,179,1413,753,243,260,157
95GG14,4820,1552,1703,946,619,930,219,381,203,127,1076,307,437,207,125,1394,426,522,261,185,1420,600,363,275,182
95GG15,5920,3221,427,1110,1162,1019,497,78,250,194,1137,502,96,262,277,1780,917,161,338,364,1984,1305,92,260,327
95GG16,5452,1138,2493,1191,630,1109,232,546,220,111,1517,284,722,300,211,1591,302,764,322,203,1235,320,461,349,105
95GG17,5330,1331,2428,1116,455,1282,297,643,255,87,1435,286,736,273,140,1407,360,631,286,130,1206,388,418,302,98
95GG18,4975,523,3149,912,391,1134,133,752,180,69,1578,126,1036,248,168,1262,153,768,229,112,1001,111,593,255,42
95GG19,4582,3184,379,530,489,963,648,131,96,88,1154,730,120,147,157,1079,745,83,121,130,1386,1061,45,166,114
95GG20,4901,2523,696,741,941,909,467,168,131,143,1611,630,280,263,438,1266,648,188,183,247,1115,778,60,164,113
95GG21,5184,637,2958,1126,463,1050,136,639,196,79,1603,170,903,290,240,1340,177,776,288,99,1191,154,640,352,45
95GG22,5343,387,3596,1080,280,943,65,692,134,52,1351,92,946,215,98,1431,83,1020,259,69,1618,147,938,472,61
95GG23,4555,1552,1445,853,705,789,183,332,163,111,986,250,375,184,177,1247,405,414,217,211,1533,714,324,289,206
95GG24,4561,2012,1077,777,695,805,288,229,155,133,1032,421,252,187,172,1273,582,270,197,224,1451,721,326,238,166
95GG25,5573,403,3945,931,294,1090,93,781,148,68,1552,112,1142,211,87,1533,100,1108,250,75,1398,98,914,322,64
95GG26,3749,2334,506,442,467,759,475,112,87,85,991,570,145,121,155,899,541,149,99,110,1100,748,100,135,117
95GG27,6498,529,4465,1194,310,1441,123,1019,243,56,1875,124,1342,303,106,1783,115,1252,317,99,1399,167,852,331,49
95GG28,5651,3902,373,646,730,1258,884,73,137,164,1483,931,127,183,242,1543,1101,93,177,172,1367,986,80,149,152
95GG29,5014,2782,286,787,1159,1022,618,58,147,199,1783,755,127,330,571,1226,720,75,171,260,983,689,26,139,129
95GG30,4827,2889,269,796,873,880,480,61,190,149,1008,525,61,185,237,1441,852,98,231,260,1498,1032,49,190,227
95GG31,6519,881,3999,1246,393,1404,184,868,279,73,1870,243,1194,310,123,1710,224,1069,307,110,1535,230,868,350,87
95GG32,6409,2711,1641,1184,873,1494,537,479,293,185,1818,610,563,335,310,1654,725,389,301,239,1443,839,210,255,139
95GG33,5555,1313,2073,1123,1046,1021,167,429,225,200,1398,259,578,290,271,1480,325,596,277,282,1656,562,470,331,293
95GG34,4927,1328,1903,1033,663,870,218,373,162,117,1257,262,514,266,215,1385,339,583,281,182,1415,509,433,324,149
95GG35,4950,726,2646,1178,400,1019,129,600,220,70,1376,199,739,277,161,1275,183,682,304,106,1280,215,625,377,63
95GG36,5619,3161,355,1040,1063,994,505,54,215,220,1394,627,134,282,351,1717,975,119,319,304,1514,1054,48,224,188
95GG37,6041,2038,1400,1274,1329,923,259,238,217,209,2026,461,584,431,550,1761,562,423,395,381,1331,756,155,231,189
95GG38,6564,1620,2293,1485,1166,1053,227,418,227,181,2064,348,813,469,434,1834,408,694,410,322,1613,637,368,379,229
95GG39,7214,2903,1505,1148,1658,1080,467,233,175,205,2994,858,664,459,1013,1648,711,363,254,320,1492,867,245,260,120
95GG40,3816,2752,205,434,425,796,561,68,92,75,1039,706,54,119,160,893,681,34,85,93,1088,804,49,138,97
95GG41,5548,2912,384,1082,1170,1025,482,72,249,222,969,438,99,205,227,1557,766,131,342,318,1997,1226,82,286,403
95GG42,8139,2134,2411,1640,1954,1019,259,308,241,211,4113,802,1321,869,1121,1529,430,474,296,329,1478,643,308,234,293
95GG43,4874,2840,217,850,967,787,429,36,162,160,1461,666,95,300,400,1318,810,59,206,243,1308,935,27,182,164
95GG44,5591,3072,330,944,1245,1107,635,86,170,216,2000,842,142,385,631,1424,840,71,235,278,1060,755,31,154,120
95GG45,4841,2362,817,824,838,885,414,148,168,155,1161,484,224,232,221,1232,577,246,202,207,1563,887,199,222,255
95GG46,5250,534,3409,1098,209,1158,131,802,186,39,1523,145,1022,286,70,1398,145,905,288,60,1171,113,680,338,40
95GG47,5829,781,3004,1419,625,1200,141,645,314,100,1772,202,938,367,265,1635,232,838,391,174,1222,206,583,347,86
95GG48,5694,516,3795,1111,272,1552,135,1087,262,68,1612,134,1104,284,90,1414,140,917,284,73,1116,107,687,281,41
95GG49,8141,1992,2032,1646,2471,666,163,164,104,235,5412,1076,1439,1145,1752,1186,323,283,210,370,877,430,146,187,114
95GG50,5445,2742,456,941,1306,968,527,56,166,219,1944,739,225,354,626,1476,776,129,224,347,1057,700,46,197,114
95GG51,4088,2914,150,490,534,769,532,49,91,97,1039,710,32,130,167,1048,774,31,117,126,1232,898,38,152,144
95HH01,2059,1173,93,462,331,348,176,16,95,61,397,211,17,96,73,561,297,33,113,118,753,489,27,158,79
95HH02,2962,1832,57,531,542,669,403,12,119,135,641,388,9,126,118,998,624,20,182,172,654,417,16,104,117
95HH03,1663,1044,76,245,298,259,161,13,45,40,265,167,10,38,50,394,231,21,62,80,745,485,32,100,128
95HH04,3067,2018,51,424,574,536,352,7,79,98,681,404,15,114,148,1015,669,19,134,193,835,593,10,97,135
95HH05,2171,1434,45,332,360,541,369,7,83,82,629,384,13,105,127,585,380,15,82,108,416,301,10,62,43
95HH06,4797,3031,115,755,896,1186,741,29,201,215,1097,667,24,192,214,1696,1057,36,258,345,818,566,26,104,122
95HH07,1493,973,22,261,237,259,170,0,57,32,418,253,6,83,76,418,275,6,67,70,398,275,10,54,59
95HH08,2619,1469,154,512,484,450,252,27,81,90,641,311,46,143,141,748,409,50,136,153,780,497,31,152,100
95HH09,2620,1512,119,486,503,319,164,16,64,75,644,296,28,150,170,736,437,38,119,142,921,615,37,153,116
95HH10,2489,1465,82,502,440,566,303,13,147,103,479,268,16,107,88,794,474,31,146,143,650,420,22,102,106
95HH11,1417,917,48,238,214,274,179,6,48,41,360,224,11,53,72,327,216,14,52,45,456,298,17,85,56
95HH12,1552,1057,37,234,224,300,202,5,60,33,358,233,7,53,65,412,274,12,67,59,482,348,13,54,67
95HH13,1407,982,22,226,177,355,245,5,58,47,428,278,7,75,68,365,284,2,40,39,259,175,8,53,23
95HH14,1530,1003,35,267,225,249,160,5,46,38,353,207,12,65,69,400,275,9,61,55,528,361,9,95,63
95HH15,2630,1710,72,392,456,476,295,8,68,105,664,401,24,110,129,791,507,22,115,147,699,507,18,99,75
95HH16,2159,1173,133,471,382,392,200,25,101,66,408,208,23,106,71,629,335,34,141,119,730,430,51,123,126
95HH17,2479,1643,64,354,418,526,340,10,90,86,567,358,19,89,101,770,525,22,99,124,616,420,13,76,107
95II01,3084,1939,66,546,533,489,313,3,82,91,591,340,11,119,121,936,571,20,173,172,1068,715,32,172,149
95II02,4961,2189,879,1024,869,984,369,229,212,174,1103,397,224,275,207,1581,652,322,334,273,1293,771,104,203,215
95II03,3523,1326,795,858,544,771,242,206,195,128,844,259,227,227,131,1208,416,294,309,189,700,409,68,127,96
95II04,4317,2750,83,664,820,951,612,15,131,193,1080,616,22,196,246,1365,872,22,221,250,921,650,24,116,131
95II05,3546,1441,809,764,532,692,225,190,192,85,814,272,220,170,152,1021,376,266,229,150,1019,568,133,173,145
95II06,3398,1337,751,816,494,750,231,207,188,124,820,275,196,217,132,1061,402,267,251,141,767,429,81,160,97
95II07,2090,1288,90,359,353,403,224,14,90,75,509,274,31,100,104,549,334,27,86,102,629,456,18,83,72
95II08,2417,1492,115,415,395,434,266,23,74,71,592,321,44,117,110,706,428,33,114,131,685,477,15,110,83
95II09,3363,2111,93,547,612,651,403,19,122,107,702,393,30,128,151,1130,714,28,166,222,880,601,16,131,132
95II10,2592,1748,60,380,404,474,318,13,68,75,683,420,15,131,117,729,490,11,105,123,706,520,21,76,89
95II11,2567,941,545,588,493,462,127,117,132,86,527,154,144,121,108,835,251,226,196,162,743,409,58,139,137
95II12,2512,1450,108,451,503,476,234,31,115,96,467,254,16,103,94,738,416,35,140,147,831,546,26,93,166
95II13,2702,1722,60,454,466,504,311,11,81,101,608,328,14,120,146,759,487,11,135,126,831,596,24,118,93
95II14,2561,1202,357,506,496,438,136,84,133,85,502,196,91,121,94,723,319,109,139,156,898,551,73,113,161
95II15,3357,1177,901,702,577,688,174,245,169,100,730,218,222,149,141,1037,329,317,227,164,902,456,117,157,172
95II16,2126,1385,60,304,377,378,235,15,61,67,484,285,16,87,96,579,380,18,76,105,685,485,11,80,109
95II17,2493,1608,73,430,382,408,242,5,91,70,536,317,25,100,94,734,454,27,125,128,815,595,16,114,90
95II18,2226,1402,104,308,412,365,231,24,43,67,532,279,24,88,141,606,375,31,81,119,723,517,25,96,85
95II19,3770,2241,257,601,671,705,361,69,131,144,756,422,60,130,144,1212,686,100,197,229,1097,772,28,143,154
95II20,2780,1128,568,535,549,496,193,124,91,88,717,208,197,157,155,796,316,180,142,158,771,411,67,145,148
95II21,2419,1634,44,399,342,540,364,13,88,75,652,413,12,122,105,658,447,9,107,95,569,410,10,82,67
95II22,2248,1432,74,353,389,394,255,15,56,68,477,265,20,89,103,618,398,20,90,110,759,514,19,118,108
95II23,2190,810,498,532,350,389,112,107,97,73,506,188,138,108,72,683,219,171,169,124,612,291,82,158,81
95JJ01,2499,1400,286,471,342,506,257,53,109,87,515,267,82,105,61,781,453,74,130,124,697,423,77,127,70
95JJ02,2374,1107,305,592,370,414,174,71,113,56,518,212,74,134,98,674,305,101,159,109,768,416,59,186,107
95JJ03,2470,1499,80,548,343,658,393,24,141,100,648,384,21,157,86,702,432,24,144,102,462,290,11,106,55
95JJ04,3111,1951,176,555,429,610,367,32,119,92,637,384,40,133,80,919,572,41,161,145,945,628,63,142,112
95JJ05,1835,969,127,371,368,238,124,5,51,58,478,202,43,100,133,462,242,33,92,95,657,401,46,128,82
95JJ06,2472,1254,252,494,472,558,292,57,86,123,614,263,59,136,156,729,376,83,135,135,571,323,53,137,58
95JJ07,2665,1632,99,593,341,630,403,10,143,74,727,423,26,163,115,671,415,29,136,91,637,391,34,151,61
95JJ08,3276,1665,356,719,536,598,295,61,151,91,935,385,159,238,153,905,488,93,176,148,838,497,43,154,144
95JJ09,1990,1319,68,332,271,290,189,6,63,32,344,203,19,78,44,512,352,22,73,65,844,575,21,118,130
95JJ10,2795,1189,727,580,299,673,276,223,120,54,630,216,184,151,79,779,309,218,144,108,713,388,102,165,58
95JJ11,3770,1960,315,818,677,811,414,56,200,141,738,340,76,173,149,1113,572,106,233,202,1108,634,77,212,185
95JJ12,2724,710,926,731,357,634,133,236,170,95,697,144,270,185,98,725,165,237,215,108,668,268,183,161,56
95JJ13,3895,2299,220,645,731,871,507,49,156,159,897,493,62,160,182,1283,757,66,211,249,844,542,43,118,141
95JJ14,2325,1501,100,355,369,488,305,17,80,86,461,292,18,70,81,692,438,41,101,112,684,466,24,104,90
95JJ15,1879,825,230,387,437,275,94,39,56,86,430,157,58,102,113,444,192,56,85,111,730,382,77,144,127
95JJ16,1799,802,298,436,263,239,116,43,48,32,467,174,86,118,89,419,196,69,89,65,674,316,100,181,77
95JJ17,2455,1026,533,626,270,570,203,139,170,58,503,168,142,131,62,737,335,147,175,80,645,320,105,150,70
95JJ18,2032,1062,174,418,378,270,137,25,58,50,442,179,44,100,119,577,293,50,128,106,743,453,55,132,103
95JJ19,2942,1062,660,748,472,362,113,91,107,51,1127,315,321,311,180,569,199,130,142,98,884,435,118,188,143
